isin,issuer_name,position_holder,net_short_position,position_date,source
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.81,2026-04-17,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.9,2026-04-17,current
NL0011872650,Basic-Fit N.V.,Sculptor Capital Management Europe Limited,0.6,2026-04-17,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.47,2026-04-17,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",1.3,2026-04-16,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.32,2026-04-16,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.85,2026-04-16,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.18,2026-04-16,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.23,2026-04-15,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.76,2026-04-15,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.2,2026-04-15,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.82,2026-04-15,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.15,2026-04-15,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.97,2026-04-14,current
NL0011872650,Basic-Fit N.V.,Fosse Capital Partners LLP,1.23,2026-04-14,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.66,2026-04-14,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.22,2026-04-14,current
NL0009739416,PostNL N.V.,"PDT Partners, LLC",0.5,2026-04-14,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",1.21,2026-04-13,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",1.01,2026-04-13,current
JE00BRX98089,CVC Capital Partners plc,"AQR Capital Management, LLC",0.71,2026-04-13,current
NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.61,2026-04-13,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.89,2026-04-13,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.8,2026-04-10,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.38,2026-04-10,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.9,2026-04-10,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",1.13,2026-04-09,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.42,2026-04-09,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.0,2026-04-09,current
NL0012365084,NSI N.V.,Numeric Investors LLC,0.71,2026-04-09,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.89,2026-04-09,current
NL0000852564,Aalberts N.V.,"AQR Capital Management, LLC",0.61,2026-04-08,current
NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.22,2026-04-08,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.39,2026-04-08,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,0.5,2026-04-08,current
NL0010801007,IMCD N.V.,"Two Sigma Investments, LP",0.79,2026-04-08,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",0.66,2026-04-07,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.0,2026-04-07,current
NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.76,2026-04-07,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.41,2026-04-07,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.69,2026-04-07,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.46,2026-04-07,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",1.0,2026-04-02,current
JE00BRX98089,CVC Capital Partners plc,"AQR Capital Management, LLC",0.61,2026-04-02,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",0.99,2026-04-02,current
NL0000817179,Sligro Food Group N.V.,Citadel Advisors LLC,0.5,2026-04-02,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,2026-04-02,current
NL0011872650,Basic-Fit N.V.,Eleva Capital SAS,0.62,2026-04-02,current
NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.1,2026-04-01,current
NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.21,2026-04-01,current
NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.74,2026-04-01,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.36,2026-04-01,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.69,2026-04-01,current
NL0011872650,Basic-Fit N.V.,Eleva Capital SAS,0.5,2026-04-01,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.79,2026-04-01,current
NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.62,2026-03-31,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.4,2026-03-31,current
NL0011821392,Signify N.V.,Eleva Capital SAS,1.21,2026-03-31,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.9,2026-03-30,current
NL0011821392,Signify N.V.,Eleva Capital SAS,1.05,2026-03-30,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.91,2026-03-30,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.87,2026-03-30,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.59,2026-03-30,current
NL0012365084,NSI N.V.,Numeric Investors LLC,0.61,2026-03-30,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.7,2026-03-30,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.9,2026-03-27,current
NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.12,2026-03-27,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.09,2026-03-27,current
NL0010801007,IMCD N.V.,Capital Fund Management S.A.,0.51,2026-03-27,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,2026-03-27,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.69,2026-03-26,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.96,2026-03-26,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.5,2026-03-26,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.8,2026-03-25,current
JE00BRX98089,CVC Capital Partners plc,"AQR Capital Management, LLC",0.5,2026-03-25,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.82,2026-03-25,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.56,2026-03-24,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,1.14,2026-03-24,current
NL0011821392,Signify N.V.,Marshall Wace LLP,2.0,2026-03-24,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.6,2026-03-24,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.9,2026-03-24,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.44,2026-03-24,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.6,2026-03-24,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.72,2026-03-23,current
NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.01,2026-03-23,current
NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.6,2026-03-23,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.3,2026-03-23,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.7,2026-03-23,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.36,2026-03-23,current
NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.58,2026-03-20,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.75,2026-03-20,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.52,2026-03-20,current
NL0010801007,IMCD N.V.,"Two Sigma Investments, LP",0.81,2026-03-20,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.26,2026-03-20,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.8,2026-03-19,current
JE00BRX98089,CVC Capital Partners plc,Marshall Wace LLP,0.6,2026-03-19,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.43,2026-03-19,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.6,2026-03-18,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.87,2026-03-18,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.11,2026-03-18,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.3,2026-03-16,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.8,2026-03-16,current
NL0012969182,Adyen N.V.,"AQR Capital Management, LLC",0.52,2026-03-13,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.98,2026-03-13,current
JE00BRX98089,CVC Capital Partners plc,Marshall Wace LLP,0.52,2026-03-13,current
NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.65,2026-03-12,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.64,2026-03-12,current
NL0011821392,Signify N.V.,Canada Pension Plan Investment Board,0.57,2026-03-11,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.24,2026-03-11,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.91,2026-03-11,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.17,2026-03-10,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.96,2026-03-10,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.21,2026-03-10,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",1.03,2026-03-10,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,2.06,2026-03-09,current
NL0010801007,IMCD N.V.,"Two Sigma Investments, LP",0.71,2026-03-09,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",0.7,2026-03-06,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.88,2026-03-06,current
NL00150003E1,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.81,2026-03-06,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.1,2026-03-05,current
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.63,2026-03-05,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.11,2026-03-05,current
NL0000852564,Aalberts N.V.,"AQR Capital Management, LLC",0.52,2026-03-04,current
NL0011821392,Signify N.V.,"AQR Capital Management, LLC",1.03,2026-03-04,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.06,2026-03-04,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.87,2026-03-04,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.71,2026-03-04,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.8,2026-03-04,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",0.9,2026-03-04,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.03,2026-03-03,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.77,2026-03-03,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.69,2026-03-03,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.92,2026-03-03,current
NL0012365084,NSI N.V.,Numeric Investors LLC,0.52,2026-03-03,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.7,2026-03-02,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.7,2026-03-02,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.59,2026-03-02,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",0.69,2026-02-27,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.18,2026-02-27,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.88,2026-02-27,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",0.81,2026-02-27,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.71,2026-02-26,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.9,2026-02-26,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.01,2026-02-26,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.78,2026-02-26,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,2026-02-25,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.29,2026-02-24,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,2026-02-24,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.31,2026-02-24,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.63,2026-02-23,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.91,2026-02-23,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.8,2026-02-23,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.58,2026-02-20,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,2026-02-20,current
GB00BP6MXD84,Shell plc,"Elliott Investment Management, L.P",0.7,2026-02-20,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.84,2026-02-20,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.62,2026-02-19,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",0.7,2026-02-19,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,2026-02-18,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.62,2026-02-18,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.23,2026-02-18,current
NL0010801007,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.72,2026-02-18,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.81,2026-02-18,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.63,2026-02-18,current
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.58,2026-02-17,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,2026-02-17,current
NL0011821392,Signify N.V.,Eleva Capital SAS,0.92,2026-02-17,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.07,2026-02-17,current
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.6,2026-02-16,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,2026-02-16,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,2026-02-16,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.7,2026-02-16,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,2026-02-13,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.79,2026-02-13,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.71,2026-02-13,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.68,2026-02-13,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.61,2026-02-13,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",0.73,2026-02-12,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.45,2026-02-12,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.58,2026-02-12,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,2026-02-12,current
NL0015002MS2,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.5,2026-02-12,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.78,2026-02-12,current
LU2290522684,InPost S.A.,"Two Sigma Investments, LP",0.6,2026-02-12,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",0.9,2026-02-11,current
NL0010801007,IMCD N.V.,"Two Sigma Investments, LP",0.6,2026-02-11,current
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.58,2026-02-10,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.1,2026-02-10,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.64,2026-02-10,current
NL0010801007,IMCD N.V.,"PDT Partners, LLC",0.5,2026-02-06,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.6,2026-02-05,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",1.05,2026-02-05,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.6,2026-02-05,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.02,2026-02-05,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.5,2026-02-04,current
NL0010801007,IMCD N.V.,Caisse de dépôt et placement du Québec,0.66,2026-02-04,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.89,2026-02-04,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.82,2026-02-04,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.51,2026-02-04,current
NL0010801007,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.9,2026-02-03,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.5,2026-02-03,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.41,2026-02-03,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.9,2026-02-03,current
NL0011821392,Signify N.V.,"AQR Capital Management, LLC",0.91,2026-02-02,current
NL0010391025,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.66,2026-02-02,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.42,2026-02-02,current
NL0006237562,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.5,2026-02-02,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.93,2026-02-02,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.89,2026-02-02,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.78,2026-02-02,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.45,2026-02-02,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.8,2026-02-02,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.25,2026-01-30,current
NL0011872650,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.9,2026-01-30,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.39,2026-01-30,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.76,2026-01-30,current
NL0010391025,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.72,2026-01-29,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.1,2026-01-29,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.8,2026-01-29,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",1.1,2026-01-28,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,1.03,2026-01-28,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.61,2026-01-28,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.67,2026-01-28,current
NL0010801007,IMCD N.V.,Caisse de dépôt et placement du Québec,0.57,2026-01-27,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.9,2026-01-27,current
NL0011821392,Signify N.V.,Eleva Capital SAS,0.78,2026-01-27,current
NL0013267909,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.51,2026-01-26,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.49,2026-01-26,current
NL0006237562,ARCADIS N.V.,"AQR Capital Management, LLC",0.5,2026-01-22,current
NL0010391025,Pharming Group N.V.,Lazard Asset Management LLC,0.91,2026-01-22,current
NL0010801007,IMCD N.V.,"BlackRock Advisors, LLC",1.02,2026-01-21,current
NL0010391025,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.87,2026-01-21,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.89,2026-01-21,current
NL0010801007,IMCD N.V.,"Two Sigma Investments, LP",0.51,2026-01-21,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.81,2026-01-20,current
NL0000289213,Wereldhave N.V.,Citadel Advisors LLC,0.6,2026-01-20,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.77,2026-01-19,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,2026-01-16,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,2026-01-16,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.9,2026-01-16,current
NL0000395903,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.51,2026-01-15,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.59,2026-01-14,current
NL0009739416,PostNL N.V.,Marshall Wace LLP,0.81,2026-01-13,current
NL0011872650,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.89,2026-01-12,current
NL0010391025,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.91,2026-01-09,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.6,2026-01-09,current
GB00BP6MXD84,Shell plc,"Elliott Investment Management, L.P",0.6,2026-01-09,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.69,2026-01-09,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,2026-01-08,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.57,2026-01-08,current
NL0011821392,Signify N.V.,"PDT Partners, LLC",0.7,2026-01-08,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.59,2026-01-08,current
NL0011821392,Signify N.V.,Citadel Advisors LLC,0.6,2026-01-07,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.41,2026-01-06,current
NL0011821392,Signify N.V.,Marshall Wace LLP,1.67,2026-01-06,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.6,2026-01-06,current
NL0010801007,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,2026-01-05,current
CH1216478797,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.4,2026-01-05,current
CY0200751713,Theon International Plc,"Two Sigma Investments, LP",0.59,2026-01-05,current
