isin,position_date,position_holder,issuer_name,net_short_position,source
NL0015002MS2,2026-04-14,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.22,current
NL0009739416,2026-04-14,"PDT Partners, LLC",PostNL N.V.,0.5,current
NL0012969182,2026-04-13,"AQR Capital Management, LLC",Adyen N.V.,1.21,current
NL0006237562,2026-04-13,"AQR Capital Management, LLC",ARCADIS N.V.,1.01,current
JE00BRX98089,2026-04-13,"AQR Capital Management, LLC",CVC Capital Partners plc,0.71,current
NL0000817179,2026-04-13,Citadel Advisors LLC,Sligro Food Group N.V.,0.61,current
NL0010801007,2026-04-13,"PDT Partners, LLC",IMCD N.V.,0.89,current
NL0000395903,2026-04-10,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.8,current
NL0015002MS2,2026-04-10,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.38,current
NL0010801007,2026-04-10,"PDT Partners, LLC",IMCD N.V.,0.9,current
NL0012969182,2026-04-09,"AQR Capital Management, LLC",Adyen N.V.,1.13,current
NL0011821392,2026-04-09,Citadel Advisors LLC,Signify N.V.,2.42,current
CH1216478797,2026-04-09,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.0,current
NL0012365084,2026-04-09,Numeric Investors LLC,NSI N.V.,0.71,current
NL0010801007,2026-04-09,"PDT Partners, LLC",IMCD N.V.,0.89,current
NL0000852564,2026-04-08,"AQR Capital Management, LLC",Aalberts N.V.,0.61,current
NL0011821392,2026-04-08,"AQR Capital Management, LLC",Signify N.V.,1.22,current
NL0011821392,2026-04-08,Citadel Advisors LLC,Signify N.V.,2.39,current
NL0015002MS2,2026-04-08,Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.5,current
NL0010801007,2026-04-08,"Two Sigma Investments, LP",IMCD N.V.,0.79,current
NL0010801007,2026-04-07,"BlackRock Advisors, LLC",IMCD N.V.,0.66,current
NL0010801007,2026-04-07,"BlackRock Financial Management, Inc.",IMCD N.V.,1.0,current
NL0010801007,2026-04-07,Capital Fund Management S.A.,IMCD N.V.,0.76,current
NL0011821392,2026-04-07,Citadel Advisors LLC,Signify N.V.,2.41,current
NL0006237562,2026-04-07,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
NL0015002MS2,2026-04-07,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.46,current
NL0012969182,2026-04-02,"AQR Capital Management, LLC",Adyen N.V.,1.0,current
JE00BRX98089,2026-04-02,"AQR Capital Management, LLC",CVC Capital Partners plc,0.61,current
NL0010801007,2026-04-02,"BlackRock Financial Management, Inc.",IMCD N.V.,0.99,current
NL0000817179,2026-04-02,Citadel Advisors LLC,Sligro Food Group N.V.,0.5,current
NL0006237562,2026-04-02,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
NL0011872650,2026-04-02,Eleva Capital SAS,Basic-Fit N.V.,0.62,current
NL0011821392,2026-04-01,"AQR Capital Management, LLC",Signify N.V.,1.1,current
NL0010801007,2026-04-01,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.21,current
NL0011821392,2026-04-01,Canada Pension Plan Investment Board,Signify N.V.,0.74,current
NL0011821392,2026-04-01,Citadel Advisors LLC,Signify N.V.,2.36,current
NL0006237562,2026-04-01,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
NL0011872650,2026-04-01,Eleva Capital SAS,Basic-Fit N.V.,0.5,current
NL0011821392,2026-04-01,Marshall Wace LLP,Signify N.V.,1.79,current
NL0010801007,2026-03-31,Capital Fund Management S.A.,IMCD N.V.,0.62,current
NL0011821392,2026-03-31,Citadel Advisors LLC,Signify N.V.,2.4,current
NL0011821392,2026-03-31,Eleva Capital SAS,Signify N.V.,1.21,current
NL0012969182,2026-03-30,"AQR Capital Management, LLC",Adyen N.V.,0.9,current
NL0011821392,2026-03-30,Eleva Capital SAS,Signify N.V.,1.05,current
CH1216478797,2026-03-30,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.91,current
NL0011821392,2026-03-30,Marshall Wace LLP,Signify N.V.,1.87,current
NL0015002MS2,2026-03-30,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.59,current
NL0012365084,2026-03-30,Numeric Investors LLC,NSI N.V.,0.61,current
CY0200751713,2026-03-30,"Two Sigma Investments, LP",Theon International Plc,0.7,current
NL0006237562,2026-03-27,"AQR Capital Management, LLC",ARCADIS N.V.,0.9,current
NL0010801007,2026-03-27,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.12,current
NL0010801007,2026-03-27,"BlackRock Financial Management, Inc.",IMCD N.V.,1.09,current
NL0010801007,2026-03-27,Capital Fund Management S.A.,IMCD N.V.,0.51,current
NL0006237562,2026-03-27,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
NL0006237562,2026-03-26,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,current
NL0011821392,2026-03-26,Marshall Wace LLP,Signify N.V.,1.96,current
LU2290522684,2026-03-26,"Two Sigma Investments, LP",InPost S.A.,1.5,current
NL0012969182,2026-03-25,"AQR Capital Management, LLC",Adyen N.V.,0.8,current
JE00BRX98089,2026-03-25,"AQR Capital Management, LLC",CVC Capital Partners plc,0.5,current
CH1216478797,2026-03-25,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.82,current
NL0010801007,2026-03-24,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.56,current
NL0010391025,2026-03-24,Lazard Asset Management LLC,Pharming Group N.V.,1.14,current
NL0011821392,2026-03-24,Marshall Wace LLP,Signify N.V.,2.0,current
NL0015002MS2,2026-03-24,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.6,current
NL0010801007,2026-03-24,"PDT Partners, LLC",IMCD N.V.,0.9,current
LU2290522684,2026-03-24,"Two Sigma Investments, LP",InPost S.A.,1.44,current
CY0200751713,2026-03-24,"Two Sigma Investments, LP",Theon International Plc,0.6,current
NL0012969182,2026-03-23,"AQR Capital Management, LLC",Adyen N.V.,0.72,current
NL0010801007,2026-03-23,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.01,current
NL0011821392,2026-03-23,"BlackRock Financial Management, Inc.",Signify N.V.,0.6,current
NL0011821392,2026-03-23,Citadel Advisors LLC,Signify N.V.,2.3,current
NL0009739416,2026-03-23,Marshall Wace LLP,PostNL N.V.,0.7,current
LU2290522684,2026-03-23,"Two Sigma Investments, LP",InPost S.A.,1.36,current
NL0011821392,2026-03-20,"BlackRock Financial Management, Inc.",Signify N.V.,0.58,current
CH1216478797,2026-03-20,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.75,current
NL0015002MS2,2026-03-20,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.52,current
NL0010801007,2026-03-20,"Two Sigma Investments, LP",IMCD N.V.,0.81,current
LU2290522684,2026-03-20,"Two Sigma Investments, LP",InPost S.A.,1.26,current
NL0006237562,2026-03-19,"AQR Capital Management, LLC",ARCADIS N.V.,0.8,current
JE00BRX98089,2026-03-19,Marshall Wace LLP,CVC Capital Partners plc,0.6,current
NL0015002MS2,2026-03-19,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.43,current
NL0012969182,2026-03-18,"AQR Capital Management, LLC",Adyen N.V.,0.6,current
CH1216478797,2026-03-18,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.87,current
LU2290522684,2026-03-18,"Two Sigma Investments, LP",InPost S.A.,1.11,current
NL0015002MS2,2026-03-16,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.3,current
NL0010801007,2026-03-16,"PDT Partners, LLC",IMCD N.V.,0.8,current
NL0012969182,2026-03-13,"AQR Capital Management, LLC",Adyen N.V.,0.52,current
CH1216478797,2026-03-13,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.98,current
JE00BRX98089,2026-03-13,Marshall Wace LLP,CVC Capital Partners plc,0.52,current
NL0011821392,2026-03-12,Canada Pension Plan Investment Board,Signify N.V.,0.65,current
NL0010801007,2026-03-12,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.64,current
NL0011821392,2026-03-11,Canada Pension Plan Investment Board,Signify N.V.,0.57,current
NL0011821392,2026-03-11,Citadel Advisors LLC,Signify N.V.,2.24,current
NL0011821392,2026-03-11,Marshall Wace LLP,Signify N.V.,1.91,current
NL0011821392,2026-03-10,Citadel Advisors LLC,Signify N.V.,2.17,current
NL0010391025,2026-03-10,Lazard Asset Management LLC,Pharming Group N.V.,0.96,current
NL0015002MS2,2026-03-10,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.21,current
LU2290522684,2026-03-10,"Two Sigma Investments, LP",InPost S.A.,1.03,current
NL0011821392,2026-03-09,Citadel Advisors LLC,Signify N.V.,2.06,current
NL0010801007,2026-03-09,"Two Sigma Investments, LP",IMCD N.V.,0.71,current
NL0010801007,2026-03-06,"BlackRock Advisors, LLC",IMCD N.V.,0.7,current
NL0011821392,2026-03-06,Citadel Advisors LLC,Signify N.V.,1.88,current
NL00150003E1,2026-03-06,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,0.81,current
NL0010801007,2026-03-05,"BlackRock Financial Management, Inc.",IMCD N.V.,1.1,current
NL0000289213,2026-03-05,Citadel Advisors LLC,Wereldhave N.V.,0.63,current
NL0015002MS2,2026-03-05,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,current
NL0000852564,2026-03-04,"AQR Capital Management, LLC",Aalberts N.V.,0.52,current
NL0011821392,2026-03-04,"AQR Capital Management, LLC",Signify N.V.,1.03,current
NL0010801007,2026-03-04,"BlackRock Financial Management, Inc.",IMCD N.V.,1.06,current
NL0011821392,2026-03-04,Marshall Wace LLP,Signify N.V.,1.87,current
NL0010801007,2026-03-04,"PDT Partners, LLC",IMCD N.V.,0.71,current
NL0011821392,2026-03-04,"PDT Partners, LLC",Signify N.V.,0.8,current
LU2290522684,2026-03-04,"Two Sigma Investments, LP",InPost S.A.,0.9,current
CH1216478797,2026-03-03,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.03,current
NL0010391025,2026-03-03,Lazard Asset Management LLC,Pharming Group N.V.,0.77,current
NL0009739416,2026-03-03,Marshall Wace LLP,PostNL N.V.,0.69,current
NL0011821392,2026-03-03,Marshall Wace LLP,Signify N.V.,1.92,current
NL0012365084,2026-03-03,Numeric Investors LLC,NSI N.V.,0.52,current
NL0011821392,2026-03-02,Citadel Advisors LLC,Signify N.V.,1.7,current
NL0000395903,2026-03-02,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.7,current
CY0200751713,2026-03-02,"Two Sigma Investments, LP",Theon International Plc,0.59,current
NL0010801007,2026-02-27,"BlackRock Advisors, LLC",IMCD N.V.,0.69,current
NL0010801007,2026-02-27,"BlackRock Financial Management, Inc.",IMCD N.V.,1.18,current
NL0011821392,2026-02-27,Marshall Wace LLP,Signify N.V.,1.88,current
LU2290522684,2026-02-27,"Two Sigma Investments, LP",InPost S.A.,0.81,current
NL0006237562,2026-02-26,"AQR Capital Management, LLC",ARCADIS N.V.,0.71,current
NL0011821392,2026-02-26,Marshall Wace LLP,Signify N.V.,1.9,current
NL0015002MS2,2026-02-26,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.01,current
NL0011821392,2026-02-26,"PDT Partners, LLC",Signify N.V.,0.78,current
CH1216478797,2026-02-25,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,current
NL0010801007,2026-02-24,"BlackRock Financial Management, Inc.",IMCD N.V.,1.29,current
NL0006237562,2026-02-24,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,current
NL0013267909,2026-02-24,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.31,current
NL0011821392,2026-02-23,Citadel Advisors LLC,Signify N.V.,1.63,current
NL0015002MS2,2026-02-23,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.91,current
NL0011821392,2026-02-23,"PDT Partners, LLC",Signify N.V.,0.8,current
NL0011821392,2026-02-20,Citadel Advisors LLC,Signify N.V.,1.58,current
NL0000395903,2026-02-20,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.6,current
GB00BP6MXD84,2026-02-20,"Elliott Investment Management, L.P",Shell plc,0.7,current
NL0011821392,2026-02-20,Marshall Wace LLP,Signify N.V.,1.84,current
NL0006237562,2026-02-19,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.62,current
LU2290522684,2026-02-19,"Two Sigma Investments, LP",InPost S.A.,0.7,current
NL0010801007,2026-02-18,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
NL0011821392,2026-02-18,Citadel Advisors LLC,Signify N.V.,1.62,current
NL0013267909,2026-02-18,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.23,current
NL0010801007,2026-02-18,JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.72,current
NL0015002MS2,2026-02-18,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.81,current
NL0010801007,2026-02-18,"PDT Partners, LLC",IMCD N.V.,0.63,current
NL0000289213,2026-02-17,Citadel Advisors LLC,Wereldhave N.V.,0.58,current
NL0000395903,2026-02-17,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.59,current
NL0011821392,2026-02-17,Eleva Capital SAS,Signify N.V.,0.92,current
CH1216478797,2026-02-17,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.07,current
NL0000289213,2026-02-16,Citadel Advisors LLC,Wereldhave N.V.,0.6,current
NL0000395903,2026-02-16,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.6,current
CH1216478797,2026-02-16,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,current
NL0015002MS2,2026-02-16,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.7,current
NL0000395903,2026-02-13,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.59,current
NL0009739416,2026-02-13,Marshall Wace LLP,PostNL N.V.,0.79,current
NL0011821392,2026-02-13,Marshall Wace LLP,Signify N.V.,1.71,current
NL0015002MS2,2026-02-13,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.68,current
CY0200751713,2026-02-13,"Two Sigma Investments, LP",Theon International Plc,0.61,current
NL0010801007,2026-02-12,"BlackRock Advisors, LLC",IMCD N.V.,0.73,current
NL0010801007,2026-02-12,"BlackRock Financial Management, Inc.",IMCD N.V.,1.45,current
NL0011821392,2026-02-12,Citadel Advisors LLC,Signify N.V.,1.58,current
CH1216478797,2026-02-12,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.38,current
NL0015002MS2,2026-02-12,Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.5,current
NL0011821392,2026-02-12,"PDT Partners, LLC",Signify N.V.,0.78,current
LU2290522684,2026-02-12,"Two Sigma Investments, LP",InPost S.A.,0.6,current
NL0010801007,2026-02-11,"BlackRock Advisors, LLC",IMCD N.V.,0.9,current
NL0010801007,2026-02-11,"Two Sigma Investments, LP",IMCD N.V.,0.6,current
NL0000289213,2026-02-10,Citadel Advisors LLC,Wereldhave N.V.,0.58,current
NL0013267909,2026-02-10,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.1,current
NL0011821392,2026-02-10,Marshall Wace LLP,Signify N.V.,1.64,current
NL0010801007,2026-02-06,"PDT Partners, LLC",IMCD N.V.,0.5,current
NL0006237562,2026-02-05,"AQR Capital Management, LLC",ARCADIS N.V.,0.6,current
NL0010801007,2026-02-05,"BlackRock Advisors, LLC",IMCD N.V.,1.05,current
NL0011821392,2026-02-05,Citadel Advisors LLC,Signify N.V.,1.6,current
NL0013267909,2026-02-05,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.02,current
NL0010801007,2026-02-04,"BlackRock Financial Management, Inc.",IMCD N.V.,1.5,current
NL0010801007,2026-02-04,Caisse de dépôt et placement du Québec,IMCD N.V.,0.66,current
NL0010391025,2026-02-04,Lazard Asset Management LLC,Pharming Group N.V.,0.89,current
NL0009739416,2026-02-04,Marshall Wace LLP,PostNL N.V.,0.82,current
NL0011821392,2026-02-04,Marshall Wace LLP,Signify N.V.,1.51,current
NL0010801007,2026-02-03,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.9,current
NL0011821392,2026-02-03,Citadel Advisors LLC,Signify N.V.,1.5,current
CH1216478797,2026-02-03,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.41,current
NL0010391025,2026-02-03,Lazard Asset Management LLC,Pharming Group N.V.,0.9,current
NL0011821392,2026-02-02,"AQR Capital Management, LLC",Signify N.V.,0.91,current
NL0010391025,2026-02-02,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.66,current
NL0011821392,2026-02-02,Citadel Advisors LLC,Signify N.V.,1.42,current
NL0006237562,2026-02-02,"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.5,current
NL0013267909,2026-02-02,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.93,current
NL0010391025,2026-02-02,Lazard Asset Management LLC,Pharming Group N.V.,0.89,current
NL0009739416,2026-02-02,Marshall Wace LLP,PostNL N.V.,0.78,current
NL0011821392,2026-02-02,Marshall Wace LLP,Signify N.V.,1.45,current
NL0011821392,2026-02-02,"PDT Partners, LLC",Signify N.V.,0.8,current
NL0011821392,2026-01-30,Citadel Advisors LLC,Signify N.V.,1.25,current
NL0011872650,2026-01-30,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,0.9,current
NL0011821392,2026-01-30,Marshall Wace LLP,Signify N.V.,1.39,current
NL0011821392,2026-01-30,"PDT Partners, LLC",Signify N.V.,0.76,current
NL0010391025,2026-01-29,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.72,current
NL0011821392,2026-01-29,Citadel Advisors LLC,Signify N.V.,1.1,current
NL0013267909,2026-01-29,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.8,current
NL0010801007,2026-01-28,"BlackRock Advisors, LLC",IMCD N.V.,1.1,current
NL0011821392,2026-01-28,Citadel Advisors LLC,Signify N.V.,1.03,current
NL0000395903,2026-01-28,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.61,current
NL0013267909,2026-01-28,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.67,current
NL0010801007,2026-01-27,Caisse de dépôt et placement du Québec,IMCD N.V.,0.57,current
NL0011821392,2026-01-27,Citadel Advisors LLC,Signify N.V.,0.9,current
NL0011821392,2026-01-27,Eleva Capital SAS,Signify N.V.,0.78,current
NL0013267909,2026-01-26,Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.51,current
NL0011821392,2026-01-26,Marshall Wace LLP,Signify N.V.,1.49,current
NL0006237562,2026-01-22,"AQR Capital Management, LLC",ARCADIS N.V.,0.5,current
NL0010391025,2026-01-22,Lazard Asset Management LLC,Pharming Group N.V.,0.91,current
NL0010801007,2026-01-21,"BlackRock Advisors, LLC",IMCD N.V.,1.02,current
NL0010391025,2026-01-21,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.87,current
NL0009739416,2026-01-21,Marshall Wace LLP,PostNL N.V.,0.89,current
NL0010801007,2026-01-21,"Two Sigma Investments, LP",IMCD N.V.,0.51,current
NL0011821392,2026-01-20,Citadel Advisors LLC,Signify N.V.,0.81,current
NL0000289213,2026-01-20,Citadel Advisors LLC,Wereldhave N.V.,0.6,current
NL0011821392,2026-01-19,Citadel Advisors LLC,Signify N.V.,0.77,current
NL0010801007,2026-01-16,"BlackRock Financial Management, Inc.",IMCD N.V.,1.4,current
CH1216478797,2026-01-16,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.38,current
NL0009739416,2026-01-16,Marshall Wace LLP,PostNL N.V.,0.9,current
NL0000395903,2026-01-15,"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,0.51,current
NL0011821392,2026-01-14,Marshall Wace LLP,Signify N.V.,1.59,current
NL0009739416,2026-01-13,Marshall Wace LLP,PostNL N.V.,0.81,current
NL0011872650,2026-01-12,"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,0.89,current
NL0010391025,2026-01-09,Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.91,current
NL0011821392,2026-01-09,Citadel Advisors LLC,Signify N.V.,0.6,current
GB00BP6MXD84,2026-01-09,"Elliott Investment Management, L.P",Shell plc,0.6,current
NL0011821392,2026-01-09,"PDT Partners, LLC",Signify N.V.,0.69,current
NL0010801007,2026-01-08,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
NL0011821392,2026-01-08,Citadel Advisors LLC,Signify N.V.,0.57,current
NL0011821392,2026-01-08,"PDT Partners, LLC",Signify N.V.,0.7,current
CY0200751713,2026-01-08,"Two Sigma Investments, LP",Theon International Plc,0.59,current
NL0011821392,2026-01-07,Citadel Advisors LLC,Signify N.V.,0.6,current
NL0010801007,2026-01-06,"BlackRock Financial Management, Inc.",IMCD N.V.,1.41,current
NL0011821392,2026-01-06,Marshall Wace LLP,Signify N.V.,1.67,current
CY0200751713,2026-01-06,"Two Sigma Investments, LP",Theon International Plc,0.6,current
NL0010801007,2026-01-05,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
CH1216478797,2026-01-05,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.4,current
CY0200751713,2026-01-05,"Two Sigma Investments, LP",Theon International Plc,0.59,current
NL0009739416,2026-01-02,Marshall Wace LLP,PostNL N.V.,0.78,current
NL0011821392,2026-01-02,Marshall Wace LLP,Signify N.V.,1.78,current
LU2290522684,2026-01-02,"Two Sigma Investments, LP",InPost S.A.,0.54,current
CY0200751713,2026-01-02,"Two Sigma Investments, LP",Theon International Plc,0.6,current
NL0011821392,2025-12-30,Citadel Advisors LLC,Signify N.V.,0.5,current
NL0010801007,2025-12-23,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.8,current
NL0010801007,2025-12-23,"BlackRock Financial Management, Inc.",IMCD N.V.,1.4,current
NL0013267909,2025-12-22,LMR Partners LLP,Akzo Nobel N.V.,0.62,current
NL0011821392,2025-12-22,Marshall Wace LLP,Signify N.V.,1.88,current
NL00150003E1,2025-12-18,JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,0.68,current
NL0010801007,2025-12-16,"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.7,current
CH1216478797,2025-12-15,Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.3,current
NL0010801007,2025-12-12,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
NL0000289213,2025-12-12,Citadel Advisors LLC,Wereldhave N.V.,0.59,current
NL0013267909,2025-12-10,LMR Partners LLP,Akzo Nobel N.V.,0.51,current
NL0010801007,2025-12-09,"BlackRock Financial Management, Inc.",IMCD N.V.,1.4,current
NL0010801007,2025-12-05,"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,current
NL0011821392,2025-12-05,Marshall Wace LLP,Signify N.V.,1.9,current
