issuer_name,position_date,net_short_position,position_holder,isin,source
Galapagos NV,2016-10-19,0.49,Oxford Asset Management,BE0003818359,archive
Fugro N.V.,2016-10-19,0.49,"WorldQuant, LLC",NL0000352565,archive
Aperam S.A.,2016-10-18,1.32,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Brunel International N.V.,2016-10-18,0.51,BlackRock Investment Management (UK) Limited,NL0010776944,archive
SBM Offshore N.V.,2016-10-18,0.9,Capital Fund Management S.A.,NL0000360618,archive
Akzo Nobel N.V.,2016-10-18,0.63,Citadel Europe LLP,NL0000009132,archive
Aperam S.A.,2016-10-18,2.0,CQS (UK) LLP,LU0569974404,archive
SBM Offshore N.V.,2016-10-17,0.53,"BlackRock Institutional Trust Company, National Association",NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-10-17,0.68,BlackRock Investment Management (UK) Limited,NL0000337319,archive
TomTom N.V.,2016-10-17,1.14,Marshall Wace LLP,NL0000387058,archive
NSI N.V.,2016-10-14,0.51,BlackRock Investment Management (UK) Limited,NL0000292324,archive
Wereldhave N.V.,2016-10-14,1.02,BlackRock Investment Management (UK) Limited,NL0000289213,archive
Wereldhave N.V.,2016-10-14,0.49,Citadel Advisors LLC,NL0000289213,archive
Wereldhave N.V.,2016-10-14,0.66,Millennium International Management LP,NL0000289213,archive
TomTom N.V.,2016-10-13,0.6,AHL Partners LLP,NL0000387058,archive
Fugro N.V.,2016-10-13,1.07,"AQR Capital Management, LLC",NL0000352565,archive
Aperam S.A.,2016-10-13,0.99,BNP Paribas S.A.,LU0569974404,archive
TomTom N.V.,2016-10-13,1.06,Marshall Wace LLP,NL0000387058,archive
SBM Offshore N.V.,2016-10-12,0.48,AHL Partners LLP,NL0000360618,archive
SBM Offshore N.V.,2016-10-12,0.49,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Brunel International N.V.,2016-10-12,0.61,JPMorgan Asset Management (UK) Ltd.,NL0010776944,archive
TomTom N.V.,2016-10-12,0.52,"PDT Partners, LLC",NL0000387058,archive
Aperam S.A.,2016-10-11,1.24,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Aperam S.A.,2016-10-11,1.87,CQS (UK) LLP,LU0569974404,archive
Brunel International N.V.,2016-10-11,0.59,JPMorgan Asset Management (UK) Ltd.,NL0010776944,archive
Fugro N.V.,2016-10-11,0.81,JPMorgan Asset Management (UK) Ltd.,NL0000352565,archive
Koninklijke BAM Groep N.V.,2016-10-11,0.42,Linden Advisors LP,NL0000337319,archive
Fugro N.V.,2016-10-11,0.41,Marshall Wace LLP,NL0000352565,archive
TomTom N.V.,2016-10-11,0.9,Marshall Wace LLP,NL0000387058,archive
Aalberts N.V.,2016-10-10,0.45,BlackRock Investment Management (UK) Limited,NL0000852564,archive
SBM Offshore N.V.,2016-10-10,0.82,Capital Fund Management S.A.,NL0000360618,archive
Akzo Nobel N.V.,2016-10-10,0.5,Citadel Europe LLP,NL0000009132,archive
Aperam S.A.,2016-10-10,1.47,CQS (UK) LLP,LU0569974404,archive
Fugro N.V.,2016-10-10,0.5,Marshall Wace LLP,NL0000352565,archive
OCI N.V.,2016-10-07,1.0,"AQR Capital Management, LLC",NL0010558797,archive
Fugro N.V.,2016-10-07,0.65,Marshall Wace LLP,NL0000352565,archive
TomTom N.V.,2016-10-07,0.83,Marshall Wace LLP,NL0000387058,archive
SBM Offshore N.V.,2016-10-06,0.58,AHL Partners LLP,NL0000360618,archive
AEGON Ltd.,2016-10-06,0.7,"AQR Capital Management, LLC",NL0000303709,archive
Wereldhave N.V.,2016-10-06,0.51,Citadel Advisors LLC,NL0000289213,archive
Aperam S.A.,2016-10-05,1.62,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
TomTom N.V.,2016-10-05,0.74,Marshall Wace LLP,NL0000387058,archive
Wereldhave N.V.,2016-10-04,0.91,BlackRock Investment Management (UK) Limited,NL0000289213,archive
Wereldhave N.V.,2016-10-04,0.7,Millennium International Management LP,NL0000289213,archive
TomTom N.V.,2016-10-04,0.49,"PDT Partners, LLC",NL0000387058,archive
TomTom N.V.,2016-10-03,0.83,JPMorgan Asset Management (UK) Ltd.,NL0000387058,archive
Koninklijke BAM Groep N.V.,2016-10-03,0.59,Oxford Asset Management,NL0000337319,archive
Koninklijke BAM Groep N.V.,2016-09-30,0.7,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Flow Traders Ltd.,2016-09-30,0.46,GSA Capital Partners LLP,NL0011279492,archive
SBM Offshore N.V.,2016-09-30,0.47,Marshall Wace LLP,NL0000360618,archive
Koninklijke Vopak N.V.,2016-09-29,0.59,"AQR Capital Management, LLC",NL0009432491,archive
SBM Offshore N.V.,2016-09-29,0.58,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Fugro N.V.,2016-09-29,0.79,Marshall Wace LLP,NL0000352565,archive
SBM Offshore N.V.,2016-09-29,0.54,Marshall Wace LLP,NL0000360618,archive
SBM Offshore N.V.,2016-09-28,0.61,AHL Partners LLP,NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-09-28,0.61,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Aperam S.A.,2016-09-28,1.0,BNP Paribas S.A.,LU0569974404,archive
TomTom N.V.,2016-09-28,0.61,Marshall Wace LLP,NL0000387058,archive
Fugro N.V.,2016-09-27,1.19,"AQR Capital Management, LLC",NL0000352565,archive
TomTom N.V.,2016-09-26,0.5,AHL Partners LLP,NL0000387058,archive
OCI N.V.,2016-09-26,0.9,"AQR Capital Management, LLC",NL0010558797,archive
TomTom N.V.,2016-09-26,0.76,Marshall Wace LLP,NL0000387058,archive
Koninklijke BAM Groep N.V.,2016-09-23,0.5,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Wereldhave N.V.,2016-09-23,0.84,BlackRock Investment Management (UK) Limited,NL0000289213,archive
Fugro N.V.,2016-09-23,0.87,Marshall Wace LLP,NL0000352565,archive
Wereldhave N.V.,2016-09-23,0.6,Millennium International Management LP,NL0000289213,archive
TomTom N.V.,2016-09-22,0.87,Marshall Wace LLP,NL0000387058,archive
ArcelorMittal S.A.,2016-09-21,0.53,Adage Capital Management L.P.,LU0323134006,archive
SBM Offshore N.V.,2016-09-21,0.5,AHL Partners LLP,NL0000360618,archive
Fugro N.V.,2016-09-21,0.5,"WorldQuant, LLC",NL0000352565,archive
Koninklijke BAM Groep N.V.,2016-09-20,0.48,AHL Partners LLP,NL0000337319,archive
Wereldhave N.V.,2016-09-20,0.7,BlackRock Investment Management (UK) Limited,NL0000289213,archive
Koninklijke Heijmans N.V.,2016-09-20,0.48,Susquehanna International Holdings LLC,NL0009269109,archive
Wereldhave N.V.,2016-09-19,0.64,BlackRock Investment Management (UK) Limited,NL0000289213,archive
Wereldhave N.V.,2016-09-19,0.49,Citadel Advisors LLC,NL0000289213,archive
Koninklijke Heijmans N.V.,2016-09-19,0.5,Susquehanna International Holdings LLC,NL0009269109,archive
AEGON Ltd.,2016-09-16,0.6,"AQR Capital Management, LLC",NL0000303709,archive
Koninklijke BAM Groep N.V.,2016-09-15,0.57,AHL Partners LLP,NL0000337319,archive
Wereldhave N.V.,2016-09-15,0.51,BlackRock Investment Management (UK) Limited,NL0000289213,archive
SBM Offshore N.V.,2016-09-15,0.71,Capital Fund Management S.A.,NL0000360618,archive
TomTom N.V.,2016-09-15,1.0,Marshall Wace LLP,NL0000387058,archive
Galapagos NV,2016-09-15,0.32,Millennium International Management LP,BE0003818359,archive
Wereldhave N.V.,2016-09-15,0.5,Millennium International Management LP,NL0000289213,archive
Fugro N.V.,2016-09-14,1.29,"AQR Capital Management, LLC",NL0000352565,archive
PostNL N.V.,2016-09-14,0.69,BlackRock Investment Management (UK) Limited,NL0009739416,archive
Koninklijke Heijmans N.V.,2016-09-14,0.39,Susquehanna International Holdings LLC,NL0009269109,archive
Galapagos NV,2016-09-13,0.79,Millennium International Management LP,BE0003818359,archive
Wereldhave N.V.,2016-09-13,0.47,Millennium International Management LP,NL0000289213,archive
OCI N.V.,2016-09-12,0.8,"AQR Capital Management, LLC",NL0010558797,archive
Wereldhave N.V.,2016-09-12,0.49,Capital Fund Management S.A.,NL0000289213,archive
Koninklijke BAM Groep N.V.,2016-09-12,0.51,Linden Advisors LP,NL0000337319,archive
SBM Offshore N.V.,2016-09-12,0.6,Marshall Wace LLP,NL0000360618,archive
TomTom N.V.,2016-09-12,0.96,Marshall Wace LLP,NL0000387058,archive
Wereldhave N.V.,2016-09-12,0.5,Millennium International Management LP,NL0000289213,archive
Koninklijke Heijmans N.V.,2016-09-12,0.52,Susquehanna International Holdings LLC,NL0009269109,archive
SBM Offshore N.V.,2016-09-09,0.48,AKO Capital LLP,NL0000360618,archive
Fugro N.V.,2016-09-09,0.49,"WorldQuant, LLC",NL0000352565,archive
SBM Offshore N.V.,2016-09-08,0.73,AKO Capital LLP,NL0000360618,archive
Aperam S.A.,2016-09-08,1.27,CQS (UK) LLP,LU0569974404,archive
SBM Offshore N.V.,2016-09-08,0.69,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Galapagos NV,2016-09-08,0.59,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-09-07,0.48,"PDT Partners, LLC",NL0000360618,archive
Wereldhave N.V.,2016-09-06,0.51,Citadel Advisors LLC,NL0000289213,archive
Flow Traders Ltd.,2016-09-06,0.5,GSA Capital Partners LLP,NL0011279492,archive
Galapagos NV,2016-09-06,0.89,Millennium International Management LP,BE0003818359,archive
SBM Offshore N.V.,2016-09-05,2.67,"AQR Capital Management, LLC",NL0000360618,archive
PostNL N.V.,2016-09-05,0.7,BlackRock Investment Management (UK) Limited,NL0009739416,archive
SBM Offshore N.V.,2016-09-05,0.68,Capital Fund Management S.A.,NL0000360618,archive
SBM Offshore N.V.,2016-09-05,0.51,Marshall Wace LLP,NL0000360618,archive
Galapagos NV,2016-09-05,0.6,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-09-02,2.7,"AQR Capital Management, LLC",NL0000360618,archive
Galapagos NV,2016-09-02,0.59,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-09-02,0.69,Oxford Asset Management,NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-09-01,0.61,AHL Partners LLP,NL0000337319,archive
SBM Offshore N.V.,2016-09-01,0.7,Oxford Asset Management,NL0000360618,archive
Wereldhave N.V.,2016-08-31,0.59,Capital Fund Management S.A.,NL0000289213,archive
Fugro N.V.,2016-08-31,0.54,JPMorgan Asset Management (UK) Ltd.,NL0000352565,archive
Fugro N.V.,2016-08-30,0.47,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Aperam S.A.,2016-08-30,0.94,BNP Paribas S.A.,LU0569974404,archive
SBM Offshore N.V.,2016-08-30,0.79,"D.E. Shaw & Co., L.P.",NL0000360618,archive
ARCADIS N.V.,2016-08-29,0.46,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Fugro N.V.,2016-08-29,0.51,"WorldQuant, LLC",NL0000352565,archive
TKH Group N.V.,2016-08-26,0.47,AKO Capital LLP,NL0000852523,archive
TomTom N.V.,2016-08-26,0.59,"PDT Partners, LLC",NL0000387058,archive
TomTom N.V.,2016-08-25,0.6,"PDT Partners, LLC",NL0000387058,archive
AEGON Ltd.,2016-08-24,0.5,"AQR Capital Management, LLC",NL0000303709,archive
OCI N.V.,2016-08-24,0.71,"AQR Capital Management, LLC",NL0010558797,archive
SBM Offshore N.V.,2016-08-24,2.69,"AQR Capital Management, LLC",NL0000360618,archive
Galapagos NV,2016-08-24,0.91,Millennium International Management LP,BE0003818359,archive
TomTom N.V.,2016-08-24,0.59,"PDT Partners, LLC",NL0000387058,archive
Aperam S.A.,2016-08-23,0.38,"Basso Capital Management, L.P",LU0569974404,archive
ARCADIS N.V.,2016-08-23,0.55,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Galapagos NV,2016-08-23,0.89,Millennium International Management LP,BE0003818359,archive
Koninklijke BAM Groep N.V.,2016-08-22,0.5,AHL Partners LLP,NL0000337319,archive
Aalberts N.V.,2016-08-22,0.5,BlackRock Investment Management (UK) Limited,NL0000852564,archive
PostNL N.V.,2016-08-19,0.6,BlackRock Investment Management (UK) Limited,NL0009739416,archive
SBM Offshore N.V.,2016-08-18,0.45,AHL Partners LLP,NL0000360618,archive
TKH Group N.V.,2016-08-18,0.59,AKO Capital LLP,NL0000852523,archive
Fugro N.V.,2016-08-18,1.3,"AQR Capital Management, LLC",NL0000352565,archive
Aperam S.A.,2016-08-18,1.1,CQS (UK) LLP,LU0569974404,archive
TomTom N.V.,2016-08-18,1.0,Marshall Wace LLP,NL0000387058,archive
Galapagos NV,2016-08-18,0.92,Millennium International Management LP,BE0003818359,archive
TKH Group N.V.,2016-08-17,0.62,AKO Capital LLP,NL0000852523,archive
Koninklijke BAM Groep N.V.,2016-08-17,0.46,"Algert Global, LLC",NL0000337319,archive
Signify N.V.,2016-08-17,0.24,ENA Investment Capital LLP,NL0011821392,archive
Aperam S.A.,2016-08-16,1.5,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Fugro N.V.,2016-08-16,0.59,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Koninklijke BAM Groep N.V.,2016-08-16,0.69,Oxford Asset Management,NL0000337319,archive
PostNL N.V.,2016-08-15,0.52,BlackRock Investment Management (UK) Limited,NL0009739416,archive
SBM Offshore N.V.,2016-08-15,0.89,"D.E. Shaw & Co., L.P.",NL0000360618,archive
OCI N.V.,2016-08-12,0.63,"AQR Capital Management, LLC",NL0010558797,archive
Aperam S.A.,2016-08-11,0.83,BNP Paribas S.A.,LU0569974404,archive
Wereldhave N.V.,2016-08-11,0.49,Citadel Advisors LLC,NL0000289213,archive
SBM Offshore N.V.,2016-08-10,0.47,"BlackRock Institutional Trust Company, National Association",NL0000360618,archive
Fugro N.V.,2016-08-10,0.67,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Koninklijke BAM Groep N.V.,2016-08-10,0.63,Linden Advisors LP,NL0000337319,archive
TomTom N.V.,2016-08-09,0.9,Marshall Wace LLP,NL0000387058,archive
Galapagos NV,2016-08-09,0.8,Millennium International Management LP,BE0003818359,archive
ARCADIS N.V.,2016-08-08,0.68,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Koninklijke BAM Groep N.V.,2016-08-05,0.51,"Algert Global, LLC",NL0000337319,archive
Aperam S.A.,2016-08-05,1.0,CQS (UK) LLP,LU0569974404,archive
SBM Offshore N.V.,2016-08-05,0.5,"PDT Partners, LLC",NL0000360618,archive
TomTom N.V.,2016-08-05,0.64,"PDT Partners, LLC",NL0000387058,archive
SBM Offshore N.V.,2016-08-04,0.5,AHL Partners LLP,NL0000360618,archive
Fugro N.V.,2016-08-04,1.29,"AQR Capital Management, LLC",NL0000352565,archive
Koninklijke Vopak N.V.,2016-08-04,0.6,"AQR Capital Management, LLC",NL0009432491,archive
Fugro N.V.,2016-08-04,0.79,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Fugro N.V.,2016-08-04,0.93,Marshall Wace LLP,NL0000352565,archive
Koninklijke KPN N.V.,2016-08-03,0.7,"AQR Capital Management, LLC",NL0000009082,archive
SBM Offshore N.V.,2016-08-03,2.71,"AQR Capital Management, LLC",NL0000360618,archive
SBM Offshore N.V.,2016-08-03,0.5,"BlackRock Institutional Trust Company, National Association",NL0000360618,archive
SBM Offshore N.V.,2016-08-03,0.79,Capital Fund Management S.A.,NL0000360618,archive
Fugro N.V.,2016-08-03,0.89,Marshall Wace LLP,NL0000352565,archive
TomTom N.V.,2016-08-03,0.83,Marshall Wace LLP,NL0000387058,archive
Fugro N.V.,2016-08-02,1.3,"AQR Capital Management, LLC",NL0000352565,archive
Fugro N.V.,2016-08-02,0.8,BlackRock Investment Management (UK) Limited,NL0000352565,archive
SBM Offshore N.V.,2016-08-02,0.99,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Signify N.V.,2016-08-02,0.77,ENA Investment Capital LLP,NL0011821392,archive
TomTom N.V.,2016-08-02,0.71,"PDT Partners, LLC",NL0000387058,archive
Fugro N.V.,2016-08-02,1.46,UBS Asset Management (UK) Ltd.,NL0000352565,archive
OCI N.V.,2016-08-01,0.5,"AQR Capital Management, LLC",NL0010558797,archive
TomTom N.V.,2016-08-01,0.73,Marshall Wace LLP,NL0000387058,archive
Brunel International N.V.,2016-07-29,0.49,BlackRock Investment Management (UK) Limited,NL0010776944,archive
Galapagos NV,2016-07-29,0.77,Millennium International Management LP,BE0003818359,archive
TomTom N.V.,2016-07-29,0.6,"PDT Partners, LLC",NL0000387058,archive
PostNL N.V.,2016-07-28,0.49,Capital Fund Management S.A.,NL0009739416,archive
Signify N.V.,2016-07-28,0.62,ENA Investment Capital LLP,NL0011821392,archive
TomTom N.V.,2016-07-28,0.62,Marshall Wace LLP,NL0000387058,archive
Galapagos NV,2016-07-28,0.8,Millennium International Management LP,BE0003818359,archive
Aperam S.A.,2016-07-26,2.6,Adage Capital Management L.P.,LU0569974404,archive
TomTom N.V.,2016-07-26,0.47,AHL Partners LLP,NL0000387058,archive
TomTom N.V.,2016-07-26,0.36,"WorldQuant, LLC",NL0000387058,archive
Koninklijke Ahold Delhaize N.V.,2016-07-25,0.55,"AQR Capital Management, LLC",NL0011794037,archive
Koninklijke Ahold Delhaize N.V.,2016-07-25,0.0,Carlson Capital UK LLP,NL0010672325,archive
Koninklijke Ahold Delhaize N.V.,2016-07-25,0.0,Syquant Capital,NL0010672325,archive
TomTom N.V.,2016-07-25,0.56,"WorldQuant, LLC",NL0000387058,archive
Koninklijke Ahold Delhaize N.V.,2016-07-24,0.0,"AQR Capital Management, LLC",NL0010672325,archive
ARCADIS N.V.,2016-07-22,0.79,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Signify N.V.,2016-07-22,0.9,"Coatue Management, L.L.C.",NL0011821392,archive
TomTom N.V.,2016-07-22,0.53,Marshall Wace LLP,NL0000387058,archive
TomTom N.V.,2016-07-22,0.68,"WorldQuant, LLC",NL0000387058,archive
PostNL N.V.,2016-07-21,0.58,Capital Fund Management S.A.,NL0009739416,archive
Wereldhave N.V.,2016-07-21,0.5,Citadel Advisors LLC,NL0000289213,archive
Fugro N.V.,2016-07-21,0.98,Marshall Wace LLP,NL0000352565,archive
TomTom N.V.,2016-07-21,0.75,"WorldQuant, LLC",NL0000387058,archive
SBM Offshore N.V.,2016-07-20,1.09,"D.E. Shaw & Co., L.P.",NL0000360618,archive
SBM Offshore N.V.,2016-07-20,0.69,Oxford Asset Management,NL0000360618,archive
Koninklijke Ahold Delhaize N.V.,2016-07-19,0.85,"AQR Capital Management, LLC",NL0010672325,archive
Signify N.V.,2016-07-19,0.81,"Coatue Management, L.L.C.",NL0011821392,archive
Aperam S.A.,2016-07-19,0.94,CQS (UK) LLP,LU0569974404,archive
Koninklijke Ahold Delhaize N.V.,2016-07-18,0.0,"AQR Capital Management, LLC",NL0010672325,archive
Brunel International N.V.,2016-07-18,0.59,BlackRock Investment Management (UK) Limited,NL0010776944,archive
Fugro N.V.,2016-07-15,0.7,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Aperam S.A.,2016-07-15,0.71,BNP Paribas S.A.,LU0569974404,archive
Signify N.V.,2016-07-15,0.72,"Coatue Management, L.L.C.",NL0011821392,archive
Signify N.V.,2016-07-15,1.03,Tybourne Capital Management (HK) Limited,NL0011821392,archive
Aalberts N.V.,2016-07-14,0.47,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Signify N.V.,2016-07-14,0.68,"Coatue Management, L.L.C.",NL0011821392,archive
Koninklijke Ahold Delhaize N.V.,2016-07-14,0.45,Pine River Capital Management L.P.,NL0010672325,archive
Koninklijke Ahold Delhaize N.V.,2016-07-14,0.54,Syquant Capital,NL0010672325,archive
Signify N.V.,2016-07-14,0.89,Tybourne Capital Management (HK) Limited,NL0011821392,archive
SBM Offshore N.V.,2016-07-13,2.69,"AQR Capital Management, LLC",NL0000360618,archive
PostNL N.V.,2016-07-13,0.69,Capital Fund Management S.A.,NL0009739416,archive
SBM Offshore N.V.,2016-07-13,0.89,Capital Fund Management S.A.,NL0000360618,archive
Wereldhave N.V.,2016-07-13,0.69,Capital Fund Management S.A.,NL0000289213,archive
SBM Offshore N.V.,2016-07-13,1.19,"D.E. Shaw & Co., L.P.",NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-07-13,0.7,Oxford Asset Management,NL0000337319,archive
Koninklijke Ahold Delhaize N.V.,2016-07-13,0.92,Pine River Capital Management L.P.,NL0010672325,archive
Signify N.V.,2016-07-13,0.7,Tybourne Capital Management (HK) Limited,NL0011821392,archive
Aalberts N.V.,2016-07-12,0.56,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Brunel International N.V.,2016-07-12,0.65,BlackRock Investment Management (UK) Limited,NL0010776944,archive
Koninklijke BAM Groep N.V.,2016-07-12,0.49,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Signify N.V.,2016-07-12,0.41,ENA Investment Capital LLP,NL0011821392,archive
Koninklijke Ahold Delhaize N.V.,2016-07-12,0.87,Pine River Capital Management L.P.,NL0010672325,archive
TomTom N.V.,2016-07-08,0.5,AHL Partners LLP,NL0000387058,archive
Wereldhave N.V.,2016-07-08,0.7,Capital Fund Management S.A.,NL0000289213,archive
Signify N.V.,2016-07-08,0.53,"Coatue Management, L.L.C.",NL0011821392,archive
Signify N.V.,2016-07-08,0.5,ENA Investment Capital LLP,NL0011821392,archive
Aalberts N.V.,2016-07-07,0.69,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Wereldhave N.V.,2016-07-07,0.48,Citadel Advisors LLC,NL0000289213,archive
SBM Offshore N.V.,2016-07-07,0.47,"PDT Partners, LLC",NL0000360618,archive
Galapagos NV,2016-07-06,0.7,Millennium International Management LP,BE0003818359,archive
Koninklijke BAM Groep N.V.,2016-07-06,0.62,Oxford Asset Management,NL0000337319,archive
Aperam S.A.,2016-07-04,1.43,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Wereldhave N.V.,2016-07-04,0.5,Citadel Advisors LLC,NL0000289213,archive
SBM Offshore N.V.,2016-07-04,0.5,"PDT Partners, LLC",NL0000360618,archive
Aalberts N.V.,2016-07-01,0.78,BlackRock Investment Management (UK) Limited,NL0000852564,archive
SBM Offshore N.V.,2016-07-01,0.99,Capital Fund Management S.A.,NL0000360618,archive
Fugro N.V.,2016-07-01,1.39,UBS Asset Management (UK) Ltd.,NL0000352565,archive
SBM Offshore N.V.,2016-06-29,1.29,"D.E. Shaw & Co., L.P.",NL0000360618,archive
ArcelorMittal S.A.,2016-06-29,0.34,Odey Asset Management LLP,LU0323134006,archive
SBM Offshore N.V.,2016-06-29,0.49,"PDT Partners, LLC",NL0000360618,archive
Fugro N.V.,2016-06-29,1.23,UBS Asset Management (UK) Ltd.,NL0000352565,archive
TomTom N.V.,2016-06-29,0.88,"WorldQuant, LLC",NL0000387058,archive
Aalberts N.V.,2016-06-28,0.82,BlackRock Investment Management (UK) Limited,NL0000852564,archive
TomTom N.V.,2016-06-28,0.59,"PDT Partners, LLC",NL0000387058,archive
Fugro N.V.,2016-06-28,0.94,UBS Asset Management (UK) Ltd.,NL0000352565,archive
TomTom N.V.,2016-06-28,0.92,"WorldQuant, LLC",NL0000387058,archive
Koninklijke BAM Groep N.V.,2016-06-27,0.5,Oxford Asset Management,NL0000337319,archive
SBM Offshore N.V.,2016-06-27,0.7,Oxford Asset Management,NL0000360618,archive
TomTom N.V.,2016-06-27,0.63,"PDT Partners, LLC",NL0000387058,archive
ArcelorMittal S.A.,2016-06-27,0.4,UBS Asset Management (UK) Ltd.,LU0323134006,archive
Aperam S.A.,2016-06-24,2.75,Adage Capital Management L.P.,LU0569974404,archive
Aperam S.A.,2016-06-24,1.39,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Galapagos NV,2016-06-24,0.6,Oxford Asset Management,BE0003818359,archive
SBM Offshore N.V.,2016-06-24,0.5,"PDT Partners, LLC",NL0000360618,archive
Aperam S.A.,2016-06-23,1.4,"Angelo, Gordon & Co. L.P.",LU0569974404,archive
Corbion N.V.,2016-06-23,0.49,BlackRock Investment Management (UK) Limited,NL0010583399,archive
Koninklijke BAM Groep N.V.,2016-06-23,0.58,BlackRock Investment Management (UK) Limited,NL0000337319,archive
Aperam S.A.,2016-06-23,0.29,Polar Asset Management Partners Inc.,LU0569974404,archive
SBM Offshore N.V.,2016-06-22,1.08,Capital Fund Management S.A.,NL0000360618,archive
Koninklijke BAM Groep N.V.,2016-06-21,0.47,AHL Partners LLP,NL0000337319,archive
TomTom N.V.,2016-06-21,0.47,AHL Partners LLP,NL0000387058,archive
ARCADIS N.V.,2016-06-21,0.81,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Fugro N.V.,2016-06-21,0.69,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Koninklijke Ahold Delhaize N.V.,2016-06-21,1.21,Pine River Capital Management L.P.,NL0010672325,archive
Koninklijke BAM Groep N.V.,2016-06-21,0.47,"WorldQuant, LLC",NL0000337319,archive
TomTom N.V.,2016-06-21,0.81,"WorldQuant, LLC",NL0000387058,archive
ArcelorMittal S.A.,2016-06-20,1.35,"AQR Capital Management, LLC",LU0323134006,archive
Aalberts N.V.,2016-06-20,0.79,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Aperam S.A.,2016-06-20,0.67,BNP Paribas S.A.,LU0569974404,archive
SBM Offshore N.V.,2016-06-20,1.38,"D.E. Shaw & Co., L.P.",NL0000360618,archive
TomTom N.V.,2016-06-20,0.79,JPMorgan Asset Management (UK) Ltd.,NL0000387058,archive
Galapagos NV,2016-06-20,0.6,Millennium International Management LP,BE0003818359,archive
Aalberts N.V.,2016-06-17,0.8,BlackRock Investment Management (UK) Limited,NL0000852564,archive
Fugro N.V.,2016-06-17,1.09,Marshall Wace LLP,NL0000352565,archive
Galapagos NV,2016-06-17,0.57,Millennium International Management LP,BE0003818359,archive
Galapagos NV,2016-06-17,0.58,Oxford Asset Management,BE0003818359,archive
TomTom N.V.,2016-06-17,0.59,"PDT Partners, LLC",NL0000387058,archive
Aperam S.A.,2016-06-16,3.26,Adage Capital Management L.P.,LU0569974404,archive
ASML Holding N.V.,2016-06-16,0.48,"AQR Capital Management, LLC",NL0010273215,archive
ARCADIS N.V.,2016-06-16,0.74,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Galapagos NV,2016-06-16,0.48,Millennium International Management LP,BE0003818359,archive
TomTom N.V.,2016-06-16,0.6,"PDT Partners, LLC",NL0000387058,archive
TomTom N.V.,2016-06-16,0.72,"WorldQuant, LLC",NL0000387058,archive
Aperam S.A.,2016-06-15,3.45,Adage Capital Management L.P.,LU0569974404,archive
ASML Holding N.V.,2016-06-15,0.5,"AQR Capital Management, LLC",NL0010273215,archive
Brunel International N.V.,2016-06-15,0.7,BlackRock Investment Management (UK) Limited,NL0010776944,archive
Galapagos NV,2016-06-15,0.5,Millennium International Management LP,BE0003818359,archive
Koninklijke BAM Groep N.V.,2016-06-15,0.52,"WorldQuant, LLC",NL0000337319,archive
Aperam S.A.,2016-06-14,3.51,Adage Capital Management L.P.,LU0569974404,archive
Fugro N.V.,2016-06-14,0.71,BlackRock Investment Management (UK) Limited,NL0000352565,archive
Aperam S.A.,2016-06-13,3.75,Adage Capital Management L.P.,LU0569974404,archive
ArcelorMittal S.A.,2016-06-13,1.09,"AQR Capital Management, LLC",LU0323134006,archive
ARCADIS N.V.,2016-06-13,0.62,BlackRock Investment Management (UK) Limited,NL0006237562,archive
Koninklijke BAM Groep N.V.,2016-06-13,0.6,BlackRock Investment Management (UK) Limited,NL0000337319,archive
TomTom N.V.,2016-06-13,0.6,"WorldQuant, LLC",NL0000387058,archive
