issuer_name,position_date,isin,net_short_position,position_holder,source
The Magnum Ice Cream Company N.V.,2026-02-26,NL0015002MS2,1.01,Marshall Wace LLP,current
Signify N.V.,2026-02-26,NL0011821392,0.78,"PDT Partners, LLC",current
Akzo Nobel N.V.,2026-02-25,NL0013267909,1.14,AKO Capital LLP,current
DSM-Firmenich AG,2026-02-25,CH1216478797,1.12,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,2026-02-24,NL0010801007,1.29,"BlackRock Financial Management, Inc.",current
ARCADIS N.V.,2026-02-24,NL0006237562,0.7,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-02-24,NL0013267909,1.31,Davidson Kempner Capital Management LP,current
PostNL N.V.,2026-02-23,NL0009739416,0.61,Citadel Advisors LLC,current
Signify N.V.,2026-02-23,NL0011821392,1.63,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,2026-02-23,NL0015002MS2,0.91,Marshall Wace LLP,current
Signify N.V.,2026-02-23,NL0011821392,0.8,"PDT Partners, LLC",current
Signify N.V.,2026-02-20,NL0011821392,1.58,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-20,NL0000395903,0.6,"D. E. Shaw & Co., L.P.",current
Shell plc,2026-02-20,GB00BP6MXD84,0.7,"Elliott Investment Management, L.P",current
Signify N.V.,2026-02-20,NL0011821392,1.84,Marshall Wace LLP,current
ARCADIS N.V.,2026-02-20,NL0006237562,1.17,Squarepoint Ops LLC,current
Alfen N.V.,2026-02-19,NL0012817175,1.48,"D. E. Shaw & Co., L.P.",current
ARCADIS N.V.,2026-02-19,NL0006237562,0.62,"D. E. Shaw & Co., L.P.",current
InPost S.A.,2026-02-19,LU2290522684,0.7,"Two Sigma Investments, LP",current
Alfen N.V.,2026-02-19,NL0012817175,1.84,Voleon Capital Management LP,current
IMCD N.V.,2026-02-18,NL0010801007,1.39,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-02-18,NL0011821392,1.62,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-02-18,NL0013267909,1.23,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-02-18,NL0010801007,0.72,JPMorgan Asset Management (UK) Ltd.,current
The Magnum Ice Cream Company N.V.,2026-02-18,NL0015002MS2,0.81,Marshall Wace LLP,current
IMCD N.V.,2026-02-18,NL0010801007,0.63,"PDT Partners, LLC",current
Alfen N.V.,2026-02-18,NL0012817175,1.77,Voleon Capital Management LP,current
Alfen N.V.,2026-02-18,NL0012817175,3.25,"WorldQuant, LLC",current
Wereldhave N.V.,2026-02-17,NL0000289213,0.58,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-17,NL0000395903,0.59,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-02-17,NL0011821392,0.92,Eleva Capital SAS,current
DSM-Firmenich AG,2026-02-17,CH1216478797,1.07,Ilex Capital Partners (UK) LLP,current
Alfen N.V.,2026-02-17,NL0012817175,1.68,Voleon Capital Management LP,current
Alfen N.V.,2026-02-17,NL0012817175,3.11,"WorldQuant, LLC",current
Wereldhave N.V.,2026-02-16,NL0000289213,0.6,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-16,NL0000395903,0.6,"D. E. Shaw & Co., L.P.",current
DSM-Firmenich AG,2026-02-16,CH1216478797,1.12,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,2026-02-16,NL0015002MS2,0.7,Marshall Wace LLP,current
Wolters Kluwer N.V.,2026-02-13,NL0000395903,0.59,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-02-13,NL0009739416,0.79,Marshall Wace LLP,current
Signify N.V.,2026-02-13,NL0011821392,1.71,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-02-13,NL0015002MS2,0.68,Marshall Wace LLP,current
Theon International Plc,2026-02-13,CY0200751713,0.61,"Two Sigma Investments, LP",current
Alfen N.V.,2026-02-13,NL0012817175,1.51,Voleon Capital Management LP,current
Alfen N.V.,2026-02-13,NL0012817175,3.01,"WorldQuant, LLC",current
IMCD N.V.,2026-02-12,NL0010801007,0.73,"BlackRock Advisors, LLC",current
IMCD N.V.,2026-02-12,NL0010801007,1.45,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-02-12,NL0011821392,1.58,Citadel Advisors LLC,current
DSM-Firmenich AG,2026-02-12,CH1216478797,1.38,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,2026-02-12,NL0015002MS2,0.5,Marshall Wace LLP,current
Signify N.V.,2026-02-12,NL0011821392,0.78,"PDT Partners, LLC",current
InPost S.A.,2026-02-12,LU2290522684,0.6,"Two Sigma Investments, LP",current
Alfen N.V.,2026-02-12,NL0012817175,1.43,Voleon Capital Management LP,current
Alfen N.V.,2026-02-12,NL0012817175,2.9,"WorldQuant, LLC",current
IMCD N.V.,2026-02-11,NL0010801007,0.5,Acadian Asset Management LLC.,current
Akzo Nobel N.V.,2026-02-11,NL0013267909,1.08,AKO Capital LLP,current
IMCD N.V.,2026-02-11,NL0010801007,0.9,"BlackRock Advisors, LLC",current
Alfen N.V.,2026-02-11,NL0012817175,1.57,"D. E. Shaw & Co., L.P.",current
IMCD N.V.,2026-02-11,NL0010801007,0.6,"Two Sigma Investments, LP",current
Alfen N.V.,2026-02-11,NL0012817175,1.39,Voleon Capital Management LP,current
Wereldhave N.V.,2026-02-10,NL0000289213,0.58,Citadel Advisors LLC,current
PostNL N.V.,2026-02-10,NL0009739416,0.79,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-02-10,NL0013267909,1.1,Davidson Kempner Capital Management LP,current
Signify N.V.,2026-02-10,NL0011821392,1.64,Marshall Wace LLP,current
Theon International Plc,2026-02-10,CY0200751713,0.5,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,2026-02-10,NL0006237562,1.09,Squarepoint Ops LLC,current
Alfen N.V.,2026-02-10,NL0012817175,1.41,Voleon Capital Management LP,current
PostNL N.V.,2026-02-06,NL0009739416,0.59,Citadel Advisors LLC,current
Pharming Group N.V.,2026-02-06,NL0010391025,0.6,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2026-02-06,NL0011872650,1.59,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,2026-02-06,NL0010801007,0.5,"PDT Partners, LLC",current
ARCADIS N.V.,2026-02-05,NL0006237562,0.6,"AQR Capital Management, LLC",current
IMCD N.V.,2026-02-05,NL0010801007,1.05,"BlackRock Advisors, LLC",current
Signify N.V.,2026-02-05,NL0011821392,0.93,Citadel Advisors Europe Limited,current
Signify N.V.,2026-02-05,NL0011821392,1.6,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-02-05,NL0013267909,1.02,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-02-04,NL0010801007,1.5,"BlackRock Financial Management, Inc.",current
IMCD N.V.,2026-02-04,NL0010801007,0.66,Caisse de dépôt et placement du Québec,current
Pharming Group N.V.,2026-02-04,NL0010391025,0.59,"D. E. Shaw & Co., L.P.",current
Pharming Group N.V.,2026-02-04,NL0010391025,0.89,Lazard Asset Management LLC,current
PostNL N.V.,2026-02-04,NL0009739416,0.82,Marshall Wace LLP,current
Signify N.V.,2026-02-04,NL0011821392,1.51,Marshall Wace LLP,current
Alfen N.V.,2026-02-04,NL0012817175,1.38,Voleon Capital Management LP,current
Akzo Nobel N.V.,2026-02-03,NL0013267909,1.12,AKO Capital LLP,current
IMCD N.V.,2026-02-03,NL0010801007,0.9,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,2026-02-03,NL0011821392,0.8,Citadel Advisors Europe Limited,current
Signify N.V.,2026-02-03,NL0011821392,1.5,Citadel Advisors LLC,current
DSM-Firmenich AG,2026-02-03,CH1216478797,1.41,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,2026-02-03,NL0010391025,0.9,Lazard Asset Management LLC,current
CVC Capital Partners plc,2026-02-03,JE00BRX98089,0.5,Qube Research & Technologies Ltd.,current
Alfen N.V.,2026-02-03,NL0012817175,1.46,Voleon Capital Management LP,current
Signify N.V.,2026-02-02,NL0011821392,0.91,"AQR Capital Management, LLC",current
Pharming Group N.V.,2026-02-02,NL0010391025,0.66,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-02-02,NL0011821392,0.74,Citadel Advisors Europe Limited,current
Signify N.V.,2026-02-02,NL0011821392,1.42,Citadel Advisors LLC,current
ARCADIS N.V.,2026-02-02,NL0006237562,0.5,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-02-02,NL0013267909,0.93,Davidson Kempner Capital Management LP,current
Pharming Group N.V.,2026-02-02,NL0010391025,0.89,Lazard Asset Management LLC,current
PostNL N.V.,2026-02-02,NL0009739416,0.78,Marshall Wace LLP,current
Signify N.V.,2026-02-02,NL0011821392,1.45,Marshall Wace LLP,current
Signify N.V.,2026-02-02,NL0011821392,0.8,"PDT Partners, LLC",current
Universal Music Group N.V.,2026-01-30,NL0015000IY2,0.5,"AQR Capital Management, LLC",current
Signify N.V.,2026-01-30,NL0011821392,0.63,Citadel Advisors Europe Limited,current
Signify N.V.,2026-01-30,NL0011821392,1.25,Citadel Advisors LLC,current
Basic-Fit N.V.,2026-01-30,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-30,NL0011821392,1.39,Marshall Wace LLP,current
Signify N.V.,2026-01-30,NL0011821392,0.76,"PDT Partners, LLC",current
ARCADIS N.V.,2026-01-30,NL0006237562,1.19,Squarepoint Ops LLC,current
Pharming Group N.V.,2026-01-29,NL0010391025,0.72,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-01-29,NL0011821392,1.1,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-01-29,NL0013267909,0.8,Davidson Kempner Capital Management LP,current
Basic-Fit N.V.,2026-01-29,NL0011872650,1.68,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,2026-01-28,NL0010801007,1.1,"BlackRock Advisors, LLC",current
Signify N.V.,2026-01-28,NL0011821392,1.03,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-01-28,NL0000395903,0.61,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-01-28,NL0013267909,0.67,Davidson Kempner Capital Management LP,current
Akzo Nobel N.V.,2026-01-27,NL0013267909,1.07,AKO Capital LLP,current
IMCD N.V.,2026-01-27,NL0010801007,0.57,Caisse de dépôt et placement du Québec,current
Signify N.V.,2026-01-27,NL0011821392,0.9,Citadel Advisors LLC,current
Signify N.V.,2026-01-27,NL0011821392,0.78,Eleva Capital SAS,current
Basic-Fit N.V.,2026-01-27,NL0011872650,1.72,JPMorgan Asset Management (UK) Ltd.,current
PostNL N.V.,2026-01-26,NL0009739416,0.62,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-01-26,NL0013267909,0.51,Davidson Kempner Capital Management LP,current
Signify N.V.,2026-01-26,NL0011821392,1.49,Marshall Wace LLP,current
Alfen N.V.,2026-01-26,NL0012817175,1.5,Voleon Capital Management LP,current
Alfen N.V.,2026-01-26,NL0012817175,2.72,"WorldQuant, LLC",current
ARCADIS N.V.,2026-01-22,NL0006237562,0.5,"AQR Capital Management, LLC",current
Alfen N.V.,2026-01-22,NL0012817175,1.69,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-01-22,NL0009739416,0.89,"D. E. Shaw & Co., L.P.",current
Pharming Group N.V.,2026-01-22,NL0010391025,0.91,Lazard Asset Management LLC,current
Alfen N.V.,2026-01-22,NL0012817175,1.49,Voleon Capital Management LP,current
IMCD N.V.,2026-01-21,NL0010801007,1.02,"BlackRock Advisors, LLC",current
Pharming Group N.V.,2026-01-21,NL0010391025,0.87,Capstone Volatility Master (Cayman) Limited,current
PostNL N.V.,2026-01-21,NL0009739416,0.89,Marshall Wace LLP,current
IMCD N.V.,2026-01-21,NL0010801007,0.51,"Two Sigma Investments, LP",current
Alfen N.V.,2026-01-21,NL0012817175,2.61,"WorldQuant, LLC",current
Signify N.V.,2026-01-20,NL0011821392,0.81,Citadel Advisors LLC,current
Wereldhave N.V.,2026-01-20,NL0000289213,0.6,Citadel Advisors LLC,current
PostNL N.V.,2026-01-20,NL0009739416,0.9,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-19,NL0011821392,0.77,Citadel Advisors LLC,current
Alfen N.V.,2026-01-19,NL0012817175,1.55,Voleon Capital Management LP,current
Alfen N.V.,2026-01-19,NL0012817175,2.53,"WorldQuant, LLC",current
IMCD N.V.,2026-01-16,NL0010801007,1.4,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,2026-01-16,CH1216478797,1.38,Ilex Capital Partners (UK) LLP,current
PostNL N.V.,2026-01-16,NL0009739416,0.9,Marshall Wace LLP,current
PostNL N.V.,2026-01-15,NL0009739416,0.59,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-01-15,NL0000395903,0.51,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-14,NL0011821392,1.59,Marshall Wace LLP,current
ARCADIS N.V.,2026-01-14,NL0006237562,1.28,Squarepoint Ops LLC,current
PostNL N.V.,2026-01-13,NL0009739416,0.81,Marshall Wace LLP,current
ARCADIS N.V.,2026-01-13,NL0006237562,1.3,Squarepoint Ops LLC,current
Alfen N.V.,2026-01-13,NL0012817175,2.41,"WorldQuant, LLC",current
Alfen N.V.,2026-01-12,NL0012817175,1.7,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2026-01-12,NL0011872650,0.89,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,2026-01-12,NL0012817175,1.42,Voleon Capital Management LP,current
Alfen N.V.,2026-01-12,NL0012817175,2.37,"WorldQuant, LLC",current
Pharming Group N.V.,2026-01-09,NL0010391025,0.91,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-01-09,NL0011821392,0.6,Citadel Advisors LLC,current
Alfen N.V.,2026-01-09,NL0012817175,1.69,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-01-09,NL0009739416,0.88,"D. E. Shaw & Co., L.P.",current
Shell plc,2026-01-09,GB00BP6MXD84,0.6,"Elliott Investment Management, L.P",current
Signify N.V.,2026-01-09,NL0011821392,0.69,"PDT Partners, LLC",current
ARCADIS N.V.,2026-01-09,NL0006237562,1.29,Squarepoint Ops LLC,current
IMCD N.V.,2026-01-08,NL0010801007,1.39,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-01-08,NL0011821392,0.57,Citadel Advisors LLC,current
Alfen N.V.,2026-01-08,NL0012817175,1.7,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-01-08,NL0009739416,0.9,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-08,NL0011821392,0.7,"PDT Partners, LLC",current
Theon International Plc,2026-01-08,CY0200751713,0.59,"Two Sigma Investments, LP",current
Alfen N.V.,2026-01-08,NL0012817175,1.33,Voleon Capital Management LP,current
Alfen N.V.,2026-01-08,NL0012817175,2.23,"WorldQuant, LLC",current
PostNL N.V.,2026-01-07,NL0009739416,0.61,Citadel Advisors LLC,current
Signify N.V.,2026-01-07,NL0011821392,0.6,Citadel Advisors LLC,current
PostNL N.V.,2026-01-07,NL0009739416,0.89,"D. E. Shaw & Co., L.P.",current
IMCD N.V.,2026-01-06,NL0010801007,1.41,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-01-06,NL0011821392,1.67,Marshall Wace LLP,current
Theon International Plc,2026-01-06,CY0200751713,0.6,"Two Sigma Investments, LP",current
IMCD N.V.,2026-01-05,NL0010801007,1.39,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,2026-01-05,CH1216478797,1.4,Ilex Capital Partners (UK) LLP,current
Theon International Plc,2026-01-05,CY0200751713,0.59,"Two Sigma Investments, LP",current
Alfen N.V.,2026-01-05,NL0012817175,1.22,Voleon Capital Management LP,current
Alfen N.V.,2026-01-05,NL0012817175,2.14,"WorldQuant, LLC",current
Alfen N.V.,2026-01-02,NL0012817175,1.68,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-01-02,NL0009739416,0.78,Marshall Wace LLP,current
Signify N.V.,2026-01-02,NL0011821392,1.78,Marshall Wace LLP,current
InPost S.A.,2026-01-02,LU2290522684,0.54,"Two Sigma Investments, LP",current
Theon International Plc,2026-01-02,CY0200751713,0.6,"Two Sigma Investments, LP",current
Alfen N.V.,2026-01-02,NL0012817175,2.08,"WorldQuant, LLC",current
Signify N.V.,2025-12-30,NL0011821392,0.5,Citadel Advisors LLC,current
Alfen N.V.,2025-12-30,NL0012817175,1.18,Voleon Capital Management LP,current
Alfen N.V.,2025-12-30,NL0012817175,2.11,"WorldQuant, LLC",current
Alfen N.V.,2025-12-29,NL0012817175,1.77,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,2025-12-24,NL0012817175,1.02,Voleon Capital Management LP,current
IMCD N.V.,2025-12-23,NL0010801007,0.8,"Arrowstreet Capital, Limited Partnership",current
IMCD N.V.,2025-12-23,NL0010801007,1.4,"BlackRock Financial Management, Inc.",current
Akzo Nobel N.V.,2025-12-22,NL0013267909,0.62,LMR Partners LLP,current
Signify N.V.,2025-12-22,NL0011821392,1.88,Marshall Wace LLP,current
ArcelorMittal S.A.,2025-12-19,LU1598757687,0.5,"AQR Capital Management, LLC",current
Alfen N.V.,2025-12-19,NL0012817175,0.99,Voleon Capital Management LP,current
Fugro N.V.,2025-12-18,NL00150003E1,0.68,JPMorgan Asset Management (UK) Ltd.,current
PostNL N.V.,2025-12-17,NL0009739416,0.5,Citadel Advisors LLC,current
Basic-Fit N.V.,2025-12-17,NL0011872650,1.88,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,2025-12-16,NL0010801007,0.7,"Arrowstreet Capital, Limited Partnership",current
Alfen N.V.,2025-12-16,NL0012817175,2.0,"WorldQuant, LLC",current
DSM-Firmenich AG,2025-12-15,CH1216478797,1.3,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,2025-12-12,NL0010801007,1.39,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,2025-12-12,NL0000289213,0.59,Citadel Advisors LLC,current
PostNL N.V.,2025-12-12,NL0009739416,0.99,"D. E. Shaw & Co., L.P.",current
ARCADIS N.V.,2025-12-12,NL0006237562,1.3,Squarepoint Ops LLC,current
ARCADIS N.V.,2025-12-11,NL0006237562,1.29,Squarepoint Ops LLC,current
Alfen N.V.,2025-12-11,NL0012817175,1.93,"WorldQuant, LLC",current
Akzo Nobel N.V.,2025-12-10,NL0013267909,0.51,LMR Partners LLP,current
IMCD N.V.,2025-12-09,NL0010801007,1.4,"BlackRock Financial Management, Inc.",current
ARCADIS N.V.,2025-12-09,NL0006237562,1.3,Squarepoint Ops LLC,current
Alfen N.V.,2025-12-08,NL0012817175,1.8,"WorldQuant, LLC",current
IMCD N.V.,2025-12-05,NL0010801007,1.39,"BlackRock Financial Management, Inc.",current
Signify N.V.,2025-12-05,NL0011821392,1.9,Marshall Wace LLP,current
Signify N.V.,2025-12-04,NL0011821392,0.81,"AQR Capital Management, LLC",current
Signify N.V.,2025-12-04,NL0011821392,1.89,Marshall Wace LLP,current
Alfen N.V.,2025-12-04,NL0012817175,1.08,Voleon Capital Management LP,current
IMCD N.V.,2025-12-03,NL0010801007,1.4,"BlackRock Financial Management, Inc.",current
Pharming Group N.V.,2025-12-03,NL0010391025,0.83,Lazard Asset Management LLC,current
Alfen N.V.,2025-12-02,NL0012817175,1.74,"WorldQuant, LLC",current
Basic-Fit N.V.,2025-12-01,NL0011872650,0.99,"D. E. Shaw & Co., L.P.",current
Alfen N.V.,2025-12-01,NL0012817175,1.19,Voleon Capital Management LP,current
Alfen N.V.,2025-12-01,NL0012817175,1.69,"WorldQuant, LLC",current
IMCD N.V.,2025-11-28,NL0010801007,0.9,"BlackRock Advisors, LLC",current
Wereldhave N.V.,2025-11-28,NL0000289213,0.6,Citadel Advisors LLC,current
DSM-Firmenich AG,2025-11-28,CH1216478797,1.2,Ilex Capital Partners (UK) LLP,current
Alfen N.V.,2025-11-28,NL0012817175,1.78,"WorldQuant, LLC",current
Signify N.V.,2025-11-27,NL0011821392,1.71,Marshall Wace LLP,current
Alfen N.V.,2025-11-27,NL0012817175,1.27,Voleon Capital Management LP,current
Alfen N.V.,2025-11-27,NL0012817175,1.84,"WorldQuant, LLC",current
IMCD N.V.,2025-11-25,NL0010801007,0.89,"BlackRock Advisors, LLC",current
ARCADIS N.V.,2025-11-25,NL0006237562,1.2,Squarepoint Ops LLC,current
Alfen N.V.,2025-11-25,NL0012817175,1.36,Voleon Capital Management LP,current
Alfen N.V.,2025-11-25,NL0012817175,1.93,"WorldQuant, LLC",current
Alfen N.V.,2025-11-24,NL0012817175,1.82,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2025-11-24,NL0011872650,1.0,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2025-11-24,NL0011821392,1.62,Marshall Wace LLP,current
Alfen N.V.,2025-11-24,NL0012817175,1.41,Voleon Capital Management LP,current
Signify N.V.,2025-11-21,NL0011821392,0.61,Eleva Capital SAS,current
Shell plc,2025-11-21,GB00BP6MXD84,0.59,"Elliott Investment Management, L.P",current
PostNL N.V.,2025-11-21,NL0009739416,0.89,Marshall Wace LLP,current
Alfen N.V.,2025-11-21,NL0012817175,1.51,Voleon Capital Management LP,current
Alfen N.V.,2025-11-21,NL0012817175,1.85,"WorldQuant, LLC",current
Basic-Fit N.V.,2025-11-20,NL0011872650,1.9,JPMorgan Asset Management (UK) Ltd.,current
Signify N.V.,2025-11-20,NL0011821392,1.5,Marshall Wace LLP,current
Alfen N.V.,2025-11-20,NL0012817175,1.61,"WorldQuant, LLC",current
Signify N.V.,2025-11-19,NL0011821392,1.37,Marshall Wace LLP,current
Alfen N.V.,2025-11-19,NL0012817175,1.55,"WorldQuant, LLC",current
Signify N.V.,2025-11-18,NL0011821392,0.7,"AQR Capital Management, LLC",current
Pharming Group N.V.,2025-11-18,NL0010391025,1.02,Capstone Volatility Master (Cayman) Limited,current
Alfen N.V.,2025-11-18,NL0012817175,1.44,Voleon Capital Management LP,current
Akzo Nobel N.V.,2025-11-17,NL0013267909,1.11,AKO Capital LLP,current
Signify N.V.,2025-11-17,NL0011821392,1.24,Marshall Wace LLP,current
Alfen N.V.,2025-11-17,NL0012817175,1.41,"WorldQuant, LLC",current
Alfen N.V.,2025-11-14,NL0012817175,1.31,Voleon Capital Management LP,current
Alfen N.V.,2025-11-13,NL0012817175,1.74,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2025-11-13,NL0009739416,1.0,"D. E. Shaw & Co., L.P.",current
Wereldhave N.V.,2025-11-12,NL0000289213,0.59,Citadel Advisors LLC,current
DSM-Firmenich AG,2025-11-12,CH1216478797,1.11,Ilex Capital Partners (UK) LLP,current
Alfen N.V.,2025-11-12,NL0012817175,1.27,Voleon Capital Management LP,current
IMCD N.V.,2025-11-11,NL0010801007,0.99,"BlackRock Advisors, LLC",current
Signify N.V.,2025-11-11,NL0011821392,1.11,Marshall Wace LLP,current
ARCADIS N.V.,2025-11-11,NL0006237562,1.11,Squarepoint Ops LLC,current
Alfen N.V.,2025-11-10,NL0012817175,1.69,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2025-11-10,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",current
