position_holder,issuer_name,position_date,net_short_position,isin,source
Marshall Wace LLP,Signify N.V.,2026-04-22,1.76,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-04-22,1.09,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-21,1.3,NL0012969182,current
Canada Pension Plan Investment Board,Signify N.V.,2026-04-21,0.91,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-04-21,1.82,NL0011821392,current
Citadel Advisors LLC,Wereldhave N.V.,2026-04-21,0.7,NL0000289213,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2026-04-21,1.56,NL00150003E1,current
"PDT Partners, LLC",Signify N.V.,2026-04-21,0.88,NL0011821392,current
White Creek Capital LLP,ARCADIS N.V.,2026-04-21,0.61,NL0006237562,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-20,1.29,NL0012969182,current
Canada Pension Plan Investment Board,Signify N.V.,2026-04-20,0.87,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-04-20,2.0,NL0011821392,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-04-20,1.06,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2026-04-20,1.45,NL00150003E1,current
Linden Advisors LP,Basic-Fit N.V.,2026-04-20,0.7,NL0011872650,current
"O'Connor Alternative Investments, LLC",Akzo Nobel N.V.,2026-04-20,1.16,NL0013267909,current
White Creek Capital LLP,ARCADIS N.V.,2026-04-20,0.57,NL0006237562,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-04-17,0.89,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-04-17,2.22,NL0011821392,current
Citadel Advisors LLC,Sligro Food Group N.V.,2026-04-17,0.71,NL0000817179,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-04-17,1.12,NL0011872650,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-04-17,1.41,NL0013267909,current
Fosse Capital Partners LLP,Basic-Fit N.V.,2026-04-17,1.02,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2026-04-17,1.06,NL00150003E1,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-04-17,0.91,NL0010801007,current
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,2026-04-17,1.22,NL0013332471,current
Linden Advisors LP,Basic-Fit N.V.,2026-04-17,0.59,NL0011872650,current
Marshall Wace LLP,PostNL N.V.,2026-04-17,0.81,NL0009739416,current
"PDT Partners, LLC",Signify N.V.,2026-04-17,0.9,NL0011821392,current
Sculptor Capital Management Europe Limited,Basic-Fit N.V.,2026-04-17,0.6,NL0011872650,current
"Two Sigma Investments, LP",InPost S.A.,2026-04-17,1.47,LU2290522684,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-16,1.3,NL0012969182,current
Citadel Advisors LLC,Signify N.V.,2026-04-16,2.32,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-04-16,0.85,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-04-16,1.18,NL0010391025,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-04-15,1.23,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-04-15,0.76,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-04-15,1.2,NL0010391025,current
Marshall Wace LLP,Signify N.V.,2026-04-15,1.82,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-04-15,1.15,NL0015002MS2,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-04-14,0.97,NL0010801007,current
Fosse Capital Partners LLP,Basic-Fit N.V.,2026-04-14,1.23,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-04-14,0.66,NL0010801007,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-04-14,1.22,NL0015002MS2,current
"PDT Partners, LLC",PostNL N.V.,2026-04-14,0.5,NL0009739416,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-13,1.21,NL0012969182,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-04-13,1.01,NL0006237562,current
"AQR Capital Management, LLC",CVC Capital Partners plc,2026-04-13,0.71,JE00BRX98089,current
Citadel Advisors LLC,Sligro Food Group N.V.,2026-04-13,0.61,NL0000817179,current
"PDT Partners, LLC",IMCD N.V.,2026-04-13,0.89,NL0010801007,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-04-10,0.8,NL0000395903,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-04-10,1.38,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,2026-04-10,0.9,NL0010801007,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-09,1.13,NL0012969182,current
Citadel Advisors LLC,Signify N.V.,2026-04-09,2.42,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-04-09,1.0,CH1216478797,current
Numeric Investors LLC,NSI N.V.,2026-04-09,0.71,NL0012365084,current
"PDT Partners, LLC",IMCD N.V.,2026-04-09,0.89,NL0010801007,current
"AQR Capital Management, LLC",Aalberts N.V.,2026-04-08,0.61,NL0000852564,current
"AQR Capital Management, LLC",Signify N.V.,2026-04-08,1.22,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-04-08,2.39,NL0011821392,current
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,2026-04-08,0.5,NL0015002MS2,current
"Two Sigma Investments, LP",IMCD N.V.,2026-04-08,0.79,NL0010801007,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-04-07,0.66,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-04-07,1.0,NL0010801007,current
Capital Fund Management S.A.,IMCD N.V.,2026-04-07,0.76,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-04-07,2.41,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-04-07,0.69,NL0006237562,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-04-07,1.46,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,2026-04-02,1.0,NL0012969182,current
"AQR Capital Management, LLC",CVC Capital Partners plc,2026-04-02,0.61,JE00BRX98089,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-04-02,0.99,NL0010801007,current
Citadel Advisors LLC,Sligro Food Group N.V.,2026-04-02,0.5,NL0000817179,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-04-02,0.7,NL0006237562,current
Eleva Capital SAS,Basic-Fit N.V.,2026-04-02,0.62,NL0011872650,current
"AQR Capital Management, LLC",Signify N.V.,2026-04-01,1.1,NL0011821392,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-04-01,1.21,NL0010801007,current
Canada Pension Plan Investment Board,Signify N.V.,2026-04-01,0.74,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-04-01,2.36,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-04-01,0.69,NL0006237562,current
Eleva Capital SAS,Basic-Fit N.V.,2026-04-01,0.5,NL0011872650,current
Marshall Wace LLP,Signify N.V.,2026-04-01,1.79,NL0011821392,current
Capital Fund Management S.A.,IMCD N.V.,2026-03-31,0.62,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-03-31,2.4,NL0011821392,current
Eleva Capital SAS,Signify N.V.,2026-03-31,1.21,NL0011821392,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-30,0.9,NL0012969182,current
Eleva Capital SAS,Signify N.V.,2026-03-30,1.05,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-30,0.91,CH1216478797,current
Marshall Wace LLP,Signify N.V.,2026-03-30,1.87,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-30,1.59,NL0015002MS2,current
Numeric Investors LLC,NSI N.V.,2026-03-30,0.61,NL0012365084,current
"Two Sigma Investments, LP",Theon International Plc,2026-03-30,0.7,CY0200751713,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-03-27,0.9,NL0006237562,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-03-27,1.12,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-03-27,1.09,NL0010801007,current
Capital Fund Management S.A.,IMCD N.V.,2026-03-27,0.51,NL0010801007,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-03-27,0.7,NL0006237562,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-03-26,0.69,NL0006237562,current
Marshall Wace LLP,Signify N.V.,2026-03-26,1.96,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-26,1.5,LU2290522684,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-25,0.8,NL0012969182,current
"AQR Capital Management, LLC",CVC Capital Partners plc,2026-03-25,0.5,JE00BRX98089,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-25,0.82,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-03-24,0.56,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-24,1.14,NL0010391025,current
Marshall Wace LLP,Signify N.V.,2026-03-24,2.0,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-24,1.6,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,2026-03-24,0.9,NL0010801007,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-24,1.44,LU2290522684,current
"Two Sigma Investments, LP",Theon International Plc,2026-03-24,0.6,CY0200751713,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-23,0.72,NL0012969182,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-03-23,1.01,NL0010801007,current
"BlackRock Financial Management, Inc.",Signify N.V.,2026-03-23,0.6,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-03-23,2.3,NL0011821392,current
Marshall Wace LLP,PostNL N.V.,2026-03-23,0.7,NL0009739416,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-23,1.36,LU2290522684,current
"BlackRock Financial Management, Inc.",Signify N.V.,2026-03-20,0.58,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-20,0.75,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-20,1.52,NL0015002MS2,current
"Two Sigma Investments, LP",IMCD N.V.,2026-03-20,0.81,NL0010801007,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-20,1.26,LU2290522684,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-03-19,0.8,NL0006237562,current
Marshall Wace LLP,CVC Capital Partners plc,2026-03-19,0.6,JE00BRX98089,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-19,1.43,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-18,0.6,NL0012969182,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-18,0.87,CH1216478797,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-18,1.11,LU2290522684,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-16,1.3,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,2026-03-16,0.8,NL0010801007,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-13,0.52,NL0012969182,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-13,0.98,CH1216478797,current
Marshall Wace LLP,CVC Capital Partners plc,2026-03-13,0.52,JE00BRX98089,current
Canada Pension Plan Investment Board,Signify N.V.,2026-03-12,0.65,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-03-12,0.64,NL0010801007,current
Canada Pension Plan Investment Board,Signify N.V.,2026-03-11,0.57,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-03-11,2.24,NL0011821392,current
Marshall Wace LLP,Signify N.V.,2026-03-11,1.91,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-03-10,2.17,NL0011821392,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-10,0.96,NL0010391025,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-10,1.21,NL0015002MS2,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-10,1.03,LU2290522684,current
Citadel Advisors LLC,Signify N.V.,2026-03-09,2.06,NL0011821392,current
"Two Sigma Investments, LP",IMCD N.V.,2026-03-09,0.71,NL0010801007,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-03-06,0.7,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-03-06,1.88,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2026-03-06,0.81,NL00150003E1,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-03-05,1.1,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,2026-03-05,0.63,NL0000289213,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-05,1.11,NL0015002MS2,current
"AQR Capital Management, LLC",Aalberts N.V.,2026-03-04,0.52,NL0000852564,current
"AQR Capital Management, LLC",Signify N.V.,2026-03-04,1.03,NL0011821392,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-03-04,1.06,NL0010801007,current
Marshall Wace LLP,Signify N.V.,2026-03-04,1.87,NL0011821392,current
"PDT Partners, LLC",IMCD N.V.,2026-03-04,0.71,NL0010801007,current
"PDT Partners, LLC",Signify N.V.,2026-03-04,0.8,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-04,0.9,LU2290522684,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-03,1.03,CH1216478797,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-03,0.77,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,2026-03-03,0.69,NL0009739416,current
Marshall Wace LLP,Signify N.V.,2026-03-03,1.92,NL0011821392,current
Numeric Investors LLC,NSI N.V.,2026-03-03,0.52,NL0012365084,current
Citadel Advisors LLC,Signify N.V.,2026-03-02,1.7,NL0011821392,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-03-02,0.7,NL0000395903,current
"Two Sigma Investments, LP",Theon International Plc,2026-03-02,0.59,CY0200751713,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-27,0.69,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-27,1.18,NL0010801007,current
Marshall Wace LLP,Signify N.V.,2026-02-27,1.88,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-27,0.81,LU2290522684,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-02-26,0.71,NL0006237562,current
Marshall Wace LLP,Signify N.V.,2026-02-26,1.9,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-26,1.01,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,2026-02-26,0.78,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-25,1.12,CH1216478797,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-24,1.29,NL0010801007,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-24,0.7,NL0006237562,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-24,1.31,NL0013267909,current
Citadel Advisors LLC,Signify N.V.,2026-02-23,1.63,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-23,0.91,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,2026-02-23,0.8,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-02-20,1.58,NL0011821392,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-20,0.6,NL0000395903,current
"Elliott Investment Management, L.P",Shell plc,2026-02-20,0.7,GB00BP6MXD84,current
Marshall Wace LLP,Signify N.V.,2026-02-20,1.84,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-19,0.62,NL0006237562,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-19,0.7,LU2290522684,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-18,1.39,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-02-18,1.62,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-18,1.23,NL0013267909,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-02-18,0.72,NL0010801007,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-18,0.81,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,2026-02-18,0.63,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-17,0.58,NL0000289213,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-17,0.59,NL0000395903,current
Eleva Capital SAS,Signify N.V.,2026-02-17,0.92,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-17,1.07,CH1216478797,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-16,0.6,NL0000289213,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-16,0.6,NL0000395903,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-16,1.12,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-16,0.7,NL0015002MS2,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-13,0.59,NL0000395903,current
Marshall Wace LLP,PostNL N.V.,2026-02-13,0.79,NL0009739416,current
Marshall Wace LLP,Signify N.V.,2026-02-13,1.71,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-13,0.68,NL0015002MS2,current
"Two Sigma Investments, LP",Theon International Plc,2026-02-13,0.61,CY0200751713,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-12,0.73,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-12,1.45,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-02-12,1.58,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-12,1.38,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-12,0.5,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,2026-02-12,0.78,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-12,0.6,LU2290522684,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-11,0.9,NL0010801007,current
"Two Sigma Investments, LP",IMCD N.V.,2026-02-11,0.6,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-10,0.58,NL0000289213,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-10,1.1,NL0013267909,current
Marshall Wace LLP,Signify N.V.,2026-02-10,1.64,NL0011821392,current
"PDT Partners, LLC",IMCD N.V.,2026-02-06,0.5,NL0010801007,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-02-05,0.6,NL0006237562,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-05,1.05,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-02-05,1.6,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-05,1.02,NL0013267909,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-04,1.5,NL0010801007,current
Caisse de dépôt et placement du Québec,IMCD N.V.,2026-02-04,0.66,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-04,0.89,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,2026-02-04,0.82,NL0009739416,current
Marshall Wace LLP,Signify N.V.,2026-02-04,1.51,NL0011821392,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-02-03,0.9,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-02-03,1.5,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-03,1.41,CH1216478797,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-03,0.9,NL0010391025,current
"AQR Capital Management, LLC",Signify N.V.,2026-02-02,0.91,NL0011821392,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-02-02,0.66,NL0010391025,current
Citadel Advisors LLC,Signify N.V.,2026-02-02,1.42,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-02,0.5,NL0006237562,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-02,0.93,NL0013267909,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-02,0.89,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,2026-02-02,0.78,NL0009739416,current
Marshall Wace LLP,Signify N.V.,2026-02-02,1.45,NL0011821392,current
"PDT Partners, LLC",Signify N.V.,2026-02-02,0.8,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2026-01-30,1.25,NL0011821392,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-01-30,0.9,NL0011872650,current
Marshall Wace LLP,Signify N.V.,2026-01-30,1.39,NL0011821392,current
"PDT Partners, LLC",Signify N.V.,2026-01-30,0.76,NL0011821392,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-29,0.72,NL0010391025,current
Citadel Advisors LLC,Signify N.V.,2026-01-29,1.1,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-29,0.8,NL0013267909,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-01-28,1.1,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-01-28,1.03,NL0011821392,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-01-28,0.61,NL0000395903,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-28,0.67,NL0013267909,current
Caisse de dépôt et placement du Québec,IMCD N.V.,2026-01-27,0.57,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2026-01-27,0.9,NL0011821392,current
Eleva Capital SAS,Signify N.V.,2026-01-27,0.78,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-26,0.51,NL0013267909,current
Marshall Wace LLP,Signify N.V.,2026-01-26,1.49,NL0011821392,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-01-22,0.5,NL0006237562,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-01-22,0.91,NL0010391025,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-01-21,1.02,NL0010801007,current
