position_holder,issuer_name,position_date,isin,net_short_position,source
Capital Fund Management S.A.,TKH Group N.V.,2025-08-12,NL0000852523,0.46,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-08-12,NL0010391025,0.58,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-08-12,NL0015002AG2,0.87,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-08-12,NL0010391025,0.57,archive
"PDT Partners, LLC",Fugro N.V.,2025-08-12,NL00150003E1,0.7,archive
Syquant Capital,MFE-MEDIAFOREUROPE N.V.,2025-08-12,NL0015001OJ9,0.69,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2025-08-12,NL0011872650,0.71,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-08-11,NL0000888691,0.55,archive
Citadel Advisors LLC,PostNL N.V.,2025-08-11,NL0009739416,0.77,archive
Marshall Wace LLP,Randstad N.V.,2025-08-11,NL0000379121,0.7,archive
Millennium International Management LP,Fugro N.V.,2025-08-11,NL00150003E1,0.72,archive
Millennium International Management LP,Pharming Group N.V.,2025-08-11,NL0010391025,1.48,archive
Squarepoint Ops LLC,Signify N.V.,2025-08-11,NL0011821392,0.5,archive
Syquant Capital,MFE-MEDIAFOREUROPE N.V.,2025-08-11,NL0015001OJ9,0.55,archive
"WorldQuant, LLC",Fugro N.V.,2025-08-11,NL00150003E1,0.5,archive
Balyasny Asset Management (UK) LLP,Pharming Group N.V.,2025-08-08,NL0010391025,0.6,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-08-08,NL0015002AG2,0.6,archive
"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2025-08-08,NL0000888691,0.49,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-08-08,NL0010391025,0.48,archive
Eleva Capital SAS,ARCADIS N.V.,2025-08-08,NL0006237562,0.51,archive
Marshall Wace LLP,InPost S.A.,2025-08-08,LU2290522684,0.9,archive
Squarepoint Ops LLC,Signify N.V.,2025-08-08,NL0011821392,0.49,archive
Voleon Capital Management LP,Alfen N.V.,2025-08-08,NL0012817175,1.46,archive
"BlackRock Advisors, LLC",Signify N.V.,2025-08-07,NL0011821392,0.7,archive
"BlackRock Institutional Trust Company, National Association",IMCD N.V.,2025-08-07,NL0010801007,0.5,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-08-07,NL0012817175,1.78,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-08-06,NL0000888691,0.61,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-08-06,NL0015002AG2,0.59,archive
"Connor, Clark & Lunn Investment Management Ltd.",Avantium N.V.,2025-08-06,NL0015002IE0,0.68,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2025-08-06,NL0012866412,0.49,archive
GSA Capital Partners LLP,Alfen N.V.,2025-08-06,NL0012817175,0.5,archive
Marshall Wace LLP,ArcelorMittal S.A.,2025-08-06,LU1598757687,0.49,archive
Voleon Capital Management LP,Avantium N.V.,2025-08-06,NL0015002IE0,1.48,archive
Canada Pension Plan Investment Board,Universal Music Group N.V.,2025-08-05,NL0015000IY2,0.48,archive
Citadel Advisors LLC,Havas N.V.,2025-08-05,NL0015002AH0,0.61,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-08-05,NL0015002AG2,0.75,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-08-05,NL0010391025,0.56,archive
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2025-08-05,NL0011872650,1.77,archive
Millennium International Management LP,Pharming Group N.V.,2025-08-05,NL0010391025,1.53,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-08-04,NL0015002AG2,0.82,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-08-04,NL0010391025,0.69,archive
Marshall Wace LLP,ArcelorMittal S.A.,2025-08-04,LU1598757687,0.5,archive
"PDT Partners, LLC",Alfen N.V.,2025-08-04,NL0012817175,2.28,archive
"PDT Partners, LLC",PostNL N.V.,2025-08-04,NL0009739416,0.5,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2025-08-01,NL0000360618,0.7,archive
Citadel Advisors LLC,Brunel International N.V.,2025-08-01,NL0010776944,0.54,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-08-01,NL0012866412,0.68,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-08-01,NL0010391025,0.86,archive
Marshall Wace LLP,Brunel International N.V.,2025-08-01,NL0010776944,0.52,archive
Millennium International Management LP,Fugro N.V.,2025-08-01,NL00150003E1,0.6,archive
"PDT Partners, LLC",Fugro N.V.,2025-08-01,NL00150003E1,0.65,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-08-01,NL0012817175,0.49,archive
Voleon Capital Management LP,Avantium N.V.,2025-08-01,NL0015002IE0,1.59,archive
"Arrowstreet Capital, Limited Partnership",Galapagos NV,2025-07-31,BE0003818359,1.79,archive
Citadel Advisors LLC,Signify N.V.,2025-07-31,NL0011821392,0.99,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-31,NL0015002AG2,0.94,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-31,NL0010391025,0.98,archive
Marshall Wace LLP,InPost S.A.,2025-07-31,LU2290522684,0.82,archive
Millennium International Management LP,Aperam S.A.,2025-07-31,LU0569974404,0.47,archive
Millennium International Management LP,Fugro N.V.,2025-07-31,NL00150003E1,0.55,archive
Voleon Capital Management LP,Alfen N.V.,2025-07-31,NL0012817175,1.53,archive
Amber Capital UK LLP,MFE-MEDIAFOREUROPE N.V.,2025-07-30,NL0015001OI1,0.0,archive
"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,2025-07-30,NL0013267909,0.49,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-30,NL0015002AG2,0.86,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-30,NL0010391025,1.32,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-30,NL0010391025,1.64,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-30,NL0012817175,0.5,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-30,NL0015002IE0,1.6,archive
Canada Pension Plan Investment Board,Universal Music Group N.V.,2025-07-29,NL0015000IY2,0.5,archive
Citadel Advisors LLC,Havas N.V.,2025-07-29,NL0015002AH0,0.5,archive
Citadel Advisors LLC,Signify N.V.,2025-07-29,NL0011821392,0.89,archive
"D. E. Shaw & Co., L.P.",Signify N.V.,2025-07-29,NL0011821392,0.51,archive
JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,2025-07-29,NL0011872650,1.64,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-29,NL0000009082,0.88,archive
"PDT Partners, LLC",Basic-Fit N.V.,2025-07-29,NL0011872650,0.53,archive
Acadian Asset Management LLC.,Basic-Fit N.V.,2025-07-28,NL0011872650,0.59,archive
Amber Capital UK LLP,MFE-MEDIAFOREUROPE N.V.,2025-07-28,NL0015001OI1,0.79,archive
"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,2025-07-28,NL0012866412,0.5,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2025-07-28,NL0011872650,0.44,archive
Citadel Advisors LLC,Signify N.V.,2025-07-28,NL0011821392,0.98,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-07-28,NL0012817175,1.87,archive
Marshall Wace LLP,Randstad N.V.,2025-07-28,NL0000379121,0.6,archive
Millennium International Management LP,Aperam S.A.,2025-07-28,LU0569974404,0.51,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-07-25,NL0010391025,0.49,archive
Citadel Advisors LLC,Signify N.V.,2025-07-25,NL0011821392,1.06,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-25,NL0015002AG2,0.76,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-07-25,NL0012866412,0.75,archive
Squarepoint Ops LLC,Signify N.V.,2025-07-25,NL0011821392,0.52,archive
"AQR Capital Management, LLC",IMCD N.V.,2025-07-24,NL0010801007,0.5,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2025-07-24,NL0011872650,0.56,archive
Capital Fund Management S.A.,TKH Group N.V.,2025-07-24,NL0000852523,0.58,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-24,NL0015002AG2,0.85,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-24,NL0000009082,0.97,archive
Millennium Capital (DIFC) Limited,Alfen N.V.,2025-07-24,NL0012817175,0.02,archive
Millennium International Management LP,Alfen N.V.,2025-07-24,NL0012817175,0.46,archive
"PDT Partners, LLC",Basic-Fit N.V.,2025-07-24,NL0011872650,0.49,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-24,NL0012817175,0.49,archive
Qube Research & Technologies Ltd.,Galapagos NV,2025-07-24,BE0003818359,0.67,archive
Wellington Management International Ltd.,Basic-Fit N.V.,2025-07-24,NL0011872650,0.65,archive
Citadel Advisors LLC,PostNL N.V.,2025-07-23,NL0009739416,0.87,archive
Citadel Advisors LLC,Signify N.V.,2025-07-23,NL0011821392,1.18,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-23,NL0015002AG2,0.9,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-07-23,NL0012817175,1.97,archive
Marshall Wace LLP,TKH Group N.V.,2025-07-23,NL0000852523,0.49,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-23,NL0012817175,0.65,archive
Voleon Capital Management LP,Alfen N.V.,2025-07-23,NL0012817175,1.41,archive
Voleon Capital Management LP,PostNL N.V.,2025-07-23,NL0009739416,0.49,archive
Winton Capital Management Limited,AMG Critical Materials N.V.,2025-07-23,NL0000888691,0.48,archive
"BlackRock Advisors, LLC",Signify N.V.,2025-07-22,NL0011821392,0.6,archive
Citadel Advisors LLC,ArcelorMittal S.A.,2025-07-22,LU1598757687,0.49,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-07-22,NL0010391025,0.59,archive
Citadel Advisors LLC,Signify N.V.,2025-07-22,NL0011821392,1.2,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-22,NL0015002AG2,0.88,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-07-22,NL0012866412,0.88,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-22,NL0010391025,1.2,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-22,NL0010391025,1.56,archive
Numeric Investors LLC,OCI N.V.,2025-07-22,NL0010558797,0.76,archive
AKO Capital LLP,Akzo Nobel N.V.,2025-07-21,NL0013267909,1.41,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-07-21,NL0000888691,0.58,archive
Citadel Advisors LLC,ArcelorMittal S.A.,2025-07-21,LU1598757687,0.5,archive
Citadel Advisors LLC,Signify N.V.,2025-07-21,NL0011821392,1.18,archive
Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2025-07-21,NL0015002AG2,0.5,archive
"Connor, Clark & Lunn Investment Management Ltd.",Avantium N.V.,2025-07-21,NL0015002IE0,0.78,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-07-21,NL0012866412,0.9,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-21,NL0010391025,1.16,archive
"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,2025-07-18,NL0012866412,0.48,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-07-18,NL0000888691,0.66,archive
Citadel Advisors LLC,Signify N.V.,2025-07-18,NL0011821392,1.2,archive
Marshall Wace LLP,Heineken N.V.,2025-07-18,NL0000009165,0.48,archive
Marshall Wace LLP,InPost S.A.,2025-07-18,LU2290522684,0.7,archive
Marshall Wace LLP,Randstad N.V.,2025-07-18,NL0000379121,0.52,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-18,NL0010391025,1.68,archive
"PDT Partners, LLC",Basic-Fit N.V.,2025-07-18,NL0011872650,0.5,archive
Voleon Capital Management LP,Alfen N.V.,2025-07-18,NL0012817175,1.3,archive
"BlackRock Advisors, LLC",Akzo Nobel N.V.,2025-07-17,NL0013267909,0.5,archive
"BlackRock Advisors, LLC",Signify N.V.,2025-07-17,NL0011821392,0.5,archive
Citadel Advisors LLC,Galapagos NV,2025-07-17,BE0003818359,0.48,archive
Citadel Advisors LLC,PostNL N.V.,2025-07-17,NL0009739416,0.9,archive
Citadel Advisors LLC,Signify N.V.,2025-07-17,NL0011821392,1.19,archive
Marshall Wace LLP,TKH Group N.V.,2025-07-17,NL0000852523,0.58,archive
Millennium International Management LP,Alfen N.V.,2025-07-17,NL0012817175,0.84,archive
"PDT Partners, LLC",Alfen N.V.,2025-07-17,NL0012817175,2.39,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-17,NL0015002IE0,1.51,archive
Winton Capital Management Limited,AMG Critical Materials N.V.,2025-07-17,NL0000888691,0.5,archive
"AQR Capital Management, LLC",IMCD N.V.,2025-07-16,NL0010801007,0.49,archive
BlackRock Investment Management (UK) Limited,Fugro N.V.,2025-07-16,NL00150003E1,0.7,archive
Marshall Wace LLP,Fugro N.V.,2025-07-16,NL00150003E1,0.45,archive
Marshall Wace LLP,PostNL N.V.,2025-07-16,NL0009739416,0.59,archive
"PDT Partners, LLC",BE Semiconductor Industries N.V.,2025-07-16,NL0012866412,0.47,archive
"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,2025-07-15,NL0012866412,0.59,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-07-15,NL0010391025,0.69,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2025-07-15,NL0000009538,0.49,archive
Millennium International Management LP,Alfen N.V.,2025-07-15,NL0012817175,0.7,archive
Numeric Investors LLC,BE Semiconductor Industries N.V.,2025-07-15,NL0012866412,0.58,archive
"PDT Partners, LLC",BE Semiconductor Industries N.V.,2025-07-15,NL0012866412,0.5,archive
Qube Research & Technologies Ltd.,Galapagos NV,2025-07-15,BE0003818359,0.57,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-07-14,NL0000888691,0.73,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-14,NL0000009082,1.01,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-14,NL0010391025,1.77,archive
"PDT Partners, LLC",BE Semiconductor Industries N.V.,2025-07-14,NL0012866412,0.49,archive
Voleon Capital Management LP,Alfen N.V.,2025-07-14,NL0012817175,1.22,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-14,NL0015002IE0,1.43,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-07-11,NL0010391025,0.78,archive
Marshall Wace LLP,Fugro N.V.,2025-07-11,NL00150003E1,0.59,archive
Millennium International Management LP,Alfen N.V.,2025-07-11,NL0012817175,0.6,archive
Acadian Asset Management LLC.,Basic-Fit N.V.,2025-07-10,NL0011872650,0.69,archive
"Arrowstreet Capital, Limited Partnership",BE Semiconductor Industries N.V.,2025-07-10,NL0012866412,1.07,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-07-10,NL0000888691,0.69,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-10,NL0010391025,1.01,archive
"PDT Partners, LLC",Alfen N.V.,2025-07-10,NL0012817175,2.46,archive
AKO Capital LLP,Akzo Nobel N.V.,2025-07-09,NL0013267909,1.32,archive
Citadel Advisors LLC,Galapagos NV,2025-07-09,BE0003818359,0.58,archive
Kintbury Capital LLP,InPost S.A.,2025-07-09,LU2290522684,0.59,archive
Marshall Wace LLP,Fugro N.V.,2025-07-09,NL00150003E1,0.66,archive
Marshall Wace LLP,TKH Group N.V.,2025-07-09,NL0000852523,0.68,archive
Numeric Investors LLC,BE Semiconductor Industries N.V.,2025-07-09,NL0012866412,0.66,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-09,NL0015002IE0,1.33,archive
Citadel Advisors Europe Limited,Signify N.V.,2025-07-08,NL0011821392,0.49,archive
"Connor, Clark & Lunn Investment Management Ltd.",Avantium N.V.,2025-07-08,NL0015002IE0,0.87,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-08,NL0000009082,0.96,archive
Millennium International Management LP,Alfen N.V.,2025-07-08,NL0012817175,0.5,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-08,NL0010391025,1.86,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-08,NL0015002IE0,1.29,archive
Citadel Advisors Europe Limited,ArcelorMittal S.A.,2025-07-07,LU1598757687,0.47,archive
Citadel Advisors LLC,OCI N.V.,2025-07-07,NL0010558797,0.47,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-07,NL0010391025,0.91,archive
Marshall Wace LLP,Fugro N.V.,2025-07-07,NL00150003E1,0.79,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-07,NL0000009082,1.0,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2025-07-07,NL0000009538,0.59,archive
Numeric Investors LLC,BE Semiconductor Industries N.V.,2025-07-07,NL0012866412,0.75,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-07,NL0012817175,0.71,archive
Citadel Advisors LLC,PostNL N.V.,2025-07-04,NL0009739416,0.84,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-04,NL0010391025,0.84,archive
Marshall Wace LLP,InPost S.A.,2025-07-04,LU2290522684,0.69,archive
Marshall Wace LLP,Koninklijke KPN N.V.,2025-07-04,NL0000009082,0.99,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2025-07-04,NL0000009538,0.6,archive
Millennium Capital (DIFC) Limited,Alfen N.V.,2025-07-04,NL0012817175,0.66,archive
"PDT Partners, LLC",BE Semiconductor Industries N.V.,2025-07-04,NL0012866412,0.5,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-04,NL0012817175,0.69,archive
Voleon Capital Management LP,Alfen N.V.,2025-07-04,NL0012817175,1.1,archive
"AQR Capital Management, LLC",Akzo Nobel N.V.,2025-07-03,NL0013267909,0.59,archive
"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,2025-07-03,NL0013267909,0.59,archive
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-07-03,NL0010801007,0.49,archive
"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2025-07-03,NL0000888691,0.59,archive
Marshall Wace LLP,Koninklijke Philips N.V.,2025-07-03,NL0000009538,0.59,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-03,NL0015002IE0,1.11,archive
Voleon Capital Management LP,PostNL N.V.,2025-07-03,NL0009739416,0.59,archive
AKO Capital LLP,Akzo Nobel N.V.,2025-07-02,NL0013267909,1.29,archive
"Arrowstreet Capital, Limited Partnership",Galapagos NV,2025-07-02,BE0003818359,1.8,archive
Citadel Advisors Europe Limited,ArcelorMittal S.A.,2025-07-02,LU1598757687,0.5,archive
Citadel Advisors LLC,OCI N.V.,2025-07-02,NL0010558797,0.56,archive
"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,2025-07-02,NL0012866412,0.59,archive
Millennium International Management LP,Pharming Group N.V.,2025-07-02,NL0010391025,1.98,archive
Numeric Investors LLC,BE Semiconductor Industries N.V.,2025-07-02,NL0012866412,0.88,archive
Numeric Investors LLC,OCI N.V.,2025-07-02,NL0010558797,0.8,archive
"PDT Partners, LLC",Alfen N.V.,2025-07-02,NL0012817175,2.58,archive
Qube Research & Technologies Ltd.,Alfen N.V.,2025-07-02,NL0012817175,0.77,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-02,NL0015002IE0,0.9,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2025-07-01,NL0000360618,0.6,archive
"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,2025-07-01,NL0013267909,0.6,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-07-01,NL0000888691,0.82,archive
"D. E. Shaw & Co., L.P.",Pharming Group N.V.,2025-07-01,NL0010391025,0.72,archive
Marshall Wace LLP,InPost S.A.,2025-07-01,LU2290522684,0.7,archive
Voleon Capital Management LP,Avantium N.V.,2025-07-01,NL0015002IE0,0.84,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-06-30,NL0010391025,0.8,archive
Citadel Advisors LLC,PostNL N.V.,2025-06-30,NL0009739416,0.71,archive
Citadel Advisors LLC,Signify N.V.,2025-06-30,NL0011821392,1.36,archive
Marshall Wace LLP,Fugro N.V.,2025-06-30,NL00150003E1,0.81,archive
Voleon Capital Management LP,Alfen N.V.,2025-06-30,NL0012817175,1.01,archive
"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,2025-06-27,NL0013267909,0.59,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-06-27,NL0000888691,0.71,archive
"D. E. Shaw & Co., L.P.",Alfen N.V.,2025-06-27,NL0012817175,2.06,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-06-27,NL0012866412,0.89,archive
Millennium International Management LP,Pharming Group N.V.,2025-06-27,NL0010391025,2.01,archive
Millennium International Management LP,Signify N.V.,2025-06-27,NL0011821392,0.48,archive
"PDT Partners, LLC",Alfen N.V.,2025-06-27,NL0012817175,2.69,archive
Voleon Capital Management LP,Avantium N.V.,2025-06-27,NL0015002IE0,0.7,archive
Acadian Asset Management LLC.,Basic-Fit N.V.,2025-06-26,NL0011872650,0.78,archive
Actus Ray Partners Limited,AMG Critical Materials N.V.,2025-06-26,NL0000888691,0.77,archive
"BlackRock Financial Management, Inc.",Akzo Nobel N.V.,2025-06-26,NL0013267909,0.6,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,2025-06-26,NL0000888691,0.6,archive
Citadel Advisors LLC,Brunel International N.V.,2025-06-26,NL0010776944,0.49,archive
Citadel Advisors LLC,Pharming Group N.V.,2025-06-26,NL0010391025,0.71,archive
"D. E. Shaw & Co., L.P.",BE Semiconductor Industries N.V.,2025-06-26,NL0012866412,0.9,archive
