issuer_name,position_holder,position_date,isin,net_short_position,source
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-06-10,NL0011872650,0.83,current
Pharming Group N.V.,Walleye Capital LLC,2026-06-10,NL0010391025,1.1,current
IMCD N.V.,Capital Fund Management S.A.,2026-06-09,NL0010801007,0.9,current
Signify N.V.,Citadel Advisors LLC,2026-06-09,NL0011821392,1.59,current
Wereldhave N.V.,Citadel Advisors LLC,2026-06-09,NL0000289213,1.0,current
Akzo Nobel N.V.,LMR Partners LLP,2026-06-09,NL0013267909,1.12,current
Theon International Plc,"Two Sigma Investments, LP",2026-06-09,CY0200751713,0.77,current
Akzo Nobel N.V.,LMR Partners LLP,2026-06-08,NL0013267909,1.08,current
Signify N.V.,"PDT Partners, LLC",2026-06-08,NL0011821392,1.2,current
Signify N.V.,"BlackRock Institutional Trust Company, National Association",2026-06-05,NL0011821392,0.51,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-06-05,NL0013267909,1.24,current
Signify N.V.,Marshall Wace LLP,2026-06-05,NL0011821392,1.59,current
Akzo Nobel N.V.,"BlackRock Advisors, LLC",2026-06-04,NL0013267909,0.65,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-06-04,NL0013267909,1.17,current
Akzo Nobel N.V.,LMR Partners LLP,2026-06-04,NL0013267909,0.91,current
Signify N.V.,Squarepoint Ops LLC,2026-06-04,NL0011821392,0.62,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-06-03,NL0013267909,1.02,current
Akzo Nobel N.V.,LMR Partners LLP,2026-06-03,NL0013267909,0.83,current
DSM-Firmenich AG,Marshall Wace LLP,2026-06-03,CH1216478797,0.91,current
Pharming Group N.V.,Whitebox Advisors LLC,2026-06-03,NL0010391025,0.58,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-06-02,NL00150003E1,2.2,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-06-02,NL0011872650,0.79,current
Pharming Group N.V.,Walleye Capital LLC,2026-06-02,NL0010391025,1.02,current
NSI N.V.,Numeric Investors LLC,2026-06-01,NL0012365084,0.81,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-05-29,NL0010801007,0.69,current
Signify N.V.,"BlackRock Financial Management, Inc.",2026-05-29,NL0011821392,0.83,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-05-29,NL0013267909,0.58,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-05-29,CH1216478797,1.85,current
DSM-Firmenich AG,Marshall Wace LLP,2026-05-29,CH1216478797,0.85,current
Signify N.V.,"PDT Partners, LLC",2026-05-29,NL0011821392,1.11,current
Signify N.V.,Squarepoint Ops LLC,2026-05-29,NL0011821392,0.5,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-29,NL0010391025,1.09,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-05-28,NL0013267909,0.66,current
Basic-Fit N.V.,Linden Advisors LP,2026-05-28,NL0011872650,0.87,current
Pharming Group N.V.,Walleye Capital LLC,2026-05-28,NL0010391025,0.92,current
Wereldhave N.V.,Citadel Advisors LLC,2026-05-27,NL0000289213,0.91,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-05-27,NL0013267909,1.01,current
NSI N.V.,Numeric Investors LLC,2026-05-27,NL0012365084,0.79,current
Signify N.V.,"AQR Capital Management, LLC",2026-05-26,NL0011821392,1.18,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",2026-05-26,NL0010801007,1.3,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-26,NL0010801007,0.8,current
Signify N.V.,Marshall Wace LLP,2026-05-26,NL0011821392,1.6,current
IMCD N.V.,"PDT Partners, LLC",2026-05-25,NL0010801007,0.8,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-05-25,NL0011872650,0.8,current
Fugro N.V.,"Algert Global, LLC",2026-05-22,NL00150003E1,0.53,current
Signify N.V.,Citadel Advisors LLC,2026-05-22,NL0011821392,1.6,current
DSM-Firmenich AG,Marshall Wace LLP,2026-05-22,CH1216478797,0.78,current
IMCD N.V.,"PDT Partners, LLC",2026-05-22,NL0010801007,0.79,current
Pharming Group N.V.,Walleye Capital LLC,2026-05-22,NL0010391025,0.8,current
Signify N.V.,Canada Pension Plan Investment Board,2026-05-21,NL0011821392,1.0,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-05-21,CH1216478797,1.71,current
DSM-Firmenich AG,Marshall Wace LLP,2026-05-21,CH1216478797,0.6,current
Signify N.V.,Marshall Wace LLP,2026-05-21,NL0011821392,1.58,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-21,NL0010391025,0.99,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-20,NL0010391025,1.0,current
Basic-Fit N.V.,Linden Advisors LP,2026-05-19,NL0011872650,0.9,current
Signify N.V.,"PDT Partners, LLC",2026-05-19,NL0011821392,1.0,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-05-18,NL0006237562,0.99,current
Signify N.V.,Citadel Advisors LLC,2026-05-18,NL0011821392,1.59,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-05-15,NL0010801007,0.79,current
Wereldhave N.V.,Citadel Advisors LLC,2026-05-15,NL0000289213,0.82,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-14,NL0010801007,0.78,current
IMCD N.V.,"PDT Partners, LLC",2026-05-14,NL0010801007,0.8,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-05-14,NL0011872650,0.77,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-13,NL0010801007,0.8,current
Signify N.V.,Citadel Advisors LLC,2026-05-13,NL0011821392,1.61,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-13,NL0010391025,0.91,current
Pharming Group N.V.,Walleye Capital LLC,2026-05-13,NL0010391025,0.74,current
Signify N.V.,"BlackRock Financial Management, Inc.",2026-05-12,NL0011821392,0.71,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-12,NL0010801007,0.79,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-05-12,NL0010391025,0.82,current
NSI N.V.,Numeric Investors LLC,2026-05-12,NL0012365084,0.8,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-11,NL0010801007,0.8,current
Wereldhave N.V.,Citadel Advisors LLC,2026-05-11,NL0000289213,0.7,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-11,NL0010391025,0.86,current
Theon International Plc,"Two Sigma Investments, LP",2026-05-11,CY0200751713,0.8,current
Pharming Group N.V.,Walleye Capital LLC,2026-05-11,NL0010391025,0.63,current
Signify N.V.,Citadel Advisors LLC,2026-05-08,NL0011821392,1.5,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-05-08,NL0013267909,1.72,current
Pharming Group N.V.,"Two Sigma Investments, LP",2026-05-08,NL0010391025,0.75,current
Pharming Group N.V.,Walleye Capital LLC,2026-05-08,NL0010391025,0.53,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-05-07,NL0010391025,0.76,current
Signify N.V.,Marshall Wace LLP,2026-05-07,NL0011821392,1.69,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-06,NL0010801007,0.79,current
Signify N.V.,Citadel Advisors LLC,2026-05-06,NL0011821392,1.41,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-05-06,CH1216478797,1.4,current
IMCD N.V.,"PDT Partners, LLC",2026-05-06,NL0010801007,0.77,current
Signify N.V.,"PDT Partners, LLC",2026-05-06,NL0011821392,0.9,current
Signify N.V.,Citadel Advisors LLC,2026-05-05,NL0011821392,1.36,current
Signify N.V.,Marshall Wace LLP,2026-05-05,NL0011821392,1.76,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-05-05,NL0011872650,0.65,current
IMCD N.V.,Capital Fund Management S.A.,2026-05-04,NL0010801007,0.81,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-05-04,NL0013267909,1.61,current
Signify N.V.,"PDT Partners, LLC",2026-04-30,NL0011821392,0.89,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-04-30,NL0011872650,0.59,current
Signify N.V.,Citadel Advisors LLC,2026-04-29,NL0011821392,1.29,current
Sligro Food Group N.V.,Citadel Advisors LLC,2026-04-29,NL0000817179,0.9,current
Signify N.V.,"PDT Partners, LLC",2026-04-29,NL0011821392,0.9,current
Signify N.V.,Citadel Advisors LLC,2026-04-28,NL0011821392,1.32,current
Signify N.V.,Marshall Wace LLP,2026-04-28,NL0011821392,1.8,current
Signify N.V.,Citadel Advisors LLC,2026-04-27,NL0011821392,1.43,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-04-27,CH1216478797,1.3,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-27,NL00150003E1,2.15,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-24,NL00150003E1,2.06,current
Basic-Fit N.V.,Linden Advisors LP,2026-04-24,NL0011872650,0.82,current
Signify N.V.,Citadel Advisors LLC,2026-04-23,NL0011821392,1.68,current
Sligro Food Group N.V.,Citadel Advisors LLC,2026-04-23,NL0000817179,0.8,current
Basic-Fit N.V.,Eleva Capital SAS,2026-04-23,NL0011872650,0.84,current
Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,2026-04-22,NL0010391025,0.77,current
Signify N.V.,Citadel Advisors LLC,2026-04-22,NL0011821392,1.71,current
Wereldhave N.V.,Citadel Advisors LLC,2026-04-22,NL0000289213,0.68,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-04-22,NL0013267909,1.55,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-22,NL00150003E1,1.73,current
Signify N.V.,Marshall Wace LLP,2026-04-22,NL0011821392,1.76,current
Signify N.V.,Canada Pension Plan Investment Board,2026-04-21,NL0011821392,0.91,current
Signify N.V.,Citadel Advisors LLC,2026-04-21,NL0011821392,1.82,current
Wereldhave N.V.,Citadel Advisors LLC,2026-04-21,NL0000289213,0.7,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-21,NL00150003E1,1.56,current
Signify N.V.,"PDT Partners, LLC",2026-04-21,NL0011821392,0.88,current
Signify N.V.,Canada Pension Plan Investment Board,2026-04-20,NL0011821392,0.87,current
Signify N.V.,Citadel Advisors LLC,2026-04-20,NL0011821392,2.0,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-20,NL00150003E1,1.45,current
Basic-Fit N.V.,Linden Advisors LP,2026-04-20,NL0011872650,0.7,current
Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",2026-04-20,NL0013267909,1.16,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-04-17,NL0010801007,0.89,current
Signify N.V.,Citadel Advisors LLC,2026-04-17,NL0011821392,2.22,current
Sligro Food Group N.V.,Citadel Advisors LLC,2026-04-17,NL0000817179,0.71,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-04-17,NL0013267909,1.41,current
Basic-Fit N.V.,Fosse Capital Partners LLP,2026-04-17,NL0011872650,1.02,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-17,NL00150003E1,1.06,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-17,NL0010801007,0.91,current
Basic-Fit N.V.,Linden Advisors LP,2026-04-17,NL0011872650,0.59,current
Signify N.V.,"PDT Partners, LLC",2026-04-17,NL0011821392,0.9,current
Basic-Fit N.V.,Sculptor Capital Management Europe Limited,2026-04-17,NL0011872650,0.6,current
Signify N.V.,Citadel Advisors LLC,2026-04-16,NL0011821392,2.32,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-16,NL0010801007,0.85,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-04-16,NL0010391025,1.18,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-04-15,CH1216478797,1.23,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-15,NL0010801007,0.76,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-04-15,NL0010391025,1.2,current
Signify N.V.,Marshall Wace LLP,2026-04-15,NL0011821392,1.82,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-04-14,NL0010801007,0.97,current
Basic-Fit N.V.,Fosse Capital Partners LLP,2026-04-14,NL0011872650,1.23,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-04-14,NL0010801007,0.66,current
PostNL N.V.,"PDT Partners, LLC",2026-04-14,NL0009739416,0.5,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-04-13,NL0006237562,1.01,current
Sligro Food Group N.V.,Citadel Advisors LLC,2026-04-13,NL0000817179,0.61,current
IMCD N.V.,"PDT Partners, LLC",2026-04-13,NL0010801007,0.89,current
IMCD N.V.,"PDT Partners, LLC",2026-04-10,NL0010801007,0.9,current
Signify N.V.,Citadel Advisors LLC,2026-04-09,NL0011821392,2.42,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-04-09,CH1216478797,1.0,current
NSI N.V.,Numeric Investors LLC,2026-04-09,NL0012365084,0.71,current
IMCD N.V.,"PDT Partners, LLC",2026-04-09,NL0010801007,0.89,current
Signify N.V.,"AQR Capital Management, LLC",2026-04-08,NL0011821392,1.22,current
Signify N.V.,Citadel Advisors LLC,2026-04-08,NL0011821392,2.39,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-04-07,NL0010801007,1.0,current
IMCD N.V.,Capital Fund Management S.A.,2026-04-07,NL0010801007,0.76,current
Signify N.V.,Citadel Advisors LLC,2026-04-07,NL0011821392,2.41,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-04-02,NL0010801007,0.99,current
Sligro Food Group N.V.,Citadel Advisors LLC,2026-04-02,NL0000817179,0.5,current
Basic-Fit N.V.,Eleva Capital SAS,2026-04-02,NL0011872650,0.62,current
Signify N.V.,"AQR Capital Management, LLC",2026-04-01,NL0011821392,1.1,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",2026-04-01,NL0010801007,1.21,current
Signify N.V.,Canada Pension Plan Investment Board,2026-04-01,NL0011821392,0.74,current
Signify N.V.,Citadel Advisors LLC,2026-04-01,NL0011821392,2.36,current
Basic-Fit N.V.,Eleva Capital SAS,2026-04-01,NL0011872650,0.5,current
Signify N.V.,Marshall Wace LLP,2026-04-01,NL0011821392,1.79,current
IMCD N.V.,Capital Fund Management S.A.,2026-03-31,NL0010801007,0.62,current
Signify N.V.,Citadel Advisors LLC,2026-03-31,NL0011821392,2.4,current
Signify N.V.,Eleva Capital SAS,2026-03-31,NL0011821392,1.21,current
Signify N.V.,Eleva Capital SAS,2026-03-30,NL0011821392,1.05,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-30,CH1216478797,0.91,current
Signify N.V.,Marshall Wace LLP,2026-03-30,NL0011821392,1.87,current
NSI N.V.,Numeric Investors LLC,2026-03-30,NL0012365084,0.61,current
Theon International Plc,"Two Sigma Investments, LP",2026-03-30,CY0200751713,0.7,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-03-27,NL0006237562,0.9,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",2026-03-27,NL0010801007,1.12,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-03-27,NL0010801007,1.09,current
IMCD N.V.,Capital Fund Management S.A.,2026-03-27,NL0010801007,0.51,current
Signify N.V.,Marshall Wace LLP,2026-03-26,NL0011821392,1.96,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-25,CH1216478797,0.82,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-03-24,NL0010801007,0.56,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-03-24,NL0010391025,1.14,current
Signify N.V.,Marshall Wace LLP,2026-03-24,NL0011821392,2.0,current
IMCD N.V.,"PDT Partners, LLC",2026-03-24,NL0010801007,0.9,current
Theon International Plc,"Two Sigma Investments, LP",2026-03-24,CY0200751713,0.6,current
IMCD N.V.,"Arrowstreet Capital, Limited Partnership",2026-03-23,NL0010801007,1.01,current
Signify N.V.,"BlackRock Financial Management, Inc.",2026-03-23,NL0011821392,0.6,current
Signify N.V.,Citadel Advisors LLC,2026-03-23,NL0011821392,2.3,current
Signify N.V.,"BlackRock Financial Management, Inc.",2026-03-20,NL0011821392,0.58,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-20,CH1216478797,0.75,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-03-19,NL0006237562,0.8,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-18,CH1216478797,0.87,current
IMCD N.V.,"PDT Partners, LLC",2026-03-16,NL0010801007,0.8,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-13,CH1216478797,0.98,current
Signify N.V.,Canada Pension Plan Investment Board,2026-03-12,NL0011821392,0.65,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-03-12,NL0010801007,0.64,current
Signify N.V.,Canada Pension Plan Investment Board,2026-03-11,NL0011821392,0.57,current
Signify N.V.,Citadel Advisors LLC,2026-03-11,NL0011821392,2.24,current
Signify N.V.,Marshall Wace LLP,2026-03-11,NL0011821392,1.91,current
Signify N.V.,Citadel Advisors LLC,2026-03-10,NL0011821392,2.17,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-03-10,NL0010391025,0.96,current
Signify N.V.,Citadel Advisors LLC,2026-03-09,NL0011821392,2.06,current
Signify N.V.,Citadel Advisors LLC,2026-03-06,NL0011821392,1.88,current
Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,2026-03-06,NL00150003E1,0.81,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-03-05,NL0010801007,1.1,current
Wereldhave N.V.,Citadel Advisors LLC,2026-03-05,NL0000289213,0.63,current
Signify N.V.,"AQR Capital Management, LLC",2026-03-04,NL0011821392,1.03,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-03-04,NL0010801007,1.06,current
Signify N.V.,Marshall Wace LLP,2026-03-04,NL0011821392,1.87,current
IMCD N.V.,"PDT Partners, LLC",2026-03-04,NL0010801007,0.71,current
Signify N.V.,"PDT Partners, LLC",2026-03-04,NL0011821392,0.8,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-03-03,CH1216478797,1.03,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-03-03,NL0010391025,0.77,current
Signify N.V.,Marshall Wace LLP,2026-03-03,NL0011821392,1.92,current
NSI N.V.,Numeric Investors LLC,2026-03-03,NL0012365084,0.52,current
Signify N.V.,Citadel Advisors LLC,2026-03-02,NL0011821392,1.7,current
Theon International Plc,"Two Sigma Investments, LP",2026-03-02,CY0200751713,0.59,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-02-27,NL0010801007,1.18,current
Signify N.V.,Marshall Wace LLP,2026-02-27,NL0011821392,1.88,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-02-26,NL0006237562,0.71,current
Signify N.V.,Marshall Wace LLP,2026-02-26,NL0011821392,1.9,current
Signify N.V.,"PDT Partners, LLC",2026-02-26,NL0011821392,0.78,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-02-25,CH1216478797,1.12,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-02-24,NL0010801007,1.29,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-02-24,NL0013267909,1.31,current
Signify N.V.,Citadel Advisors LLC,2026-02-23,NL0011821392,1.63,current
Signify N.V.,"PDT Partners, LLC",2026-02-23,NL0011821392,0.8,current
Signify N.V.,Citadel Advisors LLC,2026-02-20,NL0011821392,1.58,current
Shell plc,"Elliott Investment Management, L.P",2026-02-20,GB00BP6MXD84,0.7,current
Signify N.V.,Marshall Wace LLP,2026-02-20,NL0011821392,1.84,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-02-18,NL0010801007,1.39,current
Signify N.V.,Citadel Advisors LLC,2026-02-18,NL0011821392,1.62,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-02-18,NL0013267909,1.23,current
IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,2026-02-18,NL0010801007,0.72,current
IMCD N.V.,"PDT Partners, LLC",2026-02-18,NL0010801007,0.63,current
Wereldhave N.V.,Citadel Advisors LLC,2026-02-17,NL0000289213,0.58,current
Signify N.V.,Eleva Capital SAS,2026-02-17,NL0011821392,0.92,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-02-17,CH1216478797,1.07,current
Wereldhave N.V.,Citadel Advisors LLC,2026-02-16,NL0000289213,0.6,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-02-16,CH1216478797,1.12,current
Signify N.V.,Marshall Wace LLP,2026-02-13,NL0011821392,1.71,current
Theon International Plc,"Two Sigma Investments, LP",2026-02-13,CY0200751713,0.61,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-02-12,NL0010801007,1.45,current
Signify N.V.,Citadel Advisors LLC,2026-02-12,NL0011821392,1.58,current
DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,2026-02-12,CH1216478797,1.38,current
Signify N.V.,"PDT Partners, LLC",2026-02-12,NL0011821392,0.78,current
Wereldhave N.V.,Citadel Advisors LLC,2026-02-10,NL0000289213,0.58,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-02-10,NL0013267909,1.1,current
Signify N.V.,Marshall Wace LLP,2026-02-10,NL0011821392,1.64,current
IMCD N.V.,"PDT Partners, LLC",2026-02-06,NL0010801007,0.5,current
ARCADIS N.V.,"AQR Capital Management, LLC",2026-02-05,NL0006237562,0.6,current
Signify N.V.,Citadel Advisors LLC,2026-02-05,NL0011821392,1.6,current
Akzo Nobel N.V.,Davidson Kempner Capital Management LP,2026-02-05,NL0013267909,1.02,current
IMCD N.V.,"BlackRock Financial Management, Inc.",2026-02-04,NL0010801007,1.5,current
IMCD N.V.,Caisse de dépôt et placement du Québec,2026-02-04,NL0010801007,0.66,current
Pharming Group N.V.,Lazard Asset Management LLC,2026-02-04,NL0010391025,0.89,current
