position_holder,net_short_position,position_date,isin,issuer_name,source
"D. E. Shaw & Co., L.P.",0.6,2025-08-13,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.86,2025-08-13,LU2290522684,InPost S.A.,archive
Marshall Wace LLP,0.78,2025-08-13,NL0000009082,Koninklijke KPN N.V.,archive
Qube Research & Technologies Ltd.,0.5,2025-08-13,NL0010776944,Brunel International N.V.,archive
Syquant Capital,0.79,2025-08-13,NL0015001OJ9,MFE-MEDIAFOREUROPE N.V.,archive
Voleon Capital Management LP,1.51,2025-08-13,NL0015002IE0,Avantium N.V.,archive
Balyasny Asset Management (UK) LLP,0.95,2025-08-12,NL0010391025,Pharming Group N.V.,archive
Capital Fund Management S.A.,0.46,2025-08-12,NL0000852523,TKH Group N.V.,archive
Citadel Advisors LLC,0.58,2025-08-12,NL0010391025,Pharming Group N.V.,archive
Citadel Securities (Europe) Limited,0.87,2025-08-12,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.57,2025-08-12,NL0010391025,Pharming Group N.V.,archive
"PDT Partners, LLC",0.7,2025-08-12,NL00150003E1,Fugro N.V.,archive
Syquant Capital,0.69,2025-08-12,NL0015001OJ9,MFE-MEDIAFOREUROPE N.V.,archive
Wellington Management International Ltd.,0.71,2025-08-12,NL0011872650,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.55,2025-08-11,NL0000888691,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.77,2025-08-11,NL0009739416,PostNL N.V.,archive
Marshall Wace LLP,0.7,2025-08-11,NL0000379121,Randstad N.V.,archive
Millennium International Management LP,0.72,2025-08-11,NL00150003E1,Fugro N.V.,archive
Millennium International Management LP,1.48,2025-08-11,NL0010391025,Pharming Group N.V.,archive
Squarepoint Ops LLC,0.5,2025-08-11,NL0011821392,Signify N.V.,archive
Syquant Capital,0.55,2025-08-11,NL0015001OJ9,MFE-MEDIAFOREUROPE N.V.,archive
"WorldQuant, LLC",0.5,2025-08-11,NL00150003E1,Fugro N.V.,archive
Balyasny Asset Management (UK) LLP,0.6,2025-08-08,NL0010391025,Pharming Group N.V.,archive
Citadel Securities (Europe) Limited,0.6,2025-08-08,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.49,2025-08-08,NL0000888691,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",0.48,2025-08-08,NL0010391025,Pharming Group N.V.,archive
Eleva Capital SAS,0.51,2025-08-08,NL0006237562,ARCADIS N.V.,archive
Marshall Wace LLP,0.9,2025-08-08,LU2290522684,InPost S.A.,archive
Squarepoint Ops LLC,0.49,2025-08-08,NL0011821392,Signify N.V.,archive
Voleon Capital Management LP,1.46,2025-08-08,NL0012817175,Alfen N.V.,archive
"BlackRock Advisors, LLC",0.7,2025-08-07,NL0011821392,Signify N.V.,archive
"BlackRock Institutional Trust Company, National Association",0.5,2025-08-07,NL0010801007,IMCD N.V.,archive
"D. E. Shaw & Co., L.P.",1.78,2025-08-07,NL0012817175,Alfen N.V.,archive
Citadel Advisors LLC,0.61,2025-08-06,NL0000888691,AMG Critical Materials N.V.,archive
Citadel Securities (Europe) Limited,0.59,2025-08-06,NL0015002AG2,Ebusco Holding N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.68,2025-08-06,NL0015002IE0,Avantium N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2025-08-06,NL0012866412,BE Semiconductor Industries N.V.,archive
GSA Capital Partners LLP,0.5,2025-08-06,NL0012817175,Alfen N.V.,archive
Marshall Wace LLP,0.49,2025-08-06,LU1598757687,ArcelorMittal S.A.,archive
Voleon Capital Management LP,1.48,2025-08-06,NL0015002IE0,Avantium N.V.,archive
Canada Pension Plan Investment Board,0.48,2025-08-05,NL0015000IY2,Universal Music Group N.V.,archive
Citadel Advisors LLC,0.61,2025-08-05,NL0015002AH0,Havas N.V.,archive
Citadel Securities (Europe) Limited,0.75,2025-08-05,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.56,2025-08-05,NL0010391025,Pharming Group N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.77,2025-08-05,NL0011872650,Basic-Fit N.V.,archive
Millennium International Management LP,1.53,2025-08-05,NL0010391025,Pharming Group N.V.,archive
Citadel Securities (Europe) Limited,0.82,2025-08-04,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.69,2025-08-04,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.5,2025-08-04,LU1598757687,ArcelorMittal S.A.,archive
"PDT Partners, LLC",2.28,2025-08-04,NL0012817175,Alfen N.V.,archive
"PDT Partners, LLC",0.5,2025-08-04,NL0009739416,PostNL N.V.,archive
"AQR Capital Management, LLC",0.7,2025-08-01,NL0000360618,SBM Offshore N.V.,archive
Citadel Advisors LLC,0.54,2025-08-01,NL0010776944,Brunel International N.V.,archive
"D. E. Shaw & Co., L.P.",0.68,2025-08-01,NL0012866412,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",0.86,2025-08-01,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.52,2025-08-01,NL0010776944,Brunel International N.V.,archive
Millennium International Management LP,0.6,2025-08-01,NL00150003E1,Fugro N.V.,archive
"PDT Partners, LLC",0.65,2025-08-01,NL00150003E1,Fugro N.V.,archive
Qube Research & Technologies Ltd.,0.49,2025-08-01,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.59,2025-08-01,NL0015002IE0,Avantium N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.79,2025-07-31,BE0003818359,Galapagos NV,archive
Citadel Advisors LLC,0.99,2025-07-31,NL0011821392,Signify N.V.,archive
Citadel Securities (Europe) Limited,0.94,2025-07-31,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.98,2025-07-31,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.82,2025-07-31,LU2290522684,InPost S.A.,archive
Millennium International Management LP,0.47,2025-07-31,LU0569974404,Aperam S.A.,archive
Millennium International Management LP,0.55,2025-07-31,NL00150003E1,Fugro N.V.,archive
Voleon Capital Management LP,1.53,2025-07-31,NL0012817175,Alfen N.V.,archive
Amber Capital UK LLP,0.0,2025-07-30,NL0015001OI1,MFE-MEDIAFOREUROPE N.V.,archive
"BlackRock Financial Management, Inc.",0.49,2025-07-30,NL0013267909,Akzo Nobel N.V.,archive
Citadel Securities (Europe) Limited,0.86,2025-07-30,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",1.32,2025-07-30,NL0010391025,Pharming Group N.V.,archive
Millennium International Management LP,1.64,2025-07-30,NL0010391025,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,0.5,2025-07-30,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.6,2025-07-30,NL0015002IE0,Avantium N.V.,archive
Canada Pension Plan Investment Board,0.5,2025-07-29,NL0015000IY2,Universal Music Group N.V.,archive
Citadel Advisors LLC,0.5,2025-07-29,NL0015002AH0,Havas N.V.,archive
Citadel Advisors LLC,0.89,2025-07-29,NL0011821392,Signify N.V.,archive
"D. E. Shaw & Co., L.P.",0.51,2025-07-29,NL0011821392,Signify N.V.,archive
JPMorgan Asset Management (UK) Ltd.,1.64,2025-07-29,NL0011872650,Basic-Fit N.V.,archive
Marshall Wace LLP,0.88,2025-07-29,NL0000009082,Koninklijke KPN N.V.,archive
"PDT Partners, LLC",0.53,2025-07-29,NL0011872650,Basic-Fit N.V.,archive
Acadian Asset Management LLC.,0.59,2025-07-28,NL0011872650,Basic-Fit N.V.,archive
Amber Capital UK LLP,0.79,2025-07-28,NL0015001OI1,MFE-MEDIAFOREUROPE N.V.,archive
"AQR Capital Management, LLC",0.5,2025-07-28,NL0012866412,BE Semiconductor Industries N.V.,archive
BlackRock Investment Management (UK) Limited,0.44,2025-07-28,NL0011872650,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.98,2025-07-28,NL0011821392,Signify N.V.,archive
"D. E. Shaw & Co., L.P.",1.87,2025-07-28,NL0012817175,Alfen N.V.,archive
Marshall Wace LLP,0.6,2025-07-28,NL0000379121,Randstad N.V.,archive
Millennium International Management LP,0.51,2025-07-28,LU0569974404,Aperam S.A.,archive
Citadel Advisors LLC,0.49,2025-07-25,NL0010391025,Pharming Group N.V.,archive
Citadel Advisors LLC,1.06,2025-07-25,NL0011821392,Signify N.V.,archive
Citadel Securities (Europe) Limited,0.76,2025-07-25,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.75,2025-07-25,NL0012866412,BE Semiconductor Industries N.V.,archive
Squarepoint Ops LLC,0.52,2025-07-25,NL0011821392,Signify N.V.,archive
"AQR Capital Management, LLC",0.5,2025-07-24,NL0010801007,IMCD N.V.,archive
BlackRock Investment Management (UK) Limited,0.56,2025-07-24,NL0011872650,Basic-Fit N.V.,archive
Capital Fund Management S.A.,0.58,2025-07-24,NL0000852523,TKH Group N.V.,archive
Citadel Securities (Europe) Limited,0.85,2025-07-24,NL0015002AG2,Ebusco Holding N.V.,archive
Marshall Wace LLP,0.97,2025-07-24,NL0000009082,Koninklijke KPN N.V.,archive
Millennium Capital (DIFC) Limited,0.02,2025-07-24,NL0012817175,Alfen N.V.,archive
Millennium International Management LP,0.46,2025-07-24,NL0012817175,Alfen N.V.,archive
"PDT Partners, LLC",0.49,2025-07-24,NL0011872650,Basic-Fit N.V.,archive
Qube Research & Technologies Ltd.,0.49,2025-07-24,NL0012817175,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.67,2025-07-24,BE0003818359,Galapagos NV,archive
Wellington Management International Ltd.,0.65,2025-07-24,NL0011872650,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.87,2025-07-23,NL0009739416,PostNL N.V.,archive
Citadel Advisors LLC,1.18,2025-07-23,NL0011821392,Signify N.V.,archive
Citadel Securities (Europe) Limited,0.9,2025-07-23,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",1.97,2025-07-23,NL0012817175,Alfen N.V.,archive
Marshall Wace LLP,0.49,2025-07-23,NL0000852523,TKH Group N.V.,archive
Qube Research & Technologies Ltd.,0.65,2025-07-23,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.41,2025-07-23,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,0.49,2025-07-23,NL0009739416,PostNL N.V.,archive
Winton Capital Management Limited,0.48,2025-07-23,NL0000888691,AMG Critical Materials N.V.,archive
"BlackRock Advisors, LLC",0.6,2025-07-22,NL0011821392,Signify N.V.,archive
Citadel Advisors LLC,0.49,2025-07-22,LU1598757687,ArcelorMittal S.A.,archive
Citadel Advisors LLC,0.59,2025-07-22,NL0010391025,Pharming Group N.V.,archive
Citadel Advisors LLC,1.2,2025-07-22,NL0011821392,Signify N.V.,archive
Citadel Securities (Europe) Limited,0.88,2025-07-22,NL0015002AG2,Ebusco Holding N.V.,archive
"D. E. Shaw & Co., L.P.",0.88,2025-07-22,NL0012866412,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",1.2,2025-07-22,NL0010391025,Pharming Group N.V.,archive
Millennium International Management LP,1.56,2025-07-22,NL0010391025,Pharming Group N.V.,archive
Numeric Investors LLC,0.76,2025-07-22,NL0010558797,OCI N.V.,archive
AKO Capital LLP,1.41,2025-07-21,NL0013267909,Akzo Nobel N.V.,archive
Citadel Advisors LLC,0.58,2025-07-21,NL0000888691,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.5,2025-07-21,LU1598757687,ArcelorMittal S.A.,archive
Citadel Advisors LLC,1.18,2025-07-21,NL0011821392,Signify N.V.,archive
Citadel Securities (Europe) Limited,0.5,2025-07-21,NL0015002AG2,Ebusco Holding N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.78,2025-07-21,NL0015002IE0,Avantium N.V.,archive
"D. E. Shaw & Co., L.P.",0.9,2025-07-21,NL0012866412,BE Semiconductor Industries N.V.,archive
"D. E. Shaw & Co., L.P.",1.16,2025-07-21,NL0010391025,Pharming Group N.V.,archive
"AQR Capital Management, LLC",0.48,2025-07-18,NL0012866412,BE Semiconductor Industries N.V.,archive
Citadel Advisors LLC,0.66,2025-07-18,NL0000888691,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,1.2,2025-07-18,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,0.48,2025-07-18,NL0000009165,Heineken N.V.,archive
Marshall Wace LLP,0.7,2025-07-18,LU2290522684,InPost S.A.,archive
Marshall Wace LLP,0.52,2025-07-18,NL0000379121,Randstad N.V.,archive
Millennium International Management LP,1.68,2025-07-18,NL0010391025,Pharming Group N.V.,archive
"PDT Partners, LLC",0.5,2025-07-18,NL0011872650,Basic-Fit N.V.,archive
Voleon Capital Management LP,1.3,2025-07-18,NL0012817175,Alfen N.V.,archive
"BlackRock Advisors, LLC",0.5,2025-07-17,NL0013267909,Akzo Nobel N.V.,archive
"BlackRock Advisors, LLC",0.5,2025-07-17,NL0011821392,Signify N.V.,archive
Citadel Advisors LLC,0.48,2025-07-17,BE0003818359,Galapagos NV,archive
Citadel Advisors LLC,0.9,2025-07-17,NL0009739416,PostNL N.V.,archive
Citadel Advisors LLC,1.19,2025-07-17,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,0.58,2025-07-17,NL0000852523,TKH Group N.V.,archive
Millennium International Management LP,0.84,2025-07-17,NL0012817175,Alfen N.V.,archive
"PDT Partners, LLC",2.39,2025-07-17,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.51,2025-07-17,NL0015002IE0,Avantium N.V.,archive
Winton Capital Management Limited,0.5,2025-07-17,NL0000888691,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",0.49,2025-07-16,NL0010801007,IMCD N.V.,archive
BlackRock Investment Management (UK) Limited,0.7,2025-07-16,NL00150003E1,Fugro N.V.,archive
Marshall Wace LLP,0.45,2025-07-16,NL00150003E1,Fugro N.V.,archive
Marshall Wace LLP,0.59,2025-07-16,NL0009739416,PostNL N.V.,archive
"PDT Partners, LLC",0.47,2025-07-16,NL0012866412,BE Semiconductor Industries N.V.,archive
"AQR Capital Management, LLC",0.59,2025-07-15,NL0012866412,BE Semiconductor Industries N.V.,archive
Citadel Advisors LLC,0.69,2025-07-15,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.49,2025-07-15,NL0000009538,Koninklijke Philips N.V.,archive
Millennium International Management LP,0.7,2025-07-15,NL0012817175,Alfen N.V.,archive
Numeric Investors LLC,0.58,2025-07-15,NL0012866412,BE Semiconductor Industries N.V.,archive
"PDT Partners, LLC",0.5,2025-07-15,NL0012866412,BE Semiconductor Industries N.V.,archive
Qube Research & Technologies Ltd.,0.57,2025-07-15,BE0003818359,Galapagos NV,archive
Citadel Advisors LLC,0.73,2025-07-14,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.01,2025-07-14,NL0000009082,Koninklijke KPN N.V.,archive
Millennium International Management LP,1.77,2025-07-14,NL0010391025,Pharming Group N.V.,archive
"PDT Partners, LLC",0.49,2025-07-14,NL0012866412,BE Semiconductor Industries N.V.,archive
Voleon Capital Management LP,1.22,2025-07-14,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.43,2025-07-14,NL0015002IE0,Avantium N.V.,archive
Citadel Advisors LLC,0.78,2025-07-11,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.59,2025-07-11,NL00150003E1,Fugro N.V.,archive
Millennium International Management LP,0.6,2025-07-11,NL0012817175,Alfen N.V.,archive
Acadian Asset Management LLC.,0.69,2025-07-10,NL0011872650,Basic-Fit N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.07,2025-07-10,NL0012866412,BE Semiconductor Industries N.V.,archive
Citadel Advisors LLC,0.69,2025-07-10,NL0000888691,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",1.01,2025-07-10,NL0010391025,Pharming Group N.V.,archive
"PDT Partners, LLC",2.46,2025-07-10,NL0012817175,Alfen N.V.,archive
AKO Capital LLP,1.32,2025-07-09,NL0013267909,Akzo Nobel N.V.,archive
Citadel Advisors LLC,0.58,2025-07-09,BE0003818359,Galapagos NV,archive
Kintbury Capital LLP,0.59,2025-07-09,LU2290522684,InPost S.A.,archive
Marshall Wace LLP,0.66,2025-07-09,NL00150003E1,Fugro N.V.,archive
Marshall Wace LLP,0.68,2025-07-09,NL0000852523,TKH Group N.V.,archive
Numeric Investors LLC,0.66,2025-07-09,NL0012866412,BE Semiconductor Industries N.V.,archive
Voleon Capital Management LP,1.33,2025-07-09,NL0015002IE0,Avantium N.V.,archive
Citadel Advisors Europe Limited,0.49,2025-07-08,NL0011821392,Signify N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.87,2025-07-08,NL0015002IE0,Avantium N.V.,archive
Marshall Wace LLP,0.96,2025-07-08,NL0000009082,Koninklijke KPN N.V.,archive
Millennium International Management LP,0.5,2025-07-08,NL0012817175,Alfen N.V.,archive
Millennium International Management LP,1.86,2025-07-08,NL0010391025,Pharming Group N.V.,archive
Voleon Capital Management LP,1.29,2025-07-08,NL0015002IE0,Avantium N.V.,archive
Citadel Advisors Europe Limited,0.47,2025-07-07,LU1598757687,ArcelorMittal S.A.,archive
Citadel Advisors LLC,0.47,2025-07-07,NL0010558797,OCI N.V.,archive
"D. E. Shaw & Co., L.P.",0.91,2025-07-07,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.79,2025-07-07,NL00150003E1,Fugro N.V.,archive
Marshall Wace LLP,1.0,2025-07-07,NL0000009082,Koninklijke KPN N.V.,archive
Marshall Wace LLP,0.59,2025-07-07,NL0000009538,Koninklijke Philips N.V.,archive
Numeric Investors LLC,0.75,2025-07-07,NL0012866412,BE Semiconductor Industries N.V.,archive
Qube Research & Technologies Ltd.,0.71,2025-07-07,NL0012817175,Alfen N.V.,archive
Citadel Advisors LLC,0.84,2025-07-04,NL0009739416,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",0.84,2025-07-04,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.69,2025-07-04,LU2290522684,InPost S.A.,archive
Marshall Wace LLP,0.99,2025-07-04,NL0000009082,Koninklijke KPN N.V.,archive
Marshall Wace LLP,0.6,2025-07-04,NL0000009538,Koninklijke Philips N.V.,archive
Millennium Capital (DIFC) Limited,0.66,2025-07-04,NL0012817175,Alfen N.V.,archive
"PDT Partners, LLC",0.5,2025-07-04,NL0012866412,BE Semiconductor Industries N.V.,archive
Qube Research & Technologies Ltd.,0.69,2025-07-04,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,1.1,2025-07-04,NL0012817175,Alfen N.V.,archive
"AQR Capital Management, LLC",0.59,2025-07-03,NL0013267909,Akzo Nobel N.V.,archive
"BlackRock Financial Management, Inc.",0.59,2025-07-03,NL0013267909,Akzo Nobel N.V.,archive
"BlackRock Financial Management, Inc.",0.49,2025-07-03,NL0010801007,IMCD N.V.,archive
"D. E. Shaw & Co., L.P.",0.59,2025-07-03,NL0000888691,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.59,2025-07-03,NL0000009538,Koninklijke Philips N.V.,archive
Voleon Capital Management LP,1.11,2025-07-03,NL0015002IE0,Avantium N.V.,archive
Voleon Capital Management LP,0.59,2025-07-03,NL0009739416,PostNL N.V.,archive
AKO Capital LLP,1.29,2025-07-02,NL0013267909,Akzo Nobel N.V.,archive
"Arrowstreet Capital, Limited Partnership",1.8,2025-07-02,BE0003818359,Galapagos NV,archive
Citadel Advisors Europe Limited,0.5,2025-07-02,LU1598757687,ArcelorMittal S.A.,archive
Citadel Advisors LLC,0.56,2025-07-02,NL0010558797,OCI N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.59,2025-07-02,NL0012866412,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,1.98,2025-07-02,NL0010391025,Pharming Group N.V.,archive
Numeric Investors LLC,0.88,2025-07-02,NL0012866412,BE Semiconductor Industries N.V.,archive
Numeric Investors LLC,0.8,2025-07-02,NL0010558797,OCI N.V.,archive
"PDT Partners, LLC",2.58,2025-07-02,NL0012817175,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.77,2025-07-02,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,0.9,2025-07-02,NL0015002IE0,Avantium N.V.,archive
"AQR Capital Management, LLC",0.6,2025-07-01,NL0000360618,SBM Offshore N.V.,archive
"BlackRock Financial Management, Inc.",0.6,2025-07-01,NL0013267909,Akzo Nobel N.V.,archive
Citadel Advisors LLC,0.82,2025-07-01,NL0000888691,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",0.72,2025-07-01,NL0010391025,Pharming Group N.V.,archive
Marshall Wace LLP,0.7,2025-07-01,LU2290522684,InPost S.A.,archive
Voleon Capital Management LP,0.84,2025-07-01,NL0015002IE0,Avantium N.V.,archive
Citadel Advisors LLC,0.8,2025-06-30,NL0010391025,Pharming Group N.V.,archive
Citadel Advisors LLC,0.71,2025-06-30,NL0009739416,PostNL N.V.,archive
Citadel Advisors LLC,1.36,2025-06-30,NL0011821392,Signify N.V.,archive
Marshall Wace LLP,0.81,2025-06-30,NL00150003E1,Fugro N.V.,archive
Voleon Capital Management LP,1.01,2025-06-30,NL0012817175,Alfen N.V.,archive
"BlackRock Financial Management, Inc.",0.59,2025-06-27,NL0013267909,Akzo Nobel N.V.,archive
Citadel Advisors LLC,0.71,2025-06-27,NL0000888691,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",2.06,2025-06-27,NL0012817175,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.89,2025-06-27,NL0012866412,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,2.01,2025-06-27,NL0010391025,Pharming Group N.V.,archive
Millennium International Management LP,0.48,2025-06-27,NL0011821392,Signify N.V.,archive
"PDT Partners, LLC",2.69,2025-06-27,NL0012817175,Alfen N.V.,archive
Voleon Capital Management LP,0.7,2025-06-27,NL0015002IE0,Avantium N.V.,archive
Acadian Asset Management LLC.,0.78,2025-06-26,NL0011872650,Basic-Fit N.V.,archive
