position_holder,issuer_name,net_short_position,position_date,isin,source
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.86,2026-04-30,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,0.89,2026-04-30,NL0011821392,current
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.6,2026-04-30,NL0015002MS2,current
Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.59,2026-04-30,NL0011872650,current
Citadel Advisors LLC,Signify N.V.,1.29,2026-04-29,NL0011821392,current
Citadel Advisors LLC,Sligro Food Group N.V.,0.9,2026-04-29,NL0000817179,current
Marshall Wace LLP,PostNL N.V.,0.9,2026-04-29,NL0009739416,current
"PDT Partners, LLC",Signify N.V.,0.9,2026-04-29,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,1.32,2026-04-28,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.17,2026-04-28,NL0013332471,current
Marshall Wace LLP,Signify N.V.,1.8,2026-04-28,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.98,2026-04-28,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,1.27,2026-04-27,NL0012969182,current
Citadel Advisors LLC,Signify N.V.,1.43,2026-04-27,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.3,2026-04-27,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.15,2026-04-27,NL00150003E1,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2.06,2026-04-24,NL00150003E1,current
Linden Advisors LP,Basic-Fit N.V.,0.82,2026-04-24,NL0011872650,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.04,2026-04-24,NL0015002MS2,current
Citadel Advisors LLC,Signify N.V.,1.68,2026-04-23,NL0011821392,current
Citadel Advisors LLC,Sligro Food Group N.V.,0.8,2026-04-23,NL0000817179,current
Eleva Capital SAS,Basic-Fit N.V.,0.84,2026-04-23,NL0011872650,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,2026-04-23,NL0015002MS2,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.77,2026-04-22,NL0010391025,current
Citadel Advisors LLC,Signify N.V.,1.71,2026-04-22,NL0011821392,current
Citadel Advisors LLC,Wereldhave N.V.,0.68,2026-04-22,NL0000289213,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.55,2026-04-22,NL0013267909,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.73,2026-04-22,NL00150003E1,current
Marshall Wace LLP,Signify N.V.,1.76,2026-04-22,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.09,2026-04-22,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,1.3,2026-04-21,NL0012969182,current
Canada Pension Plan Investment Board,Signify N.V.,0.91,2026-04-21,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,1.82,2026-04-21,NL0011821392,current
Citadel Advisors LLC,Wereldhave N.V.,0.7,2026-04-21,NL0000289213,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.56,2026-04-21,NL00150003E1,current
"PDT Partners, LLC",Signify N.V.,0.88,2026-04-21,NL0011821392,current
"AQR Capital Management, LLC",Adyen N.V.,1.29,2026-04-20,NL0012969182,current
Canada Pension Plan Investment Board,Signify N.V.,0.87,2026-04-20,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.0,2026-04-20,NL0011821392,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.06,2026-04-20,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.45,2026-04-20,NL00150003E1,current
Linden Advisors LP,Basic-Fit N.V.,0.7,2026-04-20,NL0011872650,current
"O'Connor Alternative Investments, LLC",Akzo Nobel N.V.,1.16,2026-04-20,NL0013267909,current
"BlackRock Financial Management, Inc.",IMCD N.V.,0.89,2026-04-17,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2.22,2026-04-17,NL0011821392,current
Citadel Advisors LLC,Sligro Food Group N.V.,0.71,2026-04-17,NL0000817179,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,1.12,2026-04-17,NL0011872650,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.41,2026-04-17,NL0013267909,current
Fosse Capital Partners LLP,Basic-Fit N.V.,1.02,2026-04-17,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.06,2026-04-17,NL00150003E1,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.91,2026-04-17,NL0010801007,current
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.22,2026-04-17,NL0013332471,current
Linden Advisors LP,Basic-Fit N.V.,0.59,2026-04-17,NL0011872650,current
Marshall Wace LLP,PostNL N.V.,0.81,2026-04-17,NL0009739416,current
"PDT Partners, LLC",Signify N.V.,0.9,2026-04-17,NL0011821392,current
Sculptor Capital Management Europe Limited,Basic-Fit N.V.,0.6,2026-04-17,NL0011872650,current
"Two Sigma Investments, LP",InPost S.A.,1.47,2026-04-17,LU2290522684,current
"AQR Capital Management, LLC",Adyen N.V.,1.3,2026-04-16,NL0012969182,current
Citadel Advisors LLC,Signify N.V.,2.32,2026-04-16,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.85,2026-04-16,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,1.18,2026-04-16,NL0010391025,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.23,2026-04-15,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.76,2026-04-15,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,1.2,2026-04-15,NL0010391025,current
Marshall Wace LLP,Signify N.V.,1.82,2026-04-15,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.15,2026-04-15,NL0015002MS2,current
"BlackRock Financial Management, Inc.",IMCD N.V.,0.97,2026-04-14,NL0010801007,current
Fosse Capital Partners LLP,Basic-Fit N.V.,1.23,2026-04-14,NL0011872650,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.66,2026-04-14,NL0010801007,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.22,2026-04-14,NL0015002MS2,current
"PDT Partners, LLC",PostNL N.V.,0.5,2026-04-14,NL0009739416,current
"AQR Capital Management, LLC",Adyen N.V.,1.21,2026-04-13,NL0012969182,current
"AQR Capital Management, LLC",ARCADIS N.V.,1.01,2026-04-13,NL0006237562,current
"AQR Capital Management, LLC",CVC Capital Partners plc,0.71,2026-04-13,JE00BRX98089,current
Citadel Advisors LLC,Sligro Food Group N.V.,0.61,2026-04-13,NL0000817179,current
"PDT Partners, LLC",IMCD N.V.,0.89,2026-04-13,NL0010801007,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.38,2026-04-10,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,0.9,2026-04-10,NL0010801007,current
"AQR Capital Management, LLC",Adyen N.V.,1.13,2026-04-09,NL0012969182,current
Citadel Advisors LLC,Signify N.V.,2.42,2026-04-09,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.0,2026-04-09,CH1216478797,current
Numeric Investors LLC,NSI N.V.,0.71,2026-04-09,NL0012365084,current
"PDT Partners, LLC",IMCD N.V.,0.89,2026-04-09,NL0010801007,current
"AQR Capital Management, LLC",Aalberts N.V.,0.61,2026-04-08,NL0000852564,current
"AQR Capital Management, LLC",Signify N.V.,1.22,2026-04-08,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.39,2026-04-08,NL0011821392,current
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.5,2026-04-08,NL0015002MS2,current
"BlackRock Advisors, LLC",IMCD N.V.,0.66,2026-04-07,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.0,2026-04-07,NL0010801007,current
Capital Fund Management S.A.,IMCD N.V.,0.76,2026-04-07,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2.41,2026-04-07,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-04-07,NL0006237562,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.46,2026-04-07,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,1.0,2026-04-02,NL0012969182,current
"AQR Capital Management, LLC",CVC Capital Partners plc,0.61,2026-04-02,JE00BRX98089,current
"BlackRock Financial Management, Inc.",IMCD N.V.,0.99,2026-04-02,NL0010801007,current
Citadel Advisors LLC,Sligro Food Group N.V.,0.5,2026-04-02,NL0000817179,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,2026-04-02,NL0006237562,current
Eleva Capital SAS,Basic-Fit N.V.,0.62,2026-04-02,NL0011872650,current
"AQR Capital Management, LLC",Signify N.V.,1.1,2026-04-01,NL0011821392,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.21,2026-04-01,NL0010801007,current
Canada Pension Plan Investment Board,Signify N.V.,0.74,2026-04-01,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.36,2026-04-01,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-04-01,NL0006237562,current
Eleva Capital SAS,Basic-Fit N.V.,0.5,2026-04-01,NL0011872650,current
Marshall Wace LLP,Signify N.V.,1.79,2026-04-01,NL0011821392,current
Capital Fund Management S.A.,IMCD N.V.,0.62,2026-03-31,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,2.4,2026-03-31,NL0011821392,current
Eleva Capital SAS,Signify N.V.,1.21,2026-03-31,NL0011821392,current
"AQR Capital Management, LLC",Adyen N.V.,0.9,2026-03-30,NL0012969182,current
Eleva Capital SAS,Signify N.V.,1.05,2026-03-30,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.91,2026-03-30,CH1216478797,current
Marshall Wace LLP,Signify N.V.,1.87,2026-03-30,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.59,2026-03-30,NL0015002MS2,current
Numeric Investors LLC,NSI N.V.,0.61,2026-03-30,NL0012365084,current
"Two Sigma Investments, LP",Theon International Plc,0.7,2026-03-30,CY0200751713,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.9,2026-03-27,NL0006237562,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.12,2026-03-27,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.09,2026-03-27,NL0010801007,current
Capital Fund Management S.A.,IMCD N.V.,0.51,2026-03-27,NL0010801007,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,2026-03-27,NL0006237562,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.69,2026-03-26,NL0006237562,current
Marshall Wace LLP,Signify N.V.,1.96,2026-03-26,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,1.5,2026-03-26,LU2290522684,current
"AQR Capital Management, LLC",Adyen N.V.,0.8,2026-03-25,NL0012969182,current
"AQR Capital Management, LLC",CVC Capital Partners plc,0.5,2026-03-25,JE00BRX98089,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.82,2026-03-25,CH1216478797,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.56,2026-03-24,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,1.14,2026-03-24,NL0010391025,current
Marshall Wace LLP,Signify N.V.,2.0,2026-03-24,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.6,2026-03-24,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,0.9,2026-03-24,NL0010801007,current
"Two Sigma Investments, LP",InPost S.A.,1.44,2026-03-24,LU2290522684,current
"Two Sigma Investments, LP",Theon International Plc,0.6,2026-03-24,CY0200751713,current
"AQR Capital Management, LLC",Adyen N.V.,0.72,2026-03-23,NL0012969182,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,1.01,2026-03-23,NL0010801007,current
"BlackRock Financial Management, Inc.",Signify N.V.,0.6,2026-03-23,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.3,2026-03-23,NL0011821392,current
Marshall Wace LLP,PostNL N.V.,0.7,2026-03-23,NL0009739416,current
"Two Sigma Investments, LP",InPost S.A.,1.36,2026-03-23,LU2290522684,current
"BlackRock Financial Management, Inc.",Signify N.V.,0.58,2026-03-20,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.75,2026-03-20,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.52,2026-03-20,NL0015002MS2,current
"Two Sigma Investments, LP",InPost S.A.,1.26,2026-03-20,LU2290522684,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.8,2026-03-19,NL0006237562,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.43,2026-03-19,NL0015002MS2,current
"AQR Capital Management, LLC",Adyen N.V.,0.6,2026-03-18,NL0012969182,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.87,2026-03-18,CH1216478797,current
"Two Sigma Investments, LP",InPost S.A.,1.11,2026-03-18,LU2290522684,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.3,2026-03-16,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,0.8,2026-03-16,NL0010801007,current
"AQR Capital Management, LLC",Adyen N.V.,0.52,2026-03-13,NL0012969182,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,0.98,2026-03-13,CH1216478797,current
Canada Pension Plan Investment Board,Signify N.V.,0.65,2026-03-12,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.64,2026-03-12,NL0010801007,current
Canada Pension Plan Investment Board,Signify N.V.,0.57,2026-03-11,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.24,2026-03-11,NL0011821392,current
Marshall Wace LLP,Signify N.V.,1.91,2026-03-11,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,2.17,2026-03-10,NL0011821392,current
Lazard Asset Management LLC,Pharming Group N.V.,0.96,2026-03-10,NL0010391025,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.21,2026-03-10,NL0015002MS2,current
"Two Sigma Investments, LP",InPost S.A.,1.03,2026-03-10,LU2290522684,current
Citadel Advisors LLC,Signify N.V.,2.06,2026-03-09,NL0011821392,current
"BlackRock Advisors, LLC",IMCD N.V.,0.7,2026-03-06,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,1.88,2026-03-06,NL0011821392,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,0.81,2026-03-06,NL00150003E1,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.1,2026-03-05,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,0.63,2026-03-05,NL0000289213,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.11,2026-03-05,NL0015002MS2,current
"AQR Capital Management, LLC",Aalberts N.V.,0.52,2026-03-04,NL0000852564,current
"AQR Capital Management, LLC",Signify N.V.,1.03,2026-03-04,NL0011821392,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.06,2026-03-04,NL0010801007,current
Marshall Wace LLP,Signify N.V.,1.87,2026-03-04,NL0011821392,current
"PDT Partners, LLC",IMCD N.V.,0.71,2026-03-04,NL0010801007,current
"PDT Partners, LLC",Signify N.V.,0.8,2026-03-04,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,0.9,2026-03-04,LU2290522684,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.03,2026-03-03,CH1216478797,current
Lazard Asset Management LLC,Pharming Group N.V.,0.77,2026-03-03,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,0.69,2026-03-03,NL0009739416,current
Marshall Wace LLP,Signify N.V.,1.92,2026-03-03,NL0011821392,current
Numeric Investors LLC,NSI N.V.,0.52,2026-03-03,NL0012365084,current
Citadel Advisors LLC,Signify N.V.,1.7,2026-03-02,NL0011821392,current
"Two Sigma Investments, LP",Theon International Plc,0.59,2026-03-02,CY0200751713,current
"BlackRock Advisors, LLC",IMCD N.V.,0.69,2026-02-27,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.18,2026-02-27,NL0010801007,current
Marshall Wace LLP,Signify N.V.,1.88,2026-02-27,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,0.81,2026-02-27,LU2290522684,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.71,2026-02-26,NL0006237562,current
Marshall Wace LLP,Signify N.V.,1.9,2026-02-26,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,1.01,2026-02-26,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,0.78,2026-02-26,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,2026-02-25,CH1216478797,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.29,2026-02-24,NL0010801007,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.7,2026-02-24,NL0006237562,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.31,2026-02-24,NL0013267909,current
Citadel Advisors LLC,Signify N.V.,1.63,2026-02-23,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.91,2026-02-23,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,0.8,2026-02-23,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,1.58,2026-02-20,NL0011821392,current
"Elliott Investment Management, L.P",Shell plc,0.7,2026-02-20,GB00BP6MXD84,current
Marshall Wace LLP,Signify N.V.,1.84,2026-02-20,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.62,2026-02-19,NL0006237562,current
"Two Sigma Investments, LP",InPost S.A.,0.7,2026-02-19,LU2290522684,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.39,2026-02-18,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,1.62,2026-02-18,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.23,2026-02-18,NL0013267909,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,0.72,2026-02-18,NL0010801007,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.81,2026-02-18,NL0015002MS2,current
"PDT Partners, LLC",IMCD N.V.,0.63,2026-02-18,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,0.58,2026-02-17,NL0000289213,current
Eleva Capital SAS,Signify N.V.,0.92,2026-02-17,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.07,2026-02-17,CH1216478797,current
Citadel Advisors LLC,Wereldhave N.V.,0.6,2026-02-16,NL0000289213,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.12,2026-02-16,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.7,2026-02-16,NL0015002MS2,current
Marshall Wace LLP,PostNL N.V.,0.79,2026-02-13,NL0009739416,current
Marshall Wace LLP,Signify N.V.,1.71,2026-02-13,NL0011821392,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.68,2026-02-13,NL0015002MS2,current
"Two Sigma Investments, LP",Theon International Plc,0.61,2026-02-13,CY0200751713,current
"BlackRock Advisors, LLC",IMCD N.V.,0.73,2026-02-12,NL0010801007,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.45,2026-02-12,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,1.58,2026-02-12,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.38,2026-02-12,CH1216478797,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,0.5,2026-02-12,NL0015002MS2,current
"PDT Partners, LLC",Signify N.V.,0.78,2026-02-12,NL0011821392,current
"Two Sigma Investments, LP",InPost S.A.,0.6,2026-02-12,LU2290522684,current
"BlackRock Advisors, LLC",IMCD N.V.,0.9,2026-02-11,NL0010801007,current
Citadel Advisors LLC,Wereldhave N.V.,0.58,2026-02-10,NL0000289213,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.1,2026-02-10,NL0013267909,current
Marshall Wace LLP,Signify N.V.,1.64,2026-02-10,NL0011821392,current
"PDT Partners, LLC",IMCD N.V.,0.5,2026-02-06,NL0010801007,current
"AQR Capital Management, LLC",ARCADIS N.V.,0.6,2026-02-05,NL0006237562,current
"BlackRock Advisors, LLC",IMCD N.V.,1.05,2026-02-05,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,1.6,2026-02-05,NL0011821392,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,1.02,2026-02-05,NL0013267909,current
"BlackRock Financial Management, Inc.",IMCD N.V.,1.5,2026-02-04,NL0010801007,current
Caisse de dépôt et placement du Québec,IMCD N.V.,0.66,2026-02-04,NL0010801007,current
Lazard Asset Management LLC,Pharming Group N.V.,0.89,2026-02-04,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,0.82,2026-02-04,NL0009739416,current
Marshall Wace LLP,Signify N.V.,1.51,2026-02-04,NL0011821392,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,0.9,2026-02-03,NL0010801007,current
Citadel Advisors LLC,Signify N.V.,1.5,2026-02-03,NL0011821392,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,1.41,2026-02-03,CH1216478797,current
Lazard Asset Management LLC,Pharming Group N.V.,0.9,2026-02-03,NL0010391025,current
"AQR Capital Management, LLC",Signify N.V.,0.91,2026-02-02,NL0011821392,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.66,2026-02-02,NL0010391025,current
Citadel Advisors LLC,Signify N.V.,1.42,2026-02-02,NL0011821392,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,0.5,2026-02-02,NL0006237562,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,0.93,2026-02-02,NL0013267909,current
Lazard Asset Management LLC,Pharming Group N.V.,0.89,2026-02-02,NL0010391025,current
Marshall Wace LLP,PostNL N.V.,0.78,2026-02-02,NL0009739416,current
Marshall Wace LLP,Signify N.V.,1.45,2026-02-02,NL0011821392,current
"PDT Partners, LLC",Signify N.V.,0.8,2026-02-02,NL0011821392,current
Citadel Advisors LLC,Signify N.V.,1.25,2026-01-30,NL0011821392,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,0.9,2026-01-30,NL0011872650,current
Marshall Wace LLP,Signify N.V.,1.39,2026-01-30,NL0011821392,current
"PDT Partners, LLC",Signify N.V.,0.76,2026-01-30,NL0011821392,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,0.72,2026-01-29,NL0010391025,current
