net_short_position,issuer_name,position_holder,isin,position_date,source
3.11,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-02-17,current
0.6,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2026-02-16,current
0.6,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",NL0000395903,2026-02-16,current
1.12,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2026-02-16,current
0.7,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,NL0015002MS2,2026-02-16,current
0.74,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-02-13,current
0.59,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",NL0000395903,2026-02-13,current
0.79,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-02-13,current
1.71,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-02-13,current
0.68,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,NL0015002MS2,2026-02-13,current
0.61,Theon International Plc,"Two Sigma Investments, LP",CY0200751713,2026-02-13,current
1.51,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-13,current
3.01,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-02-13,current
0.73,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2026-02-12,current
1.45,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-02-12,current
1.58,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-02-12,current
1.38,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2026-02-12,current
0.5,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,NL0015002MS2,2026-02-12,current
0.78,Signify N.V.,"PDT Partners, LLC",NL0011821392,2026-02-12,current
0.6,InPost S.A.,"Two Sigma Investments, LP",LU2290522684,2026-02-12,current
1.43,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-12,current
2.9,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-02-12,current
0.5,IMCD N.V.,Acadian Asset Management LLC.,NL0010801007,2026-02-11,current
1.08,Akzo Nobel N.V.,AKO Capital LLP,NL0013267909,2026-02-11,current
0.9,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2026-02-11,current
1.57,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-02-11,current
0.6,IMCD N.V.,"Two Sigma Investments, LP",NL0010801007,2026-02-11,current
1.39,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-11,current
0.58,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2026-02-10,current
0.79,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-02-10,current
1.1,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-02-10,current
1.64,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-02-10,current
0.5,Theon International Plc,Qube Research & Technologies Ltd.,CY0200751713,2026-02-10,current
1.09,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2026-02-10,current
1.41,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-10,current
0.59,PostNL N.V.,Citadel Advisors LLC,NL0009739416,2026-02-06,current
0.6,Pharming Group N.V.,"D. E. Shaw & Co., L.P.",NL0010391025,2026-02-06,current
1.59,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-02-06,current
0.5,IMCD N.V.,"PDT Partners, LLC",NL0010801007,2026-02-06,current
0.6,ARCADIS N.V.,"AQR Capital Management, LLC",NL0006237562,2026-02-05,current
1.05,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2026-02-05,current
0.93,Signify N.V.,Citadel Advisors Europe Limited,NL0011821392,2026-02-05,current
1.6,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-02-05,current
1.02,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-02-05,current
1.5,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-02-04,current
0.66,IMCD N.V.,Caisse de dépôt et placement du Québec,NL0010801007,2026-02-04,current
0.59,Pharming Group N.V.,"D. E. Shaw & Co., L.P.",NL0010391025,2026-02-04,current
0.89,Pharming Group N.V.,Lazard Asset Management LLC,NL0010391025,2026-02-04,current
0.82,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-02-04,current
1.51,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-02-04,current
1.38,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-04,current
1.12,Akzo Nobel N.V.,AKO Capital LLP,NL0013267909,2026-02-03,current
0.9,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",NL0010801007,2026-02-03,current
0.8,Signify N.V.,Citadel Advisors Europe Limited,NL0011821392,2026-02-03,current
1.5,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-02-03,current
1.41,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2026-02-03,current
0.7,Akzo Nobel N.V.,Kintbury Capital LLP,NL0013267909,2026-02-03,current
0.9,Pharming Group N.V.,Lazard Asset Management LLC,NL0010391025,2026-02-03,current
0.5,CVC Capital Partners plc,Qube Research & Technologies Ltd.,JE00BRX98089,2026-02-03,current
1.46,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-02-03,current
0.91,Signify N.V.,"AQR Capital Management, LLC",NL0011821392,2026-02-02,current
0.66,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-02-02,current
0.74,Signify N.V.,Citadel Advisors Europe Limited,NL0011821392,2026-02-02,current
1.42,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-02-02,current
0.5,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",NL0006237562,2026-02-02,current
0.93,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-02-02,current
0.89,Pharming Group N.V.,Lazard Asset Management LLC,NL0010391025,2026-02-02,current
0.78,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-02-02,current
1.45,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-02-02,current
0.8,Signify N.V.,"PDT Partners, LLC",NL0011821392,2026-02-02,current
0.5,Universal Music Group N.V.,"AQR Capital Management, LLC",NL0015000IY2,2026-01-30,current
0.63,Signify N.V.,Citadel Advisors Europe Limited,NL0011821392,2026-01-30,current
1.25,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-30,current
0.9,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",NL0011872650,2026-01-30,current
1.39,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-01-30,current
0.76,Signify N.V.,"PDT Partners, LLC",NL0011821392,2026-01-30,current
1.19,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2026-01-30,current
0.69,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-01-29,current
0.72,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-29,current
1.1,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-29,current
0.8,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-01-29,current
1.68,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-01-29,current
1.1,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2026-01-28,current
1.03,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-28,current
0.61,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",NL0000395903,2026-01-28,current
0.67,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-01-28,current
1.07,Akzo Nobel N.V.,AKO Capital LLP,NL0013267909,2026-01-27,current
0.57,IMCD N.V.,Caisse de dépôt et placement du Québec,NL0010801007,2026-01-27,current
0.9,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-27,current
0.78,Signify N.V.,Eleva Capital SAS,NL0011821392,2026-01-27,current
1.72,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-01-27,current
0.62,PostNL N.V.,Citadel Advisors LLC,NL0009739416,2026-01-26,current
0.51,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,NL0013267909,2026-01-26,current
0.5,Akzo Nobel N.V.,Kintbury Capital LLP,NL0013267909,2026-01-26,current
1.49,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-01-26,current
1.5,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-26,current
2.72,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-26,current
0.5,ARCADIS N.V.,"AQR Capital Management, LLC",NL0006237562,2026-01-22,current
1.69,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-22,current
0.89,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-22,current
0.91,Pharming Group N.V.,Lazard Asset Management LLC,NL0010391025,2026-01-22,current
1.49,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-22,current
1.02,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2026-01-21,current
0.87,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-21,current
0.89,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-01-21,current
0.51,IMCD N.V.,"Two Sigma Investments, LP",NL0010801007,2026-01-21,current
2.61,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-21,current
0.81,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-20,current
0.6,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2026-01-20,current
0.9,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-20,current
0.77,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-19,current
0.78,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-19,current
1.55,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-19,current
2.53,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-19,current
1.4,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-16,current
1.38,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2026-01-16,current
0.9,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-01-16,current
0.59,PostNL N.V.,Citadel Advisors LLC,NL0009739416,2026-01-15,current
0.81,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-15,current
0.51,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",NL0000395903,2026-01-15,current
0.78,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-14,current
1.59,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-01-14,current
1.28,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2026-01-14,current
0.79,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-01-13,current
0.81,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-01-13,current
1.3,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2026-01-13,current
2.41,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-13,current
1.7,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-12,current
0.89,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",NL0011872650,2026-01-12,current
0.8,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-12,current
1.42,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-12,current
2.37,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-12,current
0.91,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-09,current
0.6,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-09,current
1.69,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-09,current
0.88,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-09,current
0.6,Shell plc,"Elliott Investment Management, L.P",GB00BP6MXD84,2026-01-09,current
0.69,Signify N.V.,"PDT Partners, LLC",NL0011821392,2026-01-09,current
1.29,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2026-01-09,current
1.39,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-08,current
0.57,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-08,current
1.7,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-08,current
0.78,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-08,current
0.9,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-08,current
0.7,Signify N.V.,"PDT Partners, LLC",NL0011821392,2026-01-08,current
0.59,Theon International Plc,"Two Sigma Investments, LP",CY0200751713,2026-01-08,current
1.33,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-08,current
2.23,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-08,current
0.82,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-01-07,current
0.61,PostNL N.V.,Citadel Advisors LLC,NL0009739416,2026-01-07,current
0.6,Signify N.V.,Citadel Advisors LLC,NL0011821392,2026-01-07,current
0.89,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-07,current
0.77,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-01-06,current
1.41,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-06,current
1.67,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-01-06,current
0.6,Theon International Plc,"Two Sigma Investments, LP",CY0200751713,2026-01-06,current
1.39,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-05,current
1.4,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2026-01-05,current
0.59,Theon International Plc,"Two Sigma Investments, LP",CY0200751713,2026-01-05,current
1.22,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2026-01-05,current
2.14,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-05,current
0.8,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2026-01-02,current
1.68,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-02,current
0.78,PostNL N.V.,Marshall Wace LLP,NL0009739416,2026-01-02,current
1.78,Signify N.V.,Marshall Wace LLP,NL0011821392,2026-01-02,current
0.54,InPost S.A.,"Two Sigma Investments, LP",LU2290522684,2026-01-02,current
0.6,Theon International Plc,"Two Sigma Investments, LP",CY0200751713,2026-01-02,current
2.08,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2026-01-02,current
0.5,Signify N.V.,Citadel Advisors LLC,NL0011821392,2025-12-30,current
1.18,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-12-30,current
2.11,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-30,current
1.77,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2025-12-29,current
0.8,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-29,current
0.79,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-24,current
1.02,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-12-24,current
0.8,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",NL0010801007,2025-12-23,current
1.4,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-23,current
0.62,Akzo Nobel N.V.,LMR Partners LLP,NL0013267909,2025-12-22,current
1.88,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-12-22,current
0.5,ArcelorMittal S.A.,"AQR Capital Management, LLC",LU1598757687,2025-12-19,current
0.99,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-12-19,current
0.68,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,NL00150003E1,2025-12-18,current
0.5,PostNL N.V.,Citadel Advisors LLC,NL0009739416,2025-12-17,current
1.88,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2025-12-17,current
0.7,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",NL0010801007,2025-12-16,current
2.0,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-16,current
1.3,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2025-12-15,current
1.39,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-12,current
0.59,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2025-12-12,current
0.99,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2025-12-12,current
1.3,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2025-12-12,current
1.29,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2025-12-11,current
1.93,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-11,current
0.51,Akzo Nobel N.V.,LMR Partners LLP,NL0013267909,2025-12-10,current
1.4,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-09,current
0.88,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-09,current
1.3,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2025-12-09,current
0.91,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-08,current
1.8,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-08,current
0.7,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2025-12-05,current
1.39,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-05,current
1.9,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-12-05,current
0.81,Signify N.V.,"AQR Capital Management, LLC",NL0011821392,2025-12-04,current
1.89,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-12-04,current
1.08,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-12-04,current
1.4,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-03,current
0.83,Pharming Group N.V.,Lazard Asset Management LLC,NL0010391025,2025-12-03,current
1.74,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-02,current
0.99,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",NL0011872650,2025-12-01,current
1.19,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-12-01,current
1.69,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-12-01,current
0.9,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2025-11-28,current
0.6,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2025-11-28,current
1.2,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2025-11-28,current
1.78,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-28,current
1.71,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-27,current
1.27,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-27,current
1.84,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-27,current
0.81,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-11-26,current
0.89,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2025-11-25,current
1.2,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2025-11-25,current
1.36,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-25,current
1.93,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-25,current
1.82,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2025-11-24,current
1.0,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",NL0011872650,2025-11-24,current
1.62,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-24,current
1.41,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-24,current
0.61,Signify N.V.,Eleva Capital SAS,NL0011821392,2025-11-21,current
0.59,Shell plc,"Elliott Investment Management, L.P",GB00BP6MXD84,2025-11-21,current
0.89,PostNL N.V.,Marshall Wace LLP,NL0009739416,2025-11-21,current
1.51,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-21,current
1.85,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-21,current
0.6,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2025-11-20,current
1.9,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2025-11-20,current
1.5,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-20,current
1.61,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-20,current
1.37,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-19,current
1.55,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-19,current
0.51,Akzo Nobel N.V.,"AQR Capital Management, LLC",NL0013267909,2025-11-18,current
0.7,Signify N.V.,"AQR Capital Management, LLC",NL0011821392,2025-11-18,current
1.02,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2025-11-18,current
1.44,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-18,current
1.11,Akzo Nobel N.V.,AKO Capital LLP,NL0013267909,2025-11-17,current
1.24,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-17,current
1.41,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-17,current
1.31,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-14,current
1.74,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2025-11-13,current
0.79,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-11-13,current
1.0,PostNL N.V.,"D. E. Shaw & Co., L.P.",NL0009739416,2025-11-13,current
0.59,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2025-11-12,current
1.11,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,CH1216478797,2025-11-12,current
1.27,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-12,current
0.99,IMCD N.V.,"BlackRock Advisors, LLC",NL0010801007,2025-11-11,current
0.81,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",NL0012866412,2025-11-11,current
1.11,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-11,current
1.11,ARCADIS N.V.,Squarepoint Ops LLC,NL0006237562,2025-11-11,current
1.69,Alfen N.V.,"D. E. Shaw & Co., L.P.",NL0012817175,2025-11-10,current
0.9,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",NL0011872650,2025-11-10,current
1.09,Signify N.V.,Marshall Wace LLP,NL0011821392,2025-11-10,current
1.3,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-10,current
1.37,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-10,current
1.3,IMCD N.V.,"BlackRock Financial Management, Inc.",NL0010801007,2025-11-07,current
1.2,Alfen N.V.,Voleon Capital Management LP,NL0012817175,2025-11-07,current
1.44,Alfen N.V.,"WorldQuant, LLC",NL0012817175,2025-11-07,current
1.14,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,NL0010391025,2025-11-06,current
