net_short_position,position_date,issuer_name,isin,position_holder,source
4.72,2020-08-14,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.7,2020-08-14,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.58,2020-08-14,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
1.41,2020-08-14,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.58,2020-08-14,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.52,2020-08-13,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.79,2020-08-13,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.94,2020-08-13,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.37,2020-08-13,AMG Critical Materials N.V.,NL0000888691,JPMorgan Asset Management (UK) Ltd.,archive
0.47,2020-08-13,TomTom N.V.,NL0013332471,JPMorgan Asset Management (UK) Ltd.,archive
0.68,2020-08-13,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.07,2020-08-13,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.69,2020-08-13,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.49,2020-08-13,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
0.57,2020-08-13,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
1.46,2020-08-12,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.7,2020-08-12,AMG Critical Materials N.V.,NL0000888691,Canada Pension Plan Investment Board,archive
1.13,2020-08-12,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.5,2020-08-12,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
0.84,2020-08-12,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.46,2020-08-12,AMG Critical Materials N.V.,NL0000888691,JPMorgan Asset Management (UK) Ltd.,archive
1.29,2020-08-12,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
1.03,2020-08-12,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.71,2020-08-12,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.72,2020-08-12,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
0.64,2020-08-12,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
1.36,2020-08-11,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.81,2020-08-11,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.89,2020-08-11,Aperam S.A.,LU0569974404,Citadel Europe LLP,archive
0.78,2020-08-11,Fugro N.V.,NL0000352565,HBK Investments LP,archive
1.13,2020-08-11,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.99,2020-08-11,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.58,2020-08-11,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.68,2020-08-11,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.29,2020-08-11,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
1.2,2020-08-11,Fugro N.V.,NL0000352565,Systematica Investments Limited,archive
0.72,2020-08-11,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
1.99,2020-08-10,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.77,2020-08-10,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
4.6,2020-08-10,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.28,2020-08-10,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.79,2020-08-10,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.67,2020-08-10,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
0.52,2020-08-07,Unibail-Rodamco-Westfield SE,FR0013326246,Adelphi Capital LLP,archive
1.0,2020-08-07,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.71,2020-08-07,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.48,2020-08-07,Basic-Fit N.V.,NL0011872650,Citadel Advisors LLC,archive
0.99,2020-08-07,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.84,2020-08-07,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.5,2020-08-07,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
0.58,2020-08-07,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
0.85,2020-08-07,Unibail-Rodamco-Westfield SE,FR0013326246,Tiger Global Management LLC,archive
0.6,2020-08-07,Wereldhave N.V.,NL0000289213,Wellington Management Company LLP,archive
0.87,2020-08-07,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
1.44,2020-08-06,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.69,2020-08-06,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
1.39,2020-08-06,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.08,2020-08-06,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.8,2020-08-06,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
0.51,2020-08-06,Unibail-Rodamco-Westfield SE,FR0013326246,Pictet Asset Management S.A.,archive
0.62,2020-08-06,AEGON Ltd.,NL0000303709,"Samlyn Capital, LLC",archive
0.6,2020-08-06,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
1.65,2020-08-06,Wereldhave N.V.,NL0000289213,Toscafund Asset Management LLP,archive
0.48,2020-08-06,Aalberts N.V.,NL0000852564,Voleon Capital Management LP,archive
0.95,2020-08-06,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
0.7,2020-08-05,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
4.5,2020-08-05,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.79,2020-08-05,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.46,2020-08-05,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.11,2020-08-05,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.5,2020-08-05,ARCADIS N.V.,NL0006237562,SFM UK Management LLP,archive
1.67,2020-08-05,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.02,2020-08-05,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
0.55,2020-08-04,Basic-Fit N.V.,NL0011872650,Citadel Advisors LLC,archive
0.99,2020-08-04,Wereldhave N.V.,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
4.29,2020-08-04,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.51,2020-08-04,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.8,2020-08-04,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.33,2020-08-04,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.97,2020-08-04,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
0.99,2020-08-03,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
4.13,2020-08-03,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.5,2020-08-03,TomTom N.V.,NL0013332471,JPMorgan Asset Management (UK) Ltd.,archive
0.68,2020-08-03,Unibail-Rodamco-Westfield SE,FR0013326246,Kintbury Capital LLP,archive
2.4,2020-08-03,ARCADIS N.V.,NL0006237562,Marshall Wace LLP,archive
0.82,2020-08-03,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.63,2020-08-03,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.7,2020-08-03,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.64,2020-08-03,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
0.57,2020-08-03,Unibail-Rodamco-Westfield SE,FR0013326246,"Samlyn Capital, LLC",archive
0.69,2020-08-03,ARCADIS N.V.,NL0006237562,SFM UK Management LLP,archive
0.77,2020-08-03,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.1,2020-08-03,Fugro N.V.,NL0000352565,Systematica Investments Limited,archive
0.86,2020-08-03,Unibail-Rodamco-Westfield SE,FR0013326246,Viking Global Investors LP,archive
1.15,2020-08-03,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.53,2020-08-03,Pharming Group N.V.,NL0010391025,Voleon Capital Management LP,archive
0.79,2020-08-03,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
4.06,2020-07-31,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.39,2020-07-31,Unibail-Rodamco-Westfield SE,FR0013326246,Lone Pine Capital LLC,archive
0.98,2020-07-31,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.73,2020-07-31,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.78,2020-07-31,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.8,2020-07-31,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
0.8,2020-07-31,Fugro N.V.,NL0000352565,TFG Asset Management UK LLP,archive
1.09,2020-07-31,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.87,2020-07-31,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.78,2020-07-31,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.63,2020-07-31,Pharming Group N.V.,NL0010391025,"WorldQuant, LLC",archive
0.6,2020-07-30,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
1.03,2020-07-30,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
1.05,2020-07-30,Pharming Group N.V.,NL0010391025,Linden Advisors LP,archive
1.81,2020-07-30,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.84,2020-07-30,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
1.0,2020-07-30,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
1.59,2020-07-30,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.76,2020-07-30,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
0.79,2020-07-30,Fugro N.V.,NL0000352565,TFG Asset Management UK LLP,archive
0.38,2020-07-30,Fugro N.V.,NL0000352565,The Mangrove Partners Master Fund Limited,archive
0.94,2020-07-30,Unibail-Rodamco-Westfield SE,FR0013326246,Viking Global Investors LP,archive
0.93,2020-07-30,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.79,2020-07-30,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
0.95,2020-07-30,Unibail-Rodamco-Westfield SE,FR0013326246,"Woodson Capital Master Fund, LP",archive
0.58,2020-07-29,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.9,2020-07-29,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
2.08,2020-07-29,BE Semiconductor Industries N.V.,NL0012866412,Citadel Europe LLP,archive
3.96,2020-07-29,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
1.02,2020-07-29,BE Semiconductor Industries N.V.,NL0012866412,"Davidson Kempner European Partners, LLP",archive
0.26,2020-07-29,Fugro N.V.,NL0000352565,GSA Capital Partners LLP,archive
0.47,2020-07-29,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
0.5,2020-07-29,Koninklijke BAM Groep N.V.,NL0000337319,"Lucerne Capital Management, L.P.",archive
1.95,2020-07-29,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.0,2020-07-29,Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,archive
1.16,2020-07-29,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.55,2020-07-29,STMicroelectronics N.V.,NL0000226223,Sculptor Capital Management Europe Limited,archive
0.86,2020-07-29,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
0.5,2020-07-29,Aalberts N.V.,NL0000852564,Voleon Capital Management LP,archive
0.89,2020-07-29,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
1.18,2020-07-28,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.9,2020-07-28,Lakefront Biotherapeutics NV,BE0003818359,Marshall Wace LLP,archive
0.72,2020-07-28,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.61,2020-07-27,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.5,2020-07-27,Fugro N.V.,NL0000352565,Voleon Capital Management LP,archive
0.6,2020-07-27,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.2,2020-07-24,Wereldhave N.V.,NL0000289213,"Athanor Capital, LP",archive
0.53,2020-07-24,STMicroelectronics N.V.,NL0000226223,BNP Paribas S.A.,archive
0.81,2020-07-24,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.72,2020-07-24,Fugro N.V.,NL0000352565,GSA Capital Partners LLP,archive
0.25,2020-07-24,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
1.0,2020-07-24,Fugro N.V.,NL0000352565,Systematica Investments Limited,archive
1.82,2020-07-24,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.69,2020-07-23,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.92,2020-07-23,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.53,2020-07-23,Qiagen N.V.,NL0012169213,Cigogne Management S.A.,archive
0.62,2020-07-23,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.96,2020-07-23,Aperam S.A.,LU0569974404,Citadel Europe LLP,archive
1.29,2020-07-23,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.54,2020-07-23,Wereldhave N.V.,NL0000289213,Parian GP LLC,archive
0.55,2020-07-23,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
1.7,2020-07-22,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
2.09,2020-07-22,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
1.12,2020-07-22,Wereldhave N.V.,NL0000289213,"Athanor Capital, LP",archive
0.66,2020-07-22,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
0.79,2020-07-22,Fugro N.V.,NL0000352565,The Mangrove Partners Master Fund Limited,archive
2.9,2020-07-22,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
1.69,2020-07-21,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.8,2020-07-21,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.5,2020-07-21,Lakefront Biotherapeutics NV,BE0003818359,Citadel Advisors LLC,archive
3.84,2020-07-21,Unibail-Rodamco-Westfield SE,FR0013326246,D1 Capital Partners LP,archive
0.56,2020-07-21,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
2.27,2020-07-21,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.39,2020-07-21,SBM Offshore N.V.,NL0000360618,Marshall Wace LLP,archive
0.96,2020-07-21,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
2.8,2020-07-21,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
0.74,2020-07-20,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.49,2020-07-20,Lakefront Biotherapeutics NV,BE0003818359,Citadel Advisors LLC,archive
0.79,2020-07-20,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
2.35,2020-07-20,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.71,2020-07-20,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
2.74,2020-07-20,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
0.51,2020-07-20,Pharming Group N.V.,NL0010391025,Woodline Partners,archive
1.71,2020-07-20,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
0.66,2020-07-17,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
1.08,2020-07-17,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.43,2020-07-17,Eurocommercial Properties N.V.,NL0000288876,Clearance Capital Limited,archive
0.65,2020-07-17,Fugro N.V.,NL0000352565,GSA Capital Partners LLP,archive
0.8,2020-07-17,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
2.41,2020-07-17,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.52,2020-07-17,Wereldhave N.V.,NL0000289213,Toscafund Asset Management LLP,archive
2.37,2020-07-17,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
1.7,2020-07-16,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.56,2020-07-16,AMG Critical Materials N.V.,NL0000888691,Capital Fund Management S.A.,archive
0.47,2020-07-16,Basic-Fit N.V.,NL0011872650,Citadel Advisors LLC,archive
2.53,2020-07-16,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.93,2020-07-16,Pharming Group N.V.,NL0010391025,Pictet Asset Management Limited,archive
1.69,2020-07-16,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
1.69,2020-07-15,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
1.39,2020-07-15,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
0.96,2020-07-15,Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,archive
0.37,2020-07-15,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
1.39,2020-07-15,Wereldhave N.V.,NL0000289213,Toscafund Asset Management LLP,archive
1.59,2020-07-15,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
0.84,2020-07-14,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.82,2020-07-14,Fugro N.V.,NL0000352565,HBK Investments LP,archive
2.67,2020-07-14,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.0,2020-07-14,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
1.46,2020-07-14,Fugro N.V.,NL0000352565,Whitebox Advisors LLC,archive
1.11,2020-07-13,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.83,2020-07-13,Aperam S.A.,LU0569974404,Citadel Europe LLP,archive
0.79,2020-07-13,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.74,2020-07-13,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.59,2020-07-13,Unibail-Rodamco-Westfield SE,FR0013326246,Kintbury Capital LLP,archive
3.07,2020-07-13,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.88,2020-07-13,Koninklijke BAM Groep N.V.,NL0000337319,Marshall Wace LLP,archive
1.03,2020-07-13,Unibail-Rodamco-Westfield SE,FR0013326246,Marshall Wace LLP,archive
0.35,2020-07-13,AMG Critical Materials N.V.,NL0000888691,Susquehanna International Securities Limited,archive
1.3,2020-07-13,AMG Critical Materials N.V.,NL0000888691,Systematica Investments Limited,archive
1.7,2020-07-10,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.5,2020-07-10,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.51,2020-07-10,Basic-Fit N.V.,NL0011872650,Citadel Advisors LLC,archive
1.09,2020-07-10,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
0.5,2020-07-10,Eurocommercial Properties N.V.,NL0000288876,Clearance Capital Limited,archive
0.8,2020-07-10,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.64,2020-07-10,Fugro N.V.,NL0000352565,HBK Investments LP,archive
0.79,2020-07-10,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
0.62,2020-07-10,Sif Holding N.V.,NL0011660485,JPMorgan Asset Management (UK) Ltd.,archive
3.19,2020-07-10,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
1.22,2020-07-10,Fugro N.V.,NL0000352565,Sculptor Capital Management Europe Limited,archive
1.54,2020-07-10,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.1,2020-07-09,Koninklijke BAM Groep N.V.,NL0000337319,Citadel Advisors LLC,archive
1.06,2020-07-09,Wereldhave N.V.,NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",archive
0.79,2020-07-09,Lakefront Biotherapeutics NV,BE0003818359,"D. E. Shaw & Co., L.P.",archive
0.51,2020-07-09,Fugro N.V.,NL0000352565,GSA Capital Partners LLP,archive
0.5,2020-07-09,Sif Holding N.V.,NL0011660485,JPMorgan Asset Management (UK) Ltd.,archive
3.26,2020-07-09,Fugro N.V.,NL0000352565,Marshall Wace LLP,archive
0.51,2020-07-09,Signify N.V.,NL0011821392,Millennium Capital Partners LLP,archive
1.46,2020-07-09,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.69,2020-07-08,OCI N.V.,NL0010558797,"AQR Capital Management, LLC",archive
0.51,2020-07-08,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
0.81,2020-07-08,Koninklijke BAM Groep N.V.,NL0000337319,HBK Investments LP,archive
1.06,2020-07-08,Unibail-Rodamco-Westfield SE,FR0013326246,"Maverick Capital, Ltd.",archive
0.5,2020-07-08,AMG Critical Materials N.V.,NL0000888691,Susquehanna International Securities Limited,archive
0.6,2020-07-08,Fugro N.V.,NL0000352565,Susquehanna International Securities Limited,archive
1.37,2020-07-08,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
2.19,2020-07-07,SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",archive
0.71,2020-07-07,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
1.82,2020-07-07,BE Semiconductor Industries N.V.,NL0012866412,Citadel Europe LLP,archive
1.47,2020-07-07,Flow Traders Ltd.,NL0011279492,Marshall Wace LLP,archive
1.26,2020-07-07,Koninklijke BAM Groep N.V.,NL0000337319,"WorldQuant, LLC",archive
1.54,2020-07-06,ARCADIS N.V.,NL0006237562,AKO Capital LLP,archive
0.49,2020-07-06,Aperam S.A.,LU0569974404,Citadel Advisors LLC,archive
0.69,2020-07-06,Pharming Group N.V.,NL0010391025,Citadel Advisors LLC,archive
0.45,2020-07-06,Koninklijke BAM Groep N.V.,NL0000337319,GSA Capital Partners LLP,archive
