position_date,isin,issuer_name,net_short_position,position_holder,source
2014-04-15,NL0000352565,Fugro N.V.,0.69,BlackRock Investment Management (UK) Limited,archive
2014-04-15,NL0000352565,Fugro N.V.,0.47,Marshall Wace LLP,archive
2014-04-11,LU0569974404,Aperam S.A.,2.57,Adage Capital Management L.P.,archive
2014-04-11,NL0000352565,Fugro N.V.,0.54,Marshall Wace LLP,archive
2014-04-11,NL0000352565,Fugro N.V.,0.73,"WorldQuant, LLC",archive
2014-04-10,NL0000352565,Fugro N.V.,0.66,"WorldQuant, LLC",archive
2014-04-08,LU0569974404,Aperam S.A.,2.97,Adage Capital Management L.P.,archive
2014-04-08,NL0000352565,Fugro N.V.,0.67,Marshall Wace LLP,archive
2014-04-07,NL0000337319,Koninklijke BAM Groep N.V.,1.16,AKO Capital LLP,archive
2014-04-07,NL0000352565,Fugro N.V.,0.51,"WorldQuant, LLC",archive
2014-04-04,NL0000337319,Koninklijke BAM Groep N.V.,1.06,AKO Capital LLP,archive
2014-04-04,NL0009739416,PostNL N.V.,0.72,Marshall Wace LLP,archive
2014-04-03,NL0000337319,Koninklijke BAM Groep N.V.,0.92,AKO Capital LLP,archive
2014-04-03,NL0009739416,PostNL N.V.,0.54,Marshall Wace LLP,archive
2014-04-02,NL0000337319,Koninklijke BAM Groep N.V.,0.8,AKO Capital LLP,archive
2014-04-01,LU0569974404,Aperam S.A.,3.03,Adage Capital Management L.P.,archive
2014-03-31,LU0569974404,Aperam S.A.,2.84,Adage Capital Management L.P.,archive
2014-03-31,NL0000337319,Koninklijke BAM Groep N.V.,0.7,AKO Capital LLP,archive
2014-03-28,NL0000337319,Koninklijke BAM Groep N.V.,0.62,AKO Capital LLP,archive
2014-03-28,NL0000387058,TomTom N.V.,0.81,TT International,archive
2014-03-27,NL0000337319,Koninklijke BAM Groep N.V.,0.5,AKO Capital LLP,archive
2014-03-27,NL0000352565,Fugro N.V.,0.49,The Children's Investment Fund Management (UK) LLP,archive
2014-03-26,NL0000352565,Fugro N.V.,0.49,"BlackRock Institutional Trust Company, National Association",archive
2014-03-26,NL0000289213,Wereldhave N.V.,0.59,"BlackRock Institutional Trust Company, National Association",archive
2014-03-26,LU0569974404,Aperam S.A.,0.71,BNP Paribas S.A.,archive
2014-03-26,NL0000352565,Fugro N.V.,0.55,The Children's Investment Fund Management (UK) LLP,archive
2014-03-25,LU0569974404,Aperam S.A.,0.66,BNP Paribas S.A.,archive
2014-03-25,NL0009739416,PostNL N.V.,0.44,Oxford Asset Management,archive
2014-03-24,NL0009739416,PostNL N.V.,0.5,Oxford Asset Management,archive
2014-03-21,LU0569974404,Aperam S.A.,0.7,BNP Paribas S.A.,archive
2014-03-21,NL0000387058,TomTom N.V.,0.45,"Cadian Capital Management GP, LLC",archive
2014-03-20,NL0000387058,TomTom N.V.,0.66,"Cadian Capital Management GP, LLC",archive
2014-03-19,NL0000352565,Fugro N.V.,0.7,Marshall Wace LLP,archive
2014-03-19,NL0000360618,SBM Offshore N.V.,0.39,Marshall Wace LLP,archive
2014-03-18,NL0000360618,SBM Offshore N.V.,0.54,Marshall Wace LLP,archive
2014-03-18,NL0010583399,Corbion N.V.,0.49,Susquehanna International Holdings LLC,archive
2014-03-17,NL0000352565,Fugro N.V.,0.62,Marshall Wace LLP,archive
2014-03-14,NL0010583399,Corbion N.V.,0.5,Susquehanna International Holdings LLC,archive
2014-03-14,NL0000387058,TomTom N.V.,0.65,TT International,archive
2014-03-13,LU0569974404,Aperam S.A.,2.72,Adage Capital Management L.P.,archive
2014-03-13,NL0000352565,Fugro N.V.,0.5,"BlackRock Institutional Trust Company, National Association",archive
2014-03-13,LU0569974404,Aperam S.A.,0.63,BNP Paribas S.A.,archive
2014-03-12,NL0000352565,Fugro N.V.,1.81,AKO Capital LLP,archive
2014-03-12,NL0009269109,Koninklijke Heijmans N.V.,0.89,"BlackRock Institutional Trust Company, National Association",archive
2014-03-12,NL0000352565,Fugro N.V.,0.71,BlackRock Investment Management (UK) Limited,archive
2014-03-12,NL0000352565,Fugro N.V.,0.52,Marshall Wace LLP,archive
2014-03-12,NL0000360618,SBM Offshore N.V.,0.83,Marshall Wace LLP,archive
2014-03-11,NL0000352565,Fugro N.V.,2.05,AKO Capital LLP,archive
2014-03-11,NL0009269109,Koninklijke Heijmans N.V.,0.67,BlackRock Investment Management (UK) Limited,archive
2014-03-10,LU0569974404,Aperam S.A.,3.03,Adage Capital Management L.P.,archive
2014-03-10,NL0000352565,Fugro N.V.,2.14,AKO Capital LLP,archive
2014-03-07,NL0000352565,Fugro N.V.,2.35,AKO Capital LLP,archive
2014-03-07,NL0000352565,Fugro N.V.,0.68,BlackRock Investment Management (UK) Limited,archive
2014-03-07,NL0000352565,Fugro N.V.,0.64,Lansdowne Partners Limited,archive
2014-03-07,NL0010583399,Corbion N.V.,0.48,Susquehanna International Holdings LLC,archive
2014-03-06,NL0000387058,TomTom N.V.,0.4,AKO Capital LLP,archive
2014-03-06,NL0000360618,SBM Offshore N.V.,0.72,Marshall Wace LLP,archive
2014-03-05,NL0000387058,TomTom N.V.,0.56,AKO Capital LLP,archive
2014-03-05,NL0000352565,Fugro N.V.,0.76,BlackRock Investment Management (UK) Limited,archive
2014-03-05,NL0000352565,Fugro N.V.,0.55,Lansdowne Partners Limited,archive
2014-03-04,LU0569974404,Aperam S.A.,3.27,Adage Capital Management L.P.,archive
2014-03-04,NL0000289213,Wereldhave N.V.,0.68,"BlackRock Institutional Trust Company, National Association",archive
2014-03-04,NL0000360618,SBM Offshore N.V.,0.6,Marshall Wace LLP,archive
2014-03-04,NL0010583399,Corbion N.V.,0.57,Susquehanna International Holdings LLC,archive
2014-03-03,NL0000387058,TomTom N.V.,0.66,AKO Capital LLP,archive
2014-03-03,NL0000360618,SBM Offshore N.V.,0.52,Marshall Wace LLP,archive
2014-02-27,NL0000387058,TomTom N.V.,0.88,AKO Capital LLP,archive
2014-02-27,NL0000387058,TomTom N.V.,0.43,"Marble Arch Investments, LP",archive
2014-02-26,NL0000387058,TomTom N.V.,0.96,AKO Capital LLP,archive
2014-02-26,NL0000352565,Fugro N.V.,0.49,Marshall Wace LLP,archive
2014-02-25,NL0000387058,TomTom N.V.,1.35,AKO Capital LLP,archive
2014-02-25,NL0010583399,Corbion N.V.,0.64,Susquehanna International Holdings LLC,archive
2014-02-21,NL0000387058,TomTom N.V.,1.48,AKO Capital LLP,archive
2014-02-20,NL0000387058,TomTom N.V.,1.56,AKO Capital LLP,archive
2014-02-20,NL0000337319,Koninklijke BAM Groep N.V.,0.45,JPMorgan Asset Management (UK) Ltd.,archive
2014-02-19,NL0000387058,TomTom N.V.,1.69,AKO Capital LLP,archive
2014-02-19,NL0000387058,TomTom N.V.,0.6,"Marble Arch Investments, LP",archive
2014-02-18,NL0000387058,TomTom N.V.,2.05,AKO Capital LLP,archive
2014-02-18,NL0000387058,TomTom N.V.,0.78,"Marble Arch Investments, LP",archive
2014-02-17,NL0000387058,TomTom N.V.,2.26,AKO Capital LLP,archive
2014-02-14,NL0000387058,TomTom N.V.,2.38,AKO Capital LLP,archive
2014-02-14,NL0000387058,TomTom N.V.,0.96,"Marble Arch Investments, LP",archive
2014-02-13,NL0009269109,Koninklijke Heijmans N.V.,0.99,"BlackRock Institutional Trust Company, National Association",archive
2014-02-13,NL0000387058,TomTom N.V.,1.15,"Marble Arch Investments, LP",archive
2014-02-13,NL0000352565,Fugro N.V.,0.62,The Children's Investment Fund Management (UK) LLP,archive
2014-02-12,NL0009269109,Koninklijke Heijmans N.V.,0.49,BlackRock Advisors (UK) Limited,archive
2014-02-12,NL0000352565,Fugro N.V.,0.55,The Children's Investment Fund Management (UK) LLP,archive
2014-02-11,NL0000352565,Fugro N.V.,0.66,Adelphi Capital LLP,archive
2014-02-11,NL0000387058,TomTom N.V.,0.77,"Cadian Capital Management GP, LLC",archive
2014-02-10,NL0000352565,Fugro N.V.,0.5,Marshall Wace LLP,archive
2014-02-07,NL0010583399,Corbion N.V.,0.74,Susquehanna International Holdings LLC,archive
2014-02-07,NL0000352565,Fugro N.V.,0.49,TT International,archive
2014-02-06,LU0569974404,Aperam S.A.,3.51,Adage Capital Management L.P.,archive
2014-02-06,NL0000352565,Fugro N.V.,0.72,Citadel Europe LLP,archive
2014-02-05,NL0010583399,Corbion N.V.,0.89,Susquehanna International Holdings LLC,archive
2014-02-03,NL0010583399,Corbion N.V.,0.9,Susquehanna International Holdings LLC,archive
2014-01-31,NL0009432491,Koninklijke Vopak N.V.,0.54,Fil Investment Services (UK) Limited,archive
2014-01-30,NL0010583399,Corbion N.V.,0.89,Susquehanna International Holdings LLC,archive
2014-01-29,LU0569974404,Aperam S.A.,3.25,Adage Capital Management L.P.,archive
2014-01-29,NL0000352565,Fugro N.V.,0.83,Citadel Europe LLP,archive
2014-01-29,NL0000352565,Fugro N.V.,0.4,Egerton Capital (UK) LLP,archive
2014-01-29,NL0009432491,Koninklijke Vopak N.V.,0.49,Scopia Capital Management LP,archive
2014-01-28,NL0009432491,Koninklijke Vopak N.V.,0.58,Scopia Capital Management LP,archive
2014-01-27,NL0000337319,Koninklijke BAM Groep N.V.,0.54,JPMorgan Asset Management (UK) Ltd.,archive
2014-01-24,NL0000352565,Fugro N.V.,0.58,Adelphi Capital LLP,archive
2014-01-24,NL0010391025,Pharming Group N.V.,0.16,Susquehanna International Holdings LLC,archive
2014-01-23,NL0000352565,Fugro N.V.,0.68,BlackRock Investment Management (UK) Limited,archive
2014-01-23,NL0010583399,Corbion N.V.,0.96,Susquehanna International Holdings LLC,archive
2014-01-23,NL0010391025,Pharming Group N.V.,0.5,Susquehanna International Holdings LLC,archive
2014-01-20,NL0009269109,Koninklijke Heijmans N.V.,1.09,"BlackRock Institutional Trust Company, National Association",archive
2014-01-17,NL0000352565,Fugro N.V.,0.58,Egerton Capital (UK) LLP,archive
2014-01-15,NL0009269109,Koninklijke Heijmans N.V.,0.59,BlackRock Advisors (UK) Limited,archive
2014-01-15,NL0000352565,Fugro N.V.,0.7,BlackRock Investment Management (UK) Limited,archive
2014-01-15,NL0010583399,Corbion N.V.,1.04,Susquehanna International Holdings LLC,archive
2014-01-14,NL0000352565,Fugro N.V.,0.69,BlackRock Investment Management (UK) Limited,archive
2014-01-14,NL0000387058,TomTom N.V.,0.85,"Cadian Capital Management GP, LLC",archive
2014-01-10,NL0000387058,TomTom N.V.,0.73,"Cadian Capital Management GP, LLC",archive
2014-01-10,NL0000337319,Koninklijke BAM Groep N.V.,0.49,Saemor Capital B.V.,archive
2014-01-09,NL0000352565,Fugro N.V.,1.5,"AQR Capital Management, LLC",archive
2014-01-09,NL0000360618,SBM Offshore N.V.,0.44,Marshall Wace LLP,archive
2014-01-08,LU0569974404,Aperam S.A.,2.93,Adage Capital Management L.P.,archive
2014-01-08,NL0000360618,SBM Offshore N.V.,0.57,Marshall Wace LLP,archive
2014-01-07,NL0000352565,Fugro N.V.,2.54,AKO Capital LLP,archive
2014-01-07,NL0000352565,Fugro N.V.,0.76,Egerton Capital (UK) LLP,archive
2014-01-07,NL0010583399,Corbion N.V.,0.99,Susquehanna International Holdings LLC,archive
2014-01-06,LU0569974404,Aperam S.A.,2.8,Adage Capital Management L.P.,archive
2014-01-06,NL0000360618,SBM Offshore N.V.,0.69,Marshall Wace LLP,archive
2014-01-03,NL0000360618,SBM Offshore N.V.,0.72,Marshall Wace LLP,archive
2014-01-03,NL0010583399,Corbion N.V.,1.09,Susquehanna International Holdings LLC,archive
2014-01-02,NL0000387058,TomTom N.V.,0.8,"Discovery Capital Management, LLC",archive
2013-12-31,NL0010583399,Corbion N.V.,1.1,Susquehanna International Holdings LLC,archive
2013-12-30,NL0000387058,TomTom N.V.,0.6,"Cadian Capital Management GP, LLC",archive
2013-12-30,NL0000360618,SBM Offshore N.V.,0.64,Marshall Wace LLP,archive
2013-12-27,NL0000387058,TomTom N.V.,0.53,"Cadian Capital Management GP, LLC",archive
2013-12-27,NL0000337319,Koninklijke BAM Groep N.V.,0.52,Saemor Capital B.V.,archive
2013-12-20,NL0000352565,Fugro N.V.,0.7,BlackRock Investment Management (UK) Limited,archive
2013-12-20,NL0000360618,SBM Offshore N.V.,0.5,Marshall Wace LLP,archive
2013-12-19,LU0569974404,Aperam S.A.,2.64,Adage Capital Management L.P.,archive
2013-12-18,NL0000888691,AMG Critical Materials N.V.,0.0,Elliott Management Corporation,archive
2013-12-18,NL0000352565,Fugro N.V.,0.51,TT International,archive
2013-12-17,NL0000352565,Fugro N.V.,0.64,BlackRock Investment Management (UK) Limited,archive
2013-12-17,NL0000352565,Fugro N.V.,0.65,Egerton Capital (UK) LLP,archive
2013-12-17,NL0000395903,Wolters Kluwer N.V.,0.4,GLG Partners LP,archive
2013-12-16,NL0010583399,Corbion N.V.,1.29,Susquehanna International Holdings LLC,archive
2013-12-11,NL0000387058,TomTom N.V.,2.52,AKO Capital LLP,archive
2013-12-10,NL0000387058,TomTom N.V.,2.46,AKO Capital LLP,archive
2013-12-10,NL0010583399,Corbion N.V.,1.33,Susquehanna International Holdings LLC,archive
2013-12-06,LU0569974404,Aperam S.A.,3.03,Adage Capital Management L.P.,archive
2013-12-06,NL0000387058,TomTom N.V.,2.33,AKO Capital LLP,archive
2013-12-04,NL0000288876,Eurocommercial Properties N.V.,0.8,Wellington Management Company LLP,archive
2013-12-03,NL0000288876,Eurocommercial Properties N.V.,0.79,Wellington Management Company LLP,archive
2013-12-02,NL0000395903,Wolters Kluwer N.V.,0.5,GLG Partners LP,archive
2013-11-29,NL0000289213,Wereldhave N.V.,0.79,"BlackRock Institutional Trust Company, National Association",archive
2013-11-29,NL0000352565,Fugro N.V.,0.46,BlackRock Investment Management (UK) Limited,archive
2013-11-28,NL0010583399,Corbion N.V.,1.48,Susquehanna International Holdings LLC,archive
2013-11-27,NL0010583399,Corbion N.V.,1.39,Susquehanna International Holdings LLC,archive
2013-11-26,NL0010583399,Corbion N.V.,1.48,Susquehanna International Holdings LLC,archive
2013-11-22,NL0010583399,Corbion N.V.,1.59,Susquehanna International Holdings LLC,archive
2013-11-19,LU0569974404,Aperam S.A.,2.83,Adage Capital Management L.P.,archive
2013-11-19,NL0010583399,Corbion N.V.,1.67,Susquehanna International Holdings LLC,archive
2013-11-15,NL0000352565,Fugro N.V.,1.4,"AQR Capital Management, LLC",archive
2013-11-14,NL0009269109,Koninklijke Heijmans N.V.,0.7,BlackRock Investment Management (UK) Limited,archive
2013-11-14,NL0010583399,Corbion N.V.,1.88,Susquehanna International Holdings LLC,archive
2013-11-12,NL0000352565,Fugro N.V.,0.7,Citadel Europe LLP,archive
2013-11-08,NL0000352565,Fugro N.V.,0.51,BlackRock Investment Management (UK) Limited,archive
2013-11-08,NL0000352565,Fugro N.V.,0.63,Citadel Europe LLP,archive
2013-11-06,NL0009739416,PostNL N.V.,0.44,"AQR Capital Management, LLC",archive
2013-11-06,NL0009269109,Koninklijke Heijmans N.V.,0.0,"Lucerne Capital Management, L.P.",archive
2013-11-06,NL0000352565,Fugro N.V.,0.49,Marshall Wace LLP,archive
2013-11-04,NL0009269109,Koninklijke Heijmans N.V.,0.61,BlackRock Advisors (UK) Limited,archive
2013-11-04,NL0000352565,Fugro N.V.,0.57,Marshall Wace LLP,archive
2013-11-01,LU0569974404,Aperam S.A.,2.79,Adage Capital Management L.P.,archive
2013-10-31,NL0000292324,NSI N.V.,0.41,Carlson Capital UK LLP,archive
2013-10-31,NL0000352565,Fugro N.V.,0.66,Marshall Wace LLP,archive
2013-10-31,NL0009432491,Koninklijke Vopak N.V.,0.6,Scopia Capital Management LP,archive
2013-10-30,NL0000292324,NSI N.V.,0.5,Carlson Capital UK LLP,archive
2013-10-29,NL0000289213,Wereldhave N.V.,0.88,"BlackRock Institutional Trust Company, National Association",archive
2013-10-29,NL0000352565,Fugro N.V.,0.5,Citadel Europe LLP,archive
2013-10-29,NL0000352565,Fugro N.V.,0.79,Marshall Wace LLP,archive
2013-10-29,NL0000337319,Koninklijke BAM Groep N.V.,0.49,Marshall Wace LLP,archive
2013-10-28,NL0000387058,TomTom N.V.,2.22,AKO Capital LLP,archive
2013-10-28,NL0009269109,Koninklijke Heijmans N.V.,0.6,BlackRock Investment Management (UK) Limited,archive
2013-10-28,NL0000352565,Fugro N.V.,0.8,Marshall Wace LLP,archive
2013-10-25,NL0000352565,Fugro N.V.,2.43,AKO Capital LLP,archive
2013-10-25,NL0000387058,TomTom N.V.,2.47,AKO Capital LLP,archive
2013-10-25,NL0000352565,Fugro N.V.,0.79,Marshall Wace LLP,archive
2013-10-25,NL0009432491,Koninklijke Vopak N.V.,0.53,Scopia Capital Management LP,archive
2013-10-24,NL0000387058,TomTom N.V.,2.61,AKO Capital LLP,archive
2013-10-23,NL0000387058,TomTom N.V.,2.75,AKO Capital LLP,archive
2013-10-23,NL0009269109,Koninklijke Heijmans N.V.,0.59,BlackRock Advisors (UK) Limited,archive
2013-10-22,NL0000352565,Fugro N.V.,2.32,AKO Capital LLP,archive
2013-10-22,NL0000387058,TomTom N.V.,1.27,"Marble Arch Investments, LP",archive
2013-10-21,LU0569974404,Aperam S.A.,2.56,Adage Capital Management L.P.,archive
2013-10-21,NL0000387058,TomTom N.V.,2.88,AKO Capital LLP,archive
2013-10-18,NL0000387058,TomTom N.V.,2.94,AKO Capital LLP,archive
2013-10-18,NL0000387058,TomTom N.V.,1.35,"Marble Arch Investments, LP",archive
2013-10-18,NL0000337319,Koninklijke BAM Groep N.V.,0.59,Marshall Wace LLP,archive
2013-10-17,NL0000352565,Fugro N.V.,1.31,"AQR Capital Management, LLC",archive
2013-10-17,NL0009739416,PostNL N.V.,0.59,"AQR Capital Management, LLC",archive
2013-10-17,NL0000352565,Fugro N.V.,0.49,"Arrowstreet Capital, Limited Partnership",archive
2013-10-17,NL0000337319,Koninklijke BAM Groep N.V.,0.6,Marshall Wace LLP,archive
2013-10-16,LU0569974404,Aperam S.A.,2.36,Adage Capital Management L.P.,archive
2013-10-16,NL0009269109,Koninklijke Heijmans N.V.,0.61,BlackRock Advisors (UK) Limited,archive
2013-10-16,NL0000352565,Fugro N.V.,0.83,Marshall Wace LLP,archive
2013-10-15,LU0569974404,Aperam S.A.,2.23,Adage Capital Management L.P.,archive
2013-10-15,NL0000292324,NSI N.V.,0.49,Thames River Capital LLP,archive
2013-10-14,NL0000352565,Fugro N.V.,2.2,AKO Capital LLP,archive
2013-10-14,NL0000387058,TomTom N.V.,3.06,AKO Capital LLP,archive
2013-10-14,NL0000337319,Koninklijke BAM Groep N.V.,0.56,Marshall Wace LLP,archive
2013-10-11,NL0000337319,Koninklijke BAM Groep N.V.,0.6,Marshall Wace LLP,archive
2013-10-11,NL0000292324,NSI N.V.,0.5,Thames River Capital LLP,archive
2013-10-10,LU0569974404,Aperam S.A.,1.98,Adage Capital Management L.P.,archive
2013-10-10,NL0000387058,TomTom N.V.,3.11,AKO Capital LLP,archive
2013-10-09,NL0000387058,TomTom N.V.,3.25,AKO Capital LLP,archive
2013-10-07,LU0569974404,Aperam S.A.,1.81,Adage Capital Management L.P.,archive
2013-10-07,NL0000387058,TomTom N.V.,3.39,AKO Capital LLP,archive
2013-10-07,NL0000352565,Fugro N.V.,0.59,"Arrowstreet Capital, Limited Partnership",archive
2013-10-03,NL0000387058,TomTom N.V.,3.49,AKO Capital LLP,archive
2013-10-03,NL0000337319,Koninklijke BAM Groep N.V.,0.57,Marshall Wace LLP,archive
2013-10-02,NL0000352565,Fugro N.V.,1.23,"AQR Capital Management, LLC",archive
2013-10-02,NL0009739416,PostNL N.V.,0.66,"AQR Capital Management, LLC",archive
2013-10-02,NL0000337319,Koninklijke BAM Groep N.V.,0.37,"WorldQuant, LLC",archive
2013-10-01,NL0000337319,Koninklijke BAM Groep N.V.,0.67,JPMorgan Asset Management (UK) Ltd.,archive
2013-09-30,NL0000352565,Fugro N.V.,0.72,Marshall Wace LLP,archive
2013-09-24,NL0000337319,Koninklijke BAM Groep N.V.,0.68,Marshall Wace LLP,archive
2013-09-23,NL0009269109,Koninklijke Heijmans N.V.,0.59,BlackRock Investment Management (UK) Limited,archive
2013-09-23,NL0000352565,Fugro N.V.,0.62,Marshall Wace LLP,archive
2013-09-20,NL0000352565,Fugro N.V.,1.19,"AQR Capital Management, LLC",archive
2013-09-18,NL0000387058,TomTom N.V.,3.59,AKO Capital LLP,archive
2013-09-18,NL0000337319,Koninklijke BAM Groep N.V.,0.7,Marshall Wace LLP,archive
2013-09-17,NL0000387058,TomTom N.V.,3.62,AKO Capital LLP,archive
2013-09-17,NL0009739416,PostNL N.V.,0.79,"AQR Capital Management, LLC",archive
2013-09-16,NL0000387058,TomTom N.V.,3.71,AKO Capital LLP,archive
2013-09-13,NL0000387058,TomTom N.V.,3.93,AKO Capital LLP,archive
2013-09-13,NL0000352565,Fugro N.V.,0.49,Marshall Wace LLP,archive
2013-09-12,NL0000387058,TomTom N.V.,4.14,AKO Capital LLP,archive
2013-09-11,NL0009269109,Koninklijke Heijmans N.V.,0.69,BlackRock Investment Management (UK) Limited,archive
2013-09-10,NL0000337319,Koninklijke BAM Groep N.V.,0.63,Marshall Wace LLP,archive
2013-09-10,NL0009739416,PostNL N.V.,0.47,Oxford Asset Management,archive
2013-09-09,NL0000337319,Koninklijke BAM Groep N.V.,0.5,"WorldQuant, LLC",archive
2013-09-06,NL0000352565,Fugro N.V.,2.16,AKO Capital LLP,archive
2013-09-06,NL0009739416,PostNL N.V.,0.87,"AQR Capital Management, LLC",archive
2013-09-04,NL0000352565,Fugro N.V.,1.21,"AQR Capital Management, LLC",archive
2013-09-04,NL0000395903,Wolters Kluwer N.V.,0.48,GLG Partners LP,archive
2013-09-04,NL0009739416,PostNL N.V.,0.58,Oxford Asset Management,archive
2013-09-04,NL0009432491,Koninklijke Vopak N.V.,0.47,Scopia Capital Management LP,archive
2013-09-03,NL0000395903,Wolters Kluwer N.V.,0.5,GLG Partners LP,archive
2013-09-03,NL0000337319,Koninklijke BAM Groep N.V.,0.5,Marshall Wace LLP,archive
2013-08-30,NL0000352565,Fugro N.V.,1.19,"AQR Capital Management, LLC",archive
2013-08-30,NL0009739416,PostNL N.V.,0.67,Oxford Asset Management,archive
2013-08-27,NL0009269109,Koninklijke Heijmans N.V.,1.16,"BlackRock Institutional Trust Company, National Association",archive
2013-08-27,NL0000352565,Fugro N.V.,0.59,Marshall Wace LLP,archive
2013-08-27,NL0009739416,PostNL N.V.,0.77,Oxford Asset Management,archive
2013-08-26,NL0000352565,Fugro N.V.,0.67,Marshall Wace LLP,archive
2013-08-22,NL0009739416,PostNL N.V.,0.85,Oxford Asset Management,archive
2013-08-21,NL0000360618,SBM Offshore N.V.,0.49,"AQR Capital Management, LLC",archive
2013-08-21,NL0000352565,Fugro N.V.,0.6,"Arrowstreet Capital, Limited Partnership",archive
2013-08-21,NL0009739416,PostNL N.V.,0.46,Highbridge Capital Management LLC,archive
2013-08-20,NL0009739416,PostNL N.V.,0.54,Highbridge Capital Management LLC,archive
2013-08-19,NL0000352565,Fugro N.V.,2.24,AKO Capital LLP,archive
2013-08-19,NL0009739416,PostNL N.V.,0.64,Highbridge Capital Management LLC,archive
2013-08-16,LU0569974404,Aperam S.A.,1.3,Adage Capital Management L.P.,archive
2013-08-16,NL0000352565,Fugro N.V.,1.23,"AQR Capital Management, LLC",archive
2013-08-16,NL0000289213,Wereldhave N.V.,0.9,"BlackRock Institutional Trust Company, National Association",archive
2013-08-16,NL0009739416,PostNL N.V.,0.98,Oxford Asset Management,archive
2013-08-15,NL0000352565,Fugro N.V.,0.7,Marshall Wace LLP,archive
2013-08-14,NL0000352565,Fugro N.V.,0.68,Marshall Wace LLP,archive
2013-08-13,NL0009739416,PostNL N.V.,0.54,Highbridge Capital Management LLC,archive
2013-08-13,NL0000352565,Fugro N.V.,0.7,Marshall Wace LLP,archive
2013-08-12,NL0009269109,Koninklijke Heijmans N.V.,1.26,"BlackRock Institutional Trust Company, National Association",archive
2013-08-09,NL0000352565,Fugro N.V.,2.19,AKO Capital LLP,archive
2013-08-09,NL0000352565,Fugro N.V.,0.67,Marshall Wace LLP,archive
2013-08-09,NL0009739416,PostNL N.V.,1.09,Oxford Asset Management,archive
2013-08-08,NL0009269109,Koninklijke Heijmans N.V.,0.78,BlackRock Advisors (UK) Limited,archive
2013-08-06,NL0000352565,Fugro N.V.,1.19,"AQR Capital Management, LLC",archive
2013-08-06,NL0000360618,SBM Offshore N.V.,0.53,"AQR Capital Management, LLC",archive
2013-08-06,LU0569974404,Aperam S.A.,0.48,"Bocage Capital, LLC",archive
2013-08-06,NL0000352565,Fugro N.V.,0.51,Marshall Wace LLP,archive
2013-08-06,LU0569974404,Aperam S.A.,0.29,TT International,archive
2013-08-05,NL0000289213,Wereldhave N.V.,0.8,"BlackRock Institutional Trust Company, National Association",archive
2013-08-05,NL0000395903,Wolters Kluwer N.V.,0.42,Odey Asset Management LLP,archive
2013-08-05,NL0009739416,PostNL N.V.,1.1,Oxford Asset Management,archive
2013-08-05,LU0569974404,Aperam S.A.,0.5,TT International,archive
2013-08-02,NL0000292324,NSI N.V.,0.75,Thames River Capital LLP,archive
2013-08-01,NL0000888691,AMG Critical Materials N.V.,0.49,Oxford Asset Management,archive
2013-07-31,NL0000289213,Wereldhave N.V.,0.7,"BlackRock Institutional Trust Company, National Association",archive
2013-07-31,NL0009739416,PostNL N.V.,1.08,Oxford Asset Management,archive
2013-07-29,NL0009739416,PostNL N.V.,0.91,"AQR Capital Management, LLC",archive
2013-07-24,NL0000395903,Wolters Kluwer N.V.,0.74,Odey Asset Management LLP,archive
2013-07-23,NL0000337319,Koninklijke BAM Groep N.V.,0.49,"BlackRock Institutional Trust Company, National Association",archive
2013-07-23,NL0009739416,PostNL N.V.,1.19,Oxford Asset Management,archive
2013-07-22,NL0009739416,PostNL N.V.,1.2,Oxford Asset Management,archive
2013-07-19,NL0000360618,SBM Offshore N.V.,0.68,"AQR Capital Management, LLC",archive
2013-07-19,NL0009739416,PostNL N.V.,1.19,Oxford Asset Management,archive
2013-07-19,LU0569974404,Aperam S.A.,0.71,TT International,archive
2013-07-18,NL0009739416,PostNL N.V.,1.29,Oxford Asset Management,archive
2013-07-18,LU0569974404,Aperam S.A.,0.88,TT International,archive
2013-07-17,NL0000352565,Fugro N.V.,2.09,AKO Capital LLP,archive
2013-07-17,NL0000352565,Fugro N.V.,0.59,"Arrowstreet Capital, Limited Partnership",archive
2013-07-17,NL0000888691,AMG Critical Materials N.V.,0.5,Oxford Asset Management,archive
2013-07-16,NL0009739416,PostNL N.V.,0.81,"AQR Capital Management, LLC",archive
2013-07-11,NL0000337319,Koninklijke BAM Groep N.V.,0.59,"BlackRock Institutional Trust Company, National Association",archive
2013-07-09,NL0000352565,Fugro N.V.,1.97,AKO Capital LLP,archive
2013-07-09,NL0009739416,PostNL N.V.,0.49,Archipel Asset Management AB,archive
2013-07-09,NL0009739416,PostNL N.V.,1.39,Oxford Asset Management,archive
2013-07-04,NL0000292324,NSI N.V.,0.89,Thames River Capital LLP,archive
2013-07-03,LU0569974404,Aperam S.A.,0.94,TT International,archive
2013-07-02,LU0569974404,Aperam S.A.,0.61,"Bocage Capital, LLC",archive
2013-06-26,NL0000352565,Fugro N.V.,1.21,"AQR Capital Management, LLC",archive
2013-06-26,NL0000337319,Koninklijke BAM Groep N.V.,0.69,"BlackRock Institutional Trust Company, National Association",archive
2013-06-24,NL0009269109,Koninklijke Heijmans N.V.,1.39,"BlackRock Institutional Trust Company, National Association",archive
2013-06-24,NL0000292324,NSI N.V.,0.91,Thames River Capital LLP,archive
2013-06-24,LU0569974404,Aperam S.A.,0.63,TT International,archive
2013-06-20,NL0000387058,TomTom N.V.,1.46,"Marble Arch Investments, LP",archive
