issuer_name,position_date,position_holder,net_short_position,isin,source
Basic-Fit N.V.,2022-11-08,CapeView Capital LLP,0.95,NL0011872650,archive
BE Semiconductor Industries N.V.,2022-11-08,Citadel Advisors LLC,0.67,NL0012866412,archive
Koninklijke BAM Groep N.V.,2022-11-08,Citadel Advisors LLC,0.7,NL0000337319,archive
ArcelorMittal S.A.,2022-11-08,Marshall Wace LLP,0.68,LU1598757687,archive
Koninklijke BAM Groep N.V.,2022-11-08,Marshall Wace LLP,1.23,NL0000337319,archive
Unibail-Rodamco-Westfield SE,2022-11-08,Marshall Wace LLP,0.98,FR0013326246,archive
Signify N.V.,2022-11-08,Millennium International Management LP,0.48,NL0011821392,archive
Basic-Fit N.V.,2022-11-08,Praxis Alpha Partners LLP,0.28,NL0011872650,archive
Wereldhave N.V.,2022-11-08,"Woodson Capital Master Fund, LP",2.87,NL0000289213,archive
PostNL N.V.,2022-11-08,"WorldQuant, LLC",0.56,NL0009739416,archive
Signify N.V.,2022-11-07,AKO Capital LLP,1.32,NL0011821392,archive
Basic-Fit N.V.,2022-11-07,CapeView Capital LLP,1.04,NL0011872650,archive
ABN AMRO Bank NV,2022-11-07,Marshall Wace LLP,0.53,NL0011540547,archive
PostNL N.V.,2022-11-07,Marshall Wace LLP,1.61,NL0009739416,archive
SBM Offshore N.V.,2022-11-07,Marshall Wace LLP,0.69,NL0000360618,archive
Signify N.V.,2022-11-07,Millennium Capital Partners LLP,0.49,NL0011821392,archive
AMG Critical Materials N.V.,2022-11-07,Qube Research & Technologies Ltd.,0.8,NL0000888691,archive
Basic-Fit N.V.,2022-11-07,SIH Partners LLLP,0.52,NL0011872650,archive
Koninklijke Heijmans N.V.,2022-11-07,SIH Partners LLLP,1.08,NL0009269109,archive
AMG Critical Materials N.V.,2022-11-07,Systematica Investments Limited,0.64,NL0000888691,archive
Wereldhave N.V.,2022-11-07,"Woodson Capital Master Fund, LP",2.96,NL0000289213,archive
BE Semiconductor Industries N.V.,2022-11-04,Citadel Advisors LLC,0.79,NL0012866412,archive
Koninklijke BAM Groep N.V.,2022-11-04,Citadel Advisors LLC,0.65,NL0000337319,archive
Pharming Group N.V.,2022-11-04,Citadel Advisors LLC,0.91,NL0010391025,archive
ArcelorMittal S.A.,2022-11-04,"D. E. Shaw & Co., L.P.",0.58,LU1598757687,archive
Koninklijke BAM Groep N.V.,2022-11-04,Marshall Wace LLP,1.11,NL0000337319,archive
AMG Critical Materials N.V.,2022-11-04,Qube Research & Technologies Ltd.,0.72,NL0000888691,archive
PostNL N.V.,2022-11-04,Qube Research & Technologies Ltd.,0.49,NL0009739416,archive
Basic-Fit N.V.,2022-11-03,CapeView Capital LLP,1.12,NL0011872650,archive
Koninklijke BAM Groep N.V.,2022-11-03,Citadel Advisors LLC,0.57,NL0000337319,archive
ArcelorMittal S.A.,2022-11-03,"D. E. Shaw & Co., L.P.",0.6,LU1598757687,archive
ABN AMRO Bank NV,2022-11-03,Exane Asset Management,0.38,NL0011540547,archive
PostNL N.V.,2022-11-03,GSA Capital Partners LLP,0.81,NL0009739416,archive
ArcelorMittal S.A.,2022-11-03,Marshall Wace LLP,0.71,LU1598757687,archive
Koninklijke BAM Groep N.V.,2022-11-03,Marshall Wace LLP,0.88,NL0000337319,archive
Koninklijke Philips N.V.,2022-11-03,Marshall Wace LLP,1.01,NL0000009538,archive
Unibail-Rodamco-Westfield SE,2022-11-03,Marshall Wace LLP,1.01,FR0013326246,archive
BE Semiconductor Industries N.V.,2022-11-03,"Point72 Asset Management, L.P.",1.2,NL0012866412,archive
AMG Critical Materials N.V.,2022-11-03,Qube Research & Technologies Ltd.,0.84,NL0000888691,archive
Koninklijke Philips N.V.,2022-11-03,Viking Global Investors LP,1.36,NL0000009538,archive
PostNL N.V.,2022-11-03,"WorldQuant, LLC",0.64,NL0009739416,archive
Basic-Fit N.V.,2022-11-02,CapeView Capital LLP,1.06,NL0011872650,archive
AMG Critical Materials N.V.,2022-11-02,Citadel Advisors LLC,0.5,NL0000888691,archive
Pharming Group N.V.,2022-11-02,Citadel Advisors LLC,0.78,NL0010391025,archive
Alfen N.V.,2022-11-02,Marshall Wace LLP,1.05,NL0012817175,archive
PostNL N.V.,2022-11-02,Marshall Wace LLP,1.52,NL0009739416,archive
PostNL N.V.,2022-11-02,Millennium International Management LP,0.23,NL0009739416,archive
Signify N.V.,2022-11-02,Millennium International Management LP,0.57,NL0011821392,archive
PostNL N.V.,2022-11-02,Qube Research & Technologies Ltd.,0.54,NL0009739416,archive
Koninklijke Heijmans N.V.,2022-11-02,SIH Partners LLLP,1.28,NL0009269109,archive
PostNL N.V.,2022-11-02,"WorldQuant, LLC",0.7,NL0009739416,archive
Basic-Fit N.V.,2022-11-01,CapeView Capital LLP,1.1,NL0011872650,archive
Pharming Group N.V.,2022-11-01,Citadel Advisors LLC,0.65,NL0010391025,archive
Basic-Fit N.V.,2022-11-01,Janus Henderson Investors UK Limited,0.47,NL0011872650,archive
Unibail-Rodamco-Westfield SE,2022-11-01,Kintbury Capital LLP,0.83,FR0013326246,archive
Koninklijke Heijmans N.V.,2022-11-01,SIH Partners LLLP,1.13,NL0009269109,archive
Basic-Fit N.V.,2022-10-31,BlackRock Investment Management (UK) Limited,2.1,NL0011872650,archive
Pharming Group N.V.,2022-10-31,Citadel Advisors LLC,0.75,NL0010391025,archive
Koninklijke BAM Groep N.V.,2022-10-31,Marshall Wace LLP,0.7,NL0000337319,archive
Unibail-Rodamco-Westfield SE,2022-10-31,Marshall Wace LLP,0.9,FR0013326246,archive
Signify N.V.,2022-10-31,Millennium Capital Partners LLP,0.56,NL0011821392,archive
AMG Critical Materials N.V.,2022-10-31,Millennium International Management LP,0.07,NL0000888691,archive
Koninklijke Heijmans N.V.,2022-10-31,SIH Partners LLLP,1.42,NL0009269109,archive
Basic-Fit N.V.,2022-10-28,BlackRock Investment Management (UK) Limited,2.02,NL0011872650,archive
ARCADIS N.V.,2022-10-28,Boldhaven Management LLP,0.5,NL0006237562,archive
Basic-Fit N.V.,2022-10-28,CapeView Capital LLP,1.03,NL0011872650,archive
Pharming Group N.V.,2022-10-28,Citadel Advisors LLC,0.87,NL0010391025,archive
Basic-Fit N.V.,2022-10-28,JPMorgan Asset Management (UK) Ltd.,0.98,NL0011872650,archive
Signify N.V.,2022-10-28,Millennium Capital Partners LLP,0.62,NL0011821392,archive
AMG Critical Materials N.V.,2022-10-28,Millennium International Management LP,0.62,NL0000888691,archive
Signify N.V.,2022-10-28,Millennium International Management LP,0.68,NL0011821392,archive
BE Semiconductor Industries N.V.,2022-10-28,"Point72 Asset Management, L.P.",1.01,NL0012866412,archive
AMG Critical Materials N.V.,2022-10-28,Qube Research & Technologies Ltd.,0.71,NL0000888691,archive
Signify N.V.,2022-10-28,Sandbar Assets Management LLP,0.61,NL0011821392,archive
PostNL N.V.,2022-10-28,"WorldQuant, LLC",0.61,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-27,Albar Capital Partners LLP,0.4,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-27,Citadel Advisors Europe Limited,0.47,NL0012866412,archive
Pharming Group N.V.,2022-10-27,Citadel Advisors LLC,0.96,NL0010391025,archive
PostNL N.V.,2022-10-27,GSA Capital Partners LLP,0.71,NL0009739416,archive
SBM Offshore N.V.,2022-10-27,Marshall Wace Asia Limited,0.59,NL0000360618,archive
PostNL N.V.,2022-10-27,Marshall Wace LLP,1.47,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2022-10-27,Marshall Wace LLP,0.87,FR0013326246,archive
AMG Critical Materials N.V.,2022-10-27,Millennium International Management LP,0.54,NL0000888691,archive
PostNL N.V.,2022-10-27,Millennium International Management LP,0.6,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-27,"Point72 Asset Management, L.P.",0.89,NL0012866412,archive
AMG Critical Materials N.V.,2022-10-27,Qube Research & Technologies Ltd.,0.63,NL0000888691,archive
Signify N.V.,2022-10-27,Sandbar Assets Management LLP,0.7,NL0011821392,archive
Koninklijke Heijmans N.V.,2022-10-27,SIH Partners LLLP,1.38,NL0009269109,archive
BE Semiconductor Industries N.V.,2022-10-26,Albar Capital Partners LLP,0.52,NL0012866412,archive
Basic-Fit N.V.,2022-10-26,CapeView Capital LLP,0.88,NL0011872650,archive
BE Semiconductor Industries N.V.,2022-10-26,Citadel Advisors LLC,0.86,NL0012866412,archive
Pharming Group N.V.,2022-10-26,Citadel Advisors LLC,1.0,NL0010391025,archive
Alfen N.V.,2022-10-26,Marshall Wace LLP,1.18,NL0012817175,archive
ArcelorMittal S.A.,2022-10-26,Marshall Wace LLP,0.69,LU1598757687,archive
BE Semiconductor Industries N.V.,2022-10-26,"Point72 Asset Management, L.P.",0.93,NL0012866412,archive
AMG Critical Materials N.V.,2022-10-26,Qube Research & Technologies Ltd.,0.54,NL0000888691,archive
Koninklijke Heijmans N.V.,2022-10-26,SIH Partners LLLP,1.4,NL0009269109,archive
Lakefront Biotherapeutics NV,2022-10-25,"AQR Capital Management, LLC",0.51,BE0003818359,archive
BE Semiconductor Industries N.V.,2022-10-25,Citadel Advisors LLC,0.9,NL0012866412,archive
PostNL N.V.,2022-10-25,GSA Capital Partners LLP,0.68,NL0009739416,archive
SBM Offshore N.V.,2022-10-25,Marshall Wace LLP,0.79,NL0000360618,archive
Unibail-Rodamco-Westfield SE,2022-10-25,Marshall Wace LLP,0.97,FR0013326246,archive
PostNL N.V.,2022-10-25,Millennium Capital Partners LLP,0.78,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-25,Millennium International Management LP,1.23,NL0012866412,archive
Koninklijke Heijmans N.V.,2022-10-25,SIH Partners LLLP,1.39,NL0009269109,archive
BE Semiconductor Industries N.V.,2022-10-24,Albar Capital Partners LLP,0.66,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-24,Citadel Advisors Europe Limited,0.59,NL0012866412,archive
PostNL N.V.,2022-10-24,GSA Capital Partners LLP,0.73,NL0009739416,archive
Basic-Fit N.V.,2022-10-24,Janus Henderson Investors UK Limited,0.5,NL0011872650,archive
Koninklijke Philips N.V.,2022-10-24,Marshall Wace LLP,0.9,NL0000009538,archive
BE Semiconductor Industries N.V.,2022-10-24,Millennium International Management LP,1.18,NL0012866412,archive
PostNL N.V.,2022-10-24,Millennium International Management LP,0.59,NL0009739416,archive
Pharming Group N.V.,2022-10-24,"Point72 Asset Management, L.P.",0.91,NL0010391025,archive
Koninklijke Heijmans N.V.,2022-10-24,SIH Partners LLLP,1.4,NL0009269109,archive
Basic-Fit N.V.,2022-10-21,BlackRock Investment Management (UK) Limited,1.8,NL0011872650,archive
AMG Critical Materials N.V.,2022-10-21,Citadel Advisors LLC,0.48,NL0000888691,archive
PostNL N.V.,2022-10-21,GSA Capital Partners LLP,0.68,NL0009739416,archive
Koninklijke BAM Groep N.V.,2022-10-21,Marshall Wace LLP,0.62,NL0000337319,archive
Koninklijke Philips N.V.,2022-10-21,Marshall Wace LLP,0.89,NL0000009538,archive
Unibail-Rodamco-Westfield SE,2022-10-21,Marshall Wace LLP,1.01,FR0013326246,archive
BE Semiconductor Industries N.V.,2022-10-21,Millennium International Management LP,1.06,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-21,"Point72 Asset Management, L.P.",0.87,NL0012866412,archive
Koninklijke Heijmans N.V.,2022-10-21,SIH Partners LLLP,1.39,NL0009269109,archive
BE Semiconductor Industries N.V.,2022-10-21,"WorldQuant, LLC",0.38,NL0012866412,archive
Basic-Fit N.V.,2022-10-20,BlackRock Investment Management (UK) Limited,1.75,NL0011872650,archive
Basic-Fit N.V.,2022-10-20,CapeView Capital LLP,0.98,NL0011872650,archive
PostNL N.V.,2022-10-20,Capital Fund Management S.A.,0.34,NL0009739416,archive
Basic-Fit N.V.,2022-10-20,Citadel Advisors Europe Limited,0.78,NL0011872650,archive
Pharming Group N.V.,2022-10-20,Citadel Advisors LLC,0.92,NL0010391025,archive
Alfen N.V.,2022-10-20,Marshall Wace LLP,1.2,NL0012817175,archive
Koninklijke Philips N.V.,2022-10-20,Marshall Wace LLP,0.95,NL0000009538,archive
Signify N.V.,2022-10-20,Millennium Capital Partners LLP,0.71,NL0011821392,archive
PostNL N.V.,2022-10-20,Millennium International Management LP,0.6,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-20,"Point72 Asset Management, L.P.",0.79,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-20,"WorldQuant, LLC",0.57,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-19,Albar Capital Partners LLP,0.59,NL0012866412,archive
PostNL N.V.,2022-10-19,Capital Fund Management S.A.,0.5,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-19,Citadel Advisors Europe Limited,0.68,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-19,Citadel Advisors LLC,0.8,NL0012866412,archive
Basic-Fit N.V.,2022-10-19,LMR Partners LLP,0.47,NL0011872650,archive
BE Semiconductor Industries N.V.,2022-10-19,Millennium International Management LP,0.91,NL0012866412,archive
Signify N.V.,2022-10-19,Millennium International Management LP,0.7,NL0011821392,archive
Unibail-Rodamco-Westfield SE,2022-10-19,"Moore Europe Capital Management, LLP",0.32,FR0013326246,archive
BE Semiconductor Industries N.V.,2022-10-19,"Point72 Asset Management, L.P.",0.63,NL0012866412,archive
PostNL N.V.,2022-10-19,"WorldQuant, LLC",0.58,NL0009739416,archive
Basic-Fit N.V.,2022-10-18,BlackRock Investment Management (UK) Limited,1.61,NL0011872650,archive
ASML Holding N.V.,2022-10-18,"Bridgewater Associates, LP",0.59,NL0010273215,archive
ING Groep N.V.,2022-10-18,"Bridgewater Associates, LP",0.59,NL0011821202,archive
BE Semiconductor Industries N.V.,2022-10-18,Citadel Advisors Europe Limited,0.71,NL0012866412,archive
ArcelorMittal S.A.,2022-10-18,"D. E. Shaw & Co., L.P.",0.59,LU1598757687,archive
BE Semiconductor Industries N.V.,2022-10-18,"Davidson Kempner European Partners, LLP",0.5,NL0012866412,archive
Koninklijke Philips N.V.,2022-10-18,Greenvale Capital LLP,0.71,NL0000009538,archive
Unibail-Rodamco-Westfield SE,2022-10-18,Kintbury Capital LLP,0.97,FR0013326246,archive
PostNL N.V.,2022-10-18,Millennium Capital Partners LLP,0.84,NL0009739416,archive
Signify N.V.,2022-10-18,Millennium Capital Partners LLP,0.63,NL0011821392,archive
Koninklijke Heijmans N.V.,2022-10-18,SIH Partners LLLP,1.42,NL0009269109,archive
BE Semiconductor Industries N.V.,2022-10-17,Albar Capital Partners LLP,0.61,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-17,Citadel Advisors Europe Limited,0.63,NL0012866412,archive
SBM Offshore N.V.,2022-10-17,Marshall Wace Asia Limited,0.69,NL0000360618,archive
Koninklijke Philips N.V.,2022-10-17,Marshall Wace LLP,1.09,NL0000009538,archive
SBM Offshore N.V.,2022-10-17,Marshall Wace LLP,0.89,NL0000360618,archive
PostNL N.V.,2022-10-17,"WorldQuant, LLC",0.67,NL0009739416,archive
Basic-Fit N.V.,2022-10-14,CapeView Capital LLP,1.01,NL0011872650,archive
PostNL N.V.,2022-10-14,Capital Fund Management S.A.,0.62,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-14,Citadel Advisors LLC,0.71,NL0012866412,archive
PostNL N.V.,2022-10-14,GSA Capital Partners LLP,0.71,NL0009739416,archive
Koninklijke Philips N.V.,2022-10-14,Marshall Wace LLP,1.14,NL0000009538,archive
PostNL N.V.,2022-10-14,Marshall Wace LLP,1.51,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2022-10-14,Marshall Wace LLP,0.91,FR0013326246,archive
PostNL N.V.,2022-10-14,Millennium Capital Partners LLP,0.91,NL0009739416,archive
Unibail-Rodamco-Westfield SE,2022-10-14,"Moore Europe Capital Management, LLP",0.52,FR0013326246,archive
BE Semiconductor Industries N.V.,2022-10-14,"Point72 Asset Management, L.P.",0.7,NL0012866412,archive
Koninklijke Heijmans N.V.,2022-10-14,SIH Partners LLLP,1.36,NL0009269109,archive
Signify N.V.,2022-10-13,AKO Capital LLP,1.29,NL0011821392,archive
Basic-Fit N.V.,2022-10-13,CapeView Capital LLP,0.99,NL0011872650,archive
PostNL N.V.,2022-10-13,Capital Fund Management S.A.,0.74,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-13,"Davidson Kempner European Partners, LLP",0.48,NL0012866412,archive
ArcelorMittal S.A.,2022-10-13,Marshall Wace LLP,0.79,LU1598757687,archive
Signify N.V.,2022-10-13,Millennium Capital Partners LLP,0.59,NL0011821392,archive
BE Semiconductor Industries N.V.,2022-10-13,Millennium International Management LP,0.86,NL0012866412,archive
Signify N.V.,2022-10-13,Millennium International Management LP,0.67,NL0011821392,archive
Koninklijke Philips N.V.,2022-10-13,Viking Global Investors LP,1.23,NL0000009538,archive
Flow Traders Ltd.,2022-10-13,Voleon Capital Management LP,0.78,NL0011279492,archive
PostNL N.V.,2022-10-13,"WorldQuant, LLC",0.71,NL0009739416,archive
Basic-Fit N.V.,2022-10-12,BlackRock Investment Management (UK) Limited,1.51,NL0011872650,archive
PostNL N.V.,2022-10-12,Capital Fund Management S.A.,0.95,NL0009739416,archive
Koninklijke Philips N.V.,2022-10-12,Citadel Advisors LLC,0.41,NL0000009538,archive
Koninklijke Philips N.V.,2022-10-12,Greenvale Capital LLP,0.63,NL0000009538,archive
Basic-Fit N.V.,2022-10-12,Janus Henderson Investors UK Limited,0.47,NL0011872650,archive
Alfen N.V.,2022-10-12,Marshall Wace LLP,1.11,NL0012817175,archive
Signify N.V.,2022-10-12,Millennium International Management LP,0.71,NL0011821392,archive
Pharming Group N.V.,2022-10-12,"Point72 Asset Management, L.P.",0.8,NL0010391025,archive
BE Semiconductor Industries N.V.,2022-10-12,"WorldQuant, LLC",0.69,NL0012866412,archive
PostNL N.V.,2022-10-12,"WorldQuant, LLC",0.69,NL0009739416,archive
ING Groep N.V.,2022-10-11,"Bridgewater Associates, LP",0.6,NL0011821202,archive
Basic-Fit N.V.,2022-10-11,CapeView Capital LLP,1.0,NL0011872650,archive
PostNL N.V.,2022-10-11,Capital Fund Management S.A.,1.05,NL0009739416,archive
ABN AMRO Bank NV,2022-10-11,Exane Asset Management,0.55,NL0011540547,archive
Koninklijke Philips N.V.,2022-10-11,Marshall Wace LLP,1.27,NL0000009538,archive
PostNL N.V.,2022-10-11,Millennium Capital Partners LLP,0.8,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-11,"Point72 Asset Management, L.P.",0.6,NL0012866412,archive
ASML Holding N.V.,2022-10-10,"Bridgewater Associates, LP",0.6,NL0010273215,archive
Pharming Group N.V.,2022-10-10,Citadel Advisors LLC,0.83,NL0010391025,archive
Signify N.V.,2022-10-10,Millennium Capital Partners LLP,0.66,NL0011821392,archive
Koninklijke Vopak N.V.,2022-10-10,Mirabella Financial Services LLP,0.41,NL0009432491,archive
Basic-Fit N.V.,2022-10-10,Praxis Alpha Partners LLP,0.74,NL0011872650,archive
BE Semiconductor Industries N.V.,2022-10-10,"WorldQuant, LLC",0.7,NL0012866412,archive
BE Semiconductor Industries N.V.,2022-10-07,Citadel Advisors LLC,0.61,NL0012866412,archive
Koninklijke Philips N.V.,2022-10-07,Marshall Wace LLP,1.3,NL0000009538,archive
Unibail-Rodamco-Westfield SE,2022-10-07,Marshall Wace LLP,0.8,FR0013326246,archive
Signify N.V.,2022-10-07,Millennium Capital Partners LLP,0.53,NL0011821392,archive
BE Semiconductor Industries N.V.,2022-10-07,Millennium International Management LP,1.04,NL0012866412,archive
PostNL N.V.,2022-10-07,Millennium International Management LP,0.52,NL0009739416,archive
Signify N.V.,2022-10-07,Millennium International Management LP,0.63,NL0011821392,archive
PostNL N.V.,2022-10-07,"WorldQuant, LLC",0.71,NL0009739416,archive
BE Semiconductor Industries N.V.,2022-10-06,Albar Capital Partners LLP,0.59,NL0012866412,archive
Koninklijke Philips N.V.,2022-10-06,Citadel Advisors LLC,0.69,NL0000009538,archive
Basic-Fit N.V.,2022-10-06,JPMorgan Asset Management (UK) Ltd.,0.74,NL0011872650,archive
Koninklijke Vopak N.V.,2022-10-06,JPMorgan Asset Management (UK) Ltd.,0.34,NL0009432491,archive
ArcelorMittal S.A.,2022-10-06,Marshall Wace LLP,0.83,LU1598757687,archive
Pharming Group N.V.,2022-10-06,"Point72 Asset Management, L.P.",0.71,NL0010391025,archive
BE Semiconductor Industries N.V.,2022-10-06,"WorldQuant, LLC",0.68,NL0012866412,archive
Basic-Fit N.V.,2022-10-05,BlackRock Investment Management (UK) Limited,1.44,NL0011872650,archive
ASML Holding N.V.,2022-10-05,"Bridgewater Associates, LP",0.59,NL0010273215,archive
ING Groep N.V.,2022-10-05,"Bridgewater Associates, LP",0.58,NL0011821202,archive
Koninklijke Philips N.V.,2022-10-05,Citadel Advisors LLC,0.7,NL0000009538,archive
ArcelorMittal S.A.,2022-10-05,"D. E. Shaw & Co., L.P.",0.6,LU1598757687,archive
Alfen N.V.,2022-10-05,Marshall Wace LLP,1.0,NL0012817175,archive
PostNL N.V.,2022-10-05,Marshall Wace LLP,1.42,NL0009739416,archive
PostNL N.V.,2022-10-05,Millennium Capital Partners LLP,0.76,NL0009739416,archive
Signify N.V.,2022-10-05,Millennium International Management LP,0.52,NL0011821392,archive
Pharming Group N.V.,2022-10-05,"Point72 Asset Management, L.P.",0.68,NL0010391025,archive
PostNL N.V.,2022-10-05,"WorldQuant, LLC",0.68,NL0009739416,archive
Signify N.V.,2022-10-04,AKO Capital LLP,1.39,NL0011821392,archive
Basic-Fit N.V.,2022-10-04,BlackRock Investment Management (UK) Limited,1.39,NL0011872650,archive
ASML Holding N.V.,2022-10-04,"Bridgewater Associates, LP",0.62,NL0010273215,archive
ING Groep N.V.,2022-10-04,"Bridgewater Associates, LP",0.61,NL0011821202,archive
ArcelorMittal S.A.,2022-10-04,"D. E. Shaw & Co., L.P.",0.59,LU1598757687,archive
