isin,net_short_position,position_date,issuer_name,position_holder,source
NL0000337319,0.55,2016-04-05,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.53,2016-04-05,Aperam S.A.,BNP Paribas S.A.,archive
NL0000337319,0.63,2016-04-05,Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,archive
NL0010672325,1.09,2016-04-05,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
BE0003818359,0.49,2016-04-05,Galapagos NV,Millennium International Management LP,archive
NL0000852523,0.41,2016-04-05,TKH Group N.V.,SFM UK Management LLP,archive
NL0000289213,0.47,2016-04-05,Wereldhave N.V.,"WorldQuant, LLC",archive
NL0000337319,0.55,2016-04-04,Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,archive
NL0000289213,0.3,2016-04-04,Wereldhave N.V.,Canada Pension Plan Investment Board,archive
NL0000360618,1.78,2016-04-04,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
LU0323134006,0.81,2016-04-04,ArcelorMittal S.A.,Quartys Limited,archive
LU0323134006,0.6,2016-04-04,ArcelorMittal S.A.,Susquehanna International Holdings LLC,archive
NL0000360618,2.31,2016-04-01,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000289213,0.6,2016-04-01,Wereldhave N.V.,Canada Pension Plan Investment Board,archive
LU0569974404,0.6,2016-04-01,Aperam S.A.,CQS (UK) LLP,archive
LU0323134006,0.64,2016-04-01,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0000352565,1.89,2016-04-01,Fugro N.V.,Marshall Wace LLP,archive
LU0323134006,0.59,2016-04-01,ArcelorMittal S.A.,Susquehanna International Holdings LLC,archive
NL0000289213,0.52,2016-04-01,Wereldhave N.V.,"WorldQuant, LLC",archive
LU0323134006,0.47,2016-03-31,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000352565,1.57,2016-03-31,Fugro N.V.,"AQR Capital Management, LLC",archive
LU0323134006,0.72,2016-03-31,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0010672325,1.03,2016-03-31,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
LU0323134006,0.6,2016-03-31,ArcelorMittal S.A.,Susquehanna International Holdings LLC,archive
LU0323134006,0.77,2016-03-30,ArcelorMittal S.A.,Quartys Limited,archive
NL0000360618,0.81,2016-03-30,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
LU0323134006,0.6,2016-03-29,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0000352565,1.91,2016-03-29,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.59,2016-03-29,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0010672325,0.5,2016-03-28,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
LU0323134006,0.54,2016-03-28,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0010672325,0.49,2016-03-25,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0000352565,1.66,2016-03-24,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0010672325,0.5,2016-03-24,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
NL0000360618,2.29,2016-03-24,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
LU0323134006,0.56,2016-03-24,ArcelorMittal S.A.,Marshall Wace LLP,archive
LU0323134006,0.55,2016-03-24,ArcelorMittal S.A.,Susquehanna International Holdings LLC,archive
LU0569974404,4.75,2016-03-23,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000360618,2.3,2016-03-23,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0010672325,1.19,2016-03-23,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
LU0323134006,0.82,2016-03-23,ArcelorMittal S.A.,Quartys Limited,archive
NL0000360618,0.81,2016-03-22,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0009739416,0.89,2016-03-22,PostNL N.V.,Oxford Asset Management,archive
LU0323134006,0.67,2016-03-22,ArcelorMittal S.A.,Quartys Limited,archive
NL0000387058,0.5,2016-03-21,TomTom N.V.,"PDT Partners, LLC",archive
LU0323134006,0.58,2016-03-21,ArcelorMittal S.A.,Quartys Limited,archive
NL0000360618,0.66,2016-03-21,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0323134006,0.59,2016-03-18,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
LU0323134006,0.44,2016-03-18,ArcelorMittal S.A.,Jane Street Group LLC,archive
LU0323134006,0.48,2016-03-18,ArcelorMittal S.A.,"Luminus Management, LLC",archive
BE0003818359,0.53,2016-03-18,Galapagos NV,Millennium International Management LP,archive
NL0000352565,1.77,2016-03-17,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0010672325,0.48,2016-03-17,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.46,2016-03-17,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
LU0323134006,0.59,2016-03-17,ArcelorMittal S.A.,"Luminus Management, LLC",archive
LU0323134006,0.6,2016-03-17,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000360618,0.59,2016-03-17,SBM Offshore N.V.,Oxford Asset Management,archive
NL0010672325,0.5,2016-03-16,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",archive
LU0323134006,0.55,2016-03-16,ArcelorMittal S.A.,Jane Street Group LLC,archive
NL0000352565,1.8,2016-03-16,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,2.21,2016-03-15,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
LU0323134006,0.73,2016-03-15,ArcelorMittal S.A.,"Luminus Management, LLC",archive
NL0000360618,0.6,2016-03-15,SBM Offshore N.V.,Oxford Asset Management,archive
NL0000352565,0.59,2016-03-15,Fugro N.V.,TT International,archive
NL0000352565,1.88,2016-03-14,Fugro N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.59,2016-03-14,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.62,2016-03-14,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
LU0323134006,0.56,2016-03-14,ArcelorMittal S.A.,Marshall Wace LLP,archive
LU0323134006,0.96,2016-03-14,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0000852523,0.54,2016-03-14,TKH Group N.V.,SFM UK Management LLP,archive
LU0323134006,0.88,2016-03-11,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000352565,1.95,2016-03-11,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0000360618,2.18,2016-03-11,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000888691,0.84,2016-03-11,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,1.72,2016-03-11,Fugro N.V.,Marshall Wace LLP,archive
NL0010672325,0.9,2016-03-11,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
LU0323134006,0.89,2016-03-10,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0009739416,0.79,2016-03-10,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000352565,1.62,2016-03-10,Fugro N.V.,Marshall Wace LLP,archive
NL0000387058,0.44,2016-03-10,TomTom N.V.,Marshall Wace LLP,archive
NL0009739416,0.98,2016-03-10,PostNL N.V.,Oxford Asset Management,archive
NL0000852523,0.68,2016-03-10,TKH Group N.V.,SFM UK Management LLP,archive
NL0000352565,2.08,2016-03-09,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0000888691,0.74,2016-03-09,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
LU0569974404,0.69,2016-03-09,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.5,2016-03-09,Fugro N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000387058,0.79,2016-03-09,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,archive
LU0323134006,0.62,2016-03-09,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000352565,1.4,2016-03-09,Fugro N.V.,Marshall Wace LLP,archive
NL0000289213,0.41,2016-03-09,Wereldhave N.V.,Millennium International Management LP,archive
NL0000360618,0.7,2016-03-09,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0569974404,0.45,2016-03-08,Aperam S.A.,"Basso Capital Management, L.P",archive
NL0000360618,0.7,2016-03-08,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000360618,1.88,2016-03-08,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
NL0000360618,0.55,2016-03-08,SBM Offshore N.V.,Marshall Wace LLP,archive
LU0323134006,1.62,2016-03-08,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0000888691,0.62,2016-03-07,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0006237562,0.48,2016-03-07,ARCADIS N.V.,Capital Fund Management S.A.,archive
NL0000352565,1.27,2016-03-07,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.69,2016-03-07,SBM Offshore N.V.,Marshall Wace LLP,archive
LU0323134006,1.59,2016-03-07,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0323134006,0.46,2016-03-07,ArcelorMittal S.A.,Oxford Asset Management,archive
LU0569974404,0.95,2016-03-04,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
LU0323134006,1.09,2016-03-04,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000352565,0.46,2016-03-04,Fugro N.V.,Capital Fund Management S.A.,archive
NL0009739416,0.88,2016-03-04,PostNL N.V.,Capital Fund Management S.A.,archive
NL0010672325,1.28,2016-03-04,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,0.0,2016-03-04,Fugro N.V.,"Lucerne Capital Management, LP",archive
NL0009269109,0.42,2016-03-04,Koninklijke Heijmans N.V.,Macquarie Funds Management Hong Kong Limited,archive
LU0323134006,0.57,2016-03-04,ArcelorMittal S.A.,Marshall Wace LLP,archive
BE0003818359,0.49,2016-03-04,Galapagos NV,Millennium International Management LP,archive
NL0000360618,0.59,2016-03-04,SBM Offshore N.V.,Oxford Asset Management,archive
NL0000360618,0.67,2016-03-04,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0569974404,0.71,2016-03-03,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0010672325,1.36,2016-03-03,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,1.39,2016-03-03,Fugro N.V.,Marshall Wace LLP,archive
LU0569974404,0.69,2016-03-02,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0006237562,0.59,2016-03-02,ARCADIS N.V.,Capital Fund Management S.A.,archive
NL0010672325,1.49,2016-03-02,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
NL0000352565,1.47,2016-03-02,Fugro N.V.,Marshall Wace LLP,archive
BE0003818359,0.61,2016-03-02,Galapagos NV,Oxford Asset Management,archive
NL0000360618,0.71,2016-03-02,SBM Offshore N.V.,"Sophos Capital Management, L.P.",archive
NL0009739416,0.48,2016-03-02,PostNL N.V.,"WorldQuant, LLC",archive
NL0000352565,1.62,2016-03-01,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.88,2016-03-01,SBM Offshore N.V.,Marshall Wace LLP,archive
LU0323134006,1.62,2016-03-01,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0009739416,0.54,2016-03-01,PostNL N.V.,"WorldQuant, LLC",archive
LU0323134006,1.23,2016-02-29,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000337319,0.62,2016-02-29,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.6,2016-02-29,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0010672325,1.59,2016-02-29,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
LU0323134006,0.64,2016-02-29,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000352565,1.74,2016-02-29,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,0.72,2016-02-29,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000352565,2.17,2016-02-26,Fugro N.V.,"AQR Capital Management, LLC",archive
NL0000352565,0.59,2016-02-26,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000360618,0.58,2016-02-26,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000352565,0.76,2016-02-26,Fugro N.V.,"Lucerne Capital Management, LP",archive
LU0323134006,0.74,2016-02-26,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000352565,1.94,2016-02-26,Fugro N.V.,Marshall Wace LLP,archive
NL0009739416,0.69,2016-02-26,PostNL N.V.,"WorldQuant, LLC",archive
NL0000360618,0.69,2016-02-26,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0323134006,1.36,2016-02-25,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0010273215,0.49,2016-02-25,ASML Holding N.V.,"AQR Capital Management, LLC",archive
NL0000360618,0.6,2016-02-25,SBM Offshore N.V.,Capital Fund Management S.A.,archive
NL0000360618,2.27,2016-02-24,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000888691,0.5,2016-02-24,AMG Critical Materials N.V.,BlackRock Investment Management (UK) Limited,archive
NL0010672325,0.8,2016-02-24,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0000360618,2.31,2016-02-23,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000387058,0.8,2016-02-23,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,archive
LU0323134006,0.61,2016-02-23,ArcelorMittal S.A.,Marshall Wace LLP,archive
BE0003818359,0.53,2016-02-23,Galapagos NV,Millennium International Management LP,archive
LU0323134006,1.43,2016-02-22,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
LU0569974404,0.7,2016-02-22,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0006237562,0.5,2016-02-22,ARCADIS N.V.,Canada Pension Plan Investment Board,archive
NL0009739416,0.99,2016-02-22,PostNL N.V.,Capital Fund Management S.A.,archive
NL0000387058,0.57,2016-02-22,TomTom N.V.,Marshall Wace LLP,archive
NL0009739416,0.79,2016-02-22,PostNL N.V.,"WorldQuant, LLC",archive
NL0000360618,0.79,2016-02-22,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0000352565,1.45,2016-02-19,Fugro N.V.,"Lucerne Capital Management, LP",archive
NL0000360618,0.6,2016-02-19,SBM Offshore N.V.,Oxford Asset Management,archive
NL0009269109,0.49,2016-02-19,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
NL0000360618,0.8,2016-02-19,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0323134006,1.6,2016-02-18,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000009082,0.5,2016-02-18,Koninklijke KPN N.V.,"AQR Capital Management, LLC",archive
NL0000352565,0.67,2016-02-18,Fugro N.V.,Capital Fund Management S.A.,archive
LU0323134006,0.54,2016-02-18,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000360618,0.97,2016-02-18,SBM Offshore N.V.,Marshall Wace LLP,archive
BE0003818359,0.68,2016-02-18,Galapagos NV,Millennium International Management LP,archive
LU0323134006,1.73,2016-02-18,ArcelorMittal S.A.,Odey Asset Management LLP,archive
NL0009739416,1.04,2016-02-18,PostNL N.V.,Oxford Asset Management,archive
NL0009739416,0.85,2016-02-18,PostNL N.V.,"WorldQuant, LLC",archive
LU0323134006,0.69,2016-02-17,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000352565,2.3,2016-02-17,Fugro N.V.,Marshall Wace LLP,archive
NL0000387058,0.69,2016-02-17,TomTom N.V.,Marshall Wace LLP,archive
BE0003818359,0.7,2016-02-17,Galapagos NV,Millennium International Management LP,archive
NL0000360618,0.53,2016-02-17,SBM Offshore N.V.,Oxford Asset Management,archive
NL0009739416,0.94,2016-02-17,PostNL N.V.,"WorldQuant, LLC",archive
NL0000360618,0.77,2016-02-17,SBM Offshore N.V.,"WorldQuant, LLC",archive
NL0009432491,0.59,2016-02-16,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",archive
NL0000337319,0.5,2016-02-16,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000337319,0.36,2016-02-16,Koninklijke BAM Groep N.V.,Man Investments Limited,archive
NL0000360618,1.08,2016-02-16,SBM Offshore N.V.,Marshall Wace LLP,archive
BE0003818359,0.8,2016-02-16,Galapagos NV,Millennium International Management LP,archive
LU0569974404,0.68,2016-02-15,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.49,2016-02-15,SBM Offshore N.V.,BlackRock Investment Management (UK) Limited,archive
NL0000352565,0.75,2016-02-15,Fugro N.V.,Capital Fund Management S.A.,archive
GB00B03MLX29,0.0,2016-02-15,Shell plc,"Davidson Kempner European Partners, LLP",archive
NL0009269109,0.48,2016-02-15,Koninklijke Heijmans N.V.,Oxford Asset Management,archive
NL0009739416,1.09,2016-02-15,PostNL N.V.,"WorldQuant, LLC",archive
LU0569974404,0.8,2016-02-12,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0006237562,0.62,2016-02-12,ARCADIS N.V.,Capital Fund Management S.A.,archive
NL0000352565,0.8,2016-02-12,Fugro N.V.,Capital Fund Management S.A.,archive
NL0000352565,2.2,2016-02-12,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,1.16,2016-02-12,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0009269109,0.57,2016-02-12,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
LU0569974404,4.82,2016-02-11,Aperam S.A.,Adage Capital Management L.P.,archive
NL0000852523,1.12,2016-02-11,TKH Group N.V.,AKO Capital LLP,archive
NL0000352565,2.12,2016-02-11,Fugro N.V.,Marshall Wace LLP,archive
NL0000360618,1.24,2016-02-11,SBM Offshore N.V.,Marshall Wace LLP,archive
NL0000387058,0.77,2016-02-11,TomTom N.V.,Marshall Wace LLP,archive
BE0003818359,0.77,2016-02-11,Galapagos NV,Millennium International Management LP,archive
LU0323134006,0.29,2016-02-10,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0000289213,0.5,2016-02-10,Wereldhave N.V.,Capital Fund Management S.A.,archive
NL0000352565,2.05,2016-02-10,Fugro N.V.,Marshall Wace LLP,archive
NL0000387058,0.86,2016-02-10,TomTom N.V.,Marshall Wace LLP,archive
BE0003818359,0.5,2016-02-10,Galapagos NV,Oxford Asset Management,archive
NL0000387058,0.46,2016-02-10,TomTom N.V.,"PDT Partners, LLC",archive
NL0010672325,0.71,2016-02-10,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0009739416,1.17,2016-02-10,PostNL N.V.,"WorldQuant, LLC",archive
LU0323134006,0.51,2016-02-09,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
LU0569974404,0.79,2016-02-09,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0000360618,2.2,2016-02-09,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
NL0000352565,1.35,2016-02-09,Fugro N.V.,"Lucerne Capital Management, LP",archive
NL0000387058,1.01,2016-02-09,TomTom N.V.,Marshall Wace LLP,archive
NL0000387058,0.5,2016-02-09,TomTom N.V.,"PDT Partners, LLC",archive
NL0009269109,0.65,2016-02-09,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
NL0000360618,0.86,2016-02-09,SBM Offshore N.V.,"WorldQuant, LLC",archive
LU0323134006,1.75,2016-02-08,ArcelorMittal S.A.,"AQR Capital Management, LLC",archive
NL0000352565,2.29,2016-02-08,Fugro N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.7,2016-02-08,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0000360618,0.5,2016-02-08,SBM Offshore N.V.,BlackRock Investment Management (UK) Limited,archive
NL0006237562,0.5,2016-02-08,ARCADIS N.V.,Capital Fund Management S.A.,archive
NL0000289213,0.49,2016-02-08,Wereldhave N.V.,JPMorgan Asset Management (UK) Ltd.,archive
NL0000352565,1.24,2016-02-08,Fugro N.V.,"Lucerne Capital Management, LP",archive
LU0323134006,0.77,2016-02-08,ArcelorMittal S.A.,Marshall Wace LLP,archive
BE0003818359,1.0,2016-02-08,Galapagos NV,Millennium International Management LP,archive
LU0323134006,1.62,2016-02-08,ArcelorMittal S.A.,Odey Asset Management LLP,archive
LU0323134006,0.65,2016-02-05,ArcelorMittal S.A.,Adage Capital Management L.P.,archive
NL0000360618,0.49,2016-02-05,SBM Offshore N.V.,BlackRock Investment Management (UK) Limited,archive
LU0323134006,0.8,2016-02-05,ArcelorMittal S.A.,Marshall Wace LLP,archive
NL0000360618,1.39,2016-02-05,SBM Offshore N.V.,Marshall Wace LLP,archive
BE0003818359,0.93,2016-02-05,Galapagos NV,Millennium International Management LP,archive
NL0000289213,0.57,2016-02-05,Wereldhave N.V.,Millennium International Management LP,archive
NL0009739416,1.29,2016-02-05,PostNL N.V.,"WorldQuant, LLC",archive
NL0000360618,2.19,2016-02-04,SBM Offshore N.V.,"AQR Capital Management, LLC",archive
LU0569974404,0.64,2016-02-04,Aperam S.A.,BlackRock Investment Management (UK) Limited,archive
NL0010672325,1.64,2016-02-04,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",archive
BE0003818359,0.86,2016-02-04,Galapagos NV,Millennium International Management LP,archive
NL0000289213,0.61,2016-02-04,Wereldhave N.V.,Millennium International Management LP,archive
NL0010672325,0.64,2016-02-04,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,archive
NL0009269109,0.77,2016-02-04,Koninklijke Heijmans N.V.,"WorldQuant, LLC",archive
NL0009739416,1.34,2016-02-04,PostNL N.V.,"WorldQuant, LLC",archive
LU0569974404,0.8,2016-02-03,Aperam S.A.,"Angelo, Gordon & Co. L.P.",archive
NL0000360618,0.48,2016-02-03,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",archive
NL0000360618,1.7,2016-02-03,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",archive
LU0323134006,0.75,2016-02-03,ArcelorMittal S.A.,Marshall Wace LLP,archive
