isin,position_holder,position_date,issuer_name,net_short_position,source
NL0000888691,AHL Partners LLP,2018-07-23,AMG Critical Materials N.V.,0.62,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-07-23,Aperam S.A.,0.7,archive
NL0000303709,B&G Master Fund Plc,2018-07-23,AEGON Ltd.,0.58,archive
NL0010391025,"Great Point Partners, LLC",2018-07-23,Pharming Group N.V.,0.54,archive
NL0000289213,GSA Capital Partners LLP,2018-07-23,Wereldhave N.V.,0.82,archive
NL0009739416,Marshall Wace LLP,2018-07-23,PostNL N.V.,1.41,archive
NL0000387058,Marshall Wace LLP,2018-07-23,TomTom N.V.,0.73,archive
NL0010391025,"WorldQuant, LLC",2018-07-23,Pharming Group N.V.,1.41,archive
NL0009739416,AHL Partners LLP,2018-07-20,PostNL N.V.,0.61,archive
BE0003818359,"AQR Capital Management, LLC",2018-07-20,Galapagos NV,2.39,archive
NL0000337319,Citadel Advisors II LLC,2018-07-20,Koninklijke BAM Groep N.V.,0.95,archive
NL0000337319,JPMorgan Asset Management (UK) Ltd.,2018-07-20,Koninklijke BAM Groep N.V.,0.66,archive
NL0006237562,Marshall Wace LLP,2018-07-20,ARCADIS N.V.,2.71,archive
NL0000352565,Marshall Wace LLP,2018-07-20,Fugro N.V.,1.4,archive
NL0000387058,Marshall Wace LLP,2018-07-20,TomTom N.V.,0.64,archive
NL0000289213,Marshall Wace LLP,2018-07-20,Wereldhave N.V.,2.59,archive
NL0000352565,AHL Partners LLP,2018-07-19,Fugro N.V.,0.98,archive
NL0011279492,Capital Fund Management S.A.,2018-07-19,Flow Traders Ltd.,0.71,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-07-19,Signify N.V.,0.49,archive
NL0006237562,Marshall Wace LLP,2018-07-19,ARCADIS N.V.,2.62,archive
BE0003818359,Marshall Wace LLP,2018-07-19,Galapagos NV,0.37,archive
NL0000387058,Marshall Wace LLP,2018-07-19,TomTom N.V.,0.56,archive
NL0012866412,Scopia Capital Management LP,2018-07-19,BE Semiconductor Industries N.V.,3.32,archive
NL0010391025,"WorldQuant, LLC",2018-07-19,Pharming Group N.V.,1.33,archive
NL0000289213,"WorldQuant, LLC",2018-07-19,Wereldhave N.V.,0.9,archive
NL0000888691,AHL Partners LLP,2018-07-18,AMG Critical Materials N.V.,0.51,archive
NL0000352565,AHL Partners LLP,2018-07-18,Fugro N.V.,1.0,archive
NL0000337319,AHL Partners LLP,2018-07-18,Koninklijke BAM Groep N.V.,0.59,archive
NL0000360618,"AQR Capital Management, LLC",2018-07-18,SBM Offshore N.V.,2.21,archive
NL0000303709,B&G Master Fund Plc,2018-07-18,AEGON Ltd.,0.68,archive
NL0012650360,"Goldman Sachs Group Inc., The",2018-07-18,RHI Magnesita N.V.,0.93,archive
NL0000352565,Marshall Wace LLP,2018-07-18,Fugro N.V.,1.3,archive
NL0009739416,Marshall Wace LLP,2018-07-18,PostNL N.V.,1.34,archive
NL0000387058,Marshall Wace LLP,2018-07-18,TomTom N.V.,0.67,archive
NL0000289213,Marshall Wace LLP,2018-07-18,Wereldhave N.V.,2.68,archive
NL0000352565,Oxford Asset Management,2018-07-18,Fugro N.V.,1.09,archive
NL0012866412,Scopia Capital Management LP,2018-07-18,BE Semiconductor Industries N.V.,3.21,archive
NL0000352565,"WorldQuant, LLC",2018-07-18,Fugro N.V.,1.41,archive
BE0003818359,AHL Partners LLP,2018-07-17,Galapagos NV,0.49,archive
NL0006237562,AKO Capital LLP,2018-07-17,ARCADIS N.V.,1.22,archive
NL0000289213,GSA Capital Partners LLP,2018-07-17,Wereldhave N.V.,0.7,archive
NL0006237562,Marshall Wace Asia Limited,2018-07-17,ARCADIS N.V.,0.8,archive
BE0003818359,Marshall Wace LLP,2018-07-17,Galapagos NV,0.5,archive
NL0000289213,Marshall Wace LLP,2018-07-17,Wereldhave N.V.,2.7,archive
NL0000337319,Oxford Asset Management,2018-07-17,Koninklijke BAM Groep N.V.,0.49,archive
NL0009739416,Systematica Investments Limited,2018-07-17,PostNL N.V.,0.7,archive
NL0000337319,"WorldQuant, LLC",2018-07-17,Koninklijke BAM Groep N.V.,0.49,archive
NL0010391025,"WorldQuant, LLC",2018-07-17,Pharming Group N.V.,1.24,archive
NL0009739416,AHL Partners LLP,2018-07-16,PostNL N.V.,0.53,archive
NL0000289213,Capital Fund Management S.A.,2018-07-16,Wereldhave N.V.,0.89,archive
NL0000337319,Citadel Advisors II LLC,2018-07-16,Koninklijke BAM Groep N.V.,0.89,archive
NL0000352565,HBK Investments LP,2018-07-16,Fugro N.V.,1.31,archive
NL0000352565,JPMorgan Asset Management (UK) Ltd.,2018-07-16,Fugro N.V.,1.41,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-07-16,Signify N.V.,0.56,archive
NL0011794037,Marshall Wace LLP,2018-07-16,Koninklijke Ahold Delhaize N.V.,0.9,archive
NL0009739416,Marshall Wace LLP,2018-07-16,PostNL N.V.,1.26,archive
NL0000303709,Viking Global Investors LP,2018-07-16,AEGON Ltd.,0.49,archive
BE0003818359,"WorldQuant, LLC",2018-07-16,Galapagos NV,0.59,archive
NL0010391025,"WorldQuant, LLC",2018-07-16,Pharming Group N.V.,1.15,archive
NL0000352565,AHL Partners LLP,2018-07-13,Fugro N.V.,0.99,archive
NL0000352565,HBK Investments LP,2018-07-13,Fugro N.V.,1.27,archive
NL0000352565,Marshall Wace LLP,2018-07-13,Fugro N.V.,1.29,archive
NL0011279492,"Philadelphia Financial Management of San Francisco, LLC",2018-07-13,Flow Traders Ltd.,0.85,archive
NL0000337319,"WorldQuant, LLC",2018-07-13,Koninklijke BAM Groep N.V.,0.59,archive
NL0010391025,"WorldQuant, LLC",2018-07-13,Pharming Group N.V.,1.04,archive
NL0009432491,"AQR Capital Management, LLC",2018-07-12,Koninklijke Vopak N.V.,2.09,archive
NL0012866412,CQS (UK) LLP,2018-07-12,BE Semiconductor Industries N.V.,0.67,archive
NL0000352565,HBK Investments LP,2018-07-12,Fugro N.V.,1.3,archive
NL0000352565,Jupiter Investment Management Limited,2018-07-12,Fugro N.V.,1.51,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-07-12,ARCADIS N.V.,2.43,archive
NL0006237562,Marshall Wace LLP,2018-07-12,ARCADIS N.V.,2.52,archive
NL0010391025,"WorldQuant, LLC",2018-07-12,Pharming Group N.V.,0.94,archive
NL0000289213,"WorldQuant, LLC",2018-07-12,Wereldhave N.V.,0.81,archive
NL0000337319,AHL Partners LLP,2018-07-11,Koninklijke BAM Groep N.V.,0.6,archive
NL0000360618,"AQR Capital Management, LLC",2018-07-11,SBM Offshore N.V.,2.18,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-07-11,Aperam S.A.,0.6,archive
NL0011279492,Capital Fund Management S.A.,2018-07-11,Flow Traders Ltd.,0.61,archive
NL0009739416,Capital Fund Management S.A.,2018-07-11,PostNL N.V.,1.1,archive
NL0009739416,Jupiter Investment Management Limited,2018-07-11,PostNL N.V.,1.2,archive
NL0009739416,Marshall Wace LLP,2018-07-11,PostNL N.V.,1.13,archive
NL0000289213,Millennium International Management LP,2018-07-11,Wereldhave N.V.,1.11,archive
NL0012866412,"PDT Partners, LLC",2018-07-11,BE Semiconductor Industries N.V.,0.46,archive
NL0010391025,"WorldQuant, LLC",2018-07-11,Pharming Group N.V.,0.88,archive
NL0006237562,AKO Capital LLP,2018-07-10,ARCADIS N.V.,1.19,archive
NL0000360618,"AQR Capital Management, LLC",2018-07-10,SBM Offshore N.V.,2.22,archive
NL0006237562,BlackRock Investment Management (UK) Limited,2018-07-10,ARCADIS N.V.,1.41,archive
NL0000352565,HBK Investments LP,2018-07-10,Fugro N.V.,1.29,archive
NL0006237562,Marshall Wace Asia Limited,2018-07-10,ARCADIS N.V.,0.75,archive
NL0006237562,Marshall Wace LLP,2018-07-10,ARCADIS N.V.,2.41,archive
NL0000387058,Marshall Wace LLP,2018-07-10,TomTom N.V.,0.76,archive
NL0000289213,Millennium International Management LP,2018-07-10,Wereldhave N.V.,1.09,archive
NL0000352565,Oxford Asset Management,2018-07-10,Fugro N.V.,1.18,archive
BE0003818359,Oxford Asset Management,2018-07-10,Galapagos NV,0.49,archive
NL0000352565,"WorldQuant, LLC",2018-07-10,Fugro N.V.,1.35,archive
NL0000337319,"WorldQuant, LLC",2018-07-10,Koninklijke BAM Groep N.V.,0.68,archive
NL0010391025,"WorldQuant, LLC",2018-07-10,Pharming Group N.V.,0.76,archive
NL0009739416,"WorldQuant, LLC",2018-07-10,PostNL N.V.,0.99,archive
NL0012866412,CQS (UK) LLP,2018-07-09,BE Semiconductor Industries N.V.,0.7,archive
NL0000289213,GSA Capital Partners LLP,2018-07-09,Wereldhave N.V.,0.69,archive
NL0006237562,Marshall Wace LLP,2018-07-09,ARCADIS N.V.,2.1,archive
NL0009739416,Marshall Wace LLP,2018-07-09,PostNL N.V.,1.04,archive
NL0000352565,Systematica Investments Limited,2018-07-09,Fugro N.V.,0.99,archive
NL0000303709,Viking Global Investors LP,2018-07-09,AEGON Ltd.,0.52,archive
NL0000352565,"WorldQuant, LLC",2018-07-09,Fugro N.V.,1.27,archive
NL0009739416,"WorldQuant, LLC",2018-07-09,PostNL N.V.,1.01,archive
NL0000360618,"AQR Capital Management, LLC",2018-07-06,SBM Offshore N.V.,2.19,archive
NL0000352565,BlueCrest Capital Management Limited,2018-07-06,Fugro N.V.,0.73,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-06,Wereldhave N.V.,0.45,archive
NL0000289213,GSA Capital Partners LLP,2018-07-06,Wereldhave N.V.,0.7,archive
NL0000288876,Marshall Wace LLP,2018-07-06,Eurocommercial Properties N.V.,0.49,archive
NL0000352565,Marshall Wace LLP,2018-07-06,Fugro N.V.,1.36,archive
NL0000352565,Oxford Asset Management,2018-07-06,Fugro N.V.,1.24,archive
NL0000352565,Sculptor Capital Management Europe Limited,2018-07-06,Fugro N.V.,1.26,archive
NL0000352565,Systematica Investments Limited,2018-07-06,Fugro N.V.,1.0,archive
NL0000337319,"WorldQuant, LLC",2018-07-06,Koninklijke BAM Groep N.V.,0.78,archive
NL0009739416,"WorldQuant, LLC",2018-07-06,PostNL N.V.,0.99,archive
NL0011821392,"WorldQuant, LLC",2018-07-06,Signify N.V.,0.47,archive
NL0000337319,AHL Partners LLP,2018-07-05,Koninklijke BAM Groep N.V.,0.52,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-07-05,ARCADIS N.V.,2.33,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-07-05,Signify N.V.,0.62,archive
NL0000387058,Marshall Wace LLP,2018-07-05,TomTom N.V.,0.87,archive
NL0000888691,Millennium International Management LP,2018-07-05,AMG Critical Materials N.V.,1.01,archive
NL0010391025,Oxford Asset Management,2018-07-05,Pharming Group N.V.,0.44,archive
NL0009739416,"WorldQuant, LLC",2018-07-05,PostNL N.V.,1.01,archive
NL0000289213,"WorldQuant, LLC",2018-07-05,Wereldhave N.V.,0.78,archive
NL0000337319,Citadel Advisors II LLC,2018-07-04,Koninklijke BAM Groep N.V.,0.97,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-07-04,ARCADIS N.V.,2.29,archive
NL0000352565,Marshall Wace LLP,2018-07-04,Fugro N.V.,1.01,archive
NL0000337319,Marshall Wace LLP,2018-07-04,Koninklijke BAM Groep N.V.,1.42,archive
NL0009739416,Marshall Wace LLP,2018-07-04,PostNL N.V.,0.92,archive
BE0003818359,Oxford Asset Management,2018-07-04,Galapagos NV,0.5,archive
NL0000337319,"WorldQuant, LLC",2018-07-04,Koninklijke BAM Groep N.V.,0.88,archive
NL0011821392,"WorldQuant, LLC",2018-07-04,Signify N.V.,0.5,archive
NL0000289213,"WorldQuant, LLC",2018-07-04,Wereldhave N.V.,0.8,archive
NL0000352565,AHL Partners LLP,2018-07-03,Fugro N.V.,1.07,archive
NL0000387058,"Arrowstreet Capital, Limited Partnership",2018-07-03,TomTom N.V.,0.48,archive
NL0010773842,B&G Master Fund Plc,2018-07-03,NN Group N.V.,0.6,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",2018-07-03,Wereldhave N.V.,0.52,archive
NL0011821392,BlackRock Investment Management (UK) Limited,2018-07-03,Signify N.V.,0.8,archive
NL0011279492,Capital Fund Management S.A.,2018-07-03,Flow Traders Ltd.,0.59,archive
NL0000289213,"Connor, Clark & Lunn Investment Management Ltd.",2018-07-03,Wereldhave N.V.,0.5,archive
NL0012866412,CQS (UK) LLP,2018-07-03,BE Semiconductor Industries N.V.,0.65,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2018-07-03,BE Semiconductor Industries N.V.,0.74,archive
NL0006237562,Marshall Wace LLP,2018-07-03,ARCADIS N.V.,2.01,archive
NL0012866412,"PDT Partners, LLC",2018-07-03,BE Semiconductor Industries N.V.,0.52,archive
NL0000289213,"WorldQuant, LLC",2018-07-03,Wereldhave N.V.,0.78,archive
NL0011821392,Aravt Global,2018-07-02,Signify N.V.,0.27,archive
NL0000352565,Capital Fund Management S.A.,2018-07-02,Fugro N.V.,1.92,archive
NL0010558797,Capital Fund Management S.A.,2018-07-02,OCI N.V.,0.8,archive
NL0000289213,Capital Fund Management S.A.,2018-07-02,Wereldhave N.V.,0.96,archive
NL0000289213,Citadel Advisors II LLC,2018-07-02,Wereldhave N.V.,0.82,archive
NL0000289213,"Clinton Group, Inc",2018-07-02,Wereldhave N.V.,0.6,archive
NL0000289213,"D. E. Shaw & Co., L.P.",2018-07-02,Wereldhave N.V.,0.54,archive
NL0000337319,"Davidson Kempner European Partners, LLP",2018-07-02,Koninklijke BAM Groep N.V.,0.46,archive
NL0000289213,GSA Capital Partners LLP,2018-07-02,Wereldhave N.V.,0.61,archive
NL0009739416,Jupiter Investment Management Limited,2018-07-02,PostNL N.V.,1.1,archive
NL0011821392,Lansdowne Partners (UK) LLP,2018-07-02,Signify N.V.,0.5,archive
NL0009739416,Marshall Wace LLP,2018-07-02,PostNL N.V.,0.84,archive
NL0000289213,Marshall Wace LLP,2018-07-02,Wereldhave N.V.,2.66,archive
NL0000888691,Millennium Capital Partners LLP,2018-07-02,AMG Critical Materials N.V.,0.6,archive
BE0003818359,"WorldQuant, LLC",2018-07-02,Galapagos NV,0.61,archive
NL0009739416,"WorldQuant, LLC",2018-07-02,PostNL N.V.,0.9,archive
NL0011821392,"WorldQuant, LLC",2018-07-02,Signify N.V.,0.47,archive
NL0011821392,Aravt Global,2018-06-29,Signify N.V.,0.52,archive
NL0009739416,Capital Fund Management S.A.,2018-06-29,PostNL N.V.,1.0,archive
NL0000289213,"Clinton Group, Inc",2018-06-29,Wereldhave N.V.,0.59,archive
NL0006237562,Marshall Wace Asia Limited,2018-06-29,ARCADIS N.V.,0.5,archive
NL0000888691,Millennium International Management LP,2018-06-29,AMG Critical Materials N.V.,0.9,archive
NL0011821392,Scopia Capital Management LP,2018-06-29,Signify N.V.,2.08,archive
NL0009739416,Systematica Investments Limited,2018-06-29,PostNL N.V.,0.61,archive
NL0000303709,Viking Global Investors LP,2018-06-29,AEGON Ltd.,0.66,archive
NL0011821392,"WorldQuant, LLC",2018-06-29,Signify N.V.,0.51,archive
LU0569974404,"Arrowstreet Capital, Limited Partnership",2018-06-28,Aperam S.A.,0.5,archive
NL0010773842,B&G Master Fund Plc,2018-06-28,NN Group N.V.,0.59,archive
NL0000352565,BlackRock Investment Management (UK) Limited,2018-06-28,Fugro N.V.,0.48,archive
NL0000289213,"Clinton Group, Inc",2018-06-28,Wereldhave N.V.,0.6,archive
NL0000352565,HBK Investments LP,2018-06-28,Fugro N.V.,1.31,archive
NL0000352565,Jupiter Investment Management Limited,2018-06-28,Fugro N.V.,1.4,archive
NL0009739416,Jupiter Investment Management Limited,2018-06-28,PostNL N.V.,1.01,archive
NL0012866412,Scopia Capital Management LP,2018-06-28,BE Semiconductor Industries N.V.,3.09,archive
NL0000303709,Viking Global Investors LP,2018-06-28,AEGON Ltd.,0.7,archive
NL0000352565,"WorldQuant, LLC",2018-06-28,Fugro N.V.,1.19,archive
NL0000289213,"Clinton Group, Inc",2018-06-27,Wereldhave N.V.,0.59,archive
LU0569974404,CQS (UK) LLP,2018-06-27,Aperam S.A.,0.44,archive
NL0000352565,HBK Investments LP,2018-06-27,Fugro N.V.,1.29,archive
NL0006237562,Marshall Wace LLP,2018-06-27,ARCADIS N.V.,1.91,archive
NL0000387058,Marshall Wace LLP,2018-06-27,TomTom N.V.,0.9,archive
NL0000352565,"WorldQuant, LLC",2018-06-27,Fugro N.V.,1.2,archive
NL0000337319,"WorldQuant, LLC",2018-06-27,Koninklijke BAM Groep N.V.,0.93,archive
NL0000289213,"WorldQuant, LLC",2018-06-27,Wereldhave N.V.,0.69,archive
NL0000352565,AHL Partners LLP,2018-06-26,Fugro N.V.,1.18,archive
NL0010558797,Capital Fund Management S.A.,2018-06-26,OCI N.V.,0.7,archive
NL0000352565,HBK Investments LP,2018-06-26,Fugro N.V.,1.31,archive
NL0000352565,Jupiter Investment Management Limited,2018-06-26,Fugro N.V.,1.32,archive
NL0000288876,Marshall Wace LLP,2018-06-26,Eurocommercial Properties N.V.,0.5,archive
NL0010558797,Marshall Wace LLP,2018-06-26,OCI N.V.,0.59,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2018-06-26,Signify N.V.,1.84,archive
NL0000337319,"WorldQuant, LLC",2018-06-26,Koninklijke BAM Groep N.V.,0.89,archive
NL0006237562,AKO Capital LLP,2018-06-25,ARCADIS N.V.,1.21,archive
NL0000289213,Capital Fund Management S.A.,2018-06-25,Wereldhave N.V.,1.08,archive
NL0012866412,"Davidson Kempner European Partners, LLP",2018-06-25,BE Semiconductor Industries N.V.,0.89,archive
NL0009739416,Jupiter Investment Management Limited,2018-06-25,PostNL N.V.,0.91,archive
NL0000352565,Marshall Wace LLP,2018-06-25,Fugro N.V.,0.93,archive
NL0012866412,Pictet Asset Management S.A.,2018-06-25,BE Semiconductor Industries N.V.,0.49,archive
NL0000352565,Systematica Investments Limited,2018-06-25,Fugro N.V.,0.9,archive
NL0011821392,Tybourne Capital Management (HK) Limited,2018-06-25,Signify N.V.,1.77,archive
NL0000352565,"WorldQuant, LLC",2018-06-25,Fugro N.V.,1.19,archive
NL0000337319,"WorldQuant, LLC",2018-06-25,Koninklijke BAM Groep N.V.,0.92,archive
NL0000352565,Capital Fund Management S.A.,2018-06-22,Fugro N.V.,1.8,archive
NL0000352565,HBK Investments LP,2018-06-22,Fugro N.V.,1.26,archive
NL0000337319,Marshall Wace LLP,2018-06-22,Koninklijke BAM Groep N.V.,1.39,archive
NL0000387058,Marshall Wace LLP,2018-06-22,TomTom N.V.,0.8,archive
NL0012866412,Scopia Capital Management LP,2018-06-22,BE Semiconductor Industries N.V.,3.48,archive
NL0000352565,"WorldQuant, LLC",2018-06-22,Fugro N.V.,1.21,archive
NL0000289213,"WorldQuant, LLC",2018-06-22,Wereldhave N.V.,0.7,archive
NL0000289213,Citadel Advisors II LLC,2018-06-21,Wereldhave N.V.,0.61,archive
NL0012866412,CQS (UK) LLP,2018-06-21,BE Semiconductor Industries N.V.,0.79,archive
NL0006237562,Marshall Wace LLP,2018-06-21,ARCADIS N.V.,1.82,archive
NL0000289213,Millennium International Management LP,2018-06-21,Wereldhave N.V.,1.1,archive
NL0010391025,"WorldQuant, LLC",2018-06-21,Pharming Group N.V.,0.49,archive
NL0000352565,BlueCrest Capital Management Limited,2018-06-20,Fugro N.V.,0.62,archive
NL0000289213,Citadel Advisors II LLC,2018-06-20,Wereldhave N.V.,0.58,archive
NL0000352565,HBK Investments LP,2018-06-20,Fugro N.V.,1.3,archive
NL0000352565,Jupiter Investment Management Limited,2018-06-20,Fugro N.V.,1.2,archive
NL0010391025,"WorldQuant, LLC",2018-06-20,Pharming Group N.V.,0.5,archive
NL0000289213,"WorldQuant, LLC",2018-06-20,Wereldhave N.V.,0.65,archive
NL0009739416,Capital Fund Management S.A.,2018-06-19,PostNL N.V.,0.9,archive
NL0000289213,Citadel Advisors II LLC,2018-06-19,Wereldhave N.V.,0.49,archive
LU0569974404,CQS (UK) LLP,2018-06-19,Aperam S.A.,0.59,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-06-19,ARCADIS N.V.,2.12,archive
NL0000352565,Marshall Wace LLP,2018-06-19,Fugro N.V.,0.82,archive
NL0009739416,Marshall Wace LLP,2018-06-19,PostNL N.V.,0.79,archive
NL0010391025,"PDT Partners, LLC",2018-06-19,Pharming Group N.V.,0.46,archive
NL0000352565,AHL Partners LLP,2018-06-18,Fugro N.V.,1.2,archive
NL0010773842,B&G Master Fund Plc,2018-06-18,NN Group N.V.,0.68,archive
NL0000352565,Jupiter Investment Management Limited,2018-06-18,Fugro N.V.,1.12,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-06-18,ARCADIS N.V.,2.01,archive
NL0009739416,Marshall Wace LLP,2018-06-18,PostNL N.V.,0.81,archive
NL0000387058,Marshall Wace LLP,2018-06-18,TomTom N.V.,0.7,archive
NL0000289213,Marshall Wace LLP,2018-06-18,Wereldhave N.V.,2.58,archive
NL0000888691,Millennium International Management LP,2018-06-18,AMG Critical Materials N.V.,0.88,archive
NL0010391025,"PDT Partners, LLC",2018-06-18,Pharming Group N.V.,0.53,archive
BE0003818359,"WorldQuant, LLC",2018-06-18,Galapagos NV,0.59,archive
BE0003818359,"AQR Capital Management, LLC",2018-06-15,Galapagos NV,2.49,archive
NL0000387058,"Arrowstreet Capital, Limited Partnership",2018-06-15,TomTom N.V.,0.69,archive
NL0009739416,Jupiter Investment Management Limited,2018-06-15,PostNL N.V.,0.82,archive
NL0006237562,Lansdowne Partners (UK) LLP,2018-06-15,ARCADIS N.V.,1.92,archive
NL0000352565,Marshall Wace LLP,2018-06-15,Fugro N.V.,0.74,archive
NL0009739416,Marshall Wace LLP,2018-06-15,PostNL N.V.,0.72,archive
NL0000888691,Millennium Capital Partners LLP,2018-06-15,AMG Critical Materials N.V.,0.5,archive
NL0000888691,Millennium International Management LP,2018-06-15,AMG Critical Materials N.V.,0.9,archive
NL0010391025,"PDT Partners, LLC",2018-06-15,Pharming Group N.V.,0.6,archive
NL0009739416,"WorldQuant, LLC",2018-06-15,PostNL N.V.,0.86,archive
NL0000352565,Capital Fund Management S.A.,2018-06-14,Fugro N.V.,1.79,archive
NL0010558797,Capital Fund Management S.A.,2018-06-14,OCI N.V.,0.69,archive
NL0006237562,GSA Capital Partners LLP,2018-06-14,ARCADIS N.V.,0.5,archive
NL0000289213,GSA Capital Partners LLP,2018-06-14,Wereldhave N.V.,0.59,archive
NL0000888691,Millennium International Management LP,2018-06-14,AMG Critical Materials N.V.,0.55,archive
FR0013326246,Omni Partners LLP,2018-06-14,Unibail-Rodamco-Westfield SE,0.06,archive
NL0010391025,"PDT Partners, LLC",2018-06-14,Pharming Group N.V.,0.73,archive
NL0012866412,Scopia Capital Management LP,2018-06-14,BE Semiconductor Industries N.V.,3.35,archive
