position_holder,net_short_position,issuer_name,isin,position_date,source
Marshall Wace LLP,1.11,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-23,current
Capstone Volatility Master (Cayman) Limited,0.77,Pharming Group N.V.,NL0010391025,2026-04-22,current
Citadel Advisors LLC,1.71,Signify N.V.,NL0011821392,2026-04-22,current
Citadel Advisors LLC,0.68,Wereldhave N.V.,NL0000289213,2026-04-22,current
Davidson Kempner Capital Management LP,1.55,Akzo Nobel N.V.,NL0013267909,2026-04-22,current
JPMorgan Asset Management (UK) Ltd.,1.73,Fugro N.V.,NL00150003E1,2026-04-22,current
Marshall Wace LLP,1.76,Signify N.V.,NL0011821392,2026-04-22,current
Marshall Wace LLP,1.09,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-22,current
"AQR Capital Management, LLC",1.3,Adyen N.V.,NL0012969182,2026-04-21,current
Canada Pension Plan Investment Board,0.91,Signify N.V.,NL0011821392,2026-04-21,current
Citadel Advisors LLC,1.82,Signify N.V.,NL0011821392,2026-04-21,current
Citadel Advisors LLC,0.7,Wereldhave N.V.,NL0000289213,2026-04-21,current
JPMorgan Asset Management (UK) Ltd.,1.56,Fugro N.V.,NL00150003E1,2026-04-21,current
"PDT Partners, LLC",0.88,Signify N.V.,NL0011821392,2026-04-21,current
White Creek Capital LLP,0.61,ARCADIS N.V.,NL0006237562,2026-04-21,current
"AQR Capital Management, LLC",1.29,Adyen N.V.,NL0012969182,2026-04-20,current
Canada Pension Plan Investment Board,0.87,Signify N.V.,NL0011821392,2026-04-20,current
Citadel Advisors LLC,2.0,Signify N.V.,NL0011821392,2026-04-20,current
"D. E. Shaw & Co., L.P.",1.06,Basic-Fit N.V.,NL0011872650,2026-04-20,current
JPMorgan Asset Management (UK) Ltd.,1.45,Fugro N.V.,NL00150003E1,2026-04-20,current
Linden Advisors LP,0.7,Basic-Fit N.V.,NL0011872650,2026-04-20,current
"O'Connor Alternative Investments, LLC",1.16,Akzo Nobel N.V.,NL0013267909,2026-04-20,current
White Creek Capital LLP,0.57,ARCADIS N.V.,NL0006237562,2026-04-20,current
"BlackRock Financial Management, Inc.",0.89,IMCD N.V.,NL0010801007,2026-04-17,current
Citadel Advisors LLC,2.22,Signify N.V.,NL0011821392,2026-04-17,current
Citadel Advisors LLC,0.71,Sligro Food Group N.V.,NL0000817179,2026-04-17,current
"D. E. Shaw & Co., L.P.",1.12,Basic-Fit N.V.,NL0011872650,2026-04-17,current
Davidson Kempner Capital Management LP,1.41,Akzo Nobel N.V.,NL0013267909,2026-04-17,current
Fosse Capital Partners LLP,1.02,Basic-Fit N.V.,NL0011872650,2026-04-17,current
JPMorgan Asset Management (UK) Ltd.,1.06,Fugro N.V.,NL00150003E1,2026-04-17,current
JPMorgan Asset Management (UK) Ltd.,0.91,IMCD N.V.,NL0010801007,2026-04-17,current
JPMorgan Asset Management (UK) Ltd.,1.22,TomTom N.V.,NL0013332471,2026-04-17,current
Linden Advisors LP,0.59,Basic-Fit N.V.,NL0011872650,2026-04-17,current
Marshall Wace LLP,0.81,PostNL N.V.,NL0009739416,2026-04-17,current
"PDT Partners, LLC",0.9,Signify N.V.,NL0011821392,2026-04-17,current
Sculptor Capital Management Europe Limited,0.6,Basic-Fit N.V.,NL0011872650,2026-04-17,current
"Two Sigma Investments, LP",1.47,InPost S.A.,LU2290522684,2026-04-17,current
"AQR Capital Management, LLC",1.3,Adyen N.V.,NL0012969182,2026-04-16,current
Citadel Advisors LLC,2.32,Signify N.V.,NL0011821392,2026-04-16,current
JPMorgan Asset Management (UK) Ltd.,0.85,IMCD N.V.,NL0010801007,2026-04-16,current
Lazard Asset Management LLC,1.18,Pharming Group N.V.,NL0010391025,2026-04-16,current
Ilex Capital Partners (UK) LLP,1.23,DSM-Firmenich AG,CH1216478797,2026-04-15,current
JPMorgan Asset Management (UK) Ltd.,0.76,IMCD N.V.,NL0010801007,2026-04-15,current
Lazard Asset Management LLC,1.2,Pharming Group N.V.,NL0010391025,2026-04-15,current
Marshall Wace LLP,1.82,Signify N.V.,NL0011821392,2026-04-15,current
Marshall Wace LLP,1.15,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-15,current
"BlackRock Financial Management, Inc.",0.97,IMCD N.V.,NL0010801007,2026-04-14,current
Fosse Capital Partners LLP,1.23,Basic-Fit N.V.,NL0011872650,2026-04-14,current
JPMorgan Asset Management (UK) Ltd.,0.66,IMCD N.V.,NL0010801007,2026-04-14,current
Marshall Wace LLP,1.22,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-14,current
"PDT Partners, LLC",0.5,PostNL N.V.,NL0009739416,2026-04-14,current
"AQR Capital Management, LLC",1.21,Adyen N.V.,NL0012969182,2026-04-13,current
"AQR Capital Management, LLC",1.01,ARCADIS N.V.,NL0006237562,2026-04-13,current
"AQR Capital Management, LLC",0.71,CVC Capital Partners plc,JE00BRX98089,2026-04-13,current
Citadel Advisors LLC,0.61,Sligro Food Group N.V.,NL0000817179,2026-04-13,current
"PDT Partners, LLC",0.89,IMCD N.V.,NL0010801007,2026-04-13,current
"D. E. Shaw & Co., L.P.",0.8,Wolters Kluwer N.V.,NL0000395903,2026-04-10,current
Marshall Wace LLP,1.38,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-10,current
"PDT Partners, LLC",0.9,IMCD N.V.,NL0010801007,2026-04-10,current
"AQR Capital Management, LLC",1.13,Adyen N.V.,NL0012969182,2026-04-09,current
Citadel Advisors LLC,2.42,Signify N.V.,NL0011821392,2026-04-09,current
Ilex Capital Partners (UK) LLP,1.0,DSM-Firmenich AG,CH1216478797,2026-04-09,current
Numeric Investors LLC,0.71,NSI N.V.,NL0012365084,2026-04-09,current
"PDT Partners, LLC",0.89,IMCD N.V.,NL0010801007,2026-04-09,current
"AQR Capital Management, LLC",0.61,Aalberts N.V.,NL0000852564,2026-04-08,current
"AQR Capital Management, LLC",1.22,Signify N.V.,NL0011821392,2026-04-08,current
Citadel Advisors LLC,2.39,Signify N.V.,NL0011821392,2026-04-08,current
Qube Research & Technologies Ltd.,0.5,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-08,current
"BlackRock Advisors, LLC",0.66,IMCD N.V.,NL0010801007,2026-04-07,current
"BlackRock Financial Management, Inc.",1.0,IMCD N.V.,NL0010801007,2026-04-07,current
Capital Fund Management S.A.,0.76,IMCD N.V.,NL0010801007,2026-04-07,current
Citadel Advisors LLC,2.41,Signify N.V.,NL0011821392,2026-04-07,current
"D. E. Shaw & Co., L.P.",0.69,ARCADIS N.V.,NL0006237562,2026-04-07,current
Marshall Wace LLP,1.46,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-07,current
"AQR Capital Management, LLC",1.0,Adyen N.V.,NL0012969182,2026-04-02,current
"AQR Capital Management, LLC",0.61,CVC Capital Partners plc,JE00BRX98089,2026-04-02,current
"BlackRock Financial Management, Inc.",0.99,IMCD N.V.,NL0010801007,2026-04-02,current
Citadel Advisors LLC,0.5,Sligro Food Group N.V.,NL0000817179,2026-04-02,current
"D. E. Shaw & Co., L.P.",0.7,ARCADIS N.V.,NL0006237562,2026-04-02,current
Eleva Capital SAS,0.62,Basic-Fit N.V.,NL0011872650,2026-04-02,current
"AQR Capital Management, LLC",1.1,Signify N.V.,NL0011821392,2026-04-01,current
"Arrowstreet Capital, Limited Partnership",1.21,IMCD N.V.,NL0010801007,2026-04-01,current
Canada Pension Plan Investment Board,0.74,Signify N.V.,NL0011821392,2026-04-01,current
Citadel Advisors LLC,2.36,Signify N.V.,NL0011821392,2026-04-01,current
"D. E. Shaw & Co., L.P.",0.69,ARCADIS N.V.,NL0006237562,2026-04-01,current
Eleva Capital SAS,0.5,Basic-Fit N.V.,NL0011872650,2026-04-01,current
Marshall Wace LLP,1.79,Signify N.V.,NL0011821392,2026-04-01,current
Capital Fund Management S.A.,0.62,IMCD N.V.,NL0010801007,2026-03-31,current
Citadel Advisors LLC,2.4,Signify N.V.,NL0011821392,2026-03-31,current
Eleva Capital SAS,1.21,Signify N.V.,NL0011821392,2026-03-31,current
"AQR Capital Management, LLC",0.9,Adyen N.V.,NL0012969182,2026-03-30,current
Eleva Capital SAS,1.05,Signify N.V.,NL0011821392,2026-03-30,current
Ilex Capital Partners (UK) LLP,0.91,DSM-Firmenich AG,CH1216478797,2026-03-30,current
Marshall Wace LLP,1.87,Signify N.V.,NL0011821392,2026-03-30,current
Marshall Wace LLP,1.59,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-30,current
Numeric Investors LLC,0.61,NSI N.V.,NL0012365084,2026-03-30,current
"Two Sigma Investments, LP",0.7,Theon International Plc,CY0200751713,2026-03-30,current
"AQR Capital Management, LLC",0.9,ARCADIS N.V.,NL0006237562,2026-03-27,current
"Arrowstreet Capital, Limited Partnership",1.12,IMCD N.V.,NL0010801007,2026-03-27,current
"BlackRock Financial Management, Inc.",1.09,IMCD N.V.,NL0010801007,2026-03-27,current
Capital Fund Management S.A.,0.51,IMCD N.V.,NL0010801007,2026-03-27,current
"D. E. Shaw & Co., L.P.",0.7,ARCADIS N.V.,NL0006237562,2026-03-27,current
"D. E. Shaw & Co., L.P.",0.69,ARCADIS N.V.,NL0006237562,2026-03-26,current
Marshall Wace LLP,1.96,Signify N.V.,NL0011821392,2026-03-26,current
"Two Sigma Investments, LP",1.5,InPost S.A.,LU2290522684,2026-03-26,current
"AQR Capital Management, LLC",0.8,Adyen N.V.,NL0012969182,2026-03-25,current
"AQR Capital Management, LLC",0.5,CVC Capital Partners plc,JE00BRX98089,2026-03-25,current
Ilex Capital Partners (UK) LLP,0.82,DSM-Firmenich AG,CH1216478797,2026-03-25,current
JPMorgan Asset Management (UK) Ltd.,0.56,IMCD N.V.,NL0010801007,2026-03-24,current
Lazard Asset Management LLC,1.14,Pharming Group N.V.,NL0010391025,2026-03-24,current
Marshall Wace LLP,2.0,Signify N.V.,NL0011821392,2026-03-24,current
Marshall Wace LLP,1.6,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-24,current
"PDT Partners, LLC",0.9,IMCD N.V.,NL0010801007,2026-03-24,current
"Two Sigma Investments, LP",1.44,InPost S.A.,LU2290522684,2026-03-24,current
"Two Sigma Investments, LP",0.6,Theon International Plc,CY0200751713,2026-03-24,current
"AQR Capital Management, LLC",0.72,Adyen N.V.,NL0012969182,2026-03-23,current
"Arrowstreet Capital, Limited Partnership",1.01,IMCD N.V.,NL0010801007,2026-03-23,current
"BlackRock Financial Management, Inc.",0.6,Signify N.V.,NL0011821392,2026-03-23,current
Citadel Advisors LLC,2.3,Signify N.V.,NL0011821392,2026-03-23,current
Marshall Wace LLP,0.7,PostNL N.V.,NL0009739416,2026-03-23,current
"Two Sigma Investments, LP",1.36,InPost S.A.,LU2290522684,2026-03-23,current
"BlackRock Financial Management, Inc.",0.58,Signify N.V.,NL0011821392,2026-03-20,current
Ilex Capital Partners (UK) LLP,0.75,DSM-Firmenich AG,CH1216478797,2026-03-20,current
Marshall Wace LLP,1.52,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-20,current
"Two Sigma Investments, LP",1.26,InPost S.A.,LU2290522684,2026-03-20,current
"AQR Capital Management, LLC",0.8,ARCADIS N.V.,NL0006237562,2026-03-19,current
Marshall Wace LLP,0.6,CVC Capital Partners plc,JE00BRX98089,2026-03-19,current
Marshall Wace LLP,1.43,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-19,current
"AQR Capital Management, LLC",0.6,Adyen N.V.,NL0012969182,2026-03-18,current
Ilex Capital Partners (UK) LLP,0.87,DSM-Firmenich AG,CH1216478797,2026-03-18,current
"Two Sigma Investments, LP",1.11,InPost S.A.,LU2290522684,2026-03-18,current
Marshall Wace LLP,1.3,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-16,current
"PDT Partners, LLC",0.8,IMCD N.V.,NL0010801007,2026-03-16,current
"AQR Capital Management, LLC",0.52,Adyen N.V.,NL0012969182,2026-03-13,current
Ilex Capital Partners (UK) LLP,0.98,DSM-Firmenich AG,CH1216478797,2026-03-13,current
Marshall Wace LLP,0.52,CVC Capital Partners plc,JE00BRX98089,2026-03-13,current
Canada Pension Plan Investment Board,0.65,Signify N.V.,NL0011821392,2026-03-12,current
JPMorgan Asset Management (UK) Ltd.,0.64,IMCD N.V.,NL0010801007,2026-03-12,current
Canada Pension Plan Investment Board,0.57,Signify N.V.,NL0011821392,2026-03-11,current
Citadel Advisors LLC,2.24,Signify N.V.,NL0011821392,2026-03-11,current
Marshall Wace LLP,1.91,Signify N.V.,NL0011821392,2026-03-11,current
Citadel Advisors LLC,2.17,Signify N.V.,NL0011821392,2026-03-10,current
Lazard Asset Management LLC,0.96,Pharming Group N.V.,NL0010391025,2026-03-10,current
Marshall Wace LLP,1.21,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-10,current
"Two Sigma Investments, LP",1.03,InPost S.A.,LU2290522684,2026-03-10,current
Citadel Advisors LLC,2.06,Signify N.V.,NL0011821392,2026-03-09,current
"BlackRock Advisors, LLC",0.7,IMCD N.V.,NL0010801007,2026-03-06,current
Citadel Advisors LLC,1.88,Signify N.V.,NL0011821392,2026-03-06,current
JPMorgan Asset Management (UK) Ltd.,0.81,Fugro N.V.,NL00150003E1,2026-03-06,current
"BlackRock Financial Management, Inc.",1.1,IMCD N.V.,NL0010801007,2026-03-05,current
Citadel Advisors LLC,0.63,Wereldhave N.V.,NL0000289213,2026-03-05,current
Marshall Wace LLP,1.11,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-05,current
"AQR Capital Management, LLC",0.52,Aalberts N.V.,NL0000852564,2026-03-04,current
"AQR Capital Management, LLC",1.03,Signify N.V.,NL0011821392,2026-03-04,current
"BlackRock Financial Management, Inc.",1.06,IMCD N.V.,NL0010801007,2026-03-04,current
Marshall Wace LLP,1.87,Signify N.V.,NL0011821392,2026-03-04,current
"PDT Partners, LLC",0.71,IMCD N.V.,NL0010801007,2026-03-04,current
"PDT Partners, LLC",0.8,Signify N.V.,NL0011821392,2026-03-04,current
"Two Sigma Investments, LP",0.9,InPost S.A.,LU2290522684,2026-03-04,current
Ilex Capital Partners (UK) LLP,1.03,DSM-Firmenich AG,CH1216478797,2026-03-03,current
Lazard Asset Management LLC,0.77,Pharming Group N.V.,NL0010391025,2026-03-03,current
Marshall Wace LLP,0.69,PostNL N.V.,NL0009739416,2026-03-03,current
Marshall Wace LLP,1.92,Signify N.V.,NL0011821392,2026-03-03,current
Numeric Investors LLC,0.52,NSI N.V.,NL0012365084,2026-03-03,current
Citadel Advisors LLC,1.7,Signify N.V.,NL0011821392,2026-03-02,current
"D. E. Shaw & Co., L.P.",0.7,Wolters Kluwer N.V.,NL0000395903,2026-03-02,current
"Two Sigma Investments, LP",0.59,Theon International Plc,CY0200751713,2026-03-02,current
"BlackRock Advisors, LLC",0.69,IMCD N.V.,NL0010801007,2026-02-27,current
"BlackRock Financial Management, Inc.",1.18,IMCD N.V.,NL0010801007,2026-02-27,current
Marshall Wace LLP,1.88,Signify N.V.,NL0011821392,2026-02-27,current
"Two Sigma Investments, LP",0.81,InPost S.A.,LU2290522684,2026-02-27,current
"AQR Capital Management, LLC",0.71,ARCADIS N.V.,NL0006237562,2026-02-26,current
Marshall Wace LLP,1.9,Signify N.V.,NL0011821392,2026-02-26,current
Marshall Wace LLP,1.01,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-26,current
"PDT Partners, LLC",0.78,Signify N.V.,NL0011821392,2026-02-26,current
Ilex Capital Partners (UK) LLP,1.12,DSM-Firmenich AG,CH1216478797,2026-02-25,current
"BlackRock Financial Management, Inc.",1.29,IMCD N.V.,NL0010801007,2026-02-24,current
"D. E. Shaw & Co., L.P.",0.7,ARCADIS N.V.,NL0006237562,2026-02-24,current
Davidson Kempner Capital Management LP,1.31,Akzo Nobel N.V.,NL0013267909,2026-02-24,current
Citadel Advisors LLC,1.63,Signify N.V.,NL0011821392,2026-02-23,current
Marshall Wace LLP,0.91,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-23,current
"PDT Partners, LLC",0.8,Signify N.V.,NL0011821392,2026-02-23,current
Citadel Advisors LLC,1.58,Signify N.V.,NL0011821392,2026-02-20,current
"D. E. Shaw & Co., L.P.",0.6,Wolters Kluwer N.V.,NL0000395903,2026-02-20,current
"Elliott Investment Management, L.P",0.7,Shell plc,GB00BP6MXD84,2026-02-20,current
Marshall Wace LLP,1.84,Signify N.V.,NL0011821392,2026-02-20,current
"D. E. Shaw & Co., L.P.",0.62,ARCADIS N.V.,NL0006237562,2026-02-19,current
"Two Sigma Investments, LP",0.7,InPost S.A.,LU2290522684,2026-02-19,current
"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,NL0010801007,2026-02-18,current
Citadel Advisors LLC,1.62,Signify N.V.,NL0011821392,2026-02-18,current
Davidson Kempner Capital Management LP,1.23,Akzo Nobel N.V.,NL0013267909,2026-02-18,current
JPMorgan Asset Management (UK) Ltd.,0.72,IMCD N.V.,NL0010801007,2026-02-18,current
Marshall Wace LLP,0.81,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-18,current
"PDT Partners, LLC",0.63,IMCD N.V.,NL0010801007,2026-02-18,current
Citadel Advisors LLC,0.58,Wereldhave N.V.,NL0000289213,2026-02-17,current
"D. E. Shaw & Co., L.P.",0.59,Wolters Kluwer N.V.,NL0000395903,2026-02-17,current
Eleva Capital SAS,0.92,Signify N.V.,NL0011821392,2026-02-17,current
Ilex Capital Partners (UK) LLP,1.07,DSM-Firmenich AG,CH1216478797,2026-02-17,current
Citadel Advisors LLC,0.6,Wereldhave N.V.,NL0000289213,2026-02-16,current
"D. E. Shaw & Co., L.P.",0.6,Wolters Kluwer N.V.,NL0000395903,2026-02-16,current
Ilex Capital Partners (UK) LLP,1.12,DSM-Firmenich AG,CH1216478797,2026-02-16,current
Marshall Wace LLP,0.7,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-16,current
"D. E. Shaw & Co., L.P.",0.59,Wolters Kluwer N.V.,NL0000395903,2026-02-13,current
Marshall Wace LLP,0.79,PostNL N.V.,NL0009739416,2026-02-13,current
Marshall Wace LLP,1.71,Signify N.V.,NL0011821392,2026-02-13,current
Marshall Wace LLP,0.68,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-13,current
"Two Sigma Investments, LP",0.61,Theon International Plc,CY0200751713,2026-02-13,current
"BlackRock Advisors, LLC",0.73,IMCD N.V.,NL0010801007,2026-02-12,current
"BlackRock Financial Management, Inc.",1.45,IMCD N.V.,NL0010801007,2026-02-12,current
Citadel Advisors LLC,1.58,Signify N.V.,NL0011821392,2026-02-12,current
Ilex Capital Partners (UK) LLP,1.38,DSM-Firmenich AG,CH1216478797,2026-02-12,current
Marshall Wace LLP,0.5,The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-12,current
"PDT Partners, LLC",0.78,Signify N.V.,NL0011821392,2026-02-12,current
"Two Sigma Investments, LP",0.6,InPost S.A.,LU2290522684,2026-02-12,current
"BlackRock Advisors, LLC",0.9,IMCD N.V.,NL0010801007,2026-02-11,current
Citadel Advisors LLC,0.58,Wereldhave N.V.,NL0000289213,2026-02-10,current
Davidson Kempner Capital Management LP,1.1,Akzo Nobel N.V.,NL0013267909,2026-02-10,current
Marshall Wace LLP,1.64,Signify N.V.,NL0011821392,2026-02-10,current
"PDT Partners, LLC",0.5,IMCD N.V.,NL0010801007,2026-02-06,current
"AQR Capital Management, LLC",0.6,ARCADIS N.V.,NL0006237562,2026-02-05,current
"BlackRock Advisors, LLC",1.05,IMCD N.V.,NL0010801007,2026-02-05,current
Citadel Advisors LLC,1.6,Signify N.V.,NL0011821392,2026-02-05,current
Davidson Kempner Capital Management LP,1.02,Akzo Nobel N.V.,NL0013267909,2026-02-05,current
"BlackRock Financial Management, Inc.",1.5,IMCD N.V.,NL0010801007,2026-02-04,current
Caisse de dépôt et placement du Québec,0.66,IMCD N.V.,NL0010801007,2026-02-04,current
Lazard Asset Management LLC,0.89,Pharming Group N.V.,NL0010391025,2026-02-04,current
Marshall Wace LLP,0.82,PostNL N.V.,NL0009739416,2026-02-04,current
Marshall Wace LLP,1.51,Signify N.V.,NL0011821392,2026-02-04,current
"Arrowstreet Capital, Limited Partnership",0.9,IMCD N.V.,NL0010801007,2026-02-03,current
Citadel Advisors LLC,1.5,Signify N.V.,NL0011821392,2026-02-03,current
Ilex Capital Partners (UK) LLP,1.41,DSM-Firmenich AG,CH1216478797,2026-02-03,current
Lazard Asset Management LLC,0.9,Pharming Group N.V.,NL0010391025,2026-02-03,current
"AQR Capital Management, LLC",0.91,Signify N.V.,NL0011821392,2026-02-02,current
Capstone Volatility Master (Cayman) Limited,0.66,Pharming Group N.V.,NL0010391025,2026-02-02,current
Citadel Advisors LLC,1.42,Signify N.V.,NL0011821392,2026-02-02,current
"D. E. Shaw & Co., L.P.",0.5,ARCADIS N.V.,NL0006237562,2026-02-02,current
Davidson Kempner Capital Management LP,0.93,Akzo Nobel N.V.,NL0013267909,2026-02-02,current
Lazard Asset Management LLC,0.89,Pharming Group N.V.,NL0010391025,2026-02-02,current
Marshall Wace LLP,0.78,PostNL N.V.,NL0009739416,2026-02-02,current
Marshall Wace LLP,1.45,Signify N.V.,NL0011821392,2026-02-02,current
"PDT Partners, LLC",0.8,Signify N.V.,NL0011821392,2026-02-02,current
Citadel Advisors LLC,1.25,Signify N.V.,NL0011821392,2026-01-30,current
"D. E. Shaw & Co., L.P.",0.9,Basic-Fit N.V.,NL0011872650,2026-01-30,current
Marshall Wace LLP,1.39,Signify N.V.,NL0011821392,2026-01-30,current
"PDT Partners, LLC",0.76,Signify N.V.,NL0011821392,2026-01-30,current
Capstone Volatility Master (Cayman) Limited,0.72,Pharming Group N.V.,NL0010391025,2026-01-29,current
Citadel Advisors LLC,1.1,Signify N.V.,NL0011821392,2026-01-29,current
Davidson Kempner Capital Management LP,0.8,Akzo Nobel N.V.,NL0013267909,2026-01-29,current
"BlackRock Advisors, LLC",1.1,IMCD N.V.,NL0010801007,2026-01-28,current
Citadel Advisors LLC,1.03,Signify N.V.,NL0011821392,2026-01-28,current
"D. E. Shaw & Co., L.P.",0.61,Wolters Kluwer N.V.,NL0000395903,2026-01-28,current
Davidson Kempner Capital Management LP,0.67,Akzo Nobel N.V.,NL0013267909,2026-01-28,current
Caisse de dépôt et placement du Québec,0.57,IMCD N.V.,NL0010801007,2026-01-27,current
Citadel Advisors LLC,0.9,Signify N.V.,NL0011821392,2026-01-27,current
Eleva Capital SAS,0.78,Signify N.V.,NL0011821392,2026-01-27,current
Davidson Kempner Capital Management LP,0.51,Akzo Nobel N.V.,NL0013267909,2026-01-26,current
