position_holder,net_short_position,isin,issuer_name,position_date,source
Millennium International Management LP,1.8,NL0012817175,Alfen N.V.,2024-06-19,archive
Millennium International Management LP,0.51,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-06-19,archive
AKO Capital LLP,1.18,NL0011821392,Signify N.V.,2024-06-18,archive
BlackRock Investment Management (UK) Limited,2.59,NL0011872650,Basic-Fit N.V.,2024-06-18,archive
Citadel Advisors LLC,0.88,NL0012817175,Alfen N.V.,2024-06-18,archive
Greenvale Capital LLP,0.5,NL0000009538,Koninklijke Philips N.V.,2024-06-18,archive
Marshall Wace LLP,0.68,NL0012817175,Alfen N.V.,2024-06-18,archive
Marshall Wace LLP,1.58,NL0000888691,AMG Critical Materials N.V.,2024-06-18,archive
Qube Research & Technologies Ltd.,2.19,NL0012817175,Alfen N.V.,2024-06-18,archive
Qube Research & Technologies Ltd.,0.93,NL0000888691,AMG Critical Materials N.V.,2024-06-18,archive
SIH Partners LLLP,0.49,NL0000888691,AMG Critical Materials N.V.,2024-06-18,archive
Wellington Management International Ltd.,0.6,NL0011872650,Basic-Fit N.V.,2024-06-18,archive
AKO Capital LLP,1.2,NL0011821392,Signify N.V.,2024-06-17,archive
"BlackRock Advisors, LLC",0.7,NL0000888691,AMG Critical Materials N.V.,2024-06-17,archive
Citadel Advisors LLC,0.96,NL0012817175,Alfen N.V.,2024-06-17,archive
Marshall Wace LLP,0.46,NL0000395903,Wolters Kluwer N.V.,2024-06-17,archive
Millennium International Management LP,1.71,NL0012817175,Alfen N.V.,2024-06-17,archive
Millennium International Management LP,0.61,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-06-17,archive
Qube Research & Technologies Ltd.,0.81,NL0000888691,AMG Critical Materials N.V.,2024-06-17,archive
Qube Research & Technologies Ltd.,0.98,BMG3602E1084,Flow Traders Ltd.,2024-06-17,archive
Qube Research & Technologies Ltd.,0.73,NL0009739416,PostNL N.V.,2024-06-17,archive
Voleon Capital Management LP,0.69,NL0012817175,Alfen N.V.,2024-06-17,archive
BlackRock Investment Management (UK) Limited,2.64,NL0011872650,Basic-Fit N.V.,2024-06-14,archive
Citadel Advisors LLC,1.02,NL0012817175,Alfen N.V.,2024-06-14,archive
"D. E. Shaw & Co., L.P.",0.9,NL0000888691,AMG Critical Materials N.V.,2024-06-14,archive
Marshall Wace LLP,0.5,NL0000395903,Wolters Kluwer N.V.,2024-06-14,archive
Millennium Capital Partners LLP,0.8,NL0012817175,Alfen N.V.,2024-06-14,archive
Millennium International Management LP,1.52,NL0010391025,Pharming Group N.V.,2024-06-14,archive
Qube Research & Technologies Ltd.,0.67,NL0000888691,AMG Critical Materials N.V.,2024-06-14,archive
Qube Research & Technologies Ltd.,0.7,NL0011872650,Basic-Fit N.V.,2024-06-14,archive
Balyasny Asset Management (UK) LLP,0.7,NL00150003E1,Fugro N.V.,2024-06-13,archive
Capital Fund Management S.A.,0.52,NL0000888691,AMG Critical Materials N.V.,2024-06-13,archive
Marshall Wace LLP,0.5,NL0011872643,ASR Nederland N.V.,2024-06-13,archive
Marshall Wace LLP,0.5,NL0000009538,Koninklijke Philips N.V.,2024-06-13,archive
Marshall Wace LLP,0.91,NL0009739416,PostNL N.V.,2024-06-13,archive
Millennium Capital Partners LLP,0.73,NL0012817175,Alfen N.V.,2024-06-13,archive
"PDT Partners, LLC",1.2,NL0012817175,Alfen N.V.,2024-06-13,archive
Qube Research & Technologies Ltd.,2.2,NL0012817175,Alfen N.V.,2024-06-13,archive
Qube Research & Technologies Ltd.,0.54,NL0000888691,AMG Critical Materials N.V.,2024-06-13,archive
Voleon Capital Management LP,0.7,NL0012817175,Alfen N.V.,2024-06-13,archive
Capital Fund Management S.A.,0.48,NL0000888691,AMG Critical Materials N.V.,2024-06-12,archive
Marshall Wace LLP,0.49,NL0011872643,ASR Nederland N.V.,2024-06-12,archive
Marshall Wace LLP,0.49,NL0000302636,Van Lanschot Kempen N.V.,2024-06-12,archive
Marshall Wace LLP,0.49,NL0000395903,Wolters Kluwer N.V.,2024-06-12,archive
Millennium International Management LP,1.61,NL0012817175,Alfen N.V.,2024-06-12,archive
Millennium International Management LP,0.79,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-06-12,archive
Qube Research & Technologies Ltd.,0.61,NL0009739416,PostNL N.V.,2024-06-12,archive
Capital Fund Management S.A.,0.51,NL0000888691,AMG Critical Materials N.V.,2024-06-11,archive
Marshall Wace LLP,0.79,NL0012817175,Alfen N.V.,2024-06-11,archive
Marshall Wace LLP,0.89,NL0009739416,PostNL N.V.,2024-06-11,archive
Qube Research & Technologies Ltd.,2.13,NL0012817175,Alfen N.V.,2024-06-11,archive
"WorldQuant, LLC",0.46,NL0012817175,Alfen N.V.,2024-06-11,archive
Marshall Wace LLP,0.9,NL0009739416,PostNL N.V.,2024-06-10,archive
Millennium International Management LP,1.42,NL0010391025,Pharming Group N.V.,2024-06-10,archive
Millennium International Management LP,0.84,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-06-10,archive
Qube Research & Technologies Ltd.,0.55,NL0009739416,PostNL N.V.,2024-06-10,archive
Voleon Capital Management LP,0.68,NL0012817175,Alfen N.V.,2024-06-10,archive
"Arrowstreet Capital, Limited Partnership",0.6,NL0011872650,Basic-Fit N.V.,2024-06-07,archive
Millennium Capital Partners LLP,0.61,NL0012817175,Alfen N.V.,2024-06-07,archive
Marshall Wace LLP,0.49,NL0000009538,Koninklijke Philips N.V.,2024-06-06,archive
Millennium International Management LP,0.93,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-06-06,archive
Qube Research & Technologies Ltd.,0.61,NL0009739416,PostNL N.V.,2024-06-06,archive
SIH Partners LLLP,0.5,NL0000888691,AMG Critical Materials N.V.,2024-06-06,archive
Walleye Capital LLC,0.5,NL0012817175,Alfen N.V.,2024-06-06,archive
"AQR Capital Management, LLC",0.51,NL0000360618,SBM Offshore N.V.,2024-06-05,archive
"BlackRock Advisors, LLC",0.9,NL0012817175,Alfen N.V.,2024-06-05,archive
Citadel Advisors LLC,0.98,NL0012817175,Alfen N.V.,2024-06-05,archive
Citadel Advisors LLC,0.48,NL0010391025,Pharming Group N.V.,2024-06-05,archive
Marshall Wace LLP,1.61,NL0000888691,AMG Critical Materials N.V.,2024-06-05,archive
Millennium International Management LP,1.38,NL0010391025,Pharming Group N.V.,2024-06-05,archive
"PDT Partners, LLC",1.1,NL0012817175,Alfen N.V.,2024-06-05,archive
"WorldQuant, LLC",0.56,NL0012817175,Alfen N.V.,2024-06-05,archive
"WorldQuant, LLC",0.48,NL0000888691,AMG Critical Materials N.V.,2024-06-05,archive
"WorldQuant, LLC",0.49,NL0013332471,TomTom N.V.,2024-06-05,archive
Citadel Advisors LLC,1.01,NL0012817175,Alfen N.V.,2024-06-04,archive
"D. E. Shaw & Co., L.P.",0.8,NL0000888691,AMG Critical Materials N.V.,2024-06-04,archive
Franklin Templeton Investment Management Limited,0.52,NL0011872650,Basic-Fit N.V.,2024-06-04,archive
Marshall Wace LLP,0.85,NL0012817175,Alfen N.V.,2024-06-04,archive
Marshall Wace LLP,1.06,NL0009739416,PostNL N.V.,2024-06-04,archive
Marshall Wace LLP,0.5,NL0000302636,Van Lanschot Kempen N.V.,2024-06-04,archive
Millennium International Management LP,1.4,NL0010391025,Pharming Group N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,2.08,NL0012817175,Alfen N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,0.63,NL0011872650,Basic-Fit N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,0.55,NL0009739416,PostNL N.V.,2024-06-04,archive
ShadowFall Capital & Research LLP,0.54,NL0011872650,Basic-Fit N.V.,2024-06-04,archive
Balyasny Asset Management (UK) LLP,0.65,NL00150003E1,Fugro N.V.,2024-06-03,archive
Balyasny Asset Management (UK) LLP,0.8,NL0000360618,SBM Offshore N.V.,2024-06-03,archive
"BlackRock Advisors, LLC",0.69,NL0000888691,AMG Critical Materials N.V.,2024-06-03,archive
Citadel Advisors LLC,0.57,NL0010391025,Pharming Group N.V.,2024-06-03,archive
Marshall Wace LLP,1.11,NL0009739416,PostNL N.V.,2024-06-03,archive
Millennium Capital Partners LLP,0.51,NL0012817175,Alfen N.V.,2024-06-03,archive
Qube Research & Technologies Ltd.,1.85,NL0012817175,Alfen N.V.,2024-06-03,archive
Voleon Capital Management LP,0.78,NL0012817175,Alfen N.V.,2024-06-03,archive
Voleon Capital Management LP,0.5,NL0011872650,Basic-Fit N.V.,2024-06-03,archive
Balyasny Asset Management (UK) LLP,0.78,NL00150003E1,Fugro N.V.,2024-05-31,archive
Marshall Wace LLP,0.51,NL0000009538,Koninklijke Philips N.V.,2024-05-31,archive
Millennium International Management LP,1.51,NL0012817175,Alfen N.V.,2024-05-31,archive
Millennium International Management LP,0.0,NL0012365084,NSI N.V.,2024-05-31,archive
Marshall Wace LLP,1.59,NL0000888691,AMG Critical Materials N.V.,2024-05-30,archive
Marshall Wace LLP,0.49,NL0000009538,Koninklijke Philips N.V.,2024-05-30,archive
Millennium International Management LP,0.81,NL0012365084,NSI N.V.,2024-05-30,archive
Citadel Advisors LLC,0.69,NL0010391025,Pharming Group N.V.,2024-05-29,archive
Franklin Templeton Investment Management Limited,0.49,NL0011872650,Basic-Fit N.V.,2024-05-29,archive
Franklin Templeton Investment Management Limited,0.58,NL0013332471,TomTom N.V.,2024-05-29,archive
JPMorgan Asset Management (UK) Ltd.,0.72,LU0569974404,Aperam S.A.,2024-05-29,archive
Marshall Wace LLP,1.29,NL0009739416,PostNL N.V.,2024-05-29,archive
Millennium International Management LP,0.73,NL0012365084,NSI N.V.,2024-05-29,archive
Millennium International Management LP,1.09,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-29,archive
Qube Research & Technologies Ltd.,0.51,NL0015000CZ2,Ebusco Holding N.V.,2024-05-29,archive
"WorldQuant, LLC",0.45,NL0012817175,Alfen N.V.,2024-05-29,archive
"WorldQuant, LLC",0.58,NL0013332471,TomTom N.V.,2024-05-29,archive
"BlackRock Advisors, LLC",0.8,NL0012817175,Alfen N.V.,2024-05-28,archive
Franklin Templeton Investment Management Limited,0.64,NL0013332471,TomTom N.V.,2024-05-28,archive
GSA Capital Partners LLP,0.47,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-28,archive
Marshall Wace LLP,0.59,NL0011872643,ASR Nederland N.V.,2024-05-28,archive
Millennium International Management LP,1.43,NL0012817175,Alfen N.V.,2024-05-28,archive
Millennium International Management LP,0.66,NL0012365084,NSI N.V.,2024-05-28,archive
Qube Research & Technologies Ltd.,0.49,NL0015000CZ2,Ebusco Holding N.V.,2024-05-28,archive
Wellington Management International Ltd.,0.52,NL0011872650,Basic-Fit N.V.,2024-05-28,archive
"WorldQuant, LLC",0.5,NL0012817175,Alfen N.V.,2024-05-28,archive
GSA Capital Partners LLP,0.5,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-27,archive
Marshall Wace LLP,1.39,NL0009739416,PostNL N.V.,2024-05-27,archive
Millennium International Management LP,0.5,NL0010801007,IMCD N.V.,2024-05-27,archive
Qube Research & Technologies Ltd.,1.98,NL0012817175,Alfen N.V.,2024-05-27,archive
Balyasny Asset Management (UK) LLP,0.7,NL0000360618,SBM Offshore N.V.,2024-05-24,archive
"BlackRock Advisors, LLC",0.7,NL0000888691,AMG Critical Materials N.V.,2024-05-24,archive
Millennium International Management LP,1.31,NL0012817175,Alfen N.V.,2024-05-24,archive
Millennium International Management LP,0.51,NL0012365084,NSI N.V.,2024-05-24,archive
Qube Research & Technologies Ltd.,0.5,NL0015000CZ2,Ebusco Holding N.V.,2024-05-24,archive
Balyasny Asset Management (UK) LLP,0.63,NL0000360618,SBM Offshore N.V.,2024-05-23,archive
Citadel Advisors LLC,0.85,NL0012817175,Alfen N.V.,2024-05-23,archive
Citadel Advisors LLC,0.77,NL0010391025,Pharming Group N.V.,2024-05-23,archive
Marshall Wace LLP,1.01,LU1598757687,ArcelorMittal S.A.,2024-05-23,archive
Millennium International Management LP,1.23,NL0012817175,Alfen N.V.,2024-05-23,archive
"PDT Partners, LLC",1.07,NL0012817175,Alfen N.V.,2024-05-23,archive
Qube Research & Technologies Ltd.,2.03,NL0012817175,Alfen N.V.,2024-05-23,archive
Qube Research & Technologies Ltd.,0.59,NL0010558797,OCI N.V.,2024-05-23,archive
Voleon Capital Management LP,0.89,NL0012817175,Alfen N.V.,2024-05-23,archive
Balyasny Asset Management (UK) LLP,0.89,NL00150003E1,Fugro N.V.,2024-05-22,archive
Franklin Templeton Investment Management Limited,0.53,NL0011872650,Basic-Fit N.V.,2024-05-22,archive
Marshall Wace LLP,0.59,NL0000395903,Wolters Kluwer N.V.,2024-05-22,archive
Millennium International Management LP,1.01,NL0012817175,Alfen N.V.,2024-05-22,archive
Millennium International Management LP,1.33,NL0010391025,Pharming Group N.V.,2024-05-22,archive
Millennium International Management LP,1.17,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-22,archive
"BlackRock Advisors, LLC",0.71,NL0012817175,Alfen N.V.,2024-05-21,archive
Citadel Advisors LLC,0.92,NL0012817175,Alfen N.V.,2024-05-21,archive
JPMorgan Asset Management (UK) Ltd.,0.9,NL0012817175,Alfen N.V.,2024-05-21,archive
Marshall Wace LLP,0.72,NL0012817175,Alfen N.V.,2024-05-21,archive
Millennium International Management LP,0.87,NL0012817175,Alfen N.V.,2024-05-21,archive
Millennium International Management LP,0.46,NL0011279492,Flow Traders Ltd.,2024-05-21,archive
"PDT Partners, LLC",1.15,NL0012817175,Alfen N.V.,2024-05-21,archive
Qube Research & Technologies Ltd.,2.23,NL0012817175,Alfen N.V.,2024-05-21,archive
Qube Research & Technologies Ltd.,1.01,BMG3602E1084,Flow Traders Ltd.,2024-05-21,archive
Qube Research & Technologies Ltd.,0.6,NL0010558797,OCI N.V.,2024-05-21,archive
Voleon Capital Management LP,0.95,NL0012817175,Alfen N.V.,2024-05-21,archive
Wellington Management International Ltd.,0.48,NL0012817175,Alfen N.V.,2024-05-21,archive
Balyasny Asset Management (UK) LLP,0.55,NL0000360618,SBM Offshore N.V.,2024-05-20,archive
"BlackRock Advisors, LLC",0.62,NL0000888691,AMG Critical Materials N.V.,2024-05-20,archive
Citadel Advisors LLC,0.88,NL0010391025,Pharming Group N.V.,2024-05-20,archive
Millennium International Management LP,0.73,NL0012817175,Alfen N.V.,2024-05-20,archive
"WorldQuant, LLC",0.69,NL0013332471,TomTom N.V.,2024-05-20,archive
Citadel Advisors LLC,0.51,NL0012817175,Alfen N.V.,2024-05-17,archive
Millennium International Management LP,0.86,NL0012817175,Alfen N.V.,2024-05-17,archive
Millennium International Management LP,0.73,NL0011279492,Flow Traders Ltd.,2024-05-17,archive
"PDT Partners, LLC",1.09,NL0012817175,Alfen N.V.,2024-05-17,archive
"AQR Capital Management, LLC",0.49,CH1216478797,DSM-Firmenich AG,2024-05-16,archive
"BlackRock Advisors, LLC",0.61,NL0012817175,Alfen N.V.,2024-05-16,archive
Citadel Advisors LLC,0.47,NL0011872650,Basic-Fit N.V.,2024-05-16,archive
JPMorgan Asset Management (UK) Ltd.,0.67,LU0569974404,Aperam S.A.,2024-05-16,archive
"WorldQuant, LLC",0.71,NL0013332471,TomTom N.V.,2024-05-16,archive
Millennium International Management LP,0.62,NL0011279492,Flow Traders Ltd.,2024-05-15,archive
Millennium International Management LP,1.23,NL0010391025,Pharming Group N.V.,2024-05-15,archive
Millennium International Management LP,1.29,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-15,archive
Qube Research & Technologies Ltd.,1.56,NL0012817175,Alfen N.V.,2024-05-15,archive
Qube Research & Technologies Ltd.,0.99,BMG3602E1084,Flow Traders Ltd.,2024-05-15,archive
Qube Research & Technologies Ltd.,0.59,NL0010558797,OCI N.V.,2024-05-15,archive
Voleon Capital Management LP,0.8,NL0012817175,Alfen N.V.,2024-05-15,archive
"WorldQuant, LLC",0.51,NL0000888691,AMG Critical Materials N.V.,2024-05-15,archive
"BlackRock Advisors, LLC",0.53,NL0012817175,Alfen N.V.,2024-05-14,archive
"BlackRock Advisors, LLC",0.52,NL0000888691,AMG Critical Materials N.V.,2024-05-14,archive
Capital Fund Management S.A.,0.48,BMG3602E1084,Flow Traders Ltd.,2024-05-14,archive
Marshall Wace LLP,1.49,NL0009739416,PostNL N.V.,2024-05-14,archive
Millennium International Management LP,0.74,NL0012817175,Alfen N.V.,2024-05-14,archive
Qube Research & Technologies Ltd.,1.43,NL0012817175,Alfen N.V.,2024-05-14,archive
Wellington Management International Ltd.,0.47,NL0011872650,Basic-Fit N.V.,2024-05-14,archive
"AQR Capital Management, LLC",0.61,NL0010801007,IMCD N.V.,2024-05-13,archive
Marshall Wace LLP,0.61,NL0012817175,Alfen N.V.,2024-05-13,archive
Marshall Wace LLP,0.9,LU1598757687,ArcelorMittal S.A.,2024-05-13,archive
Marshall Wace LLP,0.46,BMG3602E1084,Flow Traders Ltd.,2024-05-13,archive
Millennium International Management LP,1.35,NL00150002Q7,Vivoryon Therapeutics N.V.,2024-05-13,archive
Voleon Capital Management LP,0.79,NL0012817175,Alfen N.V.,2024-05-13,archive
Citadel Advisors LLC,0.99,NL0010391025,Pharming Group N.V.,2024-05-10,archive
Marshall Wace LLP,1.61,NL0000888691,AMG Critical Materials N.V.,2024-05-10,archive
Millennium International Management LP,0.88,NL0012817175,Alfen N.V.,2024-05-10,archive
Qube Research & Technologies Ltd.,1.27,NL0012817175,Alfen N.V.,2024-05-10,archive
Qube Research & Technologies Ltd.,1.09,BMG3602E1084,Flow Traders Ltd.,2024-05-10,archive
Citadel Advisors LLC,0.45,NL0000009538,Koninklijke Philips N.V.,2024-05-09,archive
Citadel Advisors LLC,1.01,NL0010391025,Pharming Group N.V.,2024-05-09,archive
Marshall Wace LLP,0.56,BMG3602E1084,Flow Traders Ltd.,2024-05-09,archive
Marshall Wace LLP,1.51,NL0009739416,PostNL N.V.,2024-05-09,archive
Qube Research & Technologies Ltd.,0.49,NL0011872650,Basic-Fit N.V.,2024-05-09,archive
Qube Research & Technologies Ltd.,0.49,NL0015000CZ2,Ebusco Holding N.V.,2024-05-09,archive
Voleon Capital Management LP,0.89,NL0012817175,Alfen N.V.,2024-05-09,archive
"WorldQuant, LLC",0.6,NL0013332471,TomTom N.V.,2024-05-09,archive
Citadel Advisors LLC,0.95,NL0010391025,Pharming Group N.V.,2024-05-08,archive
Marshall Wace LLP,0.68,NL0011872643,ASR Nederland N.V.,2024-05-08,archive
Marshall Wace LLP,0.47,NL0015000RT3,NEPI Rockcastle N.V.,2024-05-08,archive
Marshall Wace LLP,1.1,NL0013332471,TomTom N.V.,2024-05-08,archive
Millennium International Management LP,1.11,NL0010391025,Pharming Group N.V.,2024-05-08,archive
Qube Research & Technologies Ltd.,1.3,NL0012817175,Alfen N.V.,2024-05-08,archive
Citadel Advisors LLC,0.58,NL0011872650,Basic-Fit N.V.,2024-05-07,archive
Citadel Advisors LLC,0.85,NL0010391025,Pharming Group N.V.,2024-05-07,archive
JPMorgan Asset Management (UK) Ltd.,0.37,NL0009739416,PostNL N.V.,2024-05-07,archive
Marshall Wace LLP,0.64,BMG3602E1084,Flow Traders Ltd.,2024-05-07,archive
Millennium International Management LP,0.95,NL0012817175,Alfen N.V.,2024-05-07,archive
Qube Research & Technologies Ltd.,0.69,NL0010558797,OCI N.V.,2024-05-07,archive
Wellington Management International Ltd.,0.52,NL0012817175,Alfen N.V.,2024-05-07,archive
Wellington Management International Ltd.,0.51,NL0011872650,Basic-Fit N.V.,2024-05-07,archive
Citadel Advisors LLC,0.58,NL0000009538,Koninklijke Philips N.V.,2024-05-06,archive
Citadel Securities (Europe) Limited,0.53,NL0010391025,Pharming Group N.V.,2024-05-06,archive
Marshall Wace LLP,0.57,NL0000009538,Koninklijke Philips N.V.,2024-05-06,archive
Qube Research & Technologies Ltd.,1.27,NL0012817175,Alfen N.V.,2024-05-06,archive
Citadel Advisors LLC,0.49,LU1598757687,ArcelorMittal S.A.,2024-05-03,archive
Citadel Advisors LLC,0.99,NL0010391025,Pharming Group N.V.,2024-05-03,archive
Marshall Wace LLP,1.57,NL0000888691,AMG Critical Materials N.V.,2024-05-03,archive
Millennium International Management LP,1.08,NL0012817175,Alfen N.V.,2024-05-03,archive
Qube Research & Technologies Ltd.,0.7,NL0010558797,OCI N.V.,2024-05-03,archive
Citadel Advisors LLC,0.48,NL0012817175,Alfen N.V.,2024-05-02,archive
Citadel Advisors LLC,0.5,LU1598757687,ArcelorMittal S.A.,2024-05-02,archive
Citadel Advisors LLC,0.61,NL0011872650,Basic-Fit N.V.,2024-05-02,archive
Marshall Wace LLP,0.82,LU1598757687,ArcelorMittal S.A.,2024-05-02,archive
Marshall Wace LLP,0.79,BMG3602E1084,Flow Traders Ltd.,2024-05-02,archive
Otus Capital Management Ltd.,0.66,NL0013332471,TomTom N.V.,2024-05-02,archive
"WorldQuant, LLC",0.5,NL0013332471,TomTom N.V.,2024-05-02,archive
AKO Capital LLP,1.33,NL0011821392,Signify N.V.,2024-04-30,archive
"Arrowstreet Capital, Limited Partnership",0.5,NL0010558797,OCI N.V.,2024-04-30,archive
Citadel Advisors LLC,0.55,NL0012817175,Alfen N.V.,2024-04-30,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.61,NL0012817175,Alfen N.V.,2024-04-30,archive
Marshall Wace LLP,0.59,NL0012817175,Alfen N.V.,2024-04-30,archive
Marshall Wace LLP,0.62,NL0000009538,Koninklijke Philips N.V.,2024-04-30,archive
Millennium International Management LP,1.1,NL0012817175,Alfen N.V.,2024-04-30,archive
Otus Capital Management Ltd.,0.72,NL0013332471,TomTom N.V.,2024-04-30,archive
Qube Research & Technologies Ltd.,1.11,NL0012817175,Alfen N.V.,2024-04-30,archive
