position_holder,position_date,issuer_name,net_short_position,isin,source
Citadel Advisors II LLC,2019-10-08,AMG Critical Materials N.V.,0.5,NL0000888691,archive
"D. E. Shaw & Co., L.P.",2019-10-08,Wereldhave N.V.,0.52,NL0000289213,archive
GSA Capital Partners LLP,2019-10-08,Koninklijke BAM Groep N.V.,0.5,NL0000337319,archive
HBK Investments LP,2019-10-08,Koninklijke BAM Groep N.V.,0.54,NL0000337319,archive
Marshall Wace LLP,2019-10-08,Aperam S.A.,1.0,LU0569974404,archive
"Woodson Capital Master Fund, LP",2019-10-08,Wereldhave N.V.,2.32,NL0000289213,archive
"WorldQuant, LLC",2019-10-08,AMG Critical Materials N.V.,1.09,NL0000888691,archive
"D. E. Shaw & Co., L.P.",2019-10-07,Wereldhave N.V.,0.49,NL0000289213,archive
HBK Investments LP,2019-10-07,Koninklijke BAM Groep N.V.,0.49,NL0000337319,archive
Marshall Wace LLP,2019-10-07,PostNL N.V.,1.59,NL0009739416,archive
Marshall Wace LLP,2019-10-07,Wereldhave N.V.,0.89,NL0000289213,archive
Millennium Capital Partners LLP,2019-10-07,Signify N.V.,0.55,NL0011821392,archive
Millennium International Management LP,2019-10-07,Signify N.V.,0.76,NL0011821392,archive
Voleon Capital Management LP,2019-10-07,Fugro N.V.,0.83,NL0000352565,archive
"WorldQuant, LLC",2019-10-07,AMG Critical Materials N.V.,1.14,NL0000888691,archive
"AQR Capital Management, LLC",2019-10-04,OCI N.V.,1.4,NL0010558797,archive
Capital Fund Management S.A.,2019-10-04,PostNL N.V.,0.68,NL0009739416,archive
Clearance Capital Limited,2019-10-04,Wereldhave N.V.,0.81,NL0000289213,archive
"D. E. Shaw & Co., L.P.",2019-10-04,Lakefront Biotherapeutics NV,1.01,BE0003818359,archive
Marshall Wace LLP,2019-10-04,BE Semiconductor Industries N.V.,0.66,NL0012866412,archive
Marshall Wace LLP,2019-10-04,Fugro N.V.,3.33,NL0000352565,archive
"PDT Partners, LLC",2019-10-04,Pharming Group N.V.,0.48,NL0010391025,archive
"WorldQuant, LLC",2019-10-04,Fugro N.V.,0.7,NL0000352565,archive
Capital Fund Management S.A.,2019-10-03,PostNL N.V.,0.7,NL0009739416,archive
Clearance Capital Limited,2019-10-03,Wereldhave N.V.,0.72,NL0000289213,archive
HBK Investments LP,2019-10-03,Fugro N.V.,1.69,NL0000352565,archive
Kuvari Partners LLP,2019-10-03,ARCADIS N.V.,0.7,NL0006237562,archive
Marshall Wace LLP,2019-10-03,AMG Critical Materials N.V.,0.78,NL0000888691,archive
Marshall Wace LLP,2019-10-03,Aperam S.A.,0.93,LU0569974404,archive
Marshall Wace LLP,2019-10-03,Fugro N.V.,3.26,NL0000352565,archive
Marshall Wace LLP,2019-10-03,Koninklijke BAM Groep N.V.,2.51,NL0000337319,archive
Millennium International Management LP,2019-10-03,Signify N.V.,0.62,NL0011821392,archive
Scopia Capital Management LP,2019-10-03,BE Semiconductor Industries N.V.,3.29,NL0012866412,archive
Susquehanna International Securities Limited,2019-10-03,Fugro N.V.,0.23,NL0000352565,archive
Voleon Capital Management LP,2019-10-03,Fugro N.V.,0.7,NL0000352565,archive
AHL Partners LLP,2019-10-02,SBM Offshore N.V.,0.5,NL0000360618,archive
BlackRock Investment Management (UK) Limited,2019-10-02,Signify N.V.,1.94,NL0011821392,archive
Capital Fund Management S.A.,2019-10-02,PostNL N.V.,0.69,NL0009739416,archive
Clearance Capital Limited,2019-10-02,Eurocommercial Properties N.V.,0.45,NL0000288876,archive
Clearance Capital Limited,2019-10-02,Wereldhave N.V.,0.56,NL0000289213,archive
HBK Investments LP,2019-10-02,Koninklijke BAM Groep N.V.,0.5,NL0000337319,archive
JPMorgan Asset Management (UK) Ltd.,2019-10-02,Sif Holding N.V.,0.54,NL0011660485,archive
Jupiter Investment Management Limited,2019-10-02,BE Semiconductor Industries N.V.,0.69,NL0012866412,archive
Lone Pine Capital LLC,2019-10-02,Signify N.V.,0.14,NL0011821392,archive
Marshall Wace LLP,2019-10-02,Koninklijke BAM Groep N.V.,2.42,NL0000337319,archive
Marshall Wace LLP,2019-10-02,PostNL N.V.,1.64,NL0009739416,archive
Marshall Wace LLP,2019-10-02,TomTom N.V.,0.72,NL0013332471,archive
Millennium International Management LP,2019-10-02,Wereldhave N.V.,0.49,NL0000289213,archive
Sculptor Capital Management Europe Limited,2019-10-02,Fugro N.V.,2.22,NL0000352565,archive
Susquehanna International Securities Limited,2019-10-02,Fugro N.V.,0.5,NL0000352565,archive
Tower House Partners LLP,2019-10-02,Signify N.V.,0.64,NL0011821392,archive
Voleon Capital Management LP,2019-10-02,AMG Critical Materials N.V.,0.62,NL0000888691,archive
Voleon Capital Management LP,2019-10-02,PostNL N.V.,0.72,NL0009739416,archive
AHL Partners LLP,2019-10-01,PostNL N.V.,0.69,NL0009739416,archive
"AQR Capital Management, LLC",2019-10-01,Lakefront Biotherapeutics NV,1.93,BE0003818359,archive
"AQR Capital Management, LLC",2019-10-01,SBM Offshore N.V.,2.42,NL0000360618,archive
HBK Investments LP,2019-10-01,Fugro N.V.,1.7,NL0000352565,archive
Lone Pine Capital LLC,2019-10-01,Signify N.V.,1.02,NL0011821392,archive
Marshall Wace LLP,2019-10-01,Fugro N.V.,3.11,NL0000352565,archive
Marshall Wace LLP,2019-10-01,Lakefront Biotherapeutics NV,0.81,BE0003818359,archive
Marshall Wace LLP,2019-10-01,PostNL N.V.,1.7,NL0009739416,archive
"Public Equity Partners Management, L.P.",2019-10-01,AMG Critical Materials N.V.,2.91,NL0000888691,archive
Systematica Investments Limited,2019-10-01,Fugro N.V.,0.82,NL0000352565,archive
Voleon Capital Management LP,2019-10-01,Fugro N.V.,0.51,NL0000352565,archive
ENA Investment Capital LLP,2019-09-30,Signify N.V.,0.73,NL0011821392,archive
Lansdowne Partners (UK) LLP,2019-09-30,ARCADIS N.V.,2.72,NL0006237562,archive
Lone Pine Capital LLC,2019-09-30,Signify N.V.,1.22,NL0011821392,archive
Marshall Wace LLP,2019-09-30,Fugro N.V.,2.87,NL0000352565,archive
Marshall Wace LLP,2019-09-30,Koninklijke BAM Groep N.V.,2.32,NL0000337319,archive
Marshall Wace LLP,2019-09-30,PostNL N.V.,1.81,NL0009739416,archive
Millennium International Management LP,2019-09-30,Signify N.V.,0.52,NL0011821392,archive
"PDT Partners, LLC",2019-09-30,PostNL N.V.,0.65,NL0009739416,archive
Sculptor Capital Management Europe Limited,2019-09-30,Fugro N.V.,2.15,NL0000352565,archive
"WorldQuant, LLC",2019-09-30,Fugro N.V.,0.68,NL0000352565,archive
"AQR Capital Management, LLC",2019-09-27,OCI N.V.,1.39,NL0010558797,archive
HBK Investments LP,2019-09-27,Fugro N.V.,1.6,NL0000352565,archive
Marshall Wace LLP,2019-09-27,Lakefront Biotherapeutics NV,0.7,BE0003818359,archive
Marshall Wace LLP,2019-09-27,Randstad N.V.,0.5,NL0000379121,archive
Millennium International Management LP,2019-09-27,Wereldhave N.V.,0.57,NL0000289213,archive
Scopia Capital Management LP,2019-09-27,BE Semiconductor Industries N.V.,3.39,NL0012866412,archive
"WorldQuant, LLC",2019-09-27,AMG Critical Materials N.V.,1.26,NL0000888691,archive
"WorldQuant, LLC",2019-09-27,Fugro N.V.,0.7,NL0000352565,archive
"AQR Capital Management, LLC",2019-09-26,Koninklijke KPN N.V.,0.89,NL0000009082,archive
"Arrowstreet Capital, Limited Partnership",2019-09-26,AMG Critical Materials N.V.,1.64,NL0000888691,archive
ENA Investment Capital LLP,2019-09-26,Signify N.V.,0.58,NL0011821392,archive
Marshall Wace LLP,2019-09-26,AMG Critical Materials N.V.,0.89,NL0000888691,archive
Marshall Wace LLP,2019-09-26,Aperam S.A.,0.81,LU0569974404,archive
Marshall Wace LLP,2019-09-26,Fugro N.V.,2.72,NL0000352565,archive
Marshall Wace LLP,2019-09-26,Koninklijke BAM Groep N.V.,2.24,NL0000337319,archive
"PDT Partners, LLC",2019-09-26,AMG Critical Materials N.V.,0.78,NL0000888691,archive
BlackRock Investment Management (UK) Limited,2019-09-25,Signify N.V.,1.83,NL0011821392,archive
Citadel Advisors II LLC,2019-09-25,Koninklijke BAM Groep N.V.,0.45,NL0000337319,archive
ENA Investment Capital LLP,2019-09-25,Signify N.V.,0.64,NL0011821392,archive
Jupiter Investment Management Limited,2019-09-25,BE Semiconductor Industries N.V.,0.79,NL0012866412,archive
Lansdowne Partners (UK) LLP,2019-09-25,ARCADIS N.V.,2.62,NL0006237562,archive
Marshall Wace LLP,2019-09-25,AMG Critical Materials N.V.,0.92,NL0000888691,archive
Marshall Wace LLP,2019-09-25,BE Semiconductor Industries N.V.,0.79,NL0012866412,archive
Marshall Wace LLP,2019-09-25,Fugro N.V.,2.67,NL0000352565,archive
Marshall Wace LLP,2019-09-25,Koninklijke BAM Groep N.V.,2.19,NL0000337319,archive
Marshall Wace LLP,2019-09-25,TomTom N.V.,0.63,NL0013332471,archive
Marshall Wace LLP,2019-09-25,Wereldhave N.V.,0.99,NL0000289213,archive
"PDT Partners, LLC",2019-09-25,PostNL N.V.,0.7,NL0009739416,archive
Scopia Capital Management LP,2019-09-25,BE Semiconductor Industries N.V.,3.46,NL0012866412,archive
Voleon Capital Management LP,2019-09-25,PostNL N.V.,0.61,NL0009739416,archive
"WorldQuant, LLC",2019-09-25,AMG Critical Materials N.V.,1.11,NL0000888691,archive
"AQR Capital Management, LLC",2019-09-24,Adyen N.V.,0.52,NL0012969182,archive
"Arrowstreet Capital, Limited Partnership",2019-09-24,AMG Critical Materials N.V.,1.54,NL0000888691,archive
Capital Fund Management S.A.,2019-09-24,PostNL N.V.,0.79,NL0009739416,archive
Clearance Capital Limited,2019-09-24,Eurocommercial Properties N.V.,0.5,NL0000288876,archive
HBK Investments LP,2019-09-24,Fugro N.V.,1.52,NL0000352565,archive
Marshall Wace LLP,2019-09-24,AMG Critical Materials N.V.,0.89,NL0000888691,archive
Marshall Wace LLP,2019-09-24,Aperam S.A.,0.74,LU0569974404,archive
Marshall Wace LLP,2019-09-24,Lakefront Biotherapeutics NV,0.6,BE0003818359,archive
Marshall Wace LLP,2019-09-24,PostNL N.V.,2.19,NL0009739416,archive
Marshall Wace LLP,2019-09-24,TomTom N.V.,0.59,NL0013332471,archive
"WorldQuant, LLC",2019-09-24,Fugro N.V.,0.68,NL0000352565,archive
HBK Investments LP,2019-09-23,Fugro N.V.,1.46,NL0000352565,archive
Marshall Wace LLP,2019-09-23,Fugro N.V.,2.51,NL0000352565,archive
Millennium International Management LP,2019-09-23,Signify N.V.,0.36,NL0011821392,archive
Sculptor Capital Management Europe Limited,2019-09-23,Fugro N.V.,2.01,NL0000352565,archive
"WorldQuant, LLC",2019-09-23,AMG Critical Materials N.V.,1.04,NL0000888691,archive
"AQR Capital Management, LLC",2019-09-20,Koninklijke Vopak N.V.,1.69,NL0009432491,archive
"AQR Capital Management, LLC",2019-09-20,Lakefront Biotherapeutics NV,1.89,BE0003818359,archive
"BlackRock Institutional Trust Company, National Association",2019-09-20,Fugro N.V.,0.54,NL0000352565,archive
Citadel Europe LLP,2019-09-20,BE Semiconductor Industries N.V.,0.7,NL0012866412,archive
Marshall Wace LLP,2019-09-20,ARCADIS N.V.,2.39,NL0006237562,archive
Marshall Wace LLP,2019-09-20,BE Semiconductor Industries N.V.,0.88,NL0012866412,archive
Marshall Wace LLP,2019-09-20,Fugro N.V.,2.42,NL0000352565,archive
Marshall Wace LLP,2019-09-20,Koninklijke BAM Groep N.V.,2.01,NL0000337319,archive
Marshall Wace LLP,2019-09-20,Signify N.V.,0.24,NL0011821392,archive
Millennium Capital Partners LLP,2019-09-20,Signify N.V.,0.39,NL0011821392,archive
Millennium International Management LP,2019-09-20,Signify N.V.,0.5,NL0011821392,archive
Millennium International Management LP,2019-09-20,Unibail-Rodamco-Westfield SE,0.0,FR0013326246,archive
"PDT Partners, LLC",2019-09-20,Pharming Group N.V.,0.5,NL0010391025,archive
Tybourne Capital Management (HK) Limited,2019-09-20,Signify N.V.,1.65,NL0011821392,archive
"WorldQuant, LLC",2019-09-20,AMG Critical Materials N.V.,0.96,NL0000888691,archive
"AQR Capital Management, LLC",2019-09-19,Koninklijke Vopak N.V.,1.7,NL0009432491,archive
"AQR Capital Management, LLC",2019-09-19,SBM Offshore N.V.,2.33,NL0000360618,archive
Bodenholm Capital AB,2019-09-19,ARCADIS N.V.,0.05,NL0006237562,archive
Jupiter Investment Management Limited,2019-09-19,BE Semiconductor Industries N.V.,0.89,NL0012866412,archive
Marshall Wace LLP,2019-09-19,ARCADIS N.V.,2.4,NL0006237562,archive
Millennium Capital Partners LLP,2019-09-19,Signify N.V.,0.71,NL0011821392,archive
"WorldQuant, LLC",2019-09-19,AMG Critical Materials N.V.,1.0,NL0000888691,archive
"WorldQuant, LLC",2019-09-19,Koninklijke Heijmans N.V.,0.49,NL0009269109,archive
"AQR Capital Management, LLC",2019-09-18,Koninklijke Vopak N.V.,1.69,NL0009432491,archive
"AQR Capital Management, LLC",2019-09-18,Lakefront Biotherapeutics NV,1.9,BE0003818359,archive
"Arrowstreet Capital, Limited Partnership",2019-09-18,AMG Critical Materials N.V.,1.48,NL0000888691,archive
Bodenholm Capital AB,2019-09-18,ARCADIS N.V.,0.58,NL0006237562,archive
Citadel Advisors II LLC,2019-09-18,Koninklijke BAM Groep N.V.,0.58,NL0000337319,archive
HBK Investments LP,2019-09-18,Fugro N.V.,1.31,NL0000352565,archive
Marshall Wace LLP,2019-09-18,Aperam S.A.,0.6,LU0569974404,archive
Marshall Wace LLP,2019-09-18,BE Semiconductor Industries N.V.,0.96,NL0012866412,archive
Marshall Wace LLP,2019-09-18,Signify N.V.,0.58,NL0011821392,archive
Millennium International Management LP,2019-09-18,Wereldhave N.V.,0.69,NL0000289213,archive
Systematica Investments Limited,2019-09-18,Fugro N.V.,0.79,NL0000352565,archive
Voleon Capital Management LP,2019-09-18,PostNL N.V.,0.5,NL0009739416,archive
Bodenholm Capital AB,2019-09-17,ARCADIS N.V.,0.79,NL0006237562,archive
Citadel Europe LLP,2019-09-17,Fugro N.V.,0.69,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-09-17,Fugro N.V.,0.69,NL0000352565,archive
Marshall Wace LLP,2019-09-17,AMG Critical Materials N.V.,0.99,NL0000888691,archive
Marshall Wace LLP,2019-09-17,BE Semiconductor Industries N.V.,1.02,NL0012866412,archive
Marshall Wace LLP,2019-09-17,Fugro N.V.,2.37,NL0000352565,archive
Sculptor Capital Management Europe Limited,2019-09-17,Fugro N.V.,1.9,NL0000352565,archive
"AQR Capital Management, LLC",2019-09-16,Koninklijke KPN N.V.,0.98,NL0000009082,archive
"AQR Capital Management, LLC",2019-09-16,SBM Offshore N.V.,2.21,NL0000360618,archive
Capital Fund Management S.A.,2019-09-16,PostNL N.V.,0.89,NL0009739416,archive
Marshall Wace LLP,2019-09-16,ARCADIS N.V.,2.59,NL0006237562,archive
Marshall Wace LLP,2019-09-16,BE Semiconductor Industries N.V.,1.11,NL0012866412,archive
Marshall Wace LLP,2019-09-16,Fugro N.V.,2.45,NL0000352565,archive
Sculptor Capital Management Europe Limited,2019-09-16,Fugro N.V.,1.89,NL0000352565,archive
"WorldQuant, LLC",2019-09-16,Koninklijke Heijmans N.V.,0.57,NL0009269109,archive
AHL Partners LLP,2019-09-13,AMG Critical Materials N.V.,0.45,NL0000888691,archive
"AQR Capital Management, LLC",2019-09-13,Koninklijke Vopak N.V.,1.7,NL0009432491,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-09-13,AMG Critical Materials N.V.,1.48,NL0000888691,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-09-13,PostNL N.V.,0.49,NL0009739416,archive
HBK Investments LP,2019-09-13,Fugro N.V.,1.25,NL0000352565,archive
Marshall Wace LLP,2019-09-13,AMG Critical Materials N.V.,1.09,NL0000888691,archive
Marshall Wace LLP,2019-09-13,TomTom N.V.,0.69,NL0013332471,archive
"Public Equity Partners Management, L.P.",2019-09-13,AMG Critical Materials N.V.,2.88,NL0000888691,archive
Systematica Investments Limited,2019-09-13,PostNL N.V.,0.49,NL0009739416,archive
Voleon Capital Management LP,2019-09-13,AMG Critical Materials N.V.,0.5,NL0000888691,archive
AHL Partners LLP,2019-09-12,AMG Critical Materials N.V.,0.51,NL0000888691,archive
"AQR Capital Management, LLC",2019-09-12,Koninklijke KPN N.V.,1.0,NL0000009082,archive
"AQR Capital Management, LLC",2019-09-12,Lakefront Biotherapeutics NV,1.84,BE0003818359,archive
"AQR Capital Management, LLC",2019-09-12,SBM Offshore N.V.,2.19,NL0000360618,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-09-12,Fugro N.V.,0.76,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,2019-09-12,Kendrion N.V.,0.6,NL0000852531,archive
Jupiter Investment Management Limited,2019-09-12,BE Semiconductor Industries N.V.,0.98,NL0012866412,archive
Marshall Wace LLP,2019-09-12,BE Semiconductor Industries N.V.,1.29,NL0012866412,archive
Marshall Wace LLP,2019-09-12,Fugro N.V.,2.59,NL0000352565,archive
Marshall Wace LLP,2019-09-12,PostNL N.V.,2.27,NL0009739416,archive
Marshall Wace LLP,2019-09-12,TomTom N.V.,0.7,NL0013332471,archive
Millennium International Management LP,2019-09-12,Wereldhave N.V.,0.75,NL0000289213,archive
"PDT Partners, LLC",2019-09-12,AMG Critical Materials N.V.,0.8,NL0000888691,archive
"Public Equity Partners Management, L.P.",2019-09-12,AMG Critical Materials N.V.,2.74,NL0000888691,archive
"Tenor Capital Management Company, L.P.",2019-09-12,BE Semiconductor Industries N.V.,0.5,NL0012866412,archive
"WorldQuant, LLC",2019-09-12,Fugro N.V.,0.79,NL0000352565,archive
"WorldQuant, LLC",2019-09-12,Koninklijke BAM Groep N.V.,0.44,NL0000337319,archive
AHL Partners LLP,2019-09-11,AMG Critical Materials N.V.,0.64,NL0000888691,archive
AHL Partners LLP,2019-09-11,PostNL N.V.,0.78,NL0009739416,archive
"Arrowstreet Capital, Limited Partnership",2019-09-11,AMG Critical Materials N.V.,1.56,NL0000888691,archive
Boldhaven Management LLP,2019-09-11,Koninklijke BAM Groep N.V.,0.52,NL0000337319,archive
Capital Fund Management S.A.,2019-09-11,PostNL N.V.,0.97,NL0009739416,archive
Clearance Capital Limited,2019-09-11,Eurocommercial Properties N.V.,0.66,NL0000288876,archive
"Connor, Clark & Lunn Investment Management Ltd.",2019-09-11,PostNL N.V.,0.55,NL0009739416,archive
"Davidson Kempner European Partners, LLP",2019-09-11,BE Semiconductor Industries N.V.,1.33,NL0012866412,archive
Marshall Wace LLP,2019-09-11,AMG Critical Materials N.V.,1.15,NL0000888691,archive
Marshall Wace LLP,2019-09-11,Aperam S.A.,0.59,LU0569974404,archive
Marshall Wace LLP,2019-09-11,BE Semiconductor Industries N.V.,1.38,NL0012866412,archive
Marshall Wace LLP,2019-09-11,Fugro N.V.,2.68,NL0000352565,archive
Marshall Wace LLP,2019-09-11,PostNL N.V.,2.31,NL0009739416,archive
Marshall Wace LLP,2019-09-11,Signify N.V.,0.68,NL0011821392,archive
Marshall Wace LLP,2019-09-11,Wereldhave N.V.,1.08,NL0000289213,archive
Millennium Capital Partners LLP,2019-09-11,Signify N.V.,0.65,NL0011821392,archive
Millennium International Management LP,2019-09-11,Wereldhave N.V.,0.81,NL0000289213,archive
"Public Equity Partners Management, L.P.",2019-09-11,AMG Critical Materials N.V.,2.54,NL0000888691,archive
Sculptor Capital Management Europe Limited,2019-09-11,Fugro N.V.,1.96,NL0000352565,archive
Wellington Management Company LLP,2019-09-11,Wereldhave N.V.,0.63,NL0000289213,archive
AHL Partners LLP,2019-09-10,AMG Critical Materials N.V.,0.78,NL0000888691,archive
"BlackRock Institutional Trust Company, National Association",2019-09-10,Fugro N.V.,0.49,NL0000352565,archive
Citadel Advisors II LLC,2019-09-10,Koninklijke BAM Groep N.V.,0.49,NL0000337319,archive
"D. E. Shaw & Co., L.P.",2019-09-10,Lakefront Biotherapeutics NV,0.98,BE0003818359,archive
"D. E. Shaw & Co., L.P.",2019-09-10,Wereldhave N.V.,0.56,NL0000289213,archive
JPMorgan Asset Management (UK) Ltd.,2019-09-10,Kendrion N.V.,0.57,NL0000852531,archive
Marshall Wace LLP,2019-09-10,BE Semiconductor Industries N.V.,1.46,NL0012866412,archive
Marshall Wace LLP,2019-09-10,Fugro N.V.,2.76,NL0000352565,archive
Marshall Wace LLP,2019-09-10,Koninklijke BAM Groep N.V.,1.8,NL0000337319,archive
Marshall Wace LLP,2019-09-10,PostNL N.V.,2.41,NL0009739416,archive
Marshall Wace LLP,2019-09-10,Wereldhave N.V.,1.18,NL0000289213,archive
Millennium International Management LP,2019-09-10,Signify N.V.,1.08,NL0011821392,archive
Millennium International Management LP,2019-09-10,Unibail-Rodamco-Westfield SE,0.82,FR0013326246,archive
Millennium International Management LP,2019-09-10,Wereldhave N.V.,0.98,NL0000289213,archive
"WorldQuant, LLC",2019-09-10,AMG Critical Materials N.V.,0.97,NL0000888691,archive
"WorldQuant, LLC",2019-09-10,Koninklijke BAM Groep N.V.,0.58,NL0000337319,archive
AHL Partners LLP,2019-09-09,AMG Critical Materials N.V.,0.94,NL0000888691,archive
AHL Partners LLP,2019-09-09,PostNL N.V.,0.86,NL0009739416,archive
AKO Capital LLP,2019-09-09,Koninklijke BAM Groep N.V.,1.49,NL0000337319,archive
Citadel Advisors LLC,2019-09-09,Lakefront Biotherapeutics NV,0.8,BE0003818359,archive
"D. E. Shaw & Co., L.P.",2019-09-09,AMG Critical Materials N.V.,0.48,NL0000888691,archive
Marshall Wace LLP,2019-09-09,AMG Critical Materials N.V.,1.02,NL0000888691,archive
Marshall Wace LLP,2019-09-09,Aperam S.A.,0.61,LU0569974404,archive
Marshall Wace LLP,2019-09-09,Flow Traders Ltd.,0.47,NL0011279492,archive
Marshall Wace LLP,2019-09-09,PostNL N.V.,2.58,NL0009739416,archive
Millennium Capital Partners LLP,2019-09-09,Signify N.V.,0.72,NL0011821392,archive
