issuer_name,net_short_position,isin,position_holder,position_date,source
Vivoryon Therapeutics N.V.,0.79,NL00150002Q7,Citadel Securities (Europe) Limited,2025-01-14,archive
AMG Critical Materials N.V.,0.69,NL0000888691,"D. E. Shaw & Co., L.P.",2025-01-14,archive
Koninklijke KPN N.V.,0.98,NL0000009082,Marshall Wace LLP,2025-01-14,archive
TKH Group N.V.,0.89,NL0000852523,Marshall Wace LLP,2025-01-14,archive
Alfen N.V.,0.48,NL0012817175,Millennium Capital Partners LLP,2025-01-14,archive
Signify N.V.,0.51,NL0011821392,Mirabella Financial Services LLP,2025-01-14,archive
Alfen N.V.,1.42,NL0012817175,Qube Research & Technologies Ltd.,2025-01-14,archive
AMG Critical Materials N.V.,1.87,NL0000888691,Qube Research & Technologies Ltd.,2025-01-14,archive
Alfen N.V.,0.75,NL0012817175,Spark Investment Management LLC,2025-01-14,archive
BE Semiconductor Industries N.V.,0.6,NL0012866412,"WorldQuant, LLC",2025-01-14,archive
AMG Critical Materials N.V.,0.91,NL0000888691,Actus Ray Partners Limited,2025-01-13,archive
Vivoryon Therapeutics N.V.,0.6,NL00150002Q7,Citadel Securities (Europe) Limited,2025-01-13,archive
InPost S.A.,0.6,LU2290522684,Marshall Wace LLP,2025-01-13,archive
Alfen N.V.,1.36,NL0012817175,Qube Research & Technologies Ltd.,2025-01-13,archive
Galapagos NV,0.9,BE0003818359,Qube Research & Technologies Ltd.,2025-01-13,archive
PostNL N.V.,1.61,NL0009739416,Qube Research & Technologies Ltd.,2025-01-13,archive
BE Semiconductor Industries N.V.,0.91,NL0012866412,Canada Pension Plan Investment Board,2025-01-11,archive
ASR Nederland N.V.,0.8,NL0011872643,"AQR Capital Management, LLC",2025-01-10,archive
Vivoryon Therapeutics N.V.,0.57,NL00150002Q7,Citadel Securities (Europe) Limited,2025-01-10,archive
Koninklijke Ahold Delhaize N.V.,0.59,NL0011794037,Ilex Capital Partners (UK) LLP,2025-01-10,archive
AMG Critical Materials N.V.,0.88,NL0000888691,Marshall Wace LLP,2025-01-10,archive
Alfen N.V.,1.24,NL0012817175,Qube Research & Technologies Ltd.,2025-01-10,archive
Galapagos NV,0.86,BE0003818359,Qube Research & Technologies Ltd.,2025-01-10,archive
Akzo Nobel N.V.,0.78,NL0013267909,Marshall Wace LLP,2025-01-09,archive
Alfen N.V.,0.58,NL0012817175,Millennium Capital Partners LLP,2025-01-09,archive
Alfen N.V.,1.14,NL0012817175,Qube Research & Technologies Ltd.,2025-01-09,archive
Alfen N.V.,0.61,NL0012817175,Spark Investment Management LLC,2025-01-09,archive
Randstad N.V.,0.7,NL0000379121,AKO Capital LLP,2025-01-08,archive
ArcelorMittal S.A.,0.78,LU1598757687,Citadel Advisors LLC,2025-01-08,archive
AMG Critical Materials N.V.,0.71,NL0000888691,"D. E. Shaw & Co., L.P.",2025-01-08,archive
Koninklijke Ahold Delhaize N.V.,0.6,NL0011794037,Ilex Capital Partners (UK) LLP,2025-01-08,archive
AMG Critical Materials N.V.,0.96,NL0000888691,Marshall Wace LLP,2025-01-08,archive
Aperam S.A.,0.99,LU0569974404,Millennium International Management LP,2025-01-08,archive
Pharming Group N.V.,3.15,NL0010391025,Millennium International Management LP,2025-01-08,archive
TomTom N.V.,0.98,NL0013332471,Otus Capital Management Ltd.,2025-01-08,archive
Alfen N.V.,2.01,NL0012817175,"PDT Partners, LLC",2025-01-08,archive
Alfen N.V.,1.08,NL0012817175,Qube Research & Technologies Ltd.,2025-01-08,archive
Alfen N.V.,0.49,NL0012817175,"AQR Capital Management, LLC",2025-01-07,archive
Alfen N.V.,0.88,NL0012817175,"Arrowstreet Capital, Limited Partnership",2025-01-07,archive
Galapagos NV,1.19,BE0003818359,"Arrowstreet Capital, Limited Partnership",2025-01-07,archive
BE Semiconductor Industries N.V.,0.82,NL0012866412,Canada Pension Plan Investment Board,2025-01-07,archive
Alfen N.V.,0.47,NL0012817175,Citadel Advisors LLC,2025-01-07,archive
BE Semiconductor Industries N.V.,0.47,NL0012866412,"Connor, Clark & Lunn Investment Management Ltd.",2025-01-07,archive
Pharming Group N.V.,3.22,NL0010391025,Millennium International Management LP,2025-01-07,archive
Alfen N.V.,1.16,NL0012817175,Qube Research & Technologies Ltd.,2025-01-07,archive
TomTom N.V.,0.69,NL0013332471,Qube Research & Technologies Ltd.,2025-01-07,archive
Alfen N.V.,0.52,NL0012817175,Spark Investment Management LLC,2025-01-07,archive
Alfen N.V.,0.5,NL0012817175,"AQR Capital Management, LLC",2025-01-06,archive
Alfen N.V.,0.54,NL0012817175,Citadel Advisors LLC,2025-01-06,archive
ArcelorMittal S.A.,0.83,LU1598757687,Citadel Advisors LLC,2025-01-06,archive
AMG Critical Materials N.V.,0.68,NL0000888691,"D. E. Shaw & Co., L.P.",2025-01-06,archive
Pharming Group N.V.,0.5,NL0010391025,"D. E. Shaw & Co., L.P.",2025-01-06,archive
OCI N.V.,1.59,NL0010558797,Marshall Wace LLP,2025-01-06,archive
Pharming Group N.V.,3.3,NL0010391025,Millennium International Management LP,2025-01-06,archive
Alfen N.V.,1.31,NL0012817175,Qube Research & Technologies Ltd.,2025-01-06,archive
AMG Critical Materials N.V.,1.99,NL0000888691,Qube Research & Technologies Ltd.,2025-01-06,archive
Aperam S.A.,0.62,LU0569974404,Qube Research & Technologies Ltd.,2025-01-06,archive
Pharming Group N.V.,0.96,NL0010391025,Qube Research & Technologies Ltd.,2025-01-06,archive
Alfen N.V.,0.6,NL0012817175,Citadel Advisors LLC,2025-01-03,archive
ArcelorMittal S.A.,0.79,LU1598757687,Citadel Advisors LLC,2025-01-03,archive
Pharming Group N.V.,3.2,NL0010391025,Millennium International Management LP,2025-01-03,archive
Alfen N.V.,1.6,NL0012817175,Qube Research & Technologies Ltd.,2025-01-03,archive
Aperam S.A.,0.59,LU0569974404,Qube Research & Technologies Ltd.,2025-01-03,archive
TomTom N.V.,0.79,NL0013332471,Qube Research & Technologies Ltd.,2025-01-03,archive
BE Semiconductor Industries N.V.,0.59,NL0012866412,"WorldQuant, LLC",2025-01-03,archive
AMG Critical Materials N.V.,0.66,NL0000888691,Capital Fund Management S.A.,2025-01-02,archive
Alfen N.V.,0.52,NL0012817175,Citadel Advisors LLC,2025-01-02,archive
Vivoryon Therapeutics N.V.,0.47,NL00150002Q7,Citadel Securities (Europe) Limited,2025-01-02,archive
AMG Critical Materials N.V.,0.76,NL0000888691,"D. E. Shaw & Co., L.P.",2025-01-02,archive
OCI N.V.,0.49,NL0010558797,"PDT Partners, LLC",2025-01-02,archive
Alfen N.V.,1.98,NL0012817175,Qube Research & Technologies Ltd.,2025-01-02,archive
Avantium N.V.,1.5,NL0012047823,Qube Research & Technologies Ltd.,2025-01-02,archive
Pharming Group N.V.,1.0,NL0010391025,Qube Research & Technologies Ltd.,2025-01-02,archive
TomTom N.V.,0.81,NL0013332471,Qube Research & Technologies Ltd.,2025-01-02,archive
Basic-Fit N.V.,0.49,NL0011872650,"Arrowstreet Capital, Limited Partnership",2024-12-31,archive
Pharming Group N.V.,3.1,NL0010391025,Millennium International Management LP,2024-12-31,archive
IMCD N.V.,0.5,NL0010801007,"AQR Capital Management, LLC",2024-12-30,archive
Alfen N.V.,0.45,NL0012817175,Citadel Advisors LLC,2024-12-30,archive
ArcelorMittal S.A.,0.81,LU1598757687,Citadel Advisors LLC,2024-12-30,archive
OCI N.V.,1.09,NL0010558797,Citadel Advisors LLC,2024-12-30,archive
Vivoryon Therapeutics N.V.,0.58,NL00150002Q7,Citadel Securities (Europe) Limited,2024-12-30,archive
Pharming Group N.V.,0.49,NL0010391025,"D. E. Shaw & Co., L.P.",2024-12-30,archive
Aperam S.A.,0.6,LU0569974404,Qube Research & Technologies Ltd.,2024-12-30,archive
Galapagos NV,0.71,BE0003818359,Qube Research & Technologies Ltd.,2024-12-30,archive
AMG Critical Materials N.V.,0.81,NL0000888691,Actus Ray Partners Limited,2024-12-27,archive
Alfen N.V.,0.51,NL0012817175,Citadel Advisors LLC,2024-12-27,archive
Vivoryon Therapeutics N.V.,0.61,NL00150002Q7,Citadel Securities (Europe) Limited,2024-12-27,archive
AMG Critical Materials N.V.,1.08,NL0000888691,Marshall Wace LLP,2024-12-27,archive
OCI N.V.,1.65,NL0010558797,Marshall Wace LLP,2024-12-27,archive
PostNL N.V.,0.78,NL0009739416,Marshall Wace LLP,2024-12-27,archive
Alfen N.V.,0.69,NL0012817175,Millennium Capital Partners LLP,2024-12-27,archive
Pharming Group N.V.,3.08,NL0010391025,Millennium International Management LP,2024-12-27,archive
Alfen N.V.,2.2,NL0012817175,Qube Research & Technologies Ltd.,2024-12-27,archive
Galapagos NV,0.69,BE0003818359,Qube Research & Technologies Ltd.,2024-12-27,archive
Pharming Group N.V.,0.96,NL0010391025,Qube Research & Technologies Ltd.,2024-12-27,archive
BE Semiconductor Industries N.V.,0.68,NL0012866412,"WorldQuant, LLC",2024-12-27,archive
PostNL N.V.,0.59,NL0009739416,"WorldQuant, LLC",2024-12-27,archive
AMG Critical Materials N.V.,0.89,NL0000888691,"D. E. Shaw & Co., L.P.",2024-12-24,archive
PostNL N.V.,0.6,NL0009739416,GSA Capital Partners LLP,2024-12-24,archive
ArcelorMittal S.A.,0.78,LU1598757687,Citadel Advisors LLC,2024-12-23,archive
TomTom N.V.,0.49,NL0013332471,Citadel Advisors LLC,2024-12-23,archive
AMG Critical Materials N.V.,1.19,NL0000888691,Marshall Wace LLP,2024-12-23,archive
TKH Group N.V.,0.91,NL0000852523,Marshall Wace LLP,2024-12-23,archive
Alfen N.V.,0.77,NL0012817175,Millennium Capital Partners LLP,2024-12-23,archive
Alfen N.V.,1.99,NL0012817175,"PDT Partners, LLC",2024-12-23,archive
AMG Critical Materials N.V.,2.19,NL0000888691,Qube Research & Technologies Ltd.,2024-12-23,archive
Aperam S.A.,0.58,LU0569974404,Qube Research & Technologies Ltd.,2024-12-23,archive
Basic-Fit N.V.,1.0,NL0011872650,Qube Research & Technologies Ltd.,2024-12-23,archive
PostNL N.V.,1.58,NL0009739416,Qube Research & Technologies Ltd.,2024-12-23,archive
Randstad N.V.,0.67,NL0000379121,AKO Capital LLP,2024-12-20,archive
Signify N.V.,0.64,NL0011821392,AKO Capital LLP,2024-12-20,archive
AMG Critical Materials N.V.,0.7,NL0000888691,Capital Fund Management S.A.,2024-12-20,archive
OCI N.V.,1.11,NL0010558797,Citadel Advisors LLC,2024-12-20,archive
AMG Critical Materials N.V.,0.92,NL0000888691,"D. E. Shaw & Co., L.P.",2024-12-20,archive
OCI N.V.,1.71,NL0010558797,Marshall Wace LLP,2024-12-20,archive
AMG Critical Materials N.V.,0.42,NL0000888691,Millennium International Management LP,2024-12-20,archive
Alfen N.V.,2.03,NL0012817175,"PDT Partners, LLC",2024-12-20,archive
Alfen N.V.,2.33,NL0012817175,Qube Research & Technologies Ltd.,2024-12-20,archive
AMG Critical Materials N.V.,2.21,NL0000888691,Qube Research & Technologies Ltd.,2024-12-20,archive
Avantium N.V.,1.41,NL0012047823,Qube Research & Technologies Ltd.,2024-12-20,archive
Flow Traders Ltd.,0.99,BMG3602E1084,Qube Research & Technologies Ltd.,2024-12-20,archive
Pharming Group N.V.,0.8,NL0010391025,Qube Research & Technologies Ltd.,2024-12-20,archive
AMG Critical Materials N.V.,0.38,NL0000888691,SIH Partners LLLP,2024-12-20,archive
AMG Critical Materials N.V.,0.61,NL0000888691,Teacher Retirement System of Texas,2024-12-20,archive
PostNL N.V.,0.6,NL0009739416,"WorldQuant, LLC",2024-12-20,archive
Galapagos NV,1.2,BE0003818359,"Arrowstreet Capital, Limited Partnership",2024-12-19,archive
AMG Critical Materials N.V.,0.84,NL0000888691,"D. E. Shaw & Co., L.P.",2024-12-19,archive
TKH Group N.V.,0.8,NL0000852523,Marshall Wace LLP,2024-12-19,archive
Alfen N.V.,1.94,NL0012817175,Qube Research & Technologies Ltd.,2024-12-19,archive
Galapagos NV,0.71,BE0003818359,Qube Research & Technologies Ltd.,2024-12-19,archive
ARCADIS N.V.,0.0,NL0006237562,SIH Partners LLLP,2024-12-19,archive
PostNL N.V.,0.59,NL0009739416,"WorldQuant, LLC",2024-12-19,archive
AMG Critical Materials N.V.,0.84,NL0000888691,Acadian Asset Management LLC.,2024-12-18,archive
Alfen N.V.,0.65,NL0012817175,Citadel Advisors LLC,2024-12-18,archive
Alfen N.V.,1.86,NL0012817175,Qube Research & Technologies Ltd.,2024-12-18,archive
TomTom N.V.,0.7,NL0013332471,Qube Research & Technologies Ltd.,2024-12-18,archive
ARCADIS N.V.,0.55,NL0006237562,SIH Partners LLLP,2024-12-18,archive
PostNL N.V.,0.6,NL0009739416,"WorldQuant, LLC",2024-12-18,archive
AMG Critical Materials N.V.,0.7,NL0000888691,Actus Ray Partners Limited,2024-12-17,archive
Flow Traders Ltd.,0.6,BMG3602E1084,Canada Pension Plan Investment Board,2024-12-17,archive
ArcelorMittal S.A.,0.8,LU1598757687,Citadel Advisors LLC,2024-12-17,archive
OCI N.V.,1.02,NL0010558797,Citadel Advisors LLC,2024-12-17,archive
Pharming Group N.V.,0.51,NL0010391025,"D. E. Shaw & Co., L.P.",2024-12-17,archive
Alfen N.V.,0.89,NL0012817175,Millennium Capital Partners LLP,2024-12-17,archive
Alfen N.V.,1.91,NL0012817175,"PDT Partners, LLC",2024-12-17,archive
OCI N.V.,0.5,NL0010558797,"PDT Partners, LLC",2024-12-17,archive
Alfen N.V.,1.73,NL0012817175,Qube Research & Technologies Ltd.,2024-12-17,archive
AMG Critical Materials N.V.,2.18,NL0000888691,Qube Research & Technologies Ltd.,2024-12-17,archive
Aperam S.A.,0.62,LU0569974404,Qube Research & Technologies Ltd.,2024-12-17,archive
AMG Critical Materials N.V.,0.5,NL0000888691,SIH Partners LLLP,2024-12-17,archive
AMG Critical Materials N.V.,0.76,NL0000888691,Acadian Asset Management LLC.,2024-12-16,archive
AMG Critical Materials N.V.,0.62,NL0000888691,Capital Fund Management S.A.,2024-12-16,archive
Alfen N.V.,0.79,NL0012817175,Citadel Advisors LLC,2024-12-16,archive
ArcelorMittal S.A.,0.75,LU1598757687,Citadel Advisors LLC,2024-12-16,archive
AMG Critical Materials N.V.,0.78,NL0000888691,"D. E. Shaw & Co., L.P.",2024-12-16,archive
Alfen N.V.,1.6,NL0012817175,Qube Research & Technologies Ltd.,2024-12-16,archive
AMG Critical Materials N.V.,2.2,NL0000888691,Qube Research & Technologies Ltd.,2024-12-16,archive
PostNL N.V.,1.6,NL0009739416,Qube Research & Technologies Ltd.,2024-12-16,archive
ArcelorMittal S.A.,0.63,LU1598757687,Citadel Advisors LLC,2024-12-13,archive
InPost S.A.,0.5,LU2290522684,Marshall Wace LLP,2024-12-13,archive
Koninklijke KPN N.V.,1.0,NL0000009082,Marshall Wace LLP,2024-12-13,archive
Aperam S.A.,1.09,LU0569974404,Millennium International Management LP,2024-12-13,archive
Alfen N.V.,1.51,NL0012817175,Qube Research & Technologies Ltd.,2024-12-13,archive
AMG Critical Materials N.V.,2.11,NL0000888691,Qube Research & Technologies Ltd.,2024-12-13,archive
Aperam S.A.,0.54,LU0569974404,Qube Research & Technologies Ltd.,2024-12-13,archive
Avantium N.V.,1.3,NL0012047823,Qube Research & Technologies Ltd.,2024-12-13,archive
Flow Traders Ltd.,1.04,BMG3602E1084,Qube Research & Technologies Ltd.,2024-12-13,archive
Alfen N.V.,0.84,NL0012817175,Citadel Advisors LLC,2024-12-12,archive
OCI N.V.,0.91,NL0010558797,Citadel Advisors LLC,2024-12-12,archive
AMG Critical Materials N.V.,1.25,NL0000888691,Marshall Wace LLP,2024-12-12,archive
OCI N.V.,1.68,NL0010558797,Marshall Wace LLP,2024-12-12,archive
Alfen N.V.,0.98,NL0012817175,Millennium Capital Partners LLP,2024-12-12,archive
IMCD N.V.,0.49,NL0010801007,"AQR Capital Management, LLC",2024-12-11,archive
OCI N.V.,0.49,NL0010558797,"Arrowstreet Capital, Limited Partnership",2024-12-11,archive
Ebusco Holding N.V.,0.48,NL0015002AG2,Citadel Securities (Europe) Limited,2024-12-11,archive
Aperam S.A.,1.18,LU0569974404,Millennium Capital Partners LLP,2024-12-11,archive
AMG Critical Materials N.V.,0.6,NL0000888691,Millennium International Management LP,2024-12-11,archive
Pharming Group N.V.,3.16,NL0010391025,Millennium International Management LP,2024-12-11,archive
Alfen N.V.,1.81,NL0012817175,"PDT Partners, LLC",2024-12-11,archive
AMG Critical Materials N.V.,2.01,NL0000888691,Qube Research & Technologies Ltd.,2024-12-11,archive
Avantium N.V.,1.23,NL0012047823,Qube Research & Technologies Ltd.,2024-12-11,archive
Pharming Group N.V.,0.75,NL0010391025,Qube Research & Technologies Ltd.,2024-12-11,archive
CM.com N.V.,0.81,NL0012747059,TFG Asset Management UK LLP,2024-12-11,archive
Alfen N.V.,0.99,NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-12-10,archive
Basic-Fit N.V.,0.59,NL0011872650,"Arrowstreet Capital, Limited Partnership",2024-12-10,archive
AMG Critical Materials N.V.,0.52,NL0000888691,Capital Fund Management S.A.,2024-12-10,archive
Alfen N.V.,0.77,NL0012817175,Citadel Advisors LLC,2024-12-10,archive
TomTom N.V.,0.51,NL0013332471,Citadel Advisors LLC,2024-12-10,archive
Akzo Nobel N.V.,0.81,NL0013267909,Marshall Wace LLP,2024-12-10,archive
Koninklijke KPN N.V.,0.9,NL0000009082,Marshall Wace LLP,2024-12-10,archive
Alfen N.V.,1.06,NL0012817175,Millennium Capital Partners LLP,2024-12-10,archive
Aperam S.A.,1.2,LU0569974404,Millennium Capital Partners LLP,2024-12-10,archive
Alfen N.V.,1.47,NL0012817175,Qube Research & Technologies Ltd.,2024-12-10,archive
Flow Traders Ltd.,0.99,BMG3602E1084,Qube Research & Technologies Ltd.,2024-12-10,archive
Pharming Group N.V.,0.62,NL0010391025,Qube Research & Technologies Ltd.,2024-12-10,archive
AMG Critical Materials N.V.,0.48,NL0000888691,Capital Fund Management S.A.,2024-12-09,archive
TomTom N.V.,0.49,NL0013332471,Citadel Advisors LLC,2024-12-09,archive
Vivoryon Therapeutics N.V.,0.79,NL00150002Q7,Citadel Securities (Europe) Limited,2024-12-09,archive
Aperam S.A.,1.19,LU0569974404,Millennium Capital Partners LLP,2024-12-09,archive
Alfen N.V.,1.79,NL0012817175,"PDT Partners, LLC",2024-12-09,archive
Alfen N.V.,1.62,NL0012817175,Qube Research & Technologies Ltd.,2024-12-09,archive
AMG Critical Materials N.V.,1.99,NL0000888691,Qube Research & Technologies Ltd.,2024-12-09,archive
Pharming Group N.V.,0.51,NL0010391025,Qube Research & Technologies Ltd.,2024-12-09,archive
TomTom N.V.,0.69,NL0013332471,Qube Research & Technologies Ltd.,2024-12-09,archive
PostNL N.V.,0.59,NL0009739416,"WorldQuant, LLC",2024-12-09,archive
Flow Traders Ltd.,0.59,BMG3602E1084,Canada Pension Plan Investment Board,2024-12-06,archive
Alfen N.V.,0.81,NL0012817175,Citadel Advisors LLC,2024-12-06,archive
Vivoryon Therapeutics N.V.,0.62,NL00150002Q7,Citadel Securities (Europe) Limited,2024-12-06,archive
Akzo Nobel N.V.,0.79,NL0013267909,Marshall Wace LLP,2024-12-06,archive
Aperam S.A.,1.2,LU0569974404,Millennium Capital Partners LLP,2024-12-06,archive
Aperam S.A.,1.1,LU0569974404,Millennium International Management LP,2024-12-06,archive
Alfen N.V.,1.83,NL0012817175,"PDT Partners, LLC",2024-12-06,archive
Alfen N.V.,1.96,NL0012817175,Qube Research & Technologies Ltd.,2024-12-06,archive
Avantium N.V.,1.18,NL0012047823,Qube Research & Technologies Ltd.,2024-12-06,archive
OCI N.V.,0.14,NL0010558797,Qube Research & Technologies Ltd.,2024-12-06,archive
BE Semiconductor Industries N.V.,0.71,NL0012866412,"WorldQuant, LLC",2024-12-06,archive
AMG Critical Materials N.V.,0.66,NL0000888691,Acadian Asset Management LLC.,2024-12-05,archive
Alfen N.V.,1.08,NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-12-05,archive
Flow Traders Ltd.,0.6,BMG3602E1084,Canada Pension Plan Investment Board,2024-12-05,archive
Alfen N.V.,0.95,NL0012817175,Citadel Advisors LLC,2024-12-05,archive
Alfen N.V.,1.18,NL0012817175,Millennium Capital Partners LLP,2024-12-05,archive
Aperam S.A.,1.1,LU0569974404,Millennium Capital Partners LLP,2024-12-05,archive
Alfen N.V.,1.96,NL0012817175,"PDT Partners, LLC",2024-12-05,archive
Avantium N.V.,1.05,NL0012047823,Qube Research & Technologies Ltd.,2024-12-05,archive
Alfen N.V.,1.14,NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-12-04,archive
Alfen N.V.,1.04,NL0012817175,Citadel Advisors LLC,2024-12-04,archive
Akzo Nobel N.V.,0.86,NL0013267909,Marshall Wace LLP,2024-12-04,archive
Koninklijke Ahold Delhaize N.V.,0.59,NL0011794037,Marshall Wace LLP,2024-12-04,archive
OCI N.V.,1.77,NL0010558797,Marshall Wace LLP,2024-12-04,archive
TKH Group N.V.,0.7,NL0000852523,Marshall Wace LLP,2024-12-04,archive
AMG Critical Materials N.V.,2.07,NL0000888691,Qube Research & Technologies Ltd.,2024-12-04,archive
Flow Traders Ltd.,1.0,BMG3602E1084,Qube Research & Technologies Ltd.,2024-12-04,archive
Alfen N.V.,1.24,NL0012817175,"Arrowstreet Capital, Limited Partnership",2024-12-03,archive
TomTom N.V.,0.5,NL0013332471,Citadel Advisors LLC,2024-12-03,archive
Ebusco Holding N.V.,0.51,NL0015002AG2,Citadel Securities (Europe) Limited,2024-12-03,archive
AMG Critical Materials N.V.,0.51,NL0000888691,Millennium International Management LP,2024-12-03,archive
Pharming Group N.V.,3.23,NL0010391025,Millennium International Management LP,2024-12-03,archive
Alfen N.V.,2.03,NL0012817175,"PDT Partners, LLC",2024-12-03,archive
Alfen N.V.,2.18,NL0012817175,Qube Research & Technologies Ltd.,2024-12-03,archive
TomTom N.V.,0.7,NL0013332471,Qube Research & Technologies Ltd.,2024-12-03,archive
Basic-Fit N.V.,0.6,NL0011872650,Wellington Management International Ltd.,2024-12-03,archive
PostNL N.V.,0.61,NL0009739416,"WorldQuant, LLC",2024-12-03,archive
ASR Nederland N.V.,0.79,NL0011872643,"AQR Capital Management, LLC",2024-12-02,archive
