net_short_position,position_holder,isin,position_date,issuer_name,source
0.78,Marshall Wace LLP,NL0000009082,2025-08-13,Koninklijke KPN N.V.,archive
0.5,Qube Research & Technologies Ltd.,NL0010776944,2025-08-13,Brunel International N.V.,archive
0.79,Syquant Capital,NL0015001OJ9,2025-08-13,MFE-MEDIAFOREUROPE N.V.,archive
0.95,Balyasny Asset Management (UK) LLP,NL0010391025,2025-08-12,Pharming Group N.V.,archive
0.46,Capital Fund Management S.A.,NL0000852523,2025-08-12,TKH Group N.V.,archive
0.58,Citadel Advisors LLC,NL0010391025,2025-08-12,Pharming Group N.V.,archive
0.87,Citadel Securities (Europe) Limited,NL0015002AG2,2025-08-12,Ebusco Holding N.V.,archive
0.57,"D. E. Shaw & Co., L.P.",NL0010391025,2025-08-12,Pharming Group N.V.,archive
0.69,Syquant Capital,NL0015001OJ9,2025-08-12,MFE-MEDIAFOREUROPE N.V.,archive
0.71,Wellington Management International Ltd.,NL0011872650,2025-08-12,Basic-Fit N.V.,archive
0.55,Citadel Advisors LLC,NL0000888691,2025-08-11,AMG Critical Materials N.V.,archive
0.77,Citadel Advisors LLC,NL0009739416,2025-08-11,PostNL N.V.,archive
0.7,Marshall Wace LLP,NL0000379121,2025-08-11,Randstad N.V.,archive
0.72,Millennium International Management LP,NL00150003E1,2025-08-11,Fugro N.V.,archive
1.48,Millennium International Management LP,NL0010391025,2025-08-11,Pharming Group N.V.,archive
0.5,Squarepoint Ops LLC,NL0011821392,2025-08-11,Signify N.V.,archive
0.55,Syquant Capital,NL0015001OJ9,2025-08-11,MFE-MEDIAFOREUROPE N.V.,archive
0.5,"WorldQuant, LLC",NL00150003E1,2025-08-11,Fugro N.V.,archive
0.6,Balyasny Asset Management (UK) LLP,NL0010391025,2025-08-08,Pharming Group N.V.,archive
0.6,Citadel Securities (Europe) Limited,NL0015002AG2,2025-08-08,Ebusco Holding N.V.,archive
0.49,"D. E. Shaw & Co., L.P.",NL0000888691,2025-08-08,AMG Critical Materials N.V.,archive
0.48,"D. E. Shaw & Co., L.P.",NL0010391025,2025-08-08,Pharming Group N.V.,archive
0.51,Eleva Capital SAS,NL0006237562,2025-08-08,ARCADIS N.V.,archive
0.9,Marshall Wace LLP,LU2290522684,2025-08-08,InPost S.A.,archive
0.49,Squarepoint Ops LLC,NL0011821392,2025-08-08,Signify N.V.,archive
0.7,"BlackRock Advisors, LLC",NL0011821392,2025-08-07,Signify N.V.,archive
0.5,"BlackRock Institutional Trust Company, National Association",NL0010801007,2025-08-07,IMCD N.V.,archive
0.61,Citadel Advisors LLC,NL0000888691,2025-08-06,AMG Critical Materials N.V.,archive
0.59,Citadel Securities (Europe) Limited,NL0015002AG2,2025-08-06,Ebusco Holding N.V.,archive
0.68,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,2025-08-06,Avantium N.V.,archive
0.49,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2025-08-06,BE Semiconductor Industries N.V.,archive
0.5,GSA Capital Partners LLP,NL0012817175,2025-08-06,Alfen N.V.,archive
0.49,Marshall Wace LLP,LU1598757687,2025-08-06,ArcelorMittal S.A.,archive
0.48,Canada Pension Plan Investment Board,NL0015000IY2,2025-08-05,Universal Music Group N.V.,archive
0.61,Citadel Advisors LLC,NL0015002AH0,2025-08-05,Havas N.V.,archive
0.75,Citadel Securities (Europe) Limited,NL0015002AG2,2025-08-05,Ebusco Holding N.V.,archive
0.56,"D. E. Shaw & Co., L.P.",NL0010391025,2025-08-05,Pharming Group N.V.,archive
1.53,Millennium International Management LP,NL0010391025,2025-08-05,Pharming Group N.V.,archive
0.82,Citadel Securities (Europe) Limited,NL0015002AG2,2025-08-04,Ebusco Holding N.V.,archive
0.69,"D. E. Shaw & Co., L.P.",NL0010391025,2025-08-04,Pharming Group N.V.,archive
0.5,Marshall Wace LLP,LU1598757687,2025-08-04,ArcelorMittal S.A.,archive
2.28,"PDT Partners, LLC",NL0012817175,2025-08-04,Alfen N.V.,archive
0.5,"PDT Partners, LLC",NL0009739416,2025-08-04,PostNL N.V.,archive
0.7,"AQR Capital Management, LLC",NL0000360618,2025-08-01,SBM Offshore N.V.,archive
0.54,Citadel Advisors LLC,NL0010776944,2025-08-01,Brunel International N.V.,archive
0.86,"D. E. Shaw & Co., L.P.",NL0010391025,2025-08-01,Pharming Group N.V.,archive
0.52,Marshall Wace LLP,NL0010776944,2025-08-01,Brunel International N.V.,archive
0.6,Millennium International Management LP,NL00150003E1,2025-08-01,Fugro N.V.,archive
0.49,Qube Research & Technologies Ltd.,NL0012817175,2025-08-01,Alfen N.V.,archive
1.79,"Arrowstreet Capital, Limited Partnership",BE0003818359,2025-07-31,Galapagos NV,archive
0.99,Citadel Advisors LLC,NL0011821392,2025-07-31,Signify N.V.,archive
0.94,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-31,Ebusco Holding N.V.,archive
0.98,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-31,Pharming Group N.V.,archive
0.82,Marshall Wace LLP,LU2290522684,2025-07-31,InPost S.A.,archive
0.47,Millennium International Management LP,LU0569974404,2025-07-31,Aperam S.A.,archive
0.55,Millennium International Management LP,NL00150003E1,2025-07-31,Fugro N.V.,archive
0.0,Amber Capital UK LLP,NL0015001OI1,2025-07-30,MFE-MEDIAFOREUROPE N.V.,archive
0.49,"BlackRock Financial Management, Inc.",NL0013267909,2025-07-30,Akzo Nobel N.V.,archive
0.86,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-30,Ebusco Holding N.V.,archive
1.32,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-30,Pharming Group N.V.,archive
1.64,Millennium International Management LP,NL0010391025,2025-07-30,Pharming Group N.V.,archive
0.5,Qube Research & Technologies Ltd.,NL0012817175,2025-07-30,Alfen N.V.,archive
0.5,Canada Pension Plan Investment Board,NL0015000IY2,2025-07-29,Universal Music Group N.V.,archive
0.5,Citadel Advisors LLC,NL0015002AH0,2025-07-29,Havas N.V.,archive
0.89,Citadel Advisors LLC,NL0011821392,2025-07-29,Signify N.V.,archive
0.51,"D. E. Shaw & Co., L.P.",NL0011821392,2025-07-29,Signify N.V.,archive
0.88,Marshall Wace LLP,NL0000009082,2025-07-29,Koninklijke KPN N.V.,archive
0.53,"PDT Partners, LLC",NL0011872650,2025-07-29,Basic-Fit N.V.,archive
0.59,Acadian Asset Management LLC.,NL0011872650,2025-07-28,Basic-Fit N.V.,archive
0.79,Amber Capital UK LLP,NL0015001OI1,2025-07-28,MFE-MEDIAFOREUROPE N.V.,archive
0.5,"AQR Capital Management, LLC",NL0012866412,2025-07-28,BE Semiconductor Industries N.V.,archive
0.44,BlackRock Investment Management (UK) Limited,NL0011872650,2025-07-28,Basic-Fit N.V.,archive
0.98,Citadel Advisors LLC,NL0011821392,2025-07-28,Signify N.V.,archive
0.6,Marshall Wace LLP,NL0000379121,2025-07-28,Randstad N.V.,archive
0.51,Millennium International Management LP,LU0569974404,2025-07-28,Aperam S.A.,archive
0.49,Citadel Advisors LLC,NL0010391025,2025-07-25,Pharming Group N.V.,archive
1.06,Citadel Advisors LLC,NL0011821392,2025-07-25,Signify N.V.,archive
0.76,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-25,Ebusco Holding N.V.,archive
0.52,Squarepoint Ops LLC,NL0011821392,2025-07-25,Signify N.V.,archive
0.5,"AQR Capital Management, LLC",NL0010801007,2025-07-24,IMCD N.V.,archive
0.56,BlackRock Investment Management (UK) Limited,NL0011872650,2025-07-24,Basic-Fit N.V.,archive
0.58,Capital Fund Management S.A.,NL0000852523,2025-07-24,TKH Group N.V.,archive
0.85,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-24,Ebusco Holding N.V.,archive
0.97,Marshall Wace LLP,NL0000009082,2025-07-24,Koninklijke KPN N.V.,archive
0.02,Millennium Capital (DIFC) Limited,NL0012817175,2025-07-24,Alfen N.V.,archive
0.46,Millennium International Management LP,NL0012817175,2025-07-24,Alfen N.V.,archive
0.49,"PDT Partners, LLC",NL0011872650,2025-07-24,Basic-Fit N.V.,archive
0.49,Qube Research & Technologies Ltd.,NL0012817175,2025-07-24,Alfen N.V.,archive
0.67,Qube Research & Technologies Ltd.,BE0003818359,2025-07-24,Galapagos NV,archive
0.65,Wellington Management International Ltd.,NL0011872650,2025-07-24,Basic-Fit N.V.,archive
0.87,Citadel Advisors LLC,NL0009739416,2025-07-23,PostNL N.V.,archive
1.18,Citadel Advisors LLC,NL0011821392,2025-07-23,Signify N.V.,archive
0.9,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-23,Ebusco Holding N.V.,archive
0.49,Marshall Wace LLP,NL0000852523,2025-07-23,TKH Group N.V.,archive
0.65,Qube Research & Technologies Ltd.,NL0012817175,2025-07-23,Alfen N.V.,archive
0.49,Voleon Capital Management LP,NL0009739416,2025-07-23,PostNL N.V.,archive
0.48,Winton Capital Management Limited,NL0000888691,2025-07-23,AMG Critical Materials N.V.,archive
0.6,"BlackRock Advisors, LLC",NL0011821392,2025-07-22,Signify N.V.,archive
0.49,Citadel Advisors LLC,LU1598757687,2025-07-22,ArcelorMittal S.A.,archive
0.59,Citadel Advisors LLC,NL0010391025,2025-07-22,Pharming Group N.V.,archive
1.2,Citadel Advisors LLC,NL0011821392,2025-07-22,Signify N.V.,archive
0.88,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-22,Ebusco Holding N.V.,archive
1.2,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-22,Pharming Group N.V.,archive
1.56,Millennium International Management LP,NL0010391025,2025-07-22,Pharming Group N.V.,archive
0.76,Numeric Investors LLC,NL0010558797,2025-07-22,OCI N.V.,archive
0.58,Citadel Advisors LLC,NL0000888691,2025-07-21,AMG Critical Materials N.V.,archive
0.5,Citadel Advisors LLC,LU1598757687,2025-07-21,ArcelorMittal S.A.,archive
1.18,Citadel Advisors LLC,NL0011821392,2025-07-21,Signify N.V.,archive
0.5,Citadel Securities (Europe) Limited,NL0015002AG2,2025-07-21,Ebusco Holding N.V.,archive
0.78,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,2025-07-21,Avantium N.V.,archive
1.16,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-21,Pharming Group N.V.,archive
0.48,"AQR Capital Management, LLC",NL0012866412,2025-07-18,BE Semiconductor Industries N.V.,archive
0.66,Citadel Advisors LLC,NL0000888691,2025-07-18,AMG Critical Materials N.V.,archive
1.2,Citadel Advisors LLC,NL0011821392,2025-07-18,Signify N.V.,archive
0.48,Marshall Wace LLP,NL0000009165,2025-07-18,Heineken N.V.,archive
0.7,Marshall Wace LLP,LU2290522684,2025-07-18,InPost S.A.,archive
0.52,Marshall Wace LLP,NL0000379121,2025-07-18,Randstad N.V.,archive
1.68,Millennium International Management LP,NL0010391025,2025-07-18,Pharming Group N.V.,archive
0.5,"PDT Partners, LLC",NL0011872650,2025-07-18,Basic-Fit N.V.,archive
0.5,"BlackRock Advisors, LLC",NL0013267909,2025-07-17,Akzo Nobel N.V.,archive
0.5,"BlackRock Advisors, LLC",NL0011821392,2025-07-17,Signify N.V.,archive
0.48,Citadel Advisors LLC,BE0003818359,2025-07-17,Galapagos NV,archive
0.9,Citadel Advisors LLC,NL0009739416,2025-07-17,PostNL N.V.,archive
1.19,Citadel Advisors LLC,NL0011821392,2025-07-17,Signify N.V.,archive
0.58,Marshall Wace LLP,NL0000852523,2025-07-17,TKH Group N.V.,archive
0.84,Millennium International Management LP,NL0012817175,2025-07-17,Alfen N.V.,archive
2.39,"PDT Partners, LLC",NL0012817175,2025-07-17,Alfen N.V.,archive
0.5,Winton Capital Management Limited,NL0000888691,2025-07-17,AMG Critical Materials N.V.,archive
0.49,"AQR Capital Management, LLC",NL0010801007,2025-07-16,IMCD N.V.,archive
0.7,BlackRock Investment Management (UK) Limited,NL00150003E1,2025-07-16,Fugro N.V.,archive
0.45,Marshall Wace LLP,NL00150003E1,2025-07-16,Fugro N.V.,archive
0.59,Marshall Wace LLP,NL0009739416,2025-07-16,PostNL N.V.,archive
0.47,"PDT Partners, LLC",NL0012866412,2025-07-16,BE Semiconductor Industries N.V.,archive
0.59,"AQR Capital Management, LLC",NL0012866412,2025-07-15,BE Semiconductor Industries N.V.,archive
0.69,Citadel Advisors LLC,NL0010391025,2025-07-15,Pharming Group N.V.,archive
0.49,Marshall Wace LLP,NL0000009538,2025-07-15,Koninklijke Philips N.V.,archive
0.7,Millennium International Management LP,NL0012817175,2025-07-15,Alfen N.V.,archive
0.58,Numeric Investors LLC,NL0012866412,2025-07-15,BE Semiconductor Industries N.V.,archive
0.5,"PDT Partners, LLC",NL0012866412,2025-07-15,BE Semiconductor Industries N.V.,archive
0.57,Qube Research & Technologies Ltd.,BE0003818359,2025-07-15,Galapagos NV,archive
0.73,Citadel Advisors LLC,NL0000888691,2025-07-14,AMG Critical Materials N.V.,archive
1.01,Marshall Wace LLP,NL0000009082,2025-07-14,Koninklijke KPN N.V.,archive
1.77,Millennium International Management LP,NL0010391025,2025-07-14,Pharming Group N.V.,archive
0.49,"PDT Partners, LLC",NL0012866412,2025-07-14,BE Semiconductor Industries N.V.,archive
0.78,Citadel Advisors LLC,NL0010391025,2025-07-11,Pharming Group N.V.,archive
0.59,Marshall Wace LLP,NL00150003E1,2025-07-11,Fugro N.V.,archive
0.6,Millennium International Management LP,NL0012817175,2025-07-11,Alfen N.V.,archive
0.69,Acadian Asset Management LLC.,NL0011872650,2025-07-10,Basic-Fit N.V.,archive
1.07,"Arrowstreet Capital, Limited Partnership",NL0012866412,2025-07-10,BE Semiconductor Industries N.V.,archive
0.69,Citadel Advisors LLC,NL0000888691,2025-07-10,AMG Critical Materials N.V.,archive
1.01,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-10,Pharming Group N.V.,archive
2.46,"PDT Partners, LLC",NL0012817175,2025-07-10,Alfen N.V.,archive
0.58,Citadel Advisors LLC,BE0003818359,2025-07-09,Galapagos NV,archive
0.59,Kintbury Capital LLP,LU2290522684,2025-07-09,InPost S.A.,archive
0.66,Marshall Wace LLP,NL00150003E1,2025-07-09,Fugro N.V.,archive
0.68,Marshall Wace LLP,NL0000852523,2025-07-09,TKH Group N.V.,archive
0.66,Numeric Investors LLC,NL0012866412,2025-07-09,BE Semiconductor Industries N.V.,archive
0.49,Citadel Advisors Europe Limited,NL0011821392,2025-07-08,Signify N.V.,archive
0.87,"Connor, Clark & Lunn Investment Management Ltd.",NL0015002IE0,2025-07-08,Avantium N.V.,archive
0.96,Marshall Wace LLP,NL0000009082,2025-07-08,Koninklijke KPN N.V.,archive
0.5,Millennium International Management LP,NL0012817175,2025-07-08,Alfen N.V.,archive
1.86,Millennium International Management LP,NL0010391025,2025-07-08,Pharming Group N.V.,archive
0.47,Citadel Advisors Europe Limited,LU1598757687,2025-07-07,ArcelorMittal S.A.,archive
0.47,Citadel Advisors LLC,NL0010558797,2025-07-07,OCI N.V.,archive
0.91,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-07,Pharming Group N.V.,archive
0.79,Marshall Wace LLP,NL00150003E1,2025-07-07,Fugro N.V.,archive
1.0,Marshall Wace LLP,NL0000009082,2025-07-07,Koninklijke KPN N.V.,archive
0.59,Marshall Wace LLP,NL0000009538,2025-07-07,Koninklijke Philips N.V.,archive
0.75,Numeric Investors LLC,NL0012866412,2025-07-07,BE Semiconductor Industries N.V.,archive
0.71,Qube Research & Technologies Ltd.,NL0012817175,2025-07-07,Alfen N.V.,archive
0.84,Citadel Advisors LLC,NL0009739416,2025-07-04,PostNL N.V.,archive
0.84,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-04,Pharming Group N.V.,archive
0.69,Marshall Wace LLP,LU2290522684,2025-07-04,InPost S.A.,archive
0.99,Marshall Wace LLP,NL0000009082,2025-07-04,Koninklijke KPN N.V.,archive
0.6,Marshall Wace LLP,NL0000009538,2025-07-04,Koninklijke Philips N.V.,archive
0.66,Millennium Capital (DIFC) Limited,NL0012817175,2025-07-04,Alfen N.V.,archive
0.5,"PDT Partners, LLC",NL0012866412,2025-07-04,BE Semiconductor Industries N.V.,archive
0.69,Qube Research & Technologies Ltd.,NL0012817175,2025-07-04,Alfen N.V.,archive
0.59,"AQR Capital Management, LLC",NL0013267909,2025-07-03,Akzo Nobel N.V.,archive
0.59,"BlackRock Financial Management, Inc.",NL0013267909,2025-07-03,Akzo Nobel N.V.,archive
0.49,"BlackRock Financial Management, Inc.",NL0010801007,2025-07-03,IMCD N.V.,archive
0.59,"D. E. Shaw & Co., L.P.",NL0000888691,2025-07-03,AMG Critical Materials N.V.,archive
0.59,Marshall Wace LLP,NL0000009538,2025-07-03,Koninklijke Philips N.V.,archive
0.59,Voleon Capital Management LP,NL0009739416,2025-07-03,PostNL N.V.,archive
1.8,"Arrowstreet Capital, Limited Partnership",BE0003818359,2025-07-02,Galapagos NV,archive
0.5,Citadel Advisors Europe Limited,LU1598757687,2025-07-02,ArcelorMittal S.A.,archive
0.56,Citadel Advisors LLC,NL0010558797,2025-07-02,OCI N.V.,archive
0.59,"Connor, Clark & Lunn Investment Management Ltd.",NL0012866412,2025-07-02,BE Semiconductor Industries N.V.,archive
1.98,Millennium International Management LP,NL0010391025,2025-07-02,Pharming Group N.V.,archive
0.88,Numeric Investors LLC,NL0012866412,2025-07-02,BE Semiconductor Industries N.V.,archive
0.8,Numeric Investors LLC,NL0010558797,2025-07-02,OCI N.V.,archive
2.58,"PDT Partners, LLC",NL0012817175,2025-07-02,Alfen N.V.,archive
0.77,Qube Research & Technologies Ltd.,NL0012817175,2025-07-02,Alfen N.V.,archive
0.6,"AQR Capital Management, LLC",NL0000360618,2025-07-01,SBM Offshore N.V.,archive
0.6,"BlackRock Financial Management, Inc.",NL0013267909,2025-07-01,Akzo Nobel N.V.,archive
0.82,Citadel Advisors LLC,NL0000888691,2025-07-01,AMG Critical Materials N.V.,archive
0.72,"D. E. Shaw & Co., L.P.",NL0010391025,2025-07-01,Pharming Group N.V.,archive
0.7,Marshall Wace LLP,LU2290522684,2025-07-01,InPost S.A.,archive
0.8,Citadel Advisors LLC,NL0010391025,2025-06-30,Pharming Group N.V.,archive
0.71,Citadel Advisors LLC,NL0009739416,2025-06-30,PostNL N.V.,archive
1.36,Citadel Advisors LLC,NL0011821392,2025-06-30,Signify N.V.,archive
0.81,Marshall Wace LLP,NL00150003E1,2025-06-30,Fugro N.V.,archive
0.59,"BlackRock Financial Management, Inc.",NL0013267909,2025-06-27,Akzo Nobel N.V.,archive
0.71,Citadel Advisors LLC,NL0000888691,2025-06-27,AMG Critical Materials N.V.,archive
2.01,Millennium International Management LP,NL0010391025,2025-06-27,Pharming Group N.V.,archive
0.48,Millennium International Management LP,NL0011821392,2025-06-27,Signify N.V.,archive
2.69,"PDT Partners, LLC",NL0012817175,2025-06-27,Alfen N.V.,archive
0.78,Acadian Asset Management LLC.,NL0011872650,2025-06-26,Basic-Fit N.V.,archive
0.77,Actus Ray Partners Limited,NL0000888691,2025-06-26,AMG Critical Materials N.V.,archive
0.6,"BlackRock Financial Management, Inc.",NL0013267909,2025-06-26,Akzo Nobel N.V.,archive
0.6,Citadel Advisors LLC,NL0000888691,2025-06-26,AMG Critical Materials N.V.,archive
0.49,Citadel Advisors LLC,NL0010776944,2025-06-26,Brunel International N.V.,archive
0.71,Citadel Advisors LLC,NL0010391025,2025-06-26,Pharming Group N.V.,archive
0.48,Millennium Capital (DIFC) Limited,NL0011821392,2025-06-26,Signify N.V.,archive
1.99,Millennium International Management LP,NL0010391025,2025-06-26,Pharming Group N.V.,archive
0.6,"D. E. Shaw & Co., L.P.",NL0010391025,2025-06-25,Pharming Group N.V.,archive
0.62,Eleva Capital SAS,NL0006237562,2025-06-25,ARCADIS N.V.,archive
0.8,Marshall Wace LLP,LU2290522684,2025-06-25,InPost S.A.,archive
1.02,Marshall Wace LLP,NL0000009082,2025-06-25,Koninklijke KPN N.V.,archive
0.99,Numeric Investors LLC,NL0012866412,2025-06-25,BE Semiconductor Industries N.V.,archive
0.77,Wellington Management International Ltd.,NL0011872650,2025-06-25,Basic-Fit N.V.,archive
0.6,Amber Capital UK LLP,NL0015001OI1,2025-06-24,MFE-MEDIAFOREUROPE N.V.,archive
0.59,"AQR Capital Management, LLC",NL0000009538,2025-06-24,Koninklijke Philips N.V.,archive
0.6,Capital Fund Management S.A.,NL0000852523,2025-06-24,TKH Group N.V.,archive
0.5,Citadel Advisors LLC,NL0010776944,2025-06-24,Brunel International N.V.,archive
0.63,Citadel Advisors LLC,NL0010391025,2025-06-24,Pharming Group N.V.,archive
1.49,Citadel Advisors LLC,NL0011821392,2025-06-24,Signify N.V.,archive
0.79,Marshall Wace LLP,NL0000852523,2025-06-24,TKH Group N.V.,archive
0.51,Millennium Capital (DIFC) Limited,NL0011821392,2025-06-24,Signify N.V.,archive
2.04,Millennium International Management LP,NL0010391025,2025-06-24,Pharming Group N.V.,archive
0.81,Qube Research & Technologies Ltd.,NL0012817175,2025-06-24,Alfen N.V.,archive
0.82,Wellington Management International Ltd.,NL0011872650,2025-06-24,Basic-Fit N.V.,archive
0.69,"AQR Capital Management, LLC",NL0012866412,2025-06-23,BE Semiconductor Industries N.V.,archive
0.59,"AQR Capital Management, LLC",NL0010801007,2025-06-23,IMCD N.V.,archive
0.57,Citadel Advisors LLC,NL0000888691,2025-06-23,AMG Critical Materials N.V.,archive
0.68,Citadel Advisors LLC,NL0010558797,2025-06-23,OCI N.V.,archive
0.48,GSA Capital Partners LLP,NL0009739416,2025-06-23,PostNL N.V.,archive
0.49,Marshall Wace LLP,NL0010776944,2025-06-23,Brunel International N.V.,archive
0.79,Marshall Wace LLP,NL00150003E1,2025-06-23,Fugro N.V.,archive
0.99,Marshall Wace LLP,NL0000009082,2025-06-23,Koninklijke KPN N.V.,archive
