isin,position_holder,issuer_name,net_short_position,position_date,source
NL0000387058,AKO Capital LLP,TomTom N.V.,2.33,2013-12-06,archive
NL0000288876,Wellington Management Company LLP,Eurocommercial Properties N.V.,0.8,2013-12-04,archive
NL0000288876,Wellington Management Company LLP,Eurocommercial Properties N.V.,0.79,2013-12-03,archive
NL0000395903,GLG Partners LP,Wolters Kluwer N.V.,0.5,2013-12-02,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.79,2013-11-29,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.46,2013-11-29,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.48,2013-11-28,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.39,2013-11-27,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.48,2013-11-26,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.59,2013-11-22,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,2.83,2013-11-19,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.67,2013-11-19,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.4,2013-11-15,archive
NL0009269109,BlackRock Investment Management (UK) Limited,Koninklijke Heijmans N.V.,0.7,2013-11-14,archive
NL0010583399,Susquehanna International Holdings LLC,Corbion N.V.,1.88,2013-11-14,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,0.7,2013-11-12,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.51,2013-11-08,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,0.63,2013-11-08,archive
NL0009739416,"AQR Capital Management, LLC",PostNL N.V.,0.44,2013-11-06,archive
NL0009269109,"Lucerne Capital Management, L.P.",Koninklijke Heijmans N.V.,0.0,2013-11-06,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.49,2013-11-06,archive
NL0009269109,BlackRock Advisors (UK) Limited,Koninklijke Heijmans N.V.,0.61,2013-11-04,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.57,2013-11-04,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,2.79,2013-11-01,archive
NL0000292324,Carlson Capital UK LLP,NSI N.V.,0.41,2013-10-31,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.66,2013-10-31,archive
NL0009432491,Scopia Capital Management LP,Koninklijke Vopak N.V.,0.6,2013-10-31,archive
NL0000292324,Carlson Capital UK LLP,NSI N.V.,0.5,2013-10-30,archive
NL0000289213,"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.88,2013-10-29,archive
NL0000352565,Citadel Europe LLP,Fugro N.V.,0.5,2013-10-29,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.79,2013-10-29,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.49,2013-10-29,archive
NL0000387058,AKO Capital LLP,TomTom N.V.,2.22,2013-10-28,archive
NL0009269109,BlackRock Investment Management (UK) Limited,Koninklijke Heijmans N.V.,0.6,2013-10-28,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.8,2013-10-28,archive
NL0000352565,AKO Capital LLP,Fugro N.V.,2.43,2013-10-25,archive
