isin,position_holder,issuer_name,net_short_position,position_date,source
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.85,2014-11-11,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.63,2014-11-11,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.2,2014-11-10,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.84,2014-11-10,archive
NL0000360618,Kynikos Associates LP,SBM Offshore N.V.,0.56,2014-11-10,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.02,2014-11-10,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.92,2014-11-10,archive
NL0000352565,Martin Currie Investment Management Ltd.,Fugro N.V.,0.34,2014-11-10,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,0.59,2014-11-10,archive
NL0000352565,TT International,Fugro N.V.,0.21,2014-11-10,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.74,2014-11-10,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.13,2014-11-07,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.48,2014-11-07,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.9,2014-11-07,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.07,2014-11-07,archive
NL0000352565,TT International,Fugro N.V.,0.62,2014-11-07,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.67,2014-11-07,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.47,2014-11-07,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.95,2014-11-06,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.73,2014-11-06,archive
NL0000352565,Citadel Advisors II LLC,Fugro N.V.,0.49,2014-11-06,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.33,2014-11-06,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.48,2014-11-06,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.28,2014-11-06,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.55,2014-11-06,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,4.01,2014-11-05,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,2.09,2014-11-05,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.99,2014-11-05,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.16,2014-11-05,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.59,2014-11-05,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.77,2014-11-04,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.78,2014-11-04,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.58,2014-11-04,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.62,2014-11-04,archive
NL0000352565,GAM Investment Management Lugano SA,Fugro N.V.,0.19,2014-11-04,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.61,2014-11-04,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.5,2014-11-04,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,3.52,2014-11-04,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.08,2014-11-04,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.73,2014-11-03,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,2014-11-03,archive
NL0000352565,Martin Currie Investment Management Ltd.,Fugro N.V.,0.55,2014-11-03,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,0.8,2014-11-03,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.66,2014-11-03,archive
NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.45,2014-11-03,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.6,2014-10-31,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.6,2014-10-31,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.16,2014-10-31,archive
NL0000352565,Citadel Advisors II LLC,Fugro N.V.,0.56,2014-10-31,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,2.32,2014-10-31,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,0.73,2014-10-31,archive
NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.51,2014-10-31,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.48,2014-10-30,archive
LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.71,2014-10-30,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.77,2014-10-30,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.02,2014-10-30,archive
NL0000352565,UBS Limited,Fugro N.V.,0.47,2014-10-30,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.76,2014-10-30,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.47,2014-10-29,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.69,2014-10-29,archive
NL0000352565,UBS Limited,Fugro N.V.,0.5,2014-10-29,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.35,2014-10-28,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.52,2014-10-28,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.14,2014-10-28,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.9,2014-10-28,archive
NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.63,2014-10-28,archive
NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.6,2014-10-27,archive
NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.31,2014-10-27,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.56,2014-10-27,archive
NL0000360618,"WorldQuant, LLC",SBM Offshore N.V.,0.56,2014-10-27,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.01,2014-10-24,archive
LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.65,2014-10-24,archive
NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.23,2014-10-24,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.61,2014-10-24,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.25,2014-10-24,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.8,2014-10-24,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,0.62,2014-10-24,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.99,2014-10-23,archive
NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.45,2014-10-23,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.89,2014-10-23,archive
NL0000387058,"Hound Partners, LLC",TomTom N.V.,1.11,2014-10-22,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.79,2014-10-22,archive
LU0569974404,TT International,Aperam S.A.,0.23,2014-10-22,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.9,2014-10-22,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,2.03,2014-10-21,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.49,2014-10-21,archive
NL0000360618,BlueCrest Capital Management Limited,SBM Offshore N.V.,0.51,2014-10-21,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.59,2014-10-21,archive
NL0000387058,"Hound Partners, LLC",TomTom N.V.,0.78,2014-10-21,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.83,2014-10-21,archive
LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.49,2014-10-21,archive
LU0569974404,TT International,Aperam S.A.,0.65,2014-10-21,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,2.99,2014-10-20,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.58,2014-10-20,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.49,2014-10-20,archive
NL0000387058,"Hound Partners, LLC",TomTom N.V.,0.52,2014-10-20,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.48,2014-10-20,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.55,2014-10-20,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.77,2014-10-20,archive
LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.51,2014-10-20,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.82,2014-10-20,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.32,2014-10-17,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.35,2014-10-17,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.84,2014-10-17,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.73,2014-10-17,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.53,2014-10-16,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,1.13,2014-10-16,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.65,2014-10-16,archive
NL0000352565,GAM Investment Management Lugano SA,Fugro N.V.,0.7,2014-10-16,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.57,2014-10-16,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.62,2014-10-16,archive
LU0569974404,TT International,Aperam S.A.,0.87,2014-10-16,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.66,2014-10-16,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.45,2014-10-15,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.91,2014-10-15,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.68,2014-10-15,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.91,2014-10-15,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.58,2014-10-15,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.26,2014-10-15,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.15,2014-10-15,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.57,2014-10-15,archive
NL0000360618,"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.5,2014-10-14,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.84,2014-10-14,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.69,2014-10-13,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.61,2014-10-13,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.09,2014-10-13,archive
LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.49,2014-10-13,archive
LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.51,2014-10-10,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.7,2014-10-10,archive
NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.58,2014-10-10,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.72,2014-10-10,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.1,2014-10-10,archive
LU0569974404,TT International,Aperam S.A.,0.76,2014-10-10,archive
NL0000337319,BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,0.32,2014-10-09,archive
NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.94,2014-10-09,archive
LU0569974404,TT International,Aperam S.A.,0.54,2014-10-09,archive
NL0000337319,BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,0.52,2014-10-08,archive
NL0000352565,Oxford Asset Management,Fugro N.V.,0.5,2014-10-08,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.42,2014-10-08,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.6,2014-10-07,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.05,2014-10-07,archive
NL0000352565,"WorldQuant, LLC",Fugro N.V.,0.5,2014-10-07,archive
LU0323134006,"AQR Capital Management, LLC",ArcelorMittal S.A.,0.59,2014-10-06,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.8,2014-10-06,archive
LU0569974404,Marshall Wace LLP,Aperam S.A.,0.51,2014-10-06,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.98,2014-10-06,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.96,2014-10-06,archive
NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.83,2014-10-06,archive
LU0569974404,TT International,Aperam S.A.,0.33,2014-10-06,archive
LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.49,2014-10-03,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.63,2014-10-03,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.06,2014-10-03,archive
LU0569974404,TT International,Aperam S.A.,0.53,2014-10-03,archive
NL0009432491,Adelphi Capital LLP,Koninklijke Vopak N.V.,0.55,2014-10-02,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.37,2014-10-02,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.39,2014-10-02,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.62,2014-10-01,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.66,2014-10-01,archive
NL0000360618,Man Investments Limited,SBM Offshore N.V.,0.53,2014-10-01,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.17,2014-10-01,archive
LU0569974404,TT International,Aperam S.A.,0.73,2014-10-01,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.64,2014-09-30,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.89,2014-09-30,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.23,2014-09-30,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.76,2014-09-29,archive
LU0569974404,"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.52,2014-09-29,archive
NL0000387058,"BlueMountain Capital Management, LLC",TomTom N.V.,0.55,2014-09-29,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.77,2014-09-29,archive
NL0009432491,Fil Investment Services (UK) Limited,Koninklijke Vopak N.V.,0.49,2014-09-29,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.31,2014-09-29,archive
NL0000337319,Oxford Asset Management,Koninklijke BAM Groep N.V.,0.73,2014-09-29,archive
LU0569974404,TT International,Aperam S.A.,0.67,2014-09-29,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.71,2014-09-26,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.53,2014-09-26,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.46,2014-09-26,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.97,2014-09-26,archive
LU0569974404,Millennium International Management LP,Aperam S.A.,0.48,2014-09-26,archive
NL0000352565,Lansdowne Partners (UK) LLP,Fugro N.V.,0.66,2014-09-25,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.51,2014-09-25,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.06,2014-09-25,archive
LU0569974404,Millennium International Management LP,Aperam S.A.,0.53,2014-09-25,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.63,2014-09-23,archive
NL0000352565,BlackRock Investment Management (UK) Limited,Fugro N.V.,0.6,2014-09-23,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.67,2014-09-23,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,2014-09-23,archive
NL0009269109,"BlackRock Institutional Trust Company, National Association",Koninklijke Heijmans N.V.,0.49,2014-09-22,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.91,2014-09-22,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.99,2014-09-22,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.74,2014-09-22,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.09,2014-09-22,archive
LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.54,2014-09-22,archive
LU0569974404,TT International,Aperam S.A.,0.5,2014-09-22,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.1,2014-09-19,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.29,2014-09-18,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,1.04,2014-09-18,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.3,2014-09-17,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.74,2014-09-17,archive
LU0569974404,Adage Capital Management L.P.,Aperam S.A.,3.12,2014-09-16,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.73,2014-09-15,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.9,2014-09-15,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.47,2014-09-12,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.62,2014-09-11,archive
NL0000337319,TT International,Koninklijke BAM Groep N.V.,0.43,2014-09-10,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.81,2014-09-09,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.85,2014-09-09,archive
LU0323134006,Odey Asset Management LLP,ArcelorMittal S.A.,0.49,2014-09-08,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.24,2014-09-03,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.53,2014-09-03,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.5,2014-09-03,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.51,2014-09-03,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.0,2014-09-02,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.72,2014-09-02,archive
NL0000352565,"AQR Capital Management, LLC",Fugro N.V.,1.19,2014-08-29,archive
NL0000352565,"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.5,2014-08-29,archive
NL0009432491,Fil Investment Services (UK) Limited,Koninklijke Vopak N.V.,0.59,2014-08-29,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.65,2014-08-28,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.73,2014-08-28,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.61,2014-08-28,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.59,2014-08-26,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.6,2014-08-25,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.72,2014-08-22,archive
NL0000360618,AKO Capital LLP,SBM Offshore N.V.,1.41,2014-08-21,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.53,2014-08-21,archive
NL0000360618,AKO Capital LLP,SBM Offshore N.V.,1.08,2014-08-20,archive
LU0569974404,BNP Paribas S.A.,Aperam S.A.,0.49,2014-08-20,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.63,2014-08-20,archive
NL0000337319,TT International,Koninklijke BAM Groep N.V.,0.51,2014-08-20,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.48,2014-08-18,archive
NL0000360618,"AQR Capital Management, LLC",SBM Offshore N.V.,1.5,2014-08-15,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,0.99,2014-08-15,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.6,2014-08-15,archive
NL0000360618,Marshall Wace LLP,SBM Offshore N.V.,0.54,2014-08-15,archive
NL0000360618,Egerton Capital (UK) LLP,SBM Offshore N.V.,0.57,2014-08-14,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.59,2014-08-14,archive
NL0000352565,Adelphi Capital LLP,Fugro N.V.,0.39,2014-08-13,archive
NL0000337319,TT International,Koninklijke BAM Groep N.V.,0.42,2014-08-13,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.38,2014-08-13,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.54,2014-08-12,archive
NL0000352565,Marshall Wace LLP,Fugro N.V.,1.0,2014-08-12,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.64,2014-08-12,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.55,2014-08-12,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.82,2014-08-11,archive
NL0000352565,GAM Investment Management Lugano SA,Fugro N.V.,0.6,2014-08-11,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.38,2014-08-11,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.54,2014-08-11,archive
NL0000337319,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,0.67,2014-08-11,archive
NL0009432491,Adelphi Capital LLP,Koninklijke Vopak N.V.,0.6,2014-08-08,archive
NL0000360618,AKO Capital LLP,SBM Offshore N.V.,0.91,2014-08-08,archive
LU0569974404,CQS (UK) LLP,Aperam S.A.,1.75,2014-08-08,archive
NL0000337319,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,0.5,2014-08-08,archive
NL0000337319,Marshall Wace LLP,Koninklijke BAM Groep N.V.,2.19,2014-08-08,archive
