isin,position_holder,issuer_name,position_date,net_short_position,source
NL0011794037,Ilex Capital Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,2024-10-21,0.59,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,2024-10-21,1.0,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-21,0.88,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-10-21,1.23,archive
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2024-10-21,1.03,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-18,1.55,archive
NL0015000CZ2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2024-10-18,0.44,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-18,0.92,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-10-18,1.08,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-18,1.0,archive
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2024-10-18,0.97,archive
NL0012866412,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,2024-10-17,0.5,archive
NL0000360618,Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-10-17,0.48,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-17,1.6,archive
NL0011794037,Ilex Capital Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,2024-10-17,0.6,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-17,1.08,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,2024-10-17,0.52,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-10-17,1.19,archive
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2024-10-17,0.76,archive
NL0011821392,AKO Capital LLP,Signify N.V.,2024-10-16,0.93,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-10-16,0.47,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,2024-10-16,0.66,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-10-16,0.78,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,2024-10-16,0.8,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2024-10-16,0.8,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-16,1.24,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-10-16,2.11,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-16,2.18,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-16,0.93,archive
NL0012817175,"WorldQuant, LLC",Alfen N.V.,2024-10-16,0.54,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-10-15,0.49,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-10-15,0.5,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-15,1.53,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-10-15,0.8,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,2024-10-15,1.08,archive
NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,2024-10-15,1.11,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-10-15,2.03,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-15,2.2,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-10-15,2.18,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-10-15,1.66,archive
NL0000888691,Actus Ray Partners Limited,AMG Critical Materials N.V.,2024-10-14,0.5,archive
NL0011794037,Ilex Capital Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,2024-10-14,0.59,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-14,1.46,archive
NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,2024-10-14,1.03,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-14,1.91,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-10-14,2.2,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,2024-10-14,0.71,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-10-14,1.2,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-10-11,1.0,archive
NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,2024-10-11,0.71,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-11,1.15,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,2024-10-11,0.98,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-10-11,1.37,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-10-11,2.01,archive
NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,2024-10-11,0.82,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-10-11,1.94,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-11,1.84,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-10-11,2.19,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-11,0.77,archive
NL0010391025,Qube Research & Technologies Ltd.,Pharming Group N.V.,2024-10-11,0.53,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-10-11,1.13,archive
NL0000379121,AKO Capital LLP,Randstad N.V.,2024-10-10,0.87,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-10-10,0.91,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-10-10,0.58,archive
NL0000360618,Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,2024-10-10,0.59,archive
NL0012866412,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,2024-10-10,0.65,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-10,1.26,archive
NL0010391025,GSA Capital Partners LLP,Pharming Group N.V.,2024-10-10,0.51,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-10,1.78,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-10,1.5,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,2024-10-10,0.49,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,2024-10-10,0.65,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-10-10,1.75,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-09,1.36,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-10-09,0.78,archive
NL0009739416,GSA Capital Partners LLP,PostNL N.V.,2024-10-09,0.51,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2024-10-09,0.71,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-10-09,1.93,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-10-09,2.2,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,2024-10-09,0.71,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-10-09,1.1,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-10-09,1.01,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-10-08,0.83,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,2024-10-08,0.78,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,2024-10-08,1.07,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2024-10-08,0.69,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-10-08,1.47,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-08,1.61,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-08,1.38,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,2024-10-07,0.41,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,2024-10-07,0.45,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-10-07,1.89,archive
NL0013332471,Otus Capital Management Ltd.,TomTom N.V.,2024-10-07,0.67,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-07,1.27,archive
NL0000352565,TFG Asset Management UK LLP,Fugro N.V.,2024-10-07,0.6,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2024-10-04,0.22,archive
NL0010391025,Citadel Advisors LLC,Pharming Group N.V.,2024-10-04,0.47,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,2024-10-04,0.54,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,2024-10-04,0.88,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-10-04,1.84,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2024-10-03,0.53,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-03,1.4,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-10-03,1.57,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-03,1.59,archive
NL0000888691,"PDT Partners, LLC",AMG Critical Materials N.V.,2024-10-03,0.5,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-03,1.44,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-10-03,1.79,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-03,0.8,archive
NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,2024-10-03,0.53,archive
NL0011821392,BlackRock Investment Management (UK) Limited,Signify N.V.,2024-10-02,0.6,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,2024-10-02,0.6,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,2024-10-02,0.72,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-10-02,1.8,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-02,0.79,archive
NL00150003E1,Balyasny Asset Management (UK) LLP,Fugro N.V.,2024-10-01,0.65,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-10-01,1.3,archive
NL0012817175,"Cubist Systematic Strategies, LLC",Alfen N.V.,2024-10-01,0.55,archive
NL0000009082,Marshall Wace LLP,Koninklijke KPN N.V.,2024-10-01,1.1,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,2024-10-01,0.58,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-10-01,1.62,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-10-01,1.9,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-10-01,1.2,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-10-01,1.0,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-10-01,0.8,archive
NL0011872650,Wellington Management International Ltd.,Basic-Fit N.V.,2024-10-01,0.68,archive
NL0012817175,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,2024-09-30,1.9,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-09-30,0.72,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,2024-09-30,0.89,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-30,1.69,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,2024-09-30,0.6,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-30,1.59,archive
BMG3602E1084,"PDT Partners, LLC",Flow Traders Ltd.,2024-09-30,0.48,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-30,1.12,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-09-30,0.79,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-27,0.42,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-27,1.29,archive
NL0010391025,Citadel Advisors LLC,Pharming Group N.V.,2024-09-27,0.52,archive
NL0010391025,Citadel Securities (Europe) Limited,Pharming Group N.V.,2024-09-27,0.33,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,2024-09-27,1.18,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,2024-09-27,0.45,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,2024-09-27,0.49,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,2024-09-27,0.51,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-09-27,0.82,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-27,0.34,archive
NL0012817175,Teacher Retirement System of Texas,Alfen N.V.,2024-09-27,0.59,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-09-26,0.65,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-26,0.54,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-26,1.46,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,2024-09-26,0.58,archive
NL0012047823,Citadel Securities (Europe) Limited,Avantium N.V.,2024-09-26,0.46,archive
NL0015000CZ2,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,2024-09-26,0.56,archive
NL0010391025,Citadel Securities (Europe) Limited,Pharming Group N.V.,2024-09-26,0.66,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-26,1.75,archive
LU0569974404,Millennium Capital Partners LLP,Aperam S.A.,2024-09-26,0.51,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-09-26,1.86,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-26,0.92,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-09-26,0.96,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-09-26,0.97,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-25,0.6,archive
NL0013267909,Marshall Wace LLP,Akzo Nobel N.V.,2024-09-25,0.6,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,2024-09-25,1.29,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-25,1.48,archive
NL0010558797,Qube Research & Technologies Ltd.,OCI N.V.,2024-09-25,0.96,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2024-09-25,0.49,archive
NL0011872650,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2024-09-24,1.19,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,2024-09-24,0.42,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-24,1.63,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-24,1.64,archive
LU0569974404,Qube Research & Technologies Ltd.,Aperam S.A.,2024-09-24,0.47,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-24,0.69,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-23,1.55,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,2024-09-23,0.73,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,2024-09-23,0.59,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-23,1.89,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-20,0.57,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-20,1.6,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,2024-09-20,0.5,archive
NL0009739416,Marshall Wace LLP,PostNL N.V.,2024-09-20,0.79,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-20,1.9,archive
NL0010391025,Millennium International Management LP,Pharming Group N.V.,2024-09-20,1.82,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-20,1.87,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-09-20,2.1,archive
NL0012047823,Qube Research & Technologies Ltd.,Avantium N.V.,2024-09-20,0.9,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-09-20,1.01,archive
BMG3602E1084,Qube Research & Technologies Ltd.,Flow Traders Ltd.,2024-09-20,1.78,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-09-20,1.01,archive
NL0013332471,Qube Research & Technologies Ltd.,TomTom N.V.,2024-09-20,0.52,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-20,0.72,archive
NL0010391025,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,2024-09-19,0.5,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-19,0.46,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,2024-09-19,0.49,archive
LU1598757687,Marshall Wace LLP,ArcelorMittal S.A.,2024-09-19,0.66,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-19,1.88,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-19,1.57,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-09-19,1.91,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-19,1.17,archive
NL0013332471,Qube Research & Technologies Ltd.,TomTom N.V.,2024-09-19,0.48,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-19,1.11,archive
NL0000888691,Acadian Asset Management LLC.,AMG Critical Materials N.V.,2024-09-18,0.6,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-18,1.5,archive
NL0012817175,Citadel Securities (Europe) Limited,Alfen N.V.,2024-09-18,0.68,archive
NL0000888691,Marshall Wace LLP,AMG Critical Materials N.V.,2024-09-18,1.31,archive
NL0012817175,Millennium Capital Partners LLP,Alfen N.V.,2024-09-18,1.94,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-18,1.66,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-09-18,1.88,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-18,1.3,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-09-18,2.01,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-18,0.51,archive
NL0000888691,"AQR Capital Management, LLC",AMG Critical Materials N.V.,2024-09-17,0.7,archive
NL0010583399,BlackRock Investment Management (UK) Limited,Corbion N.V.,2024-09-17,0.44,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-17,0.5,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-17,1.42,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-17,1.7,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-17,1.42,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,2024-09-17,0.31,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-17,1.0,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-16,0.63,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-16,1.54,archive
NL0000888691,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,2024-09-16,0.88,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-16,2.1,archive
NL0012817175,"PDT Partners, LLC",Alfen N.V.,2024-09-16,1.91,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-16,1.7,archive
NL0012817175,Systematica Investments Limited,Alfen N.V.,2024-09-16,0.45,archive
NL00150002Q7,Voleon Capital Management LP,Vivoryon Therapeutics N.V.,2024-09-16,0.49,archive
NL0012866412,"WorldQuant, LLC",BE Semiconductor Industries N.V.,2024-09-16,0.5,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-13,1.43,archive
NL0012817175,Millennium International Management LP,Alfen N.V.,2024-09-13,2.07,archive
NL0012817175,Qube Research & Technologies Ltd.,Alfen N.V.,2024-09-13,1.62,archive
NL0000888691,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,2024-09-13,1.98,archive
NL0011872650,Qube Research & Technologies Ltd.,Basic-Fit N.V.,2024-09-13,0.99,archive
NL0009739416,Qube Research & Technologies Ltd.,PostNL N.V.,2024-09-13,0.99,archive
NL0012817175,SIH Partners LLLP,Alfen N.V.,2024-09-13,0.5,archive
NL0006237562,SIH Partners LLLP,ARCADIS N.V.,2024-09-13,1.24,archive
BE0003818359,"Arrowstreet Capital, Limited Partnership",Galapagos NV,2024-09-12,1.27,archive
NL0000888691,Capital Fund Management S.A.,AMG Critical Materials N.V.,2024-09-12,0.74,archive
NL0012817175,Citadel Advisors LLC,Alfen N.V.,2024-09-12,1.5,archive
NL00150002Q7,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,2024-09-12,0.51,archive
NL0012817175,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,2024-09-12,0.96,archive
