position_holder,isin,issuer_name,position_date,net_short_position,source
ENA Investment Capital LLP,NL0011821392,Signify N.V.,2019-07-03,1.39,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-07-03,1.62,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-07-03,4.85,archive
Numeric Investors LLC,NL0009739416,PostNL N.V.,2019-07-03,0.5,archive
"WorldQuant, LLC",NL0012866412,BE Semiconductor Industries N.V.,2019-07-03,0.7,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-07-03,1.0,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-07-02,2.01,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2019-07-02,1.5,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,2019-07-02,1.1,archive
"BlackRock Institutional Trust Company, National Association",NL0009432491,Koninklijke Vopak N.V.,2019-07-02,0.48,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-07-02,0.56,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2019-07-02,0.7,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-07-02,1.57,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-07-02,4.79,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-07-02,1.82,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2019-07-02,1.07,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2019-07-02,1.8,archive
TT International,NL0010391025,Pharming Group N.V.,2019-07-02,0.79,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,2019-07-02,0.53,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-07-02,0.99,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2019-07-01,0.69,archive
ENA Investment Capital LLP,NL0011821392,Signify N.V.,2019-07-01,1.58,archive
Engadine Partners LLP,NL0006237562,ARCADIS N.V.,2019-07-01,0.37,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-07-01,1.49,archive
Marshall Wace LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-07-01,1.82,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2019-07-01,0.48,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2019-07-01,0.59,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-07-01,1.23,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-07-01,0.82,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2019-07-01,0.75,archive
Systematica Investments Limited,NL0009739416,PostNL N.V.,2019-07-01,0.63,archive
Wellington Management Company LLP,NL0000289213,Wereldhave N.V.,2019-07-01,0.46,archive
"WorldQuant, LLC",NL0012866412,BE Semiconductor Industries N.V.,2019-07-01,0.69,archive
Capital Fund Management S.A.,NL0009739416,PostNL N.V.,2019-06-28,1.68,archive
ENA Investment Capital LLP,NL0011821392,Signify N.V.,2019-06-28,1.74,archive
Marshall Wace LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-28,1.74,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-28,0.79,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-28,3.18,archive
Voleon Capital Management LP,NL0009269109,Koninklijke Heijmans N.V.,2019-06-28,0.59,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-27,1.96,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2019-06-27,1.22,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000289213,Wereldhave N.V.,2019-06-27,1.1,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2019-06-27,0.5,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-27,3.57,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,2019-06-27,1.0,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-06-27,1.71,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-27,1.19,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-27,0.8,archive
Numeric Investors LLC,NL0000888691,AMG Critical Materials N.V.,2019-06-27,0.42,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,2019-06-27,1.21,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-27,3.25,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2019-06-27,1.79,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,2019-06-27,0.49,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-27,0.8,archive
"BlackRock Institutional Trust Company, National Association",NL0009432491,Koninklijke Vopak N.V.,2019-06-26,0.5,archive
ENA Investment Capital LLP,NL0011821392,Signify N.V.,2019-06-26,1.51,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-26,1.52,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-26,1.2,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2019-06-26,1.1,archive
"PDT Partners, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-26,0.78,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-26,0.66,archive
Wellington Management Company LLP,NL0000289213,Wereldhave N.V.,2019-06-26,0.79,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-25,2.02,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0009739416,PostNL N.V.,2019-06-25,0.9,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-25,1.6,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-25,4.6,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2019-06-25,0.61,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-25,0.54,archive
Numeric Investors LLC,NL0000888691,AMG Critical Materials N.V.,2019-06-25,0.57,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-25,3.37,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-24,1.98,archive
Lancaster Investment Management LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-24,0.81,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-24,1.19,archive
Numeric Investors LLC,NL0000888691,AMG Critical Materials N.V.,2019-06-24,0.65,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-24,0.77,archive
Systematica Investments Limited,NL0009739416,PostNL N.V.,2019-06-24,0.59,archive
"WorldQuant, LLC",NL0012866412,BE Semiconductor Industries N.V.,2019-06-24,0.77,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-24,1.08,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-21,2.01,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-06-21,0.68,archive
ENA Investment Capital LLP,NL0011821392,Signify N.V.,2019-06-21,1.43,archive
Lancaster Investment Management LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-21,0.74,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-21,3.67,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-21,4.56,archive
Marshall Wace LLP,NL0011821392,Signify N.V.,2019-06-21,0.89,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-21,0.62,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-21,1.21,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-21,0.76,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-21,0.84,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-21,1.15,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2019-06-20,1.41,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0009739416,PostNL N.V.,2019-06-20,0.8,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-20,1.58,archive
Lancaster Investment Management LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-20,0.61,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-20,0.71,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2019-06-20,0.59,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-20,3.48,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,2019-06-20,0.59,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-20,0.78,archive
AHL Partners LLP,NL0000888691,AMG Critical Materials N.V.,2019-06-19,1.89,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-19,1.98,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,2019-06-19,0.86,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,2019-06-19,1.08,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2019-06-19,0.49,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,2019-06-19,0.97,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-19,4.65,archive
Marshall Wace LLP,NL0011821392,Signify N.V.,2019-06-19,0.95,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-06-19,1.6,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-19,1.19,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-19,0.81,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-19,0.95,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-19,0.8,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-19,1.28,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2019-06-19,0.79,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-18,2.04,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2019-06-18,1.13,archive
"BlackRock Institutional Trust Company, National Association",NL0009739416,PostNL N.V.,2019-06-18,0.5,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0009739416,PostNL N.V.,2019-06-18,0.76,archive
Marshall Wace LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-18,1.69,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-18,3.79,archive
RAM Active Investments SA,NL0009739416,PostNL N.V.,2019-06-18,0.62,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-18,3.57,archive
Systematica Investments Limited,NL0009739416,PostNL N.V.,2019-06-18,0.69,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,2019-06-18,0.68,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-18,0.73,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-06-17,0.79,archive
Lancaster Investment Management LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-17,0.56,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-17,0.49,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-17,1.05,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-17,1.39,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2019-06-17,0.87,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-14,1.98,archive
AXA Investment Managers Chorus Limited,NL0009739416,PostNL N.V.,2019-06-14,0.61,archive
Canada Pension Plan Investment Board,NL0000352565,Fugro N.V.,2019-06-14,0.91,archive
Marshall Wace LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-14,1.72,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-14,3.89,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-14,4.57,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-14,0.72,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-13,2.02,archive
BlackRock Investment Management (UK) Limited,NL0011821392,Signify N.V.,2019-06-13,1.68,archive
Canada Pension Plan Investment Board,NL0000352565,Fugro N.V.,2019-06-13,0.82,archive
Canada Pension Plan Investment Board,NL0009739416,PostNL N.V.,2019-06-13,0.7,archive
Capital Fund Management S.A.,NL0009739416,PostNL N.V.,2019-06-13,1.7,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-06-13,0.8,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-13,3.96,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-13,4.65,archive
Marshall Wace LLP,NL0011821392,Signify N.V.,2019-06-13,1.06,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-06-13,1.5,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,2019-06-13,1.17,archive
Susquehanna International Securities Limited,NL0000888691,AMG Critical Materials N.V.,2019-06-13,0.0,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-13,0.63,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,2019-06-13,0.48,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-12,1.65,archive
Lansdowne Partners (UK) LLP,NL0011821392,Signify N.V.,2019-06-12,0.54,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-12,4.03,archive
Marshall Wace LLP,NL0013332471,TomTom N.V.,2019-06-12,0.51,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-12,0.61,archive
Millennium International Management LP,NL0000888691,AMG Critical Materials N.V.,2019-06-12,1.24,archive
Numeric Investors LLC,NL0000888691,AMG Critical Materials N.V.,2019-06-12,0.79,archive
Susquehanna International Securities Limited,NL0000888691,AMG Critical Materials N.V.,2019-06-12,0.51,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,2019-06-12,1.18,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-12,0.55,archive
"WorldQuant, LLC",NL0012866412,BE Semiconductor Industries N.V.,2019-06-12,0.88,archive
AHL Partners LLP,NL0000888691,AMG Critical Materials N.V.,2019-06-11,1.94,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-11,1.9,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-11,1.83,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,2019-06-11,1.0,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,2019-06-11,0.9,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-06-11,0.79,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000352565,Fugro N.V.,2019-06-11,0.8,archive
CQS (UK) LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-11,0.56,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-11,1.59,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-11,4.13,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,2019-06-11,0.8,archive
"PDT Partners, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-11,0.84,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,2019-06-11,1.05,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2019-06-11,0.99,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-10,1.79,archive
"AQR Capital Management, LLC",BE0003818359,Galapagos NV,2019-06-10,1.98,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,2019-06-10,1.3,archive
Canada Pension Plan Investment Board,NL0000352565,Fugro N.V.,2019-06-10,0.71,archive
Capital Fund Management S.A.,NL0009739416,PostNL N.V.,2019-06-10,1.68,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0009739416,PostNL N.V.,2019-06-10,0.6,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2019-06-10,2.51,archive
Lansdowne Partners (UK) LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2019-06-10,0.49,archive
Marshall Wace LLP,NL0011794037,Koninklijke Ahold Delhaize N.V.,2019-06-10,0.6,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-10,4.73,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-10,0.53,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2019-06-10,1.01,archive
Odey Asset Management LLP,NL0000289213,Wereldhave N.V.,2019-06-10,0.49,archive
Susquehanna International Securities Limited,NL0000888691,AMG Critical Materials N.V.,2019-06-10,0.49,archive
AHL Partners LLP,NL0009739416,PostNL N.V.,2019-06-07,1.84,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,2019-06-07,1.63,archive
B&G Master Fund Plc,NL0000352565,Fugro N.V.,2019-06-07,0.6,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,2019-06-07,1.02,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,2019-06-07,0.8,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,2019-06-07,0.88,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0010391025,Pharming Group N.V.,2019-06-07,1.0,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2019-06-07,2.46,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2019-06-07,4.23,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,2019-06-07,0.71,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-06-07,1.47,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,2019-06-07,0.9,archive
Susquehanna International Securities Limited,NL0000888691,AMG Critical Materials N.V.,2019-06-07,0.52,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-07,0.46,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2019-06-07,1.01,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2019-06-06,0.79,archive
GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,NL0000289213,Wereldhave N.V.,2019-06-06,0.37,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-06,0.47,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,2019-06-06,0.63,archive
"Philadelphia Financial Management of San Francisco, LLC",NL0011279492,Flow Traders Ltd.,2019-06-06,0.47,archive
Susquehanna International Securities Limited,NL0000888691,AMG Critical Materials N.V.,2019-06-06,0.6,archive
Voleon Capital Management LP,NL0009269109,Koninklijke Heijmans N.V.,2019-06-06,0.69,archive
"WorldQuant, LLC",NL0009739416,PostNL N.V.,2019-06-06,0.99,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2019-06-05,1.61,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2019-06-05,0.8,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-05,1.6,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2019-06-05,2.37,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2019-06-05,0.5,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-05,4.66,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,2019-06-05,1.55,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,2019-06-05,0.51,archive
Millennium International Management LP,NL0000289213,Wereldhave N.V.,2019-06-05,0.9,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,2019-06-05,0.81,archive
Tower House Partners LLP,NL0011821392,Signify N.V.,2019-06-05,0.58,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,2019-06-05,0.71,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-05,1.46,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0009739416,PostNL N.V.,2019-06-04,0.51,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,2019-06-04,0.79,archive
"Eminence Capital, LP",NL0000888691,AMG Critical Materials N.V.,2019-06-04,3.9,archive
HBK Investments LP,NL0000352565,Fugro N.V.,2019-06-04,1.57,archive
Lansdowne Partners (UK) LLP,NL0006237562,ARCADIS N.V.,2019-06-04,2.25,archive
Marshall Wace LLP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-04,1.6,archive
Marshall Wace LLP,NL0009739416,PostNL N.V.,2019-06-04,4.57,archive
Millennium International Management LP,NL0011821392,Signify N.V.,2019-06-04,0.66,archive
"PDT Partners, LLC",NL0000888691,AMG Critical Materials N.V.,2019-06-04,0.99,archive
"PDT Partners, LLC",NL0009739416,PostNL N.V.,2019-06-04,0.54,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,2019-06-04,3.61,archive
Susquehanna International Holdings LLC,NL0009269109,Koninklijke Heijmans N.V.,2019-06-04,0.47,archive
Systematica Investments Limited,NL0009739416,PostNL N.V.,2019-06-04,0.7,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2019-06-04,1.5,archive
