issuer_name,isin,position_holder,net_short_position,position_date,source
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,1.31,2026-02-24,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.61,2026-02-23,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.63,2026-02-23,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,0.91,2026-02-23,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.8,2026-02-23,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.58,2026-02-20,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.6,2026-02-20,current
Shell plc,GB00BP6MXD84,"Elliott Investment Management, L.P",0.7,2026-02-20,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.84,2026-02-20,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.17,2026-02-20,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.48,2026-02-19,current
ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",0.62,2026-02-19,current
InPost S.A.,LU2290522684,"Two Sigma Investments, LP",0.7,2026-02-19,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.84,2026-02-19,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.39,2026-02-18,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.62,2026-02-18,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,1.23,2026-02-18,current
IMCD N.V.,NL0010801007,JPMorgan Asset Management (UK) Ltd.,0.72,2026-02-18,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,0.81,2026-02-18,current
IMCD N.V.,NL0010801007,"PDT Partners, LLC",0.63,2026-02-18,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.77,2026-02-18,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",3.25,2026-02-18,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.58,2026-02-17,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.59,2026-02-17,current
Signify N.V.,NL0011821392,Eleva Capital SAS,0.92,2026-02-17,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.07,2026-02-17,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.68,2026-02-17,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",3.11,2026-02-17,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.6,2026-02-16,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.6,2026-02-16,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.12,2026-02-16,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,0.7,2026-02-16,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.59,2026-02-13,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.79,2026-02-13,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.71,2026-02-13,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,0.68,2026-02-13,current
Theon International Plc,CY0200751713,"Two Sigma Investments, LP",0.61,2026-02-13,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.51,2026-02-13,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",3.01,2026-02-13,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",0.73,2026-02-12,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.45,2026-02-12,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.58,2026-02-12,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.38,2026-02-12,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,Marshall Wace LLP,0.5,2026-02-12,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.78,2026-02-12,current
InPost S.A.,LU2290522684,"Two Sigma Investments, LP",0.6,2026-02-12,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.43,2026-02-12,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.9,2026-02-12,current
IMCD N.V.,NL0010801007,Acadian Asset Management LLC.,0.5,2026-02-11,current
Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,1.08,2026-02-11,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",0.9,2026-02-11,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.57,2026-02-11,current
IMCD N.V.,NL0010801007,"Two Sigma Investments, LP",0.6,2026-02-11,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.39,2026-02-11,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.58,2026-02-10,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.79,2026-02-10,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,1.1,2026-02-10,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.64,2026-02-10,current
Theon International Plc,CY0200751713,Qube Research & Technologies Ltd.,0.5,2026-02-10,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.09,2026-02-10,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.41,2026-02-10,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.59,2026-02-06,current
Pharming Group N.V.,NL0010391025,"D. E. Shaw & Co., L.P.",0.6,2026-02-06,current
Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.59,2026-02-06,current
IMCD N.V.,NL0010801007,"PDT Partners, LLC",0.5,2026-02-06,current
ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",0.6,2026-02-05,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",1.05,2026-02-05,current
Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,0.93,2026-02-05,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.6,2026-02-05,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,1.02,2026-02-05,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.5,2026-02-04,current
IMCD N.V.,NL0010801007,Caisse de dépôt et placement du Québec,0.66,2026-02-04,current
Pharming Group N.V.,NL0010391025,"D. E. Shaw & Co., L.P.",0.59,2026-02-04,current
Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,0.89,2026-02-04,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.82,2026-02-04,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.51,2026-02-04,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.38,2026-02-04,current
Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,1.12,2026-02-03,current
IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",0.9,2026-02-03,current
Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,0.8,2026-02-03,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.5,2026-02-03,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.41,2026-02-03,current
Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,0.9,2026-02-03,current
CVC Capital Partners plc,JE00BRX98089,Qube Research & Technologies Ltd.,0.5,2026-02-03,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.46,2026-02-03,current
Signify N.V.,NL0011821392,"AQR Capital Management, LLC",0.91,2026-02-02,current
Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,0.66,2026-02-02,current
Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,0.74,2026-02-02,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.42,2026-02-02,current
ARCADIS N.V.,NL0006237562,"D. E. Shaw & Co., L.P.",0.5,2026-02-02,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,0.93,2026-02-02,current
Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,0.89,2026-02-02,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.78,2026-02-02,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.45,2026-02-02,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.8,2026-02-02,current
Universal Music Group N.V.,NL0015000IY2,"AQR Capital Management, LLC",0.5,2026-01-30,current
Signify N.V.,NL0011821392,Citadel Advisors Europe Limited,0.63,2026-01-30,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.25,2026-01-30,current
Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",0.9,2026-01-30,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.39,2026-01-30,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.76,2026-01-30,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.19,2026-01-30,current
Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,0.72,2026-01-29,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.1,2026-01-29,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,0.8,2026-01-29,current
Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.68,2026-01-29,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",1.1,2026-01-28,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,1.03,2026-01-28,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.61,2026-01-28,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,0.67,2026-01-28,current
Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,1.07,2026-01-27,current
IMCD N.V.,NL0010801007,Caisse de dépôt et placement du Québec,0.57,2026-01-27,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.9,2026-01-27,current
Signify N.V.,NL0011821392,Eleva Capital SAS,0.78,2026-01-27,current
Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.72,2026-01-27,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.62,2026-01-26,current
Akzo Nobel N.V.,NL0013267909,Davidson Kempner Capital Management LP,0.51,2026-01-26,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.49,2026-01-26,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.5,2026-01-26,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.72,2026-01-26,current
ARCADIS N.V.,NL0006237562,"AQR Capital Management, LLC",0.5,2026-01-22,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.69,2026-01-22,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.89,2026-01-22,current
Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,0.91,2026-01-22,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.49,2026-01-22,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",1.02,2026-01-21,current
Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,0.87,2026-01-21,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.89,2026-01-21,current
IMCD N.V.,NL0010801007,"Two Sigma Investments, LP",0.51,2026-01-21,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.61,2026-01-21,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.81,2026-01-20,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.6,2026-01-20,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.9,2026-01-20,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.77,2026-01-19,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.78,2026-01-19,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.55,2026-01-19,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.53,2026-01-19,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.4,2026-01-16,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.38,2026-01-16,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.9,2026-01-16,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.59,2026-01-15,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.81,2026-01-15,current
Wolters Kluwer N.V.,NL0000395903,"D. E. Shaw & Co., L.P.",0.51,2026-01-15,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.78,2026-01-14,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.59,2026-01-14,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.28,2026-01-14,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.81,2026-01-13,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.3,2026-01-13,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.41,2026-01-13,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.7,2026-01-12,current
Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",0.89,2026-01-12,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.8,2026-01-12,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.42,2026-01-12,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.37,2026-01-12,current
Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,0.91,2026-01-09,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.6,2026-01-09,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.69,2026-01-09,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.88,2026-01-09,current
Shell plc,GB00BP6MXD84,"Elliott Investment Management, L.P",0.6,2026-01-09,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.69,2026-01-09,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.29,2026-01-09,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.39,2026-01-08,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.57,2026-01-08,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.7,2026-01-08,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.78,2026-01-08,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.9,2026-01-08,current
Signify N.V.,NL0011821392,"PDT Partners, LLC",0.7,2026-01-08,current
Theon International Plc,CY0200751713,"Two Sigma Investments, LP",0.59,2026-01-08,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.33,2026-01-08,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.23,2026-01-08,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.61,2026-01-07,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.6,2026-01-07,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.89,2026-01-07,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.41,2026-01-06,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.67,2026-01-06,current
Theon International Plc,CY0200751713,"Two Sigma Investments, LP",0.6,2026-01-06,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.39,2026-01-05,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.4,2026-01-05,current
Theon International Plc,CY0200751713,"Two Sigma Investments, LP",0.59,2026-01-05,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.22,2026-01-05,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.14,2026-01-05,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.68,2026-01-02,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.78,2026-01-02,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.78,2026-01-02,current
InPost S.A.,LU2290522684,"Two Sigma Investments, LP",0.54,2026-01-02,current
Theon International Plc,CY0200751713,"Two Sigma Investments, LP",0.6,2026-01-02,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.08,2026-01-02,current
Signify N.V.,NL0011821392,Citadel Advisors LLC,0.5,2025-12-30,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.18,2025-12-30,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.11,2025-12-30,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.77,2025-12-29,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.8,2025-12-29,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.79,2025-12-24,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.02,2025-12-24,current
IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",0.8,2025-12-23,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.4,2025-12-23,current
Akzo Nobel N.V.,NL0013267909,LMR Partners LLP,0.62,2025-12-22,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.88,2025-12-22,current
ArcelorMittal S.A.,LU1598757687,"AQR Capital Management, LLC",0.5,2025-12-19,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,0.99,2025-12-19,current
Fugro N.V.,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,0.68,2025-12-18,current
PostNL N.V.,NL0009739416,Citadel Advisors LLC,0.5,2025-12-17,current
Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.88,2025-12-17,current
IMCD N.V.,NL0010801007,"Arrowstreet Capital, Limited Partnership",0.7,2025-12-16,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",2.0,2025-12-16,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.3,2025-12-15,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.39,2025-12-12,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.59,2025-12-12,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",0.99,2025-12-12,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.3,2025-12-12,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.29,2025-12-11,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.93,2025-12-11,current
Akzo Nobel N.V.,NL0013267909,LMR Partners LLP,0.51,2025-12-10,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.4,2025-12-09,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.88,2025-12-09,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.3,2025-12-09,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.91,2025-12-08,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.8,2025-12-08,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.39,2025-12-05,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.9,2025-12-05,current
Signify N.V.,NL0011821392,"AQR Capital Management, LLC",0.81,2025-12-04,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.89,2025-12-04,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.08,2025-12-04,current
IMCD N.V.,NL0010801007,"BlackRock Financial Management, Inc.",1.4,2025-12-03,current
Pharming Group N.V.,NL0010391025,Lazard Asset Management LLC,0.83,2025-12-03,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.74,2025-12-02,current
Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",0.99,2025-12-01,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.19,2025-12-01,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.69,2025-12-01,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",0.9,2025-11-28,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.6,2025-11-28,current
DSM-Firmenich AG,CH1216478797,Ilex Capital Partners (UK) LLP,1.2,2025-11-28,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.78,2025-11-28,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.71,2025-11-27,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.27,2025-11-27,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.84,2025-11-27,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.81,2025-11-26,current
IMCD N.V.,NL0010801007,"BlackRock Advisors, LLC",0.89,2025-11-25,current
ARCADIS N.V.,NL0006237562,Squarepoint Ops LLC,1.2,2025-11-25,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.36,2025-11-25,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.93,2025-11-25,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.82,2025-11-24,current
Basic-Fit N.V.,NL0011872650,"D. E. Shaw & Co., L.P.",1.0,2025-11-24,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.62,2025-11-24,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.41,2025-11-24,current
Signify N.V.,NL0011821392,Eleva Capital SAS,0.61,2025-11-21,current
Shell plc,GB00BP6MXD84,"Elliott Investment Management, L.P",0.59,2025-11-21,current
PostNL N.V.,NL0009739416,Marshall Wace LLP,0.89,2025-11-21,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.51,2025-11-21,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.85,2025-11-21,current
Basic-Fit N.V.,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.9,2025-11-20,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.5,2025-11-20,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.61,2025-11-20,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.37,2025-11-19,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.55,2025-11-19,current
Signify N.V.,NL0011821392,"AQR Capital Management, LLC",0.7,2025-11-18,current
Pharming Group N.V.,NL0010391025,Capstone Volatility Master (Cayman) Limited,1.02,2025-11-18,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.44,2025-11-18,current
Akzo Nobel N.V.,NL0013267909,AKO Capital LLP,1.11,2025-11-17,current
Signify N.V.,NL0011821392,Marshall Wace LLP,1.24,2025-11-17,current
Alfen N.V.,NL0012817175,"WorldQuant, LLC",1.41,2025-11-17,current
Alfen N.V.,NL0012817175,Voleon Capital Management LP,1.31,2025-11-14,current
Alfen N.V.,NL0012817175,"D. E. Shaw & Co., L.P.",1.74,2025-11-13,current
BE Semiconductor Industries N.V.,NL0012866412,"D. E. Shaw & Co., L.P.",0.79,2025-11-13,current
PostNL N.V.,NL0009739416,"D. E. Shaw & Co., L.P.",1.0,2025-11-13,current
Wereldhave N.V.,NL0000289213,Citadel Advisors LLC,0.59,2025-11-12,current
