position_holder,net_short_position,isin,position_date,issuer_name,source
Qube Research & Technologies Ltd.,1.31,NL0012817175,2023-08-28,Alfen N.V.,archive
Squarepoint Ops LLC,0.69,NL0012817175,2023-08-28,Alfen N.V.,archive
"WorldQuant, LLC",0.62,NL0012817175,2023-08-28,Alfen N.V.,archive
AHL Partners LLP,0.7,NL0000888691,2023-08-25,AMG Critical Materials N.V.,archive
Janus Henderson Investors UK Limited,1.12,NL00150002Q7,2023-08-25,Vivoryon Therapeutics N.V.,archive
Citadel Advisors LLC,0.63,NL0012817175,2023-08-24,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.93,NL0000888691,2023-08-24,AMG Critical Materials N.V.,archive
"ExodusPoint Capital Management, LP",0.49,LU0569974404,2023-08-24,Aperam S.A.,archive
Millennium Capital Management France SAS,0.7,NL0012866412,2023-08-24,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,0.37,NL0012817175,2023-08-24,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.5,BE0003818359,2023-08-24,Galapagos NV,archive
Voleon Capital Management LP,0.64,NL0012817175,2023-08-24,Alfen N.V.,archive
"WorldQuant, LLC",0.5,NL0012817175,2023-08-24,Alfen N.V.,archive
CapeView Capital LLP,0.63,NL0011872650,2023-08-23,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.52,NL0012817175,2023-08-23,Alfen N.V.,archive
Marshall Wace LLP,0.49,NL0012817175,2023-08-23,Alfen N.V.,archive
Marshall Wace LLP,0.88,NL0000337319,2023-08-23,Koninklijke BAM Groep N.V.,archive
Millennium Capital Management France SAS,0.67,NL0012866412,2023-08-23,BE Semiconductor Industries N.V.,archive
Qube Research & Technologies Ltd.,1.25,NL0012817175,2023-08-23,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.48,BE0003818359,2023-08-23,Galapagos NV,archive
Squarepoint Ops LLC,0.71,NL0012817175,2023-08-23,Alfen N.V.,archive
Janus Henderson Investors UK Limited,1.03,NL00150002Q7,2023-08-22,Vivoryon Therapeutics N.V.,archive
Marshall Wace LLP,0.5,NL0010391025,2023-08-22,Pharming Group N.V.,archive
Millennium International Management LP,0.57,NL0012817175,2023-08-22,Alfen N.V.,archive
Syquant Capital,0.48,NL0000009082,2023-08-22,Koninklijke KPN N.V.,archive
AHL Partners LLP,0.6,NL0000888691,2023-08-21,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co. (London), LLP",0.55,NL0011872650,2023-08-21,Basic-Fit N.V.,archive
"D. E. Shaw & Co., L.P.",0.5,NL0012817175,2023-08-21,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.88,NL0000888691,2023-08-21,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",0.48,NL0010801007,2023-08-18,IMCD N.V.,archive
"D. E. Shaw & Co., L.P.",0.91,NL0000888691,2023-08-18,AMG Critical Materials N.V.,archive
Greenvale Capital LLP,0.61,NL0000009538,2023-08-18,Koninklijke Philips N.V.,archive
Marshall Wace LLP,0.78,NL0012817175,2023-08-18,Alfen N.V.,archive
Syquant Capital,0.5,NL0000009082,2023-08-18,Koninklijke KPN N.V.,archive
Toscafund Asset Management LLP,1.05,NL0000289213,2023-08-18,Wereldhave N.V.,archive
AKO Capital LLP,0.56,NL0011821392,2023-08-17,Signify N.V.,archive
CapeView Capital LLP,0.51,NL0011872650,2023-08-17,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.53,NL0000337319,2023-08-17,Koninklijke BAM Groep N.V.,archive
Citadel Advisors LLC,0.83,NL0000009538,2023-08-17,Koninklijke Philips N.V.,archive
Marshall Wace LLP,0.92,NL0000337319,2023-08-17,Koninklijke BAM Groep N.V.,archive
Pantechnicon Advisors LLP,0.59,LU0569974404,2023-08-17,Aperam S.A.,archive
Qube Research & Technologies Ltd.,0.72,NL0009739416,2023-08-17,PostNL N.V.,archive
Syquant Capital,0.49,NL0000009082,2023-08-17,Koninklijke KPN N.V.,archive
Viking Global Investors LP,0.58,NL0000009538,2023-08-17,Koninklijke Philips N.V.,archive
AHL Partners LLP,0.5,NL0000888691,2023-08-16,AMG Critical Materials N.V.,archive
"AQR Capital Management, LLC",0.5,NL0010801007,2023-08-16,IMCD N.V.,archive
Citadel Advisors LLC,0.79,NL0000009538,2023-08-16,Koninklijke Philips N.V.,archive
"D. E. Shaw & Co., L.P.",0.83,NL0000888691,2023-08-16,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.87,NL0012817175,2023-08-16,Alfen N.V.,archive
Syquant Capital,0.5,NL0000009082,2023-08-16,Koninklijke KPN N.V.,archive
UBS Asset Management (UK) Ltd.,0.49,NL0009739416,2023-08-16,PostNL N.V.,archive
Walleye Capital LLC,0.41,NL0012817175,2023-08-16,Alfen N.V.,archive
Citadel Advisors LLC,0.8,NL0000009538,2023-08-15,Koninklijke Philips N.V.,archive
Marble Bar Asset Management LLP,0.0,NL0012817175,2023-08-15,Alfen N.V.,archive
Marshall Wace LLP,0.91,NL0012817175,2023-08-15,Alfen N.V.,archive
Qube Research & Technologies Ltd.,1.1,NL0012817175,2023-08-15,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.69,NL0009739416,2023-08-15,PostNL N.V.,archive
Squarepoint Ops LLC,0.62,NL0012817175,2023-08-15,Alfen N.V.,archive
Syquant Capital,0.49,NL0000009082,2023-08-15,Koninklijke KPN N.V.,archive
Toscafund Asset Management LLP,1.18,NL0000289213,2023-08-15,Wereldhave N.V.,archive
Voleon Capital Management LP,0.52,NL0012817175,2023-08-15,Alfen N.V.,archive
Millennium International Management LP,0.69,NL0012817175,2023-08-14,Alfen N.V.,archive
Squarepoint Ops LLC,0.59,NL0012817175,2023-08-14,Alfen N.V.,archive
Walleye Capital LLC,0.5,NL0012817175,2023-08-14,Alfen N.V.,archive
Capital Fund Management S.A.,0.49,NL0000888691,2023-08-11,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.47,NL0010391025,2023-08-11,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.7,NL0000888691,2023-08-11,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.49,NL0012969182,2023-08-11,Adyen N.V.,archive
Qube Research & Technologies Ltd.,0.7,NL0009739416,2023-08-11,PostNL N.V.,archive
Viking Global Investors LP,0.61,NL0000009538,2023-08-11,Koninklijke Philips N.V.,archive
Walleye Capital LLC,0.49,NL0012817175,2023-08-11,Alfen N.V.,archive
AKO Capital LLP,0.69,NL0011821392,2023-08-10,Signify N.V.,archive
Marshall Wace LLP,1.09,NL0012817175,2023-08-10,Alfen N.V.,archive
Millennium Capital Management France SAS,0.7,NL0012866412,2023-08-10,BE Semiconductor Industries N.V.,archive
Qube Research & Technologies Ltd.,0.81,NL0012817175,2023-08-10,Alfen N.V.,archive
Syquant Capital,0.5,NL0000009082,2023-08-10,Koninklijke KPN N.V.,archive
"WorldQuant, LLC",0.48,NL0012817175,2023-08-10,Alfen N.V.,archive
Citadel Advisors LLC,0.36,NL0012817175,2023-08-09,Alfen N.V.,archive
Citadel Advisors LLC,0.55,NL0010391025,2023-08-09,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.47,NL0012817175,2023-08-09,Alfen N.V.,archive
JPMorgan Asset Management (UK) Ltd.,0.48,NL0009739416,2023-08-09,PostNL N.V.,archive
Millennium International Management LP,0.78,NL0012817175,2023-08-09,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.79,NL0012817175,2023-08-09,Alfen N.V.,archive
Citadel Advisors LLC,0.4,NL0000888691,2023-08-08,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.65,NL0010391025,2023-08-08,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.51,NL0012817175,2023-08-08,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.61,NL0000888691,2023-08-08,AMG Critical Materials N.V.,archive
Janus Henderson Investors UK Limited,0.94,NL00150002Q7,2023-08-08,Vivoryon Therapeutics N.V.,archive
Squarepoint Ops LLC,0.62,NL0012817175,2023-08-08,Alfen N.V.,archive
"WorldQuant, LLC",0.57,NL0012817175,2023-08-08,Alfen N.V.,archive
CapeView Capital LLP,0.43,NL0011872650,2023-08-07,Basic-Fit N.V.,archive
Capital Fund Management S.A.,0.5,NL0000888691,2023-08-07,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.51,NL0012817175,2023-08-07,Alfen N.V.,archive
Marshall Wace LLP,0.5,NL0012969182,2023-08-07,Adyen N.V.,archive
Marshall Wace LLP,1.19,NL0012817175,2023-08-07,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.51,BE0003818359,2023-08-07,Galapagos NV,archive
Citadel Advisors LLC,0.57,NL0000888691,2023-08-04,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.48,NL0006237562,2023-08-04,ARCADIS N.V.,archive
Marshall Wace LLP,0.49,NL0012969182,2023-08-04,Adyen N.V.,archive
Millennium International Management LP,0.82,NL0012817175,2023-08-04,Alfen N.V.,archive
Squarepoint Ops LLC,0.58,NL0012817175,2023-08-04,Alfen N.V.,archive
Citadel Advisors LLC,0.48,NL0012817175,2023-08-03,Alfen N.V.,archive
Citadel Advisors LLC,0.72,NL0000009538,2023-08-03,Koninklijke Philips N.V.,archive
"D. E. Shaw & Co., L.P.",0.49,NL0012817175,2023-08-03,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.58,NL0000888691,2023-08-03,AMG Critical Materials N.V.,archive
Marshall Wace LLP,0.5,NL0012969182,2023-08-03,Adyen N.V.,archive
Citadel Advisors LLC,0.52,NL0012817175,2023-08-02,Alfen N.V.,archive
Citadel Advisors LLC,0.78,NL0000888691,2023-08-02,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.5,NL0006237562,2023-08-02,ARCADIS N.V.,archive
Citadel Advisors LLC,0.72,NL0010391025,2023-08-02,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.5,NL0012817175,2023-08-02,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.6,NL0000888691,2023-08-02,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.28,NL0012817175,2023-08-02,Alfen N.V.,archive
Millennium International Management LP,0.74,NL0012817175,2023-08-02,Alfen N.V.,archive
Syquant Capital,0.49,NL0000009082,2023-08-02,Koninklijke KPN N.V.,archive
"WorldQuant, LLC",0.69,NL0012817175,2023-08-02,Alfen N.V.,archive
Citadel Advisors LLC,0.8,NL0000888691,2023-08-01,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.62,NL0010391025,2023-08-01,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.53,NL0000888691,2023-08-01,AMG Critical Materials N.V.,archive
Marshall Wace LLP,1.37,NL0012817175,2023-08-01,Alfen N.V.,archive
Pantechnicon Advisors LLP,0.6,LU0569974404,2023-08-01,Aperam S.A.,archive
AKO Capital LLP,0.7,NL0011821392,2023-07-31,Signify N.V.,archive
Citadel Advisors LLC,0.73,NL0000888691,2023-07-31,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.56,NL0010391025,2023-07-31,Pharming Group N.V.,archive
Marshall Wace LLP,0.8,NL0000337319,2023-07-31,Koninklijke BAM Groep N.V.,archive
Qube Research & Technologies Ltd.,0.83,NL0012817175,2023-07-31,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.48,BE0003818359,2023-07-31,Galapagos NV,archive
Squarepoint Ops LLC,0.6,NL0012817175,2023-07-31,Alfen N.V.,archive
Voleon Capital Management LP,0.47,NL0012817175,2023-07-31,Alfen N.V.,archive
Millennium Capital Partners LLP,0.45,NL0011821392,2023-07-28,Signify N.V.,archive
Millennium International Management LP,0.66,NL0012817175,2023-07-28,Alfen N.V.,archive
Voleon Capital Management LP,0.51,NL0012817175,2023-07-28,Alfen N.V.,archive
"WorldQuant, LLC",0.75,NL0012817175,2023-07-28,Alfen N.V.,archive
CapeView Capital LLP,0.51,NL0011872650,2023-07-27,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.65,NL0000888691,2023-07-27,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,0.65,NL0000009538,2023-07-27,Koninklijke Philips N.V.,archive
Citadel Advisors LLC,0.69,NL0010391025,2023-07-27,Pharming Group N.V.,archive
Citadel Advisors LLC,0.44,NL0011821392,2023-07-27,Signify N.V.,archive
Marshall Wace LLP,1.49,NL0012817175,2023-07-27,Alfen N.V.,archive
Millennium International Management LP,0.57,NL0012817175,2023-07-27,Alfen N.V.,archive
Pantechnicon Advisors LLP,0.59,LU0569974404,2023-07-27,Aperam S.A.,archive
Citadel Advisors LLC,0.7,NL0010391025,2023-07-26,Pharming Group N.V.,archive
Greenvale Capital LLP,0.51,NL0000009538,2023-07-26,Koninklijke Philips N.V.,archive
Millennium Capital Partners LLP,0.53,NL0011821392,2023-07-26,Signify N.V.,archive
"Woodson Capital Master Fund, LP",0.46,NL0000289213,2023-07-26,Wereldhave N.V.,archive
"WorldQuant, LLC",0.49,NL0010391025,2023-07-26,Pharming Group N.V.,archive
BlackRock Investment Management (UK) Limited,2.71,NL0011872650,2023-07-25,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.52,NL0000009538,2023-07-25,Koninklijke Philips N.V.,archive
Marshall Wace LLP,1.58,NL0012817175,2023-07-25,Alfen N.V.,archive
Voleon Capital Management LP,0.49,NL0012817175,2023-07-25,Alfen N.V.,archive
Citadel Advisors LLC,0.45,NL0012817175,2023-07-24,Alfen N.V.,archive
Citadel Advisors LLC,0.47,NL0000009538,2023-07-24,Koninklijke Philips N.V.,archive
Pantechnicon Advisors LLP,0.6,LU0569974404,2023-07-24,Aperam S.A.,archive
Syquant Capital,0.5,NL0000009082,2023-07-24,Koninklijke KPN N.V.,archive
Viking Global Investors LP,0.58,NL0000009538,2023-07-24,Koninklijke Philips N.V.,archive
Walleye Capital LLC,0.5,NL0012817175,2023-07-24,Alfen N.V.,archive
"Woodson Capital Master Fund, LP",0.76,NL0000289213,2023-07-24,Wereldhave N.V.,archive
"AQR Capital Management, LLC",0.49,NL0000360618,2023-07-21,SBM Offshore N.V.,archive
Citadel Advisors LLC,0.65,NL0010391025,2023-07-21,Pharming Group N.V.,archive
Millennium International Management LP,0.6,NL0012817175,2023-07-21,Alfen N.V.,archive
Voleon Capital Management LP,0.5,NL0012817175,2023-07-21,Alfen N.V.,archive
"Woodson Capital Master Fund, LP",0.87,NL0000289213,2023-07-20,Wereldhave N.V.,archive
"WorldQuant, LLC",0.55,NL0010391025,2023-07-20,Pharming Group N.V.,archive
Citadel Advisors LLC,0.51,NL0012817175,2023-07-19,Alfen N.V.,archive
Citadel Advisors LLC,0.72,NL0010391025,2023-07-19,Pharming Group N.V.,archive
Citadel Advisors LLC,0.51,NL0011821392,2023-07-19,Signify N.V.,archive
"D. E. Shaw & Co., L.P.",0.49,NL0012817175,2023-07-19,Alfen N.V.,archive
Kuvari Partners LLP,0.45,NL0012817175,2023-07-19,Alfen N.V.,archive
Marshall Wace LLP,0.71,NL0000337319,2023-07-19,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,1.69,NL0012817175,2023-07-18,Alfen N.V.,archive
Millennium International Management LP,0.59,NL0012817175,2023-07-18,Alfen N.V.,archive
Syquant Capital,0.46,NL0000009082,2023-07-18,Koninklijke KPN N.V.,archive
"WorldQuant, LLC",0.81,NL0012817175,2023-07-18,Alfen N.V.,archive
Marshall Wace LLP,1.7,NL0012817175,2023-07-17,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.69,NL0009739416,2023-07-17,PostNL N.V.,archive
ShadowFall Capital & Research LLP,0.46,NL0011872650,2023-07-17,Basic-Fit N.V.,archive
Syquant Capital,0.53,NL0000009082,2023-07-17,Koninklijke KPN N.V.,archive
AKO Capital LLP,0.84,NL0011821392,2023-07-14,Signify N.V.,archive
Citadel Advisors LLC,0.46,NL0012817175,2023-07-13,Alfen N.V.,archive
Marshall Wace LLP,0.61,NL0000337319,2023-07-13,Koninklijke BAM Groep N.V.,archive
Qube Research & Technologies Ltd.,0.79,NL0012817175,2023-07-13,Alfen N.V.,archive
"Tenor Capital Management Company, L.P.",0.48,NL0012169213,2023-07-13,Qiagen N.V.,archive
Citadel Advisors LLC,0.5,NL0000009538,2023-07-12,Koninklijke Philips N.V.,archive
Eleva Capital SAS,0.32,NL0000289213,2023-07-12,Wereldhave N.V.,archive
Marshall Wace LLP,0.49,NL0000379121,2023-07-12,Randstad N.V.,archive
Voleon Capital Management LP,0.45,NL0012817175,2023-07-12,Alfen N.V.,archive
Walleye Capital LLC,0.49,NL0012817175,2023-07-12,Alfen N.V.,archive
"WorldQuant, LLC",0.77,NL0012817175,2023-07-12,Alfen N.V.,archive
Citadel Advisors LLC,0.67,NL0010391025,2023-07-11,Pharming Group N.V.,archive
Eleva Capital SAS,0.69,NL0000289213,2023-07-11,Wereldhave N.V.,archive
Qube Research & Technologies Ltd.,0.88,NL0012817175,2023-07-11,Alfen N.V.,archive
"Woodson Capital Master Fund, LP",1.08,NL0000289213,2023-07-11,Wereldhave N.V.,archive
Millennium Capital Partners LLP,0.47,LU0569974404,2023-07-10,Aperam S.A.,archive
Millennium International Management LP,0.66,NL0012817175,2023-07-10,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.7,NL0009739416,2023-07-10,PostNL N.V.,archive
Viking Global Investors LP,0.67,NL0000009538,2023-07-10,Koninklijke Philips N.V.,archive
"AQR Capital Management, LLC",0.48,NL0010801007,2023-07-07,IMCD N.V.,archive
Citadel Advisors LLC,0.57,NL0012817175,2023-07-07,Alfen N.V.,archive
Eleva Capital SAS,0.77,NL0000289213,2023-07-07,Wereldhave N.V.,archive
Qube Research & Technologies Ltd.,0.92,NL0012817175,2023-07-07,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.59,BE0003818359,2023-07-07,Galapagos NV,archive
Walleye Capital LLC,0.5,NL0012817175,2023-07-07,Alfen N.V.,archive
"WorldQuant, LLC",0.81,NL0012817175,2023-07-07,Alfen N.V.,archive
Citadel Advisors LLC,0.66,NL0012817175,2023-07-06,Alfen N.V.,archive
Kuvari Partners LLP,0.58,NL0012817175,2023-07-06,Alfen N.V.,archive
Marshall Wace LLP,1.67,NL0012817175,2023-07-06,Alfen N.V.,archive
Millennium International Management LP,0.55,NL0012817175,2023-07-06,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.88,NL0012817175,2023-07-06,Alfen N.V.,archive
ShadowFall Capital & Research LLP,0.5,NL0011872650,2023-07-06,Basic-Fit N.V.,archive
AHL Partners LLP,0.49,BE0003818359,2023-07-05,Galapagos NV,archive
BlackRock Investment Management (UK) Limited,2.62,NL0011872650,2023-07-05,Basic-Fit N.V.,archive
Citadel Advisors LLC,0.47,NL0011821392,2023-07-05,Signify N.V.,archive
Eleva Capital SAS,0.89,NL0000289213,2023-07-05,Wereldhave N.V.,archive
JPMorgan Asset Management (UK) Ltd.,2.12,NL0012817175,2023-07-05,Alfen N.V.,archive
Marshall Wace LLP,0.59,NL0000379121,2023-07-05,Randstad N.V.,archive
Millennium Capital Management France SAS,0.6,NL0012866412,2023-07-05,BE Semiconductor Industries N.V.,archive
"ExodusPoint Capital Management, LP",0.5,LU0569974404,2023-07-04,Aperam S.A.,archive
Citadel Advisors LLC,0.54,NL0011821392,2023-07-03,Signify N.V.,archive
Millennium International Management LP,0.49,LU0569974404,2023-07-03,Aperam S.A.,archive
Qube Research & Technologies Ltd.,0.6,NL0009739416,2023-07-03,PostNL N.V.,archive
Toscafund Asset Management LLP,1.26,NL0000289213,2023-07-03,Wereldhave N.V.,archive
"WorldQuant, LLC",0.69,NL0010391025,2023-07-03,Pharming Group N.V.,archive
Marshall Wace LLP,1.56,NL0012817175,2023-06-30,Alfen N.V.,archive
Millennium Capital Partners LLP,0.55,LU0569974404,2023-06-30,Aperam S.A.,archive
Millennium International Management LP,0.53,LU0569974404,2023-06-30,Aperam S.A.,archive
Qube Research & Technologies Ltd.,0.65,NL0012817175,2023-06-30,Alfen N.V.,archive
"Tenor Capital Management Company, L.P.",0.58,NL0012169213,2023-06-30,Qiagen N.V.,archive
Citadel Advisors LLC,0.47,NL0012817175,2023-06-29,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.7,NL0012817175,2023-06-29,Alfen N.V.,archive
Voleon Capital Management LP,0.57,NL0012817175,2023-06-29,Alfen N.V.,archive
"WorldQuant, LLC",0.73,NL0010391025,2023-06-29,Pharming Group N.V.,archive
Citadel Advisors LLC,0.55,NL0012817175,2023-06-28,Alfen N.V.,archive
Janus Henderson Investors UK Limited,0.81,NL00150002Q7,2023-06-28,Vivoryon Therapeutics N.V.,archive
Marshall Wace LLP,0.57,NL0000337319,2023-06-28,Koninklijke BAM Groep N.V.,archive
Marshall Wace LLP,0.61,NL0000379121,2023-06-28,Randstad N.V.,archive
Qube Research & Technologies Ltd.,0.69,NL0012817175,2023-06-28,Alfen N.V.,archive
Qube Research & Technologies Ltd.,0.6,BE0003818359,2023-06-28,Galapagos NV,archive
"WorldQuant, LLC",0.76,NL0012817175,2023-06-28,Alfen N.V.,archive
Millennium Capital Management France SAS,0.57,NL0012866412,2023-06-27,BE Semiconductor Industries N.V.,archive
Millennium Capital Partners LLP,0.49,NL0000888691,2023-06-27,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",0.63,NL0010391025,2023-06-27,Pharming Group N.V.,archive
Greenvale Capital LLP,0.48,NL0000009538,2023-06-26,Koninklijke Philips N.V.,archive
Janus Henderson Investors UK Limited,0.7,NL00150002Q7,2023-06-26,Vivoryon Therapeutics N.V.,archive
Qube Research & Technologies Ltd.,0.7,NL0012817175,2023-06-26,Alfen N.V.,archive
Citadel Advisors LLC,0.61,NL0012817175,2023-06-23,Alfen N.V.,archive
Citadel Advisors LLC,0.47,NL0000009538,2023-06-23,Koninklijke Philips N.V.,archive
"D. E. Shaw & Co., L.P.",0.5,NL0012817175,2023-06-23,Alfen N.V.,archive
Greenvale Capital LLP,0.55,NL0000009538,2023-06-23,Koninklijke Philips N.V.,archive
Kuvari Partners LLP,0.74,NL0012817175,2023-06-23,Alfen N.V.,archive
Squarepoint Ops LLC,0.58,NL0012817175,2023-06-23,Alfen N.V.,archive
"WorldQuant, LLC",0.8,NL0012817175,2023-06-23,Alfen N.V.,archive
"WorldQuant, LLC",0.5,NL0010391025,2023-06-23,Pharming Group N.V.,archive
"D. E. Shaw & Co., L.P.",0.48,NL0012817175,2023-06-22,Alfen N.V.,archive
Greenvale Capital LLP,0.67,NL0000009538,2023-06-22,Koninklijke Philips N.V.,archive
Janus Henderson Investors UK Limited,0.59,NL00150002Q7,2023-06-22,Vivoryon Therapeutics N.V.,archive
Squarepoint Ops LLC,0.6,NL0012817175,2023-06-22,Alfen N.V.,archive
"D. E. Shaw & Co., L.P.",0.5,NL0012817175,2023-06-21,Alfen N.V.,archive
Millennium Capital Partners LLP,0.52,NL0000888691,2023-06-21,AMG Critical Materials N.V.,archive
