isin,net_short_position,position_date,position_holder,issuer_name,source
NL0000352565,2.07,2020-09-25,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.62,2020-09-25,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
NL0000352565,2.22,2020-09-25,"WorldQuant, LLC",Fugro N.V.,archive
NL0000352565,1.03,2020-09-24,Marshall Wace LLP,Fugro N.V.,archive
NL0011821392,0.72,2020-09-24,Millennium Capital Partners LLP,Signify N.V.,archive
FR0013326246,1.37,2020-09-24,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.0,2020-09-24,Susquehanna International Securities Limited,Fugro N.V.,archive
FR0013326246,0.57,2020-09-24,Tiger Global Management LLC,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2.35,2020-09-24,"WorldQuant, LLC",Fugro N.V.,archive
NL0000226223,0.95,2020-09-23,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0000888691,1.32,2020-09-23,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
NL0011660485,0.49,2020-09-23,JPMorgan Asset Management (UK) Ltd.,Sif Holding N.V.,archive
FR0013326246,2.01,2020-09-23,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.34,2020-09-23,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
NL0011279492,0.53,2020-09-23,Marshall Wace LLP,Flow Traders Ltd.,archive
FR0013326246,0.72,2020-09-23,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.27,2020-09-23,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.91,2020-09-23,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.56,2020-09-23,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0010391025,0.89,2020-09-23,Woodline Partners,Pharming Group N.V.,archive
NL0012866412,1.14,2020-09-22,"Davidson Kempner European Partners, LLP",BE Semiconductor Industries N.V.,archive
NL0000337319,1.24,2020-09-22,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
NL0000360618,1.39,2020-09-22,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,0.68,2020-09-22,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.16,2020-09-22,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.84,2020-09-22,Voleon Capital Management LP,Fugro N.V.,archive
NL0006237562,1.27,2020-09-21,AKO Capital LLP,ARCADIS N.V.,archive
NL0000352565,1.12,2020-09-21,HBK Investments LP,Fugro N.V.,archive
FR0013326246,1.6,2020-09-21,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0000360618,1.4,2020-09-21,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,0.51,2020-09-21,Oceanwood Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.02,2020-09-21,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.91,2020-09-21,Susquehanna International Securities Limited,Fugro N.V.,archive
FR0013326246,1.02,2020-09-21,"Woodson Capital Master Fund, LP",Unibail-Rodamco-Westfield SE,archive
NL0000289213,4.42,2020-09-21,"Woodson Capital Master Fund, LP",Wereldhave N.V.,archive
NL0000289213,1.41,2020-09-18,"Athanor Capital, LP",Wereldhave N.V.,archive
NL0000226223,1.02,2020-09-18,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0000337319,1.01,2020-09-18,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,1.59,2020-09-18,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
BE0003818359,0.49,2020-09-18,Marshall Wace LLP,Galapagos NV,archive
NL0000360618,1.39,2020-09-18,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,2.24,2020-09-18,"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.5,2020-09-18,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.95,2020-09-18,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.84,2020-09-18,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000337319,0.5,2020-09-18,Voleon Capital Management LP,Koninklijke BAM Groep N.V.,archive
LU1598757687,1.9,2020-09-17,B&G Master Fund Plc,ArcelorMittal S.A.,archive
LU0569974404,0.58,2020-09-17,Citadel Advisors LLC,Aperam S.A.,archive
LU1598757687,0.67,2020-09-17,Citadel Europe LLP,ArcelorMittal S.A.,archive
FR0013326246,0.81,2020-09-17,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.89,2020-09-17,Marshall Wace LLP,Fugro N.V.,archive
FR0013326246,0.47,2020-09-17,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.79,2020-09-17,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.72,2020-09-17,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,1.78,2020-09-17,Voleon Capital Management LP,Fugro N.V.,archive
BE0003818359,0.9,2020-09-16,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
NL0012866412,0.61,2020-09-16,GLG Partners LP,BE Semiconductor Industries N.V.,archive
NL0000337319,0.54,2020-09-16,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0011821392,0.61,2020-09-16,Millennium Capital Partners LLP,Signify N.V.,archive
NL0000288876,0.47,2020-09-16,Parian GP LLC,Eurocommercial Properties N.V.,archive
NL0000289213,0.48,2020-09-16,Parian GP LLC,Wereldhave N.V.,archive
NL0000352565,0.8,2020-09-16,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,1.41,2020-09-16,Systematica Investments Limited,Fugro N.V.,archive
NL0000352565,1.96,2020-09-16,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.68,2020-09-16,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0006237562,1.39,2020-09-15,AKO Capital LLP,ARCADIS N.V.,archive
NL0000360618,1.79,2020-09-15,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000289213,1.3,2020-09-15,"Athanor Capital, LP",Wereldhave N.V.,archive
FR0013326246,0.71,2020-09-15,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.09,2020-09-15,HBK Investments LP,Fugro N.V.,archive
NL0000289213,0.58,2020-09-15,Parian GP LLC,Wereldhave N.V.,archive
NL0000226223,0.69,2020-09-15,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,2.08,2020-09-15,Voleon Capital Management LP,Fugro N.V.,archive
NL0000352565,1.1,2020-09-14,HBK Investments LP,Fugro N.V.,archive
NL0011660485,0.59,2020-09-14,JPMorgan Asset Management (UK) Ltd.,Sif Holding N.V.,archive
BE0003818359,0.53,2020-09-14,Marshall Wace LLP,Galapagos NV,archive
NL0000888691,1.09,2020-09-14,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0006237562,1.47,2020-09-11,AKO Capital LLP,ARCADIS N.V.,archive
NL0010558797,1.59,2020-09-11,"AQR Capital Management, LLC",OCI N.V.,archive
NL0000226223,1.25,2020-09-11,BNP Paribas S.A.,STMicroelectronics N.V.,archive
FR0013326246,5.23,2020-09-11,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.65,2020-09-11,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
BE0003818359,0.48,2020-09-11,Marshall Wace LLP,Galapagos NV,archive
FR0013326246,0.78,2020-09-11,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0010558797,1.6,2020-09-10,"AQR Capital Management, LLC",OCI N.V.,archive
FR0013326246,5.18,2020-09-10,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.44,2020-09-10,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000352565,1.09,2020-09-09,HBK Investments LP,Fugro N.V.,archive
NL0000303709,0.8,2020-09-09,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0000888691,1.1,2020-09-09,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000337319,0.53,2020-09-09,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
FR0013326246,0.53,2020-09-08,Gladstone Capital Management LLP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.64,2020-09-08,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.1,2020-09-08,HBK Investments LP,Fugro N.V.,archive
FR0013326246,0.54,2020-09-08,Kintbury Capital LLP,Unibail-Rodamco-Westfield SE,archive
NL0000360618,1.41,2020-09-08,Marshall Wace LLP,SBM Offshore N.V.,archive
NL0000352565,0.92,2020-09-08,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000888691,1.09,2020-09-08,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,1.31,2020-09-08,Systematica Investments Limited,Fugro N.V.,archive
NL0000337319,0.61,2020-09-08,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
BE0003818359,0.58,2020-09-07,Marshall Wace LLP,Galapagos NV,archive
NL0000352565,2.1,2020-09-07,Voleon Capital Management LP,Fugro N.V.,archive
BE0003818359,0.46,2020-09-07,"WorldQuant, LLC",Galapagos NV,archive
NL0010558797,1.59,2020-09-04,"AQR Capital Management, LLC",OCI N.V.,archive
NL0000337319,0.78,2020-09-04,BlueCrest Capital Management Limited,Koninklijke BAM Groep N.V.,archive
NL0000226223,1.17,2020-09-04,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0000337319,0.98,2020-09-04,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,1.63,2020-09-04,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
BE0003818359,0.6,2020-09-04,Marshall Wace LLP,Galapagos NV,archive
FR0013326246,0.87,2020-09-04,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000888691,0.46,2020-09-04,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
NL0000337319,0.79,2020-09-04,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0010391025,0.47,2020-09-03,Citadel Advisors LLC,Pharming Group N.V.,archive
BE0003818359,0.89,2020-09-03,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
FR0013326246,1.54,2020-09-03,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.79,2020-09-03,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
NL0000337319,0.89,2020-09-03,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000337319,0.72,2020-09-02,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.0,2020-09-02,Marshall Wace LLP,Fugro N.V.,archive
NL0006237562,1.32,2020-09-02,Pelham Capital Ltd.,ARCADIS N.V.,archive
NL0000888691,0.58,2020-09-02,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
BE0003818359,0.59,2020-09-02,"WorldQuant, LLC",Galapagos NV,archive
NL0000337319,0.98,2020-09-02,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000337319,0.71,2020-09-01,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.94,2020-09-01,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,1.08,2020-09-01,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000888691,0.4,2020-08-31,Canada Pension Plan Investment Board,AMG Critical Materials N.V.,archive
NL0000337319,0.69,2020-08-31,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
FR0013326246,0.53,2020-08-31,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2.05,2020-08-31,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.17,2020-08-31,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000888691,0.57,2020-08-28,Canada Pension Plan Investment Board,AMG Critical Materials N.V.,archive
FR0013326246,5.03,2020-08-28,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.0,2020-08-28,HBK Investments LP,Fugro N.V.,archive
NL0000337319,0.7,2020-08-28,HBK Investments LP,Koninklijke BAM Groep N.V.,archive
NL0011279492,0.53,2020-08-28,JPMorgan Asset Management (UK) Ltd.,Flow Traders Ltd.,archive
NL0000337319,1.2,2020-08-28,Marshall Wace LLP,Koninklijke BAM Groep N.V.,archive
NL0000288876,0.51,2020-08-28,Parian GP LLC,Eurocommercial Properties N.V.,archive
NL0000303709,0.75,2020-08-28,"Samlyn Capital, LLC",AEGON Ltd.,archive
FR0013326246,0.62,2020-08-28,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000226223,0.79,2020-08-28,Sculptor Capital Management Europe Limited,STMicroelectronics N.V.,archive
NL0000352565,2.1,2020-08-28,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.27,2020-08-28,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000888691,0.67,2020-08-27,Canada Pension Plan Investment Board,AMG Critical Materials N.V.,archive
NL0000352565,0.92,2020-08-27,Marshall Wace LLP,Fugro N.V.,archive
NL0000352565,0.81,2020-08-27,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000337319,1.38,2020-08-27,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
LU0569974404,0.69,2020-08-26,Citadel Advisors LLC,Aperam S.A.,archive
NL0000352565,2.02,2020-08-26,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.91,2020-08-26,Woodline Partners,Pharming Group N.V.,archive
NL0000337319,1.48,2020-08-26,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000360618,1.89,2020-08-25,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0000226223,1.44,2020-08-25,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0012866412,2.11,2020-08-25,Citadel Europe LLP,BE Semiconductor Industries N.V.,archive
FR0013326246,4.97,2020-08-25,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000288876,0.5,2020-08-25,Eleva Capital SAS,Eurocommercial Properties N.V.,archive
NL0000289213,0.92,2020-08-25,Eleva Capital SAS,Wereldhave N.V.,archive
NL0000352565,0.94,2020-08-25,HBK Investments LP,Fugro N.V.,archive
FR0013326246,1.46,2020-08-25,Lone Pine Capital LLC,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.86,2020-08-25,Marshall Wace LLP,Fugro N.V.,archive
NL0006237562,1.47,2020-08-25,Pelham Capital Ltd.,ARCADIS N.V.,archive
NL0000352565,0.77,2020-08-25,Susquehanna International Securities Limited,Fugro N.V.,archive
FR0013326246,0.43,2020-08-25,Viking Global Investors LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.99,2020-08-25,Voleon Capital Management LP,Fugro N.V.,archive
NL0000888691,0.6,2020-08-25,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
BE0003818359,0.61,2020-08-25,"WorldQuant, LLC",Galapagos NV,archive
NL0000226223,1.35,2020-08-24,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0010391025,0.58,2020-08-24,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0000360618,1.3,2020-08-24,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,1.07,2020-08-24,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,2.03,2020-08-24,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.68,2020-08-21,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
FR0013326246,4.82,2020-08-21,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
NL0000337319,0.7,2020-08-21,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.11,2020-08-21,Marshall Wace LLP,Fugro N.V.,archive
FR0013326246,0.42,2020-08-21,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,1.9,2020-08-21,Voleon Capital Management LP,Fugro N.V.,archive
BE0003818359,0.55,2020-08-21,"WorldQuant, LLC",Galapagos NV,archive
NL0012169213,0.48,2020-08-20,Cigogne Management S.A.,Qiagen N.V.,archive
NL0000337319,0.76,2020-08-20,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
BE0003818359,0.93,2020-08-20,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
NL0011279492,0.49,2020-08-20,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000352565,1.33,2020-08-20,TFG Asset Management UK LLP,Fugro N.V.,archive
NL0000888691,0.51,2020-08-20,"WorldQuant, LLC",AMG Critical Materials N.V.,archive
NL0010391025,0.67,2020-08-19,Citadel Advisors LLC,Pharming Group N.V.,archive
BE0003818359,0.89,2020-08-19,"D. E. Shaw & Co., L.P.",Galapagos NV,archive
NL0000337319,0.6,2020-08-19,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,1.01,2020-08-19,HBK Investments LP,Fugro N.V.,archive
NL0000337319,0.62,2020-08-19,"Lucerne Capital Management, L.P.",Koninklijke BAM Groep N.V.,archive
FR0013326246,1.95,2020-08-19,"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,archive
NL0000289213,0.65,2020-08-19,Parian GP LLC,Wereldhave N.V.,archive
NL0000888691,1.19,2020-08-19,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,1.11,2020-08-19,TFG Asset Management UK LLP,Fugro N.V.,archive
NL0000352565,1.8,2020-08-19,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,0.88,2020-08-18,Citadel Advisors LLC,Koninklijke BAM Groep N.V.,archive
NL0006237562,2.39,2020-08-18,Marshall Wace LLP,ARCADIS N.V.,archive
FR0013326246,1.13,2020-08-18,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,1.81,2020-08-18,"Maverick Capital, Ltd.",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.82,2020-08-18,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000352565,1.65,2020-08-18,Voleon Capital Management LP,Fugro N.V.,archive
NL0011279492,0.59,2020-08-17,Marshall Wace LLP,Flow Traders Ltd.,archive
BE0003818359,0.55,2020-08-17,Marshall Wace LLP,Galapagos NV,archive
FR0013326246,0.52,2020-08-17,Moore Capital Management LP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.4,2020-08-17,Pictet Asset Management S.A.,Unibail-Rodamco-Westfield SE,archive
NL0000303709,0.6,2020-08-17,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0000352565,1.5,2020-08-17,Voleon Capital Management LP,Fugro N.V.,archive
NL0010391025,0.49,2020-08-17,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0000226223,1.46,2020-08-14,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0000888691,1.2,2020-08-14,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
BE0003818359,0.46,2020-08-14,Citadel Advisors LLC,Galapagos NV,archive
FR0013326246,4.72,2020-08-14,D1 Capital Partners LP,Unibail-Rodamco-Westfield SE,archive
BE0003818359,0.7,2020-08-14,Marshall Wace LLP,Galapagos NV,archive
NL0000303709,0.58,2020-08-14,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0000352565,1.41,2020-08-14,Voleon Capital Management LP,Fugro N.V.,archive
NL0000337319,1.58,2020-08-14,"WorldQuant, LLC",Koninklijke BAM Groep N.V.,archive
NL0000226223,1.52,2020-08-13,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0010391025,0.79,2020-08-13,Citadel Advisors LLC,Pharming Group N.V.,archive
NL0000352565,0.94,2020-08-13,HBK Investments LP,Fugro N.V.,archive
NL0000888691,1.37,2020-08-13,JPMorgan Asset Management (UK) Ltd.,AMG Critical Materials N.V.,archive
NL0013332471,0.47,2020-08-13,JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,archive
NL0011279492,0.68,2020-08-13,Marshall Wace LLP,Flow Traders Ltd.,archive
NL0000352565,1.07,2020-08-13,Marshall Wace LLP,Fugro N.V.,archive
BE0003818359,0.69,2020-08-13,Marshall Wace LLP,Galapagos NV,archive
NL0000303709,0.49,2020-08-13,"Samlyn Capital, LLC",AEGON Ltd.,archive
NL0010391025,0.57,2020-08-13,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0000226223,1.46,2020-08-12,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0000888691,0.7,2020-08-12,Canada Pension Plan Investment Board,AMG Critical Materials N.V.,archive
NL0000888691,1.13,2020-08-12,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
NL0000337319,0.5,2020-08-12,GSA Capital Partners LLP,Koninklijke BAM Groep N.V.,archive
NL0000352565,0.84,2020-08-12,HBK Investments LP,Fugro N.V.,archive
NL0000888691,1.46,2020-08-12,JPMorgan Asset Management (UK) Ltd.,AMG Critical Materials N.V.,archive
NL0000360618,1.29,2020-08-12,Marshall Wace LLP,SBM Offshore N.V.,archive
FR0013326246,1.03,2020-08-12,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.71,2020-08-12,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0010391025,0.72,2020-08-12,Voleon Capital Management LP,Pharming Group N.V.,archive
NL0010391025,0.64,2020-08-12,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0000226223,1.36,2020-08-11,BNP Paribas S.A.,STMicroelectronics N.V.,archive
NL0010391025,0.81,2020-08-11,Citadel Advisors LLC,Pharming Group N.V.,archive
LU0569974404,0.89,2020-08-11,Citadel Europe LLP,Aperam S.A.,archive
NL0000352565,0.78,2020-08-11,HBK Investments LP,Fugro N.V.,archive
NL0000352565,1.13,2020-08-11,Marshall Wace LLP,Fugro N.V.,archive
FR0013326246,0.99,2020-08-11,Marshall Wace LLP,Unibail-Rodamco-Westfield SE,archive
FR0013326246,0.58,2020-08-11,"Samlyn Capital, LLC",Unibail-Rodamco-Westfield SE,archive
NL0000352565,0.68,2020-08-11,Susquehanna International Securities Limited,Fugro N.V.,archive
NL0000888691,1.29,2020-08-11,Systematica Investments Limited,AMG Critical Materials N.V.,archive
NL0000352565,1.2,2020-08-11,Systematica Investments Limited,Fugro N.V.,archive
NL0010391025,0.72,2020-08-11,"WorldQuant, LLC",Pharming Group N.V.,archive
NL0000360618,1.99,2020-08-10,"AQR Capital Management, LLC",SBM Offshore N.V.,archive
NL0010391025,0.77,2020-08-10,Citadel Advisors LLC,Pharming Group N.V.,archive
