position_holder,position_date,isin,net_short_position,issuer_name,source
Citadel Advisors LLC,2025-01-22,NL0000888691,0.63,AMG Critical Materials N.V.,archive
Citadel Securities (Europe) Limited,2025-01-22,NL00150002Q7,0.67,Vivoryon Therapeutics N.V.,archive
"D. E. Shaw & Co., L.P.",2025-01-22,NL0000888691,0.84,AMG Critical Materials N.V.,archive
Millennium Capital Partners LLP,2025-01-22,LU0569974404,0.93,Aperam S.A.,archive
"PDT Partners, LLC",2025-01-22,NL0000888691,0.95,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2025-01-22,NL0012047823,1.61,Avantium N.V.,archive
Citadel Advisors LLC,2025-01-21,NL0010558797,0.99,OCI N.V.,archive
Marshall Wace LLP,2025-01-21,NL0000888691,0.59,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2025-01-21,LU2290522684,0.7,InPost S.A.,archive
Millennium International Management LP,2025-01-21,NL0010391025,3.08,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0012817175,0.01,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0000888691,0.03,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,LU0569974404,0.01,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0011872650,0.01,Basic-Fit N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,BMG3602E1084,0.0,Flow Traders Ltd.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0010391025,0.0,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0009739416,0.05,PostNL N.V.,archive
Qube Research & Technologies Ltd.,2025-01-21,NL0013332471,0.0,TomTom N.V.,archive
"WorldQuant, LLC",2025-01-21,NL0012866412,0.57,BE Semiconductor Industries N.V.,archive
AKO Capital LLP,2025-01-20,NL0011821392,0.47,Signify N.V.,archive
"D. E. Shaw & Co., L.P.",2025-01-20,NL0009739416,0.5,PostNL N.V.,archive
Marshall Wace LLP,2025-01-20,NL0013267909,0.59,Akzo Nobel N.V.,archive
Marshall Wace LLP,2025-01-20,NL0011794037,0.5,Koninklijke Ahold Delhaize N.V.,archive
Millennium Capital Partners LLP,2025-01-20,NL0012817175,0.51,Alfen N.V.,archive
"PDT Partners, LLC",2025-01-20,NL0009739416,0.56,PostNL N.V.,archive
Qube Research & Technologies Ltd.,2025-01-20,BMG3602E1084,0.93,Flow Traders Ltd.,archive
Qube Research & Technologies Ltd.,2025-01-20,NL0009739416,1.8,PostNL N.V.,archive
Spark Investment Management LLC,2025-01-20,NL0012817175,0.85,Alfen N.V.,archive
"WorldQuant, LLC",2025-01-20,NL0012866412,0.6,BE Semiconductor Industries N.V.,archive
Marshall Wace LLP,2025-01-17,NL0000888691,0.68,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2025-01-17,NL0000009082,0.88,Koninklijke KPN N.V.,archive
"PDT Partners, LLC",2025-01-17,NL0012817175,2.1,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-17,NL0012817175,1.08,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-17,NL0000888691,1.84,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2025-01-17,NL0012866412,0.59,BE Semiconductor Industries N.V.,archive
AKO Capital LLP,2025-01-16,NL0011821392,0.55,Signify N.V.,archive
Capital Fund Management S.A.,2025-01-16,NL0000888691,0.44,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2025-01-16,LU1598757687,0.68,ArcelorMittal S.A.,archive
Marshall Wace LLP,2025-01-16,NL0011794037,0.49,Koninklijke Ahold Delhaize N.V.,archive
Millennium Capital Partners LLP,2025-01-16,LU0569974404,1.08,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2025-01-16,NL0012817175,1.16,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-16,BE0003818359,1.0,Galapagos NV,archive
TFG Asset Management UK LLP,2025-01-16,NL0012747059,0.93,CM.com N.V.,archive
Actus Ray Partners Limited,2025-01-15,NL0000888691,0.85,AMG Critical Materials N.V.,archive
"Arrowstreet Capital, Limited Partnership",2025-01-15,NL0012817175,0.77,Alfen N.V.,archive
Ilex Capital Partners (UK) LLP,2025-01-15,NL0011794037,0.49,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2025-01-15,NL0013267909,0.66,Akzo Nobel N.V.,archive
Marshall Wace LLP,2025-01-15,NL0000888691,0.74,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2025-01-15,NL0010558797,1.49,OCI N.V.,archive
Qube Research & Technologies Ltd.,2025-01-15,NL0012817175,1.26,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-15,NL0000888691,1.75,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2025-01-15,BMG3602E1084,0.88,Flow Traders Ltd.,archive
Qube Research & Technologies Ltd.,2025-01-15,NL0010391025,1.0,Pharming Group N.V.,archive
Capital Fund Management S.A.,2025-01-14,NL0000888691,0.59,AMG Critical Materials N.V.,archive
Citadel Securities (Europe) Limited,2025-01-14,NL00150002Q7,0.79,Vivoryon Therapeutics N.V.,archive
"D. E. Shaw & Co., L.P.",2025-01-14,NL0000888691,0.69,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2025-01-14,NL0000009082,0.98,Koninklijke KPN N.V.,archive
Marshall Wace LLP,2025-01-14,NL0000852523,0.89,TKH Group N.V.,archive
Millennium Capital Partners LLP,2025-01-14,NL0012817175,0.48,Alfen N.V.,archive
Mirabella Financial Services LLP,2025-01-14,NL0011821392,0.51,Signify N.V.,archive
Qube Research & Technologies Ltd.,2025-01-14,NL0012817175,1.42,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-14,NL0000888691,1.87,AMG Critical Materials N.V.,archive
Spark Investment Management LLC,2025-01-14,NL0012817175,0.75,Alfen N.V.,archive
"WorldQuant, LLC",2025-01-14,NL0012866412,0.6,BE Semiconductor Industries N.V.,archive
Actus Ray Partners Limited,2025-01-13,NL0000888691,0.91,AMG Critical Materials N.V.,archive
Citadel Securities (Europe) Limited,2025-01-13,NL00150002Q7,0.6,Vivoryon Therapeutics N.V.,archive
Marshall Wace LLP,2025-01-13,LU2290522684,0.6,InPost S.A.,archive
Qube Research & Technologies Ltd.,2025-01-13,NL0012817175,1.36,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-13,BE0003818359,0.9,Galapagos NV,archive
Qube Research & Technologies Ltd.,2025-01-13,NL0009739416,1.61,PostNL N.V.,archive
Canada Pension Plan Investment Board,2025-01-11,NL0012866412,0.91,BE Semiconductor Industries N.V.,archive
"AQR Capital Management, LLC",2025-01-10,NL0011872643,0.8,ASR Nederland N.V.,archive
Citadel Securities (Europe) Limited,2025-01-10,NL00150002Q7,0.57,Vivoryon Therapeutics N.V.,archive
Ilex Capital Partners (UK) LLP,2025-01-10,NL0011794037,0.59,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2025-01-10,NL0000888691,0.88,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2025-01-10,NL0012817175,1.24,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-10,BE0003818359,0.86,Galapagos NV,archive
Marshall Wace LLP,2025-01-09,NL0013267909,0.78,Akzo Nobel N.V.,archive
Millennium Capital Partners LLP,2025-01-09,NL0012817175,0.58,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-09,NL0012817175,1.14,Alfen N.V.,archive
Spark Investment Management LLC,2025-01-09,NL0012817175,0.61,Alfen N.V.,archive
AKO Capital LLP,2025-01-08,NL0000379121,0.7,Randstad N.V.,archive
Citadel Advisors LLC,2025-01-08,LU1598757687,0.78,ArcelorMittal S.A.,archive
"D. E. Shaw & Co., L.P.",2025-01-08,NL0000888691,0.71,AMG Critical Materials N.V.,archive
Ilex Capital Partners (UK) LLP,2025-01-08,NL0011794037,0.6,Koninklijke Ahold Delhaize N.V.,archive
Marshall Wace LLP,2025-01-08,NL0000888691,0.96,AMG Critical Materials N.V.,archive
Millennium International Management LP,2025-01-08,LU0569974404,0.99,Aperam S.A.,archive
Millennium International Management LP,2025-01-08,NL0010391025,3.15,Pharming Group N.V.,archive
Otus Capital Management Ltd.,2025-01-08,NL0013332471,0.98,TomTom N.V.,archive
"PDT Partners, LLC",2025-01-08,NL0012817175,2.01,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-08,NL0012817175,1.08,Alfen N.V.,archive
"AQR Capital Management, LLC",2025-01-07,NL0012817175,0.49,Alfen N.V.,archive
"Arrowstreet Capital, Limited Partnership",2025-01-07,NL0012817175,0.88,Alfen N.V.,archive
"Arrowstreet Capital, Limited Partnership",2025-01-07,BE0003818359,1.19,Galapagos NV,archive
Canada Pension Plan Investment Board,2025-01-07,NL0012866412,0.82,BE Semiconductor Industries N.V.,archive
Citadel Advisors LLC,2025-01-07,NL0012817175,0.47,Alfen N.V.,archive
"Connor, Clark & Lunn Investment Management Ltd.",2025-01-07,NL0012866412,0.47,BE Semiconductor Industries N.V.,archive
Millennium International Management LP,2025-01-07,NL0010391025,3.22,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-07,NL0012817175,1.16,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-07,NL0013332471,0.69,TomTom N.V.,archive
Spark Investment Management LLC,2025-01-07,NL0012817175,0.52,Alfen N.V.,archive
"AQR Capital Management, LLC",2025-01-06,NL0012817175,0.5,Alfen N.V.,archive
Citadel Advisors LLC,2025-01-06,NL0012817175,0.54,Alfen N.V.,archive
Citadel Advisors LLC,2025-01-06,LU1598757687,0.83,ArcelorMittal S.A.,archive
"D. E. Shaw & Co., L.P.",2025-01-06,NL0000888691,0.68,AMG Critical Materials N.V.,archive
"D. E. Shaw & Co., L.P.",2025-01-06,NL0010391025,0.5,Pharming Group N.V.,archive
Marshall Wace LLP,2025-01-06,NL0010558797,1.59,OCI N.V.,archive
Millennium International Management LP,2025-01-06,NL0010391025,3.3,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-06,NL0012817175,1.31,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-06,NL0000888691,1.99,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2025-01-06,LU0569974404,0.62,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2025-01-06,NL0010391025,0.96,Pharming Group N.V.,archive
Citadel Advisors LLC,2025-01-03,NL0012817175,0.6,Alfen N.V.,archive
Citadel Advisors LLC,2025-01-03,LU1598757687,0.79,ArcelorMittal S.A.,archive
Millennium International Management LP,2025-01-03,NL0010391025,3.2,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-03,NL0012817175,1.6,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-03,LU0569974404,0.59,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2025-01-03,NL0013332471,0.79,TomTom N.V.,archive
"WorldQuant, LLC",2025-01-03,NL0012866412,0.59,BE Semiconductor Industries N.V.,archive
Capital Fund Management S.A.,2025-01-02,NL0000888691,0.66,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2025-01-02,NL0012817175,0.52,Alfen N.V.,archive
Citadel Securities (Europe) Limited,2025-01-02,NL00150002Q7,0.47,Vivoryon Therapeutics N.V.,archive
"D. E. Shaw & Co., L.P.",2025-01-02,NL0000888691,0.76,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2025-01-02,NL0010558797,0.49,OCI N.V.,archive
Qube Research & Technologies Ltd.,2025-01-02,NL0012817175,1.98,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2025-01-02,NL0012047823,1.5,Avantium N.V.,archive
Qube Research & Technologies Ltd.,2025-01-02,NL0010391025,1.0,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2025-01-02,NL0013332471,0.81,TomTom N.V.,archive
"Arrowstreet Capital, Limited Partnership",2024-12-31,NL0011872650,0.49,Basic-Fit N.V.,archive
Millennium International Management LP,2024-12-31,NL0010391025,3.1,Pharming Group N.V.,archive
"AQR Capital Management, LLC",2024-12-30,NL0010801007,0.5,IMCD N.V.,archive
Citadel Advisors LLC,2024-12-30,NL0012817175,0.45,Alfen N.V.,archive
Citadel Advisors LLC,2024-12-30,LU1598757687,0.81,ArcelorMittal S.A.,archive
Citadel Advisors LLC,2024-12-30,NL0010558797,1.09,OCI N.V.,archive
Citadel Securities (Europe) Limited,2024-12-30,NL00150002Q7,0.58,Vivoryon Therapeutics N.V.,archive
"D. E. Shaw & Co., L.P.",2024-12-30,NL0010391025,0.49,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2024-12-30,LU0569974404,0.6,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2024-12-30,BE0003818359,0.71,Galapagos NV,archive
Actus Ray Partners Limited,2024-12-27,NL0000888691,0.81,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2024-12-27,NL0012817175,0.51,Alfen N.V.,archive
Citadel Securities (Europe) Limited,2024-12-27,NL00150002Q7,0.61,Vivoryon Therapeutics N.V.,archive
Marshall Wace LLP,2024-12-27,NL0000888691,1.08,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2024-12-27,NL0010558797,1.65,OCI N.V.,archive
Marshall Wace LLP,2024-12-27,NL0009739416,0.78,PostNL N.V.,archive
Millennium Capital Partners LLP,2024-12-27,NL0012817175,0.69,Alfen N.V.,archive
Millennium International Management LP,2024-12-27,NL0010391025,3.08,Pharming Group N.V.,archive
Qube Research & Technologies Ltd.,2024-12-27,NL0012817175,2.2,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-27,BE0003818359,0.69,Galapagos NV,archive
Qube Research & Technologies Ltd.,2024-12-27,NL0010391025,0.96,Pharming Group N.V.,archive
"WorldQuant, LLC",2024-12-27,NL0012866412,0.68,BE Semiconductor Industries N.V.,archive
"WorldQuant, LLC",2024-12-27,NL0009739416,0.59,PostNL N.V.,archive
"D. E. Shaw & Co., L.P.",2024-12-24,NL0000888691,0.89,AMG Critical Materials N.V.,archive
GSA Capital Partners LLP,2024-12-24,NL0009739416,0.6,PostNL N.V.,archive
Citadel Advisors LLC,2024-12-23,LU1598757687,0.78,ArcelorMittal S.A.,archive
Citadel Advisors LLC,2024-12-23,NL0013332471,0.49,TomTom N.V.,archive
Marshall Wace LLP,2024-12-23,NL0000888691,1.19,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2024-12-23,NL0000852523,0.91,TKH Group N.V.,archive
Millennium Capital Partners LLP,2024-12-23,NL0012817175,0.77,Alfen N.V.,archive
"PDT Partners, LLC",2024-12-23,NL0012817175,1.99,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-23,NL0000888691,2.19,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-23,LU0569974404,0.58,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2024-12-23,NL0011872650,1.0,Basic-Fit N.V.,archive
Qube Research & Technologies Ltd.,2024-12-23,NL0009739416,1.58,PostNL N.V.,archive
AKO Capital LLP,2024-12-20,NL0000379121,0.67,Randstad N.V.,archive
AKO Capital LLP,2024-12-20,NL0011821392,0.64,Signify N.V.,archive
Capital Fund Management S.A.,2024-12-20,NL0000888691,0.7,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2024-12-20,NL0010558797,1.11,OCI N.V.,archive
"D. E. Shaw & Co., L.P.",2024-12-20,NL0000888691,0.92,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2024-12-20,NL0010558797,1.71,OCI N.V.,archive
Millennium International Management LP,2024-12-20,NL0000888691,0.42,AMG Critical Materials N.V.,archive
"PDT Partners, LLC",2024-12-20,NL0012817175,2.03,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-20,NL0012817175,2.33,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-20,NL0000888691,2.21,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-20,NL0012047823,1.41,Avantium N.V.,archive
Qube Research & Technologies Ltd.,2024-12-20,BMG3602E1084,0.99,Flow Traders Ltd.,archive
Qube Research & Technologies Ltd.,2024-12-20,NL0010391025,0.8,Pharming Group N.V.,archive
SIH Partners LLLP,2024-12-20,NL0000888691,0.38,AMG Critical Materials N.V.,archive
Teacher Retirement System of Texas,2024-12-20,NL0000888691,0.61,AMG Critical Materials N.V.,archive
"WorldQuant, LLC",2024-12-20,NL0009739416,0.6,PostNL N.V.,archive
"Arrowstreet Capital, Limited Partnership",2024-12-19,BE0003818359,1.2,Galapagos NV,archive
"D. E. Shaw & Co., L.P.",2024-12-19,NL0000888691,0.84,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2024-12-19,NL0000852523,0.8,TKH Group N.V.,archive
Qube Research & Technologies Ltd.,2024-12-19,NL0012817175,1.94,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-19,BE0003818359,0.71,Galapagos NV,archive
SIH Partners LLLP,2024-12-19,NL0006237562,0.0,ARCADIS N.V.,archive
"WorldQuant, LLC",2024-12-19,NL0009739416,0.59,PostNL N.V.,archive
Acadian Asset Management LLC.,2024-12-18,NL0000888691,0.84,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2024-12-18,NL0012817175,0.65,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-18,NL0012817175,1.86,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-18,NL0013332471,0.7,TomTom N.V.,archive
SIH Partners LLLP,2024-12-18,NL0006237562,0.55,ARCADIS N.V.,archive
"WorldQuant, LLC",2024-12-18,NL0009739416,0.6,PostNL N.V.,archive
Actus Ray Partners Limited,2024-12-17,NL0000888691,0.7,AMG Critical Materials N.V.,archive
Canada Pension Plan Investment Board,2024-12-17,BMG3602E1084,0.6,Flow Traders Ltd.,archive
Citadel Advisors LLC,2024-12-17,LU1598757687,0.8,ArcelorMittal S.A.,archive
Citadel Advisors LLC,2024-12-17,NL0010558797,1.02,OCI N.V.,archive
"D. E. Shaw & Co., L.P.",2024-12-17,NL0010391025,0.51,Pharming Group N.V.,archive
Millennium Capital Partners LLP,2024-12-17,NL0012817175,0.89,Alfen N.V.,archive
"PDT Partners, LLC",2024-12-17,NL0012817175,1.91,Alfen N.V.,archive
"PDT Partners, LLC",2024-12-17,NL0010558797,0.5,OCI N.V.,archive
Qube Research & Technologies Ltd.,2024-12-17,NL0012817175,1.73,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-17,NL0000888691,2.18,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-17,LU0569974404,0.62,Aperam S.A.,archive
SIH Partners LLLP,2024-12-17,NL0000888691,0.5,AMG Critical Materials N.V.,archive
Acadian Asset Management LLC.,2024-12-16,NL0000888691,0.76,AMG Critical Materials N.V.,archive
Capital Fund Management S.A.,2024-12-16,NL0000888691,0.62,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2024-12-16,NL0012817175,0.79,Alfen N.V.,archive
Citadel Advisors LLC,2024-12-16,LU1598757687,0.75,ArcelorMittal S.A.,archive
"D. E. Shaw & Co., L.P.",2024-12-16,NL0000888691,0.78,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-16,NL0012817175,1.6,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-16,NL0000888691,2.2,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-16,NL0009739416,1.6,PostNL N.V.,archive
Citadel Advisors LLC,2024-12-13,LU1598757687,0.63,ArcelorMittal S.A.,archive
Marshall Wace LLP,2024-12-13,LU2290522684,0.5,InPost S.A.,archive
Marshall Wace LLP,2024-12-13,NL0000009082,1.0,Koninklijke KPN N.V.,archive
Millennium International Management LP,2024-12-13,LU0569974404,1.09,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2024-12-13,NL0012817175,1.51,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-13,NL0000888691,2.11,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-13,LU0569974404,0.54,Aperam S.A.,archive
Qube Research & Technologies Ltd.,2024-12-13,NL0012047823,1.3,Avantium N.V.,archive
Qube Research & Technologies Ltd.,2024-12-13,BMG3602E1084,1.04,Flow Traders Ltd.,archive
Citadel Advisors LLC,2024-12-12,NL0012817175,0.84,Alfen N.V.,archive
Citadel Advisors LLC,2024-12-12,NL0010558797,0.91,OCI N.V.,archive
Marshall Wace LLP,2024-12-12,NL0000888691,1.25,AMG Critical Materials N.V.,archive
Marshall Wace LLP,2024-12-12,NL0010558797,1.68,OCI N.V.,archive
Millennium Capital Partners LLP,2024-12-12,NL0012817175,0.98,Alfen N.V.,archive
"AQR Capital Management, LLC",2024-12-11,NL0010801007,0.49,IMCD N.V.,archive
"Arrowstreet Capital, Limited Partnership",2024-12-11,NL0010558797,0.49,OCI N.V.,archive
Citadel Securities (Europe) Limited,2024-12-11,NL0015002AG2,0.48,Ebusco Holding N.V.,archive
Millennium Capital Partners LLP,2024-12-11,LU0569974404,1.18,Aperam S.A.,archive
Millennium International Management LP,2024-12-11,NL0000888691,0.6,AMG Critical Materials N.V.,archive
Millennium International Management LP,2024-12-11,NL0010391025,3.16,Pharming Group N.V.,archive
"PDT Partners, LLC",2024-12-11,NL0012817175,1.81,Alfen N.V.,archive
Qube Research & Technologies Ltd.,2024-12-11,NL0000888691,2.01,AMG Critical Materials N.V.,archive
Qube Research & Technologies Ltd.,2024-12-11,NL0012047823,1.23,Avantium N.V.,archive
Qube Research & Technologies Ltd.,2024-12-11,NL0010391025,0.75,Pharming Group N.V.,archive
TFG Asset Management UK LLP,2024-12-11,NL0012747059,0.81,CM.com N.V.,archive
"Arrowstreet Capital, Limited Partnership",2024-12-10,NL0012817175,0.99,Alfen N.V.,archive
"Arrowstreet Capital, Limited Partnership",2024-12-10,NL0011872650,0.59,Basic-Fit N.V.,archive
Capital Fund Management S.A.,2024-12-10,NL0000888691,0.52,AMG Critical Materials N.V.,archive
Citadel Advisors LLC,2024-12-10,NL0012817175,0.77,Alfen N.V.,archive
Citadel Advisors LLC,2024-12-10,NL0013332471,0.51,TomTom N.V.,archive
