position_holder,isin,issuer_name,net_short_position,position_date,source
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,0.69,2020-04-03,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.24,2020-04-03,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,0.96,2020-04-03,archive
"PDT Partners, LLC",NL0011279492,Flow Traders Ltd.,0.49,2020-04-03,archive
"Woodson Capital Master Fund, LP",NL0000289213,Wereldhave N.V.,4.07,2020-04-03,archive
"WorldQuant, LLC",NL0000288876,Eurocommercial Properties N.V.,0.6,2020-04-03,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2.29,2020-04-03,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.9,2020-04-03,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,0.67,2020-04-02,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,0.55,2020-04-02,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.51,2020-04-02,archive
Marshall Wace LLP,NL0012969182,Adyen N.V.,0.6,2020-04-02,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.3,2020-04-02,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.05,2020-04-02,archive
"WorldQuant, LLC",NL0012866412,BE Semiconductor Industries N.V.,0.54,2020-04-02,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,2.01,2020-04-02,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,1.9,2020-04-01,archive
Citadel Europe LLP,NL0000303709,AEGON Ltd.,0.58,2020-04-01,archive
Citadel Europe LLP,NL0012866412,BE Semiconductor Industries N.V.,1.41,2020-04-01,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,0.78,2020-04-01,archive
Marshall Wace LLP,NL0011872650,Basic-Fit N.V.,0.44,2020-04-01,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.47,2020-04-01,archive
Marshall Wace LLP,NL0011821392,Signify N.V.,0.47,2020-04-01,archive
Voleon Capital Management LP,NL0000888691,AMG Critical Materials N.V.,0.98,2020-04-01,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,1.86,2020-04-01,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.82,2020-04-01,archive
Adage Capital Management L.P.,LU1598757687,ArcelorMittal S.A.,0.86,2020-03-31,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.71,2020-03-31,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,0.79,2020-03-31,archive
"Athanor Capital, LP",NL0000289213,Wereldhave N.V.,0.54,2020-03-31,archive
BlackRock Investment Management (UK) Limited,NL0011821392,Signify N.V.,1.47,2020-03-31,archive
Bogle Investment Management LP,NL0000888691,AMG Critical Materials N.V.,0.68,2020-03-31,archive
Capital Fund Management S.A.,NL0011279492,Flow Traders Ltd.,0.59,2020-03-31,archive
Citadel Advisors LLC,NL0000337319,Koninklijke BAM Groep N.V.,0.81,2020-03-31,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.17,2020-03-31,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,0.99,2020-03-31,archive
"WorldQuant, LLC",NL0000288876,Eurocommercial Properties N.V.,0.5,2020-03-31,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,1.58,2020-03-31,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.78,2020-03-31,archive
"AQR Capital Management, LLC",LU1598757687,ArcelorMittal S.A.,0.78,2020-03-30,archive
"BlackRock Institutional Trust Company, National Association",NL0010558797,OCI N.V.,0.61,2020-03-30,archive
BlackRock Investment Management (UK) Limited,NL0011821392,Signify N.V.,1.3,2020-03-30,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,0.69,2020-03-30,archive
Citadel Europe LLP,NL0012866412,BE Semiconductor Industries N.V.,1.17,2020-03-30,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.52,2020-03-30,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.29,2020-03-30,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,3.03,2020-03-30,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,1.43,2020-03-30,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,1.36,2020-03-30,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.64,2020-03-30,archive
AHL Partners LLP,NL0010558797,OCI N.V.,0.49,2020-03-27,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,0.88,2020-03-27,archive
BlackRock Investment Management (UK) Limited,NL0011821392,Signify N.V.,1.26,2020-03-27,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,0.7,2020-03-27,archive
Caxton Associates LLP,NL0000352565,Fugro N.V.,0.5,2020-03-27,archive
Citadel Europe LLP,NL0012866412,BE Semiconductor Industries N.V.,0.93,2020-03-27,archive
CQS (UK) LLP,NL0012866412,BE Semiconductor Industries N.V.,0.6,2020-03-27,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.69,2020-03-27,archive
Jupiter Investment Management Limited,NL0000888691,AMG Critical Materials N.V.,0.89,2020-03-27,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2.22,2020-03-27,archive
Marshall Wace LLP,NL0011872650,Basic-Fit N.V.,0.59,2020-03-27,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.29,2020-03-27,archive
Numeric Investors LLC,BE0003818359,Galapagos NV,0.49,2020-03-27,archive
"Woodson Capital Master Fund, LP",NL0000289213,Wereldhave N.V.,3.61,2020-03-27,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,1.03,2020-03-27,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.51,2020-03-27,archive
Capital Fund Management S.A.,NL0011279492,Flow Traders Ltd.,0.61,2020-03-26,archive
"Davidson Kempner European Partners, LLP",NL0012866412,BE Semiconductor Industries N.V.,0.7,2020-03-26,archive
Kuvari Partners LLP,NL0006237562,ARCADIS N.V.,0.59,2020-03-26,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,2.13,2020-03-26,archive
Marshall Wace LLP,NL0011872650,Basic-Fit N.V.,0.6,2020-03-26,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,0.78,2020-03-26,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.34,2020-03-26,archive
Systematica Investments Limited,NL0000352565,Fugro N.V.,0.78,2020-03-26,archive
UBS Asset Management (UK) Ltd.,NL0000289213,Wereldhave N.V.,0.6,2020-03-26,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,1.31,2020-03-26,archive
AHL Partners LLP,NL0000360618,SBM Offshore N.V.,0.54,2020-03-25,archive
AKO Capital LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.0,2020-03-25,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,0.64,2020-03-25,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,0.88,2020-03-25,archive
HBK Investments LP,NL0000352565,Fugro N.V.,0.39,2020-03-25,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,1.97,2020-03-25,archive
"Point72 Asset Management, L.P.",NL0010391025,Pharming Group N.V.,0.44,2020-03-25,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,0.69,2020-03-25,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2.93,2020-03-25,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,1.21,2020-03-25,archive
Voleon Capital Management LP,NL0000352565,Fugro N.V.,0.83,2020-03-25,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,1.04,2020-03-25,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.91,2020-03-25,archive
"AQR Capital Management, LLC",LU1598757687,ArcelorMittal S.A.,0.89,2020-03-24,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,0.43,2020-03-24,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,0.43,2020-03-24,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,0.43,2020-03-24,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,0.43,2020-03-24,archive
Citadel Advisors LLC,NL0000337319,Koninklijke BAM Groep N.V.,0.71,2020-03-24,archive
Citadel Advisors LLC,NL0009739416,PostNL N.V.,0.42,2020-03-24,archive
Citadel Europe LLP,NL0000303709,AEGON Ltd.,0.61,2020-03-24,archive
HBK Investments LP,NL0000352565,Fugro N.V.,0.62,2020-03-24,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.47,2020-03-24,archive
"Lucerne Capital Management, L.P.",NL0000289213,Wereldhave N.V.,0.87,2020-03-24,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,1.82,2020-03-24,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.49,2020-03-24,archive
Numeric Investors LLC,BE0003818359,Galapagos NV,0.59,2020-03-24,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,3.03,2020-03-24,archive
Voleon Capital Management LP,NL0000888691,AMG Critical Materials N.V.,1.09,2020-03-24,archive
Woodline Partners,NL0010391025,Pharming Group N.V.,0.58,2020-03-24,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,1.89,2020-03-23,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.6,2020-03-23,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,0.55,2020-03-23,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,0.55,2020-03-23,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,0.55,2020-03-23,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,0.55,2020-03-23,archive
Citadel Advisors LLC,NL0000337319,Koninklijke BAM Groep N.V.,0.66,2020-03-23,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.52,2020-03-23,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,0.34,2020-03-23,archive
Lone Pine Capital LLC,FR0013326246,Unibail-Rodamco-Westfield SE,0.38,2020-03-23,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,1.52,2020-03-23,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,0.84,2020-03-23,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.56,2020-03-23,archive
"Point72 Asset Management, L.P.",NL0010391025,Pharming Group N.V.,0.6,2020-03-23,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,3.11,2020-03-23,archive
Sylebra Capital Limited,NL0011821392,Signify N.V.,0.45,2020-03-23,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,1.1,2020-03-23,archive
Bogle Investment Management LP,NL0000888691,AMG Critical Materials N.V.,0.7,2020-03-20,archive
Boldhaven Management LLP,NL0006237562,ARCADIS N.V.,0.49,2020-03-20,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,0.65,2020-03-20,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,0.45,2020-03-20,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.3,2020-03-20,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0000888691,AMG Critical Materials N.V.,1.19,2020-03-20,archive
"D. E. Shaw & Co., L.P.",LU1598757687,ArcelorMittal S.A.,0.51,2020-03-20,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,0.91,2020-03-20,archive
GLG Partners LP,NL0000289213,Wereldhave N.V.,0.53,2020-03-20,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,0.7,2020-03-20,archive
Jupiter Investment Management Limited,NL0000888691,AMG Critical Materials N.V.,0.98,2020-03-20,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,1.28,2020-03-20,archive
Marshall Wace LLP,NL0011872650,Basic-Fit N.V.,0.5,2020-03-20,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,0.9,2020-03-20,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.62,2020-03-20,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,0.88,2020-03-20,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2.72,2020-03-20,archive
Sylebra Capital Limited,NL0011821392,Signify N.V.,0.52,2020-03-20,archive
Voleon Capital Management LP,NL0000352565,Fugro N.V.,0.73,2020-03-20,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.81,2020-03-20,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,0.69,2020-03-19,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,0.69,2020-03-19,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,0.69,2020-03-19,archive
Capital Fund Management S.A.,NL0000352565,Fugro N.V.,0.52,2020-03-19,archive
Citadel Europe LLP,NL0012866412,BE Semiconductor Industries N.V.,0.78,2020-03-19,archive
"D. E. Shaw & Co., L.P.",LU1598757687,ArcelorMittal S.A.,0.49,2020-03-19,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.35,2020-03-19,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,1.49,2020-03-19,archive
Jupiter Investment Management Limited,NL0000888691,AMG Critical Materials N.V.,1.06,2020-03-19,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,0.91,2020-03-19,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,1.04,2020-03-19,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.54,2020-03-19,archive
Marshall Wace LLP,NL0011821392,Signify N.V.,0.51,2020-03-19,archive
Marshall Wace LLP,NL0000289213,Wereldhave N.V.,1.74,2020-03-19,archive
Numeric Investors LLC,BE0003818359,Galapagos NV,0.69,2020-03-19,archive
Systematica Investments Limited,NL0000888691,AMG Critical Materials N.V.,0.56,2020-03-19,archive
Woodline Partners,NL0010391025,Pharming Group N.V.,0.76,2020-03-19,archive
"AQR Capital Management, LLC",NL0009432491,Koninklijke Vopak N.V.,0.98,2020-03-18,archive
BlackRock Investment Management (UK) Limited,NL0011821392,Signify N.V.,1.46,2020-03-18,archive
Bogle Investment Management LP,NL0000888691,AMG Critical Materials N.V.,0.53,2020-03-18,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,0.57,2020-03-18,archive
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,0.48,2020-03-18,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.44,2020-03-18,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,1.65,2020-03-18,archive
JPMorgan Asset Management (UK) Ltd.,NL0000888691,AMG Critical Materials N.V.,1.73,2020-03-18,archive
Jupiter Investment Management Limited,NL0000888691,AMG Critical Materials N.V.,1.17,2020-03-18,archive
Kuvari Partners LLP,NL0006237562,ARCADIS N.V.,0.68,2020-03-18,archive
Marshall Wace LLP,NL0000888691,AMG Critical Materials N.V.,0.72,2020-03-18,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.64,2020-03-18,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,0.46,2020-03-18,archive
Millennium International Management LP,NL0011821392,Signify N.V.,0.41,2020-03-18,archive
Pictet Asset Management Limited,NL0010391025,Pharming Group N.V.,0.99,2020-03-18,archive
"Point72 Asset Management, L.P.",NL0010391025,Pharming Group N.V.,0.76,2020-03-18,archive
Voleon Capital Management LP,NL0000888691,AMG Critical Materials N.V.,1.19,2020-03-18,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.65,2020-03-18,archive
"AQR Capital Management, LLC",LU1598757687,ArcelorMittal S.A.,0.98,2020-03-17,archive
"Bridgewater Associates, LP",NL0010273215,ASML Holding N.V.,0.77,2020-03-17,archive
"Bridgewater Associates, LP",NL0011821202,ING Groep N.V.,0.77,2020-03-17,archive
"Bridgewater Associates, LP",NL0011794037,Koninklijke Ahold Delhaize N.V.,0.77,2020-03-17,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,0.77,2020-03-17,archive
"D. E. Shaw & Co., L.P.",LU1598757687,ArcelorMittal S.A.,0.5,2020-03-17,archive
"D. E. Shaw & Co., L.P.",BE0003818359,Galapagos NV,0.9,2020-03-17,archive
HBK Investments LP,NL0000352565,Fugro N.V.,0.7,2020-03-17,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,2.17,2020-03-17,archive
Kingdon Capital Management LLC,NL0010391025,Pharming Group N.V.,0.31,2020-03-17,archive
Lone Pine Capital LLC,FR0013326246,Unibail-Rodamco-Westfield SE,0.61,2020-03-17,archive
Marshall Wace LLP,NL0012969182,Adyen N.V.,0.51,2020-03-17,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.32,2020-03-17,archive
Marshall Wace LLP,BE0003818359,Galapagos NV,1.25,2020-03-17,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,0.91,2020-03-17,archive
Millennium International Management LP,NL0011821392,Signify N.V.,0.57,2020-03-17,archive
Numeric Investors LLC,BE0003818359,Galapagos NV,0.71,2020-03-17,archive
Paloma Partners Management Company,NL0012866412,BE Semiconductor Industries N.V.,0.48,2020-03-17,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2.62,2020-03-17,archive
Toscafund Asset Management LLP,NL0000289213,Wereldhave N.V.,0.57,2020-03-17,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,0.95,2020-03-17,archive
Voleon Capital Management LP,NL0000352565,Fugro N.V.,0.68,2020-03-17,archive
Voleon Capital Management LP,NL0009739416,PostNL N.V.,1.14,2020-03-17,archive
Woodline Partners,NL0010391025,Pharming Group N.V.,0.81,2020-03-17,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,0.26,2020-03-17,archive
"WorldQuant, LLC",NL0011279492,Flow Traders Ltd.,0.26,2020-03-17,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.4,2020-03-17,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,0.43,2020-03-17,archive
Adage Capital Management L.P.,LU1598757687,ArcelorMittal S.A.,0.76,2020-03-16,archive
"AQR Capital Management, LLC",NL0010558797,OCI N.V.,1.91,2020-03-16,archive
Citadel Advisors LLC,NL0000352565,Fugro N.V.,0.31,2020-03-16,archive
Citadel Advisors LLC,BE0003818359,Galapagos NV,0.69,2020-03-16,archive
Citadel Europe LLP,NL0000303709,AEGON Ltd.,0.5,2020-03-16,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,0.63,2020-03-16,archive
CQS (UK) LLP,NL0012866412,BE Semiconductor Industries N.V.,0.56,2020-03-16,archive
"D. E. Shaw & Co., L.P.",NL0000289213,Wereldhave N.V.,0.87,2020-03-16,archive
HBK Investments LP,NL0000352565,Fugro N.V.,0.86,2020-03-16,archive
HBK Investments LP,NL0000337319,Koninklijke BAM Groep N.V.,1.28,2020-03-16,archive
"Hound Partners, LLC",NL0000888691,AMG Critical Materials N.V.,2.35,2020-03-16,archive
"Lakewood Capital Management, LP",NL0011279492,Flow Traders Ltd.,0.59,2020-03-16,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.22,2020-03-16,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.29,2020-03-16,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.72,2020-03-16,archive
Millennium Capital Partners LLP,NL0011821392,Signify N.V.,1.23,2020-03-16,archive
"Point72 Asset Management, L.P.",NL0010391025,Pharming Group N.V.,0.88,2020-03-16,archive
Scopia Capital Management LP,NL0012866412,BE Semiconductor Industries N.V.,0.7,2020-03-16,archive
Sculptor Capital Management Europe Limited,NL0000352565,Fugro N.V.,2.55,2020-03-16,archive
The Mangrove Partners Master Fund Limited,NL0000352565,Fugro N.V.,0.91,2020-03-16,archive
Verde Serviços Internacionais S.A.,NL0012866412,BE Semiconductor Industries N.V.,0.45,2020-03-16,archive
Voleon Capital Management LP,NL0000888691,AMG Critical Materials N.V.,1.27,2020-03-16,archive
Voleon Capital Management LP,NL0011279492,Flow Traders Ltd.,1.23,2020-03-16,archive
"WorldQuant, LLC",NL0000888691,AMG Critical Materials N.V.,0.6,2020-03-16,archive
"WorldQuant, LLC",NL0011279492,Flow Traders Ltd.,0.51,2020-03-16,archive
"WorldQuant, LLC",NL0000289213,Wereldhave N.V.,0.58,2020-03-16,archive
AHL Partners LLP,NL0000360618,SBM Offshore N.V.,0.65,2020-03-13,archive
"AQR Capital Management, LLC",NL0000009082,Koninklijke KPN N.V.,0.46,2020-03-13,archive
"Arrowstreet Capital, Limited Partnership",NL0000888691,AMG Critical Materials N.V.,0.99,2020-03-13,archive
"Athanor Capital, LP",NL0000289213,Wereldhave N.V.,0.46,2020-03-13,archive
"Bridgewater Associates, LP",NL0000009538,Koninklijke Philips N.V.,0.89,2020-03-13,archive
Capital Fund Management S.A.,NL0011279492,Flow Traders Ltd.,0.5,2020-03-13,archive
Citadel Advisors LLC,NL0000352565,Fugro N.V.,0.53,2020-03-13,archive
Citadel Europe LLP,NL0000352565,Fugro N.V.,1.06,2020-03-13,archive
"D. E. Shaw & Co., L.P.",LU1598757687,ArcelorMittal S.A.,0.49,2020-03-13,archive
"Davidson Kempner European Partners, LLP",NL0012866412,BE Semiconductor Industries N.V.,0.69,2020-03-13,archive
"Great Point Partners, LLC",NL0010391025,Pharming Group N.V.,1.9,2020-03-13,archive
HBK Investments LP,NL0000352565,Fugro N.V.,0.73,2020-03-13,archive
Kingdon Capital Management LLC,NL0010391025,Pharming Group N.V.,0.68,2020-03-13,archive
Marshall Wace LLP,NL0011279492,Flow Traders Ltd.,2.03,2020-03-13,archive
