position_holder,issuer_name,net_short_position,isin,position_date,source
Millennium International Management LP,Galapagos NV,0.94,BE0003818359,2015-10-01,archive
Millennium International Management LP,Wereldhave N.V.,0.5,NL0000289213,2015-10-01,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.56,NL0000360618,2015-10-01,archive
BNP Paribas S.A.,Aperam S.A.,0.39,LU0569974404,2015-09-30,archive
CQS (UK) LLP,Aperam S.A.,0.66,LU0569974404,2015-09-30,archive
Marshall Wace LLP,Fugro N.V.,1.46,NL0000352565,2015-09-30,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,1.24,NL0000352565,2015-09-30,archive
BNP Paribas S.A.,Aperam S.A.,0.52,LU0569974404,2015-09-29,archive
Capital Fund Management S.A.,BE Semiconductor Industries N.V.,0.71,NL0000339760,2015-09-29,archive
Capital Fund Management S.A.,PostNL N.V.,0.61,NL0009739416,2015-09-29,archive
"Discovery Capital Management, LLC",TomTom N.V.,0.47,NL0000387058,2015-09-29,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.66,NL0000360618,2015-09-29,archive
Adage Capital Management L.P.,Aperam S.A.,3.95,LU0569974404,2015-09-28,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.9,LU0323134006,2015-09-28,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.59,NL0000360618,2015-09-28,archive
Capital Fund Management S.A.,PostNL N.V.,0.59,NL0009739416,2015-09-28,archive
CQS (UK) LLP,Aperam S.A.,0.74,LU0569974404,2015-09-28,archive
Man Investments Limited,Koninklijke BAM Groep N.V.,0.61,NL0000337319,2015-09-28,archive
Marshall Wace LLP,Galapagos NV,0.64,BE0003818359,2015-09-28,archive
Marshall Wace LLP,SBM Offshore N.V.,1.05,NL0000360618,2015-09-28,archive
Millennium International Management LP,Galapagos NV,0.8,BE0003818359,2015-09-28,archive
"AQR Capital Management, LLC",Fugro N.V.,3.28,NL0000352565,2015-09-25,archive
"Basso Capital Management, L.P",Aperam S.A.,0.57,LU0569974404,2015-09-25,archive
Capital Fund Management S.A.,BE Semiconductor Industries N.V.,0.53,NL0000339760,2015-09-25,archive
Capital Fund Management S.A.,PostNL N.V.,0.6,NL0009739416,2015-09-25,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.6,NL0000360618,2015-09-25,archive
"WorldQuant, LLC",TomTom N.V.,0.79,NL0000387058,2015-09-25,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.76,LU0323134006,2015-09-24,archive
BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.71,NL0000339760,2015-09-24,archive
Capital Fund Management S.A.,PostNL N.V.,0.59,NL0009739416,2015-09-24,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.59,NL0000360618,2015-09-24,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.72,NL0010672325,2015-09-24,archive
SFM UK Management LLP,TKH Group N.V.,0.73,NL0000852523,2015-09-24,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,1.34,NL0000352565,2015-09-24,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.6,NL0006237562,2015-09-23,archive
Capital Fund Management S.A.,Fugro N.V.,0.6,NL0000352565,2015-09-23,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,1.57,NL0000352565,2015-09-23,archive
Capital Fund Management S.A.,Fugro N.V.,0.58,NL0000352565,2015-09-22,archive
CQS (UK) LLP,Aperam S.A.,0.89,LU0569974404,2015-09-22,archive
HBK Investments LP,ArcelorMittal S.A.,0.59,LU0323134006,2015-09-22,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,1.66,NL0000352565,2015-09-22,archive
"WorldQuant, LLC",TomTom N.V.,0.87,NL0000387058,2015-09-22,archive
Capital Fund Management S.A.,Fugro N.V.,0.6,NL0000352565,2015-09-21,archive
Capital Fund Management S.A.,PostNL N.V.,0.61,NL0009739416,2015-09-21,archive
JPMorgan Asset Management (UK) Ltd.,BE Semiconductor Industries N.V.,0.57,NL0000339760,2015-09-21,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.5,NL0000339760,2015-09-21,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.49,NL0000387058,2015-09-18,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.6,NL0000360618,2015-09-18,archive
Man Investments Limited,Koninklijke BAM Groep N.V.,0.54,NL0000337319,2015-09-18,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.46,NL0000339760,2015-09-18,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.71,NL0000360618,2015-09-18,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.59,NL0000360618,2015-09-17,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.5,NL0000387058,2015-09-16,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.6,NL0000360618,2015-09-16,archive
Marshall Wace LLP,Fugro N.V.,1.59,NL0000352565,2015-09-16,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.33,NL0000339760,2015-09-16,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.69,NL0000360618,2015-09-16,archive
"WorldQuant, LLC",TomTom N.V.,0.98,NL0000387058,2015-09-16,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.64,LU0323134006,2015-09-15,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.6,NL0000360618,2015-09-15,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.62,NL0010672325,2015-09-15,archive
Marshall Wace LLP,SBM Offshore N.V.,1.11,NL0000360618,2015-09-15,archive
AKO Capital LLP,ARCADIS N.V.,0.92,NL0006237562,2015-09-11,archive
Capital Fund Management S.A.,PostNL N.V.,0.51,NL0009739416,2015-09-11,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,1.76,NL0000352565,2015-09-11,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.22,NL0000339760,2015-09-11,archive
AKO Capital LLP,ARCADIS N.V.,0.71,NL0006237562,2015-09-10,archive
BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.68,NL0000339760,2015-09-10,archive
Capital Fund Management S.A.,Fugro N.V.,0.5,NL0000352565,2015-09-10,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.18,NL0000339760,2015-09-10,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.77,NL0000360618,2015-09-10,archive
"WorldQuant, LLC",TomTom N.V.,1.08,NL0000387058,2015-09-10,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.5,NL0010672325,2015-09-09,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.07,NL0000339760,2015-09-09,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.84,NL0000360618,2015-09-09,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.98,NL0000360618,2015-09-07,archive
BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.7,NL0000339760,2015-09-04,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.58,NL0000360618,2015-09-04,archive
Marshall Wace LLP,TomTom N.V.,0.82,NL0000387058,2015-09-04,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.51,NL0000395903,2015-09-04,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.54,LU0323134006,2015-09-03,archive
BlackRock Investment Management (UK) Limited,BE Semiconductor Industries N.V.,0.68,NL0000339760,2015-09-03,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.1,NL0000339760,2015-09-03,archive
"WorldQuant, LLC",SBM Offshore N.V.,1.09,NL0000360618,2015-09-03,archive
Man Investments Limited,Fugro N.V.,0.45,NL0000352565,2015-09-02,archive
Marshall Wace LLP,Fugro N.V.,1.69,NL0000352565,2015-09-02,archive
"WorldQuant, LLC",TomTom N.V.,1.19,NL0000387058,2015-09-02,archive
Adage Capital Management L.P.,Aperam S.A.,4.47,LU0569974404,2015-09-01,archive
AKO Capital LLP,ARCADIS N.V.,0.68,NL0006237562,2015-09-01,archive
"AQR Capital Management, LLC",Fugro N.V.,3.37,NL0000352565,2015-09-01,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.49,NL0000387058,2015-09-01,archive
Oxford Asset Management,Fugro N.V.,0.59,NL0000352565,2015-09-01,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.07,NL0000339760,2015-09-01,archive
"WorldQuant, LLC",SBM Offshore N.V.,1.19,NL0000360618,2015-09-01,archive
BlackRock Investment Management (UK) Limited,Brunel International N.V.,0.77,NL0010776944,2015-08-31,archive
Oxford Asset Management,Fugro N.V.,0.6,NL0000352565,2015-08-31,archive
AKO Capital LLP,ARCADIS N.V.,0.77,NL0006237562,2015-08-28,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.43,NL0010672325,2015-08-28,archive
Man Investments Limited,Fugro N.V.,0.59,NL0000352565,2015-08-28,archive
Man Investments Limited,SBM Offshore N.V.,0.49,NL0000360618,2015-08-28,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.6,NL0000360618,2015-08-27,archive
JPMorgan Asset Management (UK) Ltd.,ARCADIS N.V.,0.57,NL0006237562,2015-08-27,archive
JPMorgan Asset Management (UK) Ltd.,Brunel International N.V.,0.55,NL0010776944,2015-08-27,archive
Man Investments Limited,Fugro N.V.,0.65,NL0000352565,2015-08-27,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.19,NL0000339760,2015-08-27,archive
"WorldQuant, LLC",SBM Offshore N.V.,1.22,NL0000360618,2015-08-27,archive
Adage Capital Management L.P.,Aperam S.A.,4.21,LU0569974404,2015-08-26,archive
AKO Capital LLP,ARCADIS N.V.,0.89,NL0006237562,2015-08-26,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.43,LU0323134006,2015-08-26,archive
BlackRock Investment Management (UK) Limited,Brunel International N.V.,0.86,NL0010776944,2015-08-26,archive
BlackRock Investment Management (UK) Limited,Corbion N.V.,0.5,NL0010583399,2015-08-26,archive
Man Investments Limited,Fugro N.V.,0.71,NL0000352565,2015-08-26,archive
Marshall Wace LLP,SBM Offshore N.V.,1.0,NL0000360618,2015-08-26,archive
Marshall Wace LLP,TomTom N.V.,0.7,NL0000387058,2015-08-26,archive
Marshall Wace LLP,Wereldhave N.V.,0.45,NL0000289213,2015-08-26,archive
Oxford Asset Management,Fugro N.V.,0.59,NL0000352565,2015-08-26,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.56,NL0000387058,2015-08-25,archive
Man Investments Limited,Fugro N.V.,0.8,NL0000352565,2015-08-25,archive
Man Investments Limited,SBM Offshore N.V.,0.59,NL0000360618,2015-08-25,archive
Marshall Wace LLP,TomTom N.V.,0.64,NL0000387058,2015-08-25,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.49,NL0000395903,2015-08-25,archive
"WorldQuant, LLC",SBM Offshore N.V.,1.15,NL0000360618,2015-08-25,archive
"WorldQuant, LLC",TomTom N.V.,1.25,NL0000387058,2015-08-25,archive
AKO Capital LLP,ARCADIS N.V.,0.99,NL0006237562,2015-08-24,archive
Man Investments Limited,Fugro N.V.,0.92,NL0000352565,2015-08-24,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.43,LU0569974404,2015-08-24,archive
"WorldQuant, LLC",TomTom N.V.,1.19,NL0000387058,2015-08-24,archive
AKO Capital LLP,ARCADIS N.V.,1.17,NL0006237562,2015-08-21,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.36,NL0010672325,2015-08-21,archive
Kynikos Associates LP,SBM Offshore N.V.,0.35,NL0000360618,2015-08-21,archive
Susquehanna International Holdings LLC,Aperam S.A.,0.5,LU0569974404,2015-08-21,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.23,NL0000339760,2015-08-21,archive
"WorldQuant, LLC",TomTom N.V.,1.21,NL0000387058,2015-08-21,archive
Marshall Wace LLP,SBM Offshore N.V.,0.91,NL0000360618,2015-08-20,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.95,LU0323134006,2015-08-20,archive
SFM UK Management LLP,TKH Group N.V.,0.55,NL0000852523,2015-08-20,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.15,NL0000339760,2015-08-20,archive
"WorldQuant, LLC",SBM Offshore N.V.,1.0,NL0000360618,2015-08-20,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.59,NL0000360618,2015-08-19,archive
Marshall Wace LLP,Fugro N.V.,1.71,NL0000352565,2015-08-18,archive
Oxford Asset Management,Galapagos NV,0.48,BE0003818359,2015-08-18,archive
"WorldQuant, LLC",TomTom N.V.,1.13,NL0000387058,2015-08-18,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.49,LU0569974404,2015-08-17,archive
BlackRock Investment Management (UK) Limited,ARCADIS N.V.,0.51,NL0006237562,2015-08-17,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,1.04,NL0000339760,2015-08-17,archive
JPMorgan Asset Management (UK) Ltd.,Brunel International N.V.,0.62,NL0010776944,2015-08-14,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.96,NL0000339760,2015-08-14,archive
"WorldQuant, LLC",TomTom N.V.,1.03,NL0000387058,2015-08-14,archive
Marshall Wace LLP,Fugro N.V.,1.61,NL0000352565,2015-08-13,archive
"WorldQuant, LLC",TomTom N.V.,0.96,NL0000387058,2015-08-13,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.29,LU0323134006,2015-08-12,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.5,NL0000395903,2015-08-12,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.83,NL0000339760,2015-08-12,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.91,NL0000360618,2015-08-12,archive
"WorldQuant, LLC",TomTom N.V.,0.85,NL0000387058,2015-08-12,archive
Marshall Wace LLP,Fugro N.V.,1.52,NL0000352565,2015-08-11,archive
Marshall Wace LLP,TomTom N.V.,0.5,NL0000387058,2015-08-11,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.73,NL0000339760,2015-08-11,archive
"WorldQuant, LLC",TomTom N.V.,0.79,NL0000387058,2015-08-11,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.6,NL0000387058,2015-08-10,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.4,NL0010672325,2015-08-10,archive
"BlackRock Advisors, LLC",Aperam S.A.,0.47,LU0569974404,2015-08-07,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.69,NL0000360618,2015-08-07,archive
Marshall Wace LLP,SBM Offshore N.V.,0.81,NL0000360618,2015-08-07,archive
Oxford Asset Management,Fugro N.V.,0.6,NL0000352565,2015-08-07,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.64,NL0000339760,2015-08-07,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.59,LU0569974404,2015-08-06,archive
Marshall Wace LLP,Fugro N.V.,1.4,NL0000352565,2015-08-06,archive
"WorldQuant, LLC",BE Semiconductor Industries N.V.,0.54,NL0000339760,2015-08-06,archive
"WorldQuant, LLC",TomTom N.V.,0.83,NL0000387058,2015-08-06,archive
"Basso Capital Management, L.P",Aperam S.A.,0.6,LU0569974404,2015-08-05,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.31,NL0010672325,2015-08-05,archive
HBK Investments LP,ArcelorMittal S.A.,0.61,LU0323134006,2015-08-05,archive
AKO Capital LLP,ARCADIS N.V.,1.23,NL0006237562,2015-08-04,archive
Marshall Wace LLP,SBM Offshore N.V.,0.71,NL0000360618,2015-08-04,archive
"WorldQuant, LLC",TomTom N.V.,0.96,NL0000387058,2015-08-04,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.41,LU0569974404,2015-08-03,archive
JPMorgan Asset Management (UK) Ltd.,ARCADIS N.V.,0.63,NL0006237562,2015-08-03,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.82,LU0323134006,2015-08-03,archive
Oxford Asset Management,Fugro N.V.,0.5,NL0000352565,2015-08-03,archive
Adage Capital Management L.P.,Aperam S.A.,4.15,LU0569974404,2015-07-31,archive
JPMorgan Asset Management (UK) Ltd.,ARCADIS N.V.,0.57,NL0006237562,2015-07-31,archive
Oxford Asset Management,Galapagos NV,0.51,BE0003818359,2015-07-31,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.81,NL0000360618,2015-07-31,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.58,NL0000360618,2015-07-30,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.58,LU0569974404,2015-07-30,archive
CQS (UK) LLP,Aperam S.A.,0.99,LU0569974404,2015-07-30,archive
"WorldQuant, LLC",TomTom N.V.,1.0,NL0000387058,2015-07-30,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.21,NL0010672325,2015-07-29,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.46,LU0323134006,2015-07-29,archive
Marshall Wace LLP,Wereldhave N.V.,0.5,NL0000289213,2015-07-29,archive
"AQR Capital Management, LLC",Fugro N.V.,3.48,NL0000352565,2015-07-28,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.69,LU0569974404,2015-07-28,archive
Marshall Wace LLP,ArcelorMittal S.A.,0.5,LU0323134006,2015-07-28,archive
"WorldQuant, LLC",TomTom N.V.,0.92,NL0000387058,2015-07-28,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.71,LU0323134006,2015-07-27,archive
Adage Capital Management L.P.,Aperam S.A.,4.02,LU0569974404,2015-07-24,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.78,NL0000360618,2015-07-24,archive
HBK Investments LP,ArcelorMittal S.A.,0.51,LU0323134006,2015-07-24,archive
Marshall Wace LLP,Fugro N.V.,1.3,NL0000352565,2015-07-24,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.71,NL0000360618,2015-07-24,archive
"BlackRock Institutional Trust Company, National Association",TomTom N.V.,0.5,NL0000387058,2015-07-23,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.14,NL0010672325,2015-07-23,archive
Adage Capital Management L.P.,Aperam S.A.,3.96,LU0569974404,2015-07-22,archive
Marshall Wace LLP,Fugro N.V.,1.2,NL0000352565,2015-07-22,archive
"WorldQuant, LLC",TomTom N.V.,0.8,NL0000387058,2015-07-22,archive
Marshall Wace LLP,TomTom N.V.,0.33,NL0000387058,2015-07-21,archive
Adage Capital Management L.P.,Aperam S.A.,3.83,LU0569974404,2015-07-20,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,1.02,NL0010672325,2015-07-20,archive
Marshall Wace LLP,Fugro N.V.,1.11,NL0000352565,2015-07-20,archive
Man Investments Limited,Fugro N.V.,0.88,NL0000352565,2015-07-17,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.61,NL0000360618,2015-07-17,archive
"WorldQuant, LLC",TomTom N.V.,0.74,NL0000387058,2015-07-17,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.7,LU0569974404,2015-07-16,archive
Marshall Wace LLP,Fugro N.V.,1.02,NL0000352565,2015-07-16,archive
Marshall Wace LLP,SBM Offshore N.V.,0.67,NL0000360618,2015-07-16,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.6,LU0569974404,2015-07-15,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,0.92,NL0010672325,2015-07-15,archive
Man Investments Limited,Fugro N.V.,0.98,NL0000352565,2015-07-15,archive
Marshall Wace LLP,TomTom N.V.,0.57,NL0000387058,2015-07-15,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.67,LU0323134006,2015-07-15,archive
"WorldQuant, LLC",TomTom N.V.,0.89,NL0000387058,2015-07-15,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.69,NL0009432491,2015-07-14,archive
"WorldQuant, LLC",TomTom N.V.,0.95,NL0000387058,2015-07-14,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.28,LU0323134006,2015-07-13,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,0.8,NL0010672325,2015-07-13,archive
Marshall Wace LLP,Fugro N.V.,0.9,NL0000352565,2015-07-13,archive
Marshall Wace LLP,TomTom N.V.,0.67,NL0000387058,2015-07-13,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.45,NL0000395903,2015-07-13,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.59,NL0000360618,2015-07-13,archive
"BlackRock Advisors, LLC",Aperam S.A.,0.59,LU0569974404,2015-07-10,archive
BlackRock Investment Management (UK) Limited,Aperam S.A.,0.52,LU0569974404,2015-07-10,archive
CQS (UK) LLP,Aperam S.A.,1.01,LU0569974404,2015-07-10,archive
"D.E. Shaw & Co., L.P.",SBM Offshore N.V.,1.81,NL0000360618,2015-07-10,archive
Marshall Wace LLP,Fugro N.V.,0.85,NL0000352565,2015-07-10,archive
Marshall Wace LLP,SBM Offshore N.V.,0.79,NL0000360618,2015-07-10,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.59,LU0323134006,2015-07-10,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,2.09,NL0000352565,2015-07-10,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.29,LU0323134006,2015-07-09,archive
"AQR Capital Management, LLC",Fugro N.V.,3.5,NL0000352565,2015-07-09,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,0.75,NL0010672325,2015-07-09,archive
Marshall Wace LLP,TomTom N.V.,0.77,NL0000387058,2015-07-09,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.55,NL0000395903,2015-07-09,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,2.36,NL0000352565,2015-07-09,archive
"AQR Capital Management, LLC",Koninklijke Vopak N.V.,0.7,NL0009432491,2015-07-08,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,0.67,NL0010672325,2015-07-08,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.43,NL0000387058,2015-07-08,archive
Man Investments Limited,SBM Offshore N.V.,0.62,NL0000360618,2015-07-08,archive
Marshall Wace LLP,SBM Offshore N.V.,0.85,NL0000360618,2015-07-08,archive
UBS Global Asset Management (UK) Ltd.,Fugro N.V.,2.47,NL0000352565,2015-07-08,archive
BNP Paribas S.A.,Aperam S.A.,0.47,LU0569974404,2015-07-07,archive
CQS (UK) LLP,Aperam S.A.,0.99,LU0569974404,2015-07-07,archive
"Davidson Kempner European Partners, LLP",Koninklijke Ahold Delhaize N.V.,0.56,NL0010672325,2015-07-07,archive
HBK Investments LP,ArcelorMittal S.A.,0.45,LU0323134006,2015-07-07,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.6,NL0000387058,2015-07-07,archive
Man Investments Limited,Fugro N.V.,1.05,NL0000352565,2015-07-07,archive
Marshall Wace LLP,Fugro N.V.,0.71,NL0000352565,2015-07-07,archive
Odey Asset Management LLP,ArcelorMittal S.A.,0.74,LU0323134006,2015-07-07,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.6,NL0000360618,2015-07-07,archive
"Basso Capital Management, L.P",Aperam S.A.,0.57,LU0569974404,2015-07-06,archive
"BlackRock Institutional Trust Company, National Association",Aperam S.A.,0.69,LU0569974404,2015-07-06,archive
"Hound Partners, LLC",TomTom N.V.,0.39,NL0000387058,2015-07-06,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.72,NL0000387058,2015-07-06,archive
Marshall Wace LLP,TomTom N.V.,0.8,NL0000387058,2015-07-06,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.65,NL0000395903,2015-07-06,archive
"WorldQuant, LLC",TomTom N.V.,1.0,NL0000387058,2015-07-06,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.82,NL0000387058,2015-07-03,archive
Marshall Wace LLP,Fugro N.V.,0.62,NL0000352565,2015-07-03,archive
Marshall Wace LLP,TomTom N.V.,0.71,NL0000387058,2015-07-03,archive
Adage Capital Management L.P.,Aperam S.A.,3.76,LU0569974404,2015-07-02,archive
"Hound Partners, LLC",TomTom N.V.,0.51,NL0000387058,2015-07-02,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,0.9,NL0000387058,2015-07-02,archive
Marshall Wace LLP,Fugro N.V.,0.58,NL0000352565,2015-07-02,archive
"WorldQuant, LLC",TomTom N.V.,0.91,NL0000387058,2015-07-02,archive
"AQR Capital Management, LLC",ArcelorMittal S.A.,1.17,LU0323134006,2015-07-01,archive
"AQR Capital Management, LLC",Fugro N.V.,3.4,NL0000352565,2015-07-01,archive
"Hound Partners, LLC",TomTom N.V.,0.6,NL0000387058,2015-07-01,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.01,NL0000387058,2015-07-01,archive
Marshall Wace LLP,TomTom N.V.,0.6,NL0000387058,2015-07-01,archive
Marshall Wace LLP,Wolters Kluwer N.V.,0.76,NL0000395903,2015-07-01,archive
"WorldQuant, LLC",TomTom N.V.,0.86,NL0000387058,2015-07-01,archive
Adage Capital Management L.P.,Aperam S.A.,3.83,LU0569974404,2015-06-30,archive
AKO Capital LLP,SBM Offshore N.V.,1.59,NL0000360618,2015-06-30,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.69,NL0000360618,2015-06-30,archive
BNP Paribas S.A.,Aperam S.A.,0.62,LU0569974404,2015-06-30,archive
"Hound Partners, LLC",TomTom N.V.,0.73,NL0000387058,2015-06-30,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.19,NL0000387058,2015-06-30,archive
Marshall Wace LLP,TomTom N.V.,0.51,NL0000387058,2015-06-30,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2.7,NL0000360618,2015-06-29,archive
BlackRock Investment Management (UK) Limited,Kendrion N.V.,0.5,NL0000852531,2015-06-29,archive
"Hound Partners, LLC",TomTom N.V.,0.91,NL0000387058,2015-06-29,archive
JPMorgan Asset Management (UK) Ltd.,Wereldhave N.V.,0.58,NL0000289213,2015-06-29,archive
"WorldQuant, LLC",TomTom N.V.,0.71,NL0000387058,2015-06-29,archive
Man Investments Limited,Fugro N.V.,0.91,NL0000352565,2015-06-26,archive
"Hound Partners, LLC",TomTom N.V.,1.17,NL0000387058,2015-06-25,archive
JPMorgan Asset Management (UK) Ltd.,TomTom N.V.,1.37,NL0000387058,2015-06-25,archive
"WorldQuant, LLC",Wereldhave N.V.,0.41,NL0000289213,2015-06-25,archive
"BlackRock Institutional Trust Company, National Association",SBM Offshore N.V.,0.49,NL0000360618,2015-06-24,archive
"Hound Partners, LLC",TomTom N.V.,1.24,NL0000387058,2015-06-24,archive
"WorldQuant, LLC",SBM Offshore N.V.,0.52,NL0000360618,2015-06-24,archive
"Hound Partners, LLC",TomTom N.V.,1.32,NL0000387058,2015-06-23,archive
"WorldQuant, LLC",TomTom N.V.,0.63,NL0000387058,2015-06-23,archive
"AQR Capital Management, LLC",Fugro N.V.,3.31,NL0000352565,2015-06-22,archive
"Hound Partners, LLC",TomTom N.V.,1.43,NL0000387058,2015-06-22,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.45,NL0000337319,2015-06-22,archive
