issuer_name,net_short_position,isin,position_date,position_holder,source
Wereldhave N.V.,1.21,NL0000289213,2019-12-19,Marshall Wace LLP,archive
Pharming Group N.V.,0.8,NL0010391025,2019-12-19,"Point72 Asset Management, L.P.",archive
ArcelorMittal S.A.,1.1,LU1598757687,2019-12-18,"AQR Capital Management, LLC",archive
Galapagos NV,0.59,BE0003818359,2019-12-18,"AQR Capital Management, LLC",archive
BE Semiconductor Industries N.V.,0.56,NL0012866412,2019-12-18,BFAM Partners (Hong Kong) Limited,archive
BE Semiconductor Industries N.V.,1.04,NL0012866412,2019-12-18,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,3.78,NL0000352565,2019-12-18,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.58,NL0000337319,2019-12-18,Marshall Wace LLP,archive
SBM Offshore N.V.,0.99,NL0000360618,2019-12-18,Marshall Wace LLP,archive
Signify N.V.,1.01,NL0011821392,2019-12-18,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,0.55,NL0012866412,2019-12-18,Verde Serviços Internacionais S.A.,archive
Galapagos NV,0.66,BE0003818359,2019-12-17,"AQR Capital Management, LLC",archive
Koninklijke KPN N.V.,0.79,NL0000009082,2019-12-17,"AQR Capital Management, LLC",archive
BE Semiconductor Industries N.V.,1.32,NL0012866412,2019-12-17,"Davidson Kempner European Partners, LLP",archive
Koninklijke BAM Groep N.V.,1.01,NL0000337319,2019-12-17,Lancaster Investment Management LLP,archive
Galapagos NV,0.61,BE0003818359,2019-12-17,Marshall Wace LLP,archive
Wereldhave N.V.,1.14,NL0000289213,2019-12-17,Marshall Wace LLP,archive
PostNL N.V.,0.67,NL0009739416,2019-12-17,Voleon Capital Management LP,archive
Wereldhave N.V.,0.51,NL0000289213,2019-12-17,"WorldQuant, LLC",archive
Galapagos NV,0.77,BE0003818359,2019-12-16,"AQR Capital Management, LLC",archive
Fugro N.V.,0.49,NL0000352565,2019-12-16,"Connor, Clark & Lunn Investment Management Ltd.",archive
BE Semiconductor Industries N.V.,1.29,NL0012866412,2019-12-16,"Davidson Kempner European Partners, LLP",archive
Aperam S.A.,0.79,LU0569974404,2019-12-16,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.67,NL0000337319,2019-12-16,Marshall Wace LLP,archive
Galapagos NV,0.61,BE0003818359,2019-12-16,Numeric Investors LLC,archive
AMG Critical Materials N.V.,0.46,NL0000888691,2019-12-16,"PDT Partners, LLC",archive
IMCD N.V.,0.49,NL0010801007,2019-12-16,Voleon Capital Management LP,archive
Galapagos NV,0.8,BE0003818359,2019-12-13,"AQR Capital Management, LLC",archive
OCI N.V.,1.5,NL0010558797,2019-12-13,"AQR Capital Management, LLC",archive
Fugro N.V.,0.79,NL0000352565,2019-12-13,Capital Fund Management S.A.,archive
Wereldhave N.V.,0.58,NL0000289213,2019-12-13,Citadel Advisors II LLC,archive
ARCADIS N.V.,2.29,NL0006237562,2019-12-13,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.72,NL0000337319,2019-12-13,Marshall Wace LLP,archive
PostNL N.V.,0.89,NL0009739416,2019-12-13,Marshall Wace LLP,archive
TomTom N.V.,0.88,NL0013332471,2019-12-13,Marshall Wace LLP,archive
Signify N.V.,0.77,NL0011821392,2019-12-13,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.44,NL0000888691,2019-12-13,Voleon Capital Management LP,archive
Fugro N.V.,0.47,NL0000352565,2019-12-13,Voleon Capital Management LP,archive
PostNL N.V.,0.78,NL0009739416,2019-12-13,Voleon Capital Management LP,archive
Fugro N.V.,0.49,NL0000352565,2019-12-12,Canada Pension Plan Investment Board,archive
Fugro N.V.,1.8,NL0000352565,2019-12-12,JPMorgan Asset Management (UK) Ltd.,archive
AMG Critical Materials N.V.,0.41,NL0000888691,2019-12-12,Marshall Wace LLP,archive
Fugro N.V.,3.84,NL0000352565,2019-12-12,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.81,NL0000337319,2019-12-12,Marshall Wace LLP,archive
PostNL N.V.,0.98,NL0009739416,2019-12-12,Marshall Wace LLP,archive
Wereldhave N.V.,1.0,NL0000289213,2019-12-12,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.52,NL0000888691,2019-12-12,Voleon Capital Management LP,archive
SBM Offshore N.V.,0.8,NL0000360618,2019-12-11,AHL Partners LLP,archive
AMG Critical Materials N.V.,0.37,NL0000888691,2019-12-11,"Arrowstreet Capital, Limited Partnership",archive
AMG Critical Materials N.V.,0.53,NL0000888691,2019-12-11,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,3.79,NL0000352565,2019-12-11,Marshall Wace LLP,archive
Galapagos NV,0.58,BE0003818359,2019-12-11,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.92,NL0000337319,2019-12-11,Marshall Wace LLP,archive
PostNL N.V.,1.05,NL0009739416,2019-12-11,Marshall Wace LLP,archive
Wereldhave N.V.,0.93,NL0000289213,2019-12-11,Marshall Wace LLP,archive
AMG Critical Materials N.V.,0.59,NL0000888691,2019-12-11,"PDT Partners, LLC",archive
Pharming Group N.V.,0.73,NL0010391025,2019-12-11,"Point72 Asset Management, L.P.",archive
AMG Critical Materials N.V.,0.68,NL0000888691,2019-12-11,Voleon Capital Management LP,archive
PostNL N.V.,0.88,NL0009739416,2019-12-11,Voleon Capital Management LP,archive
Wereldhave N.V.,0.65,NL0000289213,2019-12-10,Citadel Advisors II LLC,archive
AMG Critical Materials N.V.,0.58,NL0000888691,2019-12-10,Marshall Wace LLP,archive
PostNL N.V.,1.13,NL0009739416,2019-12-10,Marshall Wace LLP,archive
Wereldhave N.V.,0.88,NL0000289213,2019-12-10,Marshall Wace LLP,archive
Galapagos NV,0.51,BE0003818359,2019-12-10,Numeric Investors LLC,archive
IMCD N.V.,0.5,NL0010801007,2019-12-10,Voleon Capital Management LP,archive
Galapagos NV,0.79,BE0003818359,2019-12-09,"AQR Capital Management, LLC",archive
Wereldhave N.V.,0.49,NL0000289213,2019-12-09,Citadel Advisors II LLC,archive
Koninklijke BAM Groep N.V.,1.19,NL0000337319,2019-12-09,Lancaster Investment Management LLP,archive
AMG Critical Materials N.V.,0.64,NL0000888691,2019-12-09,Marshall Wace LLP,archive
Aperam S.A.,0.89,LU0569974404,2019-12-09,Marshall Wace LLP,archive
ARCADIS N.V.,2.39,NL0006237562,2019-12-09,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,3.07,NL0000337319,2019-12-09,Marshall Wace LLP,archive
Signify N.V.,0.52,NL0011821392,2019-12-09,Marshall Wace LLP,archive
Fugro N.V.,1.77,NL0000352565,2019-12-09,Sculptor Capital Management Europe Limited,archive
BE Semiconductor Industries N.V.,0.36,NL0012866412,2019-12-09,"Tenor Capital Management Company, L.P.",archive
AMG Critical Materials N.V.,0.88,NL0000888691,2019-12-09,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,0.59,NL0000888691,2019-12-06,"Arrowstreet Capital, Limited Partnership",archive
Pharming Group N.V.,0.61,NL0010391025,2019-12-06,Kingdon Capital Management LLC,archive
Signify N.V.,0.49,NL0011821392,2019-12-06,Marshall Wace LLP,archive
Signify N.V.,0.9,NL0011821392,2019-12-06,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,0.69,NL0000888691,2019-12-06,"PDT Partners, LLC",archive
Fugro N.V.,0.9,NL0000352565,2019-12-06,Systematica Investments Limited,archive
AMG Critical Materials N.V.,0.93,NL0000888691,2019-12-06,Voleon Capital Management LP,archive
Wereldhave N.V.,0.47,NL0000289213,2019-12-06,"WorldQuant, LLC",archive
Galapagos NV,0.87,BE0003818359,2019-12-05,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.65,NL0000888691,2019-12-05,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,0.59,NL0000352565,2019-12-05,Canada Pension Plan Investment Board,archive
AMG Critical Materials N.V.,2.04,NL0000888691,2019-12-05,Jupiter Investment Management Limited,archive
AMG Critical Materials N.V.,0.78,NL0000888691,2019-12-05,Marshall Wace LLP,archive
Brunel International N.V.,0.49,NL0010776944,2019-12-05,Marshall Wace LLP,archive
Fugro N.V.,3.87,NL0000352565,2019-12-05,Marshall Wace LLP,archive
Signify N.V.,0.89,NL0011821392,2019-12-05,Millennium Capital Partners LLP,archive
Galapagos NV,0.49,BE0003818359,2019-12-05,Millennium International Management LP,archive
Signify N.V.,0.89,NL0011821392,2019-12-05,Millennium International Management LP,archive
Fugro N.V.,0.55,NL0000352565,2019-12-05,Voleon Capital Management LP,archive
Fugro N.V.,0.81,NL0000352565,2019-12-04,B&G Master Fund Plc,archive
Fugro N.V.,1.09,NL0000352565,2019-12-04,HBK Investments LP,archive
Koninklijke BAM Groep N.V.,0.47,NL0000337319,2019-12-04,HBK Investments LP,archive
Koninklijke BAM Groep N.V.,1.29,NL0000337319,2019-12-04,Lancaster Investment Management LLP,archive
Fugro N.V.,3.99,NL0000352565,2019-12-04,Marshall Wace LLP,archive
PostNL N.V.,1.29,NL0009739416,2019-12-04,Marshall Wace LLP,archive
Signify N.V.,0.5,NL0011821392,2019-12-04,Marshall Wace LLP,archive
Signify N.V.,0.9,NL0011821392,2019-12-04,Millennium Capital Partners LLP,archive
BE Semiconductor Industries N.V.,1.48,NL0012866412,2019-12-04,Scopia Capital Management LP,archive
Fugro N.V.,0.63,NL0000352565,2019-12-04,Whitebox Advisors LLC,archive
SBM Offshore N.V.,2.49,NL0000360618,2019-12-03,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.76,NL0000888691,2019-12-03,"Arrowstreet Capital, Limited Partnership",archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,2019-12-03,HBK Investments LP,archive
Fugro N.V.,4.07,NL0000352565,2019-12-03,Marshall Wace LLP,archive
PostNL N.V.,1.34,NL0009739416,2019-12-03,Marshall Wace LLP,archive
Signify N.V.,0.82,NL0011821392,2019-12-03,Millennium Capital Partners LLP,archive
TKH Group N.V.,0.8,NL0000852523,2019-12-03,SFM UK Management LLP,archive
PostNL N.V.,0.95,NL0009739416,2019-12-03,Voleon Capital Management LP,archive
ArcelorMittal S.A.,1.0,LU1598757687,2019-12-02,"AQR Capital Management, LLC",archive
Galapagos NV,0.98,BE0003818359,2019-12-02,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,1.49,NL0009432491,2019-12-02,"AQR Capital Management, LLC",archive
Fugro N.V.,1.11,NL0000352565,2019-12-02,HBK Investments LP,archive
ARCADIS N.V.,0.66,NL0006237562,2019-12-02,Kuvari Partners LLP,archive
ARCADIS N.V.,2.4,NL0006237562,2019-12-02,Marshall Wace LLP,archive
Fugro N.V.,4.18,NL0000352565,2019-12-02,Marshall Wace LLP,archive
SBM Offshore N.V.,1.0,NL0000360618,2019-12-02,Marshall Wace LLP,archive
Signify N.V.,0.91,NL0011821392,2019-12-02,Millennium International Management LP,archive
Pharming Group N.V.,0.61,NL0010391025,2019-12-02,"Point72 Asset Management, L.P.",archive
BE Semiconductor Industries N.V.,1.56,NL0012866412,2019-12-02,Scopia Capital Management LP,archive
PostNL N.V.,0.86,NL0009739416,2019-12-02,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,0.86,NL0000888691,2019-11-29,Marshall Wace LLP,archive
Fugro N.V.,4.28,NL0000352565,2019-11-29,Marshall Wace LLP,archive
PostNL N.V.,0.67,NL0009739416,2019-11-29,"PDT Partners, LLC",archive
Pharming Group N.V.,0.55,NL0010391025,2019-11-29,"Point72 Asset Management, L.P.",archive
Fugro N.V.,0.6,NL0000352565,2019-11-29,Voleon Capital Management LP,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,2019-11-29,Voleon Capital Management LP,archive
Aperam S.A.,0.9,LU0569974404,2019-11-28,Marshall Wace LLP,archive
Fugro N.V.,4.38,NL0000352565,2019-11-28,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,3.19,NL0000337319,2019-11-28,Marshall Wace LLP,archive
SBM Offshore N.V.,0.9,NL0000360618,2019-11-28,Marshall Wace LLP,archive
Signify N.V.,0.7,NL0011821392,2019-11-28,Millennium Capital Partners LLP,archive
Fugro N.V.,0.59,NL0000352565,2019-11-28,Voleon Capital Management LP,archive
Koninklijke Heijmans N.V.,0.48,NL0009269109,2019-11-28,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.7,NL0000360618,2019-11-27,AHL Partners LLP,archive
Koninklijke BAM Groep N.V.,0.48,NL0000337319,2019-11-27,HBK Investments LP,archive
Signify N.V.,0.67,NL0011821392,2019-11-27,Millennium Capital Partners LLP,archive
Galapagos NV,1.03,BE0003818359,2019-11-26,"AQR Capital Management, LLC",archive
OCI N.V.,1.4,NL0010558797,2019-11-26,"AQR Capital Management, LLC",archive
Fugro N.V.,0.78,NL0000352565,2019-11-26,B&G Master Fund Plc,archive
Galapagos NV,0.6,BE0003818359,2019-11-26,Citadel Advisors LLC,archive
Eurocommercial Properties N.V.,0.47,NL0000288876,2019-11-26,Clearance Capital Limited,archive
Galapagos NV,1.09,BE0003818359,2019-11-26,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,2019-11-26,HBK Investments LP,archive
Pharming Group N.V.,0.53,NL0010391025,2019-11-26,Kingdon Capital Management LLC,archive
AMG Critical Materials N.V.,0.93,NL0000888691,2019-11-26,Marshall Wace LLP,archive
Fugro N.V.,4.46,NL0000352565,2019-11-26,Marshall Wace LLP,archive
Galapagos NV,0.64,BE0003818359,2019-11-26,Marshall Wace LLP,archive
PostNL N.V.,1.41,NL0009739416,2019-11-26,Marshall Wace LLP,archive
Galapagos NV,0.56,BE0003818359,2019-11-26,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.43,NL0000888691,2019-11-26,"WorldQuant, LLC",archive
Koninklijke Heijmans N.V.,0.51,NL0009269109,2019-11-26,"WorldQuant, LLC",archive
Wereldhave N.V.,0.5,NL0000289213,2019-11-26,"WorldQuant, LLC",archive
Galapagos NV,0.98,BE0003818359,2019-11-25,"D. E. Shaw & Co., L.P.",archive
Koninklijke BAM Groep N.V.,0.49,NL0000337319,2019-11-25,HBK Investments LP,archive
Koninklijke BAM Groep N.V.,0.59,NL0000337319,2019-11-25,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,0.58,NL0000888691,2019-11-25,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.69,NL0000360618,2019-11-22,AHL Partners LLP,archive
Galapagos NV,1.14,BE0003818359,2019-11-22,"AQR Capital Management, LLC",archive
Fugro N.V.,0.66,NL0000352565,2019-11-22,Canada Pension Plan Investment Board,archive
BE Semiconductor Industries N.V.,0.53,NL0012866412,2019-11-22,CQS (UK) LLP,archive
Fugro N.V.,1.09,NL0000352565,2019-11-22,HBK Investments LP,archive
Kendrion N.V.,0.0,NL0000852531,2019-11-22,JPMorgan Asset Management (UK) Ltd.,archive
AMG Critical Materials N.V.,0.81,NL0000888691,2019-11-22,Marshall Wace LLP,archive
Fugro N.V.,0.6,NL0000352565,2019-11-22,Voleon Capital Management LP,archive
PostNL N.V.,0.7,NL0009739416,2019-11-22,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,0.65,NL0000888691,2019-11-22,"WorldQuant, LLC",archive
Wereldhave N.V.,0.49,NL0000289213,2019-11-22,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.9,LU1598757687,2019-11-21,"AQR Capital Management, LLC",archive
Galapagos NV,1.21,BE0003818359,2019-11-21,"AQR Capital Management, LLC",archive
Fugro N.V.,0.72,NL0000352565,2019-11-21,Canada Pension Plan Investment Board,archive
PostNL N.V.,0.49,NL0009739416,2019-11-21,Canada Pension Plan Investment Board,archive
ARCADIS N.V.,0.73,NL0006237562,2019-11-21,Kuvari Partners LLP,archive
PostNL N.V.,1.31,NL0009739416,2019-11-21,Marshall Wace LLP,archive
Fugro N.V.,1.89,NL0000352565,2019-11-21,Sculptor Capital Management Europe Limited,archive
SBM Offshore N.V.,0.7,NL0000360618,2019-11-20,AHL Partners LLP,archive
ARCADIS N.V.,0.61,NL0006237562,2019-11-20,AKO Capital LLP,archive
PostNL N.V.,0.57,NL0009739416,2019-11-20,Canada Pension Plan Investment Board,archive
AMG Critical Materials N.V.,0.71,NL0000888691,2019-11-20,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,3.23,NL0000337319,2019-11-20,Marshall Wace LLP,archive
SBM Offshore N.V.,0.81,NL0000360618,2019-11-20,Marshall Wace LLP,archive
AMG Critical Materials N.V.,1.02,NL0000888691,2019-11-20,Voleon Capital Management LP,archive
Fugro N.V.,0.59,NL0000352565,2019-11-20,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,0.76,NL0000888691,2019-11-20,"WorldQuant, LLC",archive
ARCADIS N.V.,0.53,NL0006237562,2019-11-19,AKO Capital LLP,archive
Fugro N.V.,0.89,NL0000352565,2019-11-19,Canada Pension Plan Investment Board,archive
Signify N.V.,0.81,NL0011821392,2019-11-19,ENA Investment Capital LLP,archive
Fugro N.V.,4.5,NL0000352565,2019-11-19,Marshall Wace LLP,archive
Galapagos NV,0.77,BE0003818359,2019-11-19,Marshall Wace LLP,archive
PostNL N.V.,1.23,NL0009739416,2019-11-19,Marshall Wace LLP,archive
Fugro N.V.,1.9,NL0000352565,2019-11-19,Sculptor Capital Management Europe Limited,archive
AMG Critical Materials N.V.,0.99,NL0000888691,2019-11-19,Voleon Capital Management LP,archive
PostNL N.V.,0.6,NL0009739416,2019-11-19,Voleon Capital Management LP,archive
Galapagos NV,1.37,BE0003818359,2019-11-18,"AQR Capital Management, LLC",archive
Koninklijke BAM Groep N.V.,0.5,NL0000337319,2019-11-18,HBK Investments LP,archive
AMG Critical Materials N.V.,0.62,NL0000888691,2019-11-18,Marshall Wace LLP,archive
Aperam S.A.,0.8,LU0569974404,2019-11-18,Marshall Wace LLP,archive
Fugro N.V.,4.42,NL0000352565,2019-11-18,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.67,NL0012866412,2019-11-18,Scopia Capital Management LP,archive
AMG Critical Materials N.V.,0.98,NL0000888691,2019-11-18,"WorldQuant, LLC",archive
Galapagos NV,1.45,BE0003818359,2019-11-15,"AQR Capital Management, LLC",archive
OCI N.V.,1.39,NL0010558797,2019-11-15,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2.58,NL0000360618,2019-11-15,"AQR Capital Management, LLC",archive
Koninklijke BAM Groep N.V.,3.1,NL0000337319,2019-11-15,Marshall Wace LLP,archive
PostNL N.V.,1.14,NL0009739416,2019-11-15,Marshall Wace LLP,archive
PostNL N.V.,0.7,NL0009739416,2019-11-15,"PDT Partners, LLC",archive
AMG Critical Materials N.V.,1.09,NL0000888691,2019-11-15,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.8,LU1598757687,2019-11-14,"AQR Capital Management, LLC",archive
Galapagos NV,0.52,BE0003818359,2019-11-14,Citadel Advisors LLC,archive
Fugro N.V.,1.12,NL0000352565,2019-11-14,HBK Investments LP,archive
AMG Critical Materials N.V.,0.51,NL0000888691,2019-11-14,Marshall Wace LLP,archive
PostNL N.V.,1.09,NL0009739416,2019-11-14,Marshall Wace LLP,archive
BE Semiconductor Industries N.V.,1.72,NL0012866412,2019-11-14,Scopia Capital Management LP,archive
AMG Critical Materials N.V.,0.89,NL0000888691,2019-11-13,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,4.31,NL0000352565,2019-11-13,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,3.03,NL0000337319,2019-11-13,Marshall Wace LLP,archive
Signify N.V.,0.58,NL0011821392,2019-11-13,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,1.0,NL0000888691,2019-11-13,Voleon Capital Management LP,archive
PostNL N.V.,0.5,NL0009739416,2019-11-13,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,1.26,NL0000888691,2019-11-13,"WorldQuant, LLC",archive
Adyen N.V.,0.6,NL0012969182,2019-11-12,"AQR Capital Management, LLC",archive
Brunel International N.V.,0.52,NL0010776944,2019-11-12,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.94,NL0000337319,2019-11-12,Marshall Wace LLP,archive
SBM Offshore N.V.,0.7,NL0000360618,2019-11-12,Marshall Wace LLP,archive
Fugro N.V.,0.69,NL0000352565,2019-11-12,Voleon Capital Management LP,archive
Adyen N.V.,0.59,NL0012969182,2019-11-11,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.93,NL0000888691,2019-11-11,"Arrowstreet Capital, Limited Partnership",archive
Wereldhave N.V.,0.5,NL0000289213,2019-11-11,Citadel Advisors II LLC,archive
Galapagos NV,0.49,BE0003818359,2019-11-11,Citadel Advisors LLC,archive
Fugro N.V.,4.25,NL0000352565,2019-11-11,Marshall Wace LLP,archive
Galapagos NV,0.88,BE0003818359,2019-11-11,Marshall Wace LLP,archive
TomTom N.V.,0.99,NL0013332471,2019-11-11,Marshall Wace LLP,archive
Galapagos NV,1.58,BE0003818359,2019-11-08,"AQR Capital Management, LLC",archive
PostNL N.V.,0.68,NL0009739416,2019-11-08,Canada Pension Plan Investment Board,archive
ARCADIS N.V.,0.85,NL0006237562,2019-11-08,Kuvari Partners LLP,archive
Koninklijke BAM Groep N.V.,0.18,NL0000337319,2019-11-08,"Lucerne Capital Management, L.P.",archive
Koninklijke BAM Groep N.V.,2.89,NL0000337319,2019-11-08,Marshall Wace LLP,archive
PostNL N.V.,1.15,NL0009739416,2019-11-08,Marshall Wace LLP,archive
SBM Offshore N.V.,0.63,NL0000360618,2019-11-08,Marshall Wace LLP,archive
Signify N.V.,0.81,NL0011821392,2019-11-08,Millennium International Management LP,archive
AMG Critical Materials N.V.,0.98,NL0000888691,2019-11-08,Voleon Capital Management LP,archive
Koninklijke BAM Groep N.V.,0.63,NL0000337319,2019-11-08,Voleon Capital Management LP,archive
Adyen N.V.,0.6,NL0012969182,2019-11-07,"AQR Capital Management, LLC",archive
Galapagos NV,1.65,BE0003818359,2019-11-07,"AQR Capital Management, LLC",archive
