issuer_name,position_date,net_short_position,isin,position_holder,source
NSI N.V.,2026-04-09,0.71,NL0012365084,Numeric Investors LLC,current
IMCD N.V.,2026-04-09,0.89,NL0010801007,"PDT Partners, LLC",current
Aalberts N.V.,2026-04-08,0.61,NL0000852564,"AQR Capital Management, LLC",current
Signify N.V.,2026-04-08,1.22,NL0011821392,"AQR Capital Management, LLC",current
Signify N.V.,2026-04-08,2.39,NL0011821392,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,2026-04-08,0.5,NL0015002MS2,Qube Research & Technologies Ltd.,current
IMCD N.V.,2026-04-08,0.79,NL0010801007,"Two Sigma Investments, LP",current
IMCD N.V.,2026-04-07,0.66,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,2026-04-07,1.0,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,2026-04-07,0.76,NL0010801007,Capital Fund Management S.A.,current
Signify N.V.,2026-04-07,2.41,NL0011821392,Citadel Advisors LLC,current
ARCADIS N.V.,2026-04-07,0.69,NL0006237562,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,2026-04-07,1.46,NL0015002MS2,Marshall Wace LLP,current
Adyen N.V.,2026-04-02,1.0,NL0012969182,"AQR Capital Management, LLC",current
CVC Capital Partners plc,2026-04-02,0.61,JE00BRX98089,"AQR Capital Management, LLC",current
IMCD N.V.,2026-04-02,0.99,NL0010801007,"BlackRock Financial Management, Inc.",current
Sligro Food Group N.V.,2026-04-02,0.5,NL0000817179,Citadel Advisors LLC,current
ARCADIS N.V.,2026-04-02,0.7,NL0006237562,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2026-04-02,0.62,NL0011872650,Eleva Capital SAS,current
Signify N.V.,2026-04-01,1.1,NL0011821392,"AQR Capital Management, LLC",current
IMCD N.V.,2026-04-01,1.21,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,2026-04-01,0.74,NL0011821392,Canada Pension Plan Investment Board,current
Signify N.V.,2026-04-01,2.36,NL0011821392,Citadel Advisors LLC,current
ARCADIS N.V.,2026-04-01,0.69,NL0006237562,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,2026-04-01,0.5,NL0011872650,Eleva Capital SAS,current
Signify N.V.,2026-04-01,1.79,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2026-03-31,0.62,NL0010801007,Capital Fund Management S.A.,current
Signify N.V.,2026-03-31,2.4,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,2026-03-31,1.21,NL0011821392,Eleva Capital SAS,current
Adyen N.V.,2026-03-30,0.9,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,2026-03-30,1.05,NL0011821392,Eleva Capital SAS,current
DSM-Firmenich AG,2026-03-30,0.91,CH1216478797,Ilex Capital Partners (UK) LLP,current
Signify N.V.,2026-03-30,1.87,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-03-30,1.59,NL0015002MS2,Marshall Wace LLP,current
NSI N.V.,2026-03-30,0.61,NL0012365084,Numeric Investors LLC,current
Theon International Plc,2026-03-30,0.7,CY0200751713,"Two Sigma Investments, LP",current
ARCADIS N.V.,2026-03-27,0.9,NL0006237562,"AQR Capital Management, LLC",current
IMCD N.V.,2026-03-27,1.12,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
IMCD N.V.,2026-03-27,1.09,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,2026-03-27,0.51,NL0010801007,Capital Fund Management S.A.,current
ARCADIS N.V.,2026-03-27,0.7,NL0006237562,"D. E. Shaw & Co., L.P.",current
ARCADIS N.V.,2026-03-26,0.69,NL0006237562,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-03-26,1.96,NL0011821392,Marshall Wace LLP,current
InPost S.A.,2026-03-26,1.5,LU2290522684,"Two Sigma Investments, LP",current
IMCD N.V.,2026-03-26,0.5,NL0010801007,Voleon Capital Management LP,current
Adyen N.V.,2026-03-25,0.8,NL0012969182,"AQR Capital Management, LLC",current
CVC Capital Partners plc,2026-03-25,0.5,JE00BRX98089,"AQR Capital Management, LLC",current
DSM-Firmenich AG,2026-03-25,0.82,CH1216478797,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,2026-03-24,0.56,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
Pharming Group N.V.,2026-03-24,1.14,NL0010391025,Lazard Asset Management LLC,current
Signify N.V.,2026-03-24,2.0,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-03-24,1.6,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,2026-03-24,0.9,NL0010801007,"PDT Partners, LLC",current
InPost S.A.,2026-03-24,1.44,LU2290522684,"Two Sigma Investments, LP",current
Theon International Plc,2026-03-24,0.6,CY0200751713,"Two Sigma Investments, LP",current
Adyen N.V.,2026-03-23,0.72,NL0012969182,"AQR Capital Management, LLC",current
IMCD N.V.,2026-03-23,1.01,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,2026-03-23,0.6,NL0011821392,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-03-23,2.3,NL0011821392,Citadel Advisors LLC,current
PostNL N.V.,2026-03-23,0.7,NL0009739416,Marshall Wace LLP,current
InPost S.A.,2026-03-23,1.36,LU2290522684,"Two Sigma Investments, LP",current
Signify N.V.,2026-03-20,0.58,NL0011821392,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,2026-03-20,0.75,CH1216478797,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,2026-03-20,1.52,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,2026-03-20,0.81,NL0010801007,"Two Sigma Investments, LP",current
InPost S.A.,2026-03-20,1.26,LU2290522684,"Two Sigma Investments, LP",current
ARCADIS N.V.,2026-03-19,0.8,NL0006237562,"AQR Capital Management, LLC",current
CVC Capital Partners plc,2026-03-19,0.6,JE00BRX98089,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-03-19,1.43,NL0015002MS2,Marshall Wace LLP,current
Adyen N.V.,2026-03-18,0.6,NL0012969182,"AQR Capital Management, LLC",current
DSM-Firmenich AG,2026-03-18,0.87,CH1216478797,Ilex Capital Partners (UK) LLP,current
InPost S.A.,2026-03-18,1.11,LU2290522684,"Two Sigma Investments, LP",current
The Magnum Ice Cream Company N.V.,2026-03-16,1.3,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,2026-03-16,0.8,NL0010801007,"PDT Partners, LLC",current
Adyen N.V.,2026-03-13,0.52,NL0012969182,"AQR Capital Management, LLC",current
DSM-Firmenich AG,2026-03-13,0.98,CH1216478797,Ilex Capital Partners (UK) LLP,current
CVC Capital Partners plc,2026-03-13,0.52,JE00BRX98089,Marshall Wace LLP,current
Signify N.V.,2026-03-12,0.65,NL0011821392,Canada Pension Plan Investment Board,current
IMCD N.V.,2026-03-12,0.64,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
Signify N.V.,2026-03-11,0.57,NL0011821392,Canada Pension Plan Investment Board,current
Signify N.V.,2026-03-11,2.24,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,2026-03-11,1.91,NL0011821392,Marshall Wace LLP,current
Signify N.V.,2026-03-10,2.17,NL0011821392,Citadel Advisors LLC,current
Pharming Group N.V.,2026-03-10,0.96,NL0010391025,Lazard Asset Management LLC,current
The Magnum Ice Cream Company N.V.,2026-03-10,1.21,NL0015002MS2,Marshall Wace LLP,current
InPost S.A.,2026-03-10,1.03,LU2290522684,"Two Sigma Investments, LP",current
Signify N.V.,2026-03-09,2.06,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,2026-03-09,0.71,NL0010801007,"Two Sigma Investments, LP",current
IMCD N.V.,2026-03-06,0.7,NL0010801007,"BlackRock Advisors, LLC",current
Signify N.V.,2026-03-06,1.88,NL0011821392,Citadel Advisors LLC,current
Fugro N.V.,2026-03-06,0.81,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,2026-03-05,1.1,NL0010801007,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,2026-03-05,0.63,NL0000289213,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,2026-03-05,1.11,NL0015002MS2,Marshall Wace LLP,current
Aalberts N.V.,2026-03-04,0.52,NL0000852564,"AQR Capital Management, LLC",current
Signify N.V.,2026-03-04,1.03,NL0011821392,"AQR Capital Management, LLC",current
IMCD N.V.,2026-03-04,1.06,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-03-04,1.87,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2026-03-04,0.71,NL0010801007,"PDT Partners, LLC",current
Signify N.V.,2026-03-04,0.8,NL0011821392,"PDT Partners, LLC",current
InPost S.A.,2026-03-04,0.9,LU2290522684,"Two Sigma Investments, LP",current
DSM-Firmenich AG,2026-03-03,1.03,CH1216478797,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,2026-03-03,0.77,NL0010391025,Lazard Asset Management LLC,current
PostNL N.V.,2026-03-03,0.69,NL0009739416,Marshall Wace LLP,current
Signify N.V.,2026-03-03,1.92,NL0011821392,Marshall Wace LLP,current
NSI N.V.,2026-03-03,0.52,NL0012365084,Numeric Investors LLC,current
Signify N.V.,2026-03-02,1.7,NL0011821392,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-03-02,0.7,NL0000395903,"D. E. Shaw & Co., L.P.",current
Theon International Plc,2026-03-02,0.59,CY0200751713,"Two Sigma Investments, LP",current
IMCD N.V.,2026-02-27,0.69,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,2026-02-27,1.18,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-02-27,1.88,NL0011821392,Marshall Wace LLP,current
InPost S.A.,2026-02-27,0.81,LU2290522684,"Two Sigma Investments, LP",current
ARCADIS N.V.,2026-02-26,0.71,NL0006237562,"AQR Capital Management, LLC",current
Signify N.V.,2026-02-26,1.9,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-02-26,1.01,NL0015002MS2,Marshall Wace LLP,current
Signify N.V.,2026-02-26,0.78,NL0011821392,"PDT Partners, LLC",current
DSM-Firmenich AG,2026-02-25,1.12,CH1216478797,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,2026-02-24,1.29,NL0010801007,"BlackRock Financial Management, Inc.",current
ARCADIS N.V.,2026-02-24,0.7,NL0006237562,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-02-24,1.31,NL0013267909,Davidson Kempner Capital Management LP,current
Signify N.V.,2026-02-23,1.63,NL0011821392,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,2026-02-23,0.91,NL0015002MS2,Marshall Wace LLP,current
Signify N.V.,2026-02-23,0.8,NL0011821392,"PDT Partners, LLC",current
Signify N.V.,2026-02-20,1.58,NL0011821392,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-20,0.6,NL0000395903,"D. E. Shaw & Co., L.P.",current
Shell plc,2026-02-20,0.7,GB00BP6MXD84,"Elliott Investment Management, L.P",current
Signify N.V.,2026-02-20,1.84,NL0011821392,Marshall Wace LLP,current
ARCADIS N.V.,2026-02-19,0.62,NL0006237562,"D. E. Shaw & Co., L.P.",current
InPost S.A.,2026-02-19,0.7,LU2290522684,"Two Sigma Investments, LP",current
IMCD N.V.,2026-02-18,1.39,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-02-18,1.62,NL0011821392,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-02-18,1.23,NL0013267909,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-02-18,0.72,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
The Magnum Ice Cream Company N.V.,2026-02-18,0.81,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,2026-02-18,0.63,NL0010801007,"PDT Partners, LLC",current
Wereldhave N.V.,2026-02-17,0.58,NL0000289213,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-17,0.59,NL0000395903,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-02-17,0.92,NL0011821392,Eleva Capital SAS,current
DSM-Firmenich AG,2026-02-17,1.07,CH1216478797,Ilex Capital Partners (UK) LLP,current
Wereldhave N.V.,2026-02-16,0.6,NL0000289213,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-02-16,0.6,NL0000395903,"D. E. Shaw & Co., L.P.",current
DSM-Firmenich AG,2026-02-16,1.12,CH1216478797,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,2026-02-16,0.7,NL0015002MS2,Marshall Wace LLP,current
Wolters Kluwer N.V.,2026-02-13,0.59,NL0000395903,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,2026-02-13,0.79,NL0009739416,Marshall Wace LLP,current
Signify N.V.,2026-02-13,1.71,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,2026-02-13,0.68,NL0015002MS2,Marshall Wace LLP,current
Theon International Plc,2026-02-13,0.61,CY0200751713,"Two Sigma Investments, LP",current
IMCD N.V.,2026-02-12,0.73,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,2026-02-12,1.45,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-02-12,1.58,NL0011821392,Citadel Advisors LLC,current
DSM-Firmenich AG,2026-02-12,1.38,CH1216478797,Ilex Capital Partners (UK) LLP,current
The Magnum Ice Cream Company N.V.,2026-02-12,0.5,NL0015002MS2,Marshall Wace LLP,current
Signify N.V.,2026-02-12,0.78,NL0011821392,"PDT Partners, LLC",current
InPost S.A.,2026-02-12,0.6,LU2290522684,"Two Sigma Investments, LP",current
IMCD N.V.,2026-02-11,0.9,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,2026-02-11,0.6,NL0010801007,"Two Sigma Investments, LP",current
Wereldhave N.V.,2026-02-10,0.58,NL0000289213,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-02-10,1.1,NL0013267909,Davidson Kempner Capital Management LP,current
Signify N.V.,2026-02-10,1.64,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2026-02-06,0.5,NL0010801007,"PDT Partners, LLC",current
ARCADIS N.V.,2026-02-05,0.6,NL0006237562,"AQR Capital Management, LLC",current
IMCD N.V.,2026-02-05,1.05,NL0010801007,"BlackRock Advisors, LLC",current
Signify N.V.,2026-02-05,1.6,NL0011821392,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-02-05,1.02,NL0013267909,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-02-04,1.5,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,2026-02-04,0.66,NL0010801007,Caisse de dépôt et placement du Québec,current
Pharming Group N.V.,2026-02-04,0.89,NL0010391025,Lazard Asset Management LLC,current
PostNL N.V.,2026-02-04,0.82,NL0009739416,Marshall Wace LLP,current
Signify N.V.,2026-02-04,1.51,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2026-02-03,0.9,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,2026-02-03,1.5,NL0011821392,Citadel Advisors LLC,current
DSM-Firmenich AG,2026-02-03,1.41,CH1216478797,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,2026-02-03,0.9,NL0010391025,Lazard Asset Management LLC,current
Signify N.V.,2026-02-02,0.91,NL0011821392,"AQR Capital Management, LLC",current
Pharming Group N.V.,2026-02-02,0.66,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-02-02,1.42,NL0011821392,Citadel Advisors LLC,current
ARCADIS N.V.,2026-02-02,0.5,NL0006237562,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-02-02,0.93,NL0013267909,Davidson Kempner Capital Management LP,current
Pharming Group N.V.,2026-02-02,0.89,NL0010391025,Lazard Asset Management LLC,current
PostNL N.V.,2026-02-02,0.78,NL0009739416,Marshall Wace LLP,current
Signify N.V.,2026-02-02,1.45,NL0011821392,Marshall Wace LLP,current
Signify N.V.,2026-02-02,0.8,NL0011821392,"PDT Partners, LLC",current
Signify N.V.,2026-01-30,1.25,NL0011821392,Citadel Advisors LLC,current
Basic-Fit N.V.,2026-01-30,0.9,NL0011872650,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-30,1.39,NL0011821392,Marshall Wace LLP,current
Signify N.V.,2026-01-30,0.76,NL0011821392,"PDT Partners, LLC",current
Pharming Group N.V.,2026-01-29,0.72,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-01-29,1.1,NL0011821392,Citadel Advisors LLC,current
Akzo Nobel N.V.,2026-01-29,0.8,NL0013267909,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-01-28,1.1,NL0010801007,"BlackRock Advisors, LLC",current
Signify N.V.,2026-01-28,1.03,NL0011821392,Citadel Advisors LLC,current
Wolters Kluwer N.V.,2026-01-28,0.61,NL0000395903,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,2026-01-28,0.67,NL0013267909,Davidson Kempner Capital Management LP,current
IMCD N.V.,2026-01-27,0.57,NL0010801007,Caisse de dépôt et placement du Québec,current
Signify N.V.,2026-01-27,0.9,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,2026-01-27,0.78,NL0011821392,Eleva Capital SAS,current
Akzo Nobel N.V.,2026-01-26,0.51,NL0013267909,Davidson Kempner Capital Management LP,current
Signify N.V.,2026-01-26,1.49,NL0011821392,Marshall Wace LLP,current
ARCADIS N.V.,2026-01-22,0.5,NL0006237562,"AQR Capital Management, LLC",current
Pharming Group N.V.,2026-01-22,0.91,NL0010391025,Lazard Asset Management LLC,current
IMCD N.V.,2026-01-21,1.02,NL0010801007,"BlackRock Advisors, LLC",current
Pharming Group N.V.,2026-01-21,0.87,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
PostNL N.V.,2026-01-21,0.89,NL0009739416,Marshall Wace LLP,current
IMCD N.V.,2026-01-21,0.51,NL0010801007,"Two Sigma Investments, LP",current
Signify N.V.,2026-01-20,0.81,NL0011821392,Citadel Advisors LLC,current
Wereldhave N.V.,2026-01-20,0.6,NL0000289213,Citadel Advisors LLC,current
Signify N.V.,2026-01-19,0.77,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,2026-01-16,1.4,NL0010801007,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,2026-01-16,1.38,CH1216478797,Ilex Capital Partners (UK) LLP,current
PostNL N.V.,2026-01-16,0.9,NL0009739416,Marshall Wace LLP,current
Wolters Kluwer N.V.,2026-01-15,0.51,NL0000395903,"D. E. Shaw & Co., L.P.",current
Signify N.V.,2026-01-14,1.59,NL0011821392,Marshall Wace LLP,current
PostNL N.V.,2026-01-13,0.81,NL0009739416,Marshall Wace LLP,current
Basic-Fit N.V.,2026-01-12,0.89,NL0011872650,"D. E. Shaw & Co., L.P.",current
Pharming Group N.V.,2026-01-09,0.91,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
Signify N.V.,2026-01-09,0.6,NL0011821392,Citadel Advisors LLC,current
Shell plc,2026-01-09,0.6,GB00BP6MXD84,"Elliott Investment Management, L.P",current
Signify N.V.,2026-01-09,0.69,NL0011821392,"PDT Partners, LLC",current
IMCD N.V.,2026-01-08,1.39,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-01-08,0.57,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,2026-01-08,0.7,NL0011821392,"PDT Partners, LLC",current
Theon International Plc,2026-01-08,0.59,CY0200751713,"Two Sigma Investments, LP",current
Signify N.V.,2026-01-07,0.6,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,2026-01-06,1.41,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2026-01-06,1.67,NL0011821392,Marshall Wace LLP,current
Theon International Plc,2026-01-06,0.6,CY0200751713,"Two Sigma Investments, LP",current
IMCD N.V.,2026-01-05,1.39,NL0010801007,"BlackRock Financial Management, Inc.",current
DSM-Firmenich AG,2026-01-05,1.4,CH1216478797,Ilex Capital Partners (UK) LLP,current
Theon International Plc,2026-01-05,0.59,CY0200751713,"Two Sigma Investments, LP",current
PostNL N.V.,2026-01-02,0.78,NL0009739416,Marshall Wace LLP,current
Signify N.V.,2026-01-02,1.78,NL0011821392,Marshall Wace LLP,current
InPost S.A.,2026-01-02,0.54,LU2290522684,"Two Sigma Investments, LP",current
Theon International Plc,2026-01-02,0.6,CY0200751713,"Two Sigma Investments, LP",current
Signify N.V.,2025-12-30,0.5,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,2025-12-23,0.8,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
IMCD N.V.,2025-12-23,1.4,NL0010801007,"BlackRock Financial Management, Inc.",current
Akzo Nobel N.V.,2025-12-22,0.62,NL0013267909,LMR Partners LLP,current
Signify N.V.,2025-12-22,1.88,NL0011821392,Marshall Wace LLP,current
Fugro N.V.,2025-12-18,0.68,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,2025-12-16,0.7,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
DSM-Firmenich AG,2025-12-15,1.3,CH1216478797,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,2025-12-12,1.39,NL0010801007,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,2025-12-12,0.59,NL0000289213,Citadel Advisors LLC,current
Akzo Nobel N.V.,2025-12-10,0.51,NL0013267909,LMR Partners LLP,current
IMCD N.V.,2025-12-09,1.4,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,2025-12-05,1.39,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,2025-12-05,1.9,NL0011821392,Marshall Wace LLP,current
Signify N.V.,2025-12-04,0.81,NL0011821392,"AQR Capital Management, LLC",current
Signify N.V.,2025-12-04,1.89,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2025-12-03,1.4,NL0010801007,"BlackRock Financial Management, Inc.",current
Pharming Group N.V.,2025-12-03,0.83,NL0010391025,Lazard Asset Management LLC,current
Basic-Fit N.V.,2025-12-01,0.99,NL0011872650,"D. E. Shaw & Co., L.P.",current
IMCD N.V.,2025-11-28,0.9,NL0010801007,"BlackRock Advisors, LLC",current
Wereldhave N.V.,2025-11-28,0.6,NL0000289213,Citadel Advisors LLC,current
DSM-Firmenich AG,2025-11-28,1.2,CH1216478797,Ilex Capital Partners (UK) LLP,current
Signify N.V.,2025-11-27,1.71,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,2025-11-25,0.89,NL0010801007,"BlackRock Advisors, LLC",current
Basic-Fit N.V.,2025-11-24,1.0,NL0011872650,"D. E. Shaw & Co., L.P.",current
