position_holder,isin,net_short_position,issuer_name,position_date,source
Voleon Capital Management LP,NL0012817175,2.01,Alfen N.V.,2026-03-03,current
Citadel Advisors LLC,NL0011821392,1.7,Signify N.V.,2026-03-02,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.7,Wolters Kluwer N.V.,2026-03-02,current
"Two Sigma Investments, LP",CY0200751713,0.59,Theon International Plc,2026-03-02,current
Voleon Capital Management LP,NL0012817175,1.95,Alfen N.V.,2026-03-02,current
"BlackRock Advisors, LLC",NL0010801007,0.69,IMCD N.V.,2026-02-27,current
"BlackRock Financial Management, Inc.",NL0010801007,1.18,IMCD N.V.,2026-02-27,current
Marshall Wace LLP,NL0011821392,1.88,Signify N.V.,2026-02-27,current
"Two Sigma Investments, LP",LU2290522684,0.81,InPost S.A.,2026-02-27,current
"AQR Capital Management, LLC",NL0006237562,0.71,ARCADIS N.V.,2026-02-26,current
Marshall Wace LLP,NL0011821392,1.9,Signify N.V.,2026-02-26,current
Marshall Wace LLP,NL0015002MS2,1.01,The Magnum Ice Cream Company N.V.,2026-02-26,current
"PDT Partners, LLC",NL0011821392,0.78,Signify N.V.,2026-02-26,current
AKO Capital LLP,NL0013267909,1.14,Akzo Nobel N.V.,2026-02-25,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.12,DSM-Firmenich AG,2026-02-25,current
"BlackRock Financial Management, Inc.",NL0010801007,1.29,IMCD N.V.,2026-02-24,current
"D. E. Shaw & Co., L.P.",NL0006237562,0.7,ARCADIS N.V.,2026-02-24,current
Davidson Kempner Capital Management LP,NL0013267909,1.31,Akzo Nobel N.V.,2026-02-24,current
Citadel Advisors LLC,NL0011821392,1.63,Signify N.V.,2026-02-23,current
Marshall Wace LLP,NL0015002MS2,0.91,The Magnum Ice Cream Company N.V.,2026-02-23,current
"PDT Partners, LLC",NL0011821392,0.8,Signify N.V.,2026-02-23,current
Citadel Advisors LLC,NL0011821392,1.58,Signify N.V.,2026-02-20,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.6,Wolters Kluwer N.V.,2026-02-20,current
"Elliott Investment Management, L.P",GB00BP6MXD84,0.7,Shell plc,2026-02-20,current
Marshall Wace LLP,NL0011821392,1.84,Signify N.V.,2026-02-20,current
Squarepoint Ops LLC,NL0006237562,1.17,ARCADIS N.V.,2026-02-20,current
"D. E. Shaw & Co., L.P.",NL0006237562,0.62,ARCADIS N.V.,2026-02-19,current
"Two Sigma Investments, LP",LU2290522684,0.7,InPost S.A.,2026-02-19,current
Voleon Capital Management LP,NL0012817175,1.84,Alfen N.V.,2026-02-19,current
"BlackRock Financial Management, Inc.",NL0010801007,1.39,IMCD N.V.,2026-02-18,current
Citadel Advisors LLC,NL0011821392,1.62,Signify N.V.,2026-02-18,current
Davidson Kempner Capital Management LP,NL0013267909,1.23,Akzo Nobel N.V.,2026-02-18,current
JPMorgan Asset Management (UK) Ltd.,NL0010801007,0.72,IMCD N.V.,2026-02-18,current
Marshall Wace LLP,NL0015002MS2,0.81,The Magnum Ice Cream Company N.V.,2026-02-18,current
"PDT Partners, LLC",NL0010801007,0.63,IMCD N.V.,2026-02-18,current
Voleon Capital Management LP,NL0012817175,1.77,Alfen N.V.,2026-02-18,current
"WorldQuant, LLC",NL0012817175,3.25,Alfen N.V.,2026-02-18,current
Citadel Advisors LLC,NL0000289213,0.58,Wereldhave N.V.,2026-02-17,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.59,Wolters Kluwer N.V.,2026-02-17,current
Eleva Capital SAS,NL0011821392,0.92,Signify N.V.,2026-02-17,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.07,DSM-Firmenich AG,2026-02-17,current
Voleon Capital Management LP,NL0012817175,1.68,Alfen N.V.,2026-02-17,current
"WorldQuant, LLC",NL0012817175,3.11,Alfen N.V.,2026-02-17,current
Citadel Advisors LLC,NL0000289213,0.6,Wereldhave N.V.,2026-02-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.6,Wolters Kluwer N.V.,2026-02-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.12,DSM-Firmenich AG,2026-02-16,current
Marshall Wace LLP,NL0015002MS2,0.7,The Magnum Ice Cream Company N.V.,2026-02-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.59,Wolters Kluwer N.V.,2026-02-13,current
Marshall Wace LLP,NL0009739416,0.79,PostNL N.V.,2026-02-13,current
Marshall Wace LLP,NL0011821392,1.71,Signify N.V.,2026-02-13,current
Marshall Wace LLP,NL0015002MS2,0.68,The Magnum Ice Cream Company N.V.,2026-02-13,current
"Two Sigma Investments, LP",CY0200751713,0.61,Theon International Plc,2026-02-13,current
Voleon Capital Management LP,NL0012817175,1.51,Alfen N.V.,2026-02-13,current
"WorldQuant, LLC",NL0012817175,3.01,Alfen N.V.,2026-02-13,current
"BlackRock Advisors, LLC",NL0010801007,0.73,IMCD N.V.,2026-02-12,current
"BlackRock Financial Management, Inc.",NL0010801007,1.45,IMCD N.V.,2026-02-12,current
Citadel Advisors LLC,NL0011821392,1.58,Signify N.V.,2026-02-12,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.38,DSM-Firmenich AG,2026-02-12,current
Marshall Wace LLP,NL0015002MS2,0.5,The Magnum Ice Cream Company N.V.,2026-02-12,current
"PDT Partners, LLC",NL0011821392,0.78,Signify N.V.,2026-02-12,current
"Two Sigma Investments, LP",LU2290522684,0.6,InPost S.A.,2026-02-12,current
Voleon Capital Management LP,NL0012817175,1.43,Alfen N.V.,2026-02-12,current
"WorldQuant, LLC",NL0012817175,2.9,Alfen N.V.,2026-02-12,current
Acadian Asset Management LLC.,NL0010801007,0.5,IMCD N.V.,2026-02-11,current
AKO Capital LLP,NL0013267909,1.08,Akzo Nobel N.V.,2026-02-11,current
"BlackRock Advisors, LLC",NL0010801007,0.9,IMCD N.V.,2026-02-11,current
"Two Sigma Investments, LP",NL0010801007,0.6,IMCD N.V.,2026-02-11,current
Voleon Capital Management LP,NL0012817175,1.39,Alfen N.V.,2026-02-11,current
Citadel Advisors LLC,NL0000289213,0.58,Wereldhave N.V.,2026-02-10,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.79,PostNL N.V.,2026-02-10,current
Davidson Kempner Capital Management LP,NL0013267909,1.1,Akzo Nobel N.V.,2026-02-10,current
Marshall Wace LLP,NL0011821392,1.64,Signify N.V.,2026-02-10,current
Qube Research & Technologies Ltd.,CY0200751713,0.5,Theon International Plc,2026-02-10,current
Squarepoint Ops LLC,NL0006237562,1.09,ARCADIS N.V.,2026-02-10,current
Voleon Capital Management LP,NL0012817175,1.41,Alfen N.V.,2026-02-10,current
"D. E. Shaw & Co., L.P.",NL0010391025,0.6,Pharming Group N.V.,2026-02-06,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,1.59,Basic-Fit N.V.,2026-02-06,current
"PDT Partners, LLC",NL0010801007,0.5,IMCD N.V.,2026-02-06,current
"AQR Capital Management, LLC",NL0006237562,0.6,ARCADIS N.V.,2026-02-05,current
"BlackRock Advisors, LLC",NL0010801007,1.05,IMCD N.V.,2026-02-05,current
Citadel Advisors LLC,NL0011821392,1.6,Signify N.V.,2026-02-05,current
Davidson Kempner Capital Management LP,NL0013267909,1.02,Akzo Nobel N.V.,2026-02-05,current
"BlackRock Financial Management, Inc.",NL0010801007,1.5,IMCD N.V.,2026-02-04,current
Caisse de dépôt et placement du Québec,NL0010801007,0.66,IMCD N.V.,2026-02-04,current
"D. E. Shaw & Co., L.P.",NL0010391025,0.59,Pharming Group N.V.,2026-02-04,current
Lazard Asset Management LLC,NL0010391025,0.89,Pharming Group N.V.,2026-02-04,current
Marshall Wace LLP,NL0009739416,0.82,PostNL N.V.,2026-02-04,current
Marshall Wace LLP,NL0011821392,1.51,Signify N.V.,2026-02-04,current
Voleon Capital Management LP,NL0012817175,1.38,Alfen N.V.,2026-02-04,current
AKO Capital LLP,NL0013267909,1.12,Akzo Nobel N.V.,2026-02-03,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,0.9,IMCD N.V.,2026-02-03,current
Citadel Advisors LLC,NL0011821392,1.5,Signify N.V.,2026-02-03,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.41,DSM-Firmenich AG,2026-02-03,current
Lazard Asset Management LLC,NL0010391025,0.9,Pharming Group N.V.,2026-02-03,current
Qube Research & Technologies Ltd.,JE00BRX98089,0.5,CVC Capital Partners plc,2026-02-03,current
Voleon Capital Management LP,NL0012817175,1.46,Alfen N.V.,2026-02-03,current
"AQR Capital Management, LLC",NL0011821392,0.91,Signify N.V.,2026-02-02,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,0.66,Pharming Group N.V.,2026-02-02,current
Citadel Advisors LLC,NL0011821392,1.42,Signify N.V.,2026-02-02,current
"D. E. Shaw & Co., L.P.",NL0006237562,0.5,ARCADIS N.V.,2026-02-02,current
Davidson Kempner Capital Management LP,NL0013267909,0.93,Akzo Nobel N.V.,2026-02-02,current
Lazard Asset Management LLC,NL0010391025,0.89,Pharming Group N.V.,2026-02-02,current
Marshall Wace LLP,NL0009739416,0.78,PostNL N.V.,2026-02-02,current
Marshall Wace LLP,NL0011821392,1.45,Signify N.V.,2026-02-02,current
"PDT Partners, LLC",NL0011821392,0.8,Signify N.V.,2026-02-02,current
Citadel Advisors LLC,NL0011821392,1.25,Signify N.V.,2026-01-30,current
"D. E. Shaw & Co., L.P.",NL0011872650,0.9,Basic-Fit N.V.,2026-01-30,current
Marshall Wace LLP,NL0011821392,1.39,Signify N.V.,2026-01-30,current
"PDT Partners, LLC",NL0011821392,0.76,Signify N.V.,2026-01-30,current
Squarepoint Ops LLC,NL0006237562,1.19,ARCADIS N.V.,2026-01-30,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,0.72,Pharming Group N.V.,2026-01-29,current
Citadel Advisors LLC,NL0011821392,1.1,Signify N.V.,2026-01-29,current
Davidson Kempner Capital Management LP,NL0013267909,0.8,Akzo Nobel N.V.,2026-01-29,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,1.68,Basic-Fit N.V.,2026-01-29,current
"BlackRock Advisors, LLC",NL0010801007,1.1,IMCD N.V.,2026-01-28,current
Citadel Advisors LLC,NL0011821392,1.03,Signify N.V.,2026-01-28,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.61,Wolters Kluwer N.V.,2026-01-28,current
Davidson Kempner Capital Management LP,NL0013267909,0.67,Akzo Nobel N.V.,2026-01-28,current
AKO Capital LLP,NL0013267909,1.07,Akzo Nobel N.V.,2026-01-27,current
Caisse de dépôt et placement du Québec,NL0010801007,0.57,IMCD N.V.,2026-01-27,current
Citadel Advisors LLC,NL0011821392,0.9,Signify N.V.,2026-01-27,current
Eleva Capital SAS,NL0011821392,0.78,Signify N.V.,2026-01-27,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,1.72,Basic-Fit N.V.,2026-01-27,current
Davidson Kempner Capital Management LP,NL0013267909,0.51,Akzo Nobel N.V.,2026-01-26,current
Marshall Wace LLP,NL0011821392,1.49,Signify N.V.,2026-01-26,current
Voleon Capital Management LP,NL0012817175,1.5,Alfen N.V.,2026-01-26,current
"WorldQuant, LLC",NL0012817175,2.72,Alfen N.V.,2026-01-26,current
"AQR Capital Management, LLC",NL0006237562,0.5,ARCADIS N.V.,2026-01-22,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.89,PostNL N.V.,2026-01-22,current
Lazard Asset Management LLC,NL0010391025,0.91,Pharming Group N.V.,2026-01-22,current
Voleon Capital Management LP,NL0012817175,1.49,Alfen N.V.,2026-01-22,current
"BlackRock Advisors, LLC",NL0010801007,1.02,IMCD N.V.,2026-01-21,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,0.87,Pharming Group N.V.,2026-01-21,current
Marshall Wace LLP,NL0009739416,0.89,PostNL N.V.,2026-01-21,current
"Two Sigma Investments, LP",NL0010801007,0.51,IMCD N.V.,2026-01-21,current
"WorldQuant, LLC",NL0012817175,2.61,Alfen N.V.,2026-01-21,current
Citadel Advisors LLC,NL0011821392,0.81,Signify N.V.,2026-01-20,current
Citadel Advisors LLC,NL0000289213,0.6,Wereldhave N.V.,2026-01-20,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.9,PostNL N.V.,2026-01-20,current
Citadel Advisors LLC,NL0011821392,0.77,Signify N.V.,2026-01-19,current
Voleon Capital Management LP,NL0012817175,1.55,Alfen N.V.,2026-01-19,current
"WorldQuant, LLC",NL0012817175,2.53,Alfen N.V.,2026-01-19,current
"BlackRock Financial Management, Inc.",NL0010801007,1.4,IMCD N.V.,2026-01-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.38,DSM-Firmenich AG,2026-01-16,current
Marshall Wace LLP,NL0009739416,0.9,PostNL N.V.,2026-01-16,current
"D. E. Shaw & Co., L.P.",NL0000395903,0.51,Wolters Kluwer N.V.,2026-01-15,current
Marshall Wace LLP,NL0011821392,1.59,Signify N.V.,2026-01-14,current
Squarepoint Ops LLC,NL0006237562,1.28,ARCADIS N.V.,2026-01-14,current
Marshall Wace LLP,NL0009739416,0.81,PostNL N.V.,2026-01-13,current
Squarepoint Ops LLC,NL0006237562,1.3,ARCADIS N.V.,2026-01-13,current
"WorldQuant, LLC",NL0012817175,2.41,Alfen N.V.,2026-01-13,current
"D. E. Shaw & Co., L.P.",NL0011872650,0.89,Basic-Fit N.V.,2026-01-12,current
Voleon Capital Management LP,NL0012817175,1.42,Alfen N.V.,2026-01-12,current
"WorldQuant, LLC",NL0012817175,2.37,Alfen N.V.,2026-01-12,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,0.91,Pharming Group N.V.,2026-01-09,current
Citadel Advisors LLC,NL0011821392,0.6,Signify N.V.,2026-01-09,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.88,PostNL N.V.,2026-01-09,current
"Elliott Investment Management, L.P",GB00BP6MXD84,0.6,Shell plc,2026-01-09,current
"PDT Partners, LLC",NL0011821392,0.69,Signify N.V.,2026-01-09,current
Squarepoint Ops LLC,NL0006237562,1.29,ARCADIS N.V.,2026-01-09,current
"BlackRock Financial Management, Inc.",NL0010801007,1.39,IMCD N.V.,2026-01-08,current
Citadel Advisors LLC,NL0011821392,0.57,Signify N.V.,2026-01-08,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.9,PostNL N.V.,2026-01-08,current
"PDT Partners, LLC",NL0011821392,0.7,Signify N.V.,2026-01-08,current
"Two Sigma Investments, LP",CY0200751713,0.59,Theon International Plc,2026-01-08,current
Voleon Capital Management LP,NL0012817175,1.33,Alfen N.V.,2026-01-08,current
"WorldQuant, LLC",NL0012817175,2.23,Alfen N.V.,2026-01-08,current
Citadel Advisors LLC,NL0011821392,0.6,Signify N.V.,2026-01-07,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.89,PostNL N.V.,2026-01-07,current
"BlackRock Financial Management, Inc.",NL0010801007,1.41,IMCD N.V.,2026-01-06,current
Marshall Wace LLP,NL0011821392,1.67,Signify N.V.,2026-01-06,current
"Two Sigma Investments, LP",CY0200751713,0.6,Theon International Plc,2026-01-06,current
"BlackRock Financial Management, Inc.",NL0010801007,1.39,IMCD N.V.,2026-01-05,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.4,DSM-Firmenich AG,2026-01-05,current
"Two Sigma Investments, LP",CY0200751713,0.59,Theon International Plc,2026-01-05,current
Voleon Capital Management LP,NL0012817175,1.22,Alfen N.V.,2026-01-05,current
"WorldQuant, LLC",NL0012817175,2.14,Alfen N.V.,2026-01-05,current
Marshall Wace LLP,NL0009739416,0.78,PostNL N.V.,2026-01-02,current
Marshall Wace LLP,NL0011821392,1.78,Signify N.V.,2026-01-02,current
"Two Sigma Investments, LP",LU2290522684,0.54,InPost S.A.,2026-01-02,current
"Two Sigma Investments, LP",CY0200751713,0.6,Theon International Plc,2026-01-02,current
"WorldQuant, LLC",NL0012817175,2.08,Alfen N.V.,2026-01-02,current
Citadel Advisors LLC,NL0011821392,0.5,Signify N.V.,2025-12-30,current
Voleon Capital Management LP,NL0012817175,1.18,Alfen N.V.,2025-12-30,current
"WorldQuant, LLC",NL0012817175,2.11,Alfen N.V.,2025-12-30,current
Voleon Capital Management LP,NL0012817175,1.02,Alfen N.V.,2025-12-24,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,0.8,IMCD N.V.,2025-12-23,current
"BlackRock Financial Management, Inc.",NL0010801007,1.4,IMCD N.V.,2025-12-23,current
LMR Partners LLP,NL0013267909,0.62,Akzo Nobel N.V.,2025-12-22,current
Marshall Wace LLP,NL0011821392,1.88,Signify N.V.,2025-12-22,current
"AQR Capital Management, LLC",LU1598757687,0.5,ArcelorMittal S.A.,2025-12-19,current
Voleon Capital Management LP,NL0012817175,0.99,Alfen N.V.,2025-12-19,current
JPMorgan Asset Management (UK) Ltd.,NL00150003E1,0.68,Fugro N.V.,2025-12-18,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,1.88,Basic-Fit N.V.,2025-12-17,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,0.7,IMCD N.V.,2025-12-16,current
"WorldQuant, LLC",NL0012817175,2.0,Alfen N.V.,2025-12-16,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.3,DSM-Firmenich AG,2025-12-15,current
"BlackRock Financial Management, Inc.",NL0010801007,1.39,IMCD N.V.,2025-12-12,current
Citadel Advisors LLC,NL0000289213,0.59,Wereldhave N.V.,2025-12-12,current
"D. E. Shaw & Co., L.P.",NL0009739416,0.99,PostNL N.V.,2025-12-12,current
Squarepoint Ops LLC,NL0006237562,1.3,ARCADIS N.V.,2025-12-12,current
Squarepoint Ops LLC,NL0006237562,1.29,ARCADIS N.V.,2025-12-11,current
"WorldQuant, LLC",NL0012817175,1.93,Alfen N.V.,2025-12-11,current
LMR Partners LLP,NL0013267909,0.51,Akzo Nobel N.V.,2025-12-10,current
"BlackRock Financial Management, Inc.",NL0010801007,1.4,IMCD N.V.,2025-12-09,current
Squarepoint Ops LLC,NL0006237562,1.3,ARCADIS N.V.,2025-12-09,current
"WorldQuant, LLC",NL0012817175,1.8,Alfen N.V.,2025-12-08,current
"BlackRock Financial Management, Inc.",NL0010801007,1.39,IMCD N.V.,2025-12-05,current
Marshall Wace LLP,NL0011821392,1.9,Signify N.V.,2025-12-05,current
"AQR Capital Management, LLC",NL0011821392,0.81,Signify N.V.,2025-12-04,current
Marshall Wace LLP,NL0011821392,1.89,Signify N.V.,2025-12-04,current
Voleon Capital Management LP,NL0012817175,1.08,Alfen N.V.,2025-12-04,current
"BlackRock Financial Management, Inc.",NL0010801007,1.4,IMCD N.V.,2025-12-03,current
Lazard Asset Management LLC,NL0010391025,0.83,Pharming Group N.V.,2025-12-03,current
"WorldQuant, LLC",NL0012817175,1.74,Alfen N.V.,2025-12-02,current
"D. E. Shaw & Co., L.P.",NL0011872650,0.99,Basic-Fit N.V.,2025-12-01,current
Voleon Capital Management LP,NL0012817175,1.19,Alfen N.V.,2025-12-01,current
"WorldQuant, LLC",NL0012817175,1.69,Alfen N.V.,2025-12-01,current
"BlackRock Advisors, LLC",NL0010801007,0.9,IMCD N.V.,2025-11-28,current
Citadel Advisors LLC,NL0000289213,0.6,Wereldhave N.V.,2025-11-28,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.2,DSM-Firmenich AG,2025-11-28,current
"WorldQuant, LLC",NL0012817175,1.78,Alfen N.V.,2025-11-28,current
Marshall Wace LLP,NL0011821392,1.71,Signify N.V.,2025-11-27,current
Voleon Capital Management LP,NL0012817175,1.27,Alfen N.V.,2025-11-27,current
"WorldQuant, LLC",NL0012817175,1.84,Alfen N.V.,2025-11-27,current
"BlackRock Advisors, LLC",NL0010801007,0.89,IMCD N.V.,2025-11-25,current
Squarepoint Ops LLC,NL0006237562,1.2,ARCADIS N.V.,2025-11-25,current
Voleon Capital Management LP,NL0012817175,1.36,Alfen N.V.,2025-11-25,current
"WorldQuant, LLC",NL0012817175,1.93,Alfen N.V.,2025-11-25,current
"D. E. Shaw & Co., L.P.",NL0011872650,1.0,Basic-Fit N.V.,2025-11-24,current
Marshall Wace LLP,NL0011821392,1.62,Signify N.V.,2025-11-24,current
Voleon Capital Management LP,NL0012817175,1.41,Alfen N.V.,2025-11-24,current
Eleva Capital SAS,NL0011821392,0.61,Signify N.V.,2025-11-21,current
"Elliott Investment Management, L.P",GB00BP6MXD84,0.59,Shell plc,2025-11-21,current
Marshall Wace LLP,NL0009739416,0.89,PostNL N.V.,2025-11-21,current
Voleon Capital Management LP,NL0012817175,1.51,Alfen N.V.,2025-11-21,current
"WorldQuant, LLC",NL0012817175,1.85,Alfen N.V.,2025-11-21,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,1.9,Basic-Fit N.V.,2025-11-20,current
Marshall Wace LLP,NL0011821392,1.5,Signify N.V.,2025-11-20,current
"WorldQuant, LLC",NL0012817175,1.61,Alfen N.V.,2025-11-20,current
Marshall Wace LLP,NL0011821392,1.37,Signify N.V.,2025-11-19,current
"WorldQuant, LLC",NL0012817175,1.55,Alfen N.V.,2025-11-19,current
"AQR Capital Management, LLC",NL0011821392,0.7,Signify N.V.,2025-11-18,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,1.02,Pharming Group N.V.,2025-11-18,current
Voleon Capital Management LP,NL0012817175,1.44,Alfen N.V.,2025-11-18,current
AKO Capital LLP,NL0013267909,1.11,Akzo Nobel N.V.,2025-11-17,current
Marshall Wace LLP,NL0011821392,1.24,Signify N.V.,2025-11-17,current
"WorldQuant, LLC",NL0012817175,1.41,Alfen N.V.,2025-11-17,current
Voleon Capital Management LP,NL0012817175,1.31,Alfen N.V.,2025-11-14,current
"D. E. Shaw & Co., L.P.",NL0009739416,1.0,PostNL N.V.,2025-11-13,current
Citadel Advisors LLC,NL0000289213,0.59,Wereldhave N.V.,2025-11-12,current
Ilex Capital Partners (UK) LLP,CH1216478797,1.11,DSM-Firmenich AG,2025-11-12,current
Voleon Capital Management LP,NL0012817175,1.27,Alfen N.V.,2025-11-12,current
"BlackRock Advisors, LLC",NL0010801007,0.99,IMCD N.V.,2025-11-11,current
Marshall Wace LLP,NL0011821392,1.11,Signify N.V.,2025-11-11,current
Squarepoint Ops LLC,NL0006237562,1.11,ARCADIS N.V.,2025-11-11,current
"D. E. Shaw & Co., L.P.",NL0011872650,0.9,Basic-Fit N.V.,2025-11-10,current
Marshall Wace LLP,NL0011821392,1.09,Signify N.V.,2025-11-10,current
Voleon Capital Management LP,NL0012817175,1.3,Alfen N.V.,2025-11-10,current
"WorldQuant, LLC",NL0012817175,1.37,Alfen N.V.,2025-11-10,current
"BlackRock Financial Management, Inc.",NL0010801007,1.3,IMCD N.V.,2025-11-07,current
Voleon Capital Management LP,NL0012817175,1.2,Alfen N.V.,2025-11-07,current
"WorldQuant, LLC",NL0012817175,1.44,Alfen N.V.,2025-11-07,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,1.14,Pharming Group N.V.,2025-11-06,current
Lazard Asset Management LLC,NL0010391025,0.64,Pharming Group N.V.,2025-11-06,current
"WorldQuant, LLC",NL0012817175,1.58,Alfen N.V.,2025-11-06,current
Citadel Advisors LLC,NL0000289213,0.62,Wereldhave N.V.,2025-11-05,current
Squarepoint Ops LLC,NL0006237562,1.03,ARCADIS N.V.,2025-11-05,current
Voleon Capital Management LP,NL0012817175,1.13,Alfen N.V.,2025-11-05,current
"WorldQuant, LLC",NL0012817175,1.7,Alfen N.V.,2025-11-05,current
"BlackRock Advisors, LLC",NL0010801007,1.0,IMCD N.V.,2025-11-03,current
Marshall Wace LLP,NL0011821392,1.1,Signify N.V.,2025-11-03,current
Voleon Capital Management LP,NL0012817175,1.0,Alfen N.V.,2025-11-03,current
"WorldQuant, LLC",NL0012817175,1.69,Alfen N.V.,2025-11-03,current
