isin,position_date,position_holder,net_short_position,issuer_name,source
NL0015002MS2,2026-02-23,Marshall Wace LLP,0.91,The Magnum Ice Cream Company N.V.,current
NL0011821392,2026-02-23,"PDT Partners, LLC",0.8,Signify N.V.,current
NL0011821392,2026-02-20,Citadel Advisors LLC,1.58,Signify N.V.,current
NL0000395903,2026-02-20,"D. E. Shaw & Co., L.P.",0.6,Wolters Kluwer N.V.,current
GB00BP6MXD84,2026-02-20,"Elliott Investment Management, L.P",0.7,Shell plc,current
NL0011821392,2026-02-20,Marshall Wace LLP,1.84,Signify N.V.,current
NL0006237562,2026-02-20,Squarepoint Ops LLC,1.17,ARCADIS N.V.,current
NL0012817175,2026-02-19,"D. E. Shaw & Co., L.P.",1.48,Alfen N.V.,current
NL0006237562,2026-02-19,"D. E. Shaw & Co., L.P.",0.62,ARCADIS N.V.,current
LU2290522684,2026-02-19,"Two Sigma Investments, LP",0.7,InPost S.A.,current
NL0012817175,2026-02-19,Voleon Capital Management LP,1.84,Alfen N.V.,current
NL0010801007,2026-02-18,"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,current
NL0011821392,2026-02-18,Citadel Advisors LLC,1.62,Signify N.V.,current
NL0013267909,2026-02-18,Davidson Kempner Capital Management LP,1.23,Akzo Nobel N.V.,current
NL0010801007,2026-02-18,JPMorgan Asset Management (UK) Ltd.,0.72,IMCD N.V.,current
NL0015002MS2,2026-02-18,Marshall Wace LLP,0.81,The Magnum Ice Cream Company N.V.,current
NL0010801007,2026-02-18,"PDT Partners, LLC",0.63,IMCD N.V.,current
NL0012817175,2026-02-18,Voleon Capital Management LP,1.77,Alfen N.V.,current
NL0012817175,2026-02-18,"WorldQuant, LLC",3.25,Alfen N.V.,current
NL0000289213,2026-02-17,Citadel Advisors LLC,0.58,Wereldhave N.V.,current
NL0000395903,2026-02-17,"D. E. Shaw & Co., L.P.",0.59,Wolters Kluwer N.V.,current
NL0011821392,2026-02-17,Eleva Capital SAS,0.92,Signify N.V.,current
CH1216478797,2026-02-17,Ilex Capital Partners (UK) LLP,1.07,DSM-Firmenich AG,current
NL0012817175,2026-02-17,Voleon Capital Management LP,1.68,Alfen N.V.,current
NL0012817175,2026-02-17,"WorldQuant, LLC",3.11,Alfen N.V.,current
NL0000289213,2026-02-16,Citadel Advisors LLC,0.6,Wereldhave N.V.,current
NL0000395903,2026-02-16,"D. E. Shaw & Co., L.P.",0.6,Wolters Kluwer N.V.,current
CH1216478797,2026-02-16,Ilex Capital Partners (UK) LLP,1.12,DSM-Firmenich AG,current
NL0015002MS2,2026-02-16,Marshall Wace LLP,0.7,The Magnum Ice Cream Company N.V.,current
NL0000395903,2026-02-13,"D. E. Shaw & Co., L.P.",0.59,Wolters Kluwer N.V.,current
NL0009739416,2026-02-13,Marshall Wace LLP,0.79,PostNL N.V.,current
NL0011821392,2026-02-13,Marshall Wace LLP,1.71,Signify N.V.,current
NL0015002MS2,2026-02-13,Marshall Wace LLP,0.68,The Magnum Ice Cream Company N.V.,current
CY0200751713,2026-02-13,"Two Sigma Investments, LP",0.61,Theon International Plc,current
NL0012817175,2026-02-13,Voleon Capital Management LP,1.51,Alfen N.V.,current
NL0012817175,2026-02-13,"WorldQuant, LLC",3.01,Alfen N.V.,current
NL0010801007,2026-02-12,"BlackRock Advisors, LLC",0.73,IMCD N.V.,current
NL0010801007,2026-02-12,"BlackRock Financial Management, Inc.",1.45,IMCD N.V.,current
NL0011821392,2026-02-12,Citadel Advisors LLC,1.58,Signify N.V.,current
CH1216478797,2026-02-12,Ilex Capital Partners (UK) LLP,1.38,DSM-Firmenich AG,current
NL0015002MS2,2026-02-12,Marshall Wace LLP,0.5,The Magnum Ice Cream Company N.V.,current
NL0011821392,2026-02-12,"PDT Partners, LLC",0.78,Signify N.V.,current
LU2290522684,2026-02-12,"Two Sigma Investments, LP",0.6,InPost S.A.,current
NL0012817175,2026-02-12,Voleon Capital Management LP,1.43,Alfen N.V.,current
NL0012817175,2026-02-12,"WorldQuant, LLC",2.9,Alfen N.V.,current
NL0010801007,2026-02-11,Acadian Asset Management LLC.,0.5,IMCD N.V.,current
NL0013267909,2026-02-11,AKO Capital LLP,1.08,Akzo Nobel N.V.,current
NL0010801007,2026-02-11,"BlackRock Advisors, LLC",0.9,IMCD N.V.,current
NL0012817175,2026-02-11,"D. E. Shaw & Co., L.P.",1.57,Alfen N.V.,current
NL0010801007,2026-02-11,"Two Sigma Investments, LP",0.6,IMCD N.V.,current
NL0012817175,2026-02-11,Voleon Capital Management LP,1.39,Alfen N.V.,current
NL0000289213,2026-02-10,Citadel Advisors LLC,0.58,Wereldhave N.V.,current
NL0009739416,2026-02-10,"D. E. Shaw & Co., L.P.",0.79,PostNL N.V.,current
NL0013267909,2026-02-10,Davidson Kempner Capital Management LP,1.1,Akzo Nobel N.V.,current
NL0011821392,2026-02-10,Marshall Wace LLP,1.64,Signify N.V.,current
CY0200751713,2026-02-10,Qube Research & Technologies Ltd.,0.5,Theon International Plc,current
NL0006237562,2026-02-10,Squarepoint Ops LLC,1.09,ARCADIS N.V.,current
NL0012817175,2026-02-10,Voleon Capital Management LP,1.41,Alfen N.V.,current
NL0009739416,2026-02-06,Citadel Advisors LLC,0.59,PostNL N.V.,current
NL0010391025,2026-02-06,"D. E. Shaw & Co., L.P.",0.6,Pharming Group N.V.,current
NL0011872650,2026-02-06,JPMorgan Asset Management (UK) Ltd.,1.59,Basic-Fit N.V.,current
NL0010801007,2026-02-06,"PDT Partners, LLC",0.5,IMCD N.V.,current
NL0006237562,2026-02-05,"AQR Capital Management, LLC",0.6,ARCADIS N.V.,current
NL0010801007,2026-02-05,"BlackRock Advisors, LLC",1.05,IMCD N.V.,current
NL0011821392,2026-02-05,Citadel Advisors Europe Limited,0.93,Signify N.V.,current
NL0011821392,2026-02-05,Citadel Advisors LLC,1.6,Signify N.V.,current
NL0013267909,2026-02-05,Davidson Kempner Capital Management LP,1.02,Akzo Nobel N.V.,current
NL0010801007,2026-02-04,"BlackRock Financial Management, Inc.",1.5,IMCD N.V.,current
NL0010801007,2026-02-04,Caisse de dépôt et placement du Québec,0.66,IMCD N.V.,current
NL0010391025,2026-02-04,"D. E. Shaw & Co., L.P.",0.59,Pharming Group N.V.,current
NL0010391025,2026-02-04,Lazard Asset Management LLC,0.89,Pharming Group N.V.,current
NL0009739416,2026-02-04,Marshall Wace LLP,0.82,PostNL N.V.,current
NL0011821392,2026-02-04,Marshall Wace LLP,1.51,Signify N.V.,current
NL0012817175,2026-02-04,Voleon Capital Management LP,1.38,Alfen N.V.,current
NL0013267909,2026-02-03,AKO Capital LLP,1.12,Akzo Nobel N.V.,current
NL0010801007,2026-02-03,"Arrowstreet Capital, Limited Partnership",0.9,IMCD N.V.,current
NL0011821392,2026-02-03,Citadel Advisors Europe Limited,0.8,Signify N.V.,current
NL0011821392,2026-02-03,Citadel Advisors LLC,1.5,Signify N.V.,current
CH1216478797,2026-02-03,Ilex Capital Partners (UK) LLP,1.41,DSM-Firmenich AG,current
NL0010391025,2026-02-03,Lazard Asset Management LLC,0.9,Pharming Group N.V.,current
JE00BRX98089,2026-02-03,Qube Research & Technologies Ltd.,0.5,CVC Capital Partners plc,current
NL0012817175,2026-02-03,Voleon Capital Management LP,1.46,Alfen N.V.,current
NL0011821392,2026-02-02,"AQR Capital Management, LLC",0.91,Signify N.V.,current
NL0010391025,2026-02-02,Capstone Volatility Master (Cayman) Limited,0.66,Pharming Group N.V.,current
NL0011821392,2026-02-02,Citadel Advisors Europe Limited,0.74,Signify N.V.,current
NL0011821392,2026-02-02,Citadel Advisors LLC,1.42,Signify N.V.,current
NL0006237562,2026-02-02,"D. E. Shaw & Co., L.P.",0.5,ARCADIS N.V.,current
NL0013267909,2026-02-02,Davidson Kempner Capital Management LP,0.93,Akzo Nobel N.V.,current
NL0010391025,2026-02-02,Lazard Asset Management LLC,0.89,Pharming Group N.V.,current
NL0009739416,2026-02-02,Marshall Wace LLP,0.78,PostNL N.V.,current
NL0011821392,2026-02-02,Marshall Wace LLP,1.45,Signify N.V.,current
NL0011821392,2026-02-02,"PDT Partners, LLC",0.8,Signify N.V.,current
NL0015000IY2,2026-01-30,"AQR Capital Management, LLC",0.5,Universal Music Group N.V.,current
NL0011821392,2026-01-30,Citadel Advisors Europe Limited,0.63,Signify N.V.,current
NL0011821392,2026-01-30,Citadel Advisors LLC,1.25,Signify N.V.,current
NL0011872650,2026-01-30,"D. E. Shaw & Co., L.P.",0.9,Basic-Fit N.V.,current
NL0011821392,2026-01-30,Marshall Wace LLP,1.39,Signify N.V.,current
NL0011821392,2026-01-30,"PDT Partners, LLC",0.76,Signify N.V.,current
NL0006237562,2026-01-30,Squarepoint Ops LLC,1.19,ARCADIS N.V.,current
NL0010391025,2026-01-29,Capstone Volatility Master (Cayman) Limited,0.72,Pharming Group N.V.,current
NL0011821392,2026-01-29,Citadel Advisors LLC,1.1,Signify N.V.,current
NL0013267909,2026-01-29,Davidson Kempner Capital Management LP,0.8,Akzo Nobel N.V.,current
NL0011872650,2026-01-29,JPMorgan Asset Management (UK) Ltd.,1.68,Basic-Fit N.V.,current
NL0010801007,2026-01-28,"BlackRock Advisors, LLC",1.1,IMCD N.V.,current
NL0011821392,2026-01-28,Citadel Advisors LLC,1.03,Signify N.V.,current
NL0000395903,2026-01-28,"D. E. Shaw & Co., L.P.",0.61,Wolters Kluwer N.V.,current
NL0013267909,2026-01-28,Davidson Kempner Capital Management LP,0.67,Akzo Nobel N.V.,current
NL0013267909,2026-01-27,AKO Capital LLP,1.07,Akzo Nobel N.V.,current
NL0010801007,2026-01-27,Caisse de dépôt et placement du Québec,0.57,IMCD N.V.,current
NL0011821392,2026-01-27,Citadel Advisors LLC,0.9,Signify N.V.,current
NL0011821392,2026-01-27,Eleva Capital SAS,0.78,Signify N.V.,current
NL0011872650,2026-01-27,JPMorgan Asset Management (UK) Ltd.,1.72,Basic-Fit N.V.,current
NL0009739416,2026-01-26,Citadel Advisors LLC,0.62,PostNL N.V.,current
NL0013267909,2026-01-26,Davidson Kempner Capital Management LP,0.51,Akzo Nobel N.V.,current
NL0011821392,2026-01-26,Marshall Wace LLP,1.49,Signify N.V.,current
NL0012817175,2026-01-26,Voleon Capital Management LP,1.5,Alfen N.V.,current
NL0012817175,2026-01-26,"WorldQuant, LLC",2.72,Alfen N.V.,current
NL0006237562,2026-01-22,"AQR Capital Management, LLC",0.5,ARCADIS N.V.,current
NL0012817175,2026-01-22,"D. E. Shaw & Co., L.P.",1.69,Alfen N.V.,current
NL0009739416,2026-01-22,"D. E. Shaw & Co., L.P.",0.89,PostNL N.V.,current
NL0010391025,2026-01-22,Lazard Asset Management LLC,0.91,Pharming Group N.V.,current
NL0012817175,2026-01-22,Voleon Capital Management LP,1.49,Alfen N.V.,current
NL0010801007,2026-01-21,"BlackRock Advisors, LLC",1.02,IMCD N.V.,current
NL0010391025,2026-01-21,Capstone Volatility Master (Cayman) Limited,0.87,Pharming Group N.V.,current
NL0009739416,2026-01-21,Marshall Wace LLP,0.89,PostNL N.V.,current
NL0010801007,2026-01-21,"Two Sigma Investments, LP",0.51,IMCD N.V.,current
NL0012817175,2026-01-21,"WorldQuant, LLC",2.61,Alfen N.V.,current
NL0011821392,2026-01-20,Citadel Advisors LLC,0.81,Signify N.V.,current
NL0000289213,2026-01-20,Citadel Advisors LLC,0.6,Wereldhave N.V.,current
NL0009739416,2026-01-20,"D. E. Shaw & Co., L.P.",0.9,PostNL N.V.,current
NL0011821392,2026-01-19,Citadel Advisors LLC,0.77,Signify N.V.,current
NL0012817175,2026-01-19,Voleon Capital Management LP,1.55,Alfen N.V.,current
NL0012817175,2026-01-19,"WorldQuant, LLC",2.53,Alfen N.V.,current
NL0010801007,2026-01-16,"BlackRock Financial Management, Inc.",1.4,IMCD N.V.,current
CH1216478797,2026-01-16,Ilex Capital Partners (UK) LLP,1.38,DSM-Firmenich AG,current
NL0009739416,2026-01-16,Marshall Wace LLP,0.9,PostNL N.V.,current
NL0009739416,2026-01-15,Citadel Advisors LLC,0.59,PostNL N.V.,current
NL0000395903,2026-01-15,"D. E. Shaw & Co., L.P.",0.51,Wolters Kluwer N.V.,current
NL0011821392,2026-01-14,Marshall Wace LLP,1.59,Signify N.V.,current
NL0006237562,2026-01-14,Squarepoint Ops LLC,1.28,ARCADIS N.V.,current
NL0009739416,2026-01-13,Marshall Wace LLP,0.81,PostNL N.V.,current
NL0006237562,2026-01-13,Squarepoint Ops LLC,1.3,ARCADIS N.V.,current
NL0012817175,2026-01-13,"WorldQuant, LLC",2.41,Alfen N.V.,current
NL0012817175,2026-01-12,"D. E. Shaw & Co., L.P.",1.7,Alfen N.V.,current
NL0011872650,2026-01-12,"D. E. Shaw & Co., L.P.",0.89,Basic-Fit N.V.,current
NL0012817175,2026-01-12,Voleon Capital Management LP,1.42,Alfen N.V.,current
NL0012817175,2026-01-12,"WorldQuant, LLC",2.37,Alfen N.V.,current
NL0010391025,2026-01-09,Capstone Volatility Master (Cayman) Limited,0.91,Pharming Group N.V.,current
NL0011821392,2026-01-09,Citadel Advisors LLC,0.6,Signify N.V.,current
NL0012817175,2026-01-09,"D. E. Shaw & Co., L.P.",1.69,Alfen N.V.,current
NL0009739416,2026-01-09,"D. E. Shaw & Co., L.P.",0.88,PostNL N.V.,current
GB00BP6MXD84,2026-01-09,"Elliott Investment Management, L.P",0.6,Shell plc,current
NL0011821392,2026-01-09,"PDT Partners, LLC",0.69,Signify N.V.,current
NL0006237562,2026-01-09,Squarepoint Ops LLC,1.29,ARCADIS N.V.,current
NL0010801007,2026-01-08,"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,current
NL0011821392,2026-01-08,Citadel Advisors LLC,0.57,Signify N.V.,current
NL0012817175,2026-01-08,"D. E. Shaw & Co., L.P.",1.7,Alfen N.V.,current
NL0009739416,2026-01-08,"D. E. Shaw & Co., L.P.",0.9,PostNL N.V.,current
NL0011821392,2026-01-08,"PDT Partners, LLC",0.7,Signify N.V.,current
CY0200751713,2026-01-08,"Two Sigma Investments, LP",0.59,Theon International Plc,current
NL0012817175,2026-01-08,Voleon Capital Management LP,1.33,Alfen N.V.,current
NL0012817175,2026-01-08,"WorldQuant, LLC",2.23,Alfen N.V.,current
NL0009739416,2026-01-07,Citadel Advisors LLC,0.61,PostNL N.V.,current
NL0011821392,2026-01-07,Citadel Advisors LLC,0.6,Signify N.V.,current
NL0009739416,2026-01-07,"D. E. Shaw & Co., L.P.",0.89,PostNL N.V.,current
NL0010801007,2026-01-06,"BlackRock Financial Management, Inc.",1.41,IMCD N.V.,current
NL0011821392,2026-01-06,Marshall Wace LLP,1.67,Signify N.V.,current
CY0200751713,2026-01-06,"Two Sigma Investments, LP",0.6,Theon International Plc,current
NL0010801007,2026-01-05,"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,current
CH1216478797,2026-01-05,Ilex Capital Partners (UK) LLP,1.4,DSM-Firmenich AG,current
CY0200751713,2026-01-05,"Two Sigma Investments, LP",0.59,Theon International Plc,current
NL0012817175,2026-01-05,Voleon Capital Management LP,1.22,Alfen N.V.,current
NL0012817175,2026-01-05,"WorldQuant, LLC",2.14,Alfen N.V.,current
NL0012817175,2026-01-02,"D. E. Shaw & Co., L.P.",1.68,Alfen N.V.,current
NL0009739416,2026-01-02,Marshall Wace LLP,0.78,PostNL N.V.,current
NL0011821392,2026-01-02,Marshall Wace LLP,1.78,Signify N.V.,current
LU2290522684,2026-01-02,"Two Sigma Investments, LP",0.54,InPost S.A.,current
CY0200751713,2026-01-02,"Two Sigma Investments, LP",0.6,Theon International Plc,current
NL0012817175,2026-01-02,"WorldQuant, LLC",2.08,Alfen N.V.,current
NL0011821392,2025-12-30,Citadel Advisors LLC,0.5,Signify N.V.,current
NL0012817175,2025-12-30,Voleon Capital Management LP,1.18,Alfen N.V.,current
NL0012817175,2025-12-30,"WorldQuant, LLC",2.11,Alfen N.V.,current
NL0012817175,2025-12-29,"D. E. Shaw & Co., L.P.",1.77,Alfen N.V.,current
NL0012817175,2025-12-24,Voleon Capital Management LP,1.02,Alfen N.V.,current
NL0010801007,2025-12-23,"Arrowstreet Capital, Limited Partnership",0.8,IMCD N.V.,current
NL0010801007,2025-12-23,"BlackRock Financial Management, Inc.",1.4,IMCD N.V.,current
NL0013267909,2025-12-22,LMR Partners LLP,0.62,Akzo Nobel N.V.,current
NL0011821392,2025-12-22,Marshall Wace LLP,1.88,Signify N.V.,current
LU1598757687,2025-12-19,"AQR Capital Management, LLC",0.5,ArcelorMittal S.A.,current
NL0012817175,2025-12-19,Voleon Capital Management LP,0.99,Alfen N.V.,current
NL00150003E1,2025-12-18,JPMorgan Asset Management (UK) Ltd.,0.68,Fugro N.V.,current
NL0009739416,2025-12-17,Citadel Advisors LLC,0.5,PostNL N.V.,current
NL0011872650,2025-12-17,JPMorgan Asset Management (UK) Ltd.,1.88,Basic-Fit N.V.,current
NL0010801007,2025-12-16,"Arrowstreet Capital, Limited Partnership",0.7,IMCD N.V.,current
NL0012817175,2025-12-16,"WorldQuant, LLC",2.0,Alfen N.V.,current
CH1216478797,2025-12-15,Ilex Capital Partners (UK) LLP,1.3,DSM-Firmenich AG,current
NL0010801007,2025-12-12,"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,current
NL0000289213,2025-12-12,Citadel Advisors LLC,0.59,Wereldhave N.V.,current
NL0009739416,2025-12-12,"D. E. Shaw & Co., L.P.",0.99,PostNL N.V.,current
NL0006237562,2025-12-12,Squarepoint Ops LLC,1.3,ARCADIS N.V.,current
NL0006237562,2025-12-11,Squarepoint Ops LLC,1.29,ARCADIS N.V.,current
NL0012817175,2025-12-11,"WorldQuant, LLC",1.93,Alfen N.V.,current
NL0013267909,2025-12-10,LMR Partners LLP,0.51,Akzo Nobel N.V.,current
NL0010801007,2025-12-09,"BlackRock Financial Management, Inc.",1.4,IMCD N.V.,current
NL0006237562,2025-12-09,Squarepoint Ops LLC,1.3,ARCADIS N.V.,current
NL0012817175,2025-12-08,"WorldQuant, LLC",1.8,Alfen N.V.,current
NL0010801007,2025-12-05,"BlackRock Financial Management, Inc.",1.39,IMCD N.V.,current
NL0011821392,2025-12-05,Marshall Wace LLP,1.9,Signify N.V.,current
NL0011821392,2025-12-04,"AQR Capital Management, LLC",0.81,Signify N.V.,current
NL0011821392,2025-12-04,Marshall Wace LLP,1.89,Signify N.V.,current
NL0012817175,2025-12-04,Voleon Capital Management LP,1.08,Alfen N.V.,current
NL0010801007,2025-12-03,"BlackRock Financial Management, Inc.",1.4,IMCD N.V.,current
NL0010391025,2025-12-03,Lazard Asset Management LLC,0.83,Pharming Group N.V.,current
NL0012817175,2025-12-02,"WorldQuant, LLC",1.74,Alfen N.V.,current
NL0011872650,2025-12-01,"D. E. Shaw & Co., L.P.",0.99,Basic-Fit N.V.,current
NL0012817175,2025-12-01,Voleon Capital Management LP,1.19,Alfen N.V.,current
NL0012817175,2025-12-01,"WorldQuant, LLC",1.69,Alfen N.V.,current
NL0010801007,2025-11-28,"BlackRock Advisors, LLC",0.9,IMCD N.V.,current
NL0000289213,2025-11-28,Citadel Advisors LLC,0.6,Wereldhave N.V.,current
CH1216478797,2025-11-28,Ilex Capital Partners (UK) LLP,1.2,DSM-Firmenich AG,current
NL0012817175,2025-11-28,"WorldQuant, LLC",1.78,Alfen N.V.,current
NL0011821392,2025-11-27,Marshall Wace LLP,1.71,Signify N.V.,current
NL0012817175,2025-11-27,Voleon Capital Management LP,1.27,Alfen N.V.,current
NL0012817175,2025-11-27,"WorldQuant, LLC",1.84,Alfen N.V.,current
NL0010801007,2025-11-25,"BlackRock Advisors, LLC",0.89,IMCD N.V.,current
NL0006237562,2025-11-25,Squarepoint Ops LLC,1.2,ARCADIS N.V.,current
NL0012817175,2025-11-25,Voleon Capital Management LP,1.36,Alfen N.V.,current
NL0012817175,2025-11-25,"WorldQuant, LLC",1.93,Alfen N.V.,current
NL0012817175,2025-11-24,"D. E. Shaw & Co., L.P.",1.82,Alfen N.V.,current
NL0011872650,2025-11-24,"D. E. Shaw & Co., L.P.",1.0,Basic-Fit N.V.,current
NL0011821392,2025-11-24,Marshall Wace LLP,1.62,Signify N.V.,current
NL0012817175,2025-11-24,Voleon Capital Management LP,1.41,Alfen N.V.,current
NL0011821392,2025-11-21,Eleva Capital SAS,0.61,Signify N.V.,current
GB00BP6MXD84,2025-11-21,"Elliott Investment Management, L.P",0.59,Shell plc,current
NL0009739416,2025-11-21,Marshall Wace LLP,0.89,PostNL N.V.,current
NL0012817175,2025-11-21,Voleon Capital Management LP,1.51,Alfen N.V.,current
NL0012817175,2025-11-21,"WorldQuant, LLC",1.85,Alfen N.V.,current
NL0011872650,2025-11-20,JPMorgan Asset Management (UK) Ltd.,1.9,Basic-Fit N.V.,current
NL0011821392,2025-11-20,Marshall Wace LLP,1.5,Signify N.V.,current
NL0012817175,2025-11-20,"WorldQuant, LLC",1.61,Alfen N.V.,current
NL0011821392,2025-11-19,Marshall Wace LLP,1.37,Signify N.V.,current
NL0012817175,2025-11-19,"WorldQuant, LLC",1.55,Alfen N.V.,current
NL0011821392,2025-11-18,"AQR Capital Management, LLC",0.7,Signify N.V.,current
NL0010391025,2025-11-18,Capstone Volatility Master (Cayman) Limited,1.02,Pharming Group N.V.,current
NL0012817175,2025-11-18,Voleon Capital Management LP,1.44,Alfen N.V.,current
NL0013267909,2025-11-17,AKO Capital LLP,1.11,Akzo Nobel N.V.,current
NL0011821392,2025-11-17,Marshall Wace LLP,1.24,Signify N.V.,current
NL0012817175,2025-11-17,"WorldQuant, LLC",1.41,Alfen N.V.,current
NL0012817175,2025-11-14,Voleon Capital Management LP,1.31,Alfen N.V.,current
NL0012817175,2025-11-13,"D. E. Shaw & Co., L.P.",1.74,Alfen N.V.,current
NL0009739416,2025-11-13,"D. E. Shaw & Co., L.P.",1.0,PostNL N.V.,current
NL0000289213,2025-11-12,Citadel Advisors LLC,0.59,Wereldhave N.V.,current
CH1216478797,2025-11-12,Ilex Capital Partners (UK) LLP,1.11,DSM-Firmenich AG,current
NL0012817175,2025-11-12,Voleon Capital Management LP,1.27,Alfen N.V.,current
NL0010801007,2025-11-11,"BlackRock Advisors, LLC",0.99,IMCD N.V.,current
NL0011821392,2025-11-11,Marshall Wace LLP,1.11,Signify N.V.,current
NL0006237562,2025-11-11,Squarepoint Ops LLC,1.11,ARCADIS N.V.,current
NL0012817175,2025-11-10,"D. E. Shaw & Co., L.P.",1.69,Alfen N.V.,current
NL0011872650,2025-11-10,"D. E. Shaw & Co., L.P.",0.9,Basic-Fit N.V.,current
NL0011821392,2025-11-10,Marshall Wace LLP,1.09,Signify N.V.,current
NL0012817175,2025-11-10,Voleon Capital Management LP,1.3,Alfen N.V.,current
NL0012817175,2025-11-10,"WorldQuant, LLC",1.37,Alfen N.V.,current
NL0010801007,2025-11-07,"BlackRock Financial Management, Inc.",1.3,IMCD N.V.,current
NL0012817175,2025-11-07,Voleon Capital Management LP,1.2,Alfen N.V.,current
NL0012817175,2025-11-07,"WorldQuant, LLC",1.44,Alfen N.V.,current
NL0010391025,2025-11-06,Capstone Volatility Master (Cayman) Limited,1.14,Pharming Group N.V.,current
NL0010391025,2025-11-06,Lazard Asset Management LLC,0.64,Pharming Group N.V.,current
NL0012817175,2025-11-06,"WorldQuant, LLC",1.58,Alfen N.V.,current
NL0000289213,2025-11-05,Citadel Advisors LLC,0.62,Wereldhave N.V.,current
NL0006237562,2025-11-05,Squarepoint Ops LLC,1.03,ARCADIS N.V.,current
