isin,position_date,issuer_name,position_holder,net_short_position,source
CY0200751713,2026-03-30,Theon International Plc,"Two Sigma Investments, LP",0.7,current
NL0006237562,2026-03-27,ARCADIS N.V.,"AQR Capital Management, LLC",0.9,current
NL0010801007,2026-03-27,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.12,current
NL0010801007,2026-03-27,IMCD N.V.,"BlackRock Financial Management, Inc.",1.09,current
NL0010801007,2026-03-27,IMCD N.V.,Capital Fund Management S.A.,0.51,current
NL0006237562,2026-03-27,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,current
NL0006237562,2026-03-26,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.69,current
NL0011821392,2026-03-26,Signify N.V.,Marshall Wace LLP,1.96,current
LU2290522684,2026-03-26,InPost S.A.,"Two Sigma Investments, LP",1.5,current
NL0010801007,2026-03-26,IMCD N.V.,Voleon Capital Management LP,0.5,current
NL0012969182,2026-03-25,Adyen N.V.,"AQR Capital Management, LLC",0.8,current
JE00BRX98089,2026-03-25,CVC Capital Partners plc,"AQR Capital Management, LLC",0.5,current
CH1216478797,2026-03-25,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.82,current
NL0010801007,2026-03-24,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.56,current
NL0010391025,2026-03-24,Pharming Group N.V.,Lazard Asset Management LLC,1.14,current
NL0011821392,2026-03-24,Signify N.V.,Marshall Wace LLP,2.0,current
NL0015002MS2,2026-03-24,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.6,current
NL0010801007,2026-03-24,IMCD N.V.,"PDT Partners, LLC",0.9,current
LU2290522684,2026-03-24,InPost S.A.,"Two Sigma Investments, LP",1.44,current
CY0200751713,2026-03-24,Theon International Plc,"Two Sigma Investments, LP",0.6,current
NL0012969182,2026-03-23,Adyen N.V.,"AQR Capital Management, LLC",0.72,current
NL0010801007,2026-03-23,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",1.01,current
NL0011821392,2026-03-23,Signify N.V.,"BlackRock Financial Management, Inc.",0.6,current
NL0011821392,2026-03-23,Signify N.V.,Citadel Advisors LLC,2.3,current
NL0009739416,2026-03-23,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.69,current
NL0009739416,2026-03-23,PostNL N.V.,Marshall Wace LLP,0.7,current
LU2290522684,2026-03-23,InPost S.A.,"Two Sigma Investments, LP",1.36,current
NL0011821392,2026-03-20,Signify N.V.,"BlackRock Financial Management, Inc.",0.58,current
CH1216478797,2026-03-20,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.75,current
NL0015002MS2,2026-03-20,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.52,current
NL0010801007,2026-03-20,IMCD N.V.,"Two Sigma Investments, LP",0.81,current
LU2290522684,2026-03-20,InPost S.A.,"Two Sigma Investments, LP",1.26,current
NL0006237562,2026-03-19,ARCADIS N.V.,"AQR Capital Management, LLC",0.8,current
JE00BRX98089,2026-03-19,CVC Capital Partners plc,Marshall Wace LLP,0.6,current
NL0015002MS2,2026-03-19,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.43,current
NL0013332471,2026-03-19,TomTom N.V.,Winton Capital Management Limited,0.61,current
NL0012969182,2026-03-18,Adyen N.V.,"AQR Capital Management, LLC",0.6,current
CH1216478797,2026-03-18,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.87,current
LU2290522684,2026-03-18,InPost S.A.,"Two Sigma Investments, LP",1.11,current
NL0015002MS2,2026-03-16,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.3,current
NL0010801007,2026-03-16,IMCD N.V.,"PDT Partners, LLC",0.8,current
NL0012969182,2026-03-13,Adyen N.V.,"AQR Capital Management, LLC",0.52,current
CH1216478797,2026-03-13,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,0.98,current
JE00BRX98089,2026-03-13,CVC Capital Partners plc,Marshall Wace LLP,0.52,current
NL0011821392,2026-03-12,Signify N.V.,Canada Pension Plan Investment Board,0.65,current
NL0010801007,2026-03-12,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.64,current
NL0011821392,2026-03-11,Signify N.V.,Canada Pension Plan Investment Board,0.57,current
NL0011821392,2026-03-11,Signify N.V.,Citadel Advisors LLC,2.24,current
NL0011821392,2026-03-11,Signify N.V.,Marshall Wace LLP,1.91,current
NL0011821392,2026-03-10,Signify N.V.,Citadel Advisors LLC,2.17,current
NL0010391025,2026-03-10,Pharming Group N.V.,Lazard Asset Management LLC,0.96,current
NL0015002MS2,2026-03-10,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.21,current
LU2290522684,2026-03-10,InPost S.A.,"Two Sigma Investments, LP",1.03,current
NL0013332471,2026-03-10,TomTom N.V.,Winton Capital Management Limited,0.52,current
NL0011821392,2026-03-09,Signify N.V.,Citadel Advisors LLC,2.06,current
NL0010801007,2026-03-09,IMCD N.V.,"Two Sigma Investments, LP",0.71,current
NL0010801007,2026-03-06,IMCD N.V.,"BlackRock Advisors, LLC",0.7,current
NL0011821392,2026-03-06,Signify N.V.,Citadel Advisors LLC,1.88,current
NL00150003E1,2026-03-06,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.81,current
NL0010801007,2026-03-05,IMCD N.V.,"BlackRock Financial Management, Inc.",1.1,current
NL0000289213,2026-03-05,Wereldhave N.V.,Citadel Advisors LLC,0.63,current
NL0015002MS2,2026-03-05,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.11,current
NL0000852564,2026-03-04,Aalberts N.V.,"AQR Capital Management, LLC",0.52,current
NL0011821392,2026-03-04,Signify N.V.,"AQR Capital Management, LLC",1.03,current
NL0010801007,2026-03-04,IMCD N.V.,"BlackRock Financial Management, Inc.",1.06,current
NL0011821392,2026-03-04,Signify N.V.,Marshall Wace LLP,1.87,current
NL0010801007,2026-03-04,IMCD N.V.,"PDT Partners, LLC",0.71,current
NL0011821392,2026-03-04,Signify N.V.,"PDT Partners, LLC",0.8,current
LU2290522684,2026-03-04,InPost S.A.,"Two Sigma Investments, LP",0.9,current
CH1216478797,2026-03-03,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.03,current
NL0010391025,2026-03-03,Pharming Group N.V.,Lazard Asset Management LLC,0.77,current
NL0009739416,2026-03-03,PostNL N.V.,Marshall Wace LLP,0.69,current
NL0011821392,2026-03-03,Signify N.V.,Marshall Wace LLP,1.92,current
NL0012365084,2026-03-03,NSI N.V.,Numeric Investors LLC,0.52,current
NL0011821392,2026-03-02,Signify N.V.,Citadel Advisors LLC,1.7,current
NL0000395903,2026-03-02,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.7,current
CY0200751713,2026-03-02,Theon International Plc,"Two Sigma Investments, LP",0.59,current
NL0010801007,2026-02-27,IMCD N.V.,"BlackRock Advisors, LLC",0.69,current
NL0010801007,2026-02-27,IMCD N.V.,"BlackRock Financial Management, Inc.",1.18,current
NL0011821392,2026-02-27,Signify N.V.,Marshall Wace LLP,1.88,current
LU2290522684,2026-02-27,InPost S.A.,"Two Sigma Investments, LP",0.81,current
NL0006237562,2026-02-26,ARCADIS N.V.,"AQR Capital Management, LLC",0.71,current
NL0011821392,2026-02-26,Signify N.V.,Marshall Wace LLP,1.9,current
NL0015002MS2,2026-02-26,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,1.01,current
NL0011821392,2026-02-26,Signify N.V.,"PDT Partners, LLC",0.78,current
CH1216478797,2026-02-25,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,current
NL0010801007,2026-02-24,IMCD N.V.,"BlackRock Financial Management, Inc.",1.29,current
NL0006237562,2026-02-24,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.7,current
NL0013267909,2026-02-24,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.31,current
NL0011821392,2026-02-23,Signify N.V.,Citadel Advisors LLC,1.63,current
NL0015002MS2,2026-02-23,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.91,current
NL0011821392,2026-02-23,Signify N.V.,"PDT Partners, LLC",0.8,current
NL0011821392,2026-02-20,Signify N.V.,Citadel Advisors LLC,1.58,current
NL0000395903,2026-02-20,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,current
GB00BP6MXD84,2026-02-20,Shell plc,"Elliott Investment Management, L.P",0.7,current
NL0011821392,2026-02-20,Signify N.V.,Marshall Wace LLP,1.84,current
NL0006237562,2026-02-19,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.62,current
LU2290522684,2026-02-19,InPost S.A.,"Two Sigma Investments, LP",0.7,current
NL0010801007,2026-02-18,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
NL0011821392,2026-02-18,Signify N.V.,Citadel Advisors LLC,1.62,current
NL0013267909,2026-02-18,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.23,current
NL0010801007,2026-02-18,IMCD N.V.,JPMorgan Asset Management (UK) Ltd.,0.72,current
NL0015002MS2,2026-02-18,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.81,current
NL0010801007,2026-02-18,IMCD N.V.,"PDT Partners, LLC",0.63,current
NL0000289213,2026-02-17,Wereldhave N.V.,Citadel Advisors LLC,0.58,current
NL0000395903,2026-02-17,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,current
NL0011821392,2026-02-17,Signify N.V.,Eleva Capital SAS,0.92,current
CH1216478797,2026-02-17,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.07,current
NL0000289213,2026-02-16,Wereldhave N.V.,Citadel Advisors LLC,0.6,current
NL0000395903,2026-02-16,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.6,current
CH1216478797,2026-02-16,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.12,current
NL0015002MS2,2026-02-16,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.7,current
NL0000395903,2026-02-13,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.59,current
NL0009739416,2026-02-13,PostNL N.V.,Marshall Wace LLP,0.79,current
NL0011821392,2026-02-13,Signify N.V.,Marshall Wace LLP,1.71,current
NL0015002MS2,2026-02-13,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.68,current
CY0200751713,2026-02-13,Theon International Plc,"Two Sigma Investments, LP",0.61,current
NL0010801007,2026-02-12,IMCD N.V.,"BlackRock Advisors, LLC",0.73,current
NL0010801007,2026-02-12,IMCD N.V.,"BlackRock Financial Management, Inc.",1.45,current
NL0011821392,2026-02-12,Signify N.V.,Citadel Advisors LLC,1.58,current
CH1216478797,2026-02-12,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,current
NL0015002MS2,2026-02-12,The Magnum Ice Cream Company N.V.,Marshall Wace LLP,0.5,current
NL0011821392,2026-02-12,Signify N.V.,"PDT Partners, LLC",0.78,current
LU2290522684,2026-02-12,InPost S.A.,"Two Sigma Investments, LP",0.6,current
NL0010801007,2026-02-11,IMCD N.V.,"BlackRock Advisors, LLC",0.9,current
NL0010801007,2026-02-11,IMCD N.V.,"Two Sigma Investments, LP",0.6,current
NL0000289213,2026-02-10,Wereldhave N.V.,Citadel Advisors LLC,0.58,current
NL0009739416,2026-02-10,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.79,current
NL0013267909,2026-02-10,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.1,current
NL0011821392,2026-02-10,Signify N.V.,Marshall Wace LLP,1.64,current
NL0010801007,2026-02-06,IMCD N.V.,"PDT Partners, LLC",0.5,current
NL0006237562,2026-02-05,ARCADIS N.V.,"AQR Capital Management, LLC",0.6,current
NL0010801007,2026-02-05,IMCD N.V.,"BlackRock Advisors, LLC",1.05,current
NL0011821392,2026-02-05,Signify N.V.,Citadel Advisors LLC,1.6,current
NL0013267909,2026-02-05,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,1.02,current
NL0010801007,2026-02-04,IMCD N.V.,"BlackRock Financial Management, Inc.",1.5,current
NL0010801007,2026-02-04,IMCD N.V.,Caisse de dépôt et placement du Québec,0.66,current
NL0010391025,2026-02-04,Pharming Group N.V.,Lazard Asset Management LLC,0.89,current
NL0009739416,2026-02-04,PostNL N.V.,Marshall Wace LLP,0.82,current
NL0011821392,2026-02-04,Signify N.V.,Marshall Wace LLP,1.51,current
NL0010801007,2026-02-03,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.9,current
NL0011821392,2026-02-03,Signify N.V.,Citadel Advisors LLC,1.5,current
CH1216478797,2026-02-03,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.41,current
NL0010391025,2026-02-03,Pharming Group N.V.,Lazard Asset Management LLC,0.9,current
NL0011821392,2026-02-02,Signify N.V.,"AQR Capital Management, LLC",0.91,current
NL0010391025,2026-02-02,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.66,current
NL0011821392,2026-02-02,Signify N.V.,Citadel Advisors LLC,1.42,current
NL0006237562,2026-02-02,ARCADIS N.V.,"D. E. Shaw & Co., L.P.",0.5,current
NL0013267909,2026-02-02,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.93,current
NL0010391025,2026-02-02,Pharming Group N.V.,Lazard Asset Management LLC,0.89,current
NL0009739416,2026-02-02,PostNL N.V.,Marshall Wace LLP,0.78,current
NL0011821392,2026-02-02,Signify N.V.,Marshall Wace LLP,1.45,current
NL0011821392,2026-02-02,Signify N.V.,"PDT Partners, LLC",0.8,current
NL0011821392,2026-01-30,Signify N.V.,Citadel Advisors LLC,1.25,current
NL0011872650,2026-01-30,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.9,current
NL0011821392,2026-01-30,Signify N.V.,Marshall Wace LLP,1.39,current
NL0011821392,2026-01-30,Signify N.V.,"PDT Partners, LLC",0.76,current
NL0010391025,2026-01-29,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.72,current
NL0011821392,2026-01-29,Signify N.V.,Citadel Advisors LLC,1.1,current
NL0013267909,2026-01-29,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.8,current
NL0010801007,2026-01-28,IMCD N.V.,"BlackRock Advisors, LLC",1.1,current
NL0011821392,2026-01-28,Signify N.V.,Citadel Advisors LLC,1.03,current
NL0000395903,2026-01-28,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.61,current
NL0013267909,2026-01-28,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.67,current
NL0010801007,2026-01-27,IMCD N.V.,Caisse de dépôt et placement du Québec,0.57,current
NL0011821392,2026-01-27,Signify N.V.,Citadel Advisors LLC,0.9,current
NL0011821392,2026-01-27,Signify N.V.,Eleva Capital SAS,0.78,current
NL0013267909,2026-01-26,Akzo Nobel N.V.,Davidson Kempner Capital Management LP,0.51,current
NL0011821392,2026-01-26,Signify N.V.,Marshall Wace LLP,1.49,current
NL0006237562,2026-01-22,ARCADIS N.V.,"AQR Capital Management, LLC",0.5,current
NL0009739416,2026-01-22,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.89,current
NL0010391025,2026-01-22,Pharming Group N.V.,Lazard Asset Management LLC,0.91,current
NL0010801007,2026-01-21,IMCD N.V.,"BlackRock Advisors, LLC",1.02,current
NL0010391025,2026-01-21,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.87,current
NL0009739416,2026-01-21,PostNL N.V.,Marshall Wace LLP,0.89,current
NL0010801007,2026-01-21,IMCD N.V.,"Two Sigma Investments, LP",0.51,current
NL0011821392,2026-01-20,Signify N.V.,Citadel Advisors LLC,0.81,current
NL0000289213,2026-01-20,Wereldhave N.V.,Citadel Advisors LLC,0.6,current
NL0009739416,2026-01-20,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.9,current
NL0011821392,2026-01-19,Signify N.V.,Citadel Advisors LLC,0.77,current
NL0010801007,2026-01-16,IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,current
CH1216478797,2026-01-16,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.38,current
NL0009739416,2026-01-16,PostNL N.V.,Marshall Wace LLP,0.9,current
NL0000395903,2026-01-15,Wolters Kluwer N.V.,"D. E. Shaw & Co., L.P.",0.51,current
NL0011821392,2026-01-14,Signify N.V.,Marshall Wace LLP,1.59,current
NL0009739416,2026-01-13,PostNL N.V.,Marshall Wace LLP,0.81,current
NL0011872650,2026-01-12,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.89,current
NL0010391025,2026-01-09,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.91,current
NL0011821392,2026-01-09,Signify N.V.,Citadel Advisors LLC,0.6,current
NL0009739416,2026-01-09,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.88,current
GB00BP6MXD84,2026-01-09,Shell plc,"Elliott Investment Management, L.P",0.6,current
NL0011821392,2026-01-09,Signify N.V.,"PDT Partners, LLC",0.69,current
NL0010801007,2026-01-08,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
NL0011821392,2026-01-08,Signify N.V.,Citadel Advisors LLC,0.57,current
NL0009739416,2026-01-08,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.9,current
NL0011821392,2026-01-08,Signify N.V.,"PDT Partners, LLC",0.7,current
CY0200751713,2026-01-08,Theon International Plc,"Two Sigma Investments, LP",0.59,current
NL0011821392,2026-01-07,Signify N.V.,Citadel Advisors LLC,0.6,current
NL0009739416,2026-01-07,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.89,current
NL0010801007,2026-01-06,IMCD N.V.,"BlackRock Financial Management, Inc.",1.41,current
NL0011821392,2026-01-06,Signify N.V.,Marshall Wace LLP,1.67,current
CY0200751713,2026-01-06,Theon International Plc,"Two Sigma Investments, LP",0.6,current
NL0010801007,2026-01-05,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
CH1216478797,2026-01-05,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.4,current
CY0200751713,2026-01-05,Theon International Plc,"Two Sigma Investments, LP",0.59,current
NL0009739416,2026-01-02,PostNL N.V.,Marshall Wace LLP,0.78,current
NL0011821392,2026-01-02,Signify N.V.,Marshall Wace LLP,1.78,current
LU2290522684,2026-01-02,InPost S.A.,"Two Sigma Investments, LP",0.54,current
CY0200751713,2026-01-02,Theon International Plc,"Two Sigma Investments, LP",0.6,current
NL0011821392,2025-12-30,Signify N.V.,Citadel Advisors LLC,0.5,current
NL0010801007,2025-12-23,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.8,current
NL0010801007,2025-12-23,IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,current
NL0013267909,2025-12-22,Akzo Nobel N.V.,LMR Partners LLP,0.62,current
NL0011821392,2025-12-22,Signify N.V.,Marshall Wace LLP,1.88,current
NL00150003E1,2025-12-18,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,0.68,current
NL0010801007,2025-12-16,IMCD N.V.,"Arrowstreet Capital, Limited Partnership",0.7,current
CH1216478797,2025-12-15,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.3,current
NL0010801007,2025-12-12,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
NL0000289213,2025-12-12,Wereldhave N.V.,Citadel Advisors LLC,0.59,current
NL0009739416,2025-12-12,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.99,current
NL0013267909,2025-12-10,Akzo Nobel N.V.,LMR Partners LLP,0.51,current
NL0010801007,2025-12-09,IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,current
NL0010801007,2025-12-05,IMCD N.V.,"BlackRock Financial Management, Inc.",1.39,current
NL0011821392,2025-12-05,Signify N.V.,Marshall Wace LLP,1.9,current
NL0011821392,2025-12-04,Signify N.V.,"AQR Capital Management, LLC",0.81,current
NL0011821392,2025-12-04,Signify N.V.,Marshall Wace LLP,1.89,current
NL0010801007,2025-12-03,IMCD N.V.,"BlackRock Financial Management, Inc.",1.4,current
NL0010391025,2025-12-03,Pharming Group N.V.,Lazard Asset Management LLC,0.83,current
NL0011872650,2025-12-01,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.99,current
NL0010801007,2025-11-28,IMCD N.V.,"BlackRock Advisors, LLC",0.9,current
NL0000289213,2025-11-28,Wereldhave N.V.,Citadel Advisors LLC,0.6,current
CH1216478797,2025-11-28,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.2,current
NL0011821392,2025-11-27,Signify N.V.,Marshall Wace LLP,1.71,current
NL0010801007,2025-11-25,IMCD N.V.,"BlackRock Advisors, LLC",0.89,current
NL0011872650,2025-11-24,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",1.0,current
NL0011821392,2025-11-24,Signify N.V.,Marshall Wace LLP,1.62,current
NL0011821392,2025-11-21,Signify N.V.,Eleva Capital SAS,0.61,current
GB00BP6MXD84,2025-11-21,Shell plc,"Elliott Investment Management, L.P",0.59,current
NL0009739416,2025-11-21,PostNL N.V.,Marshall Wace LLP,0.89,current
NL0011821392,2025-11-20,Signify N.V.,Marshall Wace LLP,1.5,current
NL0011821392,2025-11-19,Signify N.V.,Marshall Wace LLP,1.37,current
NL0011821392,2025-11-18,Signify N.V.,"AQR Capital Management, LLC",0.7,current
NL0010391025,2025-11-18,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,1.02,current
NL0011821392,2025-11-17,Signify N.V.,Marshall Wace LLP,1.24,current
NL0009739416,2025-11-13,PostNL N.V.,"D. E. Shaw & Co., L.P.",1.0,current
NL0000289213,2025-11-12,Wereldhave N.V.,Citadel Advisors LLC,0.59,current
CH1216478797,2025-11-12,DSM-Firmenich AG,Ilex Capital Partners (UK) LLP,1.11,current
NL0010801007,2025-11-11,IMCD N.V.,"BlackRock Advisors, LLC",0.99,current
NL0011821392,2025-11-11,Signify N.V.,Marshall Wace LLP,1.11,current
NL0011872650,2025-11-10,Basic-Fit N.V.,"D. E. Shaw & Co., L.P.",0.9,current
NL0011821392,2025-11-10,Signify N.V.,Marshall Wace LLP,1.09,current
NL0010801007,2025-11-07,IMCD N.V.,"BlackRock Financial Management, Inc.",1.3,current
NL0010391025,2025-11-06,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,1.14,current
NL0010391025,2025-11-06,Pharming Group N.V.,Lazard Asset Management LLC,0.64,current
NL0000289213,2025-11-05,Wereldhave N.V.,Citadel Advisors LLC,0.62,current
NL0010801007,2025-11-03,IMCD N.V.,"BlackRock Advisors, LLC",1.0,current
NL0011821392,2025-11-03,Signify N.V.,Marshall Wace LLP,1.1,current
NL0010801007,2025-10-31,IMCD N.V.,"BlackRock Financial Management, Inc.",1.26,current
NL0011821392,2025-10-28,Signify N.V.,Marshall Wace LLP,1.0,current
NL0010801007,2025-10-24,IMCD N.V.,"BlackRock Financial Management, Inc.",1.19,current
NL0010391025,2025-10-24,Pharming Group N.V.,Capstone Volatility Master (Cayman) Limited,0.95,current
NL0011821392,2025-10-24,Signify N.V.,"PDT Partners, LLC",0.67,current
NL0010801007,2025-10-23,IMCD N.V.,"BlackRock Advisors, LLC",0.98,current
NL0009739416,2025-10-23,PostNL N.V.,Marshall Wace LLP,0.9,current
