net_short_position,isin,position_date,position_holder,issuer_name,source
1.0,NL0000009082,2024-12-13,Marshall Wace LLP,Koninklijke KPN N.V.,archive
1.09,LU0569974404,2024-12-13,Millennium International Management LP,Aperam S.A.,archive
1.51,NL0012817175,2024-12-13,Qube Research & Technologies Ltd.,Alfen N.V.,archive
2.11,NL0000888691,2024-12-13,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.54,LU0569974404,2024-12-13,Qube Research & Technologies Ltd.,Aperam S.A.,archive
1.3,NL0012047823,2024-12-13,Qube Research & Technologies Ltd.,Avantium N.V.,archive
1.04,BMG3602E1084,2024-12-13,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
0.84,NL0012817175,2024-12-12,Citadel Advisors LLC,Alfen N.V.,archive
0.91,NL0010558797,2024-12-12,Citadel Advisors LLC,OCI N.V.,archive
1.25,NL0000888691,2024-12-12,Marshall Wace LLP,AMG Critical Materials N.V.,archive
1.68,NL0010558797,2024-12-12,Marshall Wace LLP,OCI N.V.,archive
0.98,NL0012817175,2024-12-12,Millennium Capital Partners LLP,Alfen N.V.,archive
0.49,NL0010801007,2024-12-11,"AQR Capital Management, LLC",IMCD N.V.,archive
0.49,NL0010558797,2024-12-11,"Arrowstreet Capital, Limited Partnership",OCI N.V.,archive
0.48,NL0015002AG2,2024-12-11,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
1.18,LU0569974404,2024-12-11,Millennium Capital Partners LLP,Aperam S.A.,archive
0.6,NL0000888691,2024-12-11,Millennium International Management LP,AMG Critical Materials N.V.,archive
3.16,NL0010391025,2024-12-11,Millennium International Management LP,Pharming Group N.V.,archive
1.81,NL0012817175,2024-12-11,"PDT Partners, LLC",Alfen N.V.,archive
2.01,NL0000888691,2024-12-11,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
1.23,NL0012047823,2024-12-11,Qube Research & Technologies Ltd.,Avantium N.V.,archive
0.75,NL0010391025,2024-12-11,Qube Research & Technologies Ltd.,Pharming Group N.V.,archive
0.81,NL0012747059,2024-12-11,TFG Asset Management UK LLP,CM.com N.V.,archive
0.99,NL0012817175,2024-12-10,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.59,NL0011872650,2024-12-10,"Arrowstreet Capital, Limited Partnership",Basic-Fit N.V.,archive
0.52,NL0000888691,2024-12-10,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.77,NL0012817175,2024-12-10,Citadel Advisors LLC,Alfen N.V.,archive
0.51,NL0013332471,2024-12-10,Citadel Advisors LLC,TomTom N.V.,archive
0.81,NL0013267909,2024-12-10,Marshall Wace LLP,Akzo Nobel N.V.,archive
0.9,NL0000009082,2024-12-10,Marshall Wace LLP,Koninklijke KPN N.V.,archive
1.06,NL0012817175,2024-12-10,Millennium Capital Partners LLP,Alfen N.V.,archive
1.2,LU0569974404,2024-12-10,Millennium Capital Partners LLP,Aperam S.A.,archive
1.47,NL0012817175,2024-12-10,Qube Research & Technologies Ltd.,Alfen N.V.,archive
0.99,BMG3602E1084,2024-12-10,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
0.62,NL0010391025,2024-12-10,Qube Research & Technologies Ltd.,Pharming Group N.V.,archive
0.48,NL0000888691,2024-12-09,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
0.49,NL0013332471,2024-12-09,Citadel Advisors LLC,TomTom N.V.,archive
0.79,NL00150002Q7,2024-12-09,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,archive
1.19,LU0569974404,2024-12-09,Millennium Capital Partners LLP,Aperam S.A.,archive
1.79,NL0012817175,2024-12-09,"PDT Partners, LLC",Alfen N.V.,archive
1.62,NL0012817175,2024-12-09,Qube Research & Technologies Ltd.,Alfen N.V.,archive
1.99,NL0000888691,2024-12-09,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.51,NL0010391025,2024-12-09,Qube Research & Technologies Ltd.,Pharming Group N.V.,archive
0.69,NL0013332471,2024-12-09,Qube Research & Technologies Ltd.,TomTom N.V.,archive
0.59,NL0009739416,2024-12-09,"WorldQuant, LLC",PostNL N.V.,archive
0.59,BMG3602E1084,2024-12-06,Canada Pension Plan Investment Board,Flow Traders Ltd.,archive
0.81,NL0012817175,2024-12-06,Citadel Advisors LLC,Alfen N.V.,archive
0.62,NL00150002Q7,2024-12-06,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,archive
0.51,NL0012817175,2024-12-06,"D. E. Shaw & Co., L.P.",Alfen N.V.,archive
0.79,NL0013267909,2024-12-06,Marshall Wace LLP,Akzo Nobel N.V.,archive
1.2,LU0569974404,2024-12-06,Millennium Capital Partners LLP,Aperam S.A.,archive
1.1,LU0569974404,2024-12-06,Millennium International Management LP,Aperam S.A.,archive
1.83,NL0012817175,2024-12-06,"PDT Partners, LLC",Alfen N.V.,archive
1.96,NL0012817175,2024-12-06,Qube Research & Technologies Ltd.,Alfen N.V.,archive
1.18,NL0012047823,2024-12-06,Qube Research & Technologies Ltd.,Avantium N.V.,archive
0.14,NL0010558797,2024-12-06,Qube Research & Technologies Ltd.,OCI N.V.,archive
0.71,NL0012866412,2024-12-06,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
0.66,NL0000888691,2024-12-05,Acadian Asset Management LLC.,AMG Critical Materials N.V.,archive
1.08,NL0012817175,2024-12-05,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.6,BMG3602E1084,2024-12-05,Canada Pension Plan Investment Board,Flow Traders Ltd.,archive
0.95,NL0012817175,2024-12-05,Citadel Advisors LLC,Alfen N.V.,archive
1.18,NL0012817175,2024-12-05,Millennium Capital Partners LLP,Alfen N.V.,archive
1.1,LU0569974404,2024-12-05,Millennium Capital Partners LLP,Aperam S.A.,archive
1.96,NL0012817175,2024-12-05,"PDT Partners, LLC",Alfen N.V.,archive
1.05,NL0012047823,2024-12-05,Qube Research & Technologies Ltd.,Avantium N.V.,archive
1.14,NL0012817175,2024-12-04,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
1.04,NL0012817175,2024-12-04,Citadel Advisors LLC,Alfen N.V.,archive
0.86,NL0013267909,2024-12-04,Marshall Wace LLP,Akzo Nobel N.V.,archive
0.59,NL0011794037,2024-12-04,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,archive
1.77,NL0010558797,2024-12-04,Marshall Wace LLP,OCI N.V.,archive
0.7,NL0000852523,2024-12-04,Marshall Wace LLP,TKH Group N.V.,archive
2.07,NL0000888691,2024-12-04,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
1.0,BMG3602E1084,2024-12-04,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
1.24,NL0012817175,2024-12-03,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.5,NL0013332471,2024-12-03,Citadel Advisors LLC,TomTom N.V.,archive
0.51,NL0015002AG2,2024-12-03,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
0.51,NL0000888691,2024-12-03,Millennium International Management LP,AMG Critical Materials N.V.,archive
3.23,NL0010391025,2024-12-03,Millennium International Management LP,Pharming Group N.V.,archive
2.03,NL0012817175,2024-12-03,"PDT Partners, LLC",Alfen N.V.,archive
2.18,NL0012817175,2024-12-03,Qube Research & Technologies Ltd.,Alfen N.V.,archive
0.7,NL0013332471,2024-12-03,Qube Research & Technologies Ltd.,TomTom N.V.,archive
0.6,NL0011872650,2024-12-03,Wellington Management International Ltd.,Basic-Fit N.V.,archive
0.61,NL0009739416,2024-12-03,"WorldQuant, LLC",PostNL N.V.,archive
0.79,NL0011872643,2024-12-02,"AQR Capital Management, LLC",ASR Nederland N.V.,archive
0.7,NL0015002AG2,2024-12-02,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
0.54,NL00150002Q7,2024-12-02,Citadel Securities (Europe) Limited,Vivoryon Therapeutics N.V.,archive
0.69,NL0000888691,2024-12-02,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,archive
0.99,NL0013267909,2024-12-02,Marshall Wace LLP,Akzo Nobel N.V.,archive
1.26,NL0012817175,2024-12-02,Millennium Capital Partners LLP,Alfen N.V.,archive
0.97,BMG3602E1084,2024-12-02,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
0.7,NL0012747059,2024-12-02,TFG Asset Management UK LLP,CM.com N.V.,archive
0.59,NL0011872650,2024-12-02,Wellington Management International Ltd.,Basic-Fit N.V.,archive
0.66,NL0000888691,2024-11-29,Actus Ray Partners Limited,AMG Critical Materials N.V.,archive
0.61,NL0015002AG2,2024-11-29,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
1.91,NL0012817175,2024-11-29,"PDT Partners, LLC",Alfen N.V.,archive
2.0,NL0012817175,2024-11-29,Qube Research & Technologies Ltd.,Alfen N.V.,archive
2.1,NL0010558797,2024-11-29,Qube Research & Technologies Ltd.,OCI N.V.,archive
0.68,NL0012866412,2024-11-29,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
0.87,NL0010558797,2024-11-28,Citadel Advisors LLC,OCI N.V.,archive
0.49,NL0010391025,2024-11-28,GSA Capital Partners LLP,Pharming Group N.V.,archive
1.38,NL0000888691,2024-11-28,Marshall Wace LLP,AMG Critical Materials N.V.,archive
0.89,NL0009739416,2024-11-28,Marshall Wace LLP,PostNL N.V.,archive
0.7,NL0012866412,2024-11-28,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
0.7,NL0012866412,2024-11-27,Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,archive
1.13,NL0012817175,2024-11-27,Citadel Advisors LLC,Alfen N.V.,archive
0.94,NL0010558797,2024-11-27,Citadel Advisors LLC,OCI N.V.,archive
0.54,NL0009739416,2024-11-27,GSA Capital Partners LLP,PostNL N.V.,archive
1.09,NL0013267909,2024-11-27,Marshall Wace LLP,Akzo Nobel N.V.,archive
1.4,NL0000888691,2024-11-27,Marshall Wace LLP,AMG Critical Materials N.V.,archive
0.6,NL0000852523,2024-11-27,Marshall Wace LLP,TKH Group N.V.,archive
1.99,NL0012817175,2024-11-27,Qube Research & Technologies Ltd.,Alfen N.V.,archive
1.38,NL0012817175,2024-11-26,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
1.08,NL0012817175,2024-11-26,Citadel Advisors LLC,Alfen N.V.,archive
1.0,NL0010558797,2024-11-26,Citadel Advisors LLC,OCI N.V.,archive
1.39,NL0000888691,2024-11-26,Marshall Wace LLP,AMG Critical Materials N.V.,archive
1.36,NL0012817175,2024-11-26,Millennium Capital Partners LLP,Alfen N.V.,archive
1.0,LU0569974404,2024-11-26,Millennium International Management LP,Aperam S.A.,archive
2.09,NL0012817175,2024-11-26,Qube Research & Technologies Ltd.,Alfen N.V.,archive
2.12,NL0000888691,2024-11-26,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
1.59,NL0009739416,2024-11-26,Qube Research & Technologies Ltd.,PostNL N.V.,archive
0.52,NL0000888691,2024-11-25,Acadian Asset Management LLC.,AMG Critical Materials N.V.,archive
1.51,NL0012817175,2024-11-25,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.52,LU1598757687,2024-11-25,Citadel Advisors LLC,ArcelorMittal S.A.,archive
0.0,NL0015002AG2,2024-11-25,Guevoura Fund Limited,Ebusco Holding N.V.,archive
0.89,NL0000009082,2024-11-25,Marshall Wace LLP,Koninklijke KPN N.V.,archive
1.84,NL0010558797,2024-11-25,Marshall Wace LLP,OCI N.V.,archive
0.97,NL0009739416,2024-11-25,Marshall Wace LLP,PostNL N.V.,archive
1.01,LU0569974404,2024-11-25,Millennium Capital Partners LLP,Aperam S.A.,archive
0.2,NL0015002AG2,2024-11-25,Millennium Capital Partners LLP,Ebusco Holding N.V.,archive
0.04,NL0012817175,2024-11-25,Millennium International Management LP,Alfen N.V.,archive
0.97,LU0569974404,2024-11-25,Millennium International Management LP,Aperam S.A.,archive
0.49,NL0000888691,2024-11-25,"PDT Partners, LLC",AMG Critical Materials N.V.,archive
0.0,NL0015002AG2,2024-11-25,Quartys Limited,Ebusco Holding N.V.,archive
2.19,NL0012817175,2024-11-25,Qube Research & Technologies Ltd.,Alfen N.V.,archive
0.42,LU0569974404,2024-11-25,Qube Research & Technologies Ltd.,Aperam S.A.,archive
1.08,BMG3602E1084,2024-11-25,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
0.47,NL0000888691,2024-11-22,Acadian Asset Management LLC.,AMG Critical Materials N.V.,archive
0.71,NL0000379121,2024-11-22,AKO Capital LLP,Randstad N.V.,archive
1.18,NL0012817175,2024-11-22,Citadel Advisors LLC,Alfen N.V.,archive
0.0,NL0015002AG2,2024-11-22,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
1.08,NL0015002AG2,2024-11-22,Guevoura Fund Limited,Ebusco Holding N.V.,archive
0.53,NL0011794037,2024-11-22,Ilex Capital Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,archive
0.43,NL0015002AG2,2024-11-22,Jane Street Group LLC,Ebusco Holding N.V.,archive
0.6,NL0011794037,2024-11-22,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,archive
1.15,NL0012817175,2024-11-22,Millennium International Management LP,Alfen N.V.,archive
0.8,NL0015002AG2,2024-11-22,Quartys Limited,Ebusco Holding N.V.,archive
2.39,NL0012817175,2024-11-22,Qube Research & Technologies Ltd.,Alfen N.V.,archive
0.9,NL0012047823,2024-11-22,Qube Research & Technologies Ltd.,Avantium N.V.,archive
0.8,NL0011872643,2024-11-21,"AQR Capital Management, LLC",ASR Nederland N.V.,archive
1.12,NL0010391025,2024-11-21,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,archive
0.5,NL0000888691,2024-11-21,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
1.27,NL0012817175,2024-11-21,Citadel Advisors LLC,Alfen N.V.,archive
0.51,NL0015002AG2,2024-11-21,Citadel Securities (Europe) Limited,Ebusco Holding N.V.,archive
0.6,NL0009739416,2024-11-21,GSA Capital Partners LLP,PostNL N.V.,archive
0.8,NL0015002AG2,2024-11-21,Guevoura Fund Limited,Ebusco Holding N.V.,archive
0.6,NL0011794037,2024-11-21,Ilex Capital Partners (UK) LLP,Koninklijke Ahold Delhaize N.V.,archive
1.73,NL0010558797,2024-11-21,Marshall Wace LLP,OCI N.V.,archive
0.51,NL0000852523,2024-11-21,Marshall Wace LLP,TKH Group N.V.,archive
0.97,LU0569974404,2024-11-21,Millennium Capital Partners LLP,Aperam S.A.,archive
1.04,NL0012817175,2024-11-21,Millennium International Management LP,Alfen N.V.,archive
0.8,LU0569974404,2024-11-21,Millennium International Management LP,Aperam S.A.,archive
2.02,NL0010558797,2024-11-21,Qube Research & Technologies Ltd.,OCI N.V.,archive
0.61,NL0012747059,2024-11-21,TFG Asset Management UK LLP,CM.com N.V.,archive
1.89,NL0012817175,2024-11-20,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
1.33,NL0012817175,2024-11-20,Citadel Advisors LLC,Alfen N.V.,archive
0.91,NL0010558797,2024-11-20,Citadel Advisors LLC,OCI N.V.,archive
1.66,NL0010558797,2024-11-20,Marshall Wace LLP,OCI N.V.,archive
1.4,NL0012817175,2024-11-20,Millennium Capital Partners LLP,Alfen N.V.,archive
0.92,NL0012817175,2024-11-20,Millennium International Management LP,Alfen N.V.,archive
0.72,LU0569974404,2024-11-20,Millennium International Management LP,Aperam S.A.,archive
3.1,NL0010391025,2024-11-20,Millennium International Management LP,Pharming Group N.V.,archive
1.87,NL0012817175,2024-11-20,"PDT Partners, LLC",Alfen N.V.,archive
0.43,NL0011821392,2024-11-20,"Point72 Europe (London), LLP",Signify N.V.,archive
2.41,NL0012817175,2024-11-20,Qube Research & Technologies Ltd.,Alfen N.V.,archive
0.59,LU0569974404,2024-11-20,Qube Research & Technologies Ltd.,Aperam S.A.,archive
0.61,BE0003818359,2024-11-20,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.69,NL0000379121,2024-11-19,AKO Capital LLP,Randstad N.V.,archive
1.29,NL0012817175,2024-11-19,Citadel Advisors LLC,Alfen N.V.,archive
0.98,NL0000009082,2024-11-19,Marshall Wace LLP,Koninklijke KPN N.V.,archive
0.82,LU0569974404,2024-11-19,Millennium Capital Partners LLP,Aperam S.A.,archive
0.82,NL0012817175,2024-11-19,Millennium International Management LP,Alfen N.V.,archive
1.94,NL0012817175,2024-11-19,"PDT Partners, LLC",Alfen N.V.,archive
2.38,NL0012817175,2024-11-19,Qube Research & Technologies Ltd.,Alfen N.V.,archive
1.1,BMG3602E1084,2024-11-19,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
1.92,NL0010558797,2024-11-19,Qube Research & Technologies Ltd.,OCI N.V.,archive
1.11,NL0012817175,2024-11-18,Citadel Advisors LLC,Alfen N.V.,archive
1.41,NL0000888691,2024-11-18,Marshall Wace LLP,AMG Critical Materials N.V.,archive
0.59,NL0011794037,2024-11-18,Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,archive
1.53,NL0010558797,2024-11-18,Marshall Wace LLP,OCI N.V.,archive
1.32,NL0012817175,2024-11-18,Millennium Capital Partners LLP,Alfen N.V.,archive
0.76,LU0569974404,2024-11-18,Millennium Capital Partners LLP,Aperam S.A.,archive
0.61,LU0569974404,2024-11-18,Millennium International Management LP,Aperam S.A.,archive
0.6,LU0569974404,2024-11-18,Qube Research & Technologies Ltd.,Aperam S.A.,archive
0.71,NL0010391025,2024-11-18,Qube Research & Technologies Ltd.,Pharming Group N.V.,archive
0.6,NL0012866412,2024-11-18,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
0.52,NL0012866412,2024-11-15,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,archive
0.52,NL0012866412,2024-11-15,"Connor, Clark & Lunn Investment Management Ltd.",BE Semiconductor Industries N.V.,archive
0.6,NL0015002AG2,2024-11-15,Jane Street Group LLC,Ebusco Holding N.V.,archive
1.08,NL0009739416,2024-11-15,Marshall Wace LLP,PostNL N.V.,archive
0.62,NL0012817175,2024-11-15,Millennium International Management LP,Alfen N.V.,archive
1.08,NL0013332471,2024-11-15,Otus Capital Management Ltd.,TomTom N.V.,archive
1.74,NL0012817175,2024-11-15,"PDT Partners, LLC",Alfen N.V.,archive
0.51,BE0003818359,2024-11-15,Qube Research & Technologies Ltd.,Galapagos NV,archive
0.26,NL0000888691,2024-11-15,SIH Partners LLLP,AMG Critical Materials N.V.,archive
0.51,NL0012747059,2024-11-15,TFG Asset Management UK LLP,CM.com N.V.,archive
0.43,NL0012817175,2024-11-15,"WorldQuant, LLC",Alfen N.V.,archive
0.46,NL0000888691,2024-11-14,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
1.05,NL0012817175,2024-11-14,Citadel Advisors LLC,Alfen N.V.,archive
0.83,NL0010558797,2024-11-14,Citadel Advisors LLC,OCI N.V.,archive
0.48,NL0012817175,2024-11-14,"Connor, Clark & Lunn Investment Management Ltd.",Alfen N.V.,archive
1.06,NL0000009082,2024-11-14,Marshall Wace LLP,Koninklijke KPN N.V.,archive
1.41,NL0010558797,2024-11-14,Marshall Wace LLP,OCI N.V.,archive
0.91,NL0015002AG2,2024-11-14,Millennium Capital Partners LLP,Ebusco Holding N.V.,archive
1.8,NL0012817175,2024-11-14,"PDT Partners, LLC",Alfen N.V.,archive
1.81,NL0010558797,2024-11-14,Qube Research & Technologies Ltd.,OCI N.V.,archive
0.58,NL0000888691,2024-11-14,SIH Partners LLLP,AMG Critical Materials N.V.,archive
0.56,NL0012817175,2024-11-14,"WorldQuant, LLC",Alfen N.V.,archive
0.01,NL0011872650,2024-11-13,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,archive
0.54,NL0000888691,2024-11-13,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
1.1,NL0013267909,2024-11-13,Marshall Wace LLP,Akzo Nobel N.V.,archive
1.36,NL0010558797,2024-11-13,Marshall Wace LLP,OCI N.V.,archive
0.52,NL0012817175,2024-11-13,Millennium International Management LP,Alfen N.V.,archive
0.51,LU0569974404,2024-11-13,Millennium International Management LP,Aperam S.A.,archive
0.55,NL0011821392,2024-11-13,"Point72 Europe (London), LLP",Signify N.V.,archive
2.28,NL0012817175,2024-11-13,Qube Research & Technologies Ltd.,Alfen N.V.,archive
2.09,NL0000888691,2024-11-13,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
0.54,LU0569974404,2024-11-13,Qube Research & Technologies Ltd.,Aperam S.A.,archive
1.09,BMG3602E1084,2024-11-13,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
1.76,NL0010558797,2024-11-13,Qube Research & Technologies Ltd.,OCI N.V.,archive
1.6,NL0009739416,2024-11-13,Qube Research & Technologies Ltd.,PostNL N.V.,archive
0.54,NL0012866412,2024-11-13,"WorldQuant, LLC",BE Semiconductor Industries N.V.,archive
0.51,NL0009739416,2024-11-13,"WorldQuant, LLC",PostNL N.V.,archive
0.49,NL0012866412,2024-11-12,"AQR Capital Management, LLC",BE Semiconductor Industries N.V.,archive
1.98,NL0012817175,2024-11-12,"Arrowstreet Capital, Limited Partnership",Alfen N.V.,archive
0.69,NL0006237562,2024-11-12,Boldhaven Management LLP,ARCADIS N.V.,archive
0.6,NL0000888691,2024-11-12,Capital Fund Management S.A.,AMG Critical Materials N.V.,archive
1.19,NL0012817175,2024-11-12,Citadel Advisors LLC,Alfen N.V.,archive
0.78,NL0010558797,2024-11-12,Citadel Advisors LLC,OCI N.V.,archive
0.82,NL0015002AG2,2024-11-12,Jane Street Group LLC,Ebusco Holding N.V.,archive
1.31,NL0000888691,2024-11-12,Marshall Wace LLP,AMG Critical Materials N.V.,archive
1.28,NL0012817175,2024-11-12,Millennium Capital Partners LLP,Alfen N.V.,archive
0.6,LU0569974404,2024-11-12,Millennium Capital Partners LLP,Aperam S.A.,archive
3.02,NL0010391025,2024-11-12,Millennium International Management LP,Pharming Group N.V.,archive
2.32,NL0012817175,2024-11-12,Qube Research & Technologies Ltd.,Alfen N.V.,archive
2.15,NL0000888691,2024-11-12,Qube Research & Technologies Ltd.,AMG Critical Materials N.V.,archive
1.14,BMG3602E1084,2024-11-12,Qube Research & Technologies Ltd.,Flow Traders Ltd.,archive
