position_holder,net_short_position,position_date,issuer_name,isin,source
"AQR Capital Management, LLC",0.2,2017-11-17,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
"BlackRock Institutional Trust Company, National Association",0.51,2017-11-17,Fugro N.V.,NL0000352565,archive
Canada Pension Plan Investment Board,0.7,2017-11-17,Koninklijke BAM Groep N.V.,NL0000337319,archive
Capital Fund Management S.A.,0.69,2017-11-17,Wereldhave N.V.,NL0000289213,archive
Citadel Advisors II LLC,0.59,2017-11-17,Koninklijke Vopak N.V.,NL0009432491,archive
Jupiter Investment Management Limited,0.5,2017-11-17,Lakefront Biotherapeutics NV,BE0003818359,archive
Marshall Wace LLP,1.38,2017-11-17,Fugro N.V.,NL0000352565,archive
Oxford Asset Management,0.6,2017-11-17,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.1,2017-11-17,Koninklijke BAM Groep N.V.,NL0000337319,archive
"WorldQuant, LLC",0.5,2017-11-17,Wereldhave N.V.,NL0000289213,archive
CQS (UK) LLP,1.51,2017-11-16,BE Semiconductor Industries N.V.,NL0000339760,archive
GSA Capital Partners LLP,0.8,2017-11-16,Flow Traders Ltd.,NL0011279492,archive
HBK Investments LP,1.98,2017-11-16,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.48,2017-11-16,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.69,2017-11-16,Wereldhave N.V.,NL0000289213,archive
"WorldQuant, LLC",0.95,2017-11-16,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.06,2017-11-16,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel Advisors II LLC,0.6,2017-11-15,Koninklijke Vopak N.V.,NL0009432491,archive
"Clinton Group, Inc",0.49,2017-11-15,Fugro N.V.,NL0000352565,archive
HBK Investments LP,2.01,2017-11-15,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.7,2017-11-15,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.82,2017-11-15,Koninklijke Vopak N.V.,NL0009432491,archive
"Philadelphia Financial Management of San Francisco, LLC",1.72,2017-11-15,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",0.86,2017-11-15,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.98,2017-11-15,Koninklijke BAM Groep N.V.,NL0000337319,archive
AXA Investment Managers Chorus Limited,1.1,2017-11-14,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.69,2017-11-14,Koninklijke BAM Groep N.V.,NL0000337319,archive
Capital Fund Management S.A.,0.7,2017-11-14,Wereldhave N.V.,NL0000289213,archive
GSA Capital Partners LLP,0.78,2017-11-14,Flow Traders Ltd.,NL0011279492,archive
HBK Investments LP,1.97,2017-11-14,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.51,2017-11-14,ArcelorMittal S.A.,LU1598757687,archive
Marshall Wace LLP,0.69,2017-11-14,OCI N.V.,NL0010558797,archive
"WorldQuant, LLC",0.88,2017-11-14,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,1.25,2017-11-13,Fugro N.V.,NL0000352565,archive
Capital Fund Management S.A.,0.61,2017-11-13,Fugro N.V.,NL0000352565,archive
"Clinton Group, Inc",0.5,2017-11-13,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.89,2017-11-13,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.38,2017-11-13,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,0.49,2017-11-13,ArcelorMittal S.A.,LU1598757687,archive
Marshall Wace LLP,0.74,2017-11-13,Koninklijke Vopak N.V.,NL0009432491,archive
Renaissance Technologies LLC,0.8,2017-11-13,Sif Holding N.V.,NL0011660485,archive
"WorldQuant, LLC",0.73,2017-11-13,Koninklijke BAM Groep N.V.,NL0000337319,archive
Citadel GP LLC,0.47,2017-11-10,Koninklijke Heijmans N.V.,NL0009269109,archive
GLG Partners LP,0.71,2017-11-10,Signify N.V.,NL0011821392,archive
HBK Investments LP,1.92,2017-11-10,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.5,2017-11-10,ArcelorMittal S.A.,LU1598757687,archive
Marshall Wace LLP,1.53,2017-11-10,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.6,2017-11-10,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,1.37,2017-11-09,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.99,2017-11-09,Basic-Fit N.V.,NL0011872650,archive
Capital Fund Management S.A.,0.69,2017-11-09,Wereldhave N.V.,NL0000289213,archive
Citadel GP LLC,0.52,2017-11-09,Koninklijke Heijmans N.V.,NL0009269109,archive
"Davidson Kempner European Partners, LLP",0.69,2017-11-09,Koninklijke BAM Groep N.V.,NL0000337319,archive
GSA Capital Partners LLP,0.62,2017-11-09,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.43,2017-11-09,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.61,2017-11-09,Koninklijke Vopak N.V.,NL0009432491,archive
"AQR Capital Management, LLC",2.18,2017-11-08,SBM Offshore N.V.,NL0000360618,archive
"BlackRock Institutional Trust Company, National Association",0.59,2017-11-08,SBM Offshore N.V.,NL0000360618,archive
HBK Investments LP,1.81,2017-11-08,Fugro N.V.,NL0000352565,archive
Lone Pine Capital LLC,0.51,2017-11-08,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
Marshall Wace LLP,1.51,2017-11-08,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.32,2017-11-08,Wereldhave N.V.,NL0000289213,archive
Myriad Opportunities Master Fund Limited,0.48,2017-11-08,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.49,2017-11-07,Fugro N.V.,NL0000352565,archive
Aravt Global,0.53,2017-11-07,Signify N.V.,NL0011821392,archive
AXA Investment Managers Chorus Limited,1.0,2017-11-07,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.72,2017-11-07,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.58,2017-11-07,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,0.5,2017-11-07,Koninklijke Vopak N.V.,NL0009432491,archive
Myriad Opportunities Master Fund Limited,0.53,2017-11-07,Fugro N.V.,NL0000352565,archive
Oxford Asset Management,0.5,2017-11-07,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.79,2017-11-07,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.54,2017-11-06,Fugro N.V.,NL0000352565,archive
Citadel Advisors II LLC,0.52,2017-11-06,Koninklijke Vopak N.V.,NL0009432491,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.82,2017-11-06,Flow Traders Ltd.,NL0011279492,archive
GSA Capital Partners LLP,0.49,2017-11-06,Brunel International N.V.,NL0010776944,archive
JPMorgan Asset Management (UK) Ltd.,0.67,2017-11-06,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,0.78,2017-11-06,OCI N.V.,NL0010558797,archive
Sculptor Capital Management Europe Limited,1.48,2017-11-06,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.84,2017-11-06,Fugro N.V.,NL0000352565,archive
"Arrowstreet Capital, Limited Partnership",1.19,2017-11-03,Fugro N.V.,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-11-03,SBM Offshore N.V.,NL0000360618,archive
CQS (UK) LLP,1.41,2017-11-03,BE Semiconductor Industries N.V.,NL0000339760,archive
GLG Partners LP,0.6,2017-11-03,Signify N.V.,NL0011821392,archive
GSA Capital Partners LLP,0.51,2017-11-03,Brunel International N.V.,NL0010776944,archive
HBK Investments LP,1.69,2017-11-03,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.77,2017-11-03,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,1.36,2017-11-03,Fugro N.V.,NL0000352565,archive
Renaissance Technologies LLC,0.79,2017-11-03,Sif Holding N.V.,NL0011660485,archive
Sculptor Capital Management Europe Limited,1.28,2017-11-03,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",2.73,2017-11-02,Koninklijke Vopak N.V.,NL0009432491,archive
AXA Investment Managers Chorus Limited,0.92,2017-11-02,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.49,2017-11-02,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.79,2017-11-02,Wereldhave N.V.,NL0000289213,archive
Sculptor Capital Management Europe Limited,1.1,2017-11-02,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.49,2017-11-02,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",1.21,2017-11-01,OCI N.V.,NL0010558797,archive
GSA Capital Partners LLP,0.53,2017-11-01,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.41,2017-11-01,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.53,2017-11-01,Fugro N.V.,NL0000352565,archive
Sculptor Capital Management Europe Limited,0.92,2017-11-01,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.99,2017-11-01,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.6,2017-10-31,Fugro N.V.,NL0000352565,archive
Arrowgrass Capital Partners LLP,0.57,2017-10-31,Fugro N.V.,NL0000352565,archive
AXA Investment Managers Chorus Limited,0.6,2017-10-31,PostNL N.V.,NL0009739416,archive
HBK Investments LP,1.79,2017-10-31,Fugro N.V.,NL0000352565,archive
Macquarie Funds Management Hong Kong Limited,0.48,2017-10-31,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,1.61,2017-10-31,Fugro N.V.,NL0000352565,archive
"PDT Partners, LLC",0.35,2017-10-31,Fugro N.V.,NL0000352565,archive
Sculptor Capital Management Europe Limited,0.84,2017-10-31,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.01,2017-10-31,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.52,2017-10-30,Fugro N.V.,NL0000352565,archive
AXA Investment Managers Chorus Limited,0.81,2017-10-30,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.9,2017-10-30,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.59,2017-10-30,Fugro N.V.,NL0000352565,archive
"PDT Partners, LLC",0.69,2017-10-30,Fugro N.V.,NL0000352565,archive
Sculptor Capital Management Europe Limited,0.57,2017-10-30,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.59,2017-10-30,Wereldhave N.V.,NL0000289213,archive
AHL Partners LLP,1.42,2017-10-27,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",2.62,2017-10-27,Koninklijke Vopak N.V.,NL0009432491,archive
Marshall Wace LLP,0.69,2017-10-27,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,1.33,2017-10-27,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.43,2017-10-27,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.2,2017-10-27,Wereldhave N.V.,NL0000289213,archive
"WorldQuant, LLC",0.6,2017-10-27,Wereldhave N.V.,NL0000289213,archive
AHL Partners LLP,1.34,2017-10-26,Fugro N.V.,NL0000352565,archive
GLG Partners LP,0.5,2017-10-26,Signify N.V.,NL0011821392,archive
"WorldQuant, LLC",1.12,2017-10-26,Fugro N.V.,NL0000352565,archive
AXA Investment Managers Chorus Limited,0.72,2017-10-25,Fugro N.V.,NL0000352565,archive
CQS (UK) LLP,1.26,2017-10-25,BE Semiconductor Industries N.V.,NL0000339760,archive
"Philadelphia Financial Management of San Francisco, LLC",1.82,2017-10-25,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",0.51,2017-10-25,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",2.5,2017-10-24,Koninklijke Vopak N.V.,NL0009432491,archive
"AQR Capital Management, LLC",1.11,2017-10-24,OCI N.V.,NL0010558797,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.7,2017-10-24,Flow Traders Ltd.,NL0011279492,archive
"Philadelphia Financial Management of San Francisco, LLC",1.69,2017-10-24,Flow Traders Ltd.,NL0011279492,archive
AKO Capital LLP,0.7,2017-10-23,ARCADIS N.V.,NL0006237562,archive
BlackRock Investment Management (UK) Limited,1.06,2017-10-23,Basic-Fit N.V.,NL0011872650,archive
RAM Active Investments SA,0.53,2017-10-23,Koninklijke BAM Groep N.V.,NL0000337319,archive
Scopia Capital Management LP,1.81,2017-10-23,Signify N.V.,NL0011821392,archive
Capital Fund Management S.A.,0.51,2017-10-21,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",2.43,2017-10-20,Koninklijke Vopak N.V.,NL0009432491,archive
"AQR Capital Management, LLC",2.29,2017-10-20,SBM Offshore N.V.,NL0000360618,archive
AXA Investment Managers Chorus Limited,0.62,2017-10-20,Fugro N.V.,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-10-20,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,0.86,2017-10-20,OCI N.V.,NL0010558797,archive
Scopia Capital Management LP,1.73,2017-10-20,Signify N.V.,NL0011821392,archive
Lansdowne Partners (UK) LLP,0.66,2017-10-19,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
Macquarie Funds Management Hong Kong Limited,0.59,2017-10-19,Brunel International N.V.,NL0010776944,archive
AKO Capital LLP,0.5,2017-10-18,ARCADIS N.V.,NL0006237562,archive
"Coatue Management, L.L.C.",0.44,2017-10-18,Signify N.V.,NL0011821392,archive
GSA Capital Partners LLP,0.48,2017-10-18,Flow Traders Ltd.,NL0011279492,archive
HBK Investments LP,1.2,2017-10-18,Fugro N.V.,NL0000352565,archive
Millennium International Management LP,0.88,2017-10-18,Wereldhave N.V.,NL0000289213,archive
BlackRock Investment Management (UK) Limited,0.58,2017-10-17,Koninklijke Vopak N.V.,NL0009432491,archive
Capital Fund Management S.A.,0.7,2017-10-17,Wereldhave N.V.,NL0000289213,archive
"Coatue Management, L.L.C.",0.59,2017-10-17,Signify N.V.,NL0011821392,archive
CQS (UK) LLP,1.15,2017-10-17,BE Semiconductor Industries N.V.,NL0000339760,archive
GSA Capital Partners LLP,0.5,2017-10-17,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.23,2017-10-17,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,1.3,2017-10-17,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.19,2017-10-17,Wereldhave N.V.,NL0000289213,archive
"Philadelphia Financial Management of San Francisco, LLC",1.38,2017-10-17,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",1.0,2017-10-17,Fugro N.V.,NL0000352565,archive
"AQR Capital Management, LLC",2.31,2017-10-16,Koninklijke Vopak N.V.,NL0009432491,archive
AXA Investment Managers Chorus Limited,0.51,2017-10-16,Fugro N.V.,NL0000352565,archive
AXA Investment Managers Chorus Limited,0.5,2017-10-16,PostNL N.V.,NL0009739416,archive
"Coatue Management, L.L.C.",0.64,2017-10-16,Signify N.V.,NL0011821392,archive
HBK Investments LP,1.17,2017-10-16,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.61,2017-10-13,Koninklijke Vopak N.V.,NL0009432491,archive
"Coatue Management, L.L.C.",0.71,2017-10-13,Signify N.V.,NL0011821392,archive
GSA Capital Partners LLP,0.49,2017-10-13,Brunel International N.V.,NL0010776944,archive
HBK Investments LP,1.26,2017-10-13,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.32,2017-10-12,Fugro N.V.,NL0000352565,archive
Scopia Capital Management LP,1.54,2017-10-12,Signify N.V.,NL0011821392,archive
"WorldQuant, LLC",0.47,2017-10-12,PostNL N.V.,NL0009739416,archive
"AQR Capital Management, LLC",0.99,2017-10-11,Koninklijke KPN N.V.,NL0000009082,archive
"AQR Capital Management, LLC",1.0,2017-10-11,OCI N.V.,NL0010558797,archive
BlackRock Investment Management (UK) Limited,0.71,2017-10-11,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Philadelphia Financial Management of San Francisco, LLC",1.57,2017-10-11,Flow Traders Ltd.,NL0011279492,archive
"AQR Capital Management, LLC",2.2,2017-10-10,Koninklijke Vopak N.V.,NL0009432491,archive
"BlackRock Institutional Trust Company, National Association",0.68,2017-10-10,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,0.57,2017-10-10,Koninklijke Vopak N.V.,NL0009432491,archive
HBK Investments LP,1.27,2017-10-10,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.79,2017-10-10,ARCADIS N.V.,NL0006237562,archive
Millennium International Management LP,0.9,2017-10-10,Wereldhave N.V.,NL0000289213,archive
Scopia Capital Management LP,1.43,2017-10-10,Signify N.V.,NL0011821392,archive
AHL Partners LLP,0.68,2017-10-09,Koninklijke BAM Groep N.V.,NL0000337319,archive
BlackRock Investment Management (UK) Limited,1.19,2017-10-09,Basic-Fit N.V.,NL0011872650,archive
HBK Investments LP,1.34,2017-10-09,Fugro N.V.,NL0000352565,archive
Lansdowne Partners (UK) LLP,1.31,2017-10-09,ARCADIS N.V.,NL0006237562,archive
Macquarie Funds Management Hong Kong Limited,0.69,2017-10-09,Brunel International N.V.,NL0010776944,archive
Marshall Wace LLP,1.23,2017-10-09,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.98,2017-10-09,OCI N.V.,NL0010558797,archive
"WorldQuant, LLC",0.91,2017-10-09,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",0.5,2017-10-09,PostNL N.V.,NL0009739416,archive
AHL Partners LLP,1.29,2017-10-06,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.72,2017-10-06,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,0.55,2017-10-06,Brunel International N.V.,NL0010776944,archive
Scopia Capital Management LP,1.33,2017-10-06,Signify N.V.,NL0011821392,archive
BlackRock Investment Management (UK) Limited,0.78,2017-10-05,Brunel International N.V.,NL0010776944,archive
BlackRock Investment Management (UK) Limited,0.66,2017-10-05,Koninklijke BAM Groep N.V.,NL0000337319,archive
CQS (UK) LLP,0.08,2017-10-05,Aperam S.A.,LU0569974404,archive
BlackRock Investment Management (UK) Limited,0.83,2017-10-04,Brunel International N.V.,NL0010776944,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.6,2017-10-04,Flow Traders Ltd.,NL0011279492,archive
Marshall Wace LLP,0.88,2017-10-04,ARCADIS N.V.,NL0006237562,archive
Scopia Capital Management LP,1.23,2017-10-04,Signify N.V.,NL0011821392,archive
"AQR Capital Management, LLC",2.1,2017-10-03,Koninklijke Vopak N.V.,NL0009432491,archive
BlackRock Investment Management (UK) Limited,0.99,2017-10-03,Brunel International N.V.,NL0010776944,archive
BNP Paribas S.A.,0.45,2017-10-03,BE Semiconductor Industries N.V.,NL0000339760,archive
CQS (UK) LLP,1.09,2017-10-03,BE Semiconductor Industries N.V.,NL0000339760,archive
Lansdowne Partners (UK) LLP,0.7,2017-10-03,Koninklijke Ahold Delhaize N.V.,NL0011794037,archive
Marshall Wace LLP,1.11,2017-10-03,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.36,2017-10-02,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,1.25,2017-10-02,Brunel International N.V.,NL0010776944,archive
Macquarie Funds Management Hong Kong Limited,0.79,2017-10-02,Brunel International N.V.,NL0010776944,archive
"Philadelphia Financial Management of San Francisco, LLC",1.39,2017-10-02,Flow Traders Ltd.,NL0011279492,archive
"AQR Capital Management, LLC",2.39,2017-09-30,SBM Offshore N.V.,NL0000360618,archive
AHL Partners LLP,0.77,2017-09-29,Koninklijke BAM Groep N.V.,NL0000337319,archive
BlackRock Investment Management (UK) Limited,0.78,2017-09-29,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Philadelphia Financial Management of San Francisco, LLC",1.22,2017-09-29,Flow Traders Ltd.,NL0011279492,archive
"WorldQuant, LLC",0.89,2017-09-29,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.49,2017-09-28,Wereldhave N.V.,NL0000289213,archive
Capital Fund Management S.A.,0.48,2017-09-28,Fugro N.V.,NL0000352565,archive
Scopia Capital Management LP,1.15,2017-09-28,Signify N.V.,NL0011821392,archive
"AQR Capital Management, LLC",0.92,2017-09-27,OCI N.V.,NL0010558797,archive
BlackRock Investment Management (UK) Limited,0.62,2017-09-27,Koninklijke Vopak N.V.,NL0009432491,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-09-27,SBM Offshore N.V.,NL0000360618,archive
Scopia Capital Management LP,1.03,2017-09-27,Signify N.V.,NL0011821392,archive
"AQR Capital Management, LLC",0.89,2017-09-26,OCI N.V.,NL0010558797,archive
"AQR Capital Management, LLC",2.48,2017-09-26,SBM Offshore N.V.,NL0000360618,archive
Marshall Wace LLP,1.01,2017-09-26,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.01,2017-09-26,OCI N.V.,NL0010558797,archive
Marshall Wace LLP,1.2,2017-09-26,Wereldhave N.V.,NL0000289213,archive
Scopia Capital Management LP,0.92,2017-09-26,Signify N.V.,NL0011821392,archive
"WorldQuant, LLC",0.98,2017-09-26,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.49,2017-09-25,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,0.87,2017-09-25,Koninklijke BAM Groep N.V.,NL0000337319,archive
"AQR Capital Management, LLC",0.9,2017-09-25,OCI N.V.,NL0010558797,archive
"BlackRock Institutional Trust Company, National Association",0.49,2017-09-25,Fugro N.V.,NL0000352565,archive
Renaissance Technologies LLC,0.8,2017-09-25,Sif Holding N.V.,NL0011660485,archive
"AQR Capital Management, LLC",2.0,2017-09-22,Koninklijke Vopak N.V.,NL0009432491,archive
BlackRock Investment Management (UK) Limited,0.5,2017-09-22,Koninklijke Vopak N.V.,NL0009432491,archive
Marshall Wace LLP,0.49,2017-09-22,PostNL N.V.,NL0009739416,archive
Oxford Asset Management,0.49,2017-09-22,Lakefront Biotherapeutics NV,BE0003818359,archive
Scopia Capital Management LP,0.81,2017-09-22,Signify N.V.,NL0011821392,archive
BlackRock Investment Management (UK) Limited,0.59,2017-09-21,Wereldhave N.V.,NL0000289213,archive
Marshall Wace LLP,0.92,2017-09-21,OCI N.V.,NL0010558797,archive
Scopia Capital Management LP,0.69,2017-09-21,Signify N.V.,NL0011821392,archive
AHL Partners LLP,0.97,2017-09-20,Koninklijke BAM Groep N.V.,NL0000337319,archive
"AQR Capital Management, LLC",2.59,2017-09-20,SBM Offshore N.V.,NL0000360618,archive
HBK Investments LP,1.29,2017-09-20,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.99,2017-09-20,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.91,2017-09-20,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.1,2017-09-20,Wereldhave N.V.,NL0000289213,archive
"BlackRock Institutional Trust Company, National Association",0.6,2017-09-19,SBM Offshore N.V.,NL0000360618,archive
BlackRock Investment Management (UK) Limited,0.67,2017-09-19,Wereldhave N.V.,NL0000289213,archive
HBK Investments LP,1.3,2017-09-19,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.09,2017-09-19,Fugro N.V.,NL0000352565,archive
Capital Fund Management S.A.,0.5,2017-09-18,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.29,2017-09-18,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.19,2017-09-18,Flow Traders Ltd.,NL0011279492,archive
AHL Partners LLP,1.08,2017-09-15,Koninklijke BAM Groep N.V.,NL0000337319,archive
BNP Paribas S.A.,0.53,2017-09-15,BE Semiconductor Industries N.V.,NL0000339760,archive
HBK Investments LP,1.3,2017-09-15,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,1.4,2017-09-15,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.8,2017-09-15,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,0.8,2017-09-15,OCI N.V.,NL0010558797,archive
Millennium International Management LP,0.87,2017-09-15,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",1.9,2017-09-14,Koninklijke Vopak N.V.,NL0009432491,archive
HBK Investments LP,1.29,2017-09-14,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.08,2017-09-14,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",1.08,2017-09-13,Koninklijke KPN N.V.,NL0000009082,archive
"Arrowstreet Capital, Limited Partnership",1.2,2017-09-13,Fugro N.V.,NL0000352565,archive
Capital Fund Management S.A.,0.49,2017-09-13,Fugro N.V.,NL0000352565,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,2017-09-13,Fugro N.V.,NL0000352565,archive
Odey Asset Management LLP,0.48,2017-09-13,AEGON Ltd.,NL0000303709,archive
AHL Partners LLP,0.48,2017-09-12,Lakefront Biotherapeutics NV,BE0003818359,archive
BlueCrest Capital Management Limited,0.0,2017-09-12,Van Lanschot Kempen N.V.,NL0000302636,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,2017-09-12,Flow Traders Ltd.,NL0011279492,archive
"Davidson Kempner European Partners, LLP",0.52,2017-09-12,BE Semiconductor Industries N.V.,NL0000339760,archive
Marshall Wace LLP,0.59,2017-09-12,PostNL N.V.,NL0009739416,archive
Marshall Wace LLP,0.7,2017-09-11,OCI N.V.,NL0010558797,archive
"AQR Capital Management, LLC",1.82,2017-09-08,Koninklijke Vopak N.V.,NL0009432491,archive
"Arrowstreet Capital, Limited Partnership",1.11,2017-09-08,Fugro N.V.,NL0000352565,archive
BlackRock Investment Management (UK) Limited,0.89,2017-09-08,Koninklijke BAM Groep N.V.,NL0000337319,archive
Marshall Wace LLP,1.09,2017-09-08,ARCADIS N.V.,NL0006237562,archive
Marshall Wace LLP,0.72,2017-09-08,Fugro N.V.,NL0000352565,archive
"WorldQuant, LLC",1.18,2017-09-08,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.12,2017-09-07,Koninklijke BAM Groep N.V.,NL0000337319,archive
AHL Partners LLP,0.59,2017-09-07,Lakefront Biotherapeutics NV,BE0003818359,archive
"AQR Capital Management, LLC",0.49,2017-09-07,AEGON Ltd.,NL0000303709,archive
"AQR Capital Management, LLC",0.8,2017-09-07,OCI N.V.,NL0010558797,archive
Capital Fund Management S.A.,0.69,2017-09-07,Wereldhave N.V.,NL0000289213,archive
"AQR Capital Management, LLC",2.69,2017-09-06,SBM Offshore N.V.,NL0000360618,archive
Capital Fund Management S.A.,0.7,2017-09-06,Wereldhave N.V.,NL0000289213,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.57,2017-09-06,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.36,2017-09-06,Fugro N.V.,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,0.5,2017-09-06,Sif Holding N.V.,NL0011660485,archive
Marshall Wace LLP,0.64,2017-09-06,Fugro N.V.,NL0000352565,archive
AHL Partners LLP,1.0,2017-09-05,Koninklijke BAM Groep N.V.,NL0000337319,archive
"Arrowstreet Capital, Limited Partnership",1.01,2017-09-05,Fugro N.V.,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",0.57,2017-09-05,Fugro N.V.,NL0000352565,archive
HBK Investments LP,1.41,2017-09-05,Fugro N.V.,NL0000352565,archive
Marshall Wace LLP,1.21,2017-09-05,Flow Traders Ltd.,NL0011279492,archive
