net_short_position,issuer_name,position_holder,position_date,isin,source
0.56,Basic-Fit N.V.,Praxis Alpha Partners LLP,2022-10-03,NL0011872650,archive
1.2,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2022-09-30,NL0011872650,archive
0.8,Alfen N.V.,Marshall Wace LLP,2022-09-30,NL0012817175,archive
0.81,Flow Traders Ltd.,Voleon Capital Management LP,2022-09-30,NL0011279492,archive
1.1,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2022-09-29,NL0011872650,archive
0.99,Basic-Fit N.V.,CapeView Capital LLP,2022-09-29,NL0011872650,archive
0.49,Koninklijke Philips N.V.,Citadel Advisors Europe Limited,2022-09-29,NL0000009538,archive
0.55,Corbion N.V.,JPMorgan Asset Management (UK) Ltd.,2022-09-29,NL0010583399,archive
1.22,Koninklijke Philips N.V.,Marshall Wace LLP,2022-09-29,NL0000009538,archive
1.39,PostNL N.V.,Marshall Wace LLP,2022-09-29,NL0009739416,archive
0.99,SBM Offshore N.V.,Marshall Wace LLP,2022-09-29,NL0000360618,archive
0.65,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-09-29,FR0013326246,archive
0.83,BE Semiconductor Industries N.V.,Millennium International Management LP,2022-09-29,NL0012866412,archive
0.45,Unibail-Rodamco-Westfield SE,"Moore Europe Capital Management, LLP",2022-09-29,FR0013326246,archive
0.81,Signify N.V.,Sandbar Assets Management LLP,2022-09-29,NL0011821392,archive
0.81,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-09-29,NL0012866412,archive
0.71,PostNL N.V.,"WorldQuant, LLC",2022-09-29,NL0009739416,archive
0.91,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2022-09-28,NL0011872650,archive
0.51,AMG Critical Materials N.V.,Citadel Advisors LLC,2022-09-28,NL0000888691,archive
0.76,Pharming Group N.V.,Citadel Advisors LLC,2022-09-28,NL0010391025,archive
0.6,PostNL N.V.,GSA Capital Partners LLP,2022-09-28,NL0009739416,archive
0.81,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,2022-09-28,FR0013326246,archive
0.33,ABN AMRO Bank NV,Marshall Wace LLP,2022-09-28,NL0011540547,archive
0.51,Unibail-Rodamco-Westfield SE,"Moore Europe Capital Management, LLP",2022-09-28,FR0013326246,archive
1.04,Koninklijke Philips N.V.,Viking Global Investors LP,2022-09-28,NL0000009538,archive
3.06,Wereldhave N.V.,"Woodson Capital Master Fund, LP",2022-09-28,NL0000289213,archive
0.69,PostNL N.V.,"WorldQuant, LLC",2022-09-28,NL0009739416,archive
0.81,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2022-09-27,NL0011872650,archive
0.87,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-27,NL0011872650,archive
0.65,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-09-27,NL0000009538,archive
0.7,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2022-09-26,NL0011872650,archive
0.93,Koninklijke Philips N.V.,Viking Global Investors LP,2022-09-26,NL0000009538,archive
1.03,Wereldhave N.V.,Franklin Templeton Investment Management Limited,2022-09-23,NL0000289213,archive
0.5,Koninklijke Philips N.V.,Greenvale Capital LLP,2022-09-23,NL0000009538,archive
0.72,Alfen N.V.,Marshall Wace LLP,2022-09-23,NL0012817175,archive
1.1,Koninklijke Philips N.V.,Marshall Wace LLP,2022-09-23,NL0000009538,archive
0.71,BE Semiconductor Industries N.V.,Millennium International Management LP,2022-09-23,NL0012866412,archive
1.49,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-09-23,NL0009269109,archive
0.86,Koninklijke Philips N.V.,Viking Global Investors LP,2022-09-23,NL0000009538,archive
0.79,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-09-23,NL0012866412,archive
1.49,Signify N.V.,AKO Capital LLP,2022-09-22,NL0011821392,archive
0.49,Adyen N.V.,"Bridgewater Associates, LP",2022-09-22,NL0012969182,archive
0.91,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-22,NL0011872650,archive
0.49,Basic-Fit N.V.,Citadel Advisors LLC,2022-09-22,NL0011872650,archive
0.47,Pharming Group N.V.,Lazard Asset Management LLC,2022-09-22,NL0010391025,archive
0.7,Koninklijke Philips N.V.,Viking Global Investors LP,2022-09-22,NL0000009538,archive
0.5,Adyen N.V.,"Bridgewater Associates, LP",2022-09-21,NL0012969182,archive
0.79,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-09-21,NL0000009538,archive
0.0,ArcelorMittal S.A.,"D. E. Shaw & Co. (London), LLP",2022-09-21,LU1598757687,archive
0.6,ArcelorMittal S.A.,"D. E. Shaw & Co., L.P.",2022-09-21,LU1598757687,archive
0.71,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,2022-09-21,FR0013326246,archive
1.19,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-09-21,NL0009269109,archive
1.57,Signify N.V.,AKO Capital LLP,2022-09-20,NL0011821392,archive
0.63,BE Semiconductor Industries N.V.,Albar Capital Partners LLP,2022-09-20,NL0012866412,archive
0.69,IMCD N.V.,"AQR Capital Management, LLC",2022-09-20,NL0010801007,archive
0.58,Koninklijke Philips N.V.,Citadel Advisors Europe Limited,2022-09-20,NL0000009538,archive
0.53,PostNL N.V.,Millennium Capital Partners LLP,2022-09-20,NL0009739416,archive
0.54,BE Semiconductor Industries N.V.,Millennium International Management LP,2022-09-20,NL0012866412,archive
1.2,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-09-20,NL0009269109,archive
0.55,BE Semiconductor Industries N.V.,Albar Capital Partners LLP,2022-09-19,NL0012866412,archive
0.71,IMCD N.V.,"AQR Capital Management, LLC",2022-09-19,NL0010801007,archive
0.53,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-09-19,FR0013326246,archive
0.69,IMCD N.V.,"AQR Capital Management, LLC",2022-09-16,NL0010801007,archive
1.01,Basic-Fit N.V.,CapeView Capital LLP,2022-09-16,NL0011872650,archive
0.61,Koninklijke Philips N.V.,Citadel Advisors Europe Limited,2022-09-16,NL0000009538,archive
0.64,Alfen N.V.,Marshall Wace LLP,2022-09-16,NL0012817175,archive
0.71,ArcelorMittal S.A.,Marshall Wace LLP,2022-09-16,LU1598757687,archive
1.19,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-09-16,NL0009269109,archive
0.71,Flow Traders Ltd.,Voleon Capital Management LP,2022-09-16,NL0011279492,archive
0.7,IMCD N.V.,"AQR Capital Management, LLC",2022-09-15,NL0010801007,archive
0.61,Pharming Group N.V.,Citadel Advisors LLC,2022-09-15,NL0010391025,archive
0.52,ABN AMRO Bank NV,Marshall Wace LLP,2022-09-15,NL0011540547,archive
0.49,SBM Offshore N.V.,"AQR Capital Management, LLC",2022-09-14,NL0000360618,archive
0.56,Pharming Group N.V.,Citadel Advisors LLC,2022-09-14,NL0010391025,archive
0.64,ArcelorMittal S.A.,Marshall Wace LLP,2022-09-14,LU1598757687,archive
1.42,PostNL N.V.,Marshall Wace LLP,2022-09-14,NL0009739416,archive
0.73,PostNL N.V.,"WorldQuant, LLC",2022-09-14,NL0009739416,archive
0.49,Adyen N.V.,"Bridgewater Associates, LP",2022-09-13,NL0012969182,archive
1.04,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-13,NL0011872650,archive
0.6,Pharming Group N.V.,Citadel Advisors LLC,2022-09-13,NL0010391025,archive
0.59,PostNL N.V.,GSA Capital Partners LLP,2022-09-13,NL0009739416,archive
0.56,Basic-Fit N.V.,Citadel Advisors LLC,2022-09-12,NL0011872650,archive
0.5,Alfen N.V.,Marshall Wace LLP,2022-09-12,NL0012817175,archive
0.69,Flow Traders Ltd.,Voleon Capital Management LP,2022-09-12,NL0011279492,archive
0.5,Adyen N.V.,"Bridgewater Associates, LP",2022-09-09,NL0012969182,archive
0.51,Pharming Group N.V.,Lazard Asset Management LLC,2022-09-09,NL0010391025,archive
0.59,ArcelorMittal S.A.,Marshall Wace LLP,2022-09-09,LU1598757687,archive
1.38,PostNL N.V.,Marshall Wace LLP,2022-09-09,NL0009739416,archive
0.88,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-09-09,NL0012866412,archive
0.49,Galapagos NV,"AQR Capital Management, LLC",2022-09-08,BE0003818359,archive
0.7,Flow Traders Ltd.,Voleon Capital Management LP,2022-09-08,NL0011279492,archive
0.49,ForFarmers N.V.,"WorldQuant, LLC",2022-09-08,NL0011832811,archive
0.5,Alfen N.V.,AHL Partners LLP,2022-09-07,NL0012817175,archive
0.51,Basic-Fit N.V.,Janus Henderson Investors UK Limited,2022-09-07,NL0011872650,archive
0.91,Koninklijke Philips N.V.,Marshall Wace LLP,2022-09-07,NL0000009538,archive
0.49,Adyen N.V.,"Bridgewater Associates, LP",2022-09-06,NL0012969182,archive
1.1,PostNL N.V.,Capital Fund Management S.A.,2022-09-06,NL0009739416,archive
1.28,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-06,NL0011872650,archive
0.69,Basic-Fit N.V.,Citadel Advisors LLC,2022-09-06,NL0011872650,archive
0.8,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-09-06,NL0000009538,archive
0.55,Pharming Group N.V.,Citadel Advisors LLC,2022-09-06,NL0010391025,archive
0.52,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-09-06,NL0009432491,archive
0.94,Basic-Fit N.V.,CapeView Capital LLP,2022-09-05,NL0011872650,archive
0.88,Koninklijke Philips N.V.,Marshall Wace LLP,2022-09-05,NL0000009538,archive
0.48,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-09-05,FR0013326246,archive
0.49,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-09-05,NL0009432491,archive
0.5,Adyen N.V.,"Bridgewater Associates, LP",2022-09-02,NL0012969182,archive
1.36,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-02,NL0011872650,archive
0.7,Basic-Fit N.V.,Citadel Advisors LLC,2022-09-02,NL0011872650,archive
0.77,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-09-02,NL0000009538,archive
0.5,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-09-02,NL0009432491,archive
0.61,Koninklijke Philips N.V.,Viking Global Investors LP,2022-09-02,NL0000009538,archive
0.86,Basic-Fit N.V.,CapeView Capital LLP,2022-09-01,NL0011872650,archive
1.29,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-09-01,NL0011872650,archive
0.79,SBM Offshore N.V.,Marshall Wace Asia Limited,2022-09-01,NL0000360618,archive
0.49,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-09-01,NL0009432491,archive
0.73,Signify N.V.,Sandbar Assets Management LLP,2022-09-01,NL0011821392,archive
0.91,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-09-01,NL0012866412,archive
1.01,PostNL N.V.,Capital Fund Management S.A.,2022-08-31,NL0009739416,archive
1.31,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-08-31,NL0011872650,archive
0.61,Basic-Fit N.V.,Citadel Advisors LLC,2022-08-31,NL0011872650,archive
0.6,PostNL N.V.,GSA Capital Partners LLP,2022-08-31,NL0009739416,archive
0.61,ArcelorMittal S.A.,Marshall Wace LLP,2022-08-31,LU1598757687,archive
1.42,PostNL N.V.,Marshall Wace LLP,2022-08-31,NL0009739416,archive
0.5,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-08-31,NL0009432491,archive
0.68,Signify N.V.,Sandbar Assets Management LLP,2022-08-31,NL0011821392,archive
0.5,ASML Holding N.V.,"Bridgewater Associates, LP",2022-08-30,NL0010273215,archive
0.94,Basic-Fit N.V.,CapeView Capital LLP,2022-08-30,NL0011872650,archive
0.44,Fugro N.V.,Citadel Advisors Europe Limited,2022-08-30,NL00150003E1,archive
0.47,Pharming Group N.V.,Lazard Asset Management LLC,2022-08-30,NL0010391025,archive
0.58,ArcelorMittal S.A.,Marshall Wace LLP,2022-08-29,LU1598757687,archive
0.48,PostNL N.V.,"PDT Partners, LLC",2022-08-29,NL0009739416,archive
0.58,Signify N.V.,Sandbar Assets Management LLP,2022-08-29,NL0011821392,archive
1.29,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-29,NL0009269109,archive
0.88,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-26,NL0000009538,archive
0.8,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-08-26,NL0012866412,archive
0.5,ForFarmers N.V.,"WorldQuant, LLC",2022-08-26,NL0011832811,archive
0.63,PostNL N.V.,"WorldQuant, LLC",2022-08-26,NL0009739416,archive
0.5,Galapagos NV,"AQR Capital Management, LLC",2022-08-25,BE0003818359,archive
0.5,ING Groep N.V.,"Bridgewater Associates, LP",2022-08-25,NL0011821202,archive
0.51,Pharming Group N.V.,Lazard Asset Management LLC,2022-08-25,NL0010391025,archive
0.5,PostNL N.V.,"PDT Partners, LLC",2022-08-25,NL0009739416,archive
0.54,Koninklijke Philips N.V.,Viking Global Investors LP,2022-08-25,NL0000009538,archive
0.99,Koninklijke Philips N.V.,Marshall Wace LLP,2022-08-24,NL0000009538,archive
1.33,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-24,NL0009269109,archive
0.5,SBM Offshore N.V.,"AQR Capital Management, LLC",2022-08-23,NL0000360618,archive
0.51,Basic-Fit N.V.,Citadel Advisors LLC,2022-08-23,NL0011872650,archive
0.49,PostNL N.V.,"PDT Partners, LLC",2022-08-23,NL0009739416,archive
1.0,Koninklijke Philips N.V.,Marshall Wace LLP,2022-08-22,NL0000009538,archive
1.38,PostNL N.V.,Marshall Wace LLP,2022-08-22,NL0009739416,archive
0.5,PostNL N.V.,"PDT Partners, LLC",2022-08-22,NL0009739416,archive
0.43,Signify N.V.,Sandbar Assets Management LLP,2022-08-22,NL0011821392,archive
1.29,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-22,NL0009269109,archive
0.61,Flow Traders Ltd.,Voleon Capital Management LP,2022-08-22,NL0011279492,archive
0.82,Basic-Fit N.V.,CapeView Capital LLP,2022-08-19,NL0011872650,archive
0.59,Signify N.V.,Sandbar Assets Management LLP,2022-08-19,NL0011821392,archive
1.31,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-19,NL0009269109,archive
0.7,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-08-19,NL0012866412,archive
0.5,PostNL N.V.,"WorldQuant, LLC",2022-08-19,NL0009739416,archive
0.98,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-18,NL0000009538,archive
0.59,PostNL N.V.,GSA Capital Partners LLP,2022-08-18,NL0009739416,archive
0.59,Fugro N.V.,Citadel Advisors Europe Limited,2022-08-17,NL00150003E1,archive
1.01,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-17,NL0000009538,archive
0.61,ArcelorMittal S.A.,Marshall Wace LLP,2022-08-17,LU1598757687,archive
0.99,Koninklijke Philips N.V.,Marshall Wace LLP,2022-08-17,NL0000009538,archive
1.41,PostNL N.V.,Marshall Wace LLP,2022-08-17,NL0009739416,archive
0.53,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-08-17,FR0013326246,archive
0.49,Koninklijke Philips N.V.,"WorldQuant, LLC",2022-08-17,NL0000009538,archive
0.49,ING Groep N.V.,"Bridgewater Associates, LP",2022-08-16,NL0011821202,archive
0.59,CM.com N.V.,Highbridge Capital Management LLC,2022-08-16,NL0012747059,archive
1.21,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-16,NL0009269109,archive
1.15,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-15,NL0009269109,archive
0.49,ASML Holding N.V.,"Bridgewater Associates, LP",2022-08-12,NL0010273215,archive
0.78,Basic-Fit N.V.,CapeView Capital LLP,2022-08-12,NL0011872650,archive
0.49,TomTom N.V.,Qube Research & Technologies Ltd.,2022-08-12,NL0013332471,archive
0.49,Alfen N.V.,AHL Partners LLP,2022-08-11,NL0012817175,archive
0.96,PostNL N.V.,Capital Fund Management S.A.,2022-08-11,NL0009739416,archive
1.29,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-08-11,NL0011872650,archive
0.99,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-11,NL0000009538,archive
0.64,PostNL N.V.,GSA Capital Partners LLP,2022-08-11,NL0009739416,archive
0.47,BE Semiconductor Industries N.V.,LMR Partners LLP,2022-08-11,NL0012866412,archive
1.34,PostNL N.V.,Marshall Wace LLP,2022-08-11,NL0009739416,archive
1.25,PostNL N.V.,Marshall Wace LLP,2022-08-10,NL0009739416,archive
0.48,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-08-10,FR0013326246,archive
0.36,Pharming Group N.V.,Pictet Asset Management Limited,2022-08-10,NL0010391025,archive
0.58,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",2022-08-09,NL0012817175,archive
1.04,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-09,NL0000009538,archive
0.53,PostNL N.V.,GSA Capital Partners LLP,2022-08-09,NL0009739416,archive
0.69,CM.com N.V.,Highbridge Capital Management LLC,2022-08-09,NL0012747059,archive
0.93,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-09,NL0009269109,archive
0.65,Fugro N.V.,Citadel Advisors Europe Limited,2022-08-08,NL00150003E1,archive
0.46,Fugro N.V.,Citadel Advisors LLC,2022-08-08,NL00150003E1,archive
1.1,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-08,NL0000009538,archive
0.48,Alfen N.V.,Marshall Wace LLP,2022-08-08,NL0012817175,archive
1.18,PostNL N.V.,Marshall Wace LLP,2022-08-08,NL0009739416,archive
0.62,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-08-08,NL0012866412,archive
0.49,Galapagos NV,"AQR Capital Management, LLC",2022-08-05,BE0003818359,archive
0.83,Fugro N.V.,Citadel Advisors Europe Limited,2022-08-05,NL00150003E1,archive
0.49,SBM Offshore N.V.,"AQR Capital Management, LLC",2022-08-04,NL0000360618,archive
0.91,Fugro N.V.,Citadel Advisors Europe Limited,2022-08-04,NL00150003E1,archive
1.01,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-08-04,NL0000009538,archive
1.29,PostNL N.V.,Marshall Wace LLP,2022-08-04,NL0009739416,archive
0.51,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-08-04,FR0013326246,archive
0.53,ArcelorMittal S.A.,Polar Asset Management Partners Inc.,2022-08-04,LU1598757687,archive
0.51,TomTom N.V.,Qube Research & Technologies Ltd.,2022-08-04,NL0013332471,archive
0.61,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-04,NL0009269109,archive
0.52,ArcelorMittal S.A.,Marshall Wace LLP,2022-08-03,LU1598757687,archive
0.47,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,2022-08-03,NL0011794037,archive
1.67,Signify N.V.,AKO Capital LLP,2022-08-02,NL0011821392,archive
0.59,Fugro N.V.,Citadel Advisors LLC,2022-08-02,NL00150003E1,archive
0.49,ArcelorMittal S.A.,Marshall Wace LLP,2022-08-02,LU1598757687,archive
1.3,PostNL N.V.,Marshall Wace LLP,2022-08-02,NL0009739416,archive
0.49,TomTom N.V.,Qube Research & Technologies Ltd.,2022-08-02,NL0013332471,archive
0.78,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-02,NL0009269109,archive
0.78,AMG Critical Materials N.V.,Systematica Investments Limited,2022-08-02,NL0000888691,archive
1.51,Signify N.V.,AKO Capital LLP,2022-08-01,NL0011821392,archive
0.49,Adyen N.V.,"Bridgewater Associates, LP",2022-08-01,NL0012969182,archive
1.33,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-08-01,NL0011872650,archive
0.58,Alfen N.V.,Marshall Wace LLP,2022-08-01,NL0012817175,archive
1.29,PostNL N.V.,Marshall Wace LLP,2022-08-01,NL0009739416,archive
0.49,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-08-01,NL0009432491,archive
0.64,Signify N.V.,Sandbar Assets Management LLP,2022-08-01,NL0011821392,archive
0.51,Koninklijke Heijmans N.V.,SIH Partners LLLP,2022-08-01,NL0009269109,archive
0.51,Flow Traders Ltd.,Voleon Capital Management LP,2022-08-01,NL0011279492,archive
0.59,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-08-01,NL0012866412,archive
0.59,Galapagos NV,AHL Partners LLP,2022-07-29,BE0003818359,archive
1.46,Signify N.V.,AKO Capital LLP,2022-07-29,NL0011821392,archive
0.83,Basic-Fit N.V.,CapeView Capital LLP,2022-07-29,NL0011872650,archive
0.98,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-07-29,NL0000009538,archive
0.69,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,2022-07-29,FR0013326246,archive
0.5,Koninklijke Vopak N.V.,Mirabella Financial Services LLP,2022-07-29,NL0009432491,archive
0.54,Signify N.V.,Sandbar Assets Management LLP,2022-07-29,NL0011821392,archive
1.24,Basic-Fit N.V.,Citadel Advisors Europe Limited,2022-07-28,NL0011872650,archive
1.03,Fugro N.V.,Citadel Advisors Europe Limited,2022-07-28,NL00150003E1,archive
0.64,Fugro N.V.,Citadel Advisors LLC,2022-07-28,NL00150003E1,archive
0.91,PostNL N.V.,Eleva Capital SAS,2022-07-28,NL0009739416,archive
1.3,PostNL N.V.,Marshall Wace LLP,2022-07-28,NL0009739416,archive
0.45,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-07-28,FR0013326246,archive
0.51,Koninklijke Philips N.V.,"WorldQuant, LLC",2022-07-28,NL0000009538,archive
1.06,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-07-27,NL0000009538,archive
0.57,Unibail-Rodamco-Westfield SE,Marshall Wace LLP,2022-07-27,FR0013326246,archive
0.68,BE Semiconductor Industries N.V.,"WorldQuant, LLC",2022-07-27,NL0012866412,archive
0.93,Wereldhave N.V.,Franklin Templeton Investment Management Limited,2022-07-26,NL0000289213,archive
0.59,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,2022-07-26,NL0011794037,archive
1.04,Koninklijke Philips N.V.,Marshall Wace LLP,2022-07-26,NL0000009538,archive
0.4,Aperam S.A.,BlackRock Investment Management (UK) Limited,2022-07-25,LU0569974404,archive
1.11,Koninklijke Philips N.V.,Citadel Advisors LLC,2022-07-25,NL0000009538,archive
