issuer_name,isin,net_short_position,position_holder,position_date,source
InPost S.A.,LU2290522684,1.26,"Two Sigma Investments, LP",2026-03-20,current
ARCADIS N.V.,NL0006237562,0.8,"AQR Capital Management, LLC",2026-03-19,current
CVC Capital Partners plc,JE00BRX98089,0.6,Marshall Wace LLP,2026-03-19,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,1.43,Marshall Wace LLP,2026-03-19,current
TomTom N.V.,NL0013332471,0.61,Winton Capital Management Limited,2026-03-19,current
Adyen N.V.,NL0012969182,0.6,"AQR Capital Management, LLC",2026-03-18,current
DSM-Firmenich AG,CH1216478797,0.87,Ilex Capital Partners (UK) LLP,2026-03-18,current
InPost S.A.,LU2290522684,1.11,"Two Sigma Investments, LP",2026-03-18,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,1.3,Marshall Wace LLP,2026-03-16,current
IMCD N.V.,NL0010801007,0.8,"PDT Partners, LLC",2026-03-16,current
Adyen N.V.,NL0012969182,0.52,"AQR Capital Management, LLC",2026-03-13,current
DSM-Firmenich AG,CH1216478797,0.98,Ilex Capital Partners (UK) LLP,2026-03-13,current
CVC Capital Partners plc,JE00BRX98089,0.52,Marshall Wace LLP,2026-03-13,current
Signify N.V.,NL0011821392,0.65,Canada Pension Plan Investment Board,2026-03-12,current
IMCD N.V.,NL0010801007,0.64,JPMorgan Asset Management (UK) Ltd.,2026-03-12,current
Signify N.V.,NL0011821392,0.57,Canada Pension Plan Investment Board,2026-03-11,current
Signify N.V.,NL0011821392,2.24,Citadel Advisors LLC,2026-03-11,current
Signify N.V.,NL0011821392,1.91,Marshall Wace LLP,2026-03-11,current
Signify N.V.,NL0011821392,2.17,Citadel Advisors LLC,2026-03-10,current
Pharming Group N.V.,NL0010391025,0.96,Lazard Asset Management LLC,2026-03-10,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,1.21,Marshall Wace LLP,2026-03-10,current
InPost S.A.,LU2290522684,1.03,"Two Sigma Investments, LP",2026-03-10,current
TomTom N.V.,NL0013332471,0.52,Winton Capital Management Limited,2026-03-10,current
Signify N.V.,NL0011821392,2.06,Citadel Advisors LLC,2026-03-09,current
IMCD N.V.,NL0010801007,0.71,"Two Sigma Investments, LP",2026-03-09,current
IMCD N.V.,NL0010801007,0.7,"BlackRock Advisors, LLC",2026-03-06,current
Signify N.V.,NL0011821392,1.88,Citadel Advisors LLC,2026-03-06,current
Fugro N.V.,NL00150003E1,0.81,JPMorgan Asset Management (UK) Ltd.,2026-03-06,current
IMCD N.V.,NL0010801007,1.1,"BlackRock Financial Management, Inc.",2026-03-05,current
Wereldhave N.V.,NL0000289213,0.63,Citadel Advisors LLC,2026-03-05,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,1.11,Marshall Wace LLP,2026-03-05,current
Aalberts N.V.,NL0000852564,0.52,"AQR Capital Management, LLC",2026-03-04,current
Signify N.V.,NL0011821392,1.03,"AQR Capital Management, LLC",2026-03-04,current
IMCD N.V.,NL0010801007,1.06,"BlackRock Financial Management, Inc.",2026-03-04,current
Signify N.V.,NL0011821392,1.87,Marshall Wace LLP,2026-03-04,current
IMCD N.V.,NL0010801007,0.71,"PDT Partners, LLC",2026-03-04,current
Signify N.V.,NL0011821392,0.8,"PDT Partners, LLC",2026-03-04,current
InPost S.A.,LU2290522684,0.9,"Two Sigma Investments, LP",2026-03-04,current
DSM-Firmenich AG,CH1216478797,1.03,Ilex Capital Partners (UK) LLP,2026-03-03,current
Pharming Group N.V.,NL0010391025,0.77,Lazard Asset Management LLC,2026-03-03,current
PostNL N.V.,NL0009739416,0.69,Marshall Wace LLP,2026-03-03,current
Signify N.V.,NL0011821392,1.92,Marshall Wace LLP,2026-03-03,current
NSI N.V.,NL0012365084,0.52,Numeric Investors LLC,2026-03-03,current
Signify N.V.,NL0011821392,1.7,Citadel Advisors LLC,2026-03-02,current
Wolters Kluwer N.V.,NL0000395903,0.7,"D. E. Shaw & Co., L.P.",2026-03-02,current
Theon International Plc,CY0200751713,0.59,"Two Sigma Investments, LP",2026-03-02,current
IMCD N.V.,NL0010801007,0.69,"BlackRock Advisors, LLC",2026-02-27,current
IMCD N.V.,NL0010801007,1.18,"BlackRock Financial Management, Inc.",2026-02-27,current
Signify N.V.,NL0011821392,1.88,Marshall Wace LLP,2026-02-27,current
InPost S.A.,LU2290522684,0.81,"Two Sigma Investments, LP",2026-02-27,current
ARCADIS N.V.,NL0006237562,0.71,"AQR Capital Management, LLC",2026-02-26,current
Signify N.V.,NL0011821392,1.9,Marshall Wace LLP,2026-02-26,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,1.01,Marshall Wace LLP,2026-02-26,current
Signify N.V.,NL0011821392,0.78,"PDT Partners, LLC",2026-02-26,current
DSM-Firmenich AG,CH1216478797,1.12,Ilex Capital Partners (UK) LLP,2026-02-25,current
IMCD N.V.,NL0010801007,1.29,"BlackRock Financial Management, Inc.",2026-02-24,current
ARCADIS N.V.,NL0006237562,0.7,"D. E. Shaw & Co., L.P.",2026-02-24,current
Akzo Nobel N.V.,NL0013267909,1.31,Davidson Kempner Capital Management LP,2026-02-24,current
Signify N.V.,NL0011821392,1.63,Citadel Advisors LLC,2026-02-23,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,0.91,Marshall Wace LLP,2026-02-23,current
Signify N.V.,NL0011821392,0.8,"PDT Partners, LLC",2026-02-23,current
Signify N.V.,NL0011821392,1.58,Citadel Advisors LLC,2026-02-20,current
Wolters Kluwer N.V.,NL0000395903,0.6,"D. E. Shaw & Co., L.P.",2026-02-20,current
Shell plc,GB00BP6MXD84,0.7,"Elliott Investment Management, L.P",2026-02-20,current
Signify N.V.,NL0011821392,1.84,Marshall Wace LLP,2026-02-20,current
ARCADIS N.V.,NL0006237562,0.62,"D. E. Shaw & Co., L.P.",2026-02-19,current
InPost S.A.,LU2290522684,0.7,"Two Sigma Investments, LP",2026-02-19,current
IMCD N.V.,NL0010801007,1.39,"BlackRock Financial Management, Inc.",2026-02-18,current
Signify N.V.,NL0011821392,1.62,Citadel Advisors LLC,2026-02-18,current
Akzo Nobel N.V.,NL0013267909,1.23,Davidson Kempner Capital Management LP,2026-02-18,current
IMCD N.V.,NL0010801007,0.72,JPMorgan Asset Management (UK) Ltd.,2026-02-18,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,0.81,Marshall Wace LLP,2026-02-18,current
IMCD N.V.,NL0010801007,0.63,"PDT Partners, LLC",2026-02-18,current
Wereldhave N.V.,NL0000289213,0.58,Citadel Advisors LLC,2026-02-17,current
Wolters Kluwer N.V.,NL0000395903,0.59,"D. E. Shaw & Co., L.P.",2026-02-17,current
Signify N.V.,NL0011821392,0.92,Eleva Capital SAS,2026-02-17,current
DSM-Firmenich AG,CH1216478797,1.07,Ilex Capital Partners (UK) LLP,2026-02-17,current
Wereldhave N.V.,NL0000289213,0.6,Citadel Advisors LLC,2026-02-16,current
Wolters Kluwer N.V.,NL0000395903,0.6,"D. E. Shaw & Co., L.P.",2026-02-16,current
DSM-Firmenich AG,CH1216478797,1.12,Ilex Capital Partners (UK) LLP,2026-02-16,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,0.7,Marshall Wace LLP,2026-02-16,current
Wolters Kluwer N.V.,NL0000395903,0.59,"D. E. Shaw & Co., L.P.",2026-02-13,current
PostNL N.V.,NL0009739416,0.79,Marshall Wace LLP,2026-02-13,current
Signify N.V.,NL0011821392,1.71,Marshall Wace LLP,2026-02-13,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,0.68,Marshall Wace LLP,2026-02-13,current
Theon International Plc,CY0200751713,0.61,"Two Sigma Investments, LP",2026-02-13,current
IMCD N.V.,NL0010801007,0.73,"BlackRock Advisors, LLC",2026-02-12,current
IMCD N.V.,NL0010801007,1.45,"BlackRock Financial Management, Inc.",2026-02-12,current
Signify N.V.,NL0011821392,1.58,Citadel Advisors LLC,2026-02-12,current
DSM-Firmenich AG,CH1216478797,1.38,Ilex Capital Partners (UK) LLP,2026-02-12,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,0.5,Marshall Wace LLP,2026-02-12,current
Signify N.V.,NL0011821392,0.78,"PDT Partners, LLC",2026-02-12,current
InPost S.A.,LU2290522684,0.6,"Two Sigma Investments, LP",2026-02-12,current
IMCD N.V.,NL0010801007,0.9,"BlackRock Advisors, LLC",2026-02-11,current
IMCD N.V.,NL0010801007,0.6,"Two Sigma Investments, LP",2026-02-11,current
Wereldhave N.V.,NL0000289213,0.58,Citadel Advisors LLC,2026-02-10,current
PostNL N.V.,NL0009739416,0.79,"D. E. Shaw & Co., L.P.",2026-02-10,current
Akzo Nobel N.V.,NL0013267909,1.1,Davidson Kempner Capital Management LP,2026-02-10,current
Signify N.V.,NL0011821392,1.64,Marshall Wace LLP,2026-02-10,current
IMCD N.V.,NL0010801007,0.5,"PDT Partners, LLC",2026-02-06,current
ARCADIS N.V.,NL0006237562,0.6,"AQR Capital Management, LLC",2026-02-05,current
IMCD N.V.,NL0010801007,1.05,"BlackRock Advisors, LLC",2026-02-05,current
Signify N.V.,NL0011821392,1.6,Citadel Advisors LLC,2026-02-05,current
Akzo Nobel N.V.,NL0013267909,1.02,Davidson Kempner Capital Management LP,2026-02-05,current
IMCD N.V.,NL0010801007,1.5,"BlackRock Financial Management, Inc.",2026-02-04,current
IMCD N.V.,NL0010801007,0.66,Caisse de dépôt et placement du Québec,2026-02-04,current
Pharming Group N.V.,NL0010391025,0.89,Lazard Asset Management LLC,2026-02-04,current
PostNL N.V.,NL0009739416,0.82,Marshall Wace LLP,2026-02-04,current
Signify N.V.,NL0011821392,1.51,Marshall Wace LLP,2026-02-04,current
IMCD N.V.,NL0010801007,0.9,"Arrowstreet Capital, Limited Partnership",2026-02-03,current
Signify N.V.,NL0011821392,1.5,Citadel Advisors LLC,2026-02-03,current
DSM-Firmenich AG,CH1216478797,1.41,Ilex Capital Partners (UK) LLP,2026-02-03,current
Pharming Group N.V.,NL0010391025,0.9,Lazard Asset Management LLC,2026-02-03,current
Signify N.V.,NL0011821392,0.91,"AQR Capital Management, LLC",2026-02-02,current
Pharming Group N.V.,NL0010391025,0.66,Capstone Volatility Master (Cayman) Limited,2026-02-02,current
Signify N.V.,NL0011821392,1.42,Citadel Advisors LLC,2026-02-02,current
ARCADIS N.V.,NL0006237562,0.5,"D. E. Shaw & Co., L.P.",2026-02-02,current
Akzo Nobel N.V.,NL0013267909,0.93,Davidson Kempner Capital Management LP,2026-02-02,current
Pharming Group N.V.,NL0010391025,0.89,Lazard Asset Management LLC,2026-02-02,current
PostNL N.V.,NL0009739416,0.78,Marshall Wace LLP,2026-02-02,current
Signify N.V.,NL0011821392,1.45,Marshall Wace LLP,2026-02-02,current
Signify N.V.,NL0011821392,0.8,"PDT Partners, LLC",2026-02-02,current
Signify N.V.,NL0011821392,1.25,Citadel Advisors LLC,2026-01-30,current
Basic-Fit N.V.,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",2026-01-30,current
Signify N.V.,NL0011821392,1.39,Marshall Wace LLP,2026-01-30,current
Signify N.V.,NL0011821392,0.76,"PDT Partners, LLC",2026-01-30,current
Pharming Group N.V.,NL0010391025,0.72,Capstone Volatility Master (Cayman) Limited,2026-01-29,current
Signify N.V.,NL0011821392,1.1,Citadel Advisors LLC,2026-01-29,current
Akzo Nobel N.V.,NL0013267909,0.8,Davidson Kempner Capital Management LP,2026-01-29,current
IMCD N.V.,NL0010801007,1.1,"BlackRock Advisors, LLC",2026-01-28,current
Signify N.V.,NL0011821392,1.03,Citadel Advisors LLC,2026-01-28,current
Wolters Kluwer N.V.,NL0000395903,0.61,"D. E. Shaw & Co., L.P.",2026-01-28,current
Akzo Nobel N.V.,NL0013267909,0.67,Davidson Kempner Capital Management LP,2026-01-28,current
IMCD N.V.,NL0010801007,0.57,Caisse de dépôt et placement du Québec,2026-01-27,current
Signify N.V.,NL0011821392,0.9,Citadel Advisors LLC,2026-01-27,current
Signify N.V.,NL0011821392,0.78,Eleva Capital SAS,2026-01-27,current
Akzo Nobel N.V.,NL0013267909,0.51,Davidson Kempner Capital Management LP,2026-01-26,current
Signify N.V.,NL0011821392,1.49,Marshall Wace LLP,2026-01-26,current
ARCADIS N.V.,NL0006237562,0.5,"AQR Capital Management, LLC",2026-01-22,current
PostNL N.V.,NL0009739416,0.89,"D. E. Shaw & Co., L.P.",2026-01-22,current
Pharming Group N.V.,NL0010391025,0.91,Lazard Asset Management LLC,2026-01-22,current
IMCD N.V.,NL0010801007,1.02,"BlackRock Advisors, LLC",2026-01-21,current
Pharming Group N.V.,NL0010391025,0.87,Capstone Volatility Master (Cayman) Limited,2026-01-21,current
PostNL N.V.,NL0009739416,0.89,Marshall Wace LLP,2026-01-21,current
IMCD N.V.,NL0010801007,0.51,"Two Sigma Investments, LP",2026-01-21,current
Signify N.V.,NL0011821392,0.81,Citadel Advisors LLC,2026-01-20,current
Wereldhave N.V.,NL0000289213,0.6,Citadel Advisors LLC,2026-01-20,current
PostNL N.V.,NL0009739416,0.9,"D. E. Shaw & Co., L.P.",2026-01-20,current
Signify N.V.,NL0011821392,0.77,Citadel Advisors LLC,2026-01-19,current
IMCD N.V.,NL0010801007,1.4,"BlackRock Financial Management, Inc.",2026-01-16,current
DSM-Firmenich AG,CH1216478797,1.38,Ilex Capital Partners (UK) LLP,2026-01-16,current
PostNL N.V.,NL0009739416,0.9,Marshall Wace LLP,2026-01-16,current
Wolters Kluwer N.V.,NL0000395903,0.51,"D. E. Shaw & Co., L.P.",2026-01-15,current
Signify N.V.,NL0011821392,1.59,Marshall Wace LLP,2026-01-14,current
PostNL N.V.,NL0009739416,0.81,Marshall Wace LLP,2026-01-13,current
Basic-Fit N.V.,NL0011872650,0.89,"D. E. Shaw & Co., L.P.",2026-01-12,current
Pharming Group N.V.,NL0010391025,0.91,Capstone Volatility Master (Cayman) Limited,2026-01-09,current
Signify N.V.,NL0011821392,0.6,Citadel Advisors LLC,2026-01-09,current
PostNL N.V.,NL0009739416,0.88,"D. E. Shaw & Co., L.P.",2026-01-09,current
Shell plc,GB00BP6MXD84,0.6,"Elliott Investment Management, L.P",2026-01-09,current
Signify N.V.,NL0011821392,0.69,"PDT Partners, LLC",2026-01-09,current
IMCD N.V.,NL0010801007,1.39,"BlackRock Financial Management, Inc.",2026-01-08,current
Signify N.V.,NL0011821392,0.57,Citadel Advisors LLC,2026-01-08,current
PostNL N.V.,NL0009739416,0.9,"D. E. Shaw & Co., L.P.",2026-01-08,current
Signify N.V.,NL0011821392,0.7,"PDT Partners, LLC",2026-01-08,current
Theon International Plc,CY0200751713,0.59,"Two Sigma Investments, LP",2026-01-08,current
Signify N.V.,NL0011821392,0.6,Citadel Advisors LLC,2026-01-07,current
PostNL N.V.,NL0009739416,0.89,"D. E. Shaw & Co., L.P.",2026-01-07,current
IMCD N.V.,NL0010801007,1.41,"BlackRock Financial Management, Inc.",2026-01-06,current
Signify N.V.,NL0011821392,1.67,Marshall Wace LLP,2026-01-06,current
Theon International Plc,CY0200751713,0.6,"Two Sigma Investments, LP",2026-01-06,current
IMCD N.V.,NL0010801007,1.39,"BlackRock Financial Management, Inc.",2026-01-05,current
DSM-Firmenich AG,CH1216478797,1.4,Ilex Capital Partners (UK) LLP,2026-01-05,current
Theon International Plc,CY0200751713,0.59,"Two Sigma Investments, LP",2026-01-05,current
PostNL N.V.,NL0009739416,0.78,Marshall Wace LLP,2026-01-02,current
Signify N.V.,NL0011821392,1.78,Marshall Wace LLP,2026-01-02,current
InPost S.A.,LU2290522684,0.54,"Two Sigma Investments, LP",2026-01-02,current
Theon International Plc,CY0200751713,0.6,"Two Sigma Investments, LP",2026-01-02,current
Signify N.V.,NL0011821392,0.5,Citadel Advisors LLC,2025-12-30,current
IMCD N.V.,NL0010801007,0.8,"Arrowstreet Capital, Limited Partnership",2025-12-23,current
IMCD N.V.,NL0010801007,1.4,"BlackRock Financial Management, Inc.",2025-12-23,current
Akzo Nobel N.V.,NL0013267909,0.62,LMR Partners LLP,2025-12-22,current
Signify N.V.,NL0011821392,1.88,Marshall Wace LLP,2025-12-22,current
Fugro N.V.,NL00150003E1,0.68,JPMorgan Asset Management (UK) Ltd.,2025-12-18,current
IMCD N.V.,NL0010801007,0.7,"Arrowstreet Capital, Limited Partnership",2025-12-16,current
DSM-Firmenich AG,CH1216478797,1.3,Ilex Capital Partners (UK) LLP,2025-12-15,current
IMCD N.V.,NL0010801007,1.39,"BlackRock Financial Management, Inc.",2025-12-12,current
Wereldhave N.V.,NL0000289213,0.59,Citadel Advisors LLC,2025-12-12,current
PostNL N.V.,NL0009739416,0.99,"D. E. Shaw & Co., L.P.",2025-12-12,current
Akzo Nobel N.V.,NL0013267909,0.51,LMR Partners LLP,2025-12-10,current
IMCD N.V.,NL0010801007,1.4,"BlackRock Financial Management, Inc.",2025-12-09,current
IMCD N.V.,NL0010801007,1.39,"BlackRock Financial Management, Inc.",2025-12-05,current
Signify N.V.,NL0011821392,1.9,Marshall Wace LLP,2025-12-05,current
Signify N.V.,NL0011821392,0.81,"AQR Capital Management, LLC",2025-12-04,current
Signify N.V.,NL0011821392,1.89,Marshall Wace LLP,2025-12-04,current
IMCD N.V.,NL0010801007,1.4,"BlackRock Financial Management, Inc.",2025-12-03,current
Pharming Group N.V.,NL0010391025,0.83,Lazard Asset Management LLC,2025-12-03,current
Basic-Fit N.V.,NL0011872650,0.99,"D. E. Shaw & Co., L.P.",2025-12-01,current
IMCD N.V.,NL0010801007,0.9,"BlackRock Advisors, LLC",2025-11-28,current
Wereldhave N.V.,NL0000289213,0.6,Citadel Advisors LLC,2025-11-28,current
DSM-Firmenich AG,CH1216478797,1.2,Ilex Capital Partners (UK) LLP,2025-11-28,current
Signify N.V.,NL0011821392,1.71,Marshall Wace LLP,2025-11-27,current
IMCD N.V.,NL0010801007,0.89,"BlackRock Advisors, LLC",2025-11-25,current
Basic-Fit N.V.,NL0011872650,1.0,"D. E. Shaw & Co., L.P.",2025-11-24,current
Signify N.V.,NL0011821392,1.62,Marshall Wace LLP,2025-11-24,current
Signify N.V.,NL0011821392,0.61,Eleva Capital SAS,2025-11-21,current
Shell plc,GB00BP6MXD84,0.59,"Elliott Investment Management, L.P",2025-11-21,current
PostNL N.V.,NL0009739416,0.89,Marshall Wace LLP,2025-11-21,current
Signify N.V.,NL0011821392,1.5,Marshall Wace LLP,2025-11-20,current
Signify N.V.,NL0011821392,1.37,Marshall Wace LLP,2025-11-19,current
Signify N.V.,NL0011821392,0.7,"AQR Capital Management, LLC",2025-11-18,current
Pharming Group N.V.,NL0010391025,1.02,Capstone Volatility Master (Cayman) Limited,2025-11-18,current
Signify N.V.,NL0011821392,1.24,Marshall Wace LLP,2025-11-17,current
PostNL N.V.,NL0009739416,1.0,"D. E. Shaw & Co., L.P.",2025-11-13,current
Wereldhave N.V.,NL0000289213,0.59,Citadel Advisors LLC,2025-11-12,current
DSM-Firmenich AG,CH1216478797,1.11,Ilex Capital Partners (UK) LLP,2025-11-12,current
IMCD N.V.,NL0010801007,0.99,"BlackRock Advisors, LLC",2025-11-11,current
Signify N.V.,NL0011821392,1.11,Marshall Wace LLP,2025-11-11,current
Basic-Fit N.V.,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",2025-11-10,current
Signify N.V.,NL0011821392,1.09,Marshall Wace LLP,2025-11-10,current
IMCD N.V.,NL0010801007,1.3,"BlackRock Financial Management, Inc.",2025-11-07,current
Pharming Group N.V.,NL0010391025,1.14,Capstone Volatility Master (Cayman) Limited,2025-11-06,current
Pharming Group N.V.,NL0010391025,0.64,Lazard Asset Management LLC,2025-11-06,current
Wereldhave N.V.,NL0000289213,0.62,Citadel Advisors LLC,2025-11-05,current
IMCD N.V.,NL0010801007,1.0,"BlackRock Advisors, LLC",2025-11-03,current
Signify N.V.,NL0011821392,1.1,Marshall Wace LLP,2025-11-03,current
IMCD N.V.,NL0010801007,1.26,"BlackRock Financial Management, Inc.",2025-10-31,current
Signify N.V.,NL0011821392,1.0,Marshall Wace LLP,2025-10-28,current
IMCD N.V.,NL0010801007,1.19,"BlackRock Financial Management, Inc.",2025-10-24,current
Pharming Group N.V.,NL0010391025,0.95,Capstone Volatility Master (Cayman) Limited,2025-10-24,current
Signify N.V.,NL0011821392,0.67,"PDT Partners, LLC",2025-10-24,current
IMCD N.V.,NL0010801007,0.98,"BlackRock Advisors, LLC",2025-10-23,current
PostNL N.V.,NL0009739416,0.9,Marshall Wace LLP,2025-10-23,current
Signify N.V.,NL0011821392,0.6,"AQR Capital Management, LLC",2025-10-22,current
DSM-Firmenich AG,CH1216478797,1.0,Ilex Capital Partners (UK) LLP,2025-10-22,current
Pharming Group N.V.,NL0010391025,0.58,Lazard Asset Management LLC,2025-10-21,current
Wereldhave N.V.,NL0000289213,0.59,Citadel Advisors LLC,2025-10-20,current
DSM-Firmenich AG,CH1216478797,0.94,Ilex Capital Partners (UK) LLP,2025-10-20,current
PostNL N.V.,NL0009739416,0.8,Marshall Wace LLP,2025-10-16,current
PostNL N.V.,NL0009739416,0.9,"D. E. Shaw & Co., L.P.",2025-10-14,current
Basic-Fit N.V.,NL0011872650,0.89,"D. E. Shaw & Co., L.P.",2025-10-09,current
Basic-Fit N.V.,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",2025-10-08,current
Signify N.V.,NL0011821392,0.9,Marshall Wace LLP,2025-10-07,current
Basic-Fit N.V.,NL0011872650,0.89,"D. E. Shaw & Co., L.P.",2025-10-06,current
PostNL N.V.,NL0009739416,0.74,Marshall Wace LLP,2025-10-06,current
IMCD N.V.,NL0010801007,1.06,"BlackRock Advisors, LLC",2025-10-03,current
PostNL N.V.,NL0009739416,0.69,Marshall Wace LLP,2025-10-03,current
Basic-Fit N.V.,NL0011872650,0.9,"D. E. Shaw & Co., L.P.",2025-10-02,current
PostNL N.V.,NL0009739416,0.51,Marshall Wace LLP,2025-10-02,current
Pharming Group N.V.,NL0010391025,0.6,Whitebox Advisors LLC,2025-10-01,current
IMCD N.V.,NL0010801007,1.1,"BlackRock Advisors, LLC",2025-09-30,current
Pharming Group N.V.,NL0010391025,1.03,Capstone Volatility Master (Cayman) Limited,2025-09-29,current
Pharming Group N.V.,NL0010391025,0.6,Lazard Asset Management LLC,2025-09-29,current
Pharming Group N.V.,NL0010391025,0.97,Capstone Volatility Master (Cayman) Limited,2025-09-26,current
DSM-Firmenich AG,CH1216478797,0.84,Ilex Capital Partners (UK) LLP,2025-09-25,current
Signify N.V.,NL0011821392,0.8,Marshall Wace LLP,2025-09-25,current
IMCD N.V.,NL0010801007,0.69,"Arrowstreet Capital, Limited Partnership",2025-09-24,current
Wereldhave N.V.,NL0000289213,0.69,Citadel Advisors LLC,2025-09-24,current
Signify N.V.,NL0011821392,0.7,"PDT Partners, LLC",2025-09-24,current
IMCD N.V.,NL0010801007,1.2,"BlackRock Financial Management, Inc.",2025-09-23,current
DSM-Firmenich AG,CH1216478797,0.93,Ilex Capital Partners (UK) LLP,2025-09-23,current
IMCD N.V.,NL0010801007,1.0,"BlackRock Advisors, LLC",2025-09-22,current
TomTom N.V.,NL0013332471,1.38,JPMorgan Asset Management (UK) Ltd.,2025-09-19,current
PostNL N.V.,NL0009739416,0.81,"D. E. Shaw & Co., L.P.",2025-09-18,current
