issuer_name,position_holder,net_short_position,isin,position_date,source
Fugro N.V.,AHL Partners LLP,2.29,NL0000352565,2019-03-29,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.77,NL0000360618,2019-03-29,archive
Galapagos NV,Citadel Advisors LLC,0.76,BE0003818359,2019-03-29,archive
Signify N.V.,ENA Investment Capital LLP,0.69,NL0011821392,2019-03-29,archive
Wereldhave N.V.,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,0.64,NL0000289213,2019-03-29,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",2.7,NL0000888691,2019-03-29,archive
Signify N.V.,Marshall Wace LLP,1.19,NL0011821392,2019-03-29,archive
BE Semiconductor Industries N.V.,Citadel Advisors II LLC,0.47,NL0012866412,2019-03-28,archive
Fugro N.V.,HBK Investments LP,1.74,NL0000352565,2019-03-28,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",2.37,NL0000888691,2019-03-28,archive
Fugro N.V.,Marshall Wace LLP,1.83,NL0000352565,2019-03-28,archive
Signify N.V.,Marshall Wace LLP,1.2,NL0011821392,2019-03-28,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.79,NL0000888691,2019-03-28,archive
ARCADIS N.V.,Polar Capital LLP,1.03,NL0006237562,2019-03-28,archive
PostNL N.V.,Capital Fund Management S.A.,1.4,NL0009739416,2019-03-27,archive
BE Semiconductor Industries N.V.,Citadel Advisors II LLC,0.5,NL0012866412,2019-03-27,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.8,NL0012866412,2019-03-27,archive
Signify N.V.,Engadine Partners LLP,0.59,NL0011821392,2019-03-27,archive
Fugro N.V.,HBK Investments LP,1.68,NL0000352565,2019-03-27,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.7,NL0012866412,2019-03-27,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",2.21,NL0000888691,2019-03-26,archive
Fugro N.V.,Marshall Wace LLP,1.71,NL0000352565,2019-03-26,archive
Signify N.V.,Marshall Wace LLP,1.19,NL0011821392,2019-03-26,archive
ARCADIS N.V.,Polar Capital LLP,0.94,NL0006237562,2019-03-26,archive
BE Semiconductor Industries N.V.,Scopia Capital Management LP,3.6,NL0012866412,2019-03-26,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.79,NL0012866412,2019-03-25,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.7,NL0000289213,2019-03-25,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",2.92,NL0000888691,2019-03-25,archive
Wereldhave N.V.,GSA Capital Partners LLP,0.51,NL0000289213,2019-03-25,archive
Fugro N.V.,HBK Investments LP,1.77,NL0000352565,2019-03-25,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",2.11,NL0000888691,2019-03-25,archive
Signify N.V.,Lansdowne Partners (UK) LLP,0.61,NL0011821392,2019-03-25,archive
Signify N.V.,Marshall Wace LLP,1.2,NL0011821392,2019-03-25,archive
AMG Critical Materials N.V.,Millennium Capital Partners LLP,0.57,NL0000888691,2019-03-25,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.89,NL0000888691,2019-03-25,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.88,NL0011279492,2019-03-25,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.6,NL0000352565,2019-03-25,archive
Fugro N.V.,"WorldQuant, LLC",0.82,NL0000352565,2019-03-25,archive
Fugro N.V.,AHL Partners LLP,2.31,NL0000352565,2019-03-22,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.87,NL0000360618,2019-03-22,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.69,NL0000289213,2019-03-22,archive
Fugro N.V.,HBK Investments LP,1.67,NL0000352565,2019-03-22,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",2.04,NL0000888691,2019-03-22,archive
Fugro N.V.,Marshall Wace LLP,1.62,NL0000352565,2019-03-22,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.08,NL0009432491,2019-03-21,archive
Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.7,NL0000289213,2019-03-21,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.08,NL0000337319,2019-03-21,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.9,NL0000888691,2019-03-21,archive
AMG Critical Materials N.V.,Millennium International Management LP,0.97,NL0000888691,2019-03-21,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.6,NL0012866412,2019-03-21,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.38,NL0000888691,2019-03-20,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.12,NL0000337319,2019-03-20,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.82,NL0000888691,2019-03-20,archive
PostNL N.V.,Marshall Wace LLP,2.41,NL0009739416,2019-03-20,archive
Wereldhave N.V.,Millennium International Management LP,0.89,NL0000289213,2019-03-20,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.59,NL0012866412,2019-03-20,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",1.98,NL0000360618,2019-03-19,archive
ARCADIS N.V.,Engadine Partners LLP,0.99,NL0006237562,2019-03-19,archive
Fugro N.V.,Marshall Wace LLP,1.5,NL0000352565,2019-03-19,archive
Fugro N.V.,"WorldQuant, LLC",0.79,NL0000352565,2019-03-19,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.46,NL0000888691,2019-03-18,archive
PostNL N.V.,Capital Fund Management S.A.,1.3,NL0009739416,2019-03-18,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.74,NL0000888691,2019-03-18,archive
BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,1.71,NL0012866412,2019-03-18,archive
ARCADIS N.V.,ShadowFall Fund Limited,0.13,NL0006237562,2019-03-18,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.68,NL0012866412,2019-03-18,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.62,NL0000888691,2019-03-15,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.62,NL0000888691,2019-03-15,archive
Fugro N.V.,Marshall Wace LLP,1.42,NL0000352565,2019-03-15,archive
Wereldhave N.V.,Marshall Wace LLP,1.93,NL0000289213,2019-03-15,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.78,NL0011279492,2019-03-15,archive
Pharming Group N.V.,TT International,0.52,NL0010391025,2019-03-15,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.75,NL0012866412,2019-03-15,archive
Fugro N.V.,"WorldQuant, LLC",0.8,NL0000352565,2019-03-15,archive
PostNL N.V.,AHL Partners LLP,1.42,NL0009739416,2019-03-14,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.26,NL0000337319,2019-03-14,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.34,NL0000888691,2019-03-14,archive
Fugro N.V.,Systematica Investments Limited,1.1,NL0000352565,2019-03-14,archive
Fugro N.V.,"WorldQuant, LLC",0.79,NL0000352565,2019-03-14,archive
Fugro N.V.,AHL Partners LLP,2.2,NL0000352565,2019-03-13,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.07,NL0000360618,2019-03-13,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.31,NL0000337319,2019-03-13,archive
AMG Critical Materials N.V.,Jupiter Investment Management Limited,0.54,NL0000888691,2019-03-13,archive
Fugro N.V.,Marshall Wace LLP,1.32,NL0000352565,2019-03-13,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.61,NL0012866412,2019-03-13,archive
Fugro N.V.,HBK Investments LP,1.59,NL0000352565,2019-03-12,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.2,NL0000888691,2019-03-12,archive
Fugro N.V.,Marshall Wace LLP,1.25,NL0000352565,2019-03-12,archive
Wereldhave N.V.,Marshall Wace LLP,1.82,NL0000289213,2019-03-12,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.56,NL0012866412,2019-03-12,archive
Fugro N.V.,HBK Investments LP,1.62,NL0000352565,2019-03-11,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",1.12,NL0000888691,2019-03-11,archive
AMG Critical Materials N.V.,Millennium International Management LP,1.09,NL0000888691,2019-03-11,archive
Wereldhave N.V.,Toscafund Asset Management LLP,0.71,NL0000289213,2019-03-11,archive
Fugro N.V.,AHL Partners LLP,2.14,NL0000352565,2019-03-08,archive
PostNL N.V.,"BlackRock Institutional Trust Company, National Association",0.48,NL0009739416,2019-03-08,archive
PostNL N.V.,Capital Fund Management S.A.,1.21,NL0009739416,2019-03-08,archive
Fugro N.V.,HBK Investments LP,1.72,NL0000352565,2019-03-08,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",0.94,NL0000888691,2019-03-08,archive
Fugro N.V.,Marshall Wace LLP,1.13,NL0000352565,2019-03-08,archive
PostNL N.V.,Marshall Wace LLP,2.31,NL0009739416,2019-03-08,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,0.57,NL0000337319,2019-03-08,archive
Fugro N.V.,AHL Partners LLP,2.04,NL0000352565,2019-03-07,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.18,NL0000360618,2019-03-07,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",0.71,NL0000888691,2019-03-07,archive
Fugro N.V.,Marshall Wace LLP,1.03,NL0000352565,2019-03-07,archive
AMG Critical Materials N.V.,Millennium Capital Partners LLP,0.64,NL0000888691,2019-03-07,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.67,NL0011279492,2019-03-07,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,0.75,NL0000337319,2019-03-07,archive
Fugro N.V.,Voleon Capital Management LP,0.8,NL0000352565,2019-03-07,archive
PostNL N.V.,AHL Partners LLP,1.31,NL0009739416,2019-03-06,archive
PostNL N.V.,"BlackRock Institutional Trust Company, National Association",0.54,NL0009739416,2019-03-06,archive
Fugro N.V.,HBK Investments LP,1.6,NL0000352565,2019-03-06,archive
AMG Critical Materials N.V.,"Hound Partners, LLC",0.54,NL0000888691,2019-03-06,archive
PostNL N.V.,Jupiter Investment Management Limited,0.44,NL0009739416,2019-03-06,archive
PostNL N.V.,Marshall Wace LLP,2.22,NL0009739416,2019-03-06,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.93,NL0000289213,2019-03-05,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",2.78,NL0000888691,2019-03-05,archive
Fugro N.V.,Numeric Investors LLC,0.42,NL0000352565,2019-03-05,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",0.54,NL0011279492,2019-03-05,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,0.98,NL0000337319,2019-03-05,archive
Fugro N.V.,Systematica Investments Limited,1.06,NL0000352565,2019-03-05,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.49,NL0012866412,2019-03-05,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",1.19,NL0009432491,2019-03-04,archive
PostNL N.V.,AXA Investment Managers Chorus Limited,0.49,NL0009739416,2019-03-04,archive
PostNL N.V.,"BlackRock Institutional Trust Company, National Association",0.61,NL0009739416,2019-03-04,archive
AMG Critical Materials N.V.,"Eminence Capital, LP",2.54,NL0000888691,2019-03-04,archive
Pharming Group N.V.,"Great Point Partners, LLC",1.31,NL0010391025,2019-03-04,archive
Fugro N.V.,HBK Investments LP,1.58,NL0000352565,2019-03-04,archive
PostNL N.V.,Jupiter Investment Management Limited,0.58,NL0009739416,2019-03-04,archive
AMG Critical Materials N.V.,Millennium International Management LP,1.17,NL0000888691,2019-03-04,archive
Fugro N.V.,Numeric Investors LLC,0.51,NL0000352565,2019-03-04,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,1.08,NL0000337319,2019-03-04,archive
OCI N.V.,"AQR Capital Management, LLC",0.79,NL0010558797,2019-03-01,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.4,NL0000337319,2019-03-01,archive
Pharming Group N.V.,"Great Point Partners, LLC",1.02,NL0010391025,2019-03-01,archive
PostNL N.V.,Jupiter Investment Management Limited,0.65,NL0009739416,2019-03-01,archive
PostNL N.V.,Marshall Wace LLP,2.11,NL0009739416,2019-03-01,archive
Signify N.V.,Marshall Wace LLP,1.19,NL0011821392,2019-03-01,archive
Wereldhave N.V.,Marshall Wace LLP,1.7,NL0000289213,2019-03-01,archive
Fugro N.V.,"WorldQuant, LLC",0.84,NL0000352565,2019-03-01,archive
PostNL N.V.,AHL Partners LLP,1.29,NL0009739416,2019-02-28,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.29,NL0000360618,2019-02-28,archive
PostNL N.V.,"BlackRock Institutional Trust Company, National Association",0.76,NL0009739416,2019-02-28,archive
Pharming Group N.V.,"Great Point Partners, LLC",0.98,NL0010391025,2019-02-28,archive
Fugro N.V.,HBK Investments LP,1.61,NL0000352565,2019-02-28,archive
Fugro N.V.,Marshall Wace LLP,0.99,NL0000352565,2019-02-28,archive
AMG Critical Materials N.V.,Millennium Capital Partners LLP,0.73,NL0000888691,2019-02-28,archive
AMG Critical Materials N.V.,Millennium International Management LP,1.27,NL0000888691,2019-02-28,archive
Fugro N.V.,"WorldQuant, LLC",0.76,NL0000352565,2019-02-28,archive
PostNL N.V.,AHL Partners LLP,1.31,NL0009739416,2019-02-27,archive
Pharming Group N.V.,Canada Pension Plan Investment Board,0.38,NL0010391025,2019-02-27,archive
Fugro N.V.,HBK Investments LP,1.57,NL0000352565,2019-02-27,archive
Signify N.V.,Marshall Wace LLP,1.21,NL0011821392,2019-02-27,archive
Fugro N.V.,"WorldQuant, LLC",0.67,NL0000352565,2019-02-27,archive
PostNL N.V.,"BlackRock Institutional Trust Company, National Association",0.86,NL0009739416,2019-02-26,archive
Pharming Group N.V.,Canada Pension Plan Investment Board,0.55,NL0010391025,2019-02-26,archive
Fugro N.V.,HBK Investments LP,1.6,NL0000352565,2019-02-26,archive
Fugro N.V.,Voleon Capital Management LP,0.79,NL0000352565,2019-02-26,archive
Koninklijke Heijmans N.V.,Voleon Capital Management LP,0.81,NL0009269109,2019-02-26,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.59,NL0000888691,2019-02-25,archive
PostNL N.V.,AHL Partners LLP,1.2,NL0009739416,2019-02-25,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.8,NL0012866412,2019-02-25,archive
Fugro N.V.,HBK Investments LP,1.76,NL0000352565,2019-02-25,archive
Fugro N.V.,Marshall Wace LLP,1.05,NL0000352565,2019-02-25,archive
PostNL N.V.,Marshall Wace LLP,2.23,NL0009739416,2019-02-25,archive
Fugro N.V.,Numeric Investors LLC,0.69,NL0000352565,2019-02-25,archive
Fugro N.V.,Systematica Investments Limited,1.17,NL0000352565,2019-02-25,archive
ASM International N.V.,"WorldQuant, LLC",0.44,NL0000334118,2019-02-25,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.45,NL0000337319,2019-02-25,archive
Galapagos NV,"AQR Capital Management, LLC",1.7,BE0003818359,2019-02-22,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2.37,NL0000360618,2019-02-22,archive
Pharming Group N.V.,Canada Pension Plan Investment Board,0.69,NL0010391025,2019-02-22,archive
Fugro N.V.,Citadel Advisors LLC,1.01,NL0000352565,2019-02-22,archive
Fugro N.V.,Citadel Europe LLP,2.84,NL0000352565,2019-02-22,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.89,NL0000289213,2019-02-22,archive
ARCADIS N.V.,Engadine Partners LLP,1.03,NL0006237562,2019-02-22,archive
Wereldhave N.V.,GAM Investment Management (Switzerland) Ltd. ? Lugano Branch,0.53,NL0000289213,2019-02-22,archive
Koninklijke BAM Groep N.V.,JPMorgan Asset Management (UK) Ltd.,0.46,NL0000337319,2019-02-22,archive
AMG Critical Materials N.V.,Millennium International Management LP,1.3,NL0000888691,2019-02-22,archive
Wereldhave N.V.,Millennium International Management LP,0.99,NL0000289213,2019-02-22,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.51,NL0012866412,2019-02-22,archive
Fugro N.V.,"WorldQuant, LLC",0.53,NL0000352565,2019-02-22,archive
AMG Critical Materials N.V.,AHL Partners LLP,1.67,NL0000888691,2019-02-21,archive
Galapagos NV,"AQR Capital Management, LLC",1.69,BE0003818359,2019-02-21,archive
OCI N.V.,"AQR Capital Management, LLC",0.8,NL0010558797,2019-02-21,archive
PostNL N.V.,AXA Investment Managers Chorus Limited,0.58,NL0009739416,2019-02-21,archive
Pharming Group N.V.,Canada Pension Plan Investment Board,0.77,NL0010391025,2019-02-21,archive
PostNL N.V.,Capital Fund Management S.A.,1.11,NL0009739416,2019-02-21,archive
Wereldhave N.V.,"D. E. Shaw & Co., L.P.",0.9,NL0000289213,2019-02-21,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.3,NL0000337319,2019-02-21,archive
Pharming Group N.V.,"Great Point Partners, LLC",0.8,NL0010391025,2019-02-21,archive
BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,1.68,NL0012866412,2019-02-21,archive
Signify N.V.,Marshall Wace LLP,1.19,NL0011821392,2019-02-21,archive
AMG Critical Materials N.V.,Millennium Capital Partners LLP,0.8,NL0000888691,2019-02-21,archive
Fugro N.V.,Voleon Capital Management LP,0.82,NL0000352565,2019-02-21,archive
ASM International N.V.,"WorldQuant, LLC",0.52,NL0000334118,2019-02-21,archive
Galapagos NV,"AQR Capital Management, LLC",1.7,BE0003818359,2019-02-20,archive
ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.47,NL0006237562,2019-02-20,archive
Pharming Group N.V.,Canada Pension Plan Investment Board,0.91,NL0010391025,2019-02-20,archive
Fugro N.V.,Citadel Europe LLP,2.7,NL0000352565,2019-02-20,archive
Koninklijke BAM Groep N.V.,Gladstone Capital Management LLP,1.48,NL0000337319,2019-02-20,archive
Fugro N.V.,HBK Investments LP,1.56,NL0000352565,2019-02-20,archive
Koninklijke BAM Groep N.V.,JPMorgan Asset Management (UK) Ltd.,0.57,NL0000337319,2019-02-20,archive
Koninklijke BAM Groep N.V.,Linden Advisors LP,0.35,NL0000337319,2019-02-20,archive
Fugro N.V.,Marshall Wace LLP,0.98,NL0000352565,2019-02-20,archive
AMG Critical Materials N.V.,Millennium International Management LP,1.1,NL0000888691,2019-02-20,archive
Fugro N.V.,Numeric Investors LLC,0.78,NL0000352565,2019-02-20,archive
ARCADIS N.V.,Polar Capital LLP,0.81,NL0006237562,2019-02-20,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,1.11,NL0000337319,2019-02-20,archive
Fugro N.V.,Systematica Investments Limited,1.2,NL0000352565,2019-02-20,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.44,NL0012866412,2019-02-20,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",0.53,NL0000337319,2019-02-20,archive
ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.59,NL0006237562,2019-02-19,archive
BE Semiconductor Industries N.V.,Jupiter Investment Management Limited,1.77,NL0012866412,2019-02-19,archive
PostNL N.V.,Marshall Wace LLP,2.11,NL0009739416,2019-02-19,archive
AMG Critical Materials N.V.,"PDT Partners, LLC",0.51,NL0000888691,2019-02-19,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,1.21,NL0000337319,2019-02-19,archive
BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.56,NL0012866412,2019-02-19,archive
PostNL N.V.,"WorldQuant, LLC",0.45,NL0009739416,2019-02-19,archive
ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.6,NL0006237562,2019-02-18,archive
Wereldhave N.V.,Millennium International Management LP,1.09,NL0000289213,2019-02-18,archive
Koninklijke BAM Groep N.V.,SFM UK Management LLP,1.41,NL0000337319,2019-02-18,archive
ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.73,NL0006237562,2019-02-15,archive
Fugro N.V.,Citadel Advisors LLC,0.9,NL0000352565,2019-02-15,archive
Fugro N.V.,Citadel Europe LLP,2.61,NL0000352565,2019-02-15,archive
Fugro N.V.,Marshall Wace LLP,1.09,NL0000352565,2019-02-15,archive
Wereldhave N.V.,Marshall Wace LLP,1.6,NL0000289213,2019-02-15,archive
Fugro N.V.,Numeric Investors LLC,0.81,NL0000352565,2019-02-15,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,1.57,NL0000352565,2019-02-15,archive
PostNL N.V.,"WorldQuant, LLC",0.55,NL0009739416,2019-02-15,archive
ARCADIS N.V.,AKO Capital LLP,0.3,NL0006237562,2019-02-14,archive
ARCADIS N.V.,BlackRock Investment Management (UK) Limited,0.89,NL0006237562,2019-02-14,archive
Koninklijke BAM Groep N.V.,Boldhaven Management LLP,0.49,NL0000337319,2019-02-14,archive
BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.77,NL0012866412,2019-02-14,archive
