issuer_name,net_short_position,position_date,isin,position_holder,source
ArcelorMittal S.A.,0.62,2016-03-09,LU0323134006,Marshall Wace LLP,archive
Fugro N.V.,1.4,2016-03-09,NL0000352565,Marshall Wace LLP,archive
Wereldhave N.V.,0.41,2016-03-09,NL0000289213,Millennium International Management LP,archive
SBM Offshore N.V.,0.7,2016-03-09,NL0000360618,"WorldQuant, LLC",archive
Aperam S.A.,0.45,2016-03-08,LU0569974404,"Basso Capital Management, L.P",archive
SBM Offshore N.V.,0.7,2016-03-08,NL0000360618,Capital Fund Management S.A.,archive
SBM Offshore N.V.,1.88,2016-03-08,NL0000360618,"D.E. Shaw & Co., L.P.",archive
SBM Offshore N.V.,0.55,2016-03-08,NL0000360618,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.62,2016-03-08,LU0323134006,Odey Asset Management LLP,archive
AMG Critical Materials N.V.,0.62,2016-03-07,NL0000888691,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,0.48,2016-03-07,NL0006237562,Capital Fund Management S.A.,archive
Fugro N.V.,1.27,2016-03-07,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,0.69,2016-03-07,NL0000360618,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.59,2016-03-07,LU0323134006,Odey Asset Management LLP,archive
ArcelorMittal S.A.,0.46,2016-03-07,LU0323134006,Oxford Asset Management,archive
Aperam S.A.,0.95,2016-03-04,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
ArcelorMittal S.A.,1.09,2016-03-04,LU0323134006,"AQR Capital Management, LLC",archive
Fugro N.V.,0.46,2016-03-04,NL0000352565,Capital Fund Management S.A.,archive
PostNL N.V.,0.88,2016-03-04,NL0009739416,Capital Fund Management S.A.,archive
Koninklijke Ahold Delhaize N.V.,1.28,2016-03-04,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,0.0,2016-03-04,NL0000352565,"Lucerne Capital Management, LP",archive
Koninklijke Heijmans N.V.,0.42,2016-03-04,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
ArcelorMittal S.A.,0.57,2016-03-04,LU0323134006,Marshall Wace LLP,archive
Galapagos NV,0.49,2016-03-04,BE0003818359,Millennium International Management LP,archive
SBM Offshore N.V.,0.59,2016-03-04,NL0000360618,Oxford Asset Management,archive
SBM Offshore N.V.,0.67,2016-03-04,NL0000360618,"WorldQuant, LLC",archive
Aperam S.A.,0.71,2016-03-03,LU0569974404,BlackRock Investment Management (UK) Limited,archive
Koninklijke Ahold Delhaize N.V.,1.36,2016-03-03,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,1.39,2016-03-03,NL0000352565,Marshall Wace LLP,archive
Aperam S.A.,0.69,2016-03-02,LU0569974404,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,0.59,2016-03-02,NL0006237562,Capital Fund Management S.A.,archive
Koninklijke Ahold Delhaize N.V.,1.49,2016-03-02,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Fugro N.V.,1.47,2016-03-02,NL0000352565,Marshall Wace LLP,archive
Galapagos NV,0.61,2016-03-02,BE0003818359,Oxford Asset Management,archive
SBM Offshore N.V.,0.71,2016-03-02,NL0000360618,"Sophos Capital Management, L.P.",archive
PostNL N.V.,0.48,2016-03-02,NL0009739416,"WorldQuant, LLC",archive
Fugro N.V.,1.62,2016-03-01,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,0.88,2016-03-01,NL0000360618,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.62,2016-03-01,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,0.54,2016-03-01,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.23,2016-02-29,LU0323134006,"AQR Capital Management, LLC",archive
Koninklijke BAM Groep N.V.,0.62,2016-02-29,NL0000337319,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.6,2016-02-29,NL0000360618,Capital Fund Management S.A.,archive
Koninklijke Ahold Delhaize N.V.,1.59,2016-02-29,NL0010672325,"Davidson Kempner European Partners, LLP",archive
ArcelorMittal S.A.,0.64,2016-02-29,LU0323134006,Marshall Wace LLP,archive
Fugro N.V.,1.74,2016-02-29,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,0.72,2016-02-29,NL0000360618,"WorldQuant, LLC",archive
Fugro N.V.,2.17,2016-02-26,NL0000352565,"AQR Capital Management, LLC",archive
Fugro N.V.,0.59,2016-02-26,NL0000352565,Capital Fund Management S.A.,archive
SBM Offshore N.V.,0.58,2016-02-26,NL0000360618,Capital Fund Management S.A.,archive
Fugro N.V.,0.76,2016-02-26,NL0000352565,"Lucerne Capital Management, LP",archive
ArcelorMittal S.A.,0.74,2016-02-26,LU0323134006,Marshall Wace LLP,archive
Fugro N.V.,1.94,2016-02-26,NL0000352565,Marshall Wace LLP,archive
PostNL N.V.,0.69,2016-02-26,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.69,2016-02-26,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.36,2016-02-25,LU0323134006,"AQR Capital Management, LLC",archive
ASML Holding N.V.,0.49,2016-02-25,NL0010273215,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.6,2016-02-25,NL0000360618,Capital Fund Management S.A.,archive
SBM Offshore N.V.,2.27,2016-02-24,NL0000360618,"AQR Capital Management, LLC",archive
AMG Critical Materials N.V.,0.5,2016-02-24,NL0000888691,BlackRock Investment Management (UK) Limited,archive
Koninklijke Ahold Delhaize N.V.,0.8,2016-02-24,NL0010672325,Pine River Capital Management L.P.,archive
SBM Offshore N.V.,2.31,2016-02-23,NL0000360618,"AQR Capital Management, LLC",archive
TomTom N.V.,0.8,2016-02-23,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
ArcelorMittal S.A.,0.61,2016-02-23,LU0323134006,Marshall Wace LLP,archive
Galapagos NV,0.53,2016-02-23,BE0003818359,Millennium International Management LP,archive
ArcelorMittal S.A.,1.43,2016-02-22,LU0323134006,"AQR Capital Management, LLC",archive
Aperam S.A.,0.7,2016-02-22,LU0569974404,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,0.5,2016-02-22,NL0006237562,Canada Pension Plan Investment Board,archive
PostNL N.V.,0.99,2016-02-22,NL0009739416,Capital Fund Management S.A.,archive
TomTom N.V.,0.57,2016-02-22,NL0000387058,Marshall Wace LLP,archive
PostNL N.V.,0.79,2016-02-22,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.79,2016-02-22,NL0000360618,"WorldQuant, LLC",archive
Fugro N.V.,1.45,2016-02-19,NL0000352565,"Lucerne Capital Management, LP",archive
SBM Offshore N.V.,0.6,2016-02-19,NL0000360618,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.49,2016-02-19,NL0009269109,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.8,2016-02-19,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.6,2016-02-18,LU0323134006,"AQR Capital Management, LLC",archive
Koninklijke KPN N.V.,0.5,2016-02-18,NL0000009082,"AQR Capital Management, LLC",archive
Fugro N.V.,0.67,2016-02-18,NL0000352565,Capital Fund Management S.A.,archive
ArcelorMittal S.A.,0.54,2016-02-18,LU0323134006,Marshall Wace LLP,archive
SBM Offshore N.V.,0.97,2016-02-18,NL0000360618,Marshall Wace LLP,archive
Galapagos NV,0.68,2016-02-18,BE0003818359,Millennium International Management LP,archive
ArcelorMittal S.A.,1.73,2016-02-18,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,1.04,2016-02-18,NL0009739416,Oxford Asset Management,archive
PostNL N.V.,0.85,2016-02-18,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.69,2016-02-17,LU0323134006,Marshall Wace LLP,archive
Fugro N.V.,2.3,2016-02-17,NL0000352565,Marshall Wace LLP,archive
TomTom N.V.,0.69,2016-02-17,NL0000387058,Marshall Wace LLP,archive
Galapagos NV,0.7,2016-02-17,BE0003818359,Millennium International Management LP,archive
SBM Offshore N.V.,0.53,2016-02-17,NL0000360618,Oxford Asset Management,archive
PostNL N.V.,0.94,2016-02-17,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.77,2016-02-17,NL0000360618,"WorldQuant, LLC",archive
Koninklijke Vopak N.V.,0.59,2016-02-16,NL0009432491,"AQR Capital Management, LLC",archive
Koninklijke BAM Groep N.V.,0.5,2016-02-16,NL0000337319,BlackRock Investment Management (UK) Limited,archive
Koninklijke BAM Groep N.V.,0.36,2016-02-16,NL0000337319,Man Investments Limited,archive
SBM Offshore N.V.,1.08,2016-02-16,NL0000360618,Marshall Wace LLP,archive
Galapagos NV,0.8,2016-02-16,BE0003818359,Millennium International Management LP,archive
Aperam S.A.,0.68,2016-02-15,LU0569974404,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.49,2016-02-15,NL0000360618,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,0.75,2016-02-15,NL0000352565,Capital Fund Management S.A.,archive
Shell plc,0.0,2016-02-15,GB00B03MLX29,"Davidson Kempner European Partners, LLP",archive
Koninklijke Heijmans N.V.,0.48,2016-02-15,NL0009269109,Oxford Asset Management,archive
PostNL N.V.,1.09,2016-02-15,NL0009739416,"WorldQuant, LLC",archive
Aperam S.A.,0.8,2016-02-12,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
ARCADIS N.V.,0.62,2016-02-12,NL0006237562,Capital Fund Management S.A.,archive
Fugro N.V.,0.8,2016-02-12,NL0000352565,Capital Fund Management S.A.,archive
Fugro N.V.,2.2,2016-02-12,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,1.16,2016-02-12,NL0000360618,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.57,2016-02-12,NL0009269109,"WorldQuant, LLC",archive
Aperam S.A.,4.82,2016-02-11,LU0569974404,Adage Capital Management L.P.,archive
TKH Group N.V.,1.12,2016-02-11,NL0000852523,AKO Capital LLP,archive
Fugro N.V.,2.12,2016-02-11,NL0000352565,Marshall Wace LLP,archive
SBM Offshore N.V.,1.24,2016-02-11,NL0000360618,Marshall Wace LLP,archive
TomTom N.V.,0.77,2016-02-11,NL0000387058,Marshall Wace LLP,archive
Galapagos NV,0.77,2016-02-11,BE0003818359,Millennium International Management LP,archive
ArcelorMittal S.A.,0.29,2016-02-10,LU0323134006,Adage Capital Management L.P.,archive
Wereldhave N.V.,0.5,2016-02-10,NL0000289213,Capital Fund Management S.A.,archive
Fugro N.V.,2.05,2016-02-10,NL0000352565,Marshall Wace LLP,archive
TomTom N.V.,0.86,2016-02-10,NL0000387058,Marshall Wace LLP,archive
Galapagos NV,0.5,2016-02-10,BE0003818359,Oxford Asset Management,archive
TomTom N.V.,0.46,2016-02-10,NL0000387058,"PDT Partners, LLC",archive
Koninklijke Ahold Delhaize N.V.,0.71,2016-02-10,NL0010672325,Pine River Capital Management L.P.,archive
PostNL N.V.,1.17,2016-02-10,NL0009739416,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.51,2016-02-09,LU0323134006,Adage Capital Management L.P.,archive
Aperam S.A.,0.79,2016-02-09,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
SBM Offshore N.V.,2.2,2016-02-09,NL0000360618,"AQR Capital Management, LLC",archive
Fugro N.V.,1.35,2016-02-09,NL0000352565,"Lucerne Capital Management, LP",archive
TomTom N.V.,1.01,2016-02-09,NL0000387058,Marshall Wace LLP,archive
TomTom N.V.,0.5,2016-02-09,NL0000387058,"PDT Partners, LLC",archive
Koninklijke Heijmans N.V.,0.65,2016-02-09,NL0009269109,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.86,2016-02-09,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.75,2016-02-08,LU0323134006,"AQR Capital Management, LLC",archive
Fugro N.V.,2.29,2016-02-08,NL0000352565,"AQR Capital Management, LLC",archive
Aperam S.A.,0.7,2016-02-08,LU0569974404,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.5,2016-02-08,NL0000360618,BlackRock Investment Management (UK) Limited,archive
ARCADIS N.V.,0.5,2016-02-08,NL0006237562,Capital Fund Management S.A.,archive
Wereldhave N.V.,0.49,2016-02-08,NL0000289213,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,1.24,2016-02-08,NL0000352565,"Lucerne Capital Management, LP",archive
ArcelorMittal S.A.,0.77,2016-02-08,LU0323134006,Marshall Wace LLP,archive
Galapagos NV,1.0,2016-02-08,BE0003818359,Millennium International Management LP,archive
ArcelorMittal S.A.,1.62,2016-02-08,LU0323134006,Odey Asset Management LLP,archive
ArcelorMittal S.A.,0.65,2016-02-05,LU0323134006,Adage Capital Management L.P.,archive
SBM Offshore N.V.,0.49,2016-02-05,NL0000360618,BlackRock Investment Management (UK) Limited,archive
ArcelorMittal S.A.,0.8,2016-02-05,LU0323134006,Marshall Wace LLP,archive
SBM Offshore N.V.,1.39,2016-02-05,NL0000360618,Marshall Wace LLP,archive
Galapagos NV,0.93,2016-02-05,BE0003818359,Millennium International Management LP,archive
Wereldhave N.V.,0.57,2016-02-05,NL0000289213,Millennium International Management LP,archive
PostNL N.V.,1.29,2016-02-05,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,2.19,2016-02-04,NL0000360618,"AQR Capital Management, LLC",archive
Aperam S.A.,0.64,2016-02-04,LU0569974404,BlackRock Investment Management (UK) Limited,archive
Koninklijke Ahold Delhaize N.V.,1.64,2016-02-04,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Galapagos NV,0.86,2016-02-04,BE0003818359,Millennium International Management LP,archive
Wereldhave N.V.,0.61,2016-02-04,NL0000289213,Millennium International Management LP,archive
Koninklijke Ahold Delhaize N.V.,0.64,2016-02-04,NL0010672325,Pine River Capital Management L.P.,archive
Koninklijke Heijmans N.V.,0.77,2016-02-04,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,1.34,2016-02-04,NL0009739416,"WorldQuant, LLC",archive
Aperam S.A.,0.8,2016-02-03,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
SBM Offshore N.V.,0.48,2016-02-03,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,1.7,2016-02-03,NL0000360618,"D.E. Shaw & Co., L.P.",archive
ArcelorMittal S.A.,0.75,2016-02-03,LU0323134006,Marshall Wace LLP,archive
Galapagos NV,0.91,2016-02-03,BE0003818359,Millennium International Management LP,archive
PostNL N.V.,1.41,2016-02-03,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.5,2016-02-02,NL0000360618,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,1.02,2016-02-02,NL0000352565,"Lucerne Capital Management, LP",archive
SBM Offshore N.V.,1.41,2016-02-02,NL0000360618,Marshall Wace LLP,archive
Wereldhave N.V.,0.56,2016-02-02,NL0000289213,Millennium International Management LP,archive
PostNL N.V.,1.55,2016-02-02,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.97,2016-02-02,NL0000360618,"WorldQuant, LLC",archive
Aperam S.A.,0.51,2016-02-01,LU0569974404,BlackRock Investment Management (UK) Limited,archive
Koninklijke Ahold Delhaize N.V.,1.79,2016-02-01,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Galapagos NV,0.82,2016-02-01,BE0003818359,Millennium International Management LP,archive
ArcelorMittal S.A.,1.41,2016-02-01,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,1.67,2016-02-01,NL0009739416,"WorldQuant, LLC",archive
ASML Holding N.V.,0.5,2016-01-29,NL0010273215,"AQR Capital Management, LLC",archive
Fugro N.V.,2.39,2016-01-29,NL0000352565,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.82,2016-01-29,LU0323134006,Marshall Wace LLP,archive
Fugro N.V.,1.92,2016-01-29,NL0000352565,Marshall Wace LLP,archive
Galapagos NV,0.78,2016-01-29,BE0003818359,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.59,2016-01-29,NL0009269109,Oxford Asset Management,archive
SBM Offshore N.V.,0.56,2016-01-29,NL0000360618,"Valiant Capital Management, LP",archive
SBM Offshore N.V.,1.07,2016-01-29,NL0000360618,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.47,2016-01-28,NL0000360618,Man Investments Limited,archive
Fugro N.V.,1.82,2016-01-28,NL0000352565,Marshall Wace LLP,archive
Galapagos NV,0.61,2016-01-28,BE0003818359,Millennium International Management LP,archive
Koninklijke Ahold Delhaize N.V.,0.59,2016-01-28,NL0010672325,Pine River Capital Management L.P.,archive
ArcelorMittal S.A.,0.56,2016-01-27,LU0323134006,Adage Capital Management L.P.,archive
Koninklijke Heijmans N.V.,0.51,2016-01-27,NL0009269109,Macquarie Funds Management Hong Kong Limited,archive
ArcelorMittal S.A.,0.94,2016-01-27,LU0323134006,Marshall Wace LLP,archive
Galapagos NV,0.51,2016-01-27,BE0003818359,Millennium International Management LP,archive
Koninklijke Heijmans N.V.,0.82,2016-01-27,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,1.79,2016-01-27,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.1,2016-01-27,NL0000360618,"WorldQuant, LLC",archive
Aperam S.A.,0.72,2016-01-26,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
PostNL N.V.,1.0,2016-01-26,NL0009739416,Capital Fund Management S.A.,archive
Fugro N.V.,0.91,2016-01-26,NL0000352565,"Lucerne Capital Management, LP",archive
ArcelorMittal S.A.,0.68,2016-01-26,LU0323134006,"Luminus Management, LLC",archive
SBM Offshore N.V.,1.3,2016-01-26,NL0000360618,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.46,2016-01-26,NL0009269109,Rotella Acrospire LLC,archive
PostNL N.V.,1.82,2016-01-26,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.06,2016-01-26,NL0000360618,"WorldQuant, LLC",archive
TomTom N.V.,0.49,2016-01-26,NL0000387058,"WorldQuant, LLC",archive
Aperam S.A.,4.91,2016-01-25,LU0569974404,Adage Capital Management L.P.,archive
Aperam S.A.,0.57,2016-01-25,LU0569974404,"Basso Capital Management, L.P",archive
PostNL N.V.,1.78,2016-01-25,NL0009739416,"WorldQuant, LLC",archive
Aperam S.A.,4.78,2016-01-22,LU0569974404,Adage Capital Management L.P.,archive
Aperam S.A.,0.81,2016-01-22,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
ArcelorMittal S.A.,0.47,2016-01-22,LU0323134006,Capital Fund Management S.A.,archive
SBM Offshore N.V.,1.6,2016-01-22,NL0000360618,"D.E. Shaw & Co., L.P.",archive
SBM Offshore N.V.,0.25,2016-01-22,NL0000360618,"Discovery Capital Management, LLC",archive
SBM Offshore N.V.,0.58,2016-01-22,NL0000360618,Man Investments Limited,archive
ArcelorMittal S.A.,1.05,2016-01-22,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,1.64,2016-01-22,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.91,2016-01-22,NL0000360618,"WorldQuant, LLC",archive
Aperam S.A.,4.66,2016-01-21,LU0569974404,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,1.19,2016-01-21,LU0323134006,Marshall Wace LLP,archive
SBM Offshore N.V.,0.85,2016-01-21,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.85,2016-01-20,LU0323134006,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.58,2016-01-20,LU0323134006,Capital Fund Management S.A.,archive
SBM Offshore N.V.,0.7,2016-01-20,NL0000360618,"Discovery Capital Management, LLC",archive
ArcelorMittal S.A.,1.32,2016-01-20,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,0.42,2016-01-20,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,0.46,2016-01-20,NL0000289213,Millennium International Management LP,archive
ArcelorMittal S.A.,1.39,2016-01-20,LU0323134006,Odey Asset Management LLP,archive
PostNL N.V.,0.91,2016-01-20,NL0009739416,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.74,2016-01-20,NL0009269109,"WorldQuant, LLC",archive
PostNL N.V.,1.52,2016-01-20,NL0009739416,"WorldQuant, LLC",archive
Aperam S.A.,0.7,2016-01-19,LU0569974404,"Angelo, Gordon & Co. L.P.",archive
PostNL N.V.,0.91,2016-01-19,NL0009739416,Capital Fund Management S.A.,archive
Koninklijke Ahold Delhaize N.V.,1.83,2016-01-19,NL0010672325,"Davidson Kempner European Partners, LLP",archive
SBM Offshore N.V.,1.01,2016-01-19,NL0000360618,"Discovery Capital Management, LLC",archive
ArcelorMittal S.A.,0.33,2016-01-19,LU0323134006,"Luminus Management, LLC",archive
PostNL N.V.,0.54,2016-01-19,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,1.21,2016-01-19,NL0000387058,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.11,2016-01-19,LU0323134006,Odey Asset Management LLP,archive
Koninklijke Heijmans N.V.,0.59,2016-01-19,NL0009269109,Rotella Acrospire LLC,archive
PostNL N.V.,1.46,2016-01-19,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.71,2016-01-19,NL0000360618,"WorldQuant, LLC",archive
TomTom N.V.,0.5,2016-01-19,NL0000387058,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.34,2016-01-18,NL0000360618,AKO Capital LLP,archive
PostNL N.V.,0.67,2016-01-18,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,0.5,2016-01-18,NL0000289213,Millennium International Management LP,archive
PostNL N.V.,0.82,2016-01-18,NL0009739416,Oxford Asset Management,archive
Koninklijke Heijmans N.V.,0.69,2016-01-18,NL0009269109,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.42,2016-01-15,NL0000360618,AKO Capital LLP,archive
SBM Offshore N.V.,0.59,2016-01-15,NL0000360618,"BlackRock Institutional Trust Company, National Association",archive
Shell plc,0.5,2016-01-15,GB00B03MLX29,"Davidson Kempner European Partners, LLP",archive
SBM Offshore N.V.,1.34,2016-01-15,NL0000360618,"Discovery Capital Management, LLC",archive
ArcelorMittal S.A.,0.0,2016-01-15,LU0323134006,HBK Investments LP,archive
Fugro N.V.,0.67,2016-01-15,NL0000352565,"Lucerne Capital Management, LP",archive
ArcelorMittal S.A.,1.23,2016-01-15,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,0.77,2016-01-15,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,0.48,2016-01-15,NL0000289213,Millennium International Management LP,archive
ArcelorMittal S.A.,1.35,2016-01-15,LU0323134006,Odey Asset Management LLP,archive
ArcelorMittal S.A.,0.0,2016-01-15,LU0323134006,Sculptor Capital LP,archive
PostNL N.V.,1.31,2016-01-15,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.6,2016-01-15,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.7,2016-01-14,LU0323134006,"AQR Capital Management, LLC",archive
Koninklijke Ahold Delhaize N.V.,1.72,2016-01-14,NL0010672325,"Davidson Kempner European Partners, LLP",archive
Koninklijke BAM Groep N.V.,0.52,2016-01-14,NL0000337319,Man Investments Limited,archive
SBM Offshore N.V.,0.6,2016-01-14,NL0000360618,Man Investments Limited,archive
ArcelorMittal S.A.,1.31,2016-01-14,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,0.96,2016-01-14,NL0009739416,Marshall Wace LLP,archive
TomTom N.V.,1.3,2016-01-14,NL0000387058,Marshall Wace LLP,archive
Fugro N.V.,0.52,2016-01-14,NL0000352565,UBS Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.53,2016-01-14,NL0000360618,"WorldQuant, LLC",archive
Fugro N.V.,2.49,2016-01-13,NL0000352565,"AQR Capital Management, LLC",archive
PostNL N.V.,0.81,2016-01-13,NL0009739416,Capital Fund Management S.A.,archive
ArcelorMittal S.A.,0.68,2016-01-13,LU0323134006,"Luminus Management, LLC",archive
PostNL N.V.,1.28,2016-01-13,NL0009739416,Marshall Wace LLP,archive
Wereldhave N.V.,0.52,2016-01-13,NL0000289213,Millennium International Management LP,archive
ArcelorMittal S.A.,1.45,2016-01-13,LU0323134006,Odey Asset Management LLP,archive
Fugro N.V.,0.6,2016-01-13,NL0000352565,UBS Asset Management (UK) Ltd.,archive
PostNL N.V.,1.23,2016-01-13,NL0009739416,"WorldQuant, LLC",archive
Koninklijke Ahold Delhaize N.V.,1.62,2016-01-12,NL0010672325,"Davidson Kempner European Partners, LLP",archive
SBM Offshore N.V.,0.54,2016-01-12,NL0000360618,Man Investments Limited,archive
ArcelorMittal S.A.,1.21,2016-01-12,LU0323134006,Marshall Wace LLP,archive
PostNL N.V.,1.56,2016-01-12,NL0009739416,Marshall Wace LLP,archive
SBM Offshore N.V.,1.29,2016-01-12,NL0000360618,Marshall Wace LLP,archive
TomTom N.V.,1.26,2016-01-12,NL0000387058,Marshall Wace LLP,archive
Aperam S.A.,4.53,2016-01-11,LU0569974404,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.62,2016-01-11,LU0323134006,Adage Capital Management L.P.,archive
Koninklijke Vopak N.V.,0.61,2016-01-11,NL0009432491,"AQR Capital Management, LLC",archive
Fugro N.V.,0.7,2016-01-11,NL0000352565,Capital Fund Management S.A.,archive
TomTom N.V.,1.43,2016-01-11,NL0000387058,Marshall Wace LLP,archive
Koninklijke Vopak N.V.,0.59,2016-01-08,NL0009432491,"AQR Capital Management, LLC",archive
ArcelorMittal S.A.,0.67,2016-01-08,LU0323134006,Capital Fund Management S.A.,archive
PostNL N.V.,0.71,2016-01-08,NL0009739416,Capital Fund Management S.A.,archive
TomTom N.V.,0.7,2016-01-08,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
Koninklijke Heijmans N.V.,0.58,2016-01-08,NL0009269109,"WorldQuant, LLC",archive
TKH Group N.V.,1.03,2016-01-07,NL0000852523,AKO Capital LLP,archive
Fugro N.V.,2.5,2016-01-07,NL0000352565,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,0.6,2016-01-07,NL0009432491,"AQR Capital Management, LLC",archive
TomTom N.V.,0.63,2016-01-07,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.48,2016-01-07,NL0000360618,Man Investments Limited,archive
PostNL N.V.,1.69,2016-01-07,NL0009739416,Marshall Wace LLP,archive
Koninklijke Heijmans N.V.,0.6,2016-01-07,NL0009269109,Rotella Acrospire LLC,archive
Galapagos NV,0.49,2016-01-07,BE0003818359,"WorldQuant, LLC",archive
PostNL N.V.,1.1,2016-01-07,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.45,2016-01-07,NL0000360618,"WorldQuant, LLC",archive
Fugro N.V.,2.49,2016-01-06,NL0000352565,"AQR Capital Management, LLC",archive
TomTom N.V.,0.51,2016-01-06,NL0000387058,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,1.42,2016-01-06,NL0000360618,Marshall Wace LLP,archive
PostNL N.V.,1.07,2016-01-06,NL0009739416,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.5,2016-01-06,NL0000360618,"WorldQuant, LLC",archive
TomTom N.V.,1.35,2016-01-05,NL0000387058,Marshall Wace LLP,archive
ArcelorMittal S.A.,1.5,2016-01-05,LU0323134006,Odey Asset Management LLP,archive
SBM Offshore N.V.,0.48,2016-01-05,NL0000360618,"WorldQuant, LLC",archive
ArcelorMittal S.A.,1.11,2016-01-04,LU0323134006,Marshall Wace LLP,archive
