issuer_name,position_date,isin,position_holder,net_short_position,source
Koninklijke BAM Groep N.V.,2014-10-22,NL0000337319,Marshall Wace LLP,1.79,archive
Aperam S.A.,2014-10-22,LU0569974404,TT International,0.23,archive
Koninklijke BAM Groep N.V.,2014-10-22,NL0000337319,"WorldQuant, LLC",0.9,archive
SBM Offshore N.V.,2014-10-21,NL0000360618,"AQR Capital Management, LLC",2.03,archive
SBM Offshore N.V.,2014-10-21,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.49,archive
SBM Offshore N.V.,2014-10-21,NL0000360618,BlueCrest Capital Management Limited,0.51,archive
TomTom N.V.,2014-10-21,NL0000387058,"BlueMountain Capital Management, LLC",1.59,archive
TomTom N.V.,2014-10-21,NL0000387058,"Hound Partners, LLC",0.78,archive
Koninklijke BAM Groep N.V.,2014-10-21,NL0000337319,Marshall Wace LLP,1.83,archive
ArcelorMittal S.A.,2014-10-21,LU0323134006,Odey Asset Management LLP,0.49,archive
Aperam S.A.,2014-10-21,LU0569974404,TT International,0.65,archive
Aperam S.A.,2014-10-20,LU0569974404,Adage Capital Management L.P.,2.99,archive
Fugro N.V.,2014-10-20,NL0000352565,BlackRock Investment Management (UK) Limited,0.58,archive
TomTom N.V.,2014-10-20,NL0000387058,"BlueMountain Capital Management, LLC",1.49,archive
TomTom N.V.,2014-10-20,NL0000387058,"Hound Partners, LLC",0.52,archive
SBM Offshore N.V.,2014-10-20,NL0000360618,Man Investments Limited,0.48,archive
Aperam S.A.,2014-10-20,LU0569974404,Marshall Wace LLP,0.55,archive
SBM Offshore N.V.,2014-10-20,NL0000360618,Marshall Wace LLP,0.77,archive
ArcelorMittal S.A.,2014-10-20,LU0323134006,Odey Asset Management LLP,0.51,archive
Koninklijke BAM Groep N.V.,2014-10-20,NL0000337319,"WorldQuant, LLC",0.82,archive
TomTom N.V.,2014-10-17,NL0000387058,"BlueMountain Capital Management, LLC",1.32,archive
SBM Offshore N.V.,2014-10-17,NL0000360618,Egerton Capital (UK) LLP,0.35,archive
SBM Offshore N.V.,2014-10-17,NL0000360618,Marshall Wace LLP,0.84,archive
Koninklijke BAM Groep N.V.,2014-10-17,NL0000337319,"WorldQuant, LLC",0.73,archive
Fugro N.V.,2014-10-16,NL0000352565,"AQR Capital Management, LLC",1.53,archive
TomTom N.V.,2014-10-16,NL0000387058,"BlueMountain Capital Management, LLC",1.13,archive
Aperam S.A.,2014-10-16,LU0569974404,BNP Paribas S.A.,0.65,archive
Fugro N.V.,2014-10-16,NL0000352565,GAM Investment Management Lugano SA,0.7,archive
SBM Offshore N.V.,2014-10-16,NL0000360618,Man Investments Limited,0.57,archive
Aperam S.A.,2014-10-16,LU0569974404,Marshall Wace LLP,0.62,archive
Aperam S.A.,2014-10-16,LU0569974404,TT International,0.87,archive
Koninklijke BAM Groep N.V.,2014-10-16,NL0000337319,"WorldQuant, LLC",0.66,archive
Fugro N.V.,2014-10-15,NL0000352565,"AQR Capital Management, LLC",1.45,archive
SBM Offshore N.V.,2014-10-15,NL0000360618,"AQR Capital Management, LLC",1.91,archive
Fugro N.V.,2014-10-15,NL0000352565,"BlackRock Institutional Trust Company, National Association",0.68,archive
TomTom N.V.,2014-10-15,NL0000387058,"BlueMountain Capital Management, LLC",0.91,archive
Aperam S.A.,2014-10-15,LU0569974404,BNP Paribas S.A.,0.58,archive
Aperam S.A.,2014-10-15,LU0569974404,CQS (UK) LLP,1.26,archive
Fugro N.V.,2014-10-15,NL0000352565,Marshall Wace LLP,1.15,archive
Koninklijke BAM Groep N.V.,2014-10-15,NL0000337319,"WorldQuant, LLC",0.57,archive
SBM Offshore N.V.,2014-10-14,NL0000360618,"BlackRock Institutional Trust Company, National Association",0.5,archive
TomTom N.V.,2014-10-14,NL0000387058,"BlueMountain Capital Management, LLC",0.84,archive
TomTom N.V.,2014-10-13,NL0000387058,"BlueMountain Capital Management, LLC",0.69,archive
Aperam S.A.,2014-10-13,LU0569974404,BNP Paribas S.A.,0.61,archive
Fugro N.V.,2014-10-13,NL0000352565,Marshall Wace LLP,1.09,archive
ArcelorMittal S.A.,2014-10-13,LU0323134006,Odey Asset Management LLP,0.49,archive
Aperam S.A.,2014-10-10,LU0569974404,"BlackRock Institutional Trust Company, National Association",0.51,archive
TomTom N.V.,2014-10-10,NL0000387058,"BlueMountain Capital Management, LLC",0.7,archive
Fugro N.V.,2014-10-10,NL0000352565,Lansdowne Partners (UK) LLP,0.58,archive
Aperam S.A.,2014-10-10,LU0569974404,Marshall Wace LLP,0.72,archive
Fugro N.V.,2014-10-10,NL0000352565,Marshall Wace LLP,1.1,archive
Aperam S.A.,2014-10-10,LU0569974404,TT International,0.76,archive
Koninklijke BAM Groep N.V.,2014-10-09,NL0000337319,BlackRock Investment Management (UK) Limited,0.32,archive
Koninklijke BAM Groep N.V.,2014-10-09,NL0000337319,Oxford Asset Management,0.94,archive
Aperam S.A.,2014-10-09,LU0569974404,TT International,0.54,archive
Koninklijke BAM Groep N.V.,2014-10-08,NL0000337319,BlackRock Investment Management (UK) Limited,0.52,archive
Fugro N.V.,2014-10-08,NL0000352565,Oxford Asset Management,0.5,archive
Fugro N.V.,2014-10-08,NL0000352565,"WorldQuant, LLC",0.42,archive
Aperam S.A.,2014-10-07,LU0569974404,Marshall Wace LLP,0.6,archive
Fugro N.V.,2014-10-07,NL0000352565,Marshall Wace LLP,1.05,archive
Fugro N.V.,2014-10-07,NL0000352565,"WorldQuant, LLC",0.5,archive
ArcelorMittal S.A.,2014-10-06,LU0323134006,"AQR Capital Management, LLC",0.59,archive
SBM Offshore N.V.,2014-10-06,NL0000360618,"AQR Capital Management, LLC",1.8,archive
Aperam S.A.,2014-10-06,LU0569974404,Marshall Wace LLP,0.51,archive
Fugro N.V.,2014-10-06,NL0000352565,Marshall Wace LLP,0.98,archive
Koninklijke BAM Groep N.V.,2014-10-06,NL0000337319,Marshall Wace LLP,1.96,archive
Koninklijke BAM Groep N.V.,2014-10-06,NL0000337319,Oxford Asset Management,0.83,archive
Aperam S.A.,2014-10-06,LU0569974404,TT International,0.33,archive
Aperam S.A.,2014-10-03,LU0569974404,"BlackRock Institutional Trust Company, National Association",0.49,archive
SBM Offshore N.V.,2014-10-03,NL0000360618,Man Investments Limited,0.63,archive
Koninklijke BAM Groep N.V.,2014-10-03,NL0000337319,Marshall Wace LLP,2.06,archive
Aperam S.A.,2014-10-03,LU0569974404,TT International,0.53,archive
Koninklijke Vopak N.V.,2014-10-02,NL0009432491,Adelphi Capital LLP,0.55,archive
Fugro N.V.,2014-10-02,NL0000352565,"AQR Capital Management, LLC",1.37,archive
Aperam S.A.,2014-10-02,LU0569974404,CQS (UK) LLP,1.39,archive
TomTom N.V.,2014-10-01,NL0000387058,"BlueMountain Capital Management, LLC",0.62,archive
Aperam S.A.,2014-10-01,LU0569974404,CQS (UK) LLP,1.66,archive
SBM Offshore N.V.,2014-10-01,NL0000360618,Man Investments Limited,0.53,archive
Koninklijke BAM Groep N.V.,2014-10-01,NL0000337319,Marshall Wace LLP,2.17,archive
Aperam S.A.,2014-10-01,LU0569974404,TT International,0.73,archive
SBM Offshore N.V.,2014-09-30,NL0000360618,Egerton Capital (UK) LLP,0.64,archive
Fugro N.V.,2014-09-30,NL0000352565,Marshall Wace LLP,0.89,archive
Koninklijke BAM Groep N.V.,2014-09-30,NL0000337319,Marshall Wace LLP,2.23,archive
Aperam S.A.,2014-09-29,LU0569974404,Adage Capital Management L.P.,3.76,archive
Aperam S.A.,2014-09-29,LU0569974404,"BlackRock Institutional Trust Company, National Association",0.52,archive
TomTom N.V.,2014-09-29,NL0000387058,"BlueMountain Capital Management, LLC",0.55,archive
SBM Offshore N.V.,2014-09-29,NL0000360618,Egerton Capital (UK) LLP,0.77,archive
Koninklijke Vopak N.V.,2014-09-29,NL0009432491,Fil Investment Services (UK) Limited,0.49,archive
Koninklijke BAM Groep N.V.,2014-09-29,NL0000337319,Marshall Wace LLP,2.31,archive
Koninklijke BAM Groep N.V.,2014-09-29,NL0000337319,Oxford Asset Management,0.73,archive
Aperam S.A.,2014-09-29,LU0569974404,TT International,0.67,archive
Fugro N.V.,2014-09-26,NL0000352565,"BlackRock Institutional Trust Company, National Association",0.71,archive
Aperam S.A.,2014-09-26,LU0569974404,BNP Paribas S.A.,0.53,archive
Koninklijke BAM Groep N.V.,2014-09-26,NL0000337319,Marshall Wace LLP,2.46,archive
SBM Offshore N.V.,2014-09-26,NL0000360618,Marshall Wace LLP,0.97,archive
Aperam S.A.,2014-09-26,LU0569974404,Millennium International Management LP,0.48,archive
Fugro N.V.,2014-09-25,NL0000352565,Lansdowne Partners (UK) LLP,0.66,archive
Koninklijke BAM Groep N.V.,2014-09-25,NL0000337319,Marshall Wace LLP,2.51,archive
SBM Offshore N.V.,2014-09-25,NL0000360618,Marshall Wace LLP,1.06,archive
Aperam S.A.,2014-09-25,LU0569974404,Millennium International Management LP,0.53,archive
Fugro N.V.,2014-09-23,NL0000352565,"BlackRock Institutional Trust Company, National Association",0.63,archive
Fugro N.V.,2014-09-23,NL0000352565,BlackRock Investment Management (UK) Limited,0.6,archive
Koninklijke BAM Groep N.V.,2014-09-23,NL0000337319,Marshall Wace LLP,2.67,archive
SBM Offshore N.V.,2014-09-23,NL0000360618,Marshall Wace LLP,1.1,archive
Koninklijke Heijmans N.V.,2014-09-22,NL0009269109,"BlackRock Institutional Trust Company, National Association",0.49,archive
SBM Offshore N.V.,2014-09-22,NL0000360618,Egerton Capital (UK) LLP,0.91,archive
Fugro N.V.,2014-09-22,NL0000352565,Marshall Wace LLP,0.99,archive
Koninklijke BAM Groep N.V.,2014-09-22,NL0000337319,Marshall Wace LLP,2.74,archive
SBM Offshore N.V.,2014-09-22,NL0000360618,Marshall Wace LLP,1.09,archive
ArcelorMittal S.A.,2014-09-22,LU0323134006,Odey Asset Management LLP,0.54,archive
Aperam S.A.,2014-09-22,LU0569974404,TT International,0.5,archive
SBM Offshore N.V.,2014-09-19,NL0000360618,Marshall Wace LLP,1.1,archive
Fugro N.V.,2014-09-18,NL0000352565,"AQR Capital Management, LLC",1.29,archive
SBM Offshore N.V.,2014-09-18,NL0000360618,Marshall Wace LLP,1.04,archive
Fugro N.V.,2014-09-17,NL0000352565,"AQR Capital Management, LLC",1.3,archive
SBM Offshore N.V.,2014-09-17,NL0000360618,"AQR Capital Management, LLC",1.74,archive
Aperam S.A.,2014-09-16,LU0569974404,Adage Capital Management L.P.,3.12,archive
SBM Offshore N.V.,2014-09-15,NL0000360618,Egerton Capital (UK) LLP,0.73,archive
SBM Offshore N.V.,2014-09-15,NL0000360618,Marshall Wace LLP,0.9,archive
